,pelvis_1_X,pelvis_1_Y,pelvis_1_Z,pelvis_2_X,pelvis_2_Y,pelvis_2_Z,pelvis_3_X,pelvis_3_Y,pelvis_3_Z,pelvis_4_X,pelvis_4_Y,pelvis_4_Z,L_thigh_1_X,L_thigh_1_Y,L_thigh_1_Z,L_thigh_2_X,L_thigh_2_Y,L_thigh_2_Z,L_thigh_3_X,L_thigh_3_Y,L_thigh_3_Z,L_thigh_4_X,L_thigh_4_Y,L_thigh_4_Z,R_thigh_1_X,R_thigh_1_Y,R_thigh_1_Z,R_thigh_2_X,R_thigh_2_Y,R_thigh_2_Z,R_thigh_3_X,R_thigh_3_Y,R_thigh_3_Z,R_thigh_4_X,R_thigh_4_Y,R_thigh_4_Z,L_shank_1_X,L_shank_1_Y,L_shank_1_Z,L_shank_2_X,L_shank_2_Y,L_shank_2_Z,L_shank_3_X,L_shank_3_Y,L_shank_3_Z,L_shank_4_X,L_shank_4_Y,L_shank_4_Z,R_shank_1_X,R_shank_1_Y,R_shank_1_Z,R_shank_2_X,R_shank_2_Y,R_shank_2_Z,R_shank_3_X,R_shank_3_Y,R_shank_3_Z,R_shank_4_X,R_shank_4_Y,R_shank_4_Z,L_foot_1_X,L_foot_1_Y,L_foot_1_Z,L_foot_2_X,L_foot_2_Y,L_foot_2_Z,L_foot_3_X,L_foot_3_Y,L_foot_3_Z,L_foot_4_X,L_foot_4_Y,L_foot_4_Z,R_foot_1_X,R_foot_1_Y,R_foot_1_Z,R_foot_2_X,R_foot_2_Y,R_foot_2_Z,R_foot_3_X,R_foot_3_Y,R_foot_3_Z,R_foot_4_X,R_foot_4_Y,R_foot_4_Z,L_hip_X,L_hip_Y,L_hip_Z,R_hip_X,R_hip_Y,R_hip_Z,L_lat_knee_X,L_lat_knee_Y,L_lat_knee_Z,L_med_knee_X,L_med_knee_Y,L_med_knee_Z,R_med_knee_X,R_med_knee_Y,R_med_knee_Z,R_lat_knee_X,R_lat_knee_Y,R_lat_knee_Z,L_lat_ankle_X,L_lat_ankle_Y,L_lat_ankle_Z,L_med_ankle_X,L_med_ankle_Y,L_med_ankle_Z,R_med_ankle_X,R_med_ankle_Y,R_med_ankle_Z,R_lat_ankle_X,R_lat_ankle_Y,R_lat_ankle_Z
0,205.7,961.7,-49.1,172.4,1016.2,-60.3,249.4,1012.9,-67.9,209.16666666666666,996.9333333333334,-59.1,111.8,667.6,-76.9,100.0,628.4,-73.0,57.9,668.6,-82.1,63.1,582.1,-74.6,283.7,635.8,-81.1,295.3,586.5,-82.1,336.3,635.6,-96.3,312.8,550.0,-84.1,17.2,301.3,-40.5,29.65,252.7,-43.5,70.7,302.9,-38.2,47.8,216.5,-45.2,329.3,246.5,-47.9,362.3,256.5,-52.9,324.7,210.8,-54.1,318.7,296.3,-48.7,45.2,82.2,-39.8,43.0,48.5,-31.9,10.5,73.7,-67.0,32.9,68.13333333333333,-46.23333333333333,342.6,48.1,-38.2,344.9,80.3,-46.0,378.4,39.6,-65.9,355.3,56.0,-50.06666666666666,4.1,876.0,-190.8,380.1,876.3,-204.1,15.6,524.9,-130.9,136.4,491.2,-126.4,244.7,492.7,-118.5,368.2,516.6,-138.4,6.8,97.4,-94.5,93.8,107.5,-116.1,292.8,98.9,-116.6,380.8,92.7,-105.4
