  -3.9644074e+01	  -5.0237653e+01	  -6.4561350e+01	
  -3.9657471e+01	  -5.0058406e+01	  -6.5289820e+01	
  -3.9538362e+01	  -4.9963101e+01	  -6.5628839e+01	
  -3.9785385e+01	  -4.9351559e+01	  -6.6212370e+01	
  -3.9020604e+01	  -4.9761495e+01	  -6.6372347e+01	
  -3.7798235e+01	  -5.0665029e+01	  -6.5045620e+01	
  -3.7494344e+01	  -5.0639049e+01	  -6.4183998e+01	
  -3.7102927e+01	  -5.0704930e+01	  -6.3205349e+01	
  -3.6704248e+01	  -5.0737179e+01	  -6.1948022e+01	
  -3.6926532e+01	  -4.9965716e+01	  -6.0840975e+01	
  -3.5649863e+01	  -5.1636306e+01	  -5.7459698e+01	
  -3.5320007e+01	  -5.1660970e+01	  -5.4882010e+01	
  -3.5221381e+01	  -5.1780928e+01	  -5.1730893e+01	
  -3.4940060e+01	  -5.2117199e+01	  -4.8969832e+01	
  -3.4826431e+01	  -5.2400324e+01	  -4.5239273e+01	
  -3.5168110e+01	  -5.2145701e+01	  -4.1367244e+01	
  -3.5433546e+01	  -5.2032734e+01	  -3.7904005e+01	
  -3.5713426e+01	  -5.1940784e+01	  -3.3324523e+01	
  -3.5449844e+01	  -5.2274771e+01	  -3.0076329e+01	
  -3.5775596e+01	  -5.2123161e+01	  -2.6240774e+01	
  -3.5950308e+01	  -5.2249253e+01	  -2.1979503e+01	
  -3.6260690e+01	  -5.2156603e+01	  -1.6873334e+01	
  -3.6941245e+01	  -5.1664738e+01	  -1.2453848e+01	
  -3.6915166e+01	  -5.1952438e+01	  -7.9667792e+00	
  -3.6234115e+01	  -5.2795062e+01	  -4.1125762e+00	
  -3.6388381e+01	  -5.2791069e+01	   1.3820650e-01	
  -3.6564834e+01	  -5.2890726e+01	   5.6821747e+00	
  -3.6146968e+01	  -5.3408719e+01	   8.9398158e+00	
  -3.5608370e+01	  -5.4099355e+01	   1.1921184e+01	
  -3.5587356e+01	  -5.4315105e+01	   1.7080891e+01	
  -3.5004652e+01	  -5.4995228e+01	   2.3119812e+01	
  -3.4595245e+01	  -5.5356578e+01	   2.8264219e+01	
  -3.3698441e+01	  -5.6031012e+01	   3.4063392e+01	
  -3.2436306e+01	  -5.7081176e+01	   3.8044797e+01	
  -3.1041601e+01	  -5.8319395e+01	   4.0805366e+01	
  -2.9799813e+01	  -5.9513287e+01	   4.2347227e+01	
  -2.9324723e+01	  -6.0001296e+01	   4.2838534e+01	
  -2.9918323e+01	  -5.9337795e+01	   4.3320628e+01	
  -3.1790295e+01	  -5.7191208e+01	   4.4607187e+01	
  -3.2486389e+01	  -5.6362528e+01	   4.3909396e+01	
