   2.5952188e+00	   7.3197214e+00	  -1.3520776e+01	
   2.7316951e+00	   6.7536978e+00	  -1.5645293e+01	
   3.0086837e+00	   5.7296468e+00	  -1.8127167e+01	
   2.9843724e+00	   4.3904580e+00	  -2.0756522e+01	
   3.2436296e+00	   2.9257116e+00	  -2.3494357e+01	
   3.6854207e+00	   1.4995461e+00	  -2.6151843e+01	
   4.1525744e+00	   3.4587337e-01	  -2.8766521e+01	
   4.5553798e+00	  -4.7637672e-01	  -3.1394082e+01	
   5.2363626e+00	  -1.1648417e+00	  -3.3318700e+01	
   5.4363347e+00	  -1.4599084e+00	  -3.5319198e+01	
   5.8944045e+00	  -2.0826964e+00	  -3.7159209e+01	
   5.2807685e+00	  -1.5894324e+00	  -3.8746540e+01	
   4.9280851e+00	  -1.2779334e+00	  -3.9891338e+01	
   4.3178080e+00	  -8.3493809e-01	  -4.0847004e+01	
   3.5072917e+00	  -4.5954831e-01	  -4.1786692e+01	
   2.8728232e+00	  -4.0195835e-01	  -4.2431661e+01	
   1.9496969e+00	  -3.4092880e-01	  -4.3163853e+01	
   1.0604578e+00	  -5.3187265e-01	  -4.3789492e+01	
   2.3327676e-01	  -9.5615547e-01	  -4.4385269e+01	
  -4.3281335e-01	  -1.5568413e+00	  -4.4892432e+01	
  -9.6506196e-01	  -2.1588662e+00	  -4.5289232e+01	
  -1.2600432e+00	  -2.6293345e+00	  -4.5333158e+01	
  -1.1074705e+00	  -3.2496861e+00	  -4.5264827e+01	
  -4.4724027e-01	  -4.0220637e+00	  -4.5014727e+01	
   7.1036975e-01	  -4.9390210e+00	  -4.4525144e+01	
   2.2103712e+00	  -6.1353817e+00	  -4.3533700e+01	
   3.7645679e+00	  -7.4011538e+00	  -4.2414975e+01	
   4.8640936e+00	  -8.6507085e+00	  -4.1144329e+01	
   5.3262925e+00	  -9.2763636e+00	  -3.9888385e+01	
   5.1794775e+00	  -9.1661358e+00	  -3.8651812e+01	
   4.4539762e+00	  -8.6033570e+00	  -3.7641100e+01	
   3.3090886e+00	  -6.9794685e+00	  -3.6269827e+01	
   2.0673086e+00	  -5.5000025e+00	  -3.5187716e+01	
   8.4490911e-01	  -4.2127160e+00	  -3.4342117e+01	
   1.5897267e-01	  -3.4405626e+00	  -3.3423983e+01	
  -3.3918866e-04	  -3.4223668e+00	  -3.2533340e+01	
   2.6130472e-01	  -3.7059569e+00	  -3.1664655e+01	
   6.9035741e-01	  -4.0521289e+00	  -3.0888477e+01	
   8.6673461e-01	  -4.6309197e+00	  -3.0478404e+01	
   1.2339980e+00	  -5.1614105e+00	  -3.0085509e+01	
   1.5347000e+00	  -6.0022815e+00	  -2.9442240e+01	
   1.4714544e+00	  -6.6113483e+00	  -2.9213833e+01	
   1.3104490e+00	  -7.3070235e+00	  -2.8992854e+01	
   9.7594684e-01	  -7.9809739e+00	  -2.9085279e+01	
   6.2116736e-01	  -8.3351987e+00	  -2.9202811e+01	
  -2.6686793e-01	  -7.9881014e+00	  -2.9492978e+01	
  -1.2553890e+00	  -7.2047823e+00	  -2.9488896e+01	
  -2.3238435e+00	  -6.5729955e+00	  -2.9076696e+01	
