hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-4.432766	-2.722205	-24.138602	4.817827	20.931966	13.521647	-1.238395	-14.003492	-10.567510
	-4.544925	-3.178965	-23.739231	5.156486	21.339455	14.614237	-0.097965	-13.808494	-9.173872
	-4.677055	-3.437749	-23.381708	5.595614	21.453768	16.200411	1.136858	-13.373150	-7.479454
	-4.815196	-3.469541	-23.043473	5.914255	21.253543	17.793182	2.378641	-12.823021	-6.020706
	-5.043576	-3.194914	-22.776336	6.120105	20.348674	19.973314	3.433314	-12.013994	-5.323003
	-5.379403	-2.571036	-22.517685	6.123429	19.027675	22.338581	4.547048	-11.211308	-5.391867
	-5.888252	-2.111807	-22.410309	6.151778	17.672289	25.043700	5.526486	-10.599866	-6.062403
	-6.410048	-1.895709	-22.082208	6.384855	16.554522	27.816312	6.470671	-10.177655	-7.292952
	-7.145553	-1.823210	-21.923209	6.790522	15.787436	30.321597	7.144445	-9.884677	-8.747849
	-8.134145	-1.505820	-21.470996	7.349391	15.278369	32.633490	7.576457	-9.825343	-10.287373
	-9.114349	-1.214962	-20.854598	8.033849	14.893594	34.614445	7.684884	-9.826960	-11.822917
	-10.268430	-0.907471	-20.025149	8.578087	14.602490	36.193209	7.745923	-10.124419	-13.313540
	-11.087343	-0.588440	-19.107967	8.970500	14.399886	37.442084	7.594429	-10.193189	-14.733523
	-11.781372	-0.408256	-18.242468	9.095080	14.494932	38.343672	7.582984	-10.235048	-16.105644
	-12.199322	-0.429070	-17.377287	8.985010	14.905872	38.969245	7.626413	-10.080034	-17.365849
	-12.343936	-0.616604	-16.483246	8.684104	15.652851	39.362377	7.675625	-10.039035	-18.525392
	-12.224280	-0.921410	-15.676824	8.269943	16.627142	39.472513	7.715582	-10.019616	-19.497799
	-11.940599	-1.147615	-14.694995	7.828629	17.449098	39.253425	7.613996	-9.920449	-20.396278
	-11.572186	-1.241468	-13.638086	7.380963	18.007145	38.868643	7.428258	-9.816410	-21.181773
	-11.149715	-1.294231	-12.413921	6.944955	18.317908	38.347473	7.237691	-9.741495	-21.815670
	-10.691510	-1.080907	-11.126138	6.636369	18.326612	37.691770	7.051092	-9.783248	-22.364395
	-10.190749	-0.793185	-9.778790	6.380470	18.090241	36.708421	6.851705	-9.851581	-22.790998
	-9.759463	-0.335893	-8.354931	6.120764	17.668149	35.862742	6.543194	-9.921737	-22.903219
	-9.398293	0.181729	-6.883069	5.844759	17.119843	34.960182	6.102655	-9.946929	-22.889217
	-8.957450	0.600671	-5.429924	5.616286	16.468405	33.883890	5.587642	-9.955671	-22.667800
	-8.450961	1.044566	-3.955618	5.477965	15.882404	32.643912	5.214710	-10.309614	-22.241029
	-7.970733	1.333596	-2.581799	5.343410	15.535383	31.319554	4.815097	-10.707750	-21.580231
	-7.328863	1.475502	-1.182537	5.241088	15.303864	29.957665	4.253764	-11.207189	-20.709289
	-6.630877	1.487775	0.138886	5.092086	15.136320	28.458999	3.642441	-11.628714	-19.705262
