Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22	Hip_Z_23	Hip_X_23	Hip_Y_23	Knee_Z_23	Knee_X_23	Knee_Y_23	Ankle_Z_23	Ankle_X_23	Ankle_Y_23
24	-1.241136	-5.613555	-14.183735	20.198982	8.425575	33.093215	-18.420646	1.250798	-10.924683	-2.561815	-7.100751	-15.090761	21.836349	9.361157	34.248207	-19.389832	4.027415	-10.837797	-1.6773	-4.568892	-14.862702	19.614391	7.714109	34.075609	-18.365441	2.815724	-11.254783	-0.30287	-3.840698	-12.833002	18.858002	6.743827	33.563573	-16.711832	1.508775	-11.660973	-1.469165	-3.442443	-14.126564	19.638741	7.355006	33.81008	-15.011176	0.309034	-11.163731	-1.714336	-1.928329	-11.38689	19.798914	6.787475	33.314325	-16.67321	2.320845	-10.92417	-1.580615	-3.951723	-12.4129	19.695892	6.832572	32.766036	-18.18258	1.966907	-9.160087	-3.515364	-3.798082	-12.271801	22.987066	7.644934	31.6533	-19.989827	2.536909	-8.353774	-1.682883	-5.358422	-13.772964	22.677801	8.334101	32.457977	-20.369784	2.379596	-8.61273	-0.120258	-6.572047	-16.464167	20.026494	7.907357	34.470984	-19.729199	2.359774	-9.496183	0.264269	-5.783334	-15.817959	17.617173	6.549469	33.383079	-17.22844	1.853136	-11.424653	-1.327464	-4.006713	-12.310267	21.961172	8.345615	33.569669	-18.326319	0.845205	-10.521059	-3.570596	-3.639139	-15.237474	22.048038	9.320931	33.011862	-18.052105	-0.148818	-10.473483	-1.565447	-5.215523	-13.655222	20.341317	7.990561	32.295484	-17.868314	1.625662	-9.921114	-4.297992	-5.45005	-13.692514	21.95389	9.011181	32.415616	-19.16019	2.43878	-9.377004	-0.675229	-6.146572	-12.794207	20.383369	7.189845	32.26385	-18.601061	2.726035	-9.721787	-3.409675	-4.480092	-14.484306	22.518031	9.20915	33.504485	-20.658705	2.130523	-9.971451	-3.679594	-5.24379	-11.346541	24.420499	9.400329	32.853243	-19.720562	3.080456	-10.154367	-1.876373	-4.969542	-12.280088	21.201303	7.777515	34.584951	-17.892325	0.837781	-10.590409	-1.23052	-7.380688	-13.102394	19.44029	7.410691	33.603137	-18.368933	2.310449	-9.648385	-1.32083	-5.778774	-14.495556	20.129192	7.501622	33.657297	-18.460001	1.521996	-10.204514	-3.697623	-3.318191	-14.534287	18.792123	7.884634	35.445356	-15.347538	-0.262662	-11.977022	-3.437351	-5.220831	-12.397752	25.147685	9.785569	33.989949	-19.356485	1.509203	-11.214007
25	0.594062	-5.444547	-13.969993	18.774413	7.806098	33.04374	-17.410989	0.600071	-11.404907	-0.8044	-6.972997	-15.07084	20.406174	8.840331	34.350494	-18.571486	3.413628	-11.285998	0.065622	-4.436771	-14.866119	18.27	7.155949	34.169548	-17.548959	2.238068	-11.568615	1.477844	-3.814247	-12.686883	17.436485	6.200991	33.524786	-15.633372	0.85143	-11.932691	0.297224	-3.314316	-13.889157	18.182606	6.809227	33.981746	-13.774798	-0.33099	-11.830737	-0.099047	-1.848955	-11.098887	18.549959	6.241602	33.000639	-15.852119	1.774062	-11.252901	0.137294	-3.736886	-12.13261	18.238602	6.273873	32.688095	-17.238134	1.378785	-9.612791	-1.682913	-3.816399	-12.283887	21.455506	7.224266	31.690332	-19.446758	2.023189	-8.607705	-0.013084	-5.234519	-13.740774	21.238262	7.882114	32.54128	-19.572875	1.72816	-9.035869	1.592421	-6.421733	-16.23111	18.651894	7.325172	34.129274	-18.756975	1.616566	-9.883411	1.967421	-5.55042	-15.516798	16.276226	5.995287	33.112978	-16.045198	1.013312	-12.023423	0.379298	-4.044854	-12.058939	20.594321	7.852265	33.534456	-17.428582	0.204046	-10.891203	-1.874321	-3.539795	-14.937668	20.695673	8.723337	32.851766	-17.088877	-0.673216	-10.840206	0.173667	-4.947649	-13.344698	18.933388	7.414568	32.112145	-16.763338	0.951705	-10.3006	-2.525648	-5.239091	-13.524916	20.508789	8.310792	32.410718	-18.295315	1.88096	-9.619505	1.006115	-5.965894	-12.616513	19.041356	6.80192	32.175813	-17.883969	2.105022	-10.002044	-1.616647	-4.367139	-14.286387	21.077579	8.746553	33.510044	-20.051165	1.667611	-10.16998	-2.057321	-5.213835	-11.271835	23.22797	8.929051	32.97408	-19.203264	2.650047	-10.35351	-0.254619	-4.732397	-11.964769	19.956301	7.275269	34.351629	-16.923175	0.214129	-11.023254	0.458689	-7.141473	-12.724351	18.185315	6.908614	33.388272	-17.482951	1.764199	-10.105539	0.323986	-5.636015	-14.320585	18.742257	6.978698	33.486241	-17.45576	0.805088	-10.502524	-1.968177	-3.279284	-14.200418	17.558018	7.241526	35.35526	-14.222069	-0.896811	-12.52717	-1.764241	-5.058835	-11.996466	23.786541	9.249156	33.730347	-18.558696	0.911363	-11.502105
26	2.422315	-5.207546	-13.660623	17.363278	7.182296	33.015051	-16.128147	-0.129379	-12.079111	0.959977	-6.771789	-14.907147	19.031582	8.25938	34.286783	-17.562512	2.712886	-11.726643	1.812264	-4.259755	-14.690392	16.949116	6.581443	34.121066	-16.491568	1.57399	-11.954646	3.241597	-3.739848	-12.369176	16.005516	5.658422	33.440183	-14.304337	0.120532	-12.304938	2.050453	-3.131978	-13.542903	16.75436	6.23784	34.110505	-12.336979	-1.02196	-12.56751	1.523023	-1.715635	-10.735883	17.294216	5.715427	32.679191	-14.807368	1.139244	-11.651551	1.833131	-3.468221	-11.750526	16.804748	5.697649	32.575786	-16.089553	0.726047	-10.153132	0.148718	-3.78947	-12.234263	19.902157	6.797953	31.695653	-18.709285	1.424569	-8.935135	1.668946	-5.053802	-13.585275	19.814572	7.422791	32.520285	-18.576152	0.996282	-9.572405	3.295515	-6.184637	-15.8677	17.320799	6.753786	33.730277	-17.564338	0.806094	-10.390691	3.676115	-5.264739	-15.036994	14.953964	5.470741	32.83066	-14.634553	0.106606	-12.734145	2.067231	-4.01828	-11.707265	19.25892	7.349528	33.424716	-16.304872	-0.527736	-11.341071	-0.179719	-3.373101	-14.539894	19.354408	8.08686	32.679307	-15.904463	-1.244518	-11.316886	1.862037	-4.619291	-12.931016	17.590081	6.821746	31.899276	-15.465222	0.247725	-10.797523	-0.764472	-4.977158	-13.344248	19.096738	7.601057	32.412039	-17.227178	1.24886	-9.973355	2.643702	-5.73855	-12.408504	17.731207	6.408033	32.094666	-16.973791	1.403527	-10.366332	0.139815	-4.200774	-13.974452	19.661242	8.276478	33.442334	-19.24684	1.117578	-10.454199	-0.443111	-5.140346	-11.136568	22.015196	8.44947	33.029439	-18.48704	2.095136	-10.608186	1.367587	-4.418074	-11.510367	18.720472	6.75432	34.033996	-15.748782	-0.459483	-11.543905	2.12033	-6.815594	-12.268889	16.952865	6.38794	33.125099	-16.401477	1.143743	-10.653037	1.954731	-5.417434	-14.023067	17.38211	6.444812	33.264574	-16.238742	0.051291	-10.927394	-0.240674	-3.199093	-13.784503	16.33727	6.611477	35.242947	-12.930902	-1.578802	-13.167709	-0.121941	-4.842961	-11.564503	22.420132	8.708829	33.463205	-17.560933	0.228152	-11.839125
27	4.232759	-4.918416	-13.244492	15.987893	6.55116	32.995497	-14.630013	-0.904204	-12.895198	2.719351	-6.486918	-14.545418	17.729396	7.633025	34.061801	-16.307155	1.923163	-12.204693	3.547555	-4.033804	-14.313353	15.666377	5.997358	33.940868	-15.202688	0.846898	-12.422454	4.970461	-3.626271	-11.905121	14.585561	5.121313	33.333424	-12.771415	-0.653335	-12.763887	3.77101	-2.903407	-13.071781	15.372723	5.652329	34.176453	-10.702566	-1.75347	-13.344335	3.142469	-1.54092	-10.302096	16.050421	5.204975	32.371229	-13.587035	0.445972	-12.109115	3.494039	-3.155188	-11.259175	15.413317	5.114745	32.445996	-14.743594	0.03403	-10.784683	1.961534	-3.689918	-12.080142	18.369234	6.35525	31.667484	-17.749002	0.749948	-9.367028	3.33634	-4.802245	-13.267243	18.436225	6.957118	32.385036	-17.381017	0.202006	-10.226151	4.97205	-5.854113	-15.350709	16.059598	6.196538	33.295197	-16.152141	-0.045298	-11.021497	5.374453	-4.933852	-14.402945	13.664983	4.961636	32.557663	-13.046405	-0.823429	-13.523641	3.730894	-3.92961	-11.248405	17.968926	6.837739	33.259151	-15.00377	-1.310325	-11.859169	1.502343	-3.157924	-14.034634	18.039088	7.42515	32.495685	-14.54507	-1.835085	-11.88258	3.497399	-4.246029	-12.405116	16.314396	6.225483	31.67066	-13.98421	-0.474755	-11.407741	0.976394	-4.671922	-13.094408	17.74274	6.890047	32.39358	-15.961662	0.55629	-10.446087	4.224004	-5.458527	-12.130531	16.485118	6.004058	32.02483	-15.834887	0.634794	-10.839061	1.836687	-3.971483	-13.517562	18.312311	7.790432	33.28358	-18.252607	0.498546	-10.823218	1.148278	-5.017984	-10.920374	20.804624	7.96593	33.02096	-17.576843	1.434846	-10.91441	2.978527	-4.027899	-10.911832	17.503261	6.21572	33.651509	-14.363121	-1.166562	-12.158035	3.731068	-6.40305	-11.722151	15.753145	5.858246	32.840612	-15.086927	0.451349	-11.315753	3.565039	-5.124446	-13.596281	16.065775	5.899971	33.012484	-14.804834	-0.719157	-11.479716	1.474198	-3.086939	-13.256572	15.134468	6.016066	35.106658	-11.450777	-2.302836	-13.884998	1.482594	-4.575135	-11.075399	21.068477	8.16178	33.196241	-16.358599	-0.52279	-12.235038
28	6.012687	-4.572397	-12.681521	14.677783	5.91108	32.977071	-12.893198	-1.708082	-13.838237	4.463505	-6.138854	-14.009004	16.492229	6.98899	33.736513	-14.838275	1.07988	-12.745432	5.254973	-3.753189	-13.717011	14.436153	5.410652	33.642741	-13.671229	0.077188	-12.982797	6.632007	-3.471687	-11.27081	13.204059	4.59868	33.216948	-11.012406	-1.457484	-13.315918	5.444683	-2.644515	-12.484798	14.045937	5.071913	34.180479	-8.907204	-2.50786	-14.131083	4.746777	-1.3225	-9.764317	14.841145	4.717323	32.090167	-12.171109	-0.298847	-12.639549	5.109076	-2.809561	-10.654868	14.079906	4.541358	32.32672	-13.189873	-0.680633	-11.515858	3.749176	-3.515576	-11.816563	16.882084	5.892168	31.623976	-16.59626	0.032654	-9.908544	4.970215	-4.479863	-12.790025	17.113973	6.490918	32.165646	-16.009996	-0.628363	-10.984747	6.608523	-5.44263	-14.691208	14.878603	5.6571	32.855608	-14.55185	-0.910468	-11.748624	7.036852	-4.555791	-13.597472	12.435164	4.470588	32.319686	-11.257623	-1.750647	-14.391203	5.36194	-3.76939	-10.668928	16.731494	6.322511	33.066675	-13.491703	-2.127528	-12.459582	3.15853	-2.902317	-13.392735	16.766896	6.750065	32.302617	-12.99003	-2.431845	-12.533823	5.07549	-3.844934	-11.768683	15.108585	5.645624	31.457721	-12.31726	-1.209504	-12.125574	2.692956	-4.336362	-12.744711	16.452222	6.191024	32.347066	-14.524772	-0.174652	-11.026053	5.752339	-5.13519	-11.75736	15.313519	5.592334	31.963046	-14.496891	-0.16856	-11.41134	3.469872	-3.685434	-12.925821	17.046708	7.288159	33.046935	-17.093595	-0.16186	-11.263919	2.703906	-4.837606	-10.596753	19.614252	7.480082	32.946177	-16.461464	0.683527	-11.277259	4.569975	-3.580972	-10.198829	16.305783	5.66826	33.24176	-12.797401	-1.893227	-12.852177	5.284076	-5.931833	-11.090431	14.590043	5.333266	32.561502	-13.574233	-0.287949	-12.080838	5.148616	-4.772769	-13.055501	14.801305	5.350054	32.754878	-13.182572	-1.486713	-12.133511	3.168586	-2.964183	-12.625239	13.952932	5.468225	34.950664	-9.815076	-3.049895	-14.637169	3.054294	-4.268333	-10.525825	19.73787	7.608379	32.948443	-14.972315	-1.313074	-12.69018
29	7.756721	-4.180894	-11.975573	13.445462	5.270115	32.954004	-10.956664	-2.518085	-14.855611	6.176759	-5.729362	-13.277955	15.336123	6.345149	33.337844	-13.130071	0.204164	-13.37564	6.921642	-3.428518	-12.943369	13.262661	4.832015	33.272432	-11.934904	-0.70765	-13.618602	8.210916	-3.28849	-10.491478	11.883037	4.099433	33.109416	-9.066978	-2.271957	-13.939608	7.042481	-2.367493	-11.765114	12.798266	4.52477	34.117464	-6.944233	-3.273918	-14.907313	6.325272	-1.073995	-9.120472	13.6806	4.26223	31.846869	-10.58887	-1.072876	-13.243279	6.678936	-2.452734	-9.969206	12.806172	3.992738	32.251463	-11.461004	-1.401901	-12.328657	5.508646	-3.261963	-11.42966	15.45896	5.40688	31.587321	-15.241904	-0.706571	-10.582054	6.546242	-4.075211	-12.135514	15.868186	6.03488	31.896584	-14.431948	-1.476535	-11.860496	8.180458	-4.948316	-13.870897	13.808945	5.150258	32.446068	-12.745593	-1.769931	-12.565392	8.644116	-4.1485	-12.658135	11.27694	4.005755	32.139158	-9.294798	-2.655804	-15.318662	6.960121	-3.554504	-9.992924	15.538015	5.817409	32.886122	-11.789687	-2.9555	-13.128347	4.781391	-2.628673	-12.631208	15.542407	6.084089	32.110371	-11.268202	-3.02309	-13.235505	6.604099	-3.442753	-11.055074	13.961794	5.102082	31.296562	-10.500494	-1.948928	-12.916074	4.37198	-3.978897	-12.252063	15.242638	5.529697	32.271643	-12.890337	-0.929989	-11.726794	7.226085	-4.771922	-11.259314	14.233685	5.179728	31.913159	-12.959813	-0.989376	-12.086128	5.026178	-3.343167	-12.186329	15.89194	6.772141	32.737503	-15.745395	-0.84884	-11.781387	4.225235	-4.603156	-10.163479	18.451921	6.99175	32.818016	-15.166118	-0.1238	-11.695082	6.129666	-3.088577	-9.383658	15.133378	5.125086	32.845104	-11.040577	-2.631626	-13.627769	6.76512	-5.420296	-10.367181	13.477643	4.827483	32.307557	-11.870626	-1.055604	-12.941289	6.686162	-4.367976	-12.386289	13.613134	4.807597	32.512425	-11.351616	-2.23246	-12.881367	4.828509	-2.84632	-11.885926	12.807281	4.986149	34.774786	-8.032356	-3.808981	-15.397939	4.594418	-3.931479	-9.903552	18.434498	7.053691	32.748757	-13.373383	-2.12211	-13.214766
30	9.451127	-3.753081	-11.123527	12.311891	4.647328	32.924895	-8.835518	-3.321621	-15.912566	7.847889	-5.278758	-12.392266	14.260188	5.720763	32.91262	-11.225603	-0.673982	-14.082253	8.520128	-3.064803	-11.993303	12.1718	4.28073	32.860807	-9.979695	-1.486149	-14.32353	9.688187	-3.087363	-9.582401	10.6542	3.639176	33.033343	-6.95409	-3.08435	-14.622788	8.56491	-2.089806	-10.941928	11.627827	4.027332	34.00978	-4.863302	-4.042843	-15.664182	7.866486	-0.814098	-8.380572	12.584031	3.860241	31.674223	-8.851044	-1.859161	-13.928662	8.191784	-2.109097	-9.222404	11.613443	3.493209	32.265212	-9.545166	-2.117869	-13.213039	7.241124	-2.938183	-10.921153	14.109902	4.90616	31.588585	-13.681573	-1.450624	-11.400797	8.063767	-3.613333	-11.3591	14.693436	5.598015	31.635695	-12.687389	-2.319325	-12.817201	9.68492	-4.403118	-12.933212	12.843863	4.68577	32.086131	-10.784874	-2.610875	-13.439261	10.174302	-3.729938	-11.612347	10.211523	3.58593	32.045666	-7.166376	-3.530006	-16.299242	8.516298	-3.300358	-9.230886	14.393007	5.342296	32.743539	-9.904208	-3.777126	-13.851508	6.361109	-2.356171	-11.761448	14.375835	5.454536	31.934209	-9.388856	-3.603396	-13.963472	8.076722	-3.069068	-10.278623	12.886981	4.629061	31.240245	-8.529673	-2.688592	-13.766361	6.010727	-3.618503	-11.639417	14.102588	4.922092	32.188125	-11.101564	-1.688676	-12.514259	8.642987	-4.380508	-10.626239	13.256662	4.782467	31.889919	-11.235337	-1.815294	-12.856524	6.52167	-2.970489	-11.339293	14.834669	6.255692	32.386081	-14.248594	-1.541115	-12.352923	5.710829	-4.306852	-9.593129	17.329724	6.499596	32.640806	-13.660646	-0.961529	-12.184575	7.657276	-2.57997	-8.520268	13.98373	4.600376	32.499347	-9.148865	-3.371172	-14.453853	8.162814	-4.893119	-9.559829	12.433011	4.356617	32.097203	-9.997851	-1.828073	-13.870076	8.174289	-3.936347	-11.619318	12.501261	4.288484	32.293758	-9.366024	-2.950366	-13.681951	6.437026	-2.745489	-11.043361	11.720361	4.585144	34.583452	-6.119759	-4.571552	-16.148246	6.115436	-3.585922	-9.225673	17.155736	6.508676	32.606352	-11.608152	-2.923676	-13.790565
31	11.07758	-3.303051	-10.139171	11.295828	4.07256	32.893496	-6.554122	-4.118324	-16.979243	9.454723	-4.805115	-11.378624	13.280605	5.143173	32.503484	-9.141497	-1.532357	-14.849019	10.047444	-2.683325	-10.927631	11.165758	3.76988	32.452034	-7.871611	-2.245113	-15.066213	11.053996	-2.881166	-8.572395	9.549157	3.235741	33.013921	-4.701303	-3.888782	-15.351358	9.99307	-1.824951	-10.01102	10.562689	3.610719	33.869902	-2.671731	-4.816189	-16.391763	9.360723	-0.568919	-7.57381	11.565183	3.53268	31.607806	-6.979551	-2.644444	-14.691255	9.652719	-1.798327	-8.451676	10.501687	3.051914	32.367463	-7.501199	-2.822884	-14.124594	8.94875	-2.572448	-10.324343	12.832648	4.407055	31.652607	-11.945444	-2.189924	-12.342984	9.502179	-3.107402	-10.479427	13.616307	5.198231	31.435576	-10.76096	-3.135711	-13.836163	11.092567	-3.826419	-11.888395	12.01427	4.295526	31.809339	-8.660304	-3.42046	-14.364699	11.609082	-3.318419	-10.493958	9.260517	3.231878	32.060949	-4.896106	-4.376385	-17.321771	10.01433	-3.027386	-8.397817	13.308616	4.920567	32.655419	-7.854622	-4.580651	-14.613263	7.891534	-2.104559	-10.810451	13.276333	4.891313	31.798166	-7.369876	-4.176324	-14.70307	9.504279	-2.739385	-9.4678	11.880947	4.23592	31.295574	-6.450659	-3.428103	-14.652179	7.591644	-3.274559	-10.902822	13.047962	4.403797	32.124766	-9.149358	-2.436444	-13.380625	10.006459	-3.98306	-9.881098	12.376314	4.420602	31.909318	-9.363067	-2.637635	-13.697781	7.947173	-2.585125	-10.38656	13.898777	5.759534	32.007807	-12.589821	-2.221205	-12.972109	7.172672	-3.966861	-8.916285	16.244805	6.007357	32.445205	-11.988815	-1.793961	-12.736655	9.138558	-2.079532	-7.644288	12.868876	4.1174	32.252746	-7.126895	-4.106918	-15.313801	9.480056	-4.377988	-8.696307	11.465476	3.932377	31.938076	-8.00377	-2.585788	-14.822768	9.593368	-3.494377	-10.752049	11.495338	3.821985	32.111326	-7.225036	-3.634205	-14.518368	7.985775	-2.668143	-10.12398	10.710921	4.266866	34.388272	-4.114092	-5.33129	-16.879373	7.618425	-3.250851	-8.495689	15.912326	5.994227	32.546428	-9.663345	-3.695208	-14.41507
32	12.622049	-2.850211	-9.059381	10.404207	3.576044	32.865241	-4.154835	-4.918132	-18.028106	10.978881	-4.331924	-10.279068	12.407978	4.640058	32.14674	-6.911155	-2.363274	-15.651099	11.471904	-2.301761	-9.764044	10.287842	3.333526	32.091166	-5.620314	-2.976159	-15.833861	12.316172	-2.684213	-7.505919	8.583334	2.901383	33.070619	-2.350754	-4.687461	-16.106412	11.337169	-1.583133	-9.005361	9.606415	3.283194	33.72463	-0.410109	-5.598628	-17.087573	10.801102	-0.361914	-6.738479	10.634166	3.290179	31.658866	-5.01275	-3.423993	-15.503847	11.039873	-1.546407	-7.670746	9.512794	2.704975	32.572851	-5.343425	-3.516017	-15.029776	10.614064	-2.194205	-9.660386	11.655242	3.94008	31.812914	-10.021948	-2.917282	-13.396377	10.859981	-2.589068	-9.548226	12.643316	4.84659	31.325204	-8.691239	-3.916926	-14.874352	12.40041	-3.251318	-10.7844	11.31503	3.995508	31.625309	-6.409042	-4.201257	-15.319881	12.940063	-2.929369	-9.338315	8.438468	2.956476	32.17654	-2.532171	-5.206566	-18.358841	11.439222	-2.759338	-7.519328	12.296384	4.5706	32.627583	-5.677948	-5.361491	-15.398557	9.372643	-1.889989	-9.82002	12.247175	4.416734	31.727922	-5.244437	-4.753297	-15.446934	10.875154	-2.477468	-8.62805	10.979461	3.960259	31.494632	-4.266433	-4.174486	-15.568204	9.113374	-2.963221	-10.077047	12.075594	3.986853	32.10661	-7.071951	-3.169732	-14.296045	11.298807	-3.606184	-9.019303	11.621481	4.133887	31.997226	-7.340167	-3.449545	-14.602385	9.3073	-2.211649	-9.367751	13.07583	5.30666	31.635493	-10.799759	-2.876371	-13.616874	8.609634	-3.593022	-8.133967	15.211151	5.529087	32.26408	-10.136072	-2.592534	-13.36527	10.567576	-1.610269	-6.790041	11.800611	3.690884	32.113791	-5.013764	-4.838383	-16.175883	10.696146	-3.910953	-7.797779	10.615514	3.588974	31.853222	-5.904581	-3.311304	-15.756374	10.941326	-3.062951	-9.812986	10.59847	3.427571	31.969249	-4.971701	-4.292882	-15.367819	9.447777	-2.628432	-9.143184	9.832473	4.059888	34.202987	-2.03356	-6.082514	-17.577215	9.104082	-2.944497	-7.73797	14.70988	5.527459	32.572511	-7.575015	-4.429534	-15.071447
33	14.050046	-2.418572	-7.910216	9.673423	3.209108	32.848118	-1.659215	-5.737174	-19.028064	12.398792	-3.885102	-9.129745	11.659632	4.244452	31.868987	-4.566977	-3.172968	-16.468683	12.794433	-1.940065	-8.556463	9.543496	2.984414	31.805604	-3.283795	-3.689707	-16.607304	13.46498	-2.514318	-6.420367	7.80069	2.664889	33.232778	0.070742	-5.49021	-16.869758	12.596033	-1.378022	-7.951251	8.781659	3.061678	33.598201	1.892793	-6.397227	-17.739117	12.163608	-0.221075	-5.905331	9.828753	3.159155	31.844928	-2.971842	-4.201664	-16.332875	12.351012	-1.353214	-6.888378	8.652247	2.458757	32.852351	-3.126039	-4.207277	-15.904322	12.222376	-1.83996	-8.969052	10.581372	3.531632	32.04652	-7.973864	-3.631183	-14.493029	12.122723	-2.089387	-8.603875	11.801077	4.563484	31.328662	-6.497647	-4.658627	-15.892638	13.593565	-2.712017	-9.661284	10.762099	3.815784	31.545551	-4.054621	-4.959485	-16.281244	14.135394	-2.581917	-8.166063	7.796685	2.789725	32.375166	-0.111445	-6.027495	-19.364909	12.760992	-2.523022	-6.614476	11.390917	4.326048	32.669264	-3.388207	-6.11454	-16.193005	10.789245	-1.735228	-8.824659	11.312336	4.069828	31.763645	-3.024254	-5.35283	-16.187723	12.191089	-2.277807	-7.771861	10.19035	3.796129	31.806411	-2.020072	-4.938168	-16.493856	10.565187	-2.703352	-9.184488	11.199596	3.694622	32.160763	-4.888958	-3.89414	-15.241045	12.523911	-3.267331	-8.078941	10.982094	3.93755	32.145421	-5.216656	-4.252606	-15.539403	10.593965	-1.877537	-8.324305	12.37304	4.930938	31.317308	-8.887806	-3.498404	-14.274319	10.022089	-3.212255	-7.283945	14.230875	5.082855	32.122252	-8.151805	-3.350873	-14.056247	11.929511	-1.195375	-5.984738	10.805063	3.341028	32.088368	-2.833338	-5.566627	-17.005125	11.829053	-3.509227	-6.904462	9.882674	3.334546	31.841813	-3.751351	-4.005938	-16.640203	12.206627	-2.664288	-8.82292	9.830451	3.135207	31.878756	-2.632523	-4.935905	-16.213851	10.82745	-2.626333	-8.144299	9.095552	3.95265	34.035825	0.073639	-6.824707	-18.234732	10.562658	-2.686978	-6.974021	13.56645	5.131511	32.695261	-5.359198	-5.124656	-15.746626
