Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-19.293998	4.776304	-3.590854	15.447958	4.567029	26.071422	-11.221036	-6.131518	-12.831985
1	-18.431615	4.56908	-3.441802	16.04782	4.568191	25.541012	-10.770284	-5.203154	-12.266242
2	-17.687213	4.289708	-3.380143	16.782171	4.607487	25.062627	-10.115564	-3.977239	-11.597908
3	-17.113754	3.926369	-3.444085	17.665825	4.667745	24.620977	-9.28555	-2.444064	-10.80709
4	-16.742293	3.482268	-3.657916	18.725437	4.733342	24.19187	-8.395001	-0.688725	-9.88552
5	-16.575578	2.973128	-4.025437	19.98892	4.802173	23.760695	-7.597445	1.14123	-8.839858
6	-16.683509	2.396733	-4.59663	21.57586	4.896168	23.327672	-7.140702	2.848511	-7.639069
7	-17.022875	1.773467	-5.329433	23.47279	5.04293	22.905231	-7.11968	4.282571	-6.329849
8	-17.598312	1.102425	-6.198857	25.706572	5.282331	22.506608	-7.647749	5.289022	-4.961538
9	-18.354518	0.380309	-7.112889	28.199272	5.627288	22.115393	-8.681885	5.826778	-3.628255
10	-19.194954	-0.400466	-7.948278	30.805941	6.047495	21.671683	-10.066109	5.983524	-2.408104
11	-19.999846	-1.274807	-8.517323	33.363024	6.496586	21.046255	-11.708659	5.80019	-1.393452
12	-20.64995	-2.228673	-8.760477	35.729808	6.908151	20.19798	-13.433849	5.458609	-0.565033
13	-21.010829	-3.239181	-8.595439	37.761164	7.219514	19.089727	-15.14881	5.05285	0.073198
14	-21.005045	-4.242542	-8.046909	39.375226	7.387493	17.77533	-16.783146	4.669618	0.553678
15	-20.651138	-5.171029	-7.228972	40.583091	7.413188	16.368744	-18.306493	4.356712	0.91424
16	-19.909151	-5.930924	-6.220554	41.30269	7.283652	14.995159	-19.663667	4.16454	1.138484
17	-18.910575	-6.515864	-5.170546	41.659156	7.056465	13.748723	-20.875195	4.078495	1.263547
18	-17.704602	-6.902206	-4.173156	41.673949	6.752404	12.703145	-21.933159	4.095823	1.312286
19	-16.366608	-7.110646	-3.304054	41.417246	6.402834	11.881978	-22.851176	4.189476	1.323884
20	-14.962279	-7.188756	-2.594721	40.969715	6.03996	11.263372	-23.649868	4.325107	1.32251
21	-13.521864	-7.149308	-2.115542	40.337636	5.69206	10.879698	-24.302957	4.476547	1.313712
22	-12.071702	-7.043565	-1.84132	39.577204	5.378831	10.680131	-24.836019	4.60883	1.294544
23	-10.615908	-6.888078	-1.798544	38.682752	5.12423	10.685143	-25.232158	4.686648	1.247796
24	-9.152409	-6.701713	-1.97763	37.657302	4.940967	10.895075	-25.478429	4.684436	1.155043
25	-7.677585	-6.500265	-2.336933	36.515815	4.823432	11.283776	-25.570173	4.598216	1.007961
26	-6.181066	-6.292619	-2.87702	35.233458	4.776483	11.876948	-25.441106	4.406503	0.779053
27	-4.659202	-6.086487	-3.522858	33.834545	4.772895	12.623562	-25.104501	4.133923	0.466613
28	-3.101936	-5.885578	-4.2344	32.306666	4.798562	13.523246	-24.516719	3.783146	0.040911
29	-1.503887	-5.692017	-4.955504	30.657744	4.833571	14.551755	-23.669702	3.365699	-0.512273
30	0.132909	-5.506229	-5.636519	28.915498	4.861237	15.667071	-22.593094	2.895082	-1.181155
31	1.812994	-5.331024	-6.210368	27.095378	4.861983	16.836005	-21.254641	2.367064	-1.970495
32	3.520354	-5.165843	-6.656661	25.250269	4.831935	18.000293	-19.72507	1.799719	-2.830365
33	5.246759	-5.012719	-6.929665	23.421109	4.769464	19.114883	-18.010114	1.198744	-3.741365
34	6.976433	-4.869715	-7.004603	21.655529	4.683192	20.141529	-16.136477	0.577816	-4.682384
35	8.689991	-4.729765	-6.884653	19.992623	4.58515	21.057483	-14.143145	-0.046695	-5.635407
36	10.353491	-4.579498	-6.514362	18.519223	4.485684	21.79523	-12.03799	-0.65835	-6.579181
37	11.947113	-4.408041	-5.940199	17.255485	4.398371	22.355823	-9.874884	-1.249459	-7.493254
38	13.42699	-4.202092	-5.153078	16.284402	4.345357	22.697358	-7.688268	-1.813741	-8.353998
39	14.751153	-3.954914	-4.177198	15.67071	4.354856	22.804452	-5.523519	-2.354027	-9.143024
40	15.895864	-3.672298	-3.061585	15.434864	4.450308	22.693265	-3.416136	-2.880289	-9.853686
41	16.768386	-3.366676	-1.830411	15.722897	4.692913	22.320178	-1.414872	-3.402858	-10.455185
42	17.37744	-3.075939	-0.563908	16.473833	5.086689	21.748014	0.486271	-3.932627	-10.959529
43	17.664053	-2.852557	0.667094	17.750209	5.66818	20.979917	2.28343	-4.47797	-11.348422
44	17.62346	-2.74784	1.784807	19.53835	6.438553	20.048394	4.004155	-5.043243	-11.611083
45	17.309961	-2.779052	2.741882	21.754933	7.36119	19.002686	5.697626	-5.627671	-11.751924
46	16.713991	-2.97973	3.450668	24.432566	8.426155	17.861952	7.431526	-6.234867	-11.750507
47	15.931804	-3.295555	3.937736	27.427967	9.562919	16.675775	9.263177	-6.860442	-11.656189
48	14.982729	-3.692793	4.184337	30.712648	10.728311	15.46358	11.259761	-7.510037	-11.497282
49	13.899955	-4.111065	4.21467	34.223015	11.868269	14.24073	13.453682	-8.193292	-11.319139
50	12.720634	-4.491416	4.08373	37.884503	12.938614	13.014982	15.817857	-8.920407	-11.16122
51	11.447537	-4.757927	3.808995	41.67166	13.866582	11.790434	18.308557	-9.721092	-11.064169
52	10.113183	-4.886707	3.462364	45.522244	14.635538	10.570509	20.774694	-10.590203	-11.031602
