Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-25.15534	3.853503	-13.373609	7.428396	1.628566	28.660446	-8.972551	-1.708417	-16.475146
1	-25.519675	3.583344	-13.201219	9.634307	2.345631	28.079624	-7.518966	-1.074567	-16.311811
2	-26.016839	3.252004	-13.013008	12.242591	3.146533	27.30599	-6.061014	-0.282948	-16.031265
3	-26.660333	2.856844	-12.900535	15.245281	4.022773	26.388465	-4.854378	0.624611	-15.589516
4	-27.419447	2.413115	-12.907983	18.542677	4.937511	25.431504	-4.097693	1.563566	-15.022866
5	-28.276921	1.929634	-13.032303	22.104954	5.855839	24.492063	-3.974539	2.477509	-14.361294
6	-29.191096	1.416918	-13.189783	25.865019	6.719486	23.564444	-4.533667	3.335824	-13.630574
7	-30.109422	0.871353	-13.269725	29.732009	7.470002	22.590136	-5.711838	4.131798	-12.836241
8	-30.953567	0.273069	-13.143806	33.558017	8.038938	21.483634	-7.397325	4.861596	-11.968876
9	-31.66017	-0.381159	-12.775014	37.194836	8.408785	20.224769	-9.382841	5.538016	-11.027784
10	-32.127974	-1.083222	-12.13559	40.435337	8.524089	18.823128	-11.529785	6.166526	-9.988117
11	-32.352716	-1.789802	-11.329759	43.238952	8.424181	17.378594	-13.692997	6.764651	-8.865003
12	-32.278819	-2.449533	-10.435086	45.470965	8.106009	16.010082	-15.77419	7.326902	-7.688062
13	-31.963504	-3.030499	-9.56118	47.206298	7.663935	14.819488	-17.722919	7.843568	-6.551677
14	-31.41568	-3.500463	-8.785413	48.423342	7.166305	13.909743	-19.489123	8.292832	-5.564016
15	-30.692706	-3.857587	-8.13596	49.20642	6.689433	13.300517	-21.065399	8.672418	-4.798955
16	-29.826411	-4.106684	-7.60393	49.599982	6.274716	12.982297	-22.440592	8.984449	-4.3021
17	-28.840314	-4.267985	-7.15148	49.650021	5.942899	12.901736	-23.613933	9.233776	-4.085604
18	-27.752369	-4.372661	-6.73851	49.411425	5.693611	12.97735	-24.604361	9.423634	-4.114787
19	-26.554502	-4.445088	-6.342296	48.878988	5.53492	13.146405	-25.393529	9.539168	-4.376833
20	-25.260219	-4.507658	-5.950539	48.107218	5.448766	13.345617	-26.003881	9.582096	-4.801312
21	-23.846556	-4.571933	-5.557685	47.064643	5.435365	13.537028	-26.378758	9.525908	-5.371337
22	-22.332501	-4.642509	-5.161639	45.813983	5.466898	13.703349	-26.532334	9.375794	-6.024761
23	-20.704614	-4.715966	-4.763582	44.344122	5.531395	13.843509	-26.401842	9.103551	-6.739512
24	-18.98069	-4.778622	-4.368504	42.702907	5.605032	13.981133	-25.99518	8.715993	-7.479489
25	-17.16315	-4.812485	-3.986295	40.906053	5.670344	14.150854	-25.285739	8.215035	-8.222304
26	-15.264222	-4.802054	-3.636061	38.982726	5.714585	14.399488	-24.285799	7.623949	-8.949213
27	-13.298967	-4.743053	-3.337991	36.956153	5.736007	14.765641	-23.011906	6.964565	-9.656515
28	-11.28252	-4.640704	-3.105576	34.842154	5.736896	15.281702	-21.448439	6.25081	-10.354998
29	-9.23595	-4.514805	-2.922461	32.668322	5.721981	15.926401	-19.61966	5.499947	-11.063334
30	-7.190918	-4.385754	-2.777502	30.460404	5.692668	16.67602	-17.486961	4.718803	-11.796493
31	-5.185934	-4.271111	-2.651597	28.257468	5.657052	17.464678	-15.11339	3.916577	-12.549771
32	-3.256459	-4.184073	-2.521841	26.091585	5.61937	18.2419	-12.488553	3.086305	-13.317838
33	-1.396199	-4.121329	-2.353363	23.974065	5.578468	18.961836	-9.681985	2.221556	-14.084986
34	0.40081	-4.074992	-2.094392	21.920894	5.522498	19.576002	-6.71461	1.306225	-14.832206
35	2.159972	-4.02442	-1.695686	19.941253	5.431862	20.059089	-3.648463	0.333861	-15.535676
36	3.887698	-3.95211	-1.114089	18.055906	5.287263	20.393486	-0.541274	-0.704533	-16.161506
37	5.554628	-3.848276	-0.32749	16.304066	5.07807	20.573833	2.530924	-1.816057	-16.659404
38	7.11338	-3.7187	0.639803	14.722343	4.813712	20.622186	5.504385	-2.993813	-16.99447
39	8.486956	-3.57797	1.76419	13.395697	4.512839	20.556137	8.294596	-4.232751	-17.108929
40	9.669986	-3.447721	2.970583	12.34778	4.213092	20.420738	10.875825	-5.511193	-17.016647
41	10.626137	-3.361782	4.162942	11.713035	3.975091	20.24802	13.153732	-6.819845	-16.679757
42	11.41351	-3.339145	5.226547	11.480127	3.84516	20.091994	15.153324	-8.137569	-16.16462
43	12.009342	-3.415385	6.03019	11.762126	3.896195	20.011082	16.825119	-9.44704	-15.492931
44	12.418253	-3.596852	6.537299	12.53596	4.155367	20.037593	18.216397	-10.733457	-14.752379
45	12.612536	-3.890387	6.734871	13.83912	4.667531	20.176909	19.334145	-11.982895	-14.02844
46	12.589359	-4.272411	6.702729	15.649793	5.444675	20.369289	20.203487	-13.181076	-13.421422
47	12.357879	-4.70486	6.545375	17.934764	6.477672	20.524572	20.83417	-14.311861	-13.005971
48	11.921202	-5.138073	6.371988	20.682631	7.751815	20.521041	21.21375	-15.345832	-12.856206
49	11.317594	-5.528685	6.259767	23.803145	9.197069	20.288354	21.376201	-16.269466	-12.965748
50	10.54539	-5.821251	6.283954	27.289769	10.764122	19.71448	21.30942	-17.03544	-13.353657
51	9.656122	-5.999489	6.453358	31.028594	12.365031	18.821599	21.076212	-17.646904	-13.9204
52	8.666349	-6.018097	6.800073	34.992697	13.92103	17.557379	20.685443	-18.062074	-14.590063
53	7.62038	-5.886997	7.279994	39.084197	15.36627	16.011152	20.184988	-18.308344	-15.226921
54	6.527639	-5.590732	7.856026	43.252613	16.628439	14.225224	19.574682	-18.378341	-15.698919
55	5.385759	-5.156618	8.444477	47.435668	17.678983	12.312704	18.869161	-18.296106	-15.926285
56	4.175497	-4.614799	8.967701	51.587238	18.502452	10.366461	18.079681	-18.065961	-15.896438
57	2.870338	-4.018242	9.343118	55.659472	19.108358	8.484259	17.223837	-17.683789	-15.656056
58	1.457783	-3.42548	9.524357	59.623947	19.543209	6.730399	16.317356	-17.153292	-15.279116
59	-0.086386	-2.89784	9.453242	63.438838	19.846499	5.1733	15.353785	-16.453507	-14.825558
60	-1.747783	-2.454063	9.166724	67.107668	20.081496	3.80395	14.329582	-15.608085	-14.356615
61	-3.548472	-2.104492	8.665533	70.581293	20.272451	2.660344	13.21375	-14.593857	-13.919817
62	-5.455621	-1.797247	8.034546	73.869103	20.441096	1.707334	12.011029	-13.447743	-13.545445
63	-7.468383	-1.485213	7.285982	76.903694	20.588563	0.998778	10.706707	-12.155984	-13.275494
64	-9.550278	-1.117181	6.456455	79.669691	20.714837	0.533419	9.318163	-10.741066	-13.11264
65	-11.677851	-0.651729	5.570831	82.114048	20.81153	0.33449	7.846887	-9.213109	-13.041816
66	-13.824416	-0.075933	4.657221	84.209823	20.874027	0.393864	6.303714	-7.601023	-13.014533
67	-15.974666	0.592254	3.730084	85.940413	20.904641	0.694285	4.707258	-5.924983	-12.995631
68	-18.121151	1.312202	2.804907	87.262188	20.909707	1.217969	3.084811	-4.206452	-12.963853
69	-20.264222	2.027472	1.893871	88.206055	20.9009	1.902947	1.472317	-2.494293	-12.914681
