hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-5.444547	-13.969993	0.594062	7.806098	33.043740	18.774413	0.600071	-11.404907	-17.410989	-6.972997	-15.070840	-0.804400	8.840331	34.350494	20.406174	3.413628	-11.285998	-18.571486	-4.436771	-14.866119	0.065622	7.155949	34.169548	18.270000	2.238068	-11.568615	-17.548959	-3.814247	-12.686883	1.477844	6.200991	33.524786	17.436485	0.851430	-11.932691	-15.633372	-3.314316	-13.889157	0.297224	6.809227	33.981746	18.182606	-0.330990	-11.830737	-13.774798	-1.848955	-11.098887	-0.099047	6.241602	33.000639	18.549959	1.774062	-11.252901	-15.852119	-3.736886	-12.132610	0.137294	6.273873	32.688095	18.238602	1.378785	-9.612791	-17.238134	-3.816399	-12.283887	-1.682913	7.224266	31.690332	21.455506	2.023189	-8.607705	-19.446758	-5.234519	-13.740774	-0.013084	7.882114	32.541280	21.238262	1.728160	-9.035869	-19.572875	-6.421733	-16.231110	1.592421	7.325172	34.129274	18.651894	1.616566	-9.883411	-18.756975	-5.550420	-15.516798	1.967421	5.995287	33.112978	16.276226	1.013312	-12.023423	-16.045198	-4.044854	-12.058939	0.379298	7.852265	33.534456	20.594321	0.204046	-10.891203	-17.428582	-3.539795	-14.937668	-1.874321	8.723337	32.851766	20.695673	-0.673216	-10.840206	-17.088877	-4.947649	-13.344698	0.173667	7.414568	32.112145	18.933388	0.951705	-10.300600	-16.763338	-5.239091	-13.524916	-2.525648	8.310792	32.410718	20.508789	1.880960	-9.619505	-18.295315	-5.965894	-12.616513	1.006115	6.801920	32.175813	19.041356	2.105022	-10.002044	-17.883969	-4.367139	-14.286387	-1.616647	8.746553	33.510044	21.077579	1.667611	-10.169980	-20.051165	-5.213835	-11.271835	-2.057321	8.929051	32.974080	23.227970	2.650047	-10.353510	-19.203264	-4.732397	-11.964769	-0.254619	7.275269	34.351629	19.956301	0.214129	-11.023254	-16.923175	-7.141473	-12.724351	0.458689	6.908614	33.388272	18.185315	1.764199	-10.105539	-17.482951	-5.636015	-14.320585	0.323986	6.978698	33.486241	18.742257	0.805088	-10.502524	-17.455760	-3.279284	-14.200418	-1.968177	7.241526	35.355260	17.558018	-0.896811	-12.527170	-14.222069	-5.058835	-11.996466	-1.764241	9.249156	33.730347	23.786541	0.911363	-11.502105	-18.558696
	-5.207546	-13.660623	2.422315	7.182296	33.015051	17.363278	-0.129379	-12.079111	-16.128147	-6.771789	-14.907147	0.959977	8.259380	34.286783	19.031582	2.712886	-11.726643	-17.562512	-4.259755	-14.690392	1.812264	6.581443	34.121066	16.949116	1.573990	-11.954646	-16.491568	-3.739848	-12.369176	3.241597	5.658422	33.440183	16.005516	0.120532	-12.304938	-14.304337	-3.131978	-13.542903	2.050453	6.237840	34.110505	16.754360	-1.021960	-12.567510	-12.336979	-1.715635	-10.735883	1.523023	5.715427	32.679191	17.294216	1.139244	-11.651551	-14.807368	-3.468221	-11.750526	1.833131	5.697649	32.575786	16.804748	0.726047	-10.153132	-16.089553	-3.789470	-12.234263	0.148718	6.797953	31.695653	19.902157	1.424569	-8.935135	-18.709285	-5.053802	-13.585275	1.668946	7.422791	32.520285	19.814572	0.996282	-9.572405	-18.576152	-6.184637	-15.867700	3.295515	6.753786	33.730277	17.320799	0.806094	-10.390691	-17.564338	-5.264739	-15.036994	3.676115	5.470741	32.830660	14.953964	0.106606	-12.734145	-14.634553	-4.018280	-11.707265	2.067231	7.349528	33.424716	19.258920	-0.527736	-11.341071	-16.304872	-3.373101	-14.539894	-0.179719	8.086860	32.679307	19.354408	-1.244518	-11.316886	-15.904463	-4.619291	-12.931016	1.862037	6.821746	31.899276	17.590081	0.247725	-10.797523	-15.465222	-4.977158	-13.344248	-0.764472	7.601057	32.412039	19.096738	1.248860	-9.973355	-17.227178	-5.738550	-12.408504	2.643702	6.408033	32.094666	17.731207	1.403527	-10.366332	-16.973791	-4.200774	-13.974452	0.139815	8.276478	33.442334	19.661242	1.117578	-10.454199	-19.246840	-5.140346	-11.136568	-0.443111	8.449470	33.029439	22.015196	2.095136	-10.608186	-18.487040	-4.418074	-11.510367	1.367587	6.754320	34.033996	18.720472	-0.459483	-11.543905	-15.748782	-6.815594	-12.268889	2.120330	6.387940	33.125099	16.952865	1.143743	-10.653037	-16.401477	-5.417434	-14.023067	1.954731	6.444812	33.264574	17.382110	0.051291	-10.927394	-16.238742	-3.199093	-13.784503	-0.240674	6.611477	35.242947	16.337270	-1.578802	-13.167709	-12.930902	-4.842961	-11.564503	-0.121941	8.708829	33.463205	22.420132	0.228152	-11.839125	-17.560933
	-4.918416	-13.244492	4.232759	6.551160	32.995497	15.987893	-0.904204	-12.895198	-14.630013	-6.486918	-14.545418	2.719351	7.633025	34.061801	17.729396	1.923163	-12.204693	-16.307155	-4.033804	-14.313353	3.547555	5.997358	33.940868	15.666377	0.846898	-12.422454	-15.202688	-3.626271	-11.905121	4.970461	5.121313	33.333424	14.585561	-0.653335	-12.763887	-12.771415	-2.903407	-13.071781	3.771010	5.652329	34.176453	15.372723	-1.753470	-13.344335	-10.702566	-1.540920	-10.302096	3.142469	5.204975	32.371229	16.050421	0.445972	-12.109115	-13.587035	-3.155188	-11.259175	3.494039	5.114745	32.445996	15.413317	0.034030	-10.784683	-14.743594	-3.689918	-12.080142	1.961534	6.355250	31.667484	18.369234	0.749948	-9.367028	-17.749002	-4.802245	-13.267243	3.336340	6.957118	32.385036	18.436225	0.202006	-10.226151	-17.381017	-5.854113	-15.350709	4.972050	6.196538	33.295197	16.059598	-0.045298	-11.021497	-16.152141	-4.933852	-14.402945	5.374453	4.961636	32.557663	13.664983	-0.823429	-13.523641	-13.046405	-3.929610	-11.248405	3.730894	6.837739	33.259151	17.968926	-1.310325	-11.859169	-15.003770	-3.157924	-14.034634	1.502343	7.425150	32.495685	18.039088	-1.835085	-11.882580	-14.545070	-4.246029	-12.405116	3.497399	6.225483	31.670660	16.314396	-0.474755	-11.407741	-13.984210	-4.671922	-13.094408	0.976394	6.890047	32.393580	17.742740	0.556290	-10.446087	-15.961662	-5.458527	-12.130531	4.224004	6.004058	32.024830	16.485118	0.634794	-10.839061	-15.834887	-3.971483	-13.517562	1.836687	7.790432	33.283580	18.312311	0.498546	-10.823218	-18.252607	-5.017984	-10.920374	1.148278	7.965930	33.020960	20.804624	1.434846	-10.914410	-17.576843	-4.027899	-10.911832	2.978527	6.215720	33.651509	17.503261	-1.166562	-12.158035	-14.363121	-6.403050	-11.722151	3.731068	5.858246	32.840612	15.753145	0.451349	-11.315753	-15.086927	-5.124446	-13.596281	3.565039	5.899971	33.012484	16.065775	-0.719157	-11.479716	-14.804834	-3.086939	-13.256572	1.474198	6.016066	35.106658	15.134468	-2.302836	-13.884998	-11.450777	-4.575135	-11.075399	1.482594	8.161780	33.196241	21.068477	-0.522790	-12.235038	-16.358599
	-4.572397	-12.681521	6.012687	5.911080	32.977071	14.677783	-1.708082	-13.838237	-12.893198	-6.138854	-14.009004	4.463505	6.988990	33.736513	16.492229	1.079880	-12.745432	-14.838275	-3.753189	-13.717011	5.254973	5.410652	33.642741	14.436153	0.077188	-12.982797	-13.671229	-3.471687	-11.270810	6.632007	4.598680	33.216948	13.204059	-1.457484	-13.315918	-11.012406	-2.644515	-12.484798	5.444683	5.071913	34.180479	14.045937	-2.507860	-14.131083	-8.907204	-1.322500	-9.764317	4.746777	4.717323	32.090167	14.841145	-0.298847	-12.639549	-12.171109	-2.809561	-10.654868	5.109076	4.541358	32.326720	14.079906	-0.680633	-11.515858	-13.189873	-3.515576	-11.816563	3.749176	5.892168	31.623976	16.882084	0.032654	-9.908544	-16.596260	-4.479863	-12.790025	4.970215	6.490918	32.165646	17.113973	-0.628363	-10.984747	-16.009996	-5.442630	-14.691208	6.608523	5.657100	32.855608	14.878603	-0.910468	-11.748624	-14.551850	-4.555791	-13.597472	7.036852	4.470588	32.319686	12.435164	-1.750647	-14.391203	-11.257623	-3.769390	-10.668928	5.361940	6.322511	33.066675	16.731494	-2.127528	-12.459582	-13.491703	-2.902317	-13.392735	3.158530	6.750065	32.302617	16.766896	-2.431845	-12.533823	-12.990030	-3.844934	-11.768683	5.075490	5.645624	31.457721	15.108585	-1.209504	-12.125574	-12.317260	-4.336362	-12.744711	2.692956	6.191024	32.347066	16.452222	-0.174652	-11.026053	-14.524772	-5.135190	-11.757360	5.752339	5.592334	31.963046	15.313519	-0.168560	-11.411340	-14.496891	-3.685434	-12.925821	3.469872	7.288159	33.046935	17.046708	-0.161860	-11.263919	-17.093595	-4.837606	-10.596753	2.703906	7.480082	32.946177	19.614252	0.683527	-11.277259	-16.461464	-3.580972	-10.198829	4.569975	5.668260	33.241760	16.305783	-1.893227	-12.852177	-12.797401	-5.931833	-11.090431	5.284076	5.333266	32.561502	14.590043	-0.287949	-12.080838	-13.574233	-4.772769	-13.055501	5.148616	5.350054	32.754878	14.801305	-1.486713	-12.133511	-13.182572	-2.964183	-12.625239	3.168586	5.468225	34.950664	13.952932	-3.049895	-14.637169	-9.815076	-4.268333	-10.525825	3.054294	7.608379	32.948443	19.737870	-1.313074	-12.690180	-14.972315
	-4.180894	-11.975573	7.756721	5.270115	32.954004	13.445462	-2.518085	-14.855611	-10.956664	-5.729362	-13.277955	6.176759	6.345149	33.337844	15.336123	0.204164	-13.375640	-13.130071	-3.428518	-12.943369	6.921642	4.832015	33.272432	13.262661	-0.707650	-13.618602	-11.934904	-3.288490	-10.491478	8.210916	4.099433	33.109416	11.883037	-2.271957	-13.939608	-9.066978	-2.367493	-11.765114	7.042481	4.524770	34.117464	12.798266	-3.273918	-14.907313	-6.944233	-1.073995	-9.120472	6.325272	4.262230	31.846869	13.680600	-1.072876	-13.243279	-10.588870	-2.452734	-9.969206	6.678936	3.992738	32.251463	12.806172	-1.401901	-12.328657	-11.461004	-3.261963	-11.429660	5.508646	5.406880	31.587321	15.458960	-0.706571	-10.582054	-15.241904	-4.075211	-12.135514	6.546242	6.034880	31.896584	15.868186	-1.476535	-11.860496	-14.431948	-4.948316	-13.870897	8.180458	5.150258	32.446068	13.808945	-1.769931	-12.565392	-12.745593	-4.148500	-12.658135	8.644116	4.005755	32.139158	11.276940	-2.655804	-15.318662	-9.294798	-3.554504	-9.992924	6.960121	5.817409	32.886122	15.538015	-2.955500	-13.128347	-11.789687	-2.628673	-12.631208	4.781391	6.084089	32.110371	15.542407	-3.023090	-13.235505	-11.268202	-3.442753	-11.055074	6.604099	5.102082	31.296562	13.961794	-1.948928	-12.916074	-10.500494	-3.978897	-12.252063	4.371980	5.529697	32.271643	15.242638	-0.929989	-11.726794	-12.890337	-4.771922	-11.259314	7.226085	5.179728	31.913159	14.233685	-0.989376	-12.086128	-12.959813	-3.343167	-12.186329	5.026178	6.772141	32.737503	15.891940	-0.848840	-11.781387	-15.745395	-4.603156	-10.163479	4.225235	6.991750	32.818016	18.451921	-0.123800	-11.695082	-15.166118	-3.088577	-9.383658	6.129666	5.125086	32.845104	15.133378	-2.631626	-13.627769	-11.040577	-5.420296	-10.367181	6.765120	4.827483	32.307557	13.477643	-1.055604	-12.941289	-11.870626	-4.367976	-12.386289	6.686162	4.807597	32.512425	13.613134	-2.232460	-12.881367	-11.351616	-2.846320	-11.885926	4.828509	4.986149	34.774786	12.807281	-3.808981	-15.397939	-8.032356	-3.931479	-9.903552	4.594418	7.053691	32.748757	18.434498	-2.122110	-13.214766	-13.373383
	-3.753081	-11.123527	9.451127	4.647328	32.924895	12.311891	-3.321621	-15.912566	-8.835518	-5.278758	-12.392266	7.847889	5.720763	32.912620	14.260188	-0.673982	-14.082253	-11.225603	-3.064803	-11.993303	8.520128	4.280730	32.860807	12.171800	-1.486149	-14.323530	-9.979695	-3.087363	-9.582401	9.688187	3.639176	33.033343	10.654200	-3.084350	-14.622788	-6.954090	-2.089806	-10.941928	8.564910	4.027332	34.009780	11.627827	-4.042843	-15.664182	-4.863302	-0.814098	-8.380572	7.866486	3.860241	31.674223	12.584031	-1.859161	-13.928662	-8.851044	-2.109097	-9.222404	8.191784	3.493209	32.265212	11.613443	-2.117869	-13.213039	-9.545166	-2.938183	-10.921153	7.241124	4.906160	31.588585	14.109902	-1.450624	-11.400797	-13.681573	-3.613333	-11.359100	8.063767	5.598015	31.635695	14.693436	-2.319325	-12.817201	-12.687389	-4.403118	-12.933212	9.684920	4.685770	32.086131	12.843863	-2.610875	-13.439261	-10.784874	-3.729938	-11.612347	10.174302	3.585930	32.045666	10.211523	-3.530006	-16.299242	-7.166376	-3.300358	-9.230886	8.516298	5.342296	32.743539	14.393007	-3.777126	-13.851508	-9.904208	-2.356171	-11.761448	6.361109	5.454536	31.934209	14.375835	-3.603396	-13.963472	-9.388856	-3.069068	-10.278623	8.076722	4.629061	31.240245	12.886981	-2.688592	-13.766361	-8.529673	-3.618503	-11.639417	6.010727	4.922092	32.188125	14.102588	-1.688676	-12.514259	-11.101564	-4.380508	-10.626239	8.642987	4.782467	31.889919	13.256662	-1.815294	-12.856524	-11.235337	-2.970489	-11.339293	6.521670	6.255692	32.386081	14.834669	-1.541115	-12.352923	-14.248594	-4.306852	-9.593129	5.710829	6.499596	32.640806	17.329724	-0.961529	-12.184575	-13.660646	-2.579970	-8.520268	7.657276	4.600376	32.499347	13.983730	-3.371172	-14.453853	-9.148865	-4.893119	-9.559829	8.162814	4.356617	32.097203	12.433011	-1.828073	-13.870076	-9.997851	-3.936347	-11.619318	8.174289	4.288484	32.293758	12.501261	-2.950366	-13.681951	-9.366024	-2.745489	-11.043361	6.437026	4.585144	34.583452	11.720361	-4.571552	-16.148246	-6.119759	-3.585922	-9.225673	6.115436	6.508676	32.606352	17.155736	-2.923676	-13.790565	-11.608152
	-3.303051	-10.139171	11.077580	4.072560	32.893496	11.295828	-4.118324	-16.979243	-6.554122	-4.805115	-11.378624	9.454723	5.143173	32.503484	13.280605	-1.532357	-14.849019	-9.141497	-2.683325	-10.927631	10.047444	3.769880	32.452034	11.165758	-2.245113	-15.066213	-7.871611	-2.881166	-8.572395	11.053996	3.235741	33.013921	9.549157	-3.888782	-15.351358	-4.701303	-1.824951	-10.011020	9.993070	3.610719	33.869902	10.562689	-4.816189	-16.391763	-2.671731	-0.568919	-7.573810	9.360723	3.532680	31.607806	11.565183	-2.644444	-14.691255	-6.979551	-1.798327	-8.451676	9.652719	3.051914	32.367463	10.501687	-2.822884	-14.124594	-7.501199	-2.572448	-10.324343	8.948750	4.407055	31.652607	12.832648	-2.189924	-12.342984	-11.945444	-3.107402	-10.479427	9.502179	5.198231	31.435576	13.616307	-3.135711	-13.836163	-10.760960	-3.826419	-11.888395	11.092567	4.295526	31.809339	12.014270	-3.420460	-14.364699	-8.660304	-3.318419	-10.493958	11.609082	3.231878	32.060949	9.260517	-4.376385	-17.321771	-4.896106	-3.027386	-8.397817	10.014330	4.920567	32.655419	13.308616	-4.580651	-14.613263	-7.854622	-2.104559	-10.810451	7.891534	4.891313	31.798166	13.276333	-4.176324	-14.703070	-7.369876	-2.739385	-9.467800	9.504279	4.235920	31.295574	11.880947	-3.428103	-14.652179	-6.450659	-3.274559	-10.902822	7.591644	4.403797	32.124766	13.047962	-2.436444	-13.380625	-9.149358	-3.983060	-9.881098	10.006459	4.420602	31.909318	12.376314	-2.637635	-13.697781	-9.363067	-2.585125	-10.386560	7.947173	5.759534	32.007807	13.898777	-2.221205	-12.972109	-12.589821	-3.966861	-8.916285	7.172672	6.007357	32.445205	16.244805	-1.793961	-12.736655	-11.988815	-2.079532	-7.644288	9.138558	4.117400	32.252746	12.868876	-4.106918	-15.313801	-7.126895	-4.377988	-8.696307	9.480056	3.932377	31.938076	11.465476	-2.585788	-14.822768	-8.003770	-3.494377	-10.752049	9.593368	3.821985	32.111326	11.495338	-3.634205	-14.518368	-7.225036	-2.668143	-10.123980	7.985775	4.266866	34.388272	10.710921	-5.331290	-16.879373	-4.114092	-3.250851	-8.495689	7.618425	5.994227	32.546428	15.912326	-3.695208	-14.415070	-9.663345
	-2.850211	-9.059381	12.622049	3.576044	32.865241	10.404207	-4.918132	-18.028106	-4.154835	-4.331924	-10.279068	10.978881	4.640058	32.146740	12.407978	-2.363274	-15.651099	-6.911155	-2.301761	-9.764044	11.471904	3.333526	32.091166	10.287842	-2.976159	-15.833861	-5.620314	-2.684213	-7.505919	12.316172	2.901383	33.070619	8.583334	-4.687461	-16.106412	-2.350754	-1.583133	-9.005361	11.337169	3.283194	33.724630	9.606415	-5.598628	-17.087573	-0.410109	-0.361914	-6.738479	10.801102	3.290179	31.658866	10.634166	-3.423993	-15.503847	-5.012750	-1.546407	-7.670746	11.039873	2.704975	32.572851	9.512794	-3.516017	-15.029776	-5.343425	-2.194205	-9.660386	10.614064	3.940080	31.812914	11.655242	-2.917282	-13.396377	-10.021948	-2.589068	-9.548226	10.859981	4.846590	31.325204	12.643316	-3.916926	-14.874352	-8.691239	-3.251318	-10.784400	12.400410	3.995508	31.625309	11.315030	-4.201257	-15.319881	-6.409042	-2.929369	-9.338315	12.940063	2.956476	32.176540	8.438468	-5.206566	-18.358841	-2.532171	-2.759338	-7.519328	11.439222	4.570600	32.627583	12.296384	-5.361491	-15.398557	-5.677948	-1.889989	-9.820020	9.372643	4.416734	31.727922	12.247175	-4.753297	-15.446934	-5.244437	-2.477468	-8.628050	10.875154	3.960259	31.494632	10.979461	-4.174486	-15.568204	-4.266433	-2.963221	-10.077047	9.113374	3.986853	32.106610	12.075594	-3.169732	-14.296045	-7.071951	-3.606184	-9.019303	11.298807	4.133887	31.997226	11.621481	-3.449545	-14.602385	-7.340167	-2.211649	-9.367751	9.307300	5.306660	31.635493	13.075830	-2.876371	-13.616874	-10.799759	-3.593022	-8.133967	8.609634	5.529087	32.264080	15.211151	-2.592534	-13.365270	-10.136072	-1.610269	-6.790041	10.567576	3.690884	32.113791	11.800611	-4.838383	-16.175883	-5.013764	-3.910953	-7.797779	10.696146	3.588974	31.853222	10.615514	-3.311304	-15.756374	-5.904581	-3.062951	-9.812986	10.941326	3.427571	31.969249	10.598470	-4.292882	-15.367819	-4.971701	-2.628432	-9.143184	9.447777	4.059888	34.202987	9.832473	-6.082514	-17.577215	-2.033560	-2.944497	-7.737970	9.104082	5.527459	32.572511	14.709880	-4.429534	-15.071447	-7.575015
	-2.418572	-7.910216	14.050046	3.209108	32.848118	9.673423	-5.737174	-19.028064	-1.659215	-3.885102	-9.129745	12.398792	4.244452	31.868987	11.659632	-3.172968	-16.468683	-4.566977	-1.940065	-8.556463	12.794433	2.984414	31.805604	9.543496	-3.689707	-16.607304	-3.283795	-2.514318	-6.420367	13.464980	2.664889	33.232778	7.800690	-5.490210	-16.869758	0.070742	-1.378022	-7.951251	12.596033	3.061678	33.598201	8.781659	-6.397227	-17.739117	1.892793	-0.221075	-5.905331	12.163608	3.159155	31.844928	9.828753	-4.201664	-16.332875	-2.971842	-1.353214	-6.888378	12.351012	2.458757	32.852351	8.652247	-4.207277	-15.904322	-3.126039	-1.839960	-8.969052	12.222376	3.531632	32.046520	10.581372	-3.631183	-14.493029	-7.973864	-2.089387	-8.603875	12.122723	4.563484	31.328662	11.801077	-4.658627	-15.892638	-6.497647	-2.712017	-9.661284	13.593565	3.815784	31.545551	10.762099	-4.959485	-16.281244	-4.054621	-2.581917	-8.166063	14.135394	2.789725	32.375166	7.796685	-6.027495	-19.364909	-0.111445	-2.523022	-6.614476	12.760992	4.326048	32.669264	11.390917	-6.114540	-16.193005	-3.388207	-1.735228	-8.824659	10.789245	4.069828	31.763645	11.312336	-5.352830	-16.187723	-3.024254	-2.277807	-7.771861	12.191089	3.796129	31.806411	10.190350	-4.938168	-16.493856	-2.020072	-2.703352	-9.184488	10.565187	3.694622	32.160763	11.199596	-3.894140	-15.241045	-4.888958	-3.267331	-8.078941	12.523911	3.937550	32.145421	10.982094	-4.252606	-15.539403	-5.216656	-1.877537	-8.324305	10.593965	4.930938	31.317308	12.373040	-3.498404	-14.274319	-8.887806	-3.212255	-7.283945	10.022089	5.082855	32.122252	14.230875	-3.350873	-14.056247	-8.151805	-1.195375	-5.984738	11.929511	3.341028	32.088368	10.805063	-5.566627	-17.005125	-2.833338	-3.509227	-6.904462	11.829053	3.334546	31.841813	9.882674	-4.005938	-16.640203	-3.751351	-2.664288	-8.822920	12.206627	3.135207	31.878756	9.830451	-4.935905	-16.213851	-2.632523	-2.626333	-8.144299	10.827450	3.952650	34.035825	9.095552	-6.824707	-18.234732	0.073639	-2.686978	-6.974021	10.562658	5.131511	32.695261	13.566450	-5.124656	-15.746626	-5.359198
	-2.026418	-6.741200	15.361700	2.980581	32.846262	9.094764	-6.583703	-19.962756	0.880678	-3.491648	-7.959073	13.688085	3.995390	31.691062	11.062525	-3.977897	-17.285903	-2.138302	-1.622142	-7.340932	13.987051	2.760433	31.633545	8.980070	-4.398318	-17.367250	-0.892879	-2.380951	-5.357764	14.522730	2.527259	33.484366	7.190629	-6.308528	-17.613649	2.512607	-1.224583	-6.883492	13.768678	2.959194	33.510654	8.112421	-7.219033	-18.324172	4.200989	-0.148987	-5.098904	13.445514	3.131789	32.134789	9.152631	-4.987273	-17.136688	-0.898971	-1.229579	-6.107601	13.556828	2.348651	33.190483	7.966267	-4.912163	-16.720250	-0.883202	-1.546620	-8.262321	13.727195	3.234192	32.337192	9.664105	-4.329592	-15.585006	-5.822421	-1.640775	-7.681072	13.279241	4.372051	31.450691	11.116992	-5.366619	-16.850976	-4.210746	-2.242437	-8.557910	14.660945	3.784245	31.560799	10.373274	-5.706252	-17.213059	-1.632970	-2.283190	-7.005864	15.205831	2.728904	32.610234	7.332251	-6.845517	-20.296243	2.314482	-2.331451	-5.705801	13.984504	4.186156	32.754722	10.602310	-6.846035	-16.970773	-1.037116	-1.643246	-7.854175	12.138295	3.846484	31.903872	10.474904	-5.989498	-16.911333	-0.748688	-2.148628	-6.908797	13.430419	3.764419	32.216434	9.558101	-5.738010	-17.398537	0.258938	-2.510135	-8.252634	11.934117	3.543817	32.306027	10.438986	-4.622646	-16.192768	-2.627010	-2.993122	-7.075402	13.656489	3.876988	32.358257	10.494694	-5.052191	-16.485451	-3.005541	-1.610734	-7.309925	11.803653	4.666509	31.113191	11.794488	-4.090669	-14.936893	-6.868168	-2.852928	-6.390497	11.394137	4.702726	32.054152	13.326545	-4.064760	-14.806228	-6.042580	-0.854734	-5.248941	13.210646	3.084308	32.167689	9.912822	-6.293472	-17.764523	-0.614773	-3.206566	-6.059291	12.868764	3.206312	31.928363	9.305024	-4.669983	-17.436598	-1.568622	-2.322194	-7.811990	13.378490	2.972162	31.851458	9.210556	-5.578724	-17.037021	-0.242997	-2.673704	-7.166207	12.098552	3.968962	33.899063	8.558689	-7.559365	-18.826929	2.172117	-2.495280	-6.225316	11.975541	4.828403	32.910721	12.509560	-5.788602	-16.419421	-3.044505
	-1.708257	-5.599386	16.511116	2.946792	32.863009	8.724746	-7.470707	-20.780168	3.422722	-3.167763	-6.797676	14.842530	3.906347	31.615418	10.622041	-4.799372	-18.084590	0.334821	-1.363520	-6.154410	15.046988	2.675767	31.579649	8.612188	-5.118605	-18.088828	1.507144	-2.309725	-4.373033	15.467892	2.532758	33.823808	6.810932	-7.158904	-18.287366	4.924709	-1.131362	-5.842166	14.859281	2.974878	33.470711	7.606583	-8.067836	-18.822166	6.472275	-0.166529	-4.344289	14.612538	3.241103	32.526849	8.663952	-5.796187	-17.863872	1.174118	-1.173154	-5.335823	14.647039	2.384633	33.557686	7.468827	-5.646955	-17.456356	1.344016	-1.332225	-7.547225	15.095996	3.082062	32.650693	8.934493	-5.016911	-16.629530	-3.614001	-1.265084	-6.806170	14.334958	4.286170	31.673309	10.596598	-6.058650	-17.722630	-1.876780	-1.861540	-7.505334	15.608897	3.905489	31.636351	10.151257	-6.455474	-18.074842	0.807113	-2.064101	-5.903149	16.118270	2.813775	32.860922	7.105534	-7.666199	-21.077779	4.695246	-2.210033	-4.819040	15.077800	4.187695	32.864674	9.994714	-7.555741	-17.687446	1.341195	-1.639833	-6.944584	13.382095	3.786066	32.166819	9.787966	-6.693649	-17.580926	1.559144	-2.083444	-6.053564	14.581508	3.859798	32.679050	9.099528	-6.586173	-18.242880	2.530531	-2.384119	-7.308956	13.214433	3.528242	32.532001	9.805989	-5.369882	-17.121944	-0.325553	-2.796848	-6.045958	14.684558	3.968848	32.618006	10.170480	-5.859723	-17.403176	-0.744512	-1.424520	-6.364871	12.944104	4.528265	31.055325	11.333991	-4.668579	-15.598680	-4.771451	-2.545341	-5.501338	12.711974	4.415795	32.085849	12.509449	-4.746688	-15.590984	-3.837255	-0.595087	-4.586980	14.407019	2.924502	32.325345	9.142268	-7.022087	-18.431091	1.608354	-3.012587	-5.291871	13.822873	3.214969	32.108360	8.890344	-5.318145	-18.127282	0.610744	-2.053587	-6.821225	14.455878	2.945495	31.893386	8.740547	-6.236915	-17.815433	2.154440	-2.772687	-6.249327	13.254145	4.109566	33.798555	8.238492	-8.295672	-19.339407	4.226714	-2.374684	-5.507986	13.323980	4.628629	33.193031	11.564413	-6.438824	-17.063361	-0.678273
