Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	-128.78	1718.29	-74.77	2117.64	0.0	1552.29	13298.91
2	-105.74	1748.81	-76.68	2104.63	0.0	1552.08	19883.12
3	-104.6	1761.02	-64.47	2099.89	0.0	1552.42	20350.88
4	-69.73	1767.88	-71.56	2091.01	0.0	1552.56	15951.65
5	-67.75	1778.41	-79.42	2085.01	0.0	1552.54	15124.41
6	-60.65	1787.11	-69.2	2080.05	0.0	1553.19	17960.42
7	-43.87	1777.8	-73.55	2067.17	0.0	1552.53	19156.65
8	-40.74	1789.25	-86.44	2069.6	0.0	1551.21	20550.22
9	-38.76	1758.12	-65.0	2054.85	0.0	1554.96	17220.84
10	-19.0	1763.31	-63.1	2055.69	0.0	1552.88	19200.56
11	-23.65	1719.36	-65.0	2045.39	0.0	1553.27	17615.96
12	-6.18	1717.68	-64.93	2043.62	0.0	1553.3	19408.73
13	-10.45	1700.13	-59.43	2035.41	0.0	1553.98	17623.22
14	-6.56	1652.98	-67.83	2024.72	0.0	1555.38	13153.15
15	10.22	1657.41	-80.49	2034.29	0.0	1552.89	16509.94
16	-2.75	1578.52	-70.88	2012.71	0.0	1555.88	18754.29
17	29.83	1578.37	-72.94	2022.06	0.0	1555.38	12458.95
18	13.05	1502.99	-79.27	2000.72	0.0	1555.98	12777.24
19	38.38	1484.99	-76.29	2009.77	0.0	1554.77	14454.54
20	26.78	1427.61	-70.27	1996.52	0.0	1555.6	11998.66
21	38.68	1392.67	-70.11	1992.62	0.0	1556.31	15218.99
22	47.3	1357.88	-69.96	1985.52	0.0	1557.4	7997.02
23	58.52	1328.74	-60.96	1979.66	0.0	1555.08	12301.19
24	79.04	1288.3	-60.04	1976.01	0.0	1554.59	13206.41
25	92.09	1245.88	-64.85	1964.96	0.0	1554.89	11801.23
26	104.22	1212.62	-44.48	1959.89	0.0	1556.36	14468.64
27	111.16	1178.89	-44.71	1949.25	0.0	1552.62	7771.78
28	126.27	1129.0	-45.01	1942.23	0.0	1554.36	8851.51
29	131.15	1092.07	-32.81	1942.38	0.0	1553.4	15503.49
30	132.98	1040.19	-23.19	1924.76	0.0	1553.97	5329.81
31	151.44	1012.12	-28.46	1928.22	0.0	1552.62	6811.08
32	143.74	939.18	-26.09	1905.2	0.0	1552.84	13154.43
33	154.57	913.39	-15.18	1916.96	0.0	1552.25	5129.87
34	154.42	859.07	-15.95	1906.33	0.0	1550.87	6871.03
35	156.78	800.63	-17.4	1892.3	0.0	1550.28	10228.9
36	157.09	775.45	-4.65	1889.74	0.0	1552.72	2844.59
37	152.59	706.94	-3.13	1877.66	0.0	1551.07	6583.26
38	158.84	675.05	-13.43	1890.5	0.0	1546.44	10567.63
39	140.76	605.62	1.75	1832.99	0.0	1554.93	331.42
40	155.49	587.46	0.15	1881.75	0.0	1547.86	5085.6
41	145.26	516.05	-9.69	1845.06	0.0	1542.61	8707.26
42	142.29	496.98	-6.03	1856.79	0.0	1545.87	8824.55
43	124.89	441.74	6.18	1811.44	0.0	1555.63	-355.81
44	135.04	410.16	-4.58	1849.77	0.0	1546.05	5053.87
45	121.46	372.01	-7.25	1851.44	0.0	1540.03	7697.14
46	111.24	330.05	5.49	1804.77	0.0	1552.22	5139.1
47	98.11	298.61	0.15	1791.89	0.0	1555.28	2195.64
48	95.98	253.14	-10.3	1807.31	0.0	1541.88	4706.88
49	83.39	242.0	-5.19	1847.36	0.0	1539.72	7752.38
50	65.08	187.84	1.83	1776.7	0.0	1556.73	4325.23
51	76.98	183.72	-5.57	1832.03	0.0	1538.39	6506.11
52	46.46	146.03	-3.28	1777.07	0.0	1547.97	4270.92
53	46.69	138.55	-3.28	1859.34	0.0	1536.54	3350.68
54	36.47	100.86	1.83	1738.54	0.0	1556.17	5604.29
55	34.1	102.39	-3.89	1893.04	0.0	1541.96	5438.73
56	32.73	77.36	-6.26	1880.2	0.0	1518.14	3997.26
57	15.72	62.1	-4.96	1677.37	0.0	1533.05	3138.66
58	24.72	56.76	2.21	1866.28	0.0	1574.2	5361.78
59	18.62	41.05	-2.21	1847.62	0.0	1518.3	6553.45
60	12.51	40.89	-5.19	1859.56	0.0	1496.91	1496.56
61	16.1	32.35	-1.3	1713.07	0.0	1550.08	2622.96
62	9.77	35.71	-0.84	1940.28	0.0	1525.66	6700.56
63	7.25	26.25	-2.9	2160.12	0.0	1454.14	424.27
64	5.95	19.84	-0.46	1419.65	0.0	1458.35	5867.24
65	-1.68	26.4	-0.76	2163.65	0.0	1526.19	3329.33
66	-2.75	11.9	-4.73	1584.0	0.0	1375.82	-179.58
67	12.59	25.79	-0.69	2217.27	0.0	1479.01	7109.4
68	-11.98	11.75	0.08	1503.84	0.0	1504.25	2575.42
69	13.28	24.11	-4.35	2249.66	0.0	1457.58	1057.25
70	-6.56	16.94	-2.59	1524.27	0.0	1481.18	5971.82
71	4.81	21.82	2.9	2253.7	0.0	1555.1	1026.58
72	-1.37	12.05	-5.57	1348.56	0.0	1360.0	6779.15
73	3.74	19.68	-4.35	2287.51	0.0	1375.93	2892.37
74	-3.2	7.78	-3.05	740.86	0.0	1423.41	3688.29
75	7.1	25.48	-0.23	2220.84	0.0	1510.96	5514.09
76	-7.93	8.39	-5.19	1322.09	0.0	1353.97	4191.45
77	10.3	26.86	-3.89	1954.75	0.0	1403.97	1186.0
78	-3.74	10.99	1.22	1799.45	0.0	1689.53	4201.36
79	-0.46	24.11	-8.01	1947.45	0.0	1401.5	3907.75
80	0.46	11.14	-2.06	1983.86	0.0	1462.78	1406.42
81	-0.15	23.5	-2.98	2085.27	0.0	1425.96	4731.76
82	-0.53	19.84	-3.81	2005.52	0.0	1517.35	1833.7
83	6.1	15.72	-1.45	2047.06	0.0	1420.91	2613.85
84	0.76	20.45	-2.06	2204.78	0.0	1492.64	4970.89
85	-7.1	15.87	-3.81	1680.75	0.0	1438.27	462.5
86	-8.39	31.13	-2.67	1990.05	0.0	1405.94	2194.2
87	-1.37	98.27	-10.15	2227.67	0.0	1410.96	6200.96
88	67.83	72.94	-18.31	2267.13	0.0	1400.54	1892.2
89	22.43	131.68	-9.0	2105.32	0.0	1407.85	3067.36
90	44.86	187.53	2.06	2206.21	0.0	1421.03	7857.9
91	62.79	222.93	3.81	2196.69	0.0	1391.37	1140.62
92	31.2	324.71	17.09	2208.71	0.0	1409.21	12074.89
93	45.47	373.38	20.22	2170.16	0.0	1421.1	10644.33
94	43.87	478.36	-20.9	2206.29	0.0	1398.95	-2578.28
95	6.79	617.22	-15.34	2209.36	0.0	1402.52	10850.32
96	21.36	873.26	-15.11	2206.07	0.0	1406.54	6645.51
97	-81.94	942.08	29.37	2197.74	0.0	1402.84	-429.1
98	-90.18	1216.58	42.72	2206.72	0.0	1403.1	2922.53
99	-170.75	1278.69	79.42	2200.41	0.0	1409.63	14244.29
100	-142.97	1362.76	80.34	2195.05	0.0	1406.43	11728.46
101	-78.28	1355.59	19.99	2210.58	0.0	1410.66	5656.89
102	-98.34	1397.55	-20.68	2188.83	0.0	1407.3	7263.12
103	-77.29	1371.46	6.94	2198.76	0.0	1410.91	-2200.09
104	-106.89	1448.82	-14.72	2187.25	0.0	1409.65	3658.54
105	-119.25	1395.26	-22.66	2186.56	0.0	1407.44	17598.98
106	-116.73	1465.3	-0.0	2178.68	0.0	1412.65	-2880.98
107	-129.55	1431.43	3.36	2176.33	0.0	1408.82	3632.12
108	-136.95	1455.08	-3.66	2175.61	0.0	1405.89	11411.76
109	-144.96	1452.79	42.5	2169.76	0.0	1410.4	-1304.53
110	-143.59	1482.85	56.76	2164.44	0.0	1406.36	13189.75
111	-140.53	1506.35	50.35	2163.73	0.0	1404.05	11119.54
112	-157.17	1526.79	70.65	2152.83	0.0	1405.98	1383.81
113	-158.39	1611.02	100.56	2150.2	0.0	1402.81	16353.11
114	-159.91	1605.99	98.65	2139.48	0.0	1401.95	7113.51
115	-131.45	1692.2	96.89	2139.88	0.0	1403.02	12385.22
116	-133.36	1680.91	126.72	2121.38	0.0	1400.94	13172.16
117	-95.9	1739.96	107.42	2125.35	0.0	1402.27	7867.13
118	-97.96	1752.93	88.42	2122.53	0.0	1398.65	14826.06
119	-90.56	1759.19	124.05	2105.54	0.0	1400.28	14422.84
120	-65.31	1791.99	114.52	2105.81	0.0	1402.01	6374.16
121	-75.45	1756.59	91.86	2096.17	0.0	1396.42	11653.4
122	-43.49	1801.91	107.42	2095.11	0.0	1398.37	12637.03
123	-41.5	1765.29	118.18	2075.82	0.0	1399.72	3773.68
124	-30.21	1777.65	97.66	2083.29	0.0	1396.88	18341.59
125	-19.3	1755.83	105.59	2074.49	0.0	1397.23	8214.89
126	-12.97	1733.09	114.52	2063.47	0.0	1397.2	6955.07
127	-7.02	1710.05	101.24	2055.29	0.0	1397.08	13037.12
128	10.91	1673.28	98.88	2053.84	0.0	1396.98	8334.94
129	14.65	1643.98	104.37	2057.75	0.0	1395.59	10687.54
130	15.34	1599.58	99.18	2034.49	0.0	1396.79	10363.22
131	23.88	1561.28	94.6	2032.11	0.0	1397.18	6573.28
132	29.53	1507.26	102.69	2043.95	0.0	1393.16	11788.55
133	25.25	1467.29	99.79	2031.45	0.0	1394.07	11992.77
134	32.81	1396.33	98.34	2030.99	0.0	1394.71	14755.72
135	21.67	1344.15	105.13	2010.74	0.0	1397.04	4255.93
136	51.12	1307.22	87.59	2025.31	0.0	1392.41	6890.4
137	37.0	1227.11	78.74	2017.02	0.0	1391.64	12998.29
138	47.07	1206.67	84.84	2006.29	0.0	1395.64	13920.59
139	55.16	1154.02	71.56	2000.53	0.0	1391.27	1162.44
140	66.83	1123.81	57.83	2002.64	0.0	1391.79	11236.28
141	74.92	1073.91	70.27	1982.53	0.0	1393.93	14334.22
142	85.6	1035.77	65.54	1984.48	0.0	1394.64	2208.29
143	93.54	996.55	37.77	1977.65	0.0	1392.85	7927.48
144	102.46	946.96	42.42	1969.54	0.0	1393.67	16151.92
145	92.54	913.39	39.14	1963.12	0.0	1396.99	-332.11
146	111.77	856.17	25.33	1954.29	0.0	1394.63	8901.41
147	109.41	826.42	13.73	1962.95	0.0	1392.43	11996.26
148	100.25	787.81	24.26	1936.09	0.0	1400.67	-3780.5
149	116.88	732.88	14.04	1936.96	0.0	1399.23	11405.09
150	101.78	696.87	3.89	1934.88	0.0	1397.09	4048.61
151	118.33	662.08	8.01	1934.42	0.0	1399.25	1337.37
152	100.56	614.32	0.38	1900.44	0.0	1400.28	4772.89
153	114.14	578.0	-3.66	1911.52	0.0	1401.65	4848.31
154	114.75	543.06	-6.1	1929.89	0.0	1396.79	4291.29
155	104.06	510.56	-7.78	1902.15	0.0	1398.7	5204.85
156	111.69	469.97	-7.93	1893.6	0.0	1402.52	2289.32
157	106.58	440.67	-10.68	1904.15	0.0	1401.46	662.89
158	112.08	411.07	-8.7	1899.27	0.0	1404.56	3711.88
159	102.62	362.24	-7.86	1857.12	0.0	1405.19	669.73
160	99.33	359.04	-20.29	1871.93	0.0	1402.71	-2205.0
161	105.97	306.24	-17.09	1892.36	0.0	1395.46	6514.24
162	83.85	299.84	-16.63	1873.25	0.0	1402.27	-1595.99
163	90.56	264.89	-9.38	1831.55	0.0	1410.5	-2875.66
164	78.74	239.41	-14.04	1813.78	0.0	1403.33	4518.53
165	83.16	236.05	-18.01	1892.42	0.0	1403.42	-2982.43
166	78.58	193.63	-10.53	1843.9	0.0	1396.62	1171.19
167	56.76	191.96	-9.77	1832.77	0.0	1416.8	1590.82
168	69.81	155.94	-4.96	1833.41	0.0	1409.79	-219.91
169	65.31	139.92	-13.58	1807.36	0.0	1374.64	2332.18
170	48.9	132.45	-5.72	1839.79	0.0	1417.15	-2550.35
171	51.42	95.37	-3.81	1737.09	0.0	1392.9	2170.17
172	58.9	103.61	-11.52	1916.14	0.0	1377.14	5190.24
173	37.99	73.24	-5.34	1820.11	0.0	1385.21	-952.16
174	45.62	66.99	-2.29	1764.0	0.0	1406.93	-45.34
175	31.97	52.03	-6.48	1769.65	0.0	1379.85	3901.08
176	33.34	51.88	-4.12	1933.93	0.0	1388.39	1570.78
177	28.46	38.3	-4.65	1661.74	0.0	1385.16	389.24
178	17.4	34.03	-0.76	1884.47	0.0	1432.58	1998.97
179	15.49	37.54	-3.74	1889.34	0.0	1415.54	3001.03
180	15.34	21.82	0.08	1975.63	0.0	1341.62	2632.89
181	2.98	27.31	3.74	1818.23	0.0	1543.16	-3360.85
182	8.09	21.67	2.29	1694.04	0.0	1499.02	3080.56
183	6.1	24.11	2.98	2174.32	0.0	1498.53	2754.31
184	-5.8	19.68	3.36	1808.92	0.0	1542.65	245.44
185	3.2	14.95	1.53	1497.11	0.0	1503.6	2317.55
186	6.48	24.41	3.36	2162.98	0.0	1549.82	619.48
187	-1.98	20.14	0.92	1883.89	0.0	1442.34	1639.8
188	5.26	19.07	0.46	2097.94	0.0	1483.06	2064.73
189	-5.04	13.73	-1.45	1359.06	0.0	1448.78	1034.12
190	8.77	20.14	2.98	2273.72	0.0	1438.19	4812.07
191	0.31	14.19	1.75	1825.67	0.0	1560.02	-651.7
192	-0.76	12.36	-0.53	1455.48	0.0	1405.58	2710.22
193	6.79	13.43	-1.14	2174.77	0.0	1346.63	3535.31
194	-2.67	23.65	1.07	2042.15	0.0	1452.93	2422.48
195	1.53	23.19	1.37	1981.57	0.0	1490.84	-126.39
196	-16.63	28.23	5.72	2044.49	0.0	1554.98	4680.74
197	-14.42	59.05	-1.3	2278.93	0.0	1484.86	807.55
198	-69.27	57.83	-3.05	2064.8	0.0	1504.74	-566.55
199	-28.46	95.98	0.31	2192.09	0.0	1550.56	4881.76
200	-31.74	138.55	-19.68	2190.94	0.0	1530.63	-388.8
201	-37.54	187.53	-24.19	2264.71	0.0	1505.38	6560.29
202	-11.22	238.95	-18.31	2245.49	0.0	1541.52	386.67
203	29.22	323.49	-34.1	2180.92	0.0	1526.93	-1140.65
204	41.96	423.89	-26.47	2251.2	0.0	1528.23	13267.12
205	37.84	552.22	-28.15	2210.96	0.0	1534.34	7409.81
206	20.29	776.82	-52.19	2212.19	0.0	1527.87	8398.5
207	-55.69	881.2	-47.0	2209.02	0.0	1543.01	21276.22
208	-31.13	996.7	-98.04	2202.85	0.0	1527.11	17655.65
209	-41.43	1067.5	-93.46	2211.37	0.0	1531.75	-6636.39
210	-18.92	1073.15	-85.45	2209.69	0.0	1532.4	30601.83
211	24.34	1064.15	-54.4	2195.6	0.0	1527.01	10546.3
212	-8.54	1121.98	-23.65	2225.68	0.0	1532.2	3590.36
213	-109.41	1060.33	-48.83	2181.8	0.0	1528.16	34615.83
214	-103.84	1065.98	-11.83	2219.43	0.0	1530.96	-5028.87
215	-172.27	1096.19	-13.89	2202.32	0.0	1527.48	14137.78
216	-169.45	1114.65	-30.06	2212.09	0.0	1526.95	42852.09
217	-226.59	1151.43	-30.44	2200.3	0.0	1529.83	-5463.35
218	-228.04	1196.59	-21.59	2212.94	0.0	1526.27	14672.89
219	-216.67	1252.59	-30.52	2193.27	0.0	1525.64	27160.54
220	-226.82	1311.65	-28.92	2202.76	0.0	1528.81	9011.08
221	-217.29	1386.11	-28.92	2188.17	0.0	1525.32	24061.71
222	-213.62	1445.62	-45.85	2186.2	0.0	1526.49	17223.88
223	-204.7	1521.76	-51.88	2187.84	0.0	1527.28	10591.44
224	-205.46	1554.41	-50.2	2164.03	0.0	1525.9	27101.9
225	-179.98	1629.49	-58.67	2169.9	0.0	1525.63	15133.8
226	-172.58	1632.39	-60.2	2154.42	0.0	1528.7	12699.43
227	-141.14	1688.23	-71.11	2153.96	0.0	1524.27	27174.76
228	-161.9	1703.34	-54.24	2143.03	0.0	1525.95	15544.05
229	-125.27	1728.97	-62.33	2133.13	0.0	1526.97	15081.22
230	-112.61	1747.89	-69.5	2128.63	0.0	1526.17	24570.59
231	-103.91	1760.1	-54.78	2124.33	0.0	1526.72	14988.21
232	-73.01	1779.17	-65.46	2116.72	0.0	1525.09	18781.85
233	-85.91	1771.7	-71.03	2106.08	0.0	1527.36	22909.18
234	-68.44	1794.13	-70.5	2104.97	0.0	1527.11	17257.37
235	-63.48	1773.22	-74.01	2096.79	0.0	1525.58	18042.71
236	-63.55	1777.5	-73.93	2090.56	0.0	1526.69	25337.98
237	-38.83	1743.47	-65.38	2079.61	0.0	1528.37	21330.1
238	-32.65	1733.86	-66.22	2076.67	0.0	1527.58	18620.84
239	-40.59	1718.44	-69.58	2076.07	0.0	1526.71	22041.08
240	-22.89	1685.79	-64.77	2063.71	0.0	1528.68	18242.07
241	-27.62	1661.83	-72.56	2055.44	0.0	1528.56	20986.19
242	-16.86	1627.04	-76.98	2057.62	0.0	1529.19	18160.18
243	-6.41	1587.07	-85.75	2051.71	0.0	1528.48	14909.18
244	-6.48	1547.24	-75.45	2043.57	0.0	1531.66	21600.33
245	7.48	1512.15	-79.88	2037.93	0.0	1531.39	14233.57
246	8.93	1463.47	-82.7	2035.58	0.0	1529.48	14245.38
247	7.1	1418.15	-73.47	2029.97	0.0	1531.52	16266.45
248	18.77	1391.14	-74.54	2020.68	0.0	1532.54	12985.28
249	26.86	1333.16	-69.2	2016.8	0.0	1533.49	14074.86
250	40.51	1318.66	-78.28	2016.88	0.0	1529.61	14042.37
251	54.32	1269.68	-61.57	2001.47	0.0	1531.67	15289.1
252	66.99	1237.03	-62.64	1996.92	0.0	1532.6	7490.18
253	84.3	1196.14	-63.4	1984.95	0.0	1530.49	12371.02
254	94.99	1157.53	-51.42	1984.53	0.0	1529.35	16261.59
255	93.23	1110.53	-41.89	1974.41	0.0	1530.37	5101.3
256	119.93	1059.88	-43.03	1963.97	0.0	1529.46	11727.66
257	112.61	1034.24	-37.08	1963.65	0.0	1528.24	11767.44
258	129.62	970.0	-25.56	1950.08	0.0	1528.62	4996.77
259	128.78	932.01	-28.53	1947.86	0.0	1527.9	9690.05
260	117.03	881.96	-22.35	1932.51	0.0	1527.65	11707.74
261	146.41	844.57	-8.85	1945.8	0.0	1525.93	8018.69
262	120.01	786.9	-13.89	1914.62	0.0	1527.23	5944.6
263	142.75	751.04	-13.58	1915.97	0.0	1525.98	10676.83
264	126.42	690.92	0.23	1910.76	0.0	1526.39	4765.69
265	129.24	667.42	-1.07	1910.34	0.0	1524.69	6595.79
266	141.14	608.83	-3.59	1891.27	0.0	1526.16	8325.23
267	119.48	568.39	1.98	1895.16	0.0	1524.59	4357.48
268	128.1	525.67	4.27	1897.53	0.0	1522.9	6917.99
269	121.99	476.68	-0.08	1855.91	0.0	1524.48	6497.42
270	116.65	446.78	2.98	1886.8	0.0	1526.08	4646.15
271	112.99	391.85	3.05	1845.85	0.0	1519.95	7706.22
272	111.08	369.72	6.1	1867.62	0.0	1524.26	6991.23
273	93.99	315.4	0.69	1809.25	0.0	1529.97	3146.07
274	103.53	296.94	9.38	1838.4	0.0	1527.78	4669.95
275	90.18	269.93	0.69	1879.0	0.0	1522.19	4495.42
276	83.92	225.83	-4.88	1825.39	0.0	1516.48	8556.3
277	71.11	198.67	6.33	1801.22	0.0	1537.52	1935.94
278	55.47	170.75	-0.99	1814.37	0.0	1519.6	3763.0
279	69.96	158.69	-5.72	1905.61	0.0	1506.24	8210.26
280	44.33	115.51	0.0	1711.3	0.0	1528.38	4635.94
281	37.0	122.07	7.86	1845.55	0.0	1541.85	729.76
282	42.72	86.36	0.46	1786.46	0.0	1538.28	2705.17
283	29.3	84.69	-9.08	1921.58	0.0	1492.68	5105.29
284	18.62	67.75	5.26	1723.39	0.0	1548.83	2360.64
285	26.25	58.59	-0.92	1795.3	0.0	1530.08	5957.76
286	17.85	55.69	-10.38	2009.97	0.0	1496.32	2487.6
287	19.23	42.42	-0.53	1739.25	0.0	1498.98	4258.57
288	8.93	32.65	2.82	1768.99	0.0	1590.84	17.5
289	14.11	36.47	-4.5	1991.21	0.0	1442.2	6768.15
290	14.34	21.51	-1.83	1633.47	0.0	1480.47	6231.65
291	1.14	32.2	2.98	1848.59	0.0	1535.92	-3633.45
292	4.88	14.65	-2.59	1562.33	0.0	1430.0	6102.24
293	12.97	24.41	-5.04	2221.97	0.0	1386.86	5561.64
294	-2.52	16.17	1.22	1888.17	0.0	1532.95	1497.41
295	2.14	13.89	-0.76	1541.42	0.0	1490.84	2439.56
296	-0.61	18.46	-5.19	2114.62	0.0	1398.7	1423.48
297	3.74	13.58	-3.2	2349.76	0.0	1365.27	1052.56
298	-1.53	21.82	-0.99	1639.56	0.0	1452.77	4410.11
299	0.08	12.97	1.07	2463.21	0.0	1562.88	1247.0
300	1.98	28.23	-7.32	2236.0	0.0	1368.32	160.05
301	-1.68	10.68	-5.87	1520.93	0.0	1236.16	6825.69
302	-0.23	23.8	2.44	2233.47	0.0	1578.83	3594.47
303	0.0	13.12	-0.53	1453.65	0.0	1426.11	4224.2
304	3.74	15.87	-4.12	2206.38	0.0	1358.65	2918.54
305	-3.2	20.29	1.6	1908.29	0.0	1627.18	2565.08
306	1.83	12.51	4.04	1319.49	0.0	1579.4	2719.04
307	4.65	26.4	-6.56	2453.96	0.0	1391.39	-630.97
308	-6.79	5.04	-0.92	-1413.65	0.0	1774.15	4896.34
309	4.73	30.82	4.04	2063.18	0.0	1541.11	5000.46
310	-7.02	-1.07	-0.99	13461.86	0.0	972.63	-14716.01
311	16.4	41.81	-7.78	2288.46	0.0	1420.32	3416.12
312	-28.46	13.58	3.74	1505.21	0.0	1471.26	-489.22
313	12.13	124.21	-5.49	2133.02	0.0	1435.62	9076.75
314	61.8	56.46	-16.02	2541.09	0.0	1291.61	6844.08
315	38.91	161.13	-14.34	2216.26	0.0	1368.59	-2715.05
316	42.88	172.27	8.01	2185.24	0.0	1380.12	7184.22
317	67.6	251.31	3.89	2255.58	0.0	1345.09	6827.95
318	48.98	332.49	16.48	2270.76	0.0	1364.1	7410.61
319	43.64	399.93	13.5	2231.03	0.0	1364.78	12095.84
320	27.24	503.39	-19.38	2211.32	0.0	1358.09	-3666.77
321	18.46	687.1	-5.42	2259.22	0.0	1356.04	6715.27
322	-9.08	939.18	5.8	2232.64	0.0	1360.74	4802.68
323	-94.76	1015.78	43.03	2228.1	0.0	1359.37	8357.26
324	-125.58	1278.08	56.23	2226.04	0.0	1358.69	-8365.51
325	-170.21	1335.45	101.39	2230.18	0.0	1366.43	26945.84
326	-108.8	1408.69	109.33	2229.47	0.0	1363.3	20360.64
327	-96.36	1355.9	14.04	2224.75	0.0	1359.32	-4404.67
328	-88.65	1413.73	20.07	2228.01	0.0	1367.33	19959.14
329	-83.39	1340.48	34.48	2233.11	0.0	1359.48	-7207.89
330	-116.2	1415.86	15.11	2215.63	0.0	1365.5	3593.88
331	-129.47	1367.19	20.75	2224.45	0.0	1363.31	31371.6
332	-135.73	1394.96	23.73	2214.68	0.0	1364.5	-14221.44
333	-130.16	1379.7	32.42	2210.29	0.0	1362.12	5407.48
334	-159.23	1351.78	29.07	2211.41	0.0	1361.1	14803.64
335	-161.21	1402.13	67.6	2201.81	0.0	1364.94	-12434.94
336	-149.69	1362.0	89.34	2202.94	0.0	1358.41	18141.98
337	-166.78	1435.39	75.45	2188.34	0.0	1359.8	6524.66
338	-155.94	1428.22	106.74	2192.49	0.0	1359.45	-3687.28
339	-182.42	1497.34	133.59	2181.61	0.0	1358.16	15781.27
340	-166.4	1540.83	129.85	2174.61	0.0	1358.43	6611.92
341	-149.08	1551.21	136.41	2174.57	0.0	1354.64	5851.17
342	-136.26	1621.09	154.95	2166.19	0.0	1356.67	18957.11
343	-129.24	1605.99	150.07	2155.12	0.0	1354.83	4003.63
344	-121.0	1656.04	150.07	2152.06	0.0	1356.91	10618.3
345	-113.22	1654.36	158.92	2142.35	0.0	1354.88	13044.11
346	-94.53	1674.04	147.93	2144.55	0.0	1353.93	6966.67
347	-106.43	1674.5	148.85	2123.79	0.0	1355.47	5642.34
348	-78.12	1680.91	152.21	2128.33	0.0	1354.28	15025.43
349	-75.45	1683.65	149.08	2120.47	0.0	1353.74	3829.72
350	-56.69	1682.43	147.02	2108.21	0.0	1354.71	15432.92
351	-62.33	1673.89	150.6	2102.55	0.0	1354.97	9514.89
352	-40.89	1672.67	147.71	2102.35	0.0	1353.66	5384.45
353	-29.83	1652.98	147.4	2095.25	0.0	1352.77	16707.98
354	-32.88	1634.37	147.25	2083.35	0.0	1355.14	8263.96
355	-14.8	1608.73	142.9	2078.08	0.0	1354.13	7695.98
356	-12.66	1577.76	132.98	2081.14	0.0	1350.95	10180.47
357	0.92	1550.6	131.76	2074.36	0.0	1353.01	10075.52
358	-2.44	1495.97	141.14	2053.22	0.0	1353.76	6931.03
359	8.7	1477.2	130.08	2065.04	0.0	1352.54	11897.67
360	4.04	1421.51	126.27	2056.0	0.0	1351.27	7578.0
361	7.63	1389.01	132.9	2049.43	0.0	1353.91	11980.84
362	6.26	1334.69	128.86	2043.31	0.0	1352.25	5891.06
363	24.95	1287.99	117.26	2045.4	0.0	1351.52	10808.76
364	19.45	1242.98	115.51	2042.95	0.0	1352.34	7515.78
365	17.17	1197.2	105.51	2022.19	0.0	1351.43	5257.72
366	35.1	1170.04	97.66	2029.0	0.0	1353.18	7106.19
367	38.6	1132.05	89.49	2028.7	0.0	1350.5	9020.63
368	59.81	1108.55	98.11	2015.23	0.0	1353.7	14137.15
369	54.4	1056.82	90.1	2000.34	0.0	1355.77	531.45
370	74.46	1039.28	78.74	2003.21	0.0	1356.69	7225.15
371	83.31	981.45	74.01	1993.06	0.0	1352.44	11930.49
372	74.31	952.15	65.0	1984.53	0.0	1357.36	982.37
373	100.1	907.59	52.95	1985.69	0.0	1355.67	10073.33
374	89.87	875.7	44.86	1974.57	0.0	1352.52	8591.35
375	96.82	834.81	48.45	1974.12	0.0	1359.27	4446.23
376	93.99	776.98	35.25	1945.08	0.0	1357.95	4525.52
377	96.82	756.38	24.03	1957.48	0.0	1354.88	3552.86
378	107.04	708.62	28.0	1953.25	0.0	1358.19	4319.6
379	99.72	671.39	15.11	1934.14	0.0	1358.64	5400.53
380	105.97	641.48	14.88	1944.91	0.0	1360.93	4238.86
381	103.84	593.11	13.96	1936.37	0.0	1358.98	2698.0
382	105.06	570.07	1.75	1932.06	0.0	1359.44	3710.83
383	93.84	517.88	7.25	1902.04	0.0	1362.78	1672.0
384	107.42	500.03	7.63	1931.87	0.0	1368.68	1513.44
385	98.04	450.9	-1.98	1909.32	0.0	1354.91	3467.56
386	99.03	432.59	0.99	1905.7	0.0	1370.73	-364.26
387	96.05	396.12	0.84	1872.05	0.0	1371.1	-3242.81
388	100.25	357.06	-1.83	1907.23	0.0	1360.23	5225.97
389	94.76	344.09	-3.28	1897.74	0.0	1369.98	-427.31
390	91.93	302.73	-3.66	1853.15	0.0	1369.43	535.59
391	86.14	284.73	-3.81	1864.47	0.0	1368.87	-725.11
392	87.36	262.15	-7.4	1869.13	0.0	1367.18	2661.51
393	84.15	231.17	-3.13	1868.59	0.0	1366.25	3686.24
394	75.53	214.23	-2.98	1822.95	0.0	1383.71	-3832.96
395	74.23	191.5	-11.37	1840.63	0.0	1357.01	3390.4
396	66.91	175.32	-6.1	1884.84	0.0	1370.93	836.11
397	61.8	151.06	0.53	1799.78	0.0	1383.75	-3062.25
398	65.31	139.62	1.14	1857.55	0.0	1382.59	3500.02
399	52.87	118.41	-5.11	1824.77	0.0	1375.26	-3746.03
400	56.15	112.61	-6.18	1911.22	0.0	1374.88	-240.34
401	42.19	89.87	4.96	1799.34	0.0	1405.62	74.27
402	42.72	71.56	-0.99	1785.03	0.0	1393.46	-2138.83
403	42.5	70.19	-6.18	1945.04	0.0	1364.44	3125.85
404	27.47	51.27	-3.05	1807.04	0.0	1339.5	-656.95
405	36.16	48.83	3.13	1882.61	0.0	1426.85	394.87
406	9.69	26.25	-5.95	1408.03	0.0	1318.67	4297.61
