Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1070	120.01	521.24	-6.1	1919.2	0.0	1362.8	6476.4
1071	116.81	478.52	-4.35	1893.73	0.0	1364.49	-13.09
1072	110.93	446.93	-3.74	1883.66	0.0	1369.64	3135.72
1073	118.03	407.56	-7.71	1897.9	0.0	1362.38	3159.4
1074	117.57	384.37	-10.99	1900.51	0.0	1364.78	1355.01
1075	106.43	354.0	-12.59	1868.68	0.0	1368.83	4872.48
1076	105.06	327.61	-4.58	1842.17	0.0	1379.08	-1472.43
1077	104.75	296.02	-13.2	1874.51	0.0	1366.15	160.79
1078	96.13	278.78	-19.38	1884.28	0.0	1366.93	5955.81
1079	85.53	238.19	-8.01	1782.25	0.0	1381.32	-4470.86
1080	93.99	230.41	-9.77	1888.76	0.0	1377.27	246.65
1081	73.39	203.4	-19.0	1840.16	0.0	1365.96	4220.1
1082	80.57	181.58	-10.76	1866.08	0.0	1374.83	119.1
1083	57.3	163.57	-3.2	1789.33	0.0	1396.14	-6649.84
1084	67.29	140.84	-7.78	1822.15	0.0	1386.09	4369.9
1085	59.66	128.02	-9.46	1892.94	0.0	1369.69	-3444.07
1086	39.83	106.81	-1.6	1698.02	0.0	1394.55	-1452.73
1087	47.23	88.65	-4.65	1781.6	0.0	1398.53	389.49
1088	38.53	77.67	-10.15	1855.26	0.0	1368.82	-747.29
1089	45.62	76.14	-0.46	1920.11	0.0	1395.48	2020.02
1090	32.42	44.4	-1.14	1672.32	0.0	1402.47	-5142.42
1091	29.3	53.1	-17.78	1976.82	0.0	1338.74	1745.99
1092	19.91	28.23	-5.04	1709.31	0.0	1351.97	4419.4
1093	19.45	43.49	-1.75	1878.87	0.0	1453.71	-783.1
1094	9.69	14.95	-0.92	1756.68	0.0	1320.03	1348.07
1095	11.37	24.57	-0.61	1991.34	0.0	1403.98	2644.7
1096	2.21	21.21	4.04	1803.08	0.0	1457.96	475.9
1097	3.51	7.48	7.02	651.96	0.0	1707.48	-7848.47
1098	1.75	35.86	-1.37	2175.69	0.0	1464.51	2634.88
1099	5.42	5.49	-0.23	3130.46	0.0	999.74	4752.48
1100	0.15	31.28	0.61	1861.76	0.0	1507.77	3273.31
1101	-1.98	16.33	7.93	1942.5	0.0	1629.54	951.11
1102	8.93	26.7	-0.08	2218.59	0.0	1458.66	3256.64
1103	-5.87	21.36	1.53	1964.88	0.0	1452.63	2029.42
1104	0.69	11.44	6.1	1783.23	0.0	1623.37	-281.78
1105	4.2	25.33	-1.22	1964.74	0.0	1471.53	4393.96
1106	-0.53	16.94	3.43	2207.09	0.0	1443.72	4002.3
1107	3.81	18.01	5.19	1733.53	0.0	1632.51	-1223.94
1108	-3.51	12.51	1.98	649.67	0.0	1637.91	1370.31
1109	7.4	24.41	-0.15	2598.55	0.0	1422.67	6915.74
1110	-1.45	17.85	2.98	1623.85	0.0	1469.75	-5212.47
1111	4.27	18.46	5.19	1847.51	0.0	1535.23	3113.8
1112	-4.73	16.94	1.83	1691.66	0.0	1566.18	3615.37
1113	11.52	10.38	0.38	1842.12	0.0	1275.43	2288.03
1114	-13.81	32.2	-1.14	2137.35	0.0	1487.79	3501.1
1115	-15.79	41.2	2.21	1960.29	0.0	1529.88	3205.17
1116	-49.36	73.85	-4.58	2202.61	0.0	1457.25	-786.01
1117	17.55	106.51	-13.96	2257.78	0.0	1449.21	8962.74
1118	15.64	151.98	-30.67	2212.79	0.0	1473.24	-1279.91
1119	-47.76	216.22	-9.23	2146.18	0.0	1497.4	3842.88
1120	35.17	278.78	-35.55	2239.62	0.0	1473.89	4655.39
1121	44.78	355.83	-53.18	2241.63	0.0	1466.54	-9041.55
1122	23.04	464.32	-20.22	2185.66	0.0	1494.36	14260.49
1123	53.41	606.38	-41.2	2213.58	0.0	1482.4	10431.88
1124	6.03	841.67	-88.88	2219.38	0.0	1476.88	-14905.83
1125	-31.43	938.11	-58.29	2202.56	0.0	1488.51	22335.73
1126	-41.96	1079.71	-62.94	2201.84	0.0	1481.11	26362.16
1127	-57.37	1151.89	-88.35	2196.72	0.0	1479.04	-17926.45
1128	-14.04	1119.38	-56.3	2209.99	0.0	1476.31	22768.45
1129	-24.19	1180.73	0.92	2189.5	0.0	1476.74	-2856.86
1130	-40.21	1135.1	58.82	2214.62	0.0	1479.94	9577.83
1131	-89.04	1145.48	13.43	2206.3	0.0	1470.2	20427.98
1132	-127.18	1146.24	36.39	2189.08	0.0	1475.52	648.71
1133	-139.62	1179.81	50.51	2207.8	0.0	1476.9	17344.11
1134	-192.26	1216.89	1.68	2182.25	0.0	1474.8	20867.09
1135	-193.48	1250.0	5.11	2206.93	0.0	1476.77	5370.99
1136	-218.51	1307.68	15.18	2188.1	0.0	1472.85	8438.08
1137	-190.05	1364.9	7.93	2185.89	0.0	1477.04	24808.2
1138	-206.91	1418.61	-1.07	2185.95	0.0	1477.94	9847.07
1139	-182.42	1498.72	-7.63	2171.71	0.0	1476.64	15570.37
1140	-178.3	1575.16	-24.26	2175.71	0.0	1474.91	26652.85
1141	-197.07	1605.83	-29.6	2166.81	0.0	1477.5	8933.83
1142	-156.86	1683.65	-29.45	2147.37	0.0	1477.11	19430.21
1143	-160.37	1694.18	-17.78	2155.8	0.0	1476.15	26725.44
1144	-125.89	1745.3	-31.2	2148.91	0.0	1475.79	13826.54
1145	-119.55	1762.85	-22.74	2123.25	0.0	1477.22	16780.9
1146	-112.0	1814.27	-10.45	2136.82	0.0	1477.22	24975.46
1147	-94.15	1814.12	-30.21	2115.58	0.0	1476.53	13606.45
1148	-70.5	1847.53	-36.16	2119.65	0.0	1477.84	24443.95
1149	-90.33	1844.33	-28.92	2108.23	0.0	1477.68	18922.7
1150	-52.64	1863.86	-33.42	2102.94	0.0	1477.55	20147.74
1151	-68.74	1854.86	-39.67	2096.35	0.0	1478.62	22466.28
1152	-47.07	1845.86	-34.18	2085.98	0.0	1477.08	20975.1
1153	-22.28	1852.57	-15.41	2088.29	0.0	1478.73	21615.11
1154	-46.69	1820.53	-27.69	2074.5	0.0	1478.36	22535.29
1155	-3.05	1827.85	-22.66	2073.28	0.0	1478.47	19926.32
1156	-27.47	1797.49	-18.31	2064.32	0.0	1480.22	21398.02
1157	-10.3	1777.34	-37.46	2060.31	0.0	1479.7	21692.6
1158	3.59	1742.4	-44.4	2053.79	0.0	1480.34	17756.82
1159	-2.98	1703.95	-39.14	2051.34	0.0	1482.6	18522.86
1160	27.16	1658.78	-43.18	2042.03	0.0	1482.71	18767.97
1161	21.13	1610.11	-49.9	2037.29	0.0	1482.38	16841.67
1162	18.54	1580.66	-40.66	2039.37	0.0	1483.9	17987.16
1163	22.2	1514.28	-40.21	2015.44	0.0	1485.58	17594.24
1164	27.92	1498.11	-45.17	2030.86	0.0	1485.47	16879.2
1165	28.53	1417.85	-41.28	2015.81	0.0	1486.51	11005.64
1166	55.31	1377.87	-40.82	2014.43	0.0	1488.46	14264.55
1167	41.66	1332.09	-42.42	2008.23	0.0	1487.89	13246.86
1168	65.23	1278.08	-44.71	2006.02	0.0	1488.17	10020.22
1169	65.61	1260.83	-45.39	1998.18	0.0	1486.21	13304.44
1170	74.16	1199.95	-27.31	1981.97	0.0	1489.1	11096.75
1171	101.24	1168.82	-31.59	1986.49	0.0	1489.1	6140.45
1172	103.45	1115.57	-28.61	1975.44	0.0	1486.05	13542.44
1173	114.67	1076.2	-19.45	1968.25	0.0	1486.71	11217.89
1174	122.22	1027.98	-13.2	1960.3	0.0	1488.34	4849.08
1175	127.79	965.73	-13.58	1946.07	0.0	1486.1	10801.41
1176	144.58	938.26	-2.52	1953.73	0.0	1485.9	4497.52
1177	134.66	876.31	-2.67	1928.58	0.0	1486.08	7106.07
1178	146.79	827.79	0.15	1937.67	0.0	1485.71	10132.99
1179	141.98	778.96	0.15	1914.93	0.0	1483.14	2708.39
1180	155.03	738.53	14.04	1925.7	0.0	1484.66	7855.94
1181	137.79	685.42	5.95	1912.75	0.0	1484.54	4623.44
1182	146.33	637.97	10.07	1889.61	0.0	1485.25	4909.1
1183	146.26	602.72	19.38	1916.94	0.0	1487.03	4287.59
1184	137.18	553.59	13.35	1895.27	0.0	1483.39	4990.53
1185	144.5	509.95	12.59	1880.18	0.0	1487.2	4430.48
1186	123.06	469.51	14.42	1870.94	0.0	1487.11	2729.08
1187	134.2	428.16	12.51	1882.92	0.0	1482.48	4538.16
1188	118.71	394.29	11.83	1870.23	0.0	1487.01	2474.62
1189	110.63	358.73	14.19	1842.65	0.0	1491.83	2447.26
1190	105.82	321.81	14.11	1846.44	0.0	1489.7	2065.58
1191	95.44	285.64	9.16	1871.53	0.0	1487.49	2032.04
1192	92.62	252.99	10.76	1834.95	0.0	1491.76	4424.17
1193	69.5	215.3	17.32	1816.85	0.0	1507.57	-417.12
1194	62.26	191.8	2.52	1856.57	0.0	1480.77	4610.99
1195	66.91	152.89	3.05	1803.27	0.0	1479.96	6620.63
1196	49.59	136.87	9.77	1848.41	0.0	1506.59	-297.95
1197	30.82	112.0	7.48	1759.94	0.0	1492.4	2674.7
1198	45.62	97.5	0.76	1904.53	0.0	1476.03	5255.96
1199	18.39	80.87	1.45	1770.15	0.0	1482.55	-2593.76
1200	23.65	68.51	10.07	1815.43	0.0	1542.2	3294.69
1201	27.62	63.63	-8.16	1934.65	0.0	1476.56	1424.45
1202	14.04	44.1	-6.41	1929.21	0.0	1437.49	3537.4
1203	18.23	50.66	4.2	2047.17	0.0	1510.39	678.59
1204	7.4	22.74	-1.68	1543.82	0.0	1440.81	1792.83
1205	16.63	36.47	-2.9	2226.55	0.0	1424.03	6539.16
1206	-3.05	16.94	4.58	1368.82	0.0	1437.98	-4550.14
1207	16.78	28.84	4.2	2125.46	0.0	1482.05	4857.54
1208	-5.72	11.9	-1.68	1395.63	0.0	1392.48	2461.07
1209	7.25	22.13	-0.61	2020.81	0.0	1425.53	909.95
1210	5.34	13.12	2.98	1552.78	0.0	1581.29	-734.99
1211	-4.35	17.4	-3.89	2164.55	0.0	1382.98	4725.71
1212	11.6	15.56	0.84	2107.24	0.0	1405.59	817.39
1213	-4.5	11.6	3.97	1022.12	0.0	1555.94	-3540.84
1214	1.83	25.48	1.91	2064.45	0.0	1536.17	3214.03
1215	3.28	10.68	-2.44	1413.61	0.0	1326.7	485.12
1216	2.98	21.82	4.58	2274.82	0.0	1505.55	6643.07
1217	-9.46	8.24	4.27	105.85	0.0	1772.03	-4712.14
1218	10.68	19.23	-1.14	1904.95	0.0	1495.51	-1281.13
1219	-0.92	20.9	-4.27	2369.51	0.0	1382.64	1200.77
1220	8.09	17.24	0.92	2020.64	0.0	1455.07	3673.11
1221	1.6	15.72	2.98	1988.39	0.0	1544.06	754.83
1222	-6.48	14.04	-3.74	1772.51	0.0	1297.1	-1574.56
1223	17.17	26.86	-6.18	2422.22	0.0	1365.76	406.68
1224	-10.53	9.16	1.75	1125.08	0.0	1561.57	3970.85
1225	3.05	19.68	4.12	1809.47	0.0	1529.67	1024.35
1226	8.01	13.12	-0.69	2513.97	0.0	1455.01	-1277.7
1227	-6.33	19.53	-5.42	1775.39	0.0	1329.54	1461.51
1228	6.1	15.72	6.56	1565.5	0.0	1663.99	1434.03
1229	-2.52	16.94	3.74	1758.48	0.0	1543.09	1609.77
1230	-6.03	36.62	-4.65	2343.2	0.0	1357.84	-310.09
1231	-1.6	58.14	-3.28	2113.68	0.0	1362.05	5946.29
1232	53.79	66.99	-1.45	2208.65	0.0	1400.86	1128.77
1233	30.82	129.39	-8.39	2245.03	0.0	1374.59	-11854.75
1234	34.56	165.25	0.31	2253.06	0.0	1346.77	17881.05
1235	64.09	253.6	11.83	2255.44	0.0	1358.17	-3475.46
1236	21.9	313.87	41.12	2233.23	0.0	1388.72	-5498.26
1237	50.2	398.25	18.69	2263.61	0.0	1357.3	26535.27
1238	21.06	486.45	-10.99	2244.38	0.0	1357.91	-11666.54
1239	6.48	673.07	10.83	2245.2	0.0	1374.04	8568.3
1240	-10.83	848.69	13.81	2236.94	0.0	1363.52	12771.76
1241	-109.1	1009.83	26.4	2247.92	0.0	1364.58	-8733.23
1242	-125.12	1203.92	60.65	2246.98	0.0	1368.3	3474.07
1243	-186.46	1253.81	101.39	2226.01	0.0	1370.77	35685.61
1244	-94.53	1348.27	79.42	2250.3	0.0	1378.61	8100.27
1245	-100.86	1283.87	-26.25	2241.12	0.0	1365.75	-81.52
1246	-87.59	1358.49	-11.9	2236.19	0.0	1374.36	15180.21
1247	-96.51	1305.54	15.87	2232.65	0.0	1371.72	-8367.83
1248	-115.36	1399.84	-30.82	2228.19	0.0	1374.85	12910.52
1249	-144.35	1365.36	-16.86	2231.68	0.0	1371.04	18796.52
1250	-149.54	1382.14	-2.82	2221.81	0.0	1372.14	-7846.4
1251	-144.12	1427.61	-22.13	2217.64	0.0	1373.84	11791.06
1252	-156.25	1389.16	-12.74	2216.64	0.0	1366.95	13802.2
1253	-161.97	1491.7	32.12	2209.32	0.0	1373.25	-6703.37
1254	-165.63	1441.19	32.96	2207.11	0.0	1367.38	21736.0
1255	-164.87	1520.23	24.26	2203.79	0.0	1367.1	14207.87
1256	-176.77	1541.6	82.93	2192.82	0.0	1368.77	-2143.28
1257	-182.88	1596.98	80.11	2196.8	0.0	1366.2	24887.67
1258	-196.0	1647.8	72.86	2178.41	0.0	1366.55	5479.11
1259	-153.2	1678.01	104.98	2179.67	0.0	1364.07	12739.1
1260	-160.45	1753.23	108.72	2171.77	0.0	1366.14	18870.15
1261	-142.06	1763.0	96.89	2160.17	0.0	1365.77	7037.8
1262	-130.62	1799.62	110.09	2156.58	0.0	1364.17	15792.23
1263	-118.1	1814.88	114.14	2147.5	0.0	1363.61	14797.72
1264	-95.67	1818.08	104.45	2150.33	0.0	1362.37	12728.32
1265	-97.66	1840.52	109.18	2135.75	0.0	1363.36	17006.21
1266	-76.98	1827.55	116.42	2127.85	0.0	1362.97	16135.38
1267	-65.31	1833.8	96.74	2129.48	0.0	1361.95	9126.87
1268	-65.99	1814.27	104.06	2110.49	0.0	1360.49	16316.71
1269	-35.71	1822.81	109.25	2118.69	0.0	1362.64	15948.31
1270	-55.08	1802.37	108.87	2098.05	0.0	1363.47	4573.26
1271	-15.87	1778.87	100.94	2104.04	0.0	1361.19	23417.13
1272	-35.55	1743.01	106.81	2092.75	0.0	1361.42	2091.25
1273	-8.7	1723.63	104.9	2080.79	0.0	1362.63	11128.61
1274	-3.81	1660.77	99.49	2080.35	0.0	1361.7	14795.83
1275	-1.37	1633.61	96.51	2073.65	0.0	1360.13	3731.05
1276	21.9	1589.81	97.96	2077.16	0.0	1359.33	20662.07
1277	-1.98	1520.08	106.74	2061.91	0.0	1361.25	9599.83
1278	24.72	1491.39	103.0	2063.08	0.0	1361.7	11614.93
1279	11.9	1401.98	102.92	2052.78	0.0	1357.28	8905.57
1280	27.31	1365.05	95.6	2055.38	0.0	1360.68	9199.92
1281	25.71	1276.7	95.75	2049.88	0.0	1357.28	10828.24
1282	22.35	1256.71	87.28	2045.87	0.0	1359.03	9191.18
1283	35.78	1190.03	78.81	2041.86	0.0	1358.05	6552.24
1284	39.6	1158.29	76.45	2030.86	0.0	1359.74	5289.85
1285	54.02	1118.93	75.3	2028.23	0.0	1359.34	15964.37
1286	73.47	1056.82	81.02	2025.21	0.0	1359.43	8047.45
1287	73.01	1022.8	59.28	2014.62	0.0	1358.2	1641.95
1288	84.38	980.99	56.0	2010.84	0.0	1359.97	11847.73
1289	84.61	924.99	53.71	1994.28	0.0	1360.22	7808.08
1290	99.03	885.77	42.57	2001.2	0.0	1361.44	6047.51
1291	92.24	830.69	40.28	1988.36	0.0	1360.56	8673.56
1292	95.67	787.66	31.2	1974.11	0.0	1363.26	4833.67
1293	99.64	743.26	29.3	1978.42	0.0	1363.52	2845.85
1294	102.23	700.68	16.17	1967.04	0.0	1359.91	11627.83
1295	100.78	655.06	19.45	1961.67	0.0	1365.33	4464.99
1296	100.56	610.5	15.72	1951.9	0.0	1369.73	637.39
1297	104.6	591.13	-3.36	1963.06	0.0	1362.2	11141.11
1298	95.06	522.16	8.01	1940.92	0.0	1366.22	-840.76
1299	104.83	507.2	-0.84	1945.72	0.0	1372.63	2661.92
1300	89.72	444.34	-7.32	1917.69	0.0	1358.09	4403.74
1301	103.84	439.61	-11.52	1970.35	0.0	1367.19	2370.27
1302	88.96	372.31	-6.41	1890.62	0.0	1360.9	-1919.71
1303	102.16	367.89	-11.44	1947.32	0.0	1369.99	7017.7
1304	83.85	316.31	-12.28	1893.59	0.0	1366.82	-3605.55
1305	96.51	299.99	-14.72	1939.48	0.0	1361.32	3827.79
1306	74.23	270.39	-10.99	1875.69	0.0	1371.75	1892.95
1307	90.48	249.48	-8.39	1913.03	0.0	1375.17	314.74
1308	74.69	225.07	-14.34	1903.74	0.0	1368.25	-1540.62
1309	66.83	196.84	-13.12	1845.1	0.0	1366.03	2261.86
1310	71.03	179.44	-10.15	1869.22	0.0	1383.23	-814.91
1311	57.6	154.88	-9.23	1844.14	0.0	1366.67	2488.64
1312	68.21	150.6	-10.53	1896.12	0.0	1372.8	2852.93
1313	44.78	120.54	-6.87	1809.51	0.0	1376.83	-1925.65
1314	48.9	108.8	-0.92	1849.29	0.0	1381.43	-1390.58
1315	56.84	96.59	-5.72	1887.21	0.0	1357.89	6522.17
1316	38.83	76.29	-2.9	1899.84	0.0	1374.13	-307.89
1317	37.77	73.55	-0.69	1774.54	0.0	1407.21	-1182.03
1318	36.77	54.93	-3.43	1854.6	0.0	1365.4	2549.6
1319	34.41	58.75	-3.28	2097.27	0.0	1399.42	-1235.24
1320	26.02	32.65	-1.68	1503.94	0.0	1357.46	3094.75
1321	18.16	42.27	0.23	1994.79	0.0	1432.61	-919.55
1322	13.12	31.59	-8.54	1742.19	0.0	1347.15	3093.63
1323	25.33	27.62	0.08	1921.32	0.0	1435.26	2033.55
1324	-0.46	31.28	5.19	2005.85	0.0	1523.38	118.57
1325	6.03	16.17	-1.07	1458.36	0.0	1311.48	2231.53
1326	14.34	24.87	-3.89	2450.29	0.0	1398.07	86.4
1327	-13.73	11.6	5.04	547.03	0.0	1560.61	-5629.49
1328	16.25	18.31	6.48	2188.98	0.0	1553.6	4587.97
1329	-9.0	14.34	-6.79	1954.48	0.0	1260.11	-833.23
1330	4.5	16.94	-0.46	1923.26	0.0	1467.3	1144.17
1331	0.61	17.4	7.71	1340.75	0.0	1647.36	-4443.52
1332	0.0	18.77	-0.84	2146.56	0.0	1427.54	2786.78
1333	7.78	11.44	-3.28	2432.53	0.0	1221.07	3024.8
1334	-3.36	25.94	2.9	1887.06	0.0	1491.26	326.45
1335	1.53	12.36	7.1	2090.36	0.0	1593.85	1994.57
1336	-0.92	26.25	-4.27	2136.85	0.0	1430.1	2238.25
1337	4.58	18.92	4.2	2284.89	0.0	1490.25	3454.64
1338	-4.73	14.8	5.72	1466.89	0.0	1534.09	-433.7
1339	3.13	22.28	-1.6	1947.0	0.0	1519.27	328.74
1340	4.5	19.23	1.68	2420.77	0.0	1463.98	2580.07
1341	-5.57	15.11	2.37	1461.65	0.0	1450.95	-200.18
1342	9.61	21.36	5.87	1981.46	0.0	1609.25	620.27
1343	-3.43	13.43	-4.35	1763.35	0.0	1334.52	3741.78
1344	8.77	22.28	0.92	2131.62	0.0	1474.73	-1777.78
1345	-17.09	32.2	5.42	1991.75	0.0	1570.23	2755.55
1346	-19.38	50.2	-4.96	2033.48	0.0	1507.37	3926.91
1347	-17.09	75.99	-4.04	2272.13	0.0	1510.11	3760.53
1348	26.32	119.32	-15.64	2213.95	0.0	1522.59	1830.59
1349	7.17	167.85	-25.94	2157.28	0.0	1525.93	-1436.89
1350	16.25	234.53	-19.23	2193.18	0.0	1528.71	12909.32
1351	42.27	287.48	-39.06	2261.4	0.0	1518.5	-196.48
1352	42.04	383.45	-42.34	2209.5	0.0	1512.46	721.29
1353	39.83	493.62	-25.71	2196.36	0.0	1532.26	13735.95
1354	44.86	638.73	-34.71	2222.44	0.0	1529.55	8119.56
1355	1.91	860.75	-55.92	2209.43	0.0	1526.82	6206.64
1356	-47.0	1001.89	-58.21	2215.34	0.0	1534.89	17915.18
1357	-82.24	1105.96	-103.45	2208.81	0.0	1530.01	24129.02
1358	-84.69	1173.1	-112.15	2206.4	0.0	1528.84	-12254.42
1359	-54.55	1153.41	-82.78	2217.31	0.0	1526.15	11326.88
1360	-60.58	1143.65	-33.65	2199.03	0.0	1528.97	13178.63
1361	-52.8	1133.12	-3.89	2214.1	0.0	1531.84	7903.37
1362	-126.19	1130.52	-31.51	2194.71	0.0	1526.71	23713.1
1363	-140.99	1144.87	-24.03	2204.32	0.0	1529.96	7320.96
1364	-163.27	1195.37	-37.92	2205.13	0.0	1528.78	12006.92
1365	-215.07	1219.18	-47.45	2196.14	0.0	1527.3	24253.95
1366	-219.73	1277.92	-37.16	2203.94	0.0	1528.62	3930.75
1367	-224.69	1305.08	-37.61	2189.24	0.0	1527.63	13489.25
1368	-210.88	1389.16	-48.98	2196.99	0.0	1528.11	22724.14
1369	-215.53	1414.18	-49.74	2181.37	0.0	1530.41	8943.6
1370	-185.39	1513.21	-60.27	2185.03	0.0	1526.9	15896.72
1371	-209.5	1564.79	-78.96	2170.95	0.0	1527.79	17348.78
1372	-169.3	1633.15	-80.26	2163.82	0.0	1529.58	11240.72
1373	-164.79	1681.52	-85.22	2155.77	0.0	1528.65	16161.73
1374	-137.94	1733.7	-90.03	2160.81	0.0	1527.19	20987.18
1375	-115.81	1741.49	-87.51	2132.82	0.0	1529.05	10433.28
1376	-106.43	1788.02	-79.27	2137.88	0.0	1529.48	21060.56
1377	-98.72	1815.34	-78.96	2126.79	0.0	1528.0	16850.43
1378	-73.93	1823.12	-89.04	2119.57	0.0	1528.94	15767.11
1379	-79.27	1844.02	-86.06	2114.95	0.0	1530.42	20475.76
1380	-62.03	1857.45	-87.13	2105.54	0.0	1530.14	17445.47
1381	-57.6	1868.9	-94.83	2104.45	0.0	1528.93	17040.31
1382	-65.0	1857.45	-98.34	2093.43	0.0	1530.03	21675.8
1383	-34.56	1872.71	-89.57	2086.14	0.0	1531.17	19712.75
1384	-33.65	1847.69	-84.46	2081.69	0.0	1530.87	17439.74
1385	-21.51	1850.89	-93.61	2080.42	0.0	1529.09	21209.78
1386	-13.12	1828.16	-85.37	2067.12	0.0	1531.53	20236.94
1387	-10.15	1822.36	-81.25	2064.59	0.0	1532.01	17997.4
1388	-9.08	1801.3	-93.38	2062.61	0.0	1530.67	21038.14
1389	-0.76	1760.71	-94.99	2058.21	0.0	1530.56	18947.35
1390	0.76	1733.55	-84.23	2048.65	0.0	1534.5	17984.27
1391	7.48	1687.62	-95.67	2038.29	0.0	1532.8	18514.21
1392	30.14	1638.34	-96.44	2042.2	0.0	1532.56	16889.5
1393	13.89	1603.24	-94.15	2035.27	0.0	1533.05	16426.64
1394	27.92	1548.77	-84.84	2018.85	0.0	1536.38	20858.84
1395	23.96	1507.87	-90.94	2020.26	0.0	1536.68	13632.05
1396	32.04	1459.2	-94.38	2022.48	0.0	1533.39	12027.14
1397	43.95	1410.98	-82.4	2011.14	0.0	1536.82	18912.42
1398	41.35	1351.32	-79.35	2001.67	0.0	1539.68	13612.92
1399	67.44	1314.7	-87.89	2007.71	0.0	1535.29	11235.55
1400	58.44	1281.13	-83.85	1995.85	0.0	1534.39	12873.31
1401	85.22	1248.63	-67.06	1989.8	0.0	1536.93	13115.12
1402	102.54	1193.24	-69.43	1981.24	0.0	1537.43	4383.21
1403	104.52	1170.65	-72.71	1983.5	0.0	1533.04	13906.4
1404	118.41	1111.45	-49.06	1965.59	0.0	1534.37	6728.63
1405	126.72	1051.79	-38.53	1941.01	0.0	1539.83	1757.02
1406	141.98	1045.07	-51.12	1973.83	0.0	1531.33	15780.72
1407	145.26	952.45	-37.38	1948.37	0.0	1529.28	6265.18
1408	151.21	939.94	-33.87	1942.97	0.0	1532.92	4232.84
1409	134.58	862.12	-25.86	1913.57	0.0	1535.24	13419.46
1410	167.62	838.01	-17.47	1943.62	0.0	1530.4	3773.01
1411	146.1	768.74	-16.25	1909.73	0.0	1529.69	4124.95
1412	154.04	733.03	-12.74	1904.77	0.0	1533.22	13487.11
1413	145.26	673.37	-3.2	1883.46	0.0	1536.01	-3193.09
1414	155.11	635.83	-6.94	1908.67	0.0	1524.47	8675.21
1415	146.56	601.35	-8.77	1896.76	0.0	1528.96	11016.24
1416	138.24	538.64	-4.27	1857.27	0.0	1532.87	-2339.49
1417	149.38	506.29	1.45	1886.58	0.0	1527.76	8727.54
1418	132.52	474.09	-3.2	1883.0	0.0	1526.67	5367.81
1419	133.29	421.91	-2.29	1872.33	0.0	1527.43	4912.36
1420	119.25	393.68	4.43	1848.27	0.0	1533.19	6491.05
1421	117.42	363.62	2.29	1864.84	0.0	1529.4	3724.66
1422	117.57	326.84	-4.81	1890.06	0.0	1524.89	4002.78
1423	89.8	275.57	5.26	1772.6	0.0	1537.61	6400.88
1424	92.32	261.69	0.31	1883.56	0.0	1530.73	3561.63
1425	71.79	206.3	-8.32	1774.34	0.0	1515.97	4340.72
1426	75.91	196.99	-0.76	1883.75	0.0	1522.35	8962.14
1427	51.57	157.01	6.71	1763.94	0.0	1549.48	-843.13
1428	64.47	144.2	-3.43	1861.0	0.0	1516.54	9066.16
1429	32.2	118.71	-5.34	1854.61	0.0	1517.47	4326.27
1430	32.35	92.01	4.88	1677.49	0.0	1551.12	1574.46
1431	25.71	84.53	-1.68	1805.19	0.0	1541.43	2207.36
1432	17.85	68.05	-7.32	1932.76	0.0	1487.35	8648.24
1433	35.17	69.58	-3.28	1874.13	0.0	1527.62	716.97
1434	2.44	46.84	-3.74	1684.96	0.0	1538.94	4216.79
1435	22.2	48.52	2.21	2055.86	0.0	1537.21	6752.12
1436	19.15	37.38	-3.89	1873.83	0.0	1520.4	-656.42
1437	4.35	36.93	-0.92	2030.93	0.0	1483.12	6795.87
1438	6.18	21.97	-0.69	1492.11	0.0	1508.58	1985.31
1439	16.56	29.75	-1.22	2266.58	0.0	1506.8	-463.07
1440	-1.37	19.84	-0.53	2097.19	0.0	1419.83	7329.03
1441	3.59	16.63	-0.92	1399.02	0.0	1533.56	1894.47
1442	-0.23	14.65	-6.64	2007.1	0.0	1381.59	508.43
1443	4.73	23.8	-7.1	2405.83	0.0	1301.99	5251.42
1444	-0.84	9.77	-1.68	885.21	0.0	1518.62	-1624.11
1445	2.75	21.06	-0.23	2126.32	0.0	1521.94	7331.18
1446	-7.55	6.1	-1.75	-109.56	0.0	1404.39	4846.19
1447	18.62	21.21	-3.43	2574.4	0.0	1353.75	-445.25
1448	-14.5	5.34	-2.06	-117.43	0.0	1617.2	10155.38
1449	6.87	25.33	-1.45	1995.23	0.0	1489.47	1766.39
1450	2.9	11.9	-1.98	2462.91	0.0	1475.43	-938.22
1451	-6.64	24.11	-1.45	1817.02	0.0	1475.2	6049.6
1452	6.03	16.33	2.29	1845.19	0.0	1591.64	-798.56
1453	-8.85	16.17	-3.28	1716.26	0.0	1448.58	1780.24
1454	10.07	26.25	-5.42	2389.64	0.0	1414.91	4287.36
1455	-5.72	10.22	-0.61	1216.72	0.0	1480.19	1641.86
1456	2.59	27.47	-0.46	2165.97	0.0	1494.56	2943.34
1457	4.5	6.71	-9.69	1622.69	0.0	954.1	7466.32
1458	3.36	29.45	-5.65	2461.07	0.0	1352.2	2044.12
1459	-5.26	7.63	7.48	406.65	0.0	1868.4	-7776.72
1460	9.38	22.74	-5.11	2103.51	0.0	1379.82	5981.39
1461	-13.58	31.74	-7.32	2211.81	0.0	1333.84	-3719.66
1462	40.21	110.32	-4.96	2168.44	0.0	1413.42	12012.42
1463	61.19	64.7	-13.81	2319.79	0.0	1370.59	-4230.57
