Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-24.190491	-4.431006	-0.775944	12.249711	4.02277	21.564836	-9.501641	-1.371496	-14.051535
1	-23.851367	-4.640371	-0.922562	13.498992	4.449835	21.76958	-7.866809	-0.136295	-13.914452
2	-23.528413	-4.820304	-1.196473	15.038476	4.963192	21.949733	-6.087685	1.253625	-13.69672
3	-23.20072	-4.991911	-1.458964	16.812431	5.434405	21.857398	-4.63895	2.530874	-13.376306
4	-22.898214	-5.206665	-1.542768	18.84137	5.776387	21.257432	-3.873341	3.602888	-12.899502
5	-22.681612	-5.509775	-1.399143	21.212157	5.979456	20.133677	-4.018079	4.547048	-12.226222
6	-22.569431	-5.92971	-1.206138	23.934889	6.151778	18.830742	-4.974716	5.382711	-11.416205
7	-22.461875	-6.500339	-1.144135	26.808592	6.400422	17.712543	-6.373689	6.063239	-10.62294
8	-22.207283	-7.261103	-1.201791	29.557996	6.759366	16.915048	-7.947565	6.553611	-10.022758
9	-21.700915	-8.203271	-1.233204	31.961616	7.235058	16.393907	-9.56909	6.811215	-9.751733
10	-20.928358	-9.258319	-1.05219	33.887412	7.811547	16.007383	-11.192148	6.843605	-9.82696
11	-20.025149	-10.278347	-0.646803	35.428526	8.326384	15.609608	-12.767914	6.81315	-9.979211
12	-19.076872	-11.121829	-0.170578	36.606205	8.61062	15.297341	-14.245322	6.803698	-10.018154
13	-18.127814	-11.685497	0.153112	37.402825	8.619165	15.321879	-15.596471	6.825937	-9.944193
14	-17.203432	-11.940995	0.197447	37.833566	8.417293	15.820629	-16.815994	6.853337	-9.858454
15	-16.309381	-11.935737	0.018684	37.993588	8.07727	16.60531	-17.905407	6.868733	-9.761805
16	-15.410101	-11.743641	-0.241381	37.981197	7.629159	17.367067	-18.878299	6.880738	-9.565737
17	-14.454144	-11.415125	-0.470372	37.81421	7.116873	17.922428	-19.747675	6.862091	-9.245335
18	-13.398518	-11.006132	-0.586773	37.477637	6.625978	18.213146	-20.516657	6.769906	-8.86986
19	-12.201122	-10.560941	-0.557439	36.914065	6.240166	18.286608	-21.126804	6.613954	-8.612982
20	-10.878846	-10.124583	-0.413027	36.128234	5.971231	18.251611	-21.550257	6.428202	-8.568357
