Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-23.998395	-3.524397	-4.726816	15.535816	2.173138	19.558675	-11.042627	-0.148518	-5.821118
1	-24.117304	-3.518023	-5.236404	17.363638	1.960704	18.890416	-10.07141	0.676729	-4.984465
2	-24.417886	-3.616172	-5.771525	19.550217	1.733024	18.140126	-9.010687	1.734143	-4.136069
3	-24.916638	-3.885301	-6.298461	22.085408	1.541072	17.343435	-8.104017	2.961238	-3.315854
4	-25.592233	-4.369332	-6.778684	24.922962	1.470278	16.52103	-7.621927	4.199144	-2.561965
5	-26.3894	-5.057598	-7.192231	27.990455	1.572869	15.664037	-7.686518	5.303504	-1.881448
6	-27.238646	-5.942628	-7.49358	31.221134	1.893842	14.727548	-8.446809	6.114569	-1.275634
7	-28.029871	-6.926439	-7.66812	34.447003	2.344825	13.70246	-9.721348	6.633916	-0.718097
8	-28.652006	-7.933	-7.701473	37.486909	2.846801	12.618318	-11.391024	6.866856	-0.21626
9	-29.011213	-8.860798	-7.642044	40.14782	3.308513	11.587074	-13.252277	6.885077	0.206725
10	-29.092395	-9.639469	-7.568008	42.357099	3.682206	10.717928	-15.15321	6.772025	0.540142
11	-28.850996	-10.179235	-7.561744	43.995542	3.915672	10.146166	-16.978597	6.590128	0.764132
12	-28.354318	-10.50544	-7.64588	45.159069	4.019339	9.854311	-18.675781	6.407045	0.899419
13	-27.603232	-10.631787	-7.815298	45.840273	3.99018	9.82808	-20.201366	6.2613	0.946906
14	-26.619125	-10.618831	-8.020384	46.075014	3.843117	9.974447	-21.536636	6.179131	0.925097
15	-25.436446	-10.532248	-8.210915	45.921592	3.603214	10.184608	-22.688776	6.159779	0.863637
16	-24.043521	-10.424462	-8.343365	45.338244	3.300207	10.362539	-23.619964	6.190938	0.780107
17	-22.488598	-10.338352	-8.423605	44.398561	3.00444	10.468885	-24.351867	6.215541	0.685628
18	-20.776123	-10.29686	-8.465071	43.084937	2.775558	10.494638	-24.850981	6.17138	0.573956
19	-18.930005	-10.306644	-8.485881	41.422361	2.657231	10.453983	-25.083154	6.007232	0.414797
20	-16.985442	-10.354752	-8.492604	39.469954	2.651883	10.371095	-25.030133	5.712361	0.181425
21	-14.960757	-10.417453	-8.475635	37.232821	2.769067	10.280661	-24.594517	5.268282	-0.178185
22	-12.889192	-10.460053	-8.42643	34.802746	2.972538	10.236862	-23.805539	4.71993	-0.679611
23	-10.781631	-10.452581	-8.332583	32.218597	3.241834	10.299351	-22.629758	4.09197	-1.350069
24	-8.659213	-10.37194	-8.188758	29.549845	3.536849	10.51763	-21.081758	3.423079	-2.177835
25	-6.540717	-10.214117	-7.997427	26.861068	3.819158	10.89776	-19.210357	2.744187	-3.121487
26	-4.44165	-9.961704	-7.74251	24.22037	4.039356	11.450693	-16.997591	2.080769	-4.152881
27	-2.365173	-9.630156	-7.421075	21.673507	4.176392	12.109658	-14.536678	1.437712	-5.219885
28	-0.316446	-9.224106	-7.02038	19.267274	4.213939	12.830368	-11.860084	0.808151	-6.291944
29	1.699332	-8.766934	-6.541952	17.031996	4.163282	13.547277	-9.036951	0.173993	-7.331868
30	3.677728	-8.285727	-5.996875	14.973554	4.051582	14.201452	-6.143755	-0.478917	-8.305894
31	5.596592	-7.80469	-5.377041	13.15063	3.901532	14.696116	-3.2636	-1.163213	-9.149541
32	7.445824	-7.344664	-4.693396	11.56121	3.75084	14.987128	-0.475052	-1.868907	-9.839534
33	9.194395	-6.927831	-3.952982	10.259774	3.638512	15.027295	2.141692	-2.580021	-10.338078
34	10.806588	-6.577146	-3.185503	9.293763	3.609557	14.831711	4.502967	-3.266738	-10.642338
35	12.262156	-6.301426	-2.416641	8.684408	3.682424	14.45422	6.561978	-3.905144	-10.782221
36	13.496181	-6.126321	-1.679652	8.558597	3.890998	13.933939	8.197946	-4.465364	-10.769997
37	14.5135	-6.047068	-1.00655	8.900143	4.224561	13.366521	9.432391	-4.956079	-10.672863
38	15.283514	-6.075623	-0.431129	9.783852	4.69875	12.812368	10.213837	-5.374545	-10.530298
39	15.807902	-6.20427	0.035743	11.22682	5.315101	12.312065	10.543146	-5.718092	-10.394651
40	16.115868	-6.406396	0.412451	13.177707	6.058075	11.861893	10.480327	-5.988449	-10.299688
41	16.193976	-6.65779	0.720109	15.677363	6.93231	11.427275	10.038338	-6.178601	-10.271285
42	16.09886	-6.918047	1.008065	18.587132	7.89481	10.950105	9.370402	-6.318784	-10.293646
43	15.835214	-7.160358	1.309853	21.876493	8.921196	10.373372	8.557428	-6.429585	-10.354179
44	15.416538	-7.366741	1.646304	25.475253	9.97319	9.660272	7.696362	-6.53153	-10.435716
45	14.86257	-7.540109	2.003573	29.304904	11.020329	8.828268	6.853486	-6.628374	-10.527034
