Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-26.488806	-1.3247	-7.970798	13.823268	7.51013	22.432293	-4.26369	-2.878028	-12.669451
1	-26.329688	-1.45382	-8.756571	16.4036	7.599254	21.423108	-3.575036	-1.531962	-11.288945
2	-26.290994	-1.508872	-9.441854	19.25074	7.216096	20.133572	-3.275493	0.308391	-9.540115
3	-26.371167	-1.550632	-9.930521	22.284475	6.333859	18.564558	-3.72689	2.450175	-7.431169
4	-26.584803	-1.653247	-10.232889	25.403733	5.265017	17.016528	-4.908199	4.552484	-5.264223
5	-26.907683	-1.884132	-10.453362	28.484627	4.498126	15.882225	-6.534147	6.237405	-3.49063
6	-27.238091	-2.297346	-10.65552	31.400404	4.275994	15.213668	-8.365039	7.286115	-2.30773
7	-27.440751	-2.909932	-10.835571	34.024514	4.463087	14.715436	-10.291693	7.690054	-1.541447
8	-27.436448	-3.67256	-11.002868	36.251065	4.775932	14.100484	-12.22272	7.600495	-0.897886
9	-27.241704	-4.473053	-11.204562	38.031253	4.996248	13.316258	-14.044486	7.263923	-0.20471
10	-26.924665	-5.165675	-11.478832	39.372058	5.040107	12.543947	-15.681947	6.899733	0.523679
11	-26.507501	-5.611088	-11.816666	40.288005	4.930201	12.05318	-17.118811	6.614127	1.155981
12	-25.886734	-5.713991	-12.183145	40.741145	4.707068	12.04049	-18.352801	6.435582	1.553373
13	-24.937897	-5.543982	-12.542032	40.743138	4.396595	12.439123	-19.403252	6.342559	1.717848
14	-23.594843	-5.227697	-12.860049	40.300108	4.026415	13.087672	-20.256893	6.28799	1.707101
15	-21.88503	-4.867336	-13.108255	39.450152	3.661947	13.821153	-20.886221	6.20385	1.547132
16	-19.910293	-4.514896	-13.254998	38.280764	3.363929	14.494902	-21.281503	6.032686	1.245124
17	-17.783834	-4.217615	-13.247117	36.894714	3.146959	14.96266	-21.443522	5.742297	0.848745
