hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.159711	0.267800	-24.380033	9.461806	17.274565	36.071506	6.131252	-8.486029	-22.065331	-2.230380	0.758417	-25.121468	7.777533	16.528375	36.557317	7.161789	-8.122362	-21.900207	-0.591203	1.378626	-25.098055	9.703697	17.155351	39.493634	6.121445	-7.421478	-24.007259	-2.821254	0.206464	-26.438345	7.996028	16.357518	38.199262	7.496114	-7.336645	-22.974767	-2.014911	0.855240	-23.145513	7.602308	15.587454	38.726232	6.527143	-7.789185	-24.000203	-1.502819	0.982215	-22.759008	8.590443	16.572979	37.083699	6.481680	-7.941879	-22.853584	-2.572896	0.250844	-25.512912	7.702296	14.335126	38.695494	7.493554	-6.024882	-24.068431	-2.482786	0.282603	-24.382567	8.103478	15.233997	39.798904	7.804011	-6.137908	-24.132860	-0.331397	-0.396814	-25.656333	9.481331	15.746884	39.734473	4.865745	-8.021989	-23.253233	-1.645377	-0.820281	-27.054712	7.854682	15.845313	40.219862	7.596048	-7.104615	-23.075961	-1.305049	1.372011	-24.217590	9.444049	15.816179	40.773643	6.024053	-7.746729	-24.734197	-3.166572	-1.971647	-25.476912	6.447172	15.779045	33.751182	7.654864	-8.547883	-20.224298	-3.211787	-0.456688	-24.449935	7.197898	16.473837	37.617495	7.954769	-7.630736	-22.925334	-2.072662	1.292494	-23.156563	7.679355	15.255180	37.177034	7.143713	-7.613302	-23.169696	-1.617665	0.825260	-24.543442	8.370687	16.549081	36.960156	6.643561	-8.404050	-22.469642	-2.347301	-0.361126	-26.226708	8.280287	15.825715	40.204774	6.908481	-7.354941	-24.119900	-2.706546	0.426812	-22.928116	7.315549	15.208072	37.999870	7.121477	-7.326096	-23.464840	-1.695072	0.410056	-23.069315	8.512866	16.687631	36.869773	7.203294	-9.127541	-22.692733	-3.733761	0.208977	-24.929876	7.368226	14.746173	40.897976	8.712652	-6.308324	-25.264815	-3.286076	-0.801874	-25.301807	7.211476	15.870399	37.309947	7.696689	-8.720815	-22.752660	-2.713190	0.198602	-22.501000	7.267500	15.252986	38.342657	7.554738	-7.328536	-23.669123
	-1.194832	0.967955	-22.439936	8.861329	17.027776	34.173774	5.531104	-8.562986	-21.706299	-2.294781	1.546161	-22.968555	7.317312	16.394989	34.456900	6.707950	-8.332897	-21.618151	-0.589796	1.941406	-23.077511	9.091570	17.147504	37.576603	5.800986	-7.456271	-23.931691	-2.891200	0.808948	-24.371451	7.494038	16.289434	36.140002	7.060893	-7.550351	-22.892139	-1.938416	1.509534	-21.129746	7.413357	15.900687	36.609768	5.778117	-8.671917	-23.564681	-1.457190	1.408230	-20.813446	7.952713	16.489376	35.146078	5.838127	-8.108437	-22.630190	-2.621783	0.909174	-23.423546	7.398227	14.486892	36.304892	7.098818	-6.677793	-23.566356	-2.502542	0.932441	-22.293214	7.826159	15.389785	37.661432	7.287871	-6.660593	-23.919527	-0.449509	0.300556	-23.788402	9.284004	16.084019	37.611718	4.454980	-8.731818	-23.009903	-1.685692	-0.209298	-25.160588	7.667203	16.170034	38.188887	7.283219	-7.841322	-22.986997	-1.261561	1.858340	-22.257234	8.949909	15.863756	38.898238	5.552823	-7.907555	-24.643809	-3.127935	-1.163570	-23.369999	5.841536	15.582145	31.635139	7.395072	-8.618173	-19.829400	-3.232931	0.172128	-22.442735	6.993240	16.639389	35.405640	7.493878	-8.297380	-22.483528	-1.968932	1.850680	-21.142210	7.144597	15.209307	35.205321	6.688079	-7.833867	-22.934295	-1.688033	1.504429	-22.510100	7.910524	16.516806	34.871491	6.081268	-8.804214	-22.113841	-2.429263	0.370718	-24.285213	8.054572	15.984827	38.156505	6.496419	-8.057894	-23.776462	-2.763566	0.931665	-21.082032	7.140952	15.589239	35.884894	6.797966	-8.012613	-23.113920	-1.707389	1.002509	-21.027749	7.947123	16.559904	34.801784	6.694179	-9.144808	-22.365875	-3.724182	0.765638	-22.866500	7.076069	15.058554	38.600557	8.132671	-7.094818	-24.793379	-3.310844	-0.247662	-23.279908	6.917916	16.080737	35.068501	7.186163	-9.494270	-22.110857	-2.679513	0.690639	-20.520454	7.123575	15.571054	36.202281	6.996704	-8.054867	-23.189765
	-1.185342	1.697431	-20.468934	8.299100	16.809009	32.163496	4.876009	-8.704325	-20.999791	-2.314895	2.382177	-20.770556	6.894771	16.284397	32.196084	6.190081	-8.616244	-20.974171	-0.588370	2.557009	-20.994297	8.526504	17.102874	35.449905	5.361552	-7.506644	-23.528768	-2.921329	1.437696	-22.232674	7.055018	16.235065	33.858107	6.559660	-7.831253	-22.453202	-1.844764	2.163090	-19.083081	7.220278	16.199462	34.375479	4.947081	-9.548663	-22.789496	-1.371452	1.806353	-18.797011	7.385064	16.474810	33.011695	5.123043	-8.311237	-21.993880	-2.623025	1.571965	-21.276335	7.078198	14.628370	33.797043	6.642863	-7.325077	-22.755764	-2.480407	1.572166	-20.142594	7.561774	15.551723	35.337789	6.704861	-7.219723	-23.314670	-0.503894	0.976935	-21.807835	8.975886	16.406432	35.353035	3.985461	-9.336046	-22.432550	-1.702386	0.413086	-23.183285	7.447453	16.418927	35.985253	6.887590	-8.485009	-22.666541	-1.229001	2.380154	-20.220571	8.508324	15.870826	36.778331	4.970951	-8.141453	-24.141965	-3.015101	-0.348241	-21.191973	5.275641	15.423249	29.399197	7.085869	-8.723920	-19.075584	-3.222178	0.892052	-20.395477	6.769272	16.738637	33.085924	6.935636	-8.969540	-21.749311	-1.818571	2.418607	-19.070136	6.676276	15.217297	33.021315	6.146413	-8.135907	-22.305948	-1.709531	2.169155	-20.417663	7.414504	16.449034	32.641444	5.427642	-9.112073	-21.394688	-2.473051	1.130804	-22.276107	7.845492	16.132739	35.929156	5.966418	-8.785100	-23.085547	-2.792737	1.480651	-19.192442	6.999304	15.964766	33.602076	6.372937	-8.739797	-22.392597	-1.685295	1.638893	-18.952517	7.452471	16.473615	32.581508	6.117601	-9.266573	-21.674702	-3.662835	1.268387	-20.750140	6.823384	15.440724	36.155880	7.476412	-7.923693	-23.979938	-3.289526	0.333581	-21.226379	6.597720	16.243215	32.755787	6.588533	-10.243809	-21.161734	-2.628889	1.198244	-18.522180	6.993731	15.868961	33.945453	6.338823	-8.795449	-22.351764
	-1.114365	2.435938	-18.509785	7.770534	16.652585	30.112722	4.205166	-8.918555	-19.939957	-2.259853	3.226736	-18.578023	6.502990	16.252135	29.852817	5.619664	-8.983959	-19.942652	-0.574402	3.204485	-18.895640	8.016882	17.068881	33.186909	4.817455	-7.591045	-22.756892	-2.892721	2.088664	-20.057279	6.659333	16.231089	31.439592	6.017046	-8.195791	-21.653183	-1.727551	2.813491	-17.047173	7.013187	16.494742	32.106769	4.071713	-10.412631	-21.676295	-1.254812	2.181197	-16.758300	6.875394	16.539892	30.788424	4.371070	-8.559990	-21.023086	-2.553606	2.230611	-19.102234	6.721645	14.773381	31.245355	6.132913	-7.957135	-21.570680	-2.417642	2.196262	-17.977702	7.296186	15.736481	32.940509	6.078022	-7.802891	-22.386404	-0.498340	1.616139	-19.767518	8.580921	16.717757	33.058662	3.476270	-9.846366	-21.581111	-1.674873	1.049517	-21.129025	7.168677	16.585920	33.654040	6.421917	-9.003019	-22.027401	-1.193320	2.932964	-18.156871	8.110217	15.886862	34.517215	4.307899	-8.468585	-23.271982	-2.822556	0.457735	-18.978679	4.770306	15.351878	27.119978	6.708541	-8.914861	-17.962018	-3.148483	1.694192	-18.343628	6.509388	16.787736	30.722274	6.286723	-9.645573	-20.642880	-1.627042	2.991771	-16.983240	6.256609	15.292924	30.737794	5.548993	-8.517665	-21.352051	-1.680471	2.808696	-18.307511	6.907491	16.401193	30.354663	4.724184	-9.374741	-20.375423	-2.466048	1.893284	-20.234459	7.622195	16.270637	33.611954	5.328211	-9.488237	-22.058362	-2.780327	2.076746	-17.292132	6.847552	16.316263	31.250618	5.858585	-9.477247	-21.323551	-1.602969	2.321840	-16.882107	7.009480	16.458686	30.279532	5.490114	-9.509522	-20.549613	-3.541305	1.711891	-18.606463	6.605757	15.911688	33.620629	6.742887	-8.795220	-22.765366	-3.202827	0.939692	-19.171238	6.248419	16.381302	30.434005	5.902475	-10.969391	-19.849309	-2.554593	1.727768	-16.545611	6.857042	16.147382	31.655799	5.600969	-9.536721	-21.184972
	-0.973393	3.161842	-16.587929	7.269436	16.581504	28.087751	3.554531	-9.202183	-18.560574	-2.114035	4.045657	-16.429700	6.131717	16.337020	27.504743	5.012002	-9.439390	-18.544592	-0.535573	3.861170	-16.822570	7.561033	17.091509	30.869597	4.197572	-7.726827	-21.618168	-2.777650	2.751845	-17.877239	6.290361	16.325645	28.970657	5.451433	-8.672067	-20.467433	-1.579461	3.463519	-15.051393	6.788049	16.798709	29.873370	3.189865	-11.267128	-20.254209	-1.099730	2.534815	-14.730056	6.431427	16.722904	28.544551	3.606194	-8.884834	-19.666245	-2.417110	2.874386	-16.940400	6.336697	14.953150	28.731290	5.595221	-8.592699	-20.086201	-2.295761	2.796031	-15.831451	7.019848	15.974689	30.545307	5.405431	-8.412063	-21.073729	-0.414372	2.187368	-17.694689	8.110673	17.044798	30.791230	2.928302	-10.272798	-20.395455	-1.600909	1.696300	-19.035445	6.844159	16.718071	31.278324	5.911521	-9.442951	-21.097168	-1.138302	3.520127	-16.098907	7.751790	15.960425	32.175210	3.581502	-8.919339	-21.992594	-2.552454	1.239985	-16.762400	4.332511	15.403498	24.867659	6.258689	-9.224009	-16.524324	-3.007140	2.533645	-16.320260	6.219100	16.826518	28.393127	5.586134	-10.322899	-19.229740	-1.378425	3.562197	-14.909269	5.883277	15.476294	28.425949	4.910770	-8.995695	-20.010584	-1.580273	3.413287	-16.208853	6.409955	16.437922	28.069188	3.994030	-9.635725	-18.996705	-2.401318	2.641330	-18.195723	7.370058	16.406103	31.288636	4.607362	-10.139479	-20.732903	-2.707082	2.721510	-15.409959	6.648191	16.624877	28.932338	5.263641	-10.199053	-19.925799	-1.458439	3.033577	-14.848968	6.578177	16.504422	28.001888	4.847665	-9.830289	-19.096485	-3.371123	2.118433	-16.466531	6.400345	16.447404	31.089630	5.956883	-9.688842	-21.250404	-3.057964	1.563491	-17.142886	5.885744	16.533456	28.162350	5.156415	-11.691317	-18.257675	-2.442059	2.285665	-14.633771	6.692884	16.406993	29.421792	4.806140	-10.262893	-19.711977
	-0.757759	3.856811	-14.716990	6.794663	16.618476	26.151721	2.958340	-9.558292	-16.896982	-1.868396	4.814143	-14.354640	5.771058	16.569974	25.229390	4.393443	-9.984988	-16.812039	-0.455990	4.512934	-14.806516	7.146755	17.213685	28.583349	3.549847	-7.933032	-20.126660	-2.570224	3.416736	-15.716189	5.929425	16.539483	26.530845	4.880852	-9.260637	-18.946141	-1.388413	4.117053	-13.116429	6.545499	17.126148	27.737388	2.336348	-12.123140	-18.548108	-0.911721	2.881347	-12.732934	6.030712	17.006184	26.349186	2.861194	-9.285778	-18.038042	-2.199605	3.496924	-14.821195	5.930466	15.213657	26.326704	5.044662	-9.267249	-18.282591	-2.120722	3.377056	-13.721735	6.730738	16.274908	28.217179	4.713483	-9.047918	-19.484120	-0.271219	2.693734	-15.628248	7.612568	17.410621	28.593995	2.362895	-10.669159	-18.960618	-1.466642	2.350189	-16.930541	6.476193	16.850230	28.917361	5.357498	-9.835039	-19.826485	-1.048538	4.136469	-14.075693	7.414065	16.123183	29.835039	2.838428	-9.483243	-20.365300	-2.208985	1.986891	-14.569341	3.958206	15.603831	22.708595	5.748734	-9.672771	-14.790173	-2.778914	3.381333	-14.354306	5.904317	16.892213	26.171738	4.852505	-11.006194	-17.490116	-1.080185	4.125782	-12.861645	5.532561	15.753423	26.160808	4.268791	-9.541296	-18.386473	-1.420571	3.996795	-14.142000	5.932821	16.577041	25.840566	3.272188	-9.941771	-17.357735	-2.270798	3.365898	-16.186945	7.085869	16.561724	29.032102	3.839223	-10.739889	-19.136173	-2.566369	3.406005	-13.558733	6.394250	16.898222	26.710956	4.609964	-10.908411	-18.267980	-1.234062	3.764676	-12.881494	6.143754	16.626610	25.832377	4.216497	-10.228291	-17.308991	-3.142210	2.506350	-14.349598	6.184568	17.030101	28.648704	5.129731	-10.586448	-19.438993	-2.844030	2.212779	-15.164227	5.521865	16.734506	25.996951	4.361297	-12.436223	-16.374699	-2.284231	2.870550	-12.801071	6.495267	16.657163	27.299838	3.991016	-10.974800	-17.999004
	-0.473203	4.512529	-12.894473	6.349654	16.774460	24.339605	2.433016	-9.993664	-15.001771	-1.529791	5.527652	-12.354602	5.410951	16.944318	23.081229	3.792621	-10.605536	-14.808680	-0.324208	5.161222	-12.856717	6.751494	17.451057	26.393015	2.930918	-8.217823	-18.337628	-2.254761	4.080713	-13.594899	5.555894	16.898359	24.200759	4.326248	-9.968870	-17.090150	-1.144678	4.775471	-11.245903	6.291757	17.486588	25.730978	1.528625	-12.993635	-16.602196	-0.678069	3.235648	-10.788147	5.672287	17.410978	24.274095	2.172806	-9.804839	-16.121093	-1.913712	4.109878	-12.753187	5.515702	15.568824	24.062213	4.497340	-10.009620	-16.234577	-1.873491	3.941735	-11.669789	6.425348	16.671113	26.034081	4.028548	-9.741692	-17.594372	-0.065070	3.121642	-13.600645	7.113696	17.844263	26.532279	1.799891	-11.072608	-17.243644	-1.276202	3.004779	-14.844170	6.082742	17.014267	26.626591	4.779598	-10.229261	-18.275501	-0.905597	4.778948	-12.109153	7.083371	16.401813	27.557712	2.117885	-10.159516	-18.403411	-1.804698	2.696206	-12.417863	3.633985	15.951679	20.683411	5.202898	-10.259981	-12.804772	-2.472259	4.210804	-12.448538	5.582374	17.015647	24.090739	4.116467	-11.708926	-15.503860	-0.716878	4.683660	-10.853832	5.194823	16.148387	24.019430	3.658176	-10.166439	-16.449685	-1.185263	4.569871	-12.133365	5.486506	16.864340	23.738677	2.594087	-10.351136	-15.436689	-2.072074	4.069975	-14.217610	6.771653	16.757830	26.886290	3.065265	-11.312686	-17.306738	-2.339051	4.126591	-11.750180	6.083357	17.155932	24.644464	3.910608	-11.630964	-16.356849	-0.937079	4.498487	-10.979784	5.707381	16.829580	23.803849	3.615341	-10.701234	-15.272182	-2.858398	2.906445	-12.260427	5.939566	17.621233	26.348448	4.291109	-11.474548	-17.415103	-2.568806	2.892697	-13.235108	5.168585	16.999889	23.951592	3.544760	-13.228092	-14.265912	-2.067386	3.486748	-11.054376	6.263546	16.916120	25.346138	3.189102	-11.693940	-16.052520
	-0.123666	5.119166	-11.109268	5.945622	17.073976	22.675996	1.986373	-10.533309	-12.902442	-1.103663	6.184176	-10.422331	5.047275	17.449381	21.110456	3.235044	-11.291413	-12.576604	-0.124043	5.813106	-10.975742	6.355920	17.817477	24.354948	2.395013	-8.599274	-16.285647	-1.849024	4.743725	-11.514277	5.160371	17.379785	22.011595	3.801575	-10.772167	-14.984798	-0.835983	5.437298	-9.444451	6.037377	17.886873	23.883895	0.777711	-13.893340	-14.440414	-0.403950	3.611448	-8.883713	5.342522	17.908015	22.325139	1.543358	-10.440874	-14.011866	-1.555150	4.728078	-10.746104	5.102606	16.042206	21.985268	3.957673	-10.861946	-13.948331	-1.566599	4.501969	-9.663890	6.109295	17.149447	24.000449	3.368342	-10.503352	-15.500744	0.180694	3.500812	-11.615902	6.633071	18.335257	24.605044	1.260867	-11.512884	-15.322583	-1.020556	3.660575	-12.793423	5.677929	17.244174	24.464222	4.198967	-10.679022	-16.432538	-0.697002	5.437640	-10.208512	6.750364	16.803058	25.389992	1.446005	-10.939611	-16.157590	-1.350504	3.366983	-10.331472	3.355253	16.454803	18.832141	4.644635	-10.999503	-10.592193	-2.080150	5.003887	-10.608386	5.265133	17.230958	22.197342	3.402779	-12.453867	-13.275345	-0.300731	5.242493	-8.877404	4.862393	16.637265	22.011551	3.095055	-10.859120	-14.294869	-0.888906	5.146373	-10.175165	5.065106	17.274773	21.766076	1.970598	-10.870126	-13.320884	-1.796612	4.763860	-12.288783	6.427252	17.014152	24.887048	2.324833	-11.894206	-15.258554	-2.031833	4.869747	-9.979419	5.734933	17.430486	22.726299	3.186361	-12.398756	-14.248502	-0.560930	5.221321	-9.150412	5.280865	17.143948	21.957377	3.059884	-11.282964	-12.991400	-2.510308	3.351189	-10.203524	5.653213	18.196341	24.244080	3.464065	-12.361115	-15.184603	-2.223357	3.611709	-11.358343	4.836551	17.351085	22.054450	2.720728	-14.095541	-11.928327	-1.795476	4.130763	-9.365736	6.012458	17.203842	23.550566	2.418471	-12.450662	-13.923729
	0.276520	5.673374	-9.342419	5.592249	17.527016	21.150582	1.604189	-11.196206	-10.635606	-0.609692	6.785990	-8.539165	4.688160	18.066498	19.324024	2.725465	-12.039273	-10.171565	0.149034	6.468679	-9.149631	5.954750	18.311457	22.481072	1.961051	-9.091965	-14.021958	-1.351393	5.398457	-9.477020	4.742026	17.995989	20.022168	3.320352	-11.681986	-12.633977	-0.465115	6.098399	-7.707918	5.795422	18.323474	22.197523	0.076483	-14.827393	-12.106483	-0.076494	4.031012	-7.016437	5.048063	18.511630	20.549653	0.984536	-11.243151	-11.703562	-1.135439	5.361589	-8.787830	4.703035	16.625741	20.089081	3.418747	-11.838677	-11.481826	-1.189094	5.067643	-7.706819	5.787201	17.721382	22.175246	2.746759	-11.367171	-13.195741	0.462462	3.847511	-9.680552	6.192154	18.893395	22.858804	0.773607	-12.035805	-13.167919	-0.708162	4.324367	-10.778067	5.279932	17.557141	22.449592	3.636932	-11.230385	-14.353802	-0.416907	6.102638	-8.373763	6.416570	17.324718	23.360327	0.826780	-11.820900	-13.669726	-0.865856	4.002232	-8.323360	3.119116	17.099578	17.160528	4.090113	-11.886955	-8.196607	-1.621371	5.755499	-8.816884	4.962883	17.544910	20.484402	2.726020	-13.255846	-10.859375	0.178290	5.807399	-6.932575	4.541212	17.239086	20.190165	2.597873	-11.640513	-11.907248	-0.518776	5.733897	-8.270215	4.679624	17.841952	19.966151	1.425216	-11.551942	-10.990263	-1.445606	5.458584	-10.392654	6.059922	17.343317	23.034618	1.637932	-12.524805	-13.022950	-1.631509	5.623899	-8.247117	5.364801	17.773240	20.977553	2.444868	-13.268759	-11.927287	-0.124525	5.923190	-7.375270	4.879046	17.575887	20.279022	2.545735	-11.986147	-10.524682	-2.107037	3.860241	-8.172791	5.336295	18.746789	22.328267	2.664662	-13.274552	-12.790081	-1.815597	4.362300	-9.519791	4.531507	17.784729	20.292694	1.896814	-15.043639	-9.410738	-1.457526	4.804195	-7.718539	5.755334	17.555429	21.936703	1.696473	-13.294827	-11.599531
	0.714331	6.167250	-7.580681	5.309394	18.156110	19.761361	1.264139	-12.010936	-8.217514	-0.068915	7.323233	-6.692465	4.354618	18.793817	17.736923	2.253419	-12.857865	-7.626908	0.499864	7.115927	-7.360621	5.558392	18.948925	20.781511	1.630976	-9.730559	-11.567010	-0.798102	6.034866	-7.465869	4.320259	18.715438	18.209801	2.866214	-12.681092	-10.117609	-0.037361	6.753412	-6.036503	5.581774	18.791959	20.685587	-0.588397	-15.793121	-9.626905	0.291360	4.494239	-5.166433	4.784850	19.184326	18.917195	0.468015	-12.176155	-9.264610	-0.655793	6.009312	-6.869439	4.332247	17.326467	18.387798	2.866977	-12.960368	-8.849716	-0.763427	5.644572	-5.779797	5.471669	18.353419	20.522517	2.147694	-12.318116	-10.756067	0.763218	4.193762	-7.772305	5.796961	19.500968	21.255341	0.332527	-12.653121	-10.842995	-0.339993	5.002860	-8.799936	4.904618	17.977603	20.610683	3.104530	-11.933883	-12.046723	-0.063765	6.765395	-6.598553	6.090345	17.954436	21.496794	0.248553	-12.798813	-10.978746	-0.375822	4.597118	-6.411068	2.934028	17.870793	15.689389	3.540087	-12.914921	-5.651004	-1.107411	6.456738	-7.063654	4.687646	17.970130	18.967246	2.091266	-14.131304	-8.271739	0.699862	6.377881	-5.003120	4.238240	17.925688	18.520235	2.141409	-12.495067	-9.364297	-0.097007	6.327849	-6.393957	4.332579	18.534863	18.302007	0.936353	-12.376223	-8.508734	-1.015856	6.158550	-8.523647	5.682749	17.771329	21.332558	1.014819	-13.251027	-10.609205	-1.159706	6.371620	-6.537345	4.996117	18.208867	19.356422	1.694884	-14.254859	-9.442563	0.358731	6.593763	-5.645624	4.522160	18.142238	18.777417	2.061834	-12.829759	-7.892168	-1.652965	4.452921	-6.167220	5.005945	19.272123	20.613039	1.899759	-14.250443	-10.238486	-1.345936	5.135338	-7.713178	4.263177	18.300962	18.676874	1.072692	-16.074907	-6.729135	-1.067487	5.494848	-6.086966	5.507875	17.978645	20.463399	1.013646	-14.236964	-9.131011
	1.170253	6.605699	-5.819070	5.102935	18.935168	18.491184	0.934105	-12.955947	-5.686894	0.486882	7.794593	-4.873401	4.068146	19.608054	16.331932	1.788258	-13.736032	-4.990996	0.912172	7.735964	-5.583606	5.188616	19.720797	19.232246	1.369310	-10.520297	-8.962603	-0.213765	6.630839	-5.475716	3.926580	19.546738	16.611369	2.410927	-13.787971	-7.450669	0.427680	7.397550	-4.419484	5.406691	19.278053	19.333239	-1.236659	-16.766850	-7.043994	0.696344	5.013419	-3.329401	4.570701	19.899739	17.468744	-0.024210	-13.231547	-6.701510	-0.133294	6.657955	-4.973931	4.004619	18.117665	16.860045	2.281403	-14.193031	-6.098571	-0.295226	6.240659	-3.884748	5.187000	19.032865	19.081058	1.549136	-13.369578	-8.191938	1.073496	4.568089	-5.881362	5.479807	20.162765	19.818110	-0.068422	-13.407187	-8.334832	0.069873	5.697240	-6.853120	4.563907	18.505846	18.938373	2.592858	-12.799868	-9.560032	0.347731	7.419948	-4.866577	5.781318	18.656137	19.798333	-0.311855	-13.846573	-8.144869	0.090645	5.152680	-4.592503	2.805107	18.714058	14.411495	2.980636	-14.025627	-3.020436	-0.564777	7.109898	-5.333051	4.446682	18.482710	17.625464	1.478825	-15.066696	-5.563857	1.254758	6.952135	-3.084354	3.975421	18.704757	17.032885	1.703443	-13.440642	-6.665182	0.369315	6.918710	-4.536801	4.051199	19.369352	16.799393	0.490465	-13.366880	-5.873096	-0.522239	6.858220	-6.671502	5.315403	18.307701	19.756836	0.441273	-14.091314	-8.050899	-0.613466	7.095928	-4.839537	4.648305	18.776786	17.873605	0.935554	-15.385800	-6.784418	0.861849	7.233308	-3.948827	4.226129	18.820482	17.430579	1.579694	-13.788041	-5.146111	-1.167141	5.125222	-4.187065	4.690497	19.779483	19.069245	1.154748	-15.299714	-7.566704	-0.831783	5.911489	-5.929354	4.035090	18.869600	17.197140	0.244084	-17.154129	-3.937197	-0.622073	6.195576	-4.463493	5.290126	18.491538	19.149847	0.360990	-15.298770	-6.522967
	1.620620	6.993249	-4.066028	4.986009	19.816527	17.355299	0.581979	-13.979468	-3.075931	1.022065	8.191142	-3.092918	3.862241	20.480598	15.121917	1.287368	-14.648727	-2.304751	1.367717	8.300791	-3.800935	4.883007	20.618980	17.834255	1.131333	-11.464169	-6.233669	0.359432	7.180747	-3.503636	3.588453	20.446012	15.186418	1.917038	-14.968636	-4.702808	0.907591	8.023153	-2.856272	5.286120	19.752754	18.152320	-1.884320	-17.692302	-4.385209	1.112027	5.572263	-1.505820	4.408421	20.599645	16.175489	-0.524129	-14.324049	-4.079978	0.414374	7.292766	-3.096357	3.738728	18.961163	15.508758	1.635412	-15.474770	-3.268359	0.187960	6.852488	-2.020074	4.948332	19.718262	17.802236	0.926499	-14.478146	-5.563849	1.377443	4.979684	-4.001927	5.243790	20.858626	18.504355	-0.462200	-14.262069	-5.712087	0.506857	6.404537	-4.938242	4.272468	19.138271	17.438941	2.082859	-13.824431	-6.925754	0.803123	8.058572	-3.172897	5.511753	19.395974	18.292461	-0.876401	-14.938813	-5.209275	0.497133	5.667508	-2.880785	2.752477	19.562690	13.355210	2.390038	-15.138500	-0.373878	-0.018525	7.716380	-3.620803	4.251126	19.050007	16.461280	0.860070	-16.032475	-2.779072	1.813168	7.524960	-1.178207	3.762104	19.533736	15.687524	1.248836	-14.446399	-3.875899	0.847211	7.495475	-2.690213	3.838655	20.286140	15.424006	0.046967	-14.454104	-3.153884	0.019409	7.543427	-4.828355	4.984030	18.966198	18.304367	-0.104422	-15.058055	-5.367677	-0.021843	7.793438	-3.141001	4.329475	19.438644	16.498957	0.164444	-16.598872	-4.016574	1.359499	7.848003	-2.284591	4.012488	19.583770	16.237433	1.068879	-14.830388	-2.324059	-0.666968	5.871333	-2.244763	4.419239	20.270392	17.687795	0.405137	-16.404713	-4.800091	-0.291871	6.671481	-4.165896	3.855012	19.455966	15.862896	-0.596588	-18.232950	-1.082047	-0.142786	6.896797	-2.847866	5.111225	19.055179	17.968002	-0.291032	-16.421761	-3.843418
