Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-23.940159	1.023471	-14.315577	22.205303	3.678149	13.707061	-7.881889	-4.741467	-6.529776
1	-24.246778	0.756263	-13.460534	24.728771	3.525382	12.635412	-6.793329	-3.218208	-6.043532
2	-24.769635	0.394037	-12.411342	27.732347	3.312973	11.336569	-6.320894	-1.728998	-5.591431
3	-25.493009	-0.098944	-11.152817	31.175379	3.044936	9.829415	-6.657786	-0.371527	-5.176373
4	-26.300672	-0.700502	-9.756115	34.836681	2.748857	8.213364	-7.649415	0.819762	-4.771024
5	-27.066419	-1.379717	-8.288283	38.508438	2.438712	6.577162	-9.209075	1.795407	-4.341256
6	-27.673478	-2.068244	-6.843452	41.977784	2.12197	5.016944	-11.117694	2.560947	-3.856728
7	-28.026143	-2.691054	-5.516504	45.058514	1.802713	3.629948	-13.199961	3.116467	-3.293802
8	-28.078478	-3.185546	-4.386491	47.63726	1.493973	2.504881	-15.313099	3.475272	-2.656376
9	-27.8378	-3.519093	-3.5036	49.691221	1.221929	1.70996	-17.354623	3.671612	-1.984449
10	-27.29741	-3.664049	-2.932654	51.180867	1.022912	1.343785	-19.255059	3.729371	-1.33735
11	-26.518091	-3.652104	-2.655561	52.205891	0.909221	1.391337	-21.002034	3.704568	-0.7693
12	-25.489376	-3.494694	-2.705288	52.74024	0.893603	1.900832	-22.558323	3.628122	-0.332457
13	-24.280876	-3.264002	-2.979014	52.914888	0.932696	2.716381	-23.954395	3.54239	-0.000419
14	-22.890422	-3.005841	-3.437748	52.703183	0.98768	3.756817	-25.148976	3.475528	0.242799
15	-21.385197	-2.768535	-3.962127	52.218022	1.021372	4.845818	-26.17055	3.434781	0.445434
16	-19.78218	-2.587018	-4.473592	51.45739	1.018607	5.86134	-26.97164	3.420265	0.615271
17	-18.121721	-2.464157	-4.91682	50.489405	0.994899	6.739356	-27.555244	3.418193	0.749323
18	-16.429242	-2.397997	-5.247828	49.336285	0.972799	7.434541	-27.873509	3.413332	0.821545
19	-14.730253	-2.371212	-5.458117	48.04346	0.974188	7.956431	-27.913185	3.388994	0.810469
20	-13.042212	-2.364485	-5.552696	46.646639	1.006706	8.323058	-27.655184	3.328415	0.705624
21	-11.376662	-2.358871	-5.54399	45.177161	1.062	8.555324	-27.088176	3.221266	0.51343
22	-9.739075	-2.33981	-5.453179	43.669354	1.128434	8.689126	-26.237488	3.071286	0.250913
23	-8.133982	-2.296768	-5.285984	42.145147	1.201836	8.745788	-25.085625	2.88397	-0.080886
24	-6.552558	-2.229806	-5.065505	40.624212	1.281794	8.76526	-23.688768	2.678581	-0.467972
25	-4.990177	-2.136565	-4.792139	39.121116	1.37716	8.773013	-22.022365	2.470375	-0.919648
26	-3.438176	-2.027362	-4.476248	37.642056	1.494832	8.788064	-20.156499	2.273654	-1.426844
27	-1.900597	-1.906091	-4.100554	36.204357	1.6526	8.815888	-18.077627	2.105446	-2.008882
28	-0.381187	-1.779305	-3.667509	34.810626	1.852851	8.850685	-15.848476	1.967402	-2.657891
29	1.109021	-1.650218	-3.156418	33.477014	2.106474	8.879195	-13.483367	1.859698	-3.381363
30	2.566544	-1.52058	-2.556809	32.206876	2.405563	8.877845	-11.032878	1.77015	-4.160363
31	3.983669	-1.389527	-1.844191	31.016794	2.743809	8.813358	-8.536303	1.689168	-4.967537
32	5.356781	-1.256278	-1.019525	29.918452	3.107174	8.664942	-6.039022	1.608794	-5.75094
33	6.680477	-1.122961	-0.105643	28.92878	3.479877	8.424845	-3.587629	1.525611	-6.442974
34	7.943668	-0.998923	0.856765	28.077335	3.849888	8.098134	-1.234348	1.438117	-6.98196
35	9.139014	-0.901961	1.802035	27.384056	4.214153	7.721343	0.975901	1.345516	-7.35659
36	10.242532	-0.864658	2.647188	26.913152	4.578807	7.339386	2.959989	1.248298	-7.551697
37	11.254993	-0.903757	3.342092	26.676323	4.955363	7.000349	4.695323	1.148038	-7.613029
38	12.141118	-1.060403	3.790428	26.783002	5.365747	6.771715	6.069774	1.036231	-7.546635
39	12.912071	-1.325374	4.001022	27.21348	5.821749	6.676514	7.120155	0.899446	-7.411459
40	13.526187	-1.721079	3.912213	28.079562	6.35215	6.768529	7.771781	0.706746	-7.238816
41	13.988831	-2.211574	3.589855	29.347128	6.955776	7.009617	8.096396	0.445584	-7.07347
42	14.261305	-2.771288	3.063863	31.087924	7.642866	7.366425	8.088114	0.094016	-6.962512
43	14.347326	-3.350087	2.428702	33.265774	8.398513	7.752057	7.823858	-0.337733	-6.939927
44	14.233914	-3.893007	1.787327	35.886667	9.207056	8.055251	7.358137	-0.83462	-7.036485
45	13.927713	-4.351084	1.240705	38.912756	10.043705	8.170916	6.760603	-1.370421	-7.257722
46	13.445984	-4.691438	0.863649	42.277938	10.881161	8.026389	6.099141	-1.91856	-7.590498
47	12.792103	-4.885841	0.722584	45.936184	11.693222	7.556197	5.422915	-2.457644	-8.018428
48	11.995226	-4.943097	0.821489	49.791786	12.460786	6.776023	4.770703	-2.9716	-8.499598
49	11.042785	-4.850393	1.191552	53.801346	13.153715	5.656305	4.175676	-3.441291	-8.994369
50	9.970024	-4.645515	1.758117	57.88199	13.762952	4.292558	3.644239	-3.863817	-9.455087
51	8.774587	-4.322994	2.505406	61.983639	14.240632	2.704115	3.198149	-4.218355	-9.815397
52	7.503372	-3.924904	3.339361	66.054745	14.592476	1.007539	2.815572	-4.513672	-10.05024
53	6.13997	-3.462275	4.20586	70.049193	14.781017	-0.734019	2.489985	-4.739204	-10.092369
54	4.676394	-2.972426	5.042546	73.951939	14.830055	-2.44815	2.190285	-4.908738	-9.948556
