Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-15.32171	-0.517381	-5.370633	12.12233	10.760558	23.561764	-3.387648	-4.727888	-20.688043
1	-15.80417	-0.8529	-5.922395	14.569265	11.226548	22.671774	-2.954271	-2.385272	-19.838867
2	-16.456194	-1.318092	-6.460892	17.35255	11.716053	21.651932	-2.871923	-0.019514	-18.844551
3	-17.32684	-1.930998	-6.988394	20.495956	12.237631	20.481184	-3.337742	2.130461	-17.623466
4	-18.356723	-2.638464	-7.505989	23.86558	12.796742	19.230628	-4.269398	3.90948	-16.244586
5	-19.495818	-3.399282	-7.982653	27.36869	13.395055	17.965727	-5.663207	5.120786	-14.80349
6	-20.632748	-4.1482	-8.367166	30.853186	13.984012	16.737183	-7.345853	5.844319	-13.421836
7	-21.639899	-4.818823	-8.558292	34.145739	14.469674	15.578934	-9.215076	6.138105	-12.195702
8	-22.427757	-5.374954	-8.511945	37.117244	14.788279	14.509885	-11.136977	6.197432	-11.150762
9	-22.882454	-5.775252	-8.178303	39.59157	14.885263	13.581819	-13.014878	6.15572	-10.323365
10	-22.97528	-6.023461	-7.601248	41.518096	14.788113	12.826013	-14.792059	6.112004	-9.691973
11	-22.67133	-6.130029	-6.835923	42.831525	14.542206	12.284492	-16.425658	6.107621	-9.241353
12	-22.010297	-6.140104	-5.967642	43.570482	14.228875	11.959125	-17.904499	6.134605	-8.939747
13	-21.040927	-6.107898	-5.076439	43.776893	13.93606	11.846411	-19.215293	6.158501	-8.77383
14	-19.827171	-6.083206	-4.226104	43.517193	13.734579	11.92784	-20.348959	6.136533	-8.736374
15	-18.443309	-6.102605	-3.463367	42.875756	13.66598	12.172584	-21.301255	6.028713	-8.817107
16	-16.944827	-6.183522	-2.820247	41.911543	13.740414	12.556517	-22.056398	5.809016	-9.011222
17	-15.380531	-6.319426	-2.304294	40.704874	13.92803	13.046686	-22.609287	5.479608	-9.302799
18	-13.764022	-6.498434	-1.925974	39.285542	14.204015	13.63592	-22.925299	5.037267	-9.693608
19	-12.099572	-6.698735	-1.66303	37.704996	14.528088	14.305952	-23.005617	4.498873	-10.176661
20	-10.371078	-6.90398	-1.509325	35.970522	14.871382	15.055126	-22.801378	3.862057	-10.765093
21	-8.579452	-7.095788	-1.429993	34.123321	15.200149	15.861083	-22.330953	3.146646	-11.439252
22	-6.721885	-7.250735	-1.408975	32.178151	15.47882	16.712144	-21.542195	2.348975	-12.184648
23	-4.826346	-7.354828	-1.410192	30.185768	15.689319	17.577047	-20.478936	1.492088	-12.952085
24	-2.914227	-7.375433	-1.398594	28.185413	15.793087	18.420649	-19.083665	0.584005	-13.698581
25	-1.012672	-7.313881	-1.340555	26.216591	15.797162	19.215561	-17.416325	-0.346553	-14.403882
26	0.852674	-7.141503	-1.178877	24.323306	15.674683	19.918746	-15.413992	-1.280363	-15.059538
27	2.679297	-6.878527	-0.90354	22.508356	15.457348	20.536228	-13.154267	-2.198333	-15.697534
28	4.457138	-6.508452	-0.464747	20.799905	15.140219	21.05103	-10.607759	-3.077167	-16.355252
29	6.197303	-6.054574	0.126625	19.188992	14.754961	21.4823	-7.857961	-3.910925	-17.058462
30	7.896419	-5.510841	0.907199	17.710979	14.310812	21.812692	-4.930422	-4.683538	-17.8275
31	9.556037	-4.901039	1.840715	16.370505	13.840726	22.052705	-1.915316	-5.402456	-18.646703
32	11.150059	-4.235616	2.908849	15.223262	13.378718	22.18466	1.109191	-6.064578	-19.504155
33	12.656172	-3.542807	4.047875	14.285626	12.959955	22.21491	4.060609	-6.680608	-20.372649
34	14.028885	-2.852957	5.19996	13.61728	12.629417	22.129361	6.84624	-7.252055	-21.213986
35	15.250343	-2.199067	6.311151	13.227777	12.412452	21.934318	9.418476	-7.786331	-21.988551
36	16.29133	-1.619226	7.335827	13.155201	12.340488	21.623324	11.725639	-8.282914	-22.646385
37	17.146176	-1.137482	8.2535	13.400782	12.420253	21.201625	13.765652	-8.742385	-23.151762
38	17.804364	-0.776052	9.047173	13.975667	12.656577	20.67319	15.547203	-9.164628	-23.461225
39	18.263521	-0.549672	9.704524	14.877048	13.045483	20.054257	17.10532	-9.554703	-23.543142
40	18.528823	-0.46875	10.21464	16.088128	13.57769	19.376769	18.496168	-9.923913	-23.384516
41	18.597648	-0.541944	10.566729	17.60707	14.248335	18.668466	19.766249	-10.283052	-22.98014
42	18.486482	-0.749269	10.774627	19.406208	15.03593	17.952874	20.964377	-10.640432	-22.369727
43	18.188686	-1.074862	10.84063	21.496339	15.931653	17.244911	22.113242	-10.99701	-21.587203
44	17.727764	-1.472975	10.796815	23.841945	16.904597	16.550753	23.227834	-11.345547	-20.709349
45	17.094273	-1.904588	10.659414	26.461152	17.936052	15.870837	24.2941	-11.670325	-19.802337
46	16.320262	-2.316303	10.472817	29.309794	18.989519	15.19515	25.291875	-11.959091	-18.941392
47	15.400234	-2.645509	10.273109	32.410232	20.025393	14.503622	26.171374	-12.190843	-18.19685
48	14.372728	-2.854593	10.100616	35.709038	21.001975	13.775783	26.920188	-12.365065	-17.583311
49	13.233105	-2.870858	9.992944	39.21794	21.856519	12.987515	27.490192	-12.468161	-17.139317
50	12.006876	-2.701839	9.947787	42.869063	22.574803	12.146241	27.908539	-12.515518	-16.826362
51	10.660814	-2.285585	9.969211	46.657824	23.081989	11.240386	28.144979	-12.493245	-16.646967
52	9.205262	-1.674362	10.017423	50.52154	23.392332	10.295732	28.246826	-12.410145	-16.548468
53	7.6111	-0.856236	10.043783	54.424294	23.444419	9.344397	28.199661	-12.241175	-16.521417
54	5.908354	0.086927	9.993595	58.310732	23.282417	8.43659	28.039463	-11.987506	-16.533298
55	4.093366	1.099333	9.774946	62.120114	22.890097	7.649859	27.754766	-11.619207	-16.567684
56	2.196072	2.100364	9.349795	65.819657	22.331534	7.025154	27.369455	-11.14472	-16.606293
57	0.223482	3.01466	8.638635	69.353434	21.634981	6.637391	26.878446	-10.556012	-16.634893
58	-1.797965	3.807373	7.647638	72.708735	20.861211	6.493896	26.296935	-9.888694	-16.636922
59	-3.844871	4.456004	6.353863	75.83496	20.04796	6.639978	25.618768	-9.175293	-16.590885
60	-5.886829	4.997552	4.816528	78.717702	19.228749	7.055102	24.852765	-8.450584	-16.495307
61	-7.895319	5.482754	3.118228	81.312518	18.427452	7.70951	23.992939	-7.732194	-16.356463
62	-9.854459	5.964591	1.397237	83.608198	17.6537	8.507928	23.036897	-7.018761	-16.185096
63	-11.75474	6.472285	-0.191627	85.582855	16.91024	9.334418	21.972889	-6.298833	-15.981375
64	-13.595933	7.001777	-1.525378	87.226944	16.202072	10.08326	20.785847	-5.564905	-15.738291
65	-15.386461	7.521695	-2.523475	88.543683	15.541847	10.672371	19.452605	-4.819498	-15.446741
66	-17.132757	7.987836	-3.141412	89.524585	14.946964	11.052074	17.937726	-4.07146	-15.098945
67	-18.838149	8.358385	-3.419635	90.194014	14.429017	11.229718	16.233131	-3.333627	-14.704347
68	-20.489896	8.588373	-3.398158	90.535244	14.012217	11.219385	14.341045	-2.61977	-14.289614
69	-22.074201	8.666034	-3.189888	90.582945	13.709507	11.081767	12.325789	-1.940953	-13.898014
70	-23.55567	8.562842	-2.873277	90.3077	13.557693	10.853881	10.237097	-1.32422	-13.564056
71	-24.921588	8.303372	-2.545488	89.750514	13.555494	10.591863	8.139512	-0.789782	-13.293398
72	-26.13481	7.87987	-2.278379	88.867772	13.733367	10.336258	6.085204	-0.378636	-13.09587
73	-27.212526	7.338543	-2.107197	87.709346	14.056858	10.120614	4.106626	-0.086953	-12.950247
74	-28.131102	6.686052	-2.08278	86.219998	14.532495	9.987821	2.259651	0.057454	-12.84557
75	-28.926706	5.970918	-2.192952	84.458309	15.117211	9.949204	0.551123	0.086637	-12.765627
76	-29.575646	5.215995	-2.477304	82.347857	15.83434	10.063879	-0.946747	-0.011131	-12.734086
77	-30.104986	4.460054	-2.900012	79.943097	16.65407	10.335805	-2.247132	-0.193337	-12.764625
78	-30.473618	3.737731	-3.481533	77.15398	17.566262	10.845869	-3.285774	-0.456275	-12.880725
79	-30.687628	3.066289	-4.1773	74.022772	18.495902	11.585869	-4.109448	-0.770227	-13.048124
80	-30.685772	2.470065	-4.965619	70.463799	19.345675	12.611728	-4.708615	-1.128233	-13.229887
81	-30.468362	1.942919	-5.782085	66.520495	20.040954	13.874539	-5.143979	-1.508832	-13.395188
82	-29.986172	1.489	-6.564623	62.141545	20.480048	15.367483	-5.427608	-1.900199	-13.53731
83	-29.271006	1.089192	-7.269844	57.397191	20.643596	17.013971	-5.602089	-2.29612	-13.678133
84	-28.326331	0.732339	-7.853631	52.31403	20.488462	18.754696	-5.68031	-2.705569	-13.870962
85	-27.202231	0.402569	-8.305786	46.99703	20.054201	20.515537	-5.688053	-3.155292	-14.178363
86	-25.935145	0.090292	-8.60833	41.550939	19.37265	22.225969	-5.647421	-3.699576	-14.678826
87	-24.577109	-0.212318	-8.755347	36.108792	18.50754	23.823391	-5.590034	-4.386035	-15.41232
88	-23.179266	-0.506884	-8.725063	30.82606	17.511142	25.234708	-5.551038	-5.252795	-16.393116
89	-21.790257	-0.785877	-8.501808	25.856632	16.427494	26.396057	-5.559688	-6.296295	-17.579512
90	-20.46106	-1.032989	-8.09827	21.349738	15.303601	27.259608	-5.636206	-7.459778	-18.877255
91	-19.250772	-1.228979	-7.566076	17.452795	14.19462	27.791376	-5.792815	-8.654946	-20.182987
92	-18.210358	-1.364591	-7.01312	14.226623	13.166866	28.02085	-6.013171	-9.761912	-21.392648
93	-17.390336	-1.433032	-6.54163	11.773026	12.28932	27.960693	-6.255611	-10.639364	-22.402517
94	-16.776059	-1.447247	-6.212306	10.034312	11.593965	27.68143	-6.447989	-11.191191	-23.155637
95	-16.370457	-1.417717	-6.076981	9.068782	11.130441	27.214048	-6.499263	-11.298362	-23.572357
96	-16.120016	-1.370192	-6.112705	8.743794	10.87598	26.630354	-6.359257	-10.982725	-23.676213
97	-16.016416	-1.32715	-6.309818	9.107693	10.840517	25.952571	-5.958468	-10.174334	-23.439315
98	-16.016516	-1.310639	-6.593766	10.010894	10.952303	25.210972	-5.350728	-8.955466	-22.959586
99	-16.132608	-1.354716	-6.91876	11.50982	11.186766	24.39062	-4.603783	-7.275616	-22.25644
100	-16.349917	-1.471901	-7.238054	13.451993	11.484015	23.499523	-3.901588	-5.281219	-21.417159
