Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-26.340773	2.544676	-13.014122	8.445793	4.314844	18.453894	-0.196396	-2.631875	-8.435348
1	-26.216747	2.280399	-14.748737	10.574146	4.624904	18.910965	0.953136	-1.02953	-7.447581
2	-26.248559	1.881517	-16.292978	13.228032	4.867265	18.800037	1.596175	0.584438	-6.137454
3	-26.432932	1.286749	-17.485142	16.346511	4.975934	18.006985	1.543596	2.058159	-4.47453
4	-26.699647	0.46247	-18.21557	19.723485	4.917536	16.618184	0.832366	3.278083	-2.552276
5	-26.959576	-0.600673	-18.440657	23.157287	4.704986	14.790225	-0.425221	4.197301	-0.514194
6	-27.098298	-1.898026	-18.130629	26.40793	4.394196	12.732883	-2.102593	4.791887	1.430829
7	-27.053143	-3.330985	-17.435661	29.319392	4.08082	10.705489	-3.987619	5.146753	3.120104
8	-26.747159	-4.784548	-16.483413	31.68718	3.845718	8.96691	-5.938512	5.303206	4.385964
9	-26.216565	-6.110158	-15.532093	33.503895	3.703888	7.655642	-7.824203	5.355367	5.266729
10	-25.494656	-7.178562	-14.795881	34.735765	3.638528	6.879978	-9.567235	5.346446	5.809814
11	-24.647582	-7.905441	-14.440266	35.426081	3.613795	6.653101	-11.127991	5.310577	6.109235
12	-23.721924	-8.306601	-14.473425	35.67128	3.615271	6.886605	-12.515778	5.263943	6.232858
13	-22.707677	-8.392472	-14.874626	35.472046	3.664515	7.538643	-13.711217	5.206556	6.15981
14	-21.591058	-8.291641	-15.465936	34.926602	3.775163	8.426683	-14.740108	5.133696	5.908944
15	-20.326411	-8.083909	-16.11333	34.014104	3.951432	9.406855	-15.570768	5.03547	5.491188
16	-18.90886	-7.871384	-16.66316	32.78188	4.15724	10.276656	-16.197607	4.90199	4.993776
17	-17.343419	-7.711487	-17.015279	31.252702	4.364135	10.893571	-16.589669	4.716565	4.480499
18	-15.645975	-7.632068	-17.097163	29.45273	4.556239	11.165669	-16.682347	4.461263	3.991062
19	-13.858933	-7.61163	-16.936825	27.454408	4.731581	11.150146	-16.461299	4.139749	3.520234
20	-12.004981	-7.614831	-16.537499	25.282058	4.883123	10.909018	-15.828321	3.736103	3.024312
21	-10.12643	-7.5897	-15.990594	23.011769	5.008484	10.611525	-14.823638	3.264049	2.444438
22	-8.251096	-7.493194	-15.341165	20.684699	5.096713	10.393151	-13.409917	2.739069	1.708727
23	-6.405571	-7.300605	-14.643847	18.353063	5.132263	10.373613	-11.607345	2.197742	0.77243
24	-4.605152	-7.009853	-13.923726	16.053316	5.098529	10.594296	-9.454392	1.661669	-0.365931
25	-2.868761	-6.619045	-13.179317	13.821817	4.965616	11.063845	-6.955867	1.130448	-1.690779
