hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-5.886603	-0.654452	-21.533129	3.823178	14.690561	7.634084	-6.959503	-12.233178	-8.681188
	-5.858442	-2.123786	-21.645168	4.655311	15.717911	9.350486	-6.143579	-12.073851	-7.646835
	-5.858179	-3.482847	-21.721342	5.392203	16.550648	11.441505	-5.130938	-11.856965	-6.165653
	-5.856483	-4.795405	-21.632503	5.967878	16.905498	13.593174	-3.893621	-11.269347	-4.903499
	-5.906549	-5.483897	-21.667936	6.188424	16.830811	16.114591	-2.292942	-10.354330	-3.487518
	-6.081246	-6.048587	-21.666604	6.058543	16.096160	18.244552	-0.602231	-9.359593	-2.682382
	-6.309281	-6.150659	-21.730503	5.784617	14.901414	20.429515	1.207046	-7.597780	-2.777623
	-6.476705	-6.293668	-21.800286	5.347090	13.777666	23.196082	2.615795	-5.902120	-3.292101
	-6.648721	-6.483966	-21.979760	5.219228	13.283315	25.918838	4.018778	-4.631072	-4.304651
	-6.906647	-6.744176	-22.421756	5.366754	13.202101	28.768259	4.884471	-3.959521	-5.929057
	-7.217839	-7.114059	-22.630571	5.678700	13.169260	31.202187	5.594105	-3.460845	-7.782751
	-7.496659	-7.448541	-22.772822	5.697239	13.149978	33.390528	5.502890	-2.928968	-9.571284
	-7.805280	-7.597446	-22.507165	5.792844	12.950250	35.281689	5.609353	-2.283110	-11.307035
	-8.096335	-7.410250	-22.045176	5.605118	12.537250	36.666175	5.608985	-1.684086	-12.961437
	-8.272882	-6.932984	-21.415374	5.484490	12.105262	37.704653	5.542345	-1.289581	-14.505345
	-8.471529	-6.439029	-20.521931	5.329664	11.839123	38.397233	5.483820	-1.131489	-15.925336
	-8.532620	-5.972565	-19.463427	5.193807	11.617390	38.765611	5.390038	-1.035924	-17.347607
	-8.339489	-5.655346	-18.347321	4.986881	11.629234	38.865163	5.276317	-1.079918	-18.488071
	-8.092319	-5.483752	-17.052447	4.691360	11.898066	38.783525	5.176677	-1.320552	-19.443697
	-7.738203	-5.492145	-15.602129	4.301125	12.394615	38.335193	5.115250	-1.465132	-20.313798
	-7.408677	-5.587919	-14.111005	3.939414	12.829426	37.551335	4.996634	-1.551887	-20.998850
	-7.107989	-5.637335	-12.480171	3.547159	13.143398	36.414351	4.779589	-1.737573	-21.663189
	-6.883068	-5.741647	-10.701275	3.273249	13.281241	35.215622	4.574690	-1.765855	-22.118260
