Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.667	857.739	1060.45	1337.64	879.176	1067.09	1127.09	697.839	1097.89	1258.85	701.532	1099.05	1182.04	794.868	1135.62	1359.11	817.967	1135.07	1090.53	727.278	761.795	1399.34	735.037	651.183	1396.89	678.574	760.598	1348.72	680.694	650.621	1346.27	698.755	271.254	1410.83	702.337	190.518	1400.8	659.034	273.946	1373.85	660.924	194.339	1364.93	638.946	90.7626	1359.64	627.524	42.594	1360.1	658.384	58.9521	1403.3	742.029	786.308	1040.58	744.034	675.559	1043.46	697.19	788.973	1093.53	690.902	678.336	1094.08	709.13	271.504	1031.57	713.574	191.683	1043.67	665.792	274.874	1063.44	670.629	190.806	1072	641.842	90.5583	1088.88	633.327	43.051	1085.15	663.449	60.4007	1046.82	763.704	966.58	1385.33	735.217	553.276	1387.24	731.647	540.096	1271.02	732.177	491.466	1397.95	781.48	462.531	1343.97	701.756	110.653	1397.59	720.057	116.632	1314.74	850.214	64.4012	1319.67	829.736	56.3597	1427.13	855.101	73.1249	1362.04	801.36	965.395	1057.18	752.635	550.596	1052.53	732.945	539.847	1162.44	735.026	490.495	1040.12	786.542	461.612	1092.06	705.115	108.821	1051.01	725.604	119.291	1129.1	854.976	62.7862	1133.47	827.122	56.5647	1026.71	861.065	69.6664	1088.64
0.673	857.761	1060.45	1337.65	879.208	1067.09	1127.09	697.861	1097.88	1258.84	701.57	1099.05	1182.03	794.883	1135.62	1359.11	818	1135.06	1090.53	727.29	761.793	1399.35	735.05	651.182	1396.89	678.584	760.598	1348.73	680.712	650.616	1346.27	698.758	271.257	1410.84	702.338	190.52	1400.81	659.034	273.949	1373.85	660.924	194.35	1364.93	638.95	90.7635	1359.63	627.526	42.5989	1360.09	658.39	58.952	1403.29	742.049	786.313	1040.57	744.041	675.558	1043.45	697.203	788.986	1093.54	690.908	678.341	1094.08	709.13	271.509	1031.57	713.569	191.692	1043.67	665.807	274.885	1063.44	670.628	190.804	1071.99	641.848	90.5565	1088.87	633.323	43.0581	1085.14	663.443	60.4176	1046.81	763.723	966.579	1385.34	735.222	553.284	1387.23	731.66	540.105	1271.02	732.188	491.449	1397.94	781.488	462.527	1343.97	701.759	110.649	1397.59	720.057	116.635	1314.74	850.216	64.3997	1319.66	829.742	56.3565	1427.12	855.108	73.1217	1362.04	801.39	965.394	1057.18	752.651	550.581	1052.53	732.959	539.863	1162.44	735.025	490.488	1040.12	786.55	461.617	1092.07	705.108	108.829	1051.02	725.608	119.29	1129.11	854.983	62.7923	1133.46	827.116	56.5698	1026.71	861.075	69.6654	1088.65
0.68	857.783	1060.45	1337.65	879.239	1067.08	1127.1	697.885	1097.89	1258.85	701.591	1099.05	1182.03	794.898	1135.62	1359.12	818.035	1135.06	1090.54	727.305	761.795	1399.34	735.059	651.186	1396.89	678.594	760.599	1348.73	680.724	650.625	1346.27	698.773	271.258	1410.83	702.341	190.519	1400.8	659.037	273.961	1373.85	660.935	194.35	1364.94	638.946	90.7707	1359.63	627.518	42.6001	1360.09	658.39	58.9583	1403.29	742.067	786.307	1040.58	744.057	675.553	1043.46	697.223	788.995	1093.54	690.927	678.342	1094.08	709.136	271.51	1031.57	713.577	191.682	1043.68	665.811	274.881	1063.44	670.626	190.818	1072	641.845	90.5536	1088.88	633.323	43.049	1085.16	663.445	60.4066	1046.82	763.747	966.571	1385.33	735.237	553.281	1387.24	731.668	540.1	1271.02	732.199	491.46	1397.94	781.492	462.527	1343.96	701.76	110.655	1397.6	720.059	116.638	1314.74	850.211	64.3972	1319.66	829.737	56.3597	1427.12	855.107	73.1247	1362.05	801.41	965.384	1057.18	752.651	550.582	1052.53	732.969	539.856	1162.44	735.043	490.496	1040.12	786.555	461.614	1092.06	705.118	108.827	1051.02	725.606	119.305	1129.1	854.985	62.7791	1133.47	827.114	56.5698	1026.7	861.063	69.6586	1088.64
0.687	857.808	1060.45	1337.64	879.262	1067.07	1127.09	697.921	1097.89	1258.82	701.627	1099.05	1182.03	794.908	1135.61	1359.11	818.07	1135.05	1090.53	727.318	761.794	1399.35	735.073	651.192	1396.9	678.609	760.599	1348.73	680.739	650.624	1346.27	698.764	271.253	1410.84	702.336	190.52	1400.81	659.045	273.949	1373.85	660.933	194.352	1364.93	638.947	90.7605	1359.63	627.528	42.5914	1360.09	658.387	58.953	1403.3	742.084	786.307	1040.58	744.077	675.549	1043.45	697.235	788.981	1093.54	690.929	678.346	1094.08	709.142	271.507	1031.57	713.573	191.685	1043.66	665.81	274.885	1063.44	670.637	190.806	1072	641.842	90.5578	1088.88	633.318	43.0637	1085.14	663.446	60.4057	1046.81	763.752	966.59	1385.34	735.252	553.276	1387.24	731.688	540.1	1271.02	732.204	491.462	1397.95	781.508	462.529	1343.97	701.757	110.652	1397.61	720.056	116.631	1314.74	850.214	64.3942	1319.66	829.741	56.3615	1427.12	855.103	73.1271	1362.04	801.435	965.379	1057.18	752.669	550.592	1052.53	732.974	539.858	1162.43	735.057	490.482	1040.12	786.555	461.608	1092.08	705.118	108.817	1051.01	725.604	119.286	1129.11	854.983	62.7873	1133.47	827.116	56.574	1026.71	861.068	69.6575	1088.64
0.693	857.823	1060.45	1337.65	879.291	1067.07	1127.09	697.945	1097.9	1258.82	701.652	1099.05	1182.03	794.932	1135.62	1359.11	818.099	1135.05	1090.53	727.331	761.796	1399.35	735.085	651.19	1396.9	678.62	760.601	1348.74	680.757	650.622	1346.28	698.767	271.261	1410.83	702.345	190.532	1400.81	659.048	273.956	1373.84	660.932	194.346	1364.94	638.945	90.7697	1359.63	627.522	42.5976	1360.1	658.384	58.9582	1403.3	742.094	786.307	1040.58	744.083	675.552	1043.45	697.251	788.992	1093.54	690.937	678.358	1094.07	709.138	271.509	1031.57	713.58	191.683	1043.67	665.81	274.886	1063.44	670.634	190.809	1071.99	641.838	90.5568	1088.88	633.322	43.0573	1085.15	663.441	60.4134	1046.81	763.772	966.593	1385.34	735.259	553.28	1387.23	731.695	540.087	1271.03	732.211	491.46	1397.94	781.507	462.527	1343.98	701.757	110.658	1397.6	720.056	116.629	1314.74	850.209	64.4014	1319.67	829.735	56.3571	1427.13	855.103	73.1305	1362.05	801.451	965.381	1057.18	752.663	550.59	1052.53	732.98	539.855	1162.44	735.048	490.497	1040.12	786.567	461.606	1092.08	705.112	108.822	1051.01	725.604	119.303	1129.1	854.977	62.7831	1133.47	827.112	56.5651	1026.71	861.064	69.6612	1088.64
0.7	857.84	1060.44	1337.64	879.317	1067.06	1127.1	697.965	1097.9	1258.81	701.683	1099.06	1182.02	794.94	1135.62	1359.11	818.127	1135.05	1090.53	727.339	761.791	1399.36	735.096	651.185	1396.9	678.632	760.605	1348.73	680.765	650.62	1346.27	698.766	271.264	1410.84	702.343	190.528	1400.81	659.047	273.952	1373.84	660.936	194.35	1364.94	638.943	90.7569	1359.64	627.52	42.596	1360.1	658.383	58.9529	1403.3	742.118	786.3	1040.58	744.099	675.553	1043.45	697.267	788.986	1093.53	690.952	678.342	1094.07	709.147	271.503	1031.56	713.575	191.686	1043.66	665.815	274.886	1063.44	670.63	190.81	1072	641.842	90.5566	1088.88	633.319	43.0584	1085.15	663.452	60.4057	1046.82	763.785	966.583	1385.34	735.264	553.278	1387.24	731.693	540.104	1271.02	732.205	491.45	1397.94	781.517	462.522	1343.98	702.058	110.49	1397.35	720.046	116.637	1314.74	850.211	64.3959	1319.66	829.732	56.3542	1427.14	855.107	73.1219	1362.04	801.461	965.377	1057.17	752.678	550.586	1052.52	732.986	539.856	1162.43	735.06	490.498	1040.12	786.572	461.609	1092.06	705.111	108.818	1051.01	725.604	119.293	1129.1	854.978	62.7858	1133.47	827.116	56.5671	1026.71	861.077	69.6567	1088.64
0.707	857.864	1060.43	1337.64	879.348	1067.05	1127.09	697.997	1097.9	1258.81	701.713	1099.06	1182.01	794.955	1135.62	1359.1	818.166	1135.04	1090.53	727.358	761.785	1399.36	735.109	651.182	1396.89	678.644	760.595	1348.73	680.778	650.622	1346.28	698.767	271.266	1410.84	702.337	190.529	1400.81	659.046	273.961	1373.84	660.937	194.35	1364.94	638.945	90.7639	1359.64	627.525	42.593	1360.09	658.387	58.9524	1403.29	742.13	786.303	1040.57	744.115	675.556	1043.44	697.286	788.987	1093.53	690.964	678.349	1094.08	709.149	271.506	1031.57	713.575	191.687	1043.67	665.82	274.885	1063.43	670.633	190.811	1071.99	641.84	90.553	1088.87	633.321	43.0483	1085.15	663.444	60.4087	1046.82	763.796	966.601	1385.33	735.27	553.284	1387.24	731.718	540.103	1271.02	732.225	491.472	1397.93	781.526	462.527	1343.97	701.752	110.656	1397.6	720.058	116.64	1314.73	850.213	64.4082	1319.66	829.74	56.3626	1427.13	855.103	73.1291	1362.05	801.492	965.365	1057.16	752.69	550.591	1052.52	732.996	539.864	1162.43	734.924	490.444	1040.16	786.591	461.619	1092.06	705.113	108.812	1051.01	725.602	119.292	1129.1	854.984	62.7819	1133.46	827.114	56.5727	1026.71	861.067	69.6644	1088.64
0.713	857.883	1060.43	1337.64	879.38	1067.04	1127.09	698.016	1097.9	1258.81	701.741	1099.06	1182.01	794.972	1135.61	1359.1	818.142	1134.97	1090.41	727.365	761.791	1399.35	735.111	651.181	1396.9	678.653	760.602	1348.73	680.793	650.62	1346.27	698.771	271.259	1410.83	702.343	190.53	1400.81	659.048	273.953	1373.85	660.928	194.353	1364.93	638.942	90.7562	1359.63	627.517	42.6047	1360.1	658.379	58.9525	1403.3	742.142	786.301	1040.58	744.128	675.554	1043.44	697.3	788.983	1093.52	690.98	678.347	1094.07	709.154	271.506	1031.57	713.577	191.681	1043.67	665.817	274.889	1063.44	670.635	190.816	1071.98	641.84	90.5551	1088.87	633.317	43.0554	1085.14	663.448	60.3998	1046.82	763.815	966.58	1385.32	735.273	553.271	1387.23	731.723	540.093	1271.02	732.228	491.461	1397.94	781.53	462.511	1343.97	701.756	110.653	1397.6	720.059	116.635	1314.74	850.209	64.4031	1319.66	829.738	56.3597	1427.13	855.104	73.1304	1362.05	801.52	965.364	1057.15	752.696	550.592	1052.51	733.008	539.852	1162.43	734.94	490.44	1040.17	786.585	461.611	1092.06	705.113	108.816	1051.01	725.597	119.302	1129.1	854.981	62.7901	1133.47	827.113	56.5684	1026.71	861.061	69.6671	1088.64
0.72	857.907	1060.42	1337.63	879.419	1067.03	1127.1	698.049	1097.89	1258.8	701.767	1099.06	1182.01	794.989	1135.61	1359.1	818.228	1135.01	1090.52	727.377	761.782	1399.35	735.122	651.177	1396.88	678.655	760.6	1348.72	680.796	650.623	1346.27	698.769	271.26	1410.82	702.338	190.524	1400.81	659.052	273.956	1373.84	660.937	194.352	1364.93	638.945	90.7534	1359.63	627.521	42.5923	1360.1	658.385	58.9494	1403.3	742.164	786.295	1040.57	744.142	675.549	1043.44	697.322	788.981	1093.52	690.993	678.347	1094.06	709.159	271.501	1031.56	713.582	191.678	1043.66	665.824	274.883	1063.42	670.634	190.812	1071.98	641.842	90.5529	1088.87	633.322	43.0476	1085.14	663.446	60.3977	1046.81	763.835	966.575	1385.32	735.283	553.269	1387.22	731.732	540.09	1271.01	732.221	491.448	1397.93	781.536	462.515	1343.96	701.748	110.653	1397.6	720.058	116.637	1314.74	850.207	64.3965	1319.66	829.738	56.358	1427.13	855.105	73.1267	1362.04	801.54	965.357	1057.14	752.716	550.575	1052.5	733.014	539.851	1162.42	734.945	490.431	1040.16	786.601	461.608	1092.06	705.116	108.812	1051.01	725.603	119.298	1129.11	854.982	62.785	1133.46	827.111	56.5645	1026.71	861.067	69.663	1088.63
0.727	857.923	1060.42	1337.64	879.438	1067.03	1127.09	698.071	1097.9	1258.78	701.804	1099.06	1181.99	795.006	1135.61	1359.09	818.259	1135.01	1090.51	727.388	761.782	1399.34	735.125	651.172	1396.88	678.669	760.596	1348.72	680.801	650.62	1346.27	698.766	271.266	1410.82	702.334	190.533	1400.8	659.047	273.957	1373.84	660.93	194.347	1364.93	638.943	90.7617	1359.63	627.523	42.5911	1360.1	658.388	58.9488	1403.29	742.181	786.296	1040.57	744.167	675.539	1043.42	697.337	788.981	1093.51	691.004	678.345	1094.06	709.162	271.506	1031.55	713.583	191.675	1043.66	665.83	274.889	1063.42	670.635	190.815	1071.99	641.835	90.5538	1088.87	633.319	43.0523	1085.14	663.446	60.3967	1046.81	763.846	966.572	1385.32	735.288	553.274	1387.21	731.728	540.096	1271	732.23	491.465	1397.93	781.543	462.518	1343.96	702.052	110.486	1397.34	720.049	116.64	1314.73	850.208	64.402	1319.66	829.736	56.3614	1427.13	855.107	73.1245	1362.04	801.576	965.353	1057.15	752.719	550.576	1052.5	733.027	539.858	1162.41	734.957	490.446	1040.15	786.603	461.604	1092.05	705.113	108.82	1051.01	725.598	119.293	1129.1	854.972	62.7906	1133.47	827.107	56.5622	1026.71	861.06	69.6609	1088.64
0.733	857.947	1060.42	1337.64	879.468	1067.02	1127.09	698.1	1097.89	1258.77	701.822	1099.06	1181.99	795.02	1135.6	1359.08	818.287	1135	1090.51	727.39	761.782	1399.33	735.127	651.173	1396.88	678.677	760.598	1348.71	680.813	650.62	1346.25	698.765	271.266	1410.82	702.336	190.524	1400.8	659.042	273.955	1373.84	660.932	194.348	1364.92	638.943	90.7547	1359.62	627.52	42.5885	1360.1	658.375	58.9466	1403.29	742.202	786.283	1040.56	744.173	675.54	1043.43	697.354	788.983	1093.51	691.017	678.341	1094.05	709.165	271.5	1031.55	713.586	191.675	1043.65	665.84	274.879	1063.42	670.64	190.814	1071.98	641.841	90.5526	1088.87	633.319	43.051	1085.13	663.446	60.3964	1046.81	763.858	966.568	1385.31	735.293	553.274	1387.2	731.743	540.092	1271	732.23	491.446	1397.92	781.55	462.512	1343.96	701.75	110.651	1397.59	720.052	116.633	1314.73	850.207	64.4051	1319.66	829.736	56.3652	1427.14	855.104	73.1294	1362.05	801.598	965.346	1057.15	752.728	550.578	1052.49	733.05	539.846	1162.41	734.976	490.433	1040.15	786.615	461.604	1092.05	705.119	108.812	1051	725.6	119.289	1129.1	854.972	62.7881	1133.46	827.114	56.5686	1026.7	861.072	69.66	1088.64
0.74	857.972	1060.41	1337.63	879.506	1067.01	1127.09	698.129	1097.88	1258.77	701.855	1099.05	1181.99	795.037	1135.59	1359.08	818.323	1134.99	1090.5	727.395	761.779	1399.33	735.132	651.173	1396.87	678.683	760.595	1348.7	680.813	650.623	1346.24	698.765	271.259	1410.81	702.33	190.532	1400.8	659.041	273.952	1373.82	660.932	194.355	1364.92	638.941	90.7583	1359.62	627.524	42.5829	1360.09	658.38	58.9505	1403.3	742.228	786.285	1040.55	744.187	675.541	1043.42	697.378	788.977	1093.5	691.026	678.352	1094.05	709.169	271.494	1031.55	713.586	191.672	1043.65	665.84	274.883	1063.41	670.641	190.81	1071.98	641.84	90.5441	1088.86	633.319	43.0479	1085.14	663.448	60.3874	1046.81	763.876	966.573	1385.31	735.299	553.268	1387.21	731.749	540.087	1271.01	732.231	491.471	1397.91	781.539	462.507	1343.95	701.75	110.651	1397.59	720.044	116.626	1314.73	850.21	64.4007	1319.67	829.743	56.354	1427.13	855.105	73.122	1362.04	801.628	965.341	1057.14	752.739	550.565	1052.49	733.043	539.842	1162.41	734.981	490.435	1040.15	786.624	461.598	1092.05	705.115	108.814	1051	725.594	119.3	1129.1	854.984	62.7827	1133.47	827.11	56.5572	1026.7	861.061	69.6682	1088.63
0.747	857.992	1060.41	1337.64	879.538	1067.01	1127.09	698.156	1097.89	1258.76	701.884	1099.06	1181.97	795.055	1135.59	1359.07	818.361	1134.99	1090.51	727.405	761.777	1399.31	735.137	651.171	1396.86	678.691	760.609	1348.69	680.823	650.618	1346.23	698.769	271.261	1410.81	702.33	190.534	1400.8	659.05	273.956	1373.82	660.929	194.354	1364.92	638.942	90.7559	1359.63	627.525	42.5843	1360.09	658.378	58.9514	1403.3	742.254	786.287	1040.55	744.204	675.544	1043.41	697.398	788.985	1093.5	691.045	678.35	1094.04	709.174	271.5	1031.54	713.595	191.676	1043.65	665.841	274.877	1063.4	670.645	190.808	1071.97	641.84	90.5466	1088.87	633.32	43.0487	1085.13	663.438	60.3954	1046.81	763.887	966.567	1385.3	735.299	553.279	1387.2	731.759	540.084	1271	732.235	491.475	1397.89	781.548	462.509	1343.95	701.745	110.648	1397.59	720.046	116.627	1314.74	850.2	64.3959	1319.66	829.734	56.3575	1427.13	855.106	73.1263	1362.04	801.651	965.331	1057.14	752.739	550.57	1052.49	733.054	539.854	1162.41	734.991	490.434	1040.15	786.622	461.599	1092.05	705.112	108.808	1051.01	725.601	119.292	1129.09	854.976	62.7818	1133.47	827.112	56.5654	1026.7	861.071	69.6607	1088.63
0.753	858.016	1060.4	1337.63	879.569	1067	1127.09	698.187	1097.89	1258.74	701.909	1099.06	1181.97	795.073	1135.59	1359.06	818.392	1134.98	1090.51	727.409	761.775	1399.32	735.136	651.171	1396.85	678.708	760.606	1348.67	680.834	650.621	1346.21	698.778	271.265	1410.81	702.333	190.53	1400.79	659.05	273.956	1373.82	660.934	194.35	1364.92	638.942	90.7551	1359.63	627.521	42.5866	1360.1	658.386	58.9434	1403.29	742.265	786.289	1040.55	744.221	675.535	1043.41	697.417	788.992	1093.49	691.06	678.354	1094.03	709.182	271.496	1031.54	713.592	191.676	1043.65	665.851	274.881	1063.4	670.643	190.821	1071.97	641.841	90.5476	1088.87	633.315	43.0506	1085.13	663.447	60.3922	1046.81	763.91	966.563	1385.29	735.303	553.275	1387.19	731.764	540.084	1270.99	732.237	491.46	1397.89	781.552	462.504	1343.95	701.753	110.652	1397.59	720.05	116.629	1314.73	850.201	64.3939	1319.66	829.736	56.3588	1427.13	855.102	73.1214	1362.05	801.694	965.325	1057.14	752.753	550.568	1052.48	733.069	539.842	1162.4	734.991	490.429	1040.15	786.632	461.597	1092.04	705.111	108.813	1051.01	725.602	119.293	1129.1	854.977	62.779	1133.47	827.115	56.5564	1026.71	861.064	69.6611	1088.64
0.76	858.03	1060.4	1337.64	879.606	1067	1127.07	698.212	1097.89	1258.73	701.937	1099.06	1181.95	795.085	1135.59	1359.05	818.409	1134.98	1090.49	727.422	761.783	1399.3	735.149	651.173	1396.85	678.712	760.611	1348.66	680.842	650.626	1346.21	698.776	271.266	1410.81	702.338	190.536	1400.8	659.047	273.965	1373.82	660.935	194.352	1364.92	638.949	90.7553	1359.63	627.528	42.5916	1360.1	658.387	58.9466	1403.29	742.294	786.288	1040.55	744.242	675.539	1043.41	697.437	788.991	1093.48	691.079	678.357	1094.02	709.187	271.496	1031.54	713.594	191.678	1043.65	665.86	274.885	1063.39	670.651	190.82	1071.98	641.84	90.552	1088.87	633.318	43.0536	1085.14	663.447	60.3947	1046.81	763.928	966.563	1385.3	735.31	553.271	1387.18	731.773	540.081	1270.98	732.241	491.476	1397.89	781.557	462.503	1343.95	701.754	110.652	1397.59	720.049	116.635	1314.73	850.211	64.3982	1319.66	829.727	56.3554	1427.13	855.1	73.1206	1362.05	801.726	965.32	1057.12	752.754	550.578	1052.48	733.08	539.853	1162.4	735.015	490.431	1040.14	786.643	461.6	1092.05	705.117	108.812	1051	725.599	119.303	1129.1	854.979	62.7832	1133.47	827.117	56.5611	1026.71	861.071	69.6598	1088.64
0.767	858.05	1060.4	1337.63	879.635	1066.99	1127.07	698.234	1097.89	1258.72	701.964	1099.06	1181.94	795.103	1135.59	1359.03	818.438	1134.97	1090.48	727.432	761.783	1399.29	735.155	651.171	1396.84	678.729	760.622	1348.65	680.859	650.627	1346.2	698.782	271.271	1410.8	702.336	190.537	1400.79	659.056	273.964	1373.82	660.935	194.359	1364.92	638.946	90.7571	1359.63	627.53	42.5838	1360.09	658.387	58.9546	1403.29	742.306	786.288	1040.53	744.264	675.55	1043.4	697.461	788.997	1093.47	691.091	678.369	1094.02	709.195	271.503	1031.54	713.601	191.677	1043.65	665.858	274.891	1063.4	670.655	190.827	1071.97	641.842	90.5486	1088.87	633.321	43.054	1085.14	663.441	60.3986	1046.81	763.941	966.559	1385.27	735.324	553.28	1387.17	731.777	540.086	1270.98	732.247	491.471	1397.87	781.568	462.512	1343.94	701.752	110.651	1397.59	720.053	116.625	1314.73	850.201	64.3992	1319.66	829.739	56.3608	1427.12	855.107	73.126	1362.04	801.757	965.315	1057.11	752.766	550.572	1052.48	733.083	539.859	1162.39	735.168	490.482	1040.09	786.653	461.593	1092.04	705.113	108.82	1051	725.601	119.296	1129.11	854.985	62.7787	1133.47	827.121	56.5617	1026.72	861.071	69.6589	1088.64
0.773	858.069	1060.41	1337.63	879.659	1066.99	1127.07	698.252	1097.89	1258.72	701.985	1099.06	1181.94	795.108	1135.59	1359.02	818.398	1134.91	1090.36	727.445	761.789	1399.29	735.162	651.182	1396.83	678.744	760.626	1348.64	680.872	650.624	1346.19	698.78	271.268	1410.8	702.342	190.535	1400.79	659.058	273.97	1373.81	660.936	194.36	1364.91	638.95	90.7537	1359.62	627.529	42.587	1360.1	658.388	58.9523	1403.29	742.334	786.282	1040.54	744.285	675.537	1043.4	697.48	788.999	1093.46	691.113	678.369	1094.01	709.198	271.502	1031.54	713.596	191.684	1043.64	665.867	274.897	1063.4	670.666	190.82	1071.98	641.84	90.5552	1088.88	633.322	43.0533	1085.13	663.449	60.4025	1046.81	763.954	966.574	1385.26	735.333	553.277	1387.16	731.809	540.087	1270.98	732.258	491.467	1397.87	781.579	462.51	1343.93	701.754	110.649	1397.59	720.049	116.633	1314.73	850.207	64.3957	1319.66	829.732	56.3584	1427.12	855.104	73.1272	1362.05	801.775	965.317	1057.09	752.788	550.564	1052.47	733.097	539.856	1162.38	735.173	490.472	1040.09	786.67	461.6	1092.03	705.115	108.821	1051.01	725.597	119.29	1129.1	854.974	62.7818	1133.48	827.119	56.5576	1026.73	861.07	69.6667	1088.65
0.78	858.085	1060.41	1337.62	879.688	1067	1127.07	698.278	1097.89	1258.68	702.008	1099.05	1181.92	795.122	1135.59	1359.01	818.42	1134.91	1090.35	727.458	761.788	1399.27	735.171	651.182	1396.82	678.758	760.622	1348.63	680.888	650.621	1346.17	698.784	271.269	1410.8	702.339	190.545	1400.79	659.065	273.966	1373.81	660.939	194.361	1364.91	638.949	90.7549	1359.63	627.527	42.5899	1360.09	658.384	58.9507	1403.29	742.361	786.286	1040.53	744.307	675.539	1043.39	697.505	788.992	1093.46	691.134	678.368	1094	709.211	271.502	1031.54	713.605	191.681	1043.65	665.879	274.894	1063.39	670.661	190.829	1071.98	641.843	90.5536	1088.87	633.316	43.0564	1085.14	663.442	60.4045	1046.81	763.961	966.572	1385.26	735.342	553.283	1387.16	731.816	540.085	1270.97	732.259	491.474	1397.87	781.58	462.507	1343.94	702.052	110.493	1397.34	720.055	116.632	1314.72	850.213	64.3998	1319.66	829.734	56.3558	1427.14	855.1	73.1263	1362.05	801.796	965.306	1057.09	752.808	550.57	1052.47	733.105	539.86	1162.37	735.19	490.475	1040.09	786.678	461.602	1092.04	705.119	108.817	1051	725.591	119.31	1129.1	854.98	62.7852	1133.47	827.114	56.5604	1026.73	861.067	69.6623	1088.65
0.787	858.106	1060.41	1337.62	879.701	1067	1127.05	698.299	1097.88	1258.68	702.023	1099.06	1181.91	795.131	1135.59	1359	818.441	1134.91	1090.35	727.467	761.79	1399.26	735.191	651.181	1396.82	678.771	760.615	1348.62	680.909	650.625	1346.18	698.789	271.274	1410.79	702.338	190.539	1400.79	659.071	273.966	1373.81	660.948	194.361	1364.91	638.953	90.7589	1359.63	627.529	42.5877	1360.1	658.383	58.9517	1403.29	742.388	786.276	1040.52	744.326	675.544	1043.39	697.531	788.992	1093.45	691.152	678.375	1093.99	709.215	271.502	1031.53	713.61	191.683	1043.64	665.887	274.898	1063.39	670.669	190.832	1071.97	641.845	90.557	1088.87	633.318	43.0583	1085.14	663.441	60.3976	1046.81	763.976	966.57	1385.24	735.353	553.284	1387.15	731.826	540.085	1270.96	732.271	491.482	1397.86	781.598	462.509	1343.91	702.06	110.494	1397.34	720.054	116.635	1314.72	850.208	64.3988	1319.66	829.731	56.3653	1427.13	855.101	73.1238	1362.05	801.825	965.312	1057.07	752.821	550.567	1052.46	733.132	539.857	1162.37	735.208	490.483	1040.09	786.694	461.599	1092.03	705.126	108.823	1051	725.598	119.306	1129.09	854.985	62.7936	1133.48	827.116	56.5677	1026.72	861.065	69.6669	1088.65
