Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.793	858.12	1060.41	1337.61	879.725	1066.99	1127.05	698.321	1097.88	1258.66	702.058	1099.05	1181.9	795.145	1135.59	1358.99	818.521	1134.97	1090.45	727.487	761.783	1399.26	735.197	651.175	1396.82	678.792	760.613	1348.62	680.923	650.621	1346.16	698.796	271.273	1410.79	702.343	190.541	1400.79	659.077	273.968	1373.81	660.938	194.365	1364.91	638.951	90.7577	1359.63	627.528	42.5917	1360.09	658.381	58.9533	1403.29	742.411	786.276	1040.51	744.352	675.539	1043.38	697.556	788.996	1093.44	691.173	678.372	1093.98	709.231	271.508	1031.53	713.613	191.688	1043.65	665.892	274.903	1063.39	670.669	190.831	1071.96	641.846	90.5549	1088.87	633.319	43.056	1085.15	663.441	60.4021	1046.81	763.989	966.572	1385.22	735.364	553.277	1387.14	731.842	540.086	1270.96	732.281	491.472	1397.86	781.613	462.506	1343.92	701.755	110.652	1397.57	720.051	116.636	1314.73	850.209	64.4057	1319.67	829.732	56.3616	1427.14	855.101	73.1237	1362.05	801.855	965.313	1057.07	752.832	550.562	1052.46	733.141	539.858	1162.36	735.217	490.476	1040.09	786.605	461.868	1092.1	705.12	108.827	1051	725.602	119.301	1129.1	854.975	62.7886	1133.48	827.112	56.565	1026.71	861.078	69.6695	1088.64
0.8	858.138	1060.4	1337.6	879.742	1066.99	1127.04	698.344	1097.87	1258.65	702.075	1099.06	1181.88	795.151	1135.58	1358.99	818.491	1134.91	1090.33	727.506	761.776	1399.24	735.219	651.178	1396.81	678.804	760.618	1348.6	680.946	650.62	1346.15	698.805	271.27	1410.79	702.359	190.54	1400.79	659.083	273.97	1373.8	660.947	194.367	1364.9	638.951	90.7559	1359.62	627.524	42.5935	1360.09	658.388	58.9553	1403.28	742.44	786.278	1040.49	744.372	675.54	1043.37	697.572	788.995	1093.43	691.199	678.378	1093.98	709.242	271.502	1031.53	713.62	191.684	1043.64	665.902	274.907	1063.38	670.676	190.833	1071.96	641.849	90.5596	1088.87	633.316	43.0574	1085.14	663.44	60.3996	1046.81	764.005	966.569	1385.22	735.369	553.281	1387.14	731.842	540.087	1270.95	732.286	491.465	1397.85	781.614	462.505	1343.92	702.062	110.496	1397.34	720.057	116.625	1314.73	850.207	64.401	1319.67	829.734	56.3634	1427.14	855.099	73.1256	1362.05	801.874	965.302	1057.07	752.851	550.564	1052.45	733.159	539.863	1162.36	735.244	490.478	1040.08	786.612	461.859	1092.08	705.116	108.821	1051	725.608	119.296	1129.1	854.988	62.7895	1133.48	827.108	56.5641	1026.71	861.069	69.6605	1088.64
0.807	858.155	1060.4	1337.6	879.76	1066.98	1127.03	698.358	1097.87	1258.63	702.094	1099.05	1181.87	795.165	1135.57	1358.98	818.58	1134.96	1090.44	727.521	761.782	1399.25	735.233	651.184	1396.8	678.82	760.612	1348.6	680.964	650.622	1346.16	698.812	271.271	1410.79	702.353	190.537	1400.78	659.089	273.977	1373.8	660.951	194.371	1364.9	638.948	90.7651	1359.62	627.531	42.5878	1360.09	658.384	58.9575	1403.29	742.457	786.276	1040.48	744.396	675.542	1043.36	697.604	788.994	1093.41	691.211	678.373	1093.96	709.245	271.508	1031.53	713.619	191.683	1043.64	665.907	274.903	1063.38	670.681	190.832	1071.97	641.842	90.5572	1088.87	633.316	43.0614	1085.13	663.441	60.4025	1046.81	764.021	966.562	1385.21	735.383	553.283	1387.13	731.861	540.088	1270.95	732.304	491.483	1397.85	781.634	462.502	1343.91	701.754	110.661	1397.58	720.059	116.636	1314.72	850.204	64.4071	1319.67	829.731	56.3596	1427.13	855.102	73.1224	1362.05	801.898	965.303	1057.05	752.869	550.568	1052.44	733.178	539.853	1162.34	735.255	490.487	1040.08	786.626	461.864	1092.08	705.111	108.831	1051.01	725.603	119.295	1129.1	854.984	62.7978	1133.48	827.11	56.5685	1026.71	861.064	69.6625	1088.64
0.813	858.176	1060.4	1337.59	879.787	1066.97	1127.03	698.375	1097.87	1258.62	702.115	1099.05	1181.86	795.168	1135.56	1358.98	818.555	1134.91	1090.31	727.538	761.777	1399.23	735.246	651.177	1396.79	678.84	760.612	1348.59	680.982	650.622	1346.14	698.815	271.276	1410.78	702.36	190.538	1400.78	659.092	273.975	1373.81	660.948	194.366	1364.89	638.955	90.7646	1359.63	627.531	42.5906	1360.1	658.389	58.9539	1403.28	742.487	786.277	1040.47	744.419	675.537	1043.35	697.623	788.998	1093.39	691.236	678.373	1093.94	709.25	271.503	1031.52	713.62	191.687	1043.63	665.914	274.91	1063.37	670.681	190.832	1071.96	641.846	90.562	1088.86	633.315	43.0644	1085.13	663.438	60.4038	1046.8	764.032	966.549	1385.2	735.395	553.281	1387.13	731.877	540.084	1270.95	732.309	491.468	1397.83	781.646	462.506	1343.9	701.764	110.659	1397.58	720.051	116.633	1314.73	850.209	64.4032	1319.66	829.733	56.3719	1427.14	855.102	73.1235	1362.05	801.917	965.298	1057.05	752.887	550.548	1052.43	733.193	539.864	1162.34	735.278	490.478	1040.07	786.64	461.861	1092.07	705.117	108.824	1051	725.601	119.302	1129.09	854.977	62.7898	1133.48	827.116	56.5657	1026.72	861.064	69.6688	1088.64
0.82	858.193	1060.39	1337.58	879.807	1066.98	1127.02	698.399	1097.87	1258.61	702.131	1099.05	1181.86	795.171	1135.55	1358.98	818.575	1134.92	1090.31	727.556	761.777	1399.23	735.261	651.176	1396.79	678.847	760.613	1348.59	681.002	650.618	1346.14	698.818	271.276	1410.78	702.366	190.549	1400.78	659.099	273.977	1373.8	660.959	194.363	1364.89	638.956	90.7612	1359.63	627.533	42.5912	1360.09	658.39	58.9502	1403.28	742.505	786.277	1040.46	744.436	675.538	1043.34	697.64	789.001	1093.38	691.247	678.381	1093.94	709.259	271.508	1031.51	713.626	191.684	1043.63	665.925	274.91	1063.37	670.679	190.841	1071.96	641.84	90.5616	1088.87	633.312	43.0663	1085.14	663.433	60.4082	1046.8	764.051	966.561	1385.2	735.415	553.279	1387.12	731.889	540.079	1270.94	732.325	491.481	1397.83	781.652	462.503	1343.9	701.764	110.653	1397.58	720.043	116.636	1314.71	850.205	64.408	1319.67	829.728	56.3614	1427.14	855.095	73.1269	1362.04	801.931	965.309	1057.04	752.893	550.561	1052.43	733.215	539.855	1162.32	735.29	490.483	1040.06	786.666	461.859	1092.07	705.114	108.826	1051	725.607	119.288	1129.09	854.978	62.792	1133.48	827.113	56.5648	1026.71	861.071	69.6627	1088.65
0.827	858.209	1060.4	1337.57	879.82	1066.97	1127.01	698.417	1097.87	1258.61	702.153	1099.06	1181.85	795.18	1135.55	1358.97	818.594	1134.91	1090.3	727.573	761.779	1399.22	735.278	651.176	1396.79	678.869	760.615	1348.57	681.023	650.617	1346.14	698.818	271.286	1410.79	702.364	190.548	1400.78	659.1	273.981	1373.8	660.958	194.369	1364.9	638.954	90.7601	1359.63	627.535	42.5888	1360.1	658.39	58.9557	1403.29	742.523	786.275	1040.45	744.459	675.538	1043.33	697.664	788.998	1093.36	691.268	678.372	1093.93	709.264	271.508	1031.51	713.632	191.685	1043.64	665.928	274.913	1063.37	670.684	190.841	1071.96	641.84	90.5644	1088.86	633.31	43.0674	1085.14	663.434	60.408	1046.81	764.059	966.557	1385.19	735.425	553.282	1387.1	731.908	540.084	1270.94	732.337	491.47	1397.82	781.662	462.501	1343.9	701.764	110.655	1397.58	720.055	116.636	1314.72	850.206	64.401	1319.67	829.739	56.3643	1427.13	855.099	73.1274	1362.05	801.956	965.298	1057.03	752.907	550.56	1052.41	733.239	539.853	1162.32	735.293	490.487	1040.05	786.67	461.853	1092.06	705.115	108.827	1050.99	725.607	119.299	1129.09	854.981	62.7845	1133.48	827.115	56.5665	1026.71	861.065	69.66	1088.65
0.833	858.229	1060.27	1337.27	879.849	1066.97	1127	698.436	1097.87	1258.59	702.167	1099.06	1181.84	795.187	1135.54	1358.96	818.615	1134.91	1090.29	727.587	761.774	1399.21	735.289	651.179	1396.78	678.886	760.619	1348.57	681.034	650.619	1346.13	698.835	271.276	1410.78	702.37	190.549	1400.78	659.113	273.978	1373.79	660.963	194.371	1364.89	638.953	90.7634	1359.62	627.528	42.5906	1360.09	658.394	58.953	1403.28	742.549	786.273	1040.43	744.471	675.536	1043.32	697.678	788.994	1093.35	691.283	678.38	1093.91	709.266	271.51	1031.51	713.628	191.687	1043.63	665.935	274.915	1063.37	670.689	190.839	1071.96	641.844	90.5564	1088.87	633.315	43.0621	1085.14	663.433	60.4098	1046.8	764.075	966.55	1385.16	735.437	553.279	1387.1	731.921	540.077	1270.93	732.344	491.466	1397.82	781.676	462.498	1343.89	702.071	110.499	1397.33	720.054	116.628	1314.73	850.206	64.4056	1319.67	829.73	56.3635	1427.13	855.103	73.1239	1362.04	801.973	965.305	1057.02	752.912	550.548	1052.41	733.233	539.851	1162.31	735.314	490.479	1040.05	786.684	461.856	1092.05	705.118	108.826	1051	725.609	119.303	1129.09	854.974	62.7907	1133.48	827.118	56.5641	1026.72	861.059	69.6619	1088.64
0.84	858.238	1060.39	1337.56	879.865	1066.97	1126.99	698.459	1097.87	1258.58	702.185	1099.06	1181.83	795.204	1135.56	1358.95	818.625	1134.91	1090.29	727.597	761.779	1399.2	735.301	651.173	1396.77	678.906	760.61	1348.55	681.058	650.621	1346.12	698.836	271.283	1410.78	702.366	190.55	1400.78	659.112	273.987	1373.8	660.964	194.373	1364.89	638.955	90.7686	1359.63	627.533	42.5899	1360.09	658.395	58.9555	1403.3	742.558	786.272	1040.43	744.482	675.543	1043.31	697.695	789.002	1093.34	691.295	678.382	1093.9	709.276	271.517	1031.5	713.632	191.692	1043.62	665.95	274.919	1063.35	670.694	190.845	1071.96	641.842	90.5607	1088.86	633.312	43.0624	1085.14	663.44	60.4092	1046.8	764.098	966.558	1385.17	735.446	553.283	1387.1	731.925	540.088	1270.93	732.362	491.481	1397.81	781.687	462.509	1343.88	702.065	110.497	1397.33	720.049	116.638	1314.72	850.205	64.4116	1319.66	829.736	56.3642	1427.13	855.103	73.1312	1362.04	801.992	965.298	1057.02	752.934	550.559	1052.4	733.253	539.854	1162.31	735.322	490.484	1040.05	786.693	461.859	1092.05	705.112	108.833	1050.99	725.601	119.297	1129.09	854.979	62.7974	1133.48	827.113	56.569	1026.72	861.061	69.6636	1088.65
0.847	858.243	1060.4	1337.55	879.872	1066.97	1126.97	698.467	1097.87	1258.57	702.199	1099.06	1181.82	795.212	1135.55	1358.93	818.638	1134.9	1090.28	727.604	761.782	1399.2	735.31	651.178	1396.77	678.921	760.612	1348.54	681.073	650.616	1346.11	698.834	271.277	1410.77	702.375	190.553	1400.78	659.116	273.988	1373.8	660.971	194.376	1364.88	638.953	90.7668	1359.63	627.526	42.6035	1360.1	658.387	58.9598	1403.29	742.581	786.275	1040.41	744.495	675.536	1043.3	697.709	789.006	1093.33	691.303	678.386	1093.9	709.28	271.51	1031.5	713.634	191.692	1043.62	665.945	274.925	1063.35	670.695	190.847	1071.95	641.841	90.5603	1088.86	633.317	43.0663	1085.13	663.436	60.4153	1046.81	764.107	966.558	1385.16	735.464	553.284	1387.09	731.952	540.089	1270.92	732.363	491.475	1397.82	781.689	462.499	1343.88	701.766	110.659	1397.57	720.044	116.644	1314.72	850.201	64.4088	1319.66	829.726	56.3708	1427.14	855.1	73.1319	1362.05	802.001	965.296	1057	752.934	550.556	1052.39	733.27	539.86	1162.3	735.324	490.479	1040.05	786.7	461.85	1092.05	705.119	108.833	1050.99	725.602	119.304	1129.1	854.967	62.7962	1133.48	827.117	56.568	1026.72	861.064	69.6652	1088.65
0.853	858.256	1060.39	1337.54	879.887	1066.96	1126.98	698.483	1097.87	1258.56	702.211	1099.06	1181.81	795.234	1135.56	1358.92	818.649	1134.91	1090.28	727.609	761.779	1399.2	735.315	651.177	1396.76	678.937	760.614	1348.53	681.088	650.611	1346.1	698.838	271.282	1410.77	702.374	190.557	1400.78	659.121	273.984	1373.79	660.967	194.375	1364.89	638.953	90.7637	1359.63	627.526	42.5959	1360.1	658.393	58.9533	1403.29	742.587	786.269	1040.41	744.5	675.531	1043.3	697.72	788.998	1093.32	691.32	678.376	1093.9	709.287	271.506	1031.51	713.639	191.686	1043.62	665.947	274.921	1063.35	670.697	190.846	1071.95	641.835	90.5569	1088.86	633.316	43.0636	1085.13	663.43	60.4132	1046.8	764.111	966.565	1385.16	735.468	553.278	1387.09	731.958	540.086	1270.92	732.38	491.479	1397.8	781.696	462.495	1343.88	702.065	110.501	1397.34	720.048	116.635	1314.71	850.196	64.4083	1319.66	829.732	56.3607	1427.13	855.096	73.1245	1362.05	802.019	965.293	1056.99	752.948	550.543	1052.4	733.272	539.857	1162.3	735.337	490.475	1040.05	786.715	461.846	1092.05	705.115	108.826	1051	725.605	119.307	1129.08	854.968	62.7923	1133.48	827.104	56.5658	1026.72	861.051	69.6707	1088.65
0.86	858.26	1060.4	1337.54	879.898	1066.96	1126.96	698.491	1097.87	1258.54	702.219	1099.06	1181.8	795.246	1135.57	1358.9	818.661	1134.9	1090.27	727.612	761.784	1399.19	735.324	651.176	1396.76	678.937	760.611	1348.52	681.097	650.617	1346.09	698.842	271.297	1410.77	702.366	190.557	1400.78	659.123	273.989	1373.79	660.969	194.379	1364.89	638.948	90.7657	1359.62	627.529	42.5943	1360.09	658.393	58.962	1403.29	742.602	786.266	1040.4	744.51	675.539	1043.3	697.73	789.006	1093.32	691.326	678.383	1093.9	709.291	271.515	1031.51	713.639	191.691	1043.62	665.95	274.922	1063.36	670.694	190.842	1071.95	641.84	90.5653	1088.86	633.318	43.0612	1085.14	663.426	60.406	1046.8	764.12	966.546	1385.14	735.476	553.276	1387.08	731.953	540.086	1270.91	732.383	491.477	1397.79	781.701	462.498	1343.87	702.067	110.496	1397.34	720.049	116.644	1314.71	850.196	64.4048	1319.66	829.723	56.3669	1427.14	855.094	73.1298	1362.04	802.017	965.294	1056.99	752.954	550.564	1052.38	733.284	539.855	1162.3	735.345	490.482	1040.04	786.714	461.854	1092.05	705.115	108.835	1051	725.602	119.301	1129.09	854.966	62.7984	1133.48	827.103	56.5729	1026.71	861.057	69.6634	1088.64
0.867	858.265	1060.4	1337.53	879.902	1066.97	1126.95	698.492	1097.87	1258.53	702.231	1099.06	1181.79	795.252	1135.58	1358.88	818.678	1134.9	1090.26	727.625	761.775	1399.18	735.325	651.172	1396.74	678.954	760.611	1348.51	681.111	650.612	1346.08	698.839	271.286	1410.77	702.368	190.564	1400.79	659.126	273.99	1373.78	660.97	194.379	1364.88	638.95	90.7649	1359.63	627.524	42.6029	1360.09	658.388	58.9576	1403.29	742.608	786.265	1040.4	744.517	675.531	1043.3	697.742	788.997	1093.32	691.34	678.377	1093.9	709.29	271.506	1031.51	713.642	191.681	1043.62	665.949	274.923	1063.35	670.694	190.847	1071.94	641.837	90.5582	1088.86	633.315	43.0584	1085.14	663.431	60.4057	1046.8	764.123	966.561	1385.14	735.475	553.275	1387.07	731.969	540.086	1270.9	732.392	491.481	1397.79	781.701	462.498	1343.87	701.759	110.666	1397.58	720.051	116.638	1314.72	850.2	64.4121	1319.66	829.724	56.3768	1427.14	855.091	73.128	1362.03	802.029	965.292	1056.98	752.968	550.55	1052.38	733.287	539.856	1162.3	735.353	490.478	1040.04	786.722	461.838	1092.05	705.113	108.824	1050.99	725.601	119.304	1129.09	854.964	62.8014	1133.47	827.105	56.5705	1026.71	861.053	69.6653	1088.64
0.873	858.272	1060.39	1337.53	879.916	1066.96	1126.94	698.507	1097.87	1258.52	702.242	1099.06	1181.78	795.262	1135.58	1358.86	818.672	1134.89	1090.24	727.625	761.777	1399.17	735.329	651.181	1396.73	678.966	760.605	1348.49	681.121	650.605	1346.07	698.84	271.282	1410.76	702.371	190.553	1400.77	659.124	273.991	1373.78	660.976	194.377	1364.87	638.951	90.7655	1359.62	627.523	42.5932	1360.09	658.386	58.9551	1403.29	742.611	786.259	1040.4	744.519	675.532	1043.3	697.75	789.001	1093.32	691.345	678.376	1093.9	709.297	271.507	1031.5	713.64	191.686	1043.63	665.962	274.925	1063.34	670.696	190.846	1071.95	641.836	90.565	1088.87	633.312	43.0566	1085.14	663.43	60.4023	1046.81	764.128	966.551	1385.12	735.484	553.283	1387.06	731.968	540.083	1270.89	732.393	491.488	1397.78	781.712	462.505	1343.86	701.767	110.661	1397.58	720.041	116.636	1314.72	850.191	64.413	1319.66	829.728	56.3669	1427.13	855.081	73.1331	1362.04	802.042	965.286	1056.97	752.974	550.554	1052.38	733.28	539.863	1162.29	735.358	490.48	1040.03	786.718	461.847	1092.03	705.11	108.826	1050.99	725.588	119.294	1129.1	854.968	62.7978	1133.47	827.106	56.5729	1026.71	861.052	69.6643	1088.64
0.88	858.276	1060.39	1337.52	879.93	1066.95	1126.94	698.518	1097.87	1258.5	702.255	1099.05	1181.77	795.274	1135.58	1358.84	818.687	1134.89	1090.23	727.634	761.773	1399.17	735.332	651.177	1396.73	678.969	760.605	1348.48	681.126	650.61	1346.06	698.838	271.292	1410.76	702.373	190.559	1400.78	659.124	273.985	1373.76	660.973	194.375	1364.88	638.952	90.7687	1359.63	627.526	42.5958	1360.09	658.389	58.9555	1403.28	742.624	786.263	1040.4	744.529	675.529	1043.3	697.757	788.998	1093.32	691.346	678.372	1093.91	709.296	271.507	1031.51	713.646	191.682	1043.62	665.956	274.921	1063.34	670.696	190.844	1071.95	641.834	90.5594	1088.86	633.313	43.0526	1085.12	663.431	60.4093	1046.8	764.136	966.548	1385.1	735.494	553.29	1387.06	731.972	540.082	1270.89	732.396	491.493	1397.78	781.718	462.502	1343.85	702.067	110.507	1397.33	720.05	116.641	1314.72	850.192	64.4112	1319.66	829.725	56.3739	1427.13	855.086	73.1313	1362.04	802.045	965.286	1056.95	752.978	550.542	1052.38	733.294	539.85	1162.3	735.367	490.478	1040.04	786.725	461.839	1092.04	705.117	108.825	1051	725.6	119.301	1129.09	854.966	62.795	1133.47	827.106	56.5708	1026.71	861.048	69.6671	1088.64
0.887	858.294	1060.39	1337.52	879.936	1066.95	1126.92	698.534	1097.87	1258.48	702.277	1099.05	1181.76	795.276	1135.57	1358.82	818.697	1134.88	1090.21	727.632	761.778	1399.16	735.337	651.185	1396.72	678.969	760.606	1348.48	681.136	650.606	1346.05	698.84	271.297	1410.75	702.373	190.558	1400.77	659.124	273.995	1373.76	660.972	194.374	1364.86	638.956	90.762	1359.63	627.521	42.5976	1360.09	658.387	58.9568	1403.28	742.62	786.261	1040.4	744.527	675.525	1043.3	697.76	788.995	1093.32	691.352	678.37	1093.9	709.299	271.495	1031.51	713.642	191.679	1043.62	665.959	274.925	1063.34	670.7	190.844	1071.95	641.833	90.5613	1088.87	633.312	43.0624	1085.12	663.434	60.4028	1046.8	764.135	966.557	1385.1	735.486	553.277	1387.04	731.976	540.085	1270.88	732.398	491.487	1397.78	781.715	462.502	1343.84	701.762	110.662	1397.58	720.042	116.636	1314.71	850.192	64.4093	1319.66	829.729	56.3706	1427.13	855.091	73.1312	1362.04	802.044	965.281	1056.95	752.977	550.542	1052.37	733.302	539.856	1162.29	735.369	490.47	1040.03	786.729	461.836	1092.03	705.118	108.826	1050.99	725.597	119.297	1129.08	854.969	62.7974	1133.48	827.104	56.5805	1026.72	861.055	69.6691	1088.64
0.893	858.303	1060.39	1337.51	879.981	1066.98	1126.91	698.553	1097.87	1258.48	702.293	1099.06	1181.75	795.294	1135.57	1358.82	818.728	1134.87	1090.21	727.632	761.77	1399.14	735.335	651.182	1396.7	678.972	760.606	1348.45	681.138	650.605	1346.03	698.84	271.296	1410.74	702.368	190.564	1400.77	659.12	273.994	1373.75	660.975	194.376	1364.85	638.948	90.7645	1359.63	627.522	42.5971	1360.09	658.382	58.9628	1403.29	742.632	786.259	1040.4	744.532	675.519	1043.3	697.765	788.995	1093.32	691.357	678.371	1093.9	709.297	271.501	1031.51	713.647	191.683	1043.62	665.957	274.927	1063.33	670.696	190.847	1071.95	641.838	90.5568	1088.86	633.318	43.0538	1085.14	663.424	60.4117	1046.8	764.145	966.556	1385.07	735.493	553.283	1387.04	731.987	540.087	1270.87	732.395	491.499	1397.76	781.715	462.501	1343.84	701.766	110.661	1397.57	720.04	116.636	1314.71	850.197	64.4126	1319.66	829.725	56.3746	1427.13	855.091	73.134	1362.05	802.055	965.273	1056.94	752.982	550.543	1052.37	733.314	539.854	1162.29	735.368	490.466	1040.03	786.731	461.844	1092.03	705.122	108.825	1050.99	725.598	119.299	1129.09	854.965	62.8026	1133.48	827.107	56.5716	1026.72	861.047	69.6707	1088.64
0.9	858.317	1060.38	1337.5	879.977	1066.94	1126.9	698.571	1097.87	1258.47	702.314	1099.06	1181.74	795.299	1135.57	1358.8	818.748	1134.86	1090.2	727.624	761.777	1399.13	735.318	651.183	1396.7	678.972	760.607	1348.44	681.131	650.606	1346.02	698.836	271.296	1410.74	702.373	190.559	1400.77	659.118	273.989	1373.75	660.97	194.375	1364.85	638.953	90.762	1359.61	627.521	42.603	1360.09	658.385	58.9604	1403.29	742.626	786.261	1040.39	744.526	675.523	1043.3	697.767	789.001	1093.31	691.35	678.378	1093.9	709.297	271.505	1031.5	713.642	191.679	1043.62	665.958	274.919	1063.33	670.69	190.842	1071.94	641.835	90.5572	1088.86	633.309	43.0624	1085.12	663.436	60.4032	1046.8	764.144	966.558	1385.08	735.472	553.283	1387.02	731.977	540.083	1270.87	732.383	491.493	1397.75	781.71	462.498	1343.84	702.063	110.51	1397.33	720.04	116.634	1314.7	850.195	64.4147	1319.66	829.729	56.3713	1427.12	855.09	73.1366	1362.04	802.064	965.273	1056.93	752.988	550.543	1052.36	733.307	539.864	1162.29	735.377	490.475	1040.02	786.732	461.84	1092.03	705.115	108.823	1050.99	725.601	119.298	1129.09	854.973	62.8038	1133.47	827.104	56.5739	1026.71	861.061	69.6807	1088.65
0.907	858.334	1060.38	1337.5	880.015	1066.96	1126.89	698.598	1097.87	1258.46	702.341	1099.06	1181.72	795.323	1135.57	1358.8	818.777	1134.85	1090.19	727.615	761.777	1399.12	735.313	651.179	1396.68	678.971	760.606	1348.42	681.124	650.603	1346.01	698.832	271.293	1410.74	702.358	190.569	1400.77	659.115	273.984	1373.74	660.965	194.379	1364.85	638.947	90.7644	1359.62	627.531	42.5909	1360.09	658.384	58.9536	1403.28	742.628	786.26	1040.4	744.523	675.529	1043.29	697.773	789	1093.31	691.35	678.374	1093.9	709.296	271.498	1031.5	713.638	191.681	1043.62	665.956	274.917	1063.33	670.696	190.84	1071.94	641.84	90.5552	1088.86	633.311	43.0557	1085.12	663.432	60.3956	1046.81	764.162	966.561	1385.07	735.467	553.283	1387.03	731.987	540.087	1270.85	732.379	491.499	1397.75	781.692	462.491	1343.84	702.068	110.5	1397.34	720.045	116.641	1314.71	850.194	64.4056	1319.66	829.723	56.3703	1427.14	855.085	73.1346	1362.04	802.08	965.27	1056.93	752.977	550.535	1052.36	733.31	539.851	1162.28	735.236	490.417	1040.07	786.727	461.825	1092.03	705.106	108.83	1051	725.598	119.3	1129.09	854.967	62.801	1133.48	827.107	56.5727	1026.72	861.053	69.6755	1088.65
0.913	858.351	1060.37	1337.49	880.038	1066.95	1126.89	698.622	1097.88	1258.44	702.365	1099.07	1181.71	795.341	1135.56	1358.79	818.801	1134.84	1090.17	727.616	761.78	1399.1	735.302	651.189	1396.68	678.969	760.612	1348.4	681.115	650.613	1345.99	698.825	271.294	1410.74	702.35	190.556	1400.77	659.11	273.991	1373.74	660.969	194.373	1364.85	638.953	90.7601	1359.62	627.521	42.592	1360.09	658.389	58.9582	1403.28	742.63	786.257	1040.39	744.524	675.522	1043.28	697.769	789.003	1093.32	691.344	678.375	1093.88	709.291	271.498	1031.49	713.636	191.683	1043.61	665.95	274.921	1063.32	670.683	190.845	1071.94	641.835	90.5557	1088.86	633.314	43.0523	1085.13	663.433	60.4009	1046.79	764.174	966.557	1385.05	735.455	553.277	1387.03	731.979	540.075	1270.85	732.371	491.495	1397.74	781.691	462.496	1343.84	702.064	110.503	1397.33	720.05	116.635	1314.71	850.193	64.4158	1319.66	829.726	56.3686	1427.13	855.085	73.1332	1362.04	802.103	965.261	1056.92	752.979	550.536	1052.35	733.308	539.846	1162.27	735.226	490.419	1040.06	786.72	461.831	1092.02	705.114	108.819	1050.99	725.597	119.29	1129.09	854.964	62.7992	1133.47	827.104	56.5732	1026.71	861.05	69.6796	1088.65
