hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-9.417272	3.703224	-21.638939	6.942763	12.562469	7.463358	-10.349992	-17.607435	-1.039312
	-9.222654	2.924408	-21.359816	7.452140	12.860236	9.305549	-8.335516	-17.124742	-0.316226
	-9.071664	2.297848	-21.068756	7.850698	12.481594	11.707305	-5.611173	-16.444880	0.040846
	-9.045332	1.811533	-21.066367	7.882072	11.083504	14.742702	-2.510463	-14.950543	-0.469194
	-9.139447	1.571900	-21.076937	7.583345	8.801552	18.503881	0.529974	-12.318303	-1.484880
	-9.310246	1.304764	-21.188400	7.023645	6.442928	22.430783	3.116172	-9.630885	-2.997021
	-9.550058	1.097259	-21.317891	6.528464	4.590747	26.187423	4.734779	-7.062248	-4.516973
	-9.974537	0.823408	-21.210620	6.284262	3.183138	29.609701	5.817138	-5.142524	-6.145578
	-10.550448	0.669417	-21.118657	6.476325	2.272237	32.480737	6.236303	-4.000348	-7.869317
	-11.186792	0.617553	-21.037634	6.831916	1.515993	34.704230	6.234110	-3.439514	-9.623494
	-11.924986	0.537557	-21.072349	7.160111	0.937143	36.346170	6.064106	-3.181743	-11.275751
	-12.496635	0.360839	-21.250427	7.419354	0.697410	37.829104	5.883016	-3.105616	-12.820558
	-12.968138	0.230163	-21.456930	7.588776	0.953602	39.009917	5.755872	-3.149551	-14.253394
	-13.346841	0.055261	-21.453489	7.694031	1.541131	39.636736	5.696044	-3.114846	-15.528877
	-13.739983	-0.151329	-21.336585	7.600231	2.286286	39.798374	5.648532	-2.960026	-16.633239
	-13.894500	-0.399850	-21.073315	7.482579	2.890409	39.598459	5.580954	-2.951280	-17.666802
	-13.797618	-0.353616	-20.300527	7.246506	3.313523	39.227079	5.443717	-2.853056	-18.595838
	-13.331173	-0.057583	-19.045489	7.050925	3.735119	38.578924	5.237034	-2.890787	-19.322095
	-12.295701	0.233995	-17.304734	6.812024	4.132901	37.921235	4.954833	-3.012039	-19.944656
	-11.101968	0.614445	-15.396319	6.766193	4.336139	37.058569	4.573444	-3.295068	-20.466650
	-9.847766	0.825380	-13.369759	6.796857	4.440514	35.970667	4.050225	-3.731565	-20.596848
	-8.907736	1.202739	-11.399736	6.996468	4.510677	34.775119	3.412998	-4.186547	-20.662812
	-8.311308	1.689292	-9.407990	7.277096	4.183213	33.398701	2.714409	-4.709995	-20.423298
	-7.942560	2.390286	-7.602782	7.622374	3.533439	31.898151	1.846399	-5.239897	-19.868276
	-7.662136	3.207045	-5.905540	7.941833	2.686270	30.368559	0.941854	-5.611174	-19.093852
	-7.371479	4.004120	-4.307388	8.266338	1.941148	28.968917	-0.093768	-5.997243	-17.992537
	-7.074590	4.739285	-2.927468	8.625507	1.334060	27.728091	-1.181259	-6.504751	-16.583900
	-6.693483	5.518017	-1.677799	8.953895	0.858650	26.473478	-2.276055	-7.078694	-14.955650
	-6.211864	6.192790	-0.355635	9.239125	0.589817	24.993797	-3.352850	-7.767397	-13.049642
	-5.605879	6.735520	0.911061	9.508888	0.591196	23.680464	-4.385283	-8.487114	-10.866161
	-4.912023	7.187343	2.017336	9.791129	0.753588	22.401178	-5.347343	-9.377502	-8.491710
	-4.286776	7.444903	3.123299	10.027979	1.324545	21.184208	-6.235655	-10.307528	-5.965932
	-3.568463	7.575475	4.053925	10.259845	1.934024	20.069045	-7.117536	-11.238267	-3.295668
	-2.887559	7.678549	4.903426	10.483076	2.663890	19.039923	-7.819808	-12.157602	-0.625542
	-2.259254	7.796340	5.673353	10.677743	3.298529	18.138203	-8.332696	-13.160469	2.047446
	-1.635416	7.963521	6.366230	10.847884	3.634458	17.426833	-8.776846	-13.937457	4.651841
	-1.057969	8.143603	6.992526	10.962312	3.775444	16.810264	-8.923129	-14.467227	7.264560
	-0.594507	8.364872	7.640293	11.082930	3.555869	16.494934	-8.971670	-14.773627	9.635898
	-0.286240	8.553641	8.184401	11.210542	3.093538	16.437083	-9.019300	-14.802055	11.822203
	-0.110492	8.859512	8.507995	11.269058	2.316066	16.537800	-8.968101	-14.859687	13.842782
	0.006945	9.149515	8.939644	11.371336	1.648069	17.038821	-8.823806	-14.497362	15.609062
	0.022682	9.296298	9.234786	11.487726	0.963490	17.809748	-8.858655	-13.903903	17.237890
	-0.028656	9.198218	9.456821	11.634735	0.411774	18.918247	-8.980171	-13.147184	18.699029
	-0.087800	8.929566	9.514020	11.836622	0.014072	20.414766	-9.150218	-12.462423	20.009137
	-0.202739	8.696498	9.511377	12.060987	-0.236352	22.220180	-9.333397	-11.798468	20.863743
	-0.369540	8.339663	9.441544	12.235266	-0.393328	24.265151	-9.397752	-11.130615	21.410437
