hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	3.870847	6.102246	4.053792	16.915954	-0.490862	71.847667	-7.411059	-5.616442	26.895691
	3.916061	5.494521	2.696744	16.922097	-1.171229	75.635249	-7.526016	-5.595824	27.026377
	3.983438	4.709939	1.162970	17.035485	-1.732702	79.330277	-7.051360	-5.384057	27.444604
	4.082653	3.983121	-0.590521	17.005801	-2.091052	82.964039	-6.424265	-4.891608	27.038495
	4.211995	3.326605	-2.444367	16.719544	-2.261218	86.298790	-5.425121	-4.389044	26.525295
	4.464149	2.703752	-4.373663	16.291549	-2.335262	89.332985	-3.900174	-4.087695	25.684765
	4.680819	2.308592	-6.427179	15.610855	-2.527510	92.030431	-2.461024	-3.949039	24.579527
	4.835995	2.063567	-8.574611	15.032411	-2.713946	94.627922	-1.114875	-3.897766	23.212848
	4.819489	2.202197	-10.804561	14.634508	-3.224682	96.951202	0.113325	-4.351871	21.762785
	4.621267	2.115263	-13.121211	14.329469	-3.617019	98.815083	1.097014	-4.400137	20.416292
	4.370023	1.945250	-15.402445	14.501285	-3.883737	100.235584	1.894662	-4.443418	18.918796
	4.014344	1.688879	-17.514276	14.746554	-4.048357	101.242596	2.657801	-4.580946	17.245302
	3.660617	1.343913	-19.515348	14.990687	-3.942734	101.992856	3.311865	-5.057558	15.535463
	3.406089	1.022756	-21.361980	15.386387	-3.466767	102.012936	3.986873	-5.816797	14.026189
	3.249462	0.358405	-23.091642	15.825185	-2.692366	101.503637	4.493845	-6.008216	12.383610
	3.066100	0.010739	-24.726615	15.949709	-1.998209	100.782836	4.883745	-6.251101	10.682165
	2.939133	-0.475891	-26.279754	16.258405	-1.219347	99.583006	5.241234	-6.464411	8.998174
	2.677353	-0.888457	-27.578221	16.104926	-0.422514	97.972284	5.629246	-6.539777	7.630892
	2.337995	-1.097352	-28.661890	15.946877	0.546719	95.779990	5.748147	-6.406093	6.664152
	1.729397	-1.420964	-29.560010	16.041475	1.699319	93.089594	5.599865	-6.387385	5.769819
	1.146368	-1.695009	-30.258516	16.045040	2.828395	90.015192	5.373686	-6.405480	4.845510
	0.426368	-1.929058	-30.785266	15.990948	4.089085	86.482834	4.821067	-6.719049	3.825464
	-0.339684	-2.166604	-31.225332	15.979009	5.083012	82.583226	4.192094	-6.957219	2.933957
	-1.099664	-2.401033	-31.476097	15.927500	6.368352	78.547059	3.582963	-6.913843	2.296876
	-1.902478	-2.643911	-31.625954	15.824348	7.892015	74.252614	2.984052	-6.886248	1.826540
	-2.529262	-2.856445	-31.542770	15.641688	9.153793	69.723400	2.412591	-6.940882	1.558412
	-3.039137	-3.574999	-31.435257	15.171874	10.884838	64.840803	1.881404	-7.125928	1.067163
	-3.195770	-4.311483	-31.184498	14.360708	12.694626	59.657534	1.352545	-7.214558	0.906984
	-3.067124	-5.263434	-30.763858	13.431106	14.520684	54.332316	1.099349	-7.363849	0.960206
	-2.848194	-6.036693	-30.193252	12.312748	16.205399	48.901389	0.703088	-7.372230	0.659003
	-2.471630	-6.771436	-29.462391	10.753461	17.609621	43.294111	0.561849	-7.124333	0.455405
	-2.238482	-7.281147	-28.630934	8.973244	18.521076	37.712186	0.399237	-7.093140	0.124514
	-2.038780	-7.554336	-27.627646	7.465738	19.322358	32.361988	0.011179	-7.357790	-0.038893
	-2.113029	-7.444227	-26.524207	6.111509	19.509580	27.242774	-0.643716	-7.794195	-0.132336
	-2.441957	-6.588659	-25.381260	4.924658	19.648602	22.245623	-1.762145	-8.705361	-0.183973
	-2.681766	-5.410550	-24.198747	3.846338	19.469567	17.321471	-2.832875	-9.733799	-0.307260
	-3.032875	-4.216954	-22.984879	2.878249	18.817795	13.094264	-3.901037	-10.962147	-0.621433
	-3.333278	-2.930966	-21.859173	1.928529	17.739030	9.207256	-5.048146	-11.733619	-1.318649
	-3.578262	-1.804210	-20.805074	0.986743	16.516845	5.996491	-5.525490	-12.298770	-2.103992
	-3.582486	-1.169504	-19.785366	0.167635	15.296457	2.912916	-5.712696	-12.370831	-2.990234
	-3.533200	-0.965537	-18.775126	-0.484448	13.952696	0.226061	-5.315979	-11.874553	-3.863042
	-3.400096	-1.069359	-17.784979	-0.883175	12.827020	-1.661414	-4.762497	-11.186525	-4.481252
	-3.189295	-1.364212	-16.898318	-1.086160	11.814705	-2.803334	-4.434570	-10.370666	-5.138996
	-3.112889	-1.765095	-16.136510	-1.037688	11.001288	-3.252376	-4.751419	-9.712025	-5.791299
	-3.169538	-2.240056	-15.514794	-0.921596	10.617365	-2.839721	-5.102234	-9.416187	-6.371531
	-3.214114	-2.833814	-15.082551	-0.508200	10.439435	-1.748349	-5.777770	-9.196692	-6.897852
	-3.372803	-3.703769	-14.781711	0.037059	10.649702	-0.247013	-5.811052	-9.335862	-7.142586
