Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
4.343	839.906	1108.494	1352.354	852.737	1099.413	1121.825	660.865	1131.463	1277.855	669.44	1135.892	1181.494	762.069	1168.203	1397.022	781.678	1172.138	1075.847	738.62	816.357	1421.064	740.236	706.657	1418.524	680.135	819.235	1386.059	675.654	708.986	1382.934	701.403	285.508	1428.061	708.161	205.332	1415.609	658.489	286.796	1395.507	663.44	207.355	1383.113	645.201	92.235	1365.947	636.866	47.368	1366.34	671.091	64.54	1413.784	748.589	842.386	1043.004	751.075	732.195	1037.78	691.738	841.382	1080.786	688.168	731.49	1071.64	702.124	285.567	1028.736	707.69	205.402	1037.118	664.839	288.432	1066.887	669.748	203.583	1071.161	644.853	92.209	1084.647	634.596	46.961	1084.214	665.335	66.325	1040.375	747.21	996.475	1402.729	726.559	578.179	1407.051	734.492	563.562	1278.122	718.804	511.902	1410.894	779.292	488.734	1360.593	707.476	108.641	1409.496	727.29	120.976	1323.324	860.888	64.764	1324.271	833.707	59.242	1434.73	863.724	79.46	1373.988	768.132	1006.834	1062.208	750.544	576.464	1046.263	745.814	558.385	1173.842	748.419	506.418	1040.467	789.579	469.795	1101.738	709.979	106.718	1047.523	727.111	114.649	1134.527	858.366	62.897	1132.418	825.411	56.934	1021.85	862.95	73.536	1085.497
4.35	839.884	1108.492	1352.331	852.699	1099.407	1121.806	660.849	1131.444	1277.845	669.414	1135.884	1181.478	762.05	1168.195	1397.005	781.64	1172.112	1075.828	738.587	816.348	1421.04	740.214	706.656	1418.51	680.115	819.227	1386.041	675.624	708.976	1382.915	701.383	285.506	1428.06	708.145	205.329	1415.606	658.463	286.79	1395.499	663.445	207.338	1383.111	645.193	92.222	1365.942	636.865	47.352	1366.341	671.082	64.529	1413.762	748.575	842.37	1042.99	751.063	732.199	1037.763	691.717	841.372	1080.762	688.15	731.487	1071.611	702.109	285.553	1028.726	707.68	205.398	1037.122	664.825	288.433	1066.888	669.743	203.578	1071.151	644.853	92.21	1084.647	634.588	46.967	1084.199	665.327	66.319	1040.359	747.181	996.467	1402.72	726.533	578.172	1407.04	734.467	563.55	1278.106	718.775	511.891	1410.876	779.272	488.729	1360.582	707.477	108.629	1409.507	727.292	120.97	1323.311	860.861	64.753	1324.236	833.7	59.239	1434.727	863.718	79.466	1373.984	768.094	1006.829	1062.18	750.52	576.455	1046.25	745.794	558.373	1173.825	748.401	506.402	1040.448	789.578	469.785	1101.732	709.977	106.714	1047.517	727.107	114.652	1134.519	858.362	62.897	1132.425	825.397	56.929	1021.843	862.946	73.543	1085.489
4.356	839.859	1108.491	1352.31	852.689	1099.404	1121.783	660.823	1131.439	1277.83	669.395	1135.88	1181.459	762.026	1168.186	1396.978	781.595	1172.099	1075.803	738.564	816.34	1421.024	740.183	706.656	1418.507	680.091	819.22	1386.024	675.611	708.972	1382.897	701.369	285.499	1428.055	708.133	205.328	1415.61	658.438	286.779	1395.49	663.427	207.329	1383.102	645.188	92.224	1365.952	636.864	47.361	1366.337	671.084	64.53	1413.77	748.569	842.378	1042.976	751.048	732.19	1037.747	691.696	841.385	1080.727	688.129	731.484	1071.599	702.104	285.554	1028.728	707.678	205.395	1037.113	664.822	288.415	1066.878	669.734	203.572	1071.142	644.85	92.204	1084.656	634.594	46.941	1084.21	665.339	66.312	1040.374	747.163	996.461	1402.696	726.509	578.158	1407.03	734.459	563.541	1278.106	718.76	511.887	1410.878	779.266	488.732	1360.559	707.465	108.636	1409.511	727.29	120.972	1323.327	860.864	64.763	1324.236	833.692	59.236	1434.734	863.716	79.474	1373.978	768.077	1006.832	1062.16	750.511	576.45	1046.238	745.786	558.37	1173.817	748.382	506.401	1040.437	789.571	469.784	1101.719	709.973	106.712	1047.498	727.103	114.656	1134.504	858.354	62.892	1132.408	825.404	56.93	1021.845	862.951	73.542	1085.49
4.363	839.832	1108.489	1352.29	852.66	1099.395	1121.774	660.796	1131.445	1277.809	669.366	1135.881	1181.452	762.01	1168.189	1396.954	781.559	1172.088	1075.777	738.537	816.34	1421.007	740.162	706.648	1418.494	680.065	819.223	1386.009	675.587	708.979	1382.869	701.354	285.501	1428.051	708.118	205.319	1415.612	658.417	286.773	1395.495	663.417	207.316	1383.098	645.194	92.221	1365.938	636.863	47.353	1366.339	671.089	64.525	1413.772	748.551	842.37	1042.954	751.042	732.171	1037.734	691.694	841.372	1080.711	688.125	731.474	1071.57	702.101	285.543	1028.72	707.678	205.389	1037.1	664.815	288.415	1066.876	669.73	203.562	1071.137	644.847	92.201	1084.645	634.585	46.952	1084.203	665.324	66.313	1040.37	747.134	996.452	1402.693	726.481	578.156	1407.027	734.442	563.524	1278.094	718.736	511.886	1410.872	779.234	488.724	1360.566	707.472	108.624	1409.508	727.284	120.964	1323.32	860.853	64.759	1324.237	833.689	59.231	1434.73	863.704	79.476	1373.974	768.061	1006.831	1062.145	750.528	576.443	1046.236	745.78	558.369	1173.803	748.374	506.398	1040.425	789.573	469.78	1101.7	709.952	106.714	1047.506	727.104	114.65	1134.507	858.357	62.892	1132.412	825.407	56.886	1021.843	862.941	73.542	1085.491
4.37	839.8	1108.484	1352.271	852.641	1099.37	1121.748	660.769	1131.433	1277.782	669.337	1135.87	1181.435	761.977	1168.192	1396.946	781.52	1172.072	1075.76	738.505	816.343	1421.002	740.135	706.647	1418.489	680.033	819.22	1385.982	675.568	708.967	1382.847	701.333	285.499	1428.047	708.114	205.319	1415.613	658.405	286.762	1395.485	663.409	207.314	1383.099	645.185	92.218	1365.937	636.858	47.347	1366.338	671.091	64.515	1413.766	748.547	842.363	1042.937	751.042	732.172	1037.724	691.682	841.367	1080.679	688.11	731.481	1071.546	702.093	285.537	1028.705	707.671	205.38	1037.103	664.802	288.412	1066.869	669.728	203.558	1071.117	644.855	92.189	1084.645	634.592	46.939	1084.21	665.323	66.303	1040.369	747.105	996.461	1402.667	726.455	578.156	1407.018	734.423	563.517	1278.087	718.722	511.877	1410.864	779.222	488.723	1360.557	707.457	108.624	1409.503	727.288	120.964	1323.319	860.866	64.776	1324.267	833.689	59.236	1434.731	863.714	79.478	1373.979	768.048	1006.827	1062.129	750.516	576.436	1046.22	745.777	558.352	1173.796	748.365	506.388	1040.407	789.547	469.777	1101.695	709.956	106.708	1047.49	727.1	114.658	1134.502	858.353	62.91	1132.411	825.402	56.888	1021.836	862.941	73.552	1085.487
4.376	839.766	1108.481	1352.256	852.604	1099.374	1121.732	660.737	1131.434	1277.771	669.3	1135.872	1181.411	761.941	1168.178	1396.928	781.49	1172.048	1075.74	738.486	816.329	1420.986	740.117	706.64	1418.475	680.019	819.209	1385.961	675.548	708.963	1382.829	701.318	285.494	1428.044	708.099	205.306	1415.617	658.386	286.744	1395.488	663.398	207.298	1383.092	645.177	92.217	1365.943	636.862	47.342	1366.339	671.101	64.504	1413.757	748.531	842.352	1042.924	751.031	732.162	1037.704	691.67	841.362	1080.651	688.115	731.459	1071.525	702.09	285.533	1028.708	707.667	205.378	1037.103	664.799	288.395	1066.86	669.722	203.546	1071.124	644.842	92.187	1084.632	634.59	46.945	1084.19	665.321	66.293	1040.347	747.083	996.453	1402.658	726.435	578.152	1407.013	734.423	563.508	1278.077	718.694	511.881	1410.865	779.211	488.715	1360.543	707.452	108.626	1409.514	727.274	120.955	1323.323	860.844	64.772	1324.237	833.683	59.241	1434.734	863.697	79.483	1373.977	768.022	1006.814	1062.104	750.516	576.435	1046.201	745.755	558.364	1173.785	748.369	506.378	1040.392	789.551	469.773	1101.688	709.966	106.701	1047.496	727.093	114.657	1134.488	858.341	62.905	1132.406	825.398	56.928	1021.837	862.946	73.55	1085.483
4.383	839.735	1108.475	1352.233	852.58	1099.366	1121.714	660.699	1131.428	1277.755	669.286	1135.86	1181.394	761.909	1168.166	1396.908	781.448	1172.022	1075.717	738.467	816.32	1420.971	740.104	706.632	1418.464	680.003	819.204	1385.942	675.539	708.957	1382.811	701.303	285.494	1428.041	708.092	205.298	1415.616	658.371	286.733	1395.492	663.385	207.29	1383.087	645.185	92.206	1365.946	636.857	47.337	1366.341	671.092	64.5	1413.769	748.526	842.347	1042.917	751.028	732.154	1037.684	691.656	841.35	1080.635	688.099	731.452	1071.501	702.081	285.529	1028.7	707.666	205.372	1037.086	664.787	288.39	1066.856	669.716	203.538	1071.129	644.845	92.175	1084.647	634.58	46.937	1084.2	665.322	66.275	1040.36	747.051	996.451	1402.645	726.43	578.145	1407.001	734.414	563.493	1278.069	718.687	511.873	1410.861	779.195	488.707	1360.54	707.446	108.619	1409.528	727.272	120.962	1323.326	860.844	64.775	1324.269	833.686	59.248	1434.729	863.694	79.475	1373.982	768.013	1006.806	1062.093	750.503	576.429	1046.186	745.742	558.352	1173.77	748.362	506.378	1040.383	789.55	469.751	1101.667	709.955	106.695	1047.478	727.088	114.66	1134.496	858.346	62.906	1132.4	825.396	56.883	1021.833	862.941	73.548	1085.485
4.39	839.706	1108.457	1352.214	852.557	1099.362	1121.706	660.666	1131.413	1277.73	669.237	1135.86	1181.376	761.868	1168.161	1396.89	781.399	1172.004	1075.683	738.445	816.317	1420.95	740.085	706.629	1418.453	679.988	819.188	1385.913	675.529	708.948	1382.782	701.287	285.48	1428.035	708.071	205.291	1415.613	658.344	286.728	1395.494	663.378	207.283	1383.09	645.18	92.203	1365.951	636.857	47.328	1366.343	671.089	64.492	1413.762	748.508	842.341	1042.889	751.023	732.137	1037.679	691.649	841.34	1080.619	688.09	731.447	1071.482	702.075	285.513	1028.699	707.648	205.362	1037.093	664.775	288.38	1066.848	669.709	203.539	1071.11	644.836	92.181	1084.634	634.589	46.929	1084.199	665.319	66.285	1040.355	747.032	996.44	1402.621	726.41	578.132	1406.991	734.413	563.487	1278.067	718.674	511.861	1410.849	779.192	488.699	1360.552	707.438	108.612	1409.533	727.261	120.958	1323.312	860.844	64.782	1324.266	833.676	59.236	1434.731	863.698	79.485	1373.989	767.979	1006.805	1062.068	750.521	576.421	1046.18	745.729	558.355	1173.754	748.359	506.372	1040.368	789.548	469.757	1101.658	709.967	106.679	1047.502	727.079	114.653	1134.49	858.342	62.91	1132.405	825.393	56.926	1021.837	862.937	73.555	1085.489
4.396	839.685	1108.456	1352.203	852.538	1099.357	1121.69	660.645	1131.402	1277.706	669.2	1135.848	1181.345	761.838	1168.145	1396.869	781.363	1171.995	1075.659	738.423	816.31	1420.936	740.071	706.624	1418.439	679.971	819.182	1385.898	675.523	708.935	1382.753	701.281	285.478	1428.034	708.066	205.288	1415.613	658.33	286.718	1395.476	663.376	207.269	1383.089	645.178	92.198	1365.953	636.852	47.324	1366.34	671.075	64.496	1413.79	748.501	842.331	1042.881	751.019	732.13	1037.666	691.84	841.153	1080.68	688.08	731.438	1071.46	702.061	285.516	1028.694	707.639	205.358	1037.078	664.768	288.378	1066.842	669.707	203.524	1071.102	644.839	92.17	1084.637	634.585	46.924	1084.205	665.322	66.271	1040.358	747.003	996.444	1402.614	726.407	578.134	1406.984	734.414	563.469	1278.059	718.669	511.858	1410.847	779.176	488.694	1360.539	707.437	108.614	1409.538	727.271	120.956	1323.325	860.827	64.78	1324.239	833.676	59.242	1434.741	863.689	79.489	1373.989	767.964	1006.781	1062.04	750.512	576.417	1046.166	745.734	558.354	1173.746	748.36	506.364	1040.369	789.54	469.731	1101.647	709.945	106.686	1047.483	727.081	114.647	1134.479	858.341	62.917	1132.401	825.396	56.884	1021.832	862.93	73.554	1085.486
4.403	839.657	1108.45	1352.192	852.512	1099.357	1121.675	660.618	1131.389	1277.684	669.184	1135.843	1181.319	761.801	1168.131	1396.843	781.335	1171.972	1075.643	738.405	816.302	1420.918	740.068	706.617	1418.426	679.96	819.172	1385.867	675.518	708.926	1382.725	701.274	285.471	1428.033	708.06	205.289	1415.623	658.328	286.71	1395.482	663.368	207.268	1383.09	645.177	92.194	1365.96	636.855	47.319	1366.342	671.08	64.477	1413.771	748.489	842.329	1042.867	751.011	732.126	1037.639	691.826	841.141	1080.673	688.075	731.429	1071.445	702.053	285.513	1028.686	707.646	205.353	1037.084	664.762	288.373	1066.829	669.699	203.528	1071.115	644.834	92.162	1084.634	634.579	46.913	1084.194	665.318	66.264	1040.357	746.989	996.425	1402.587	726.394	578.123	1406.972	734.41	563.466	1278.046	718.656	511.851	1410.842	779.173	488.682	1360.534	707.431	108.604	1409.545	727.26	120.944	1323.324	860.822	64.777	1324.241	833.682	59.238	1434.738	863.689	79.486	1373.989	767.925	1006.794	1062.027	750.518	576.402	1046.158	745.742	558.347	1173.729	748.35	506.357	1040.344	789.543	469.728	1101.623	709.981	106.845	1047.46	727.069	114.658	1134.499	858.332	62.91	1132.406	825.399	56.878	1021.833	862.921	73.564	1085.49
4.41	839.64	1108.451	1352.172	852.488	1099.355	1121.65	660.583	1131.388	1277.672	669.15	1135.834	1181.302	761.763	1168.123	1396.823	781.302	1171.963	1075.613	738.392	816.294	1420.902	740.056	706.611	1418.414	679.957	819.163	1385.833	675.519	708.912	1382.687	701.265	285.467	1428.031	708.052	205.277	1415.62	658.317	286.708	1395.469	663.364	207.258	1383.079	645.174	92.187	1365.947	636.856	47.317	1366.34	671.076	64.492	1413.78	748.45	842.409	1042.76	751.009	732.117	1037.629	691.826	841.132	1080.652	688.077	731.419	1071.431	702.043	285.507	1028.694	707.639	205.346	1037.076	664.754	288.368	1066.824	669.698	203.52	1071.112	644.83	92.151	1084.631	634.578	46.913	1084.18	665.32	66.252	1040.346	746.966	996.424	1402.582	726.383	578.117	1406.957	734.412	563.438	1278.04	718.647	511.844	1410.835	779.179	488.673	1360.521	707.431	108.602	1409.556	727.268	120.947	1323.329	860.823	64.778	1324.251	833.673	59.245	1434.746	863.692	79.49	1373.994	767.918	1006.786	1062.006	750.516	576.402	1046.15	745.744	558.341	1173.722	748.347	506.346	1040.348	789.55	469.732	1101.619	709.948	106.673	1047.475	727.083	114.655	1134.475	858.331	62.919	1132.404	825.399	56.883	1021.829	862.931	73.568	1085.489
4.416	839.614	1108.451	1352.141	852.472	1099.356	1121.624	660.565	1131.379	1277.655	669.127	1135.828	1181.265	761.731	1168.116	1396.796	781.265	1171.949	1075.589	738.367	816.293	1420.877	740.052	706.609	1418.393	679.946	819.156	1385.798	675.516	708.91	1382.655	701.253	285.465	1428.031	708.047	205.274	1415.615	658.313	286.701	1395.461	663.358	207.259	1383.073	645.172	92.18	1365.944	636.856	47.313	1366.348	671.069	64.481	1413.782	748.457	842.314	1042.838	750.999	732.105	1037.617	691.815	841.113	1080.64	688.064	731.418	1071.441	702.04	285.504	1028.68	707.633	205.342	1037.069	664.75	288.361	1066.846	669.693	203.512	1071.112	644.827	92.151	1084.624	634.576	46.907	1084.188	665.318	66.253	1040.353	746.944	996.423	1402.56	726.383	578.115	1406.948	734.439	563.429	1278.035	718.652	511.835	1410.819	779.177	488.665	1360.499	707.426	108.604	1409.552	727.265	120.943	1323.339	860.82	64.778	1324.243	833.678	59.251	1434.738	863.686	79.506	1374.003	767.896	1006.782	1061.989	750.501	576.396	1046.133	745.741	558.334	1173.708	748.351	506.342	1040.328	789.544	469.722	1101.605	709.941	106.67	1047.475	727.068	114.645	1134.477	858.338	62.92	1132.4	825.401	56.876	1021.836	862.923	73.57	1085.489
4.423	839.599	1108.448	1352.127	852.451	1099.358	1121.601	660.539	1131.372	1277.643	669.107	1135.816	1181.258	761.701	1168.111	1396.78	781.243	1171.938	1075.578	738.359	816.286	1420.865	740.046	706.607	1418.375	679.942	819.136	1385.766	675.518	708.904	1382.621	701.255	285.466	1428.017	708.043	205.272	1415.61	658.305	286.695	1395.448	663.356	207.249	1383.071	645.168	92.176	1365.946	636.851	47.311	1366.346	671.078	64.473	1413.764	748.444	842.308	1042.825	750.982	732.109	1037.601	691.804	841.112	1080.625	688.055	731.406	1071.421	702.024	285.491	1028.682	707.617	205.339	1037.063	664.74	288.362	1066.835	669.685	203.513	1071.103	644.827	92.134	1084.625	634.635	46.866	1084.207	665.317	66.248	1040.344	746.933	996.421	1402.537	726.381	578.113	1406.932	734.444	563.419	1278.018	718.647	511.838	1410.811	779.184	488.671	1360.504	707.419	108.601	1409.557	727.256	120.927	1323.337	860.831	64.789	1324.27	833.67	59.247	1434.738	863.682	79.497	1373.992	767.861	1006.786	1061.966	750.523	576.384	1046.139	745.748	558.322	1173.699	748.359	506.328	1040.324	789.552	469.717	1101.589	709.943	106.656	1047.484	727.068	114.655	1134.47	858.325	62.913	1132.391	825.388	56.917	1021.829	862.926	73.574	1085.48
4.43	839.581	1108.453	1352.101	852.432	1099.364	1121.569	660.523	1131.357	1277.606	669.067	1135.813	1181.234	761.677	1168.105	1396.754	781.206	1171.92	1075.551	738.34	816.271	1420.835	740.034	706.599	1418.356	679.929	819.133	1385.721	675.513	708.891	1382.59	701.249	285.467	1428.011	708.04	205.271	1415.612	658.299	286.692	1395.444	663.356	207.239	1383.062	645.166	92.165	1365.951	636.861	47.292	1366.346	671.072	64.473	1413.771	748.425	842.305	1042.809	750.978	732.1	1037.593	691.791	841.108	1080.616	688.054	731.4	1071.42	702.012	285.491	1028.682	707.614	205.332	1037.072	664.731	288.346	1066.855	669.683	203.508	1071.108	644.817	92.138	1084.621	634.625	46.857	1084.193	665.305	66.234	1040.339	746.91	996.413	1402.521	726.373	578.098	1406.924	734.467	563.404	1278.02	718.653	511.832	1410.804	779.192	488.658	1360.484	707.423	108.59	1409.563	727.264	120.931	1323.348	860.83	64.781	1324.28	833.674	59.244	1434.74	863.687	79.509	1374.004	767.845	1006.781	1061.948	750.52	576.381	1046.122	745.775	558.308	1173.677	748.346	506.334	1040.312	789.577	469.708	1101.587	709.927	106.661	1047.455	727.066	114.647	1134.474	858.324	62.93	1132.398	825.4	56.873	1021.829	862.928	73.566	1085.487
4.436	839.552	1108.453	1352.09	852.402	1099.368	1121.545	660.5	1131.351	1277.592	669.039	1135.803	1181.224	761.652	1168.104	1396.738	781.17	1171.925	1075.507	738.328	816.268	1420.798	740.023	706.594	1418.332	679.917	819.124	1385.694	675.526	708.88	1382.551	701.247	285.463	1428.006	708.037	205.266	1415.602	658.302	286.689	1395.431	663.356	207.236	1383.059	645.168	92.166	1365.948	636.861	47.292	1366.347	671.076	64.455	1413.768	748.41	842.299	1042.805	750.974	732.094	1037.572	691.784	841.096	1080.603	688.052	731.391	1071.413	702.007	285.496	1028.684	707.608	205.337	1037.066	664.726	288.338	1066.845	669.669	203.498	1071.111	644.819	92.131	1084.617	634.573	46.888	1084.175	665.31	66.23	1040.346	746.893	996.404	1402.497	726.375	578.093	1406.906	734.474	563.394	1278.002	718.651	511.824	1410.788	779.2	488.653	1360.489	707.407	108.591	1409.562	727.267	120.918	1323.354	860.816	64.761	1324.256	833.68	59.249	1434.748	863.678	79.497	1374.005	767.825	1006.781	1061.923	750.522	576.389	1046.111	745.805	558.296	1173.662	748.357	506.324	1040.302	789.578	469.705	1101.585	709.934	106.651	1047.462	727.062	114.651	1134.469	858.333	62.92	1132.392	825.396	56.921	1021.832	862.93	73.575	1085.48
4.443	839.527	1108.459	1352.077	852.395	1099.37	1121.517	660.485	1131.345	1277.57	669.022	1135.805	1181.189	761.628	1168.105	1396.711	781.135	1171.913	1075.498	738.311	816.27	1420.778	740.023	706.599	1418.317	679.918	819.115	1385.645	675.522	708.888	1382.514	701.251	285.463	1428.0	708.027	205.269	1415.605	658.295	286.692	1395.427	663.353	207.234	1383.057	645.166	92.169	1365.955	636.858	47.295	1366.353	671.06	64.479	1413.777	748.409	842.287	1042.796	750.968	732.091	1037.568	691.779	841.086	1080.609	688.036	731.388	1071.402	701.998	285.487	1028.687	707.598	205.34	1037.06	664.726	288.341	1066.837	669.667	203.498	1071.116	644.813	92.125	1084.614	634.568	46.879	1084.184	665.301	66.231	1040.339	746.881	996.404	1402.481	726.375	578.098	1406.895	734.499	563.392	1277.983	718.665	511.82	1410.776	779.199	488.659	1360.488	707.415	108.586	1409.563	727.258	120.928	1323.344	860.819	64.779	1324.253	833.67	59.253	1434.747	863.68	79.505	1374.011	767.799	1006.776	1061.899	750.532	576.382	1046.108	745.819	558.289	1173.648	748.338	506.326	1040.283	789.58	469.708	1101.574	709.926	106.653	1047.453	727.059	114.641	1134.463	858.324	62.938	1132.389	825.4	56.869	1021.832	862.924	73.583	1085.481
4.45	839.515	1108.459	1352.046	852.372	1099.375	1121.493	660.461	1131.333	1277.547	669.004	1135.796	1181.162	761.607	1168.103	1396.688	781.11	1171.903	1075.46	738.302	816.27	1420.761	740.022	706.597	1418.297	679.914	819.114	1385.616	675.525	708.879	1382.483	701.247	285.459	1427.991	708.039	205.271	1415.604	658.298	286.693	1395.417	663.346	207.24	1383.051	645.167	92.164	1365.941	636.85	47.298	1366.349	671.073	64.455	1413.757	748.389	842.286	1042.783	750.956	732.084	1037.55	691.767	841.083	1080.601	688.042	731.381	1071.407	701.997	285.487	1028.691	707.602	205.322	1037.067	664.732	288.344	1066.844	669.673	203.497	1071.114	644.814	92.131	1084.6	634.568	46.874	1084.185	665.298	66.222	1040.335	746.863	996.404	1402.459	726.38	578.088	1406.876	734.495	563.383	1277.966	718.659	511.825	1410.765	779.216	488.654	1360.475	707.421	108.58	1409.553	727.262	120.926	1323.351	860.819	64.779	1324.253	833.669	59.249	1434.751	863.681	79.511	1374.007	767.787	1006.776	1061.877	750.538	576.382	1046.09	745.836	558.287	1173.637	748.363	506.316	1040.272	789.592	469.703	1101.565	709.949	106.803	1047.424	727.067	114.634	1134.459	858.321	62.929	1132.383	825.398	56.915	1021.836	862.922	73.584	1085.481
4.456	839.497	1108.459	1352.02	852.346	1099.382	1121.464	660.432	1131.332	1277.532	668.983	1135.786	1181.134	761.574	1168.105	1396.66	781.081	1171.893	1075.44	738.292	816.268	1420.737	740.013	706.591	1418.278	679.904	819.114	1385.581	675.514	708.877	1382.444	701.251	285.456	1427.981	708.037	205.265	1415.603	658.298	286.689	1395.413	663.343	207.234	1383.044	645.158	92.171	1365.957	636.845	47.295	1366.347	671.074	64.469	1413.756	748.379	842.286	1042.768	750.963	732.076	1037.544	691.765	841.076	1080.587	688.034	731.372	1071.4	701.999	285.479	1028.684	707.594	205.325	1037.052	664.721	288.334	1066.843	669.667	203.493	1071.093	644.809	92.118	1084.612	634.56	46.874	1084.195	665.298	66.217	1040.332	746.85	996.397	1402.436	726.386	578.088	1406.855	734.515	563.37	1277.95	718.669	511.826	1410.754	779.216	488.641	1360.448	707.42	108.587	1409.55	727.263	120.923	1323.352	860.821	64.775	1324.253	833.68	59.243	1434.741	863.679	79.518	1374.018	767.777	1006.771	1061.859	750.535	576.377	1046.086	745.859	558.29	1173.616	748.359	506.32	1040.261	789.604	469.7	1101.543	709.946	106.792	1047.42	727.066	114.645	1134.446	858.322	62.941	1132.38	825.397	56.878	1021.824	862.921	73.589	1085.469
4.463	839.477	1108.458	1351.992	852.331	1099.379	1121.454	660.424	1131.324	1277.511	668.961	1135.778	1181.108	761.558	1168.102	1396.634	781.062	1171.895	1075.415	738.278	816.272	1420.716	740.012	706.595	1418.256	679.895	819.117	1385.55	675.529	708.867	1382.415	701.254	285.462	1427.974	708.038	205.268	1415.601	658.302	286.685	1395.409	663.352	207.238	1383.044	645.161	92.162	1365.945	636.846	47.293	1366.342	671.066	64.469	1413.775	748.375	842.28	1042.755	750.959	732.073	1037.539	691.761	841.065	1080.575	688.038	731.371	1071.392	701.995	285.48	1028.677	707.59	205.327	1037.049	664.73	288.341	1066.845	669.661	203.501	1071.098	644.81	92.116	1084.595	634.56	46.867	1084.193	665.29	66.22	1040.33	746.838	996.393	1402.418	726.389	578.091	1406.835	734.522	563.38	1277.939	718.666	511.823	1410.739	779.23	488.642	1360.443	707.421	108.575	1409.545	727.267	120.927	1323.342	860.828	64.782	1324.278	833.671	59.246	1434.742	863.69	79.503	1374.006	767.747	1006.766	1061.844	750.544	576.374	1046.076	745.88	558.288	1173.603	748.364	506.31	1040.255	789.622	469.682	1101.527	709.916	106.651	1047.432	727.066	114.643	1134.452	858.319	62.933	1132.371	825.401	56.877	1021.826	862.911	73.583	1085.479
