hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	8.200361	-9.272017	-30.077385	2.936165	33.362396	12.383030	3.613303	-13.273762	-8.153150	6.817586	-9.482581	-28.090208	2.319301	33.049827	10.672414	2.130306	-15.485512	-8.333752	10.173695	-10.194696	-31.060492	4.153562	31.880121	13.655722	2.735027	-13.626135	-8.349723	6.094692	-10.082534	-29.278783	3.016089	33.328885	12.512535	3.286643	-14.503535	-9.284274	7.312693	-8.761970	-30.398845	3.264182	33.628740	12.389539	2.693702	-16.052949	-9.219250	9.105759	-9.540664	-29.860145	2.235147	34.302768	9.952026	2.659309	-14.788930	-8.627731	8.279336	-8.955326	-30.122099	2.372634	32.402945	11.766495	5.015307	-12.564712	-7.696301	7.885679	-8.212503	-28.974454	3.721671	32.659842	13.147153	3.565024	-14.231061	-8.291944	7.841039	-8.245133	-30.694092	3.752338	31.867540	13.928751	4.911619	-12.957798	-8.311392	9.727137	-10.928318	-30.749767	4.502325	32.655149	14.761922	4.207747	-12.236226	-9.344893	8.830592	-8.997013	-30.450577	3.565811	31.918042	14.147275	3.005789	-15.050316	-7.333334	7.736223	-7.865101	-29.420824	1.879994	32.547735	10.366363	3.912314	-13.664133	-8.056654	8.219568	-8.553703	-28.699875	3.777432	30.979848	12.156025	3.461231	-13.174525	-9.078621	8.443484	-6.637374	-31.278134	4.226822	32.550923	13.195227	3.685812	-13.086918	-8.164088	8.082175	-7.135744	-30.031341	4.137779	31.227100	13.737075	4.470460	-12.350505	-8.109799	7.920069	-8.524772	-29.715673	4.487146	32.598515	15.409001	3.597123	-14.362130	-8.671058	7.852475	-8.068075	-32.013493	2.875337	32.227743	12.722078	3.090660	-13.771422	-7.559470	7.985420	-8.213094	-30.202626	2.840774	33.489422	11.638552	4.420995	-13.160585	-7.084212	8.755132	-9.154151	-29.947867	4.039665	31.964003	13.794279	3.309500	-13.974165	-7.000604	10.004050	-11.622183	-29.799255	3.356755	32.042241	13.583059	2.643878	-14.370638	-8.251162	10.704369	-10.483351	-30.691408	3.416107	32.235167	13.160903	3.818059	-12.504757	-7.274553	7.889932	-9.421608	-30.235233	3.708928	32.723748	13.092118	2.825484	-14.895515	-7.666126	10.788830	-10.923239	-30.416043	4.848720	30.963426	15.369509	3.074578	-13.758921	-7.358776	8.867381	-10.647711	-30.384756	3.297138	33.700513	12.565549	3.537415	-14.309154	-6.331446	9.236286	-9.341053	-29.700875	3.065933	33.350002	11.710849	2.356720	-15.106280	-8.222333	9.563139	-11.725512	-30.139061	3.737292	33.118373	13.186791	4.535602	-13.042736	-6.484134
	7.602599	-9.350136	-29.933726	3.531848	32.617879	14.083767	4.829684	-12.493226	-7.293854	6.427102	-9.899604	-28.077757	3.129040	32.939591	12.384181	3.120338	-14.937140	-7.575400	9.701154	-10.482114	-30.659856	4.746186	31.490691	15.315738	3.411666	-13.302691	-7.320314	5.707025	-10.312067	-29.120331	3.709217	32.896745	14.162770	4.190082	-14.003552	-8.636440	6.786408	-9.055562	-30.098052	4.050406	33.357923	14.033375	3.756626	-15.695289	-8.601971	8.876043	-9.909220	-29.651395	2.912140	34.324676	11.477032	3.644896	-14.241480	-7.812153	7.856265	-9.586311	-29.806279	3.076831	32.167495	13.466959	6.100342	-11.842691	-6.489648	7.296698	-8.459523	-28.668993	4.258075	32.257067	14.520684	4.619593	-13.530539	-7.379998	7.333745	-8.630445	-30.342484	4.293263	31.377156	15.395318	5.961652	-12.218972	-7.181493	9.374649	-11.286167	-30.361803	4.972078	32.237872	16.242197	4.831980	-11.753052	-8.318919	8.225002	-9.535813	-30.179766	4.094033	31.395244	15.691732	3.931841	-14.464985	-6.247278	7.333493	-7.837874	-29.305410	2.584861	32.165189	12.022971	4.990092	-12.997476	-7.338459	7.900840	-8.907958	-28.299203	4.280506	30.816998	13.567957	4.213008	-12.601627	-8.250910	7.915733	-6.654494	-31.089285	4.811980	31.609048	14.911037	4.762364	-12.312966	-7.335222	7.759792	-7.594901	-29.605035	4.625268	30.969832	15.241135	5.360142	-11.821483	-7.037362	7.228915	-8.771787	-29.413922	5.105304	32.073888	16.857042	4.727452	-13.619562	-7.801858	7.289203	-8.561057	-31.626393	3.466797	31.498554	14.393363	4.092929	-13.183659	-6.717058	7.519343	-8.887203	-29.744243	3.450907	33.074996	13.351678	5.544558	-12.373971	-5.923580	8.237391	-9.699731	-29.645089	4.604660	31.584194	15.496936	4.258025	-13.361187	-5.948442	9.307277	-11.982940	-29.441646	3.983921	31.969561	15.067204	3.516339	-13.883450	-7.341623	10.243931	-11.026931	-30.263198	3.973830	32.218741	14.752479	4.569166	-12.015556	-6.240094	7.312681	-9.839029	-30.056152	4.275288	32.241807	14.624751	3.975002	-14.257453	-6.759474	10.393779	-11.113070	-30.022913	5.223486	30.639834	16.939594	3.844662	-13.192033	-6.646619	8.310080	-10.939983	-30.323733	4.004239	33.016650	14.487555	4.761386	-13.596754	-5.349305	8.863434	-9.790755	-29.410064	3.639325	33.074607	13.303512	3.462691	-14.476960	-7.220689	8.953870	-12.072977	-30.135128	4.419520	32.616527	15.105297	5.553659	-12.510303	-5.138081
	6.926748	-9.677810	-29.819213	4.230785	31.901281	16.041738	6.113031	-11.643789	-6.266408	5.967798	-10.486076	-28.035212	3.955698	32.734135	14.269725	4.347383	-14.228650	-6.506754	9.087290	-10.918531	-30.265385	5.373040	30.976831	17.182214	4.220480	-12.878862	-6.060312	5.243592	-10.723832	-28.945451	4.436751	32.410038	16.001612	5.310198	-13.358981	-7.682378	6.180142	-9.505456	-29.812694	4.898777	32.945741	15.860301	4.982180	-15.222668	-7.721249	8.503957	-10.356632	-29.410192	3.678633	34.188738	13.247288	4.810070	-13.635734	-6.694779	7.320338	-10.426645	-29.542055	3.897739	31.911785	15.475022	7.202801	-11.097386	-5.220969	6.644241	-8.939349	-28.379155	4.891315	31.875692	16.151853	5.745171	-12.809445	-6.296304	6.741762	-9.307967	-29.971030	4.914100	30.929453	17.135758	7.051745	-11.432936	-5.938293	8.874622	-11.723036	-30.052168	5.532606	31.782125	17.989918	5.532138	-11.297626	-7.118120	7.531421	-10.306010	-29.961259	4.721008	30.832980	17.508236	4.912027	-13.719331	-5.097637	6.869406	-7.987550	-29.250882	3.418128	31.778283	13.937419	6.175761	-12.324193	-6.384507	7.520515	-9.451395	-27.943236	4.876999	30.688718	15.219377	5.023547	-12.021830	-7.181031	7.341594	-6.903459	-30.911343	5.459448	30.717434	16.872983	5.880369	-11.504333	-6.363039	7.369847	-8.368547	-29.208837	5.230897	30.815109	17.032453	6.286140	-11.281266	-5.836842	6.486049	-9.308372	-29.205710	5.851107	31.534861	18.580846	5.848058	-12.793840	-6.863999	6.637052	-9.328886	-31.214815	4.112497	30.743740	16.304676	5.264050	-12.429774	-5.711373	6.939976	-9.797252	-29.316879	4.150135	32.627466	15.385696	6.749911	-11.496271	-4.677952	7.594409	-10.492857	-29.402194	5.267247	31.144293	17.534480	5.227079	-12.626025	-4.924550	8.456977	-12.449986	-29.123637	4.693996	31.695255	16.811404	4.512909	-13.293349	-6.284780	9.617671	-11.676561	-29.910117	4.658613	32.074225	16.671311	5.363201	-11.498618	-5.178675	6.649834	-10.453756	-29.897767	4.905200	31.682134	16.416230	5.254579	-13.499134	-5.681513	9.855782	-11.455167	-29.680665	5.695015	30.240165	18.775476	4.725349	-12.596330	-5.804478	7.610093	-11.340923	-30.324396	4.824454	32.173537	16.736183	5.996473	-12.777142	-4.375439	8.360480	-10.396629	-29.162424	4.294946	32.651568	15.167059	4.739538	-13.724612	-5.988838	8.189675	-12.565063	-30.140174	5.175123	31.981253	17.343279	6.600212	-11.871177	-3.842433
	6.142914	-10.371930	-29.714931	5.017206	31.246532	18.243407	7.366182	-10.670167	-5.255321	5.391519	-11.302700	-27.938885	4.737175	32.360925	16.326336	5.757748	-13.276132	-5.256357	8.296502	-11.614768	-29.886756	5.994304	30.315746	19.264633	5.128631	-12.226936	-4.778038	4.648990	-11.370671	-28.731654	5.142328	31.833238	18.009009	6.611782	-12.495672	-6.523629	5.478652	-10.211857	-29.532447	5.753127	32.368318	17.847402	6.282218	-14.517763	-6.671628	7.962044	-10.941823	-29.129221	4.494306	33.842325	15.255465	6.078003	-12.923217	-5.415282	6.628397	-11.510013	-29.352624	4.800499	31.604641	17.818965	8.234576	-10.276968	-4.154879	5.899508	-9.746529	-28.096077	5.595928	31.493163	18.059737	6.867144	-11.987811	-5.236207	6.028926	-10.368948	-29.591388	5.606976	30.552785	19.173350	8.101136	-10.559827	-4.829293	8.191869	-12.315086	-29.809760	6.163508	31.287600	20.009694	6.285065	-10.811961	-5.938932	6.730780	-11.387394	-29.788849	5.435035	30.269673	19.613393	5.860979	-12.756431	-4.115317	6.322182	-8.421727	-29.211051	4.332566	31.393036	16.077439	7.389470	-11.605094	-5.317664	7.045297	-10.251893	-27.629319	5.543763	30.563150	17.121448	5.864310	-11.380813	-6.014198	6.719136	-7.525552	-30.699844	6.155504	29.957990	19.065603	6.961345	-10.622036	-5.411700	6.860159	-9.536918	-28.845116	5.946653	30.729475	19.130287	7.183685	-10.636761	-4.740863	5.670048	-10.222679	-29.071080	6.679003	30.978869	20.594695	6.873188	-11.791501	-6.067021	5.871611	-10.434528	-30.788681	4.774062	29.987211	18.457388	6.522576	-11.435868	-4.735431	6.199582	-10.981925	-28.979162	4.934884	32.135513	17.763130	7.923924	-10.494666	-3.618938	6.789186	-11.582378	-29.232496	6.009013	30.629475	19.916365	6.138165	-11.692361	-4.182043	7.438218	-13.109556	-28.850270	5.439098	31.171077	18.840122	5.575372	-12.499307	-5.299698	8.786086	-12.487000	-29.631279	5.430628	31.740176	18.921260	6.166226	-10.869346	-4.309549	5.870618	-11.362838	-29.731993	5.569197	31.045782	18.464151	6.568965	-12.542222	-4.619848	9.132431	-12.050852	-29.369872	6.246619	29.758323	20.858616	5.681002	-11.900656	-5.016518	6.741024	-11.953887	-30.361445	5.719270	31.205887	19.299378	7.142732	-11.802790	-3.642153	7.682656	-11.224977	-28.942336	4.993808	32.035245	17.291989	6.090403	-12.768338	-4.726971	7.233972	-13.267052	-30.130533	5.978259	31.231038	19.898878	7.599317	-11.075928	-2.882877
	5.227809	-11.457485	-29.641140	5.873690	30.677604	20.666674	8.485612	-9.551590	-4.524838	4.661235	-12.351738	-27.816297	5.442707	31.792794	18.561302	7.203680	-12.051380	-4.124140	7.330452	-12.624429	-29.566880	6.594117	29.566923	21.555732	6.048091	-11.285669	-3.781465	3.876529	-12.273598	-28.505944	5.801145	31.164224	20.180799	7.969423	-11.384266	-5.431472	4.669029	-11.237843	-29.281250	6.556506	31.629072	20.008402	7.531424	-13.471995	-5.695929	7.239063	-11.731663	-28.851251	5.324299	33.268270	17.520283	7.314391	-12.028422	-4.269722	5.753789	-12.791231	-29.271527	5.753601	31.224764	20.477519	9.116158	-9.341116	-3.554081	5.028439	-10.922742	-27.857475	6.351792	31.094749	20.256595	7.891778	-10.985842	-4.482410	5.164672	-11.804524	-29.274621	6.380327	30.258060	21.509334	9.021040	-9.579112	-4.138017	7.317431	-13.114868	-29.638423	6.856446	30.778475	22.297724	7.028490	-10.242053	-5.065519	5.812632	-12.808716	-29.689066	6.226776	29.764705	22.012322	6.698884	-11.573515	-3.564618	5.664672	-9.219520	-29.158499	5.277844	31.011793	18.419878	8.524206	-10.770994	-4.396479	6.448111	-11.312967	-27.381602	6.257141	30.408662	19.271598	6.676102	-10.628417	-5.018173	6.038324	-8.561185	-30.454598	6.880736	29.362636	21.462322	7.926774	-9.625051	-4.717046	6.179643	-11.067477	-28.568773	6.752717	30.652644	21.536090	7.976358	-9.809772	-4.034088	4.756001	-11.529572	-29.011854	7.535010	30.420194	22.909320	7.732814	-10.546936	-5.662708	4.975673	-11.874088	-30.409279	5.440796	29.274353	20.846743	7.736873	-10.194812	-4.067649	5.276618	-12.419975	-28.809818	5.817432	31.620021	20.460181	8.934854	-9.356862	-3.038119	5.803368	-12.954166	-29.182941	6.814761	30.051228	22.615551	6.923670	-10.534231	-3.942545	6.260629	-14.033057	-28.663245	6.182968	30.429429	21.169557	6.610468	-11.415184	-4.677345	7.739076	-13.476073	-29.450249	6.242985	31.200779	21.479836	6.923038	-10.057865	-3.870653	4.960682	-12.594121	-29.579663	6.245569	30.363122	20.746915	7.801838	-11.345032	-3.839431	8.186807	-12.947684	-29.103684	6.858497	29.198074	23.179264	6.643808	-11.033074	-4.548552	5.708192	-12.838068	-30.435114	6.644064	30.191768	22.129751	8.128667	-10.645808	-3.370936	6.794109	-12.308298	-28.766687	5.709575	31.237590	19.676971	7.367359	-11.560494	-3.754974	6.067922	-14.204304	-30.133466	6.828402	30.426783	22.739681	8.471321	-10.115878	-2.513836
	4.163311	-12.894248	-29.644350	6.801061	30.208492	23.312116	9.404509	-8.306052	-4.274207	3.744997	-13.624433	-27.721871	6.091061	31.059542	21.010718	8.550933	-10.570494	-3.391791	6.175507	-13.973025	-29.367798	7.190461	28.815502	24.075417	6.901265	-10.057104	-3.322314	2.907058	-13.421130	-28.323671	6.445331	30.453542	22.534566	9.253180	-10.064666	-4.671413	3.753142	-12.562368	-29.099436	7.290217	30.779470	22.373993	8.647101	-12.076831	-5.031641	6.345301	-12.734399	-28.646618	6.158466	32.500855	20.062451	8.411831	-10.908144	-3.528480	4.669319	-14.188190	-29.335674	6.749200	30.752685	23.435626	9.800092	-8.285274	-3.579604	4.005833	-12.426271	-27.724445	7.164113	30.687991	22.748052	8.753604	-9.799288	-4.226551	4.124852	-13.539515	-29.108615	7.254784	30.033196	24.142456	9.761166	-8.505229	-4.030137	6.243971	-14.131932	-29.567058	7.629909	30.272001	24.870513	7.703600	-9.569790	-4.710574	4.772961	-14.523692	-29.706988	7.094940	29.358371	24.695389	7.395645	-10.228289	-3.580641	4.873176	-10.390021	-29.109438	6.238015	30.635792	20.972831	9.504135	-9.774519	-3.853673	5.694780	-12.608583	-27.249230	7.024261	30.210356	21.696564	7.393385	-9.744775	-4.436958	5.270322	-9.990637	-30.216932	7.629018	28.928600	24.073452	8.723650	-8.493918	-4.478569	5.286465	-12.861655	-28.456607	7.644775	30.531795	24.253582	8.606878	-8.790255	-3.900989	3.727345	-13.145333	-29.051553	8.395963	29.882704	25.504242	8.407214	-9.096435	-5.770509	3.942651	-13.595115	-30.148994	6.140371	28.654098	23.467889	8.809105	-8.764286	-3.893877	4.162855	-14.040252	-28.875826	6.819710	31.096420	23.448984	9.704132	-8.106787	-3.096782	4.635596	-14.529754	-29.299130	7.677285	29.427338	25.581407	7.557158	-9.193140	-4.276212	4.942574	-15.214891	-28.620955	6.920257	29.542931	23.802182	7.547866	-10.041930	-4.590699	6.484109	-14.614367	-29.407629	7.082801	30.485799	24.313136	7.586508	-9.061070	-3.982642	3.909379	-14.146095	-29.490428	6.942668	29.691077	23.267656	8.871468	-9.919259	-3.542200	7.012779	-14.104731	-28.919398	7.529045	28.584555	25.719767	7.547957	-9.995748	-4.554344	4.518452	-13.983429	-30.574636	7.581622	29.191816	25.194845	8.921819	-9.321780	-3.679124	5.692402	-13.612379	-28.674570	6.448877	30.328875	22.314541	8.467773	-10.134861	-3.294917	4.693019	-15.333016	-30.208430	7.743972	29.616445	25.818931	9.168388	-9.034538	-2.823943
	2.914327	-14.573248	-29.798272	7.811670	29.824585	26.190753	10.056516	-6.989089	-4.690289	2.615205	-15.074126	-27.743252	6.750792	30.252128	23.718310	9.662146	-8.920028	-3.325872	4.826867	-15.586034	-29.364985	7.831474	28.157391	26.808306	7.618410	-8.662193	-3.539687	1.704137	-14.794522	-28.281444	7.165204	29.795039	25.130512	10.306924	-8.624392	-4.555494	2.715372	-14.172507	-29.066072	7.966250	29.919352	25.029287	9.524240	-10.354137	-4.997736	5.251543	-13.939320	-28.623120	7.008241	31.563106	22.966322	9.255257	-9.524205	-3.511889	3.351483	-15.542339	-29.571770	7.783151	30.159514	26.622512	10.253561	-7.170815	-4.295624	2.782957	-14.147062	-27.791869	8.052290	30.262883	25.563346	9.378281	-8.473491	-4.668204	2.872690	-15.403393	-29.191188	8.249248	29.816571	27.052721	10.276360	-7.395675	-4.620240	4.946661	-15.323016	-29.654484	8.520154	29.753465	27.756789	8.245782	-8.806597	-5.068745	3.591379	-16.405329	-29.918718	8.042176	29.063205	27.653013	7.917109	-8.824587	-4.291306	3.895478	-11.915468	-29.126282	7.229682	30.263557	23.797011	10.230160	-8.586022	-3.972180	4.738827	-14.025524	-27.308164	7.871843	29.933383	24.426925	7.942507	-8.753918	-4.498173	4.364895	-11.708687	-30.064964	8.403704	28.613413	26.901491	9.311364	-7.248861	-4.857939	4.121762	-14.735751	-28.602790	8.623589	30.282551	27.271510	9.018663	-7.632326	-4.482199	2.539006	-14.955848	-29.252728	9.255112	29.386298	28.366415	8.858721	-7.522858	-6.530046	2.750647	-15.513939	-30.115037	6.937241	28.186925	26.330572	9.628879	-7.246600	-4.399708	2.835401	-15.674453	-29.232854	7.952082	30.530008	26.673991	10.179495	-6.820910	-3.887349	3.263413	-16.152335	-29.629066	8.590835	28.744717	28.741240	7.999364	-7.758587	-5.239614	3.484073	-16.582773	-28.807112	7.665948	28.585917	26.743060	8.297471	-8.446073	-5.207074	4.998695	-15.817912	-29.573816	7.965374	29.607575	27.385183	8.099179	-7.923030	-4.756383	2.709329	-15.940993	-29.531903	7.689238	29.101667	26.019508	9.706522	-8.355695	-3.877160	5.553927	-15.457534	-28.895472	8.296696	27.933898	28.482802	8.298257	-8.825171	-5.214442	3.166542	-15.309522	-30.824498	8.531996	28.256499	28.440850	9.487756	-7.906637	-4.636105	4.333981	-15.069428	-28.750737	7.251214	29.378163	25.237860	9.273714	-8.565604	-3.614191	3.088410	-16.526902	-30.430018	8.757267	28.812821	29.062803	9.624320	-7.931562	-3.879548
	1.494981	-16.276138	-30.106189	8.888937	29.457685	29.205278	10.470768	-5.710131	-5.678233	1.293134	-16.573817	-27.927425	7.486051	29.451342	26.640135	10.497590	-7.252384	-3.922989	3.304047	-17.291078	-29.582555	8.552277	27.605384	29.669316	8.172534	-7.269692	-4.360749	0.309589	-16.253609	-28.425824	8.022851	29.229372	27.929811	11.088707	-7.210587	-5.079880	1.575416	-15.893895	-29.202121	8.635925	29.146695	27.913536	10.163595	-8.516776	-5.598888	3.978765	-15.204135	-28.818421	7.891914	30.536274	26.161657	9.829382	-8.010697	-4.215632	1.830691	-16.690396	-29.941205	8.849722	29.435462	29.869234	10.502945	-6.123115	-5.531891	1.378044	-15.838880	-28.064881	9.002616	29.776316	28.578733	9.789389	-7.147763	-5.686096	1.429583	-17.139136	-29.493692	9.326911	29.499941	30.090396	10.596396	-6.343174	-5.745428	3.455220	-16.538308	-29.903033	9.517704	29.174424	30.850992	8.642719	-8.026954	-6.035261	2.289150	-18.200472	-30.308874	9.045630	28.802690	30.730260	8.285516	-7.518839	-5.520786	2.737708	-13.593541	-29.248150	8.261863	29.874997	26.836534	10.706000	-7.298583	-4.723886	3.575923	-15.376875	-27.572547	8.807865	29.531270	27.395104	8.308043	-7.744336	-5.180403	3.300343	-13.506082	-30.042743	9.205177	28.330152	29.859123	9.708394	-5.977038	-5.783402	2.706154	-16.449323	-28.982945	9.656750	29.838817	30.441389	9.237389	-6.472473	-5.623598	1.201433	-16.717827	-29.598861	10.118355	28.905615	31.316982	9.141118	-6.012841	-7.757084	1.425971	-17.426168	-30.313808	7.859325	27.839690	29.317728	10.191318	-5.803528	-5.454828	1.326185	-17.112212	-29.798225	9.164606	29.864667	29.962591	10.419113	-5.618968	-5.208266	1.731031	-17.611928	-30.109080	9.538672	27.988804	31.906291	8.272324	-6.395772	-6.630638	1.922049	-17.936909	-29.192514	8.449041	27.630492	29.832610	8.839092	-6.842303	-6.374647	3.329422	-16.920433	-29.914776	8.897702	28.600489	30.533277	8.462155	-6.790063	-6.012761	1.380791	-17.790297	-29.726404	8.501718	28.596432	28.918255	10.310650	-6.801640	-4.764468	3.851731	-16.811148	-29.039952	9.170625	27.237104	31.339695	8.864989	-7.654755	-6.379108	1.686101	-16.638145	-31.169871	9.505267	27.389338	31.715456	9.853855	-6.544131	-6.060080	2.765649	-16.489871	-29.005109	8.142132	28.438421	28.324727	9.801995	-7.045021	-4.583034	1.310998	-17.588153	-30.773809	9.862078	27.987022	32.288965	9.865594	-6.957382	-5.429162
	-0.107581	-17.759615	-30.541443	10.029216	29.036806	32.192400	10.643167	-4.640408	-7.163968	-0.244148	-17.920802	-28.313426	8.373881	28.687215	29.681765	10.985373	-5.789373	-5.191394	1.608338	-18.837179	-30.008937	9.392402	27.107268	32.500876	8.520873	-6.090476	-5.696610	-1.270817	-17.622920	-28.791118	9.059993	28.734681	30.859909	11.553646	-5.975707	-6.238199	0.321434	-17.521389	-29.519003	9.340784	28.496882	30.924390	10.552553	-6.777615	-6.814168	2.527214	-16.356411	-29.230146	8.832502	29.462831	29.518950	10.126372	-6.553687	-5.556229	0.103076	-17.401843	-30.375139	9.956212	28.528817	32.933602	10.541928	-5.338613	-7.160749	-0.220721	-17.237242	-28.528628	10.013965	29.149596	31.638369	9.980947	-5.997561	-7.193393	-0.215612	-18.448605	-29.948410	10.457003	28.943812	33.046831	10.719461	-5.485429	-7.288859	1.755960	-17.564461	-30.293864	10.613816	28.439247	33.995594	8.865456	-7.347840	-7.538435	0.852535	-19.631303	-30.836580	10.105918	28.469162	33.736041	8.492219	-6.493385	-7.149215	1.370573	-15.193227	-29.496045	9.331848	29.406090	29.997036	10.918163	-6.043499	-6.079177	2.149735	-16.394029	-28.050525	9.853803	28.886987	30.492482	8.451316	-6.871943	-6.480910	2.018008	-15.101540	-30.173414	10.047154	27.973796	32.783616	9.902687	-4.852293	-7.193519	1.017330	-17.713790	-29.537055	10.722720	29.093857	33.562842	9.257456	-5.488515	-7.219176	-0.297517	-18.194233	-30.046973	11.003194	28.390257	34.157786	9.273129	-4.761924	-9.319074	-0.037799	-19.082916	-30.731994	8.937976	27.548600	32.265151	10.467256	-4.624188	-6.965584	-0.362198	-18.101506	-30.461651	10.420053	29.037576	33.078309	10.441772	-4.677787	-6.915011	0.056897	-18.698676	-30.652900	10.530409	27.139594	34.850765	8.371650	-5.300084	-8.312048	0.265740	-19.048635	-29.722179	9.324120	26.707759	32.867963	9.134052	-5.487296	-7.982713	1.497663	-17.725934	-30.370247	9.904694	27.465298	33.560620	8.652660	-5.845473	-7.632711	-0.095271	-19.421545	-30.087267	9.418541	28.122769	31.828589	10.651331	-5.471696	-6.156027	1.916785	-17.966923	-29.343642	10.161295	26.444792	34.137043	9.216823	-6.626008	-7.933262	0.084801	-17.755371	-31.562169	10.531386	26.585548	34.798152	10.005898	-5.433235	-7.817334	0.999414	-17.674518	-29.420609	9.157923	27.517914	31.420374	10.039730	-5.780263	-6.099098	-0.598248	-18.319394	-31.172953	11.050500	27.090142	35.283565	9.900236	-6.274474	-7.299253
