Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
12	-3.814208	-26.508358	-22.312896	4.108127	26.596310	37.247228	9.695152	0.514110	-12.318372	-2.533604	-26.643398	-21.894163	5.544368	25.919242	39.553804	8.410303	2.298100	-13.444074	-4.114089	-27.383344	-20.613398	3.947554	25.744907	34.632580	9.629836	0.515032	-10.812629	-3.713188	-26.596219	-22.611860	2.331089	25.372784	35.656519	10.215638	-1.172688	-9.977811	-3.373403	-24.071031	-20.192790	2.944037	26.041092	34.936274	10.531861	0.099185	-11.095812	-2.782910	-25.343824	-23.448314	3.915313	26.537916	36.524802	10.283200	0.621351	-11.746093	-3.803928	-25.284995	-20.955472	3.286894	26.552422	35.906057	10.578970	0.808606	-11.400053	-3.510842	-24.875615	-21.703940	3.617590	26.644811	35.705601	10.859580	0.744173	-11.948565	-3.829651	-25.350572	-20.961334	4.335867	25.173047	37.570208	9.784084	0.070958	-12.619844	-2.699575	-24.993490	-19.369972	3.790146	26.412776	37.672942	8.725546	0.918755	-12.397599	-3.768807	-23.926727	-20.745055	3.151988	25.029536	38.640930	9.775174	1.373648	-13.952540	-3.650563	-25.162168	-17.839149	3.065468	26.938874	33.529283	8.424770	-0.049377	-13.836730	-3.284533	-22.609841	-21.429875	4.760056	28.562722	36.317972	9.913514	2.964796	-12.498847	-1.456393	-23.968581	-22.116835	3.119864	27.798768	35.430307	9.652126	0.922410	-10.222121	-2.774909	-24.463626	-20.419185	4.142584	26.573321	35.992139	8.206933	0.983753	-11.984127	-3.160446	-23.835434	-19.268184	4.171651	26.002833	36.008323	10.631511	1.301260	-12.334976	-3.074578	-23.349553	-19.542093	4.793101	26.324389	35.926834	8.748307	-1.071569	-12.316906	-3.427271	-24.691226	-20.778715	4.633774	27.439365	36.376414	9.856503	2.537929	-12.692305	-2.930534	-25.639359	-21.264039	3.886588	26.442714	37.349772	9.659739	1.746610	-12.798087	-3.204221	-24.527335	-20.196927	4.486514	27.297352	34.976064	10.522550	0.703621	-11.667750	-5.119342	-25.183410	-18.763501	3.036839	26.296835	35.223324	11.046916	0.941363	-11.551542
13	-4.197493	-25.885315	-21.770408	4.187790	26.098251	38.895248	9.754473	0.773294	-13.952435	-2.868925	-25.977266	-21.471179	5.393188	25.362854	41.383658	8.541866	2.618965	-15.121403	-4.468179	-26.890748	-20.433744	4.106923	25.267097	36.578800	9.740764	0.843989	-12.437453	-3.985654	-25.724679	-22.548038	2.298956	24.754009	37.645104	10.346879	-0.729201	-11.792691	-3.698923	-23.264426	-20.006545	3.130412	25.517399	36.849045	10.499921	0.225061	-12.805747	-3.240508	-24.635699	-22.929121	4.125470	26.110440	38.190403	10.429525	0.594469	-13.292479	-4.151843	-24.510349	-20.407552	3.454084	26.243815	37.517620	10.579958	0.733151	-13.018206	-3.760873	-24.118862	-21.215048	3.839544	26.249402	37.414568	10.788951	0.734450	-13.577182	-4.141223	-24.553728	-20.468807	4.281852	24.568476	39.281241	9.840403	0.483657	-14.297278	-3.115472	-23.962102	-19.103400	3.848749	25.461757	39.618885	8.713736	1.160375	-14.159830	-4.096507	-23.590594	-20.353284	3.085568	24.585321	40.192925	9.722274	1.718298	-15.623030	-4.144242	-24.290053	-17.269407	3.291692	26.568142	34.860093	8.483024	-0.177656	-15.304997	-3.679133	-21.940405	-21.045063	4.921990	28.036095	38.021534	9.705859	2.864473	-14.070149	-1.788422	-22.793080	-21.783366	3.154218	27.142096	37.300344	9.678172	0.993043	-11.972280	-3.303665	-23.618469	-19.595460	3.987188	25.948201	37.512191	8.139741	1.296790	-13.732118	-3.352629	-22.786197	-18.799596	3.923613	25.242997	37.641630	10.658759	1.639805	-14.009893	-3.444456	-22.631890	-19.000423	4.739311	25.607731	37.420719	8.695456	-0.679893	-13.929965	-3.936029	-23.890997	-20.049849	4.525123	26.716596	38.002730	9.815103	2.793366	-14.341707	-3.270560	-24.495527	-20.716904	3.614981	25.606065	38.973811	9.724359	2.046242	-14.530251	-3.602139	-23.389437	-19.953796	4.401661	26.282918	36.991293	10.523966	1.146524	-13.410197	-5.461858	-24.517272	-18.079148	2.910806	25.771365	36.742403	11.052416	1.353341	-13.251184
14	-4.489349	-25.397325	-21.035303	4.113338	25.691612	40.240787	9.815480	1.095439	-15.550760	-3.147080	-25.424181	-20.886512	5.145635	24.938175	42.902827	8.645962	2.949797	-16.778723	-4.694469	-26.460867	-20.045309	4.065067	24.823303	38.230035	9.785889	1.262693	-14.101102	-4.191129	-24.984868	-22.194669	2.074081	24.150343	39.244007	10.484644	-0.101901	-13.571632	-3.945905	-22.557187	-19.597234	3.177653	25.060959	38.421234	10.433246	0.422836	-14.508182	-3.644634	-24.064218	-22.217253	4.236623	25.766458	39.550895	10.544056	0.607184	-14.842141	-4.435967	-23.877860	-19.670483	3.530723	26.056752	38.794653	10.568199	0.662264	-14.585792	-4.005909	-23.479840	-20.540965	3.957245	25.918275	38.754875	10.717387	0.749473	-15.154356	-4.319443	-23.848865	-19.803817	4.006813	24.075920	40.652539	9.869522	0.986514	-15.950180	-3.446738	-23.012136	-18.566652	3.749490	24.602315	41.172610	8.695128	1.438678	-15.876622	-4.357107	-23.307180	-19.766034	2.977163	24.284151	41.411508	9.691338	1.982573	-17.215894	-4.558333	-23.506687	-16.549647	3.461695	26.273857	35.861624	8.531418	-0.316844	-16.736915	-4.035455	-21.453424	-20.393845	4.969426	27.646691	39.334921	9.540156	2.765299	-15.609998	-2.070232	-21.697030	-21.224711	3.038763	26.441811	38.811608	9.680689	1.157838	-13.702738	-3.698907	-22.903271	-18.635514	3.677465	25.397555	38.717910	8.065558	1.678511	-15.420945	-3.450411	-21.790604	-18.166640	3.505656	24.570294	38.936396	10.677432	2.018126	-15.639036	-3.732010	-22.014570	-18.275956	4.525846	25.001840	38.573195	8.647801	-0.265721	-15.481050	-4.334924	-23.175299	-19.189426	4.293358	26.079816	39.313599	9.788513	3.049690	-15.936300	-3.578369	-23.449297	-19.991207	3.286893	24.876662	40.257990	9.789201	2.302724	-16.187754	-3.930707	-22.351765	-19.477179	4.116016	25.338538	38.644591	10.512449	1.673329	-15.123637	-5.705583	-23.906356	-17.274681	2.677197	25.301910	37.951174	11.035624	1.723753	-14.891925
15	-4.698667	-25.059979	-20.141981	3.910144	25.424705	41.262575	9.902289	1.443245	-17.070794	-3.375242	-25.012370	-20.154480	4.848381	24.689962	44.085899	8.731082	3.240488	-18.375907	-4.818700	-26.101476	-19.443625	3.848681	24.460886	39.564630	9.808093	1.722162	-15.741778	-4.362353	-24.485414	-21.535307	1.753045	23.686445	40.417816	10.638682	0.596301	-15.260222	-4.127070	-22.026000	-18.919340	3.073616	24.744844	39.568473	10.367009	0.677295	-16.137947	-3.979302	-23.645572	-21.333106	4.220308	25.526248	40.588694	10.648371	0.675887	-16.349294	-4.662561	-23.437891	-18.745527	3.517543	26.035411	39.677871	10.563671	0.588062	-16.058635	-4.226772	-22.998428	-19.684315	3.962365	25.706437	39.709207	10.671051	0.776938	-16.641912	-4.400654	-23.257767	-19.009922	3.584237	23.740929	41.695549	9.896845	1.493596	-17.533396	-3.695215	-22.225308	-17.809208	3.532260	23.921515	42.365499	8.685076	1.720911	-17.515844	-4.573617	-23.099778	-18.996768	2.868659	24.145223	42.246007	9.692248	2.140099	-18.690098	-4.894593	-22.867240	-15.708169	3.563948	26.065800	36.565040	8.581947	-0.436728	-18.104666	-4.349874	-21.150149	-19.534903	4.920609	27.419560	40.298158	9.431866	2.656519	-17.078935	-2.333161	-20.820395	-20.420521	2.783683	25.778937	39.932472	9.683247	1.413814	-15.356108	-3.963687	-22.347841	-17.583385	3.282625	25.005455	39.587418	8.002661	2.030809	-16.996539	-3.486404	-20.893152	-17.375716	2.986373	24.052998	39.862505	10.706468	2.350990	-17.176208	-3.948484	-21.494372	-17.410694	4.224953	24.554885	39.397818	8.625651	0.087006	-16.938525	-4.614265	-22.606694	-18.251557	3.976942	25.596071	40.288512	9.786813	3.277946	-17.431782	-3.846081	-22.632099	-19.103707	2.956993	24.369674	41.147206	9.849560	2.469631	-17.718458	-4.188652	-21.491927	-18.764465	3.658947	24.559380	39.888624	10.512732	2.234541	-16.756890	-5.868896	-23.345735	-16.362011	2.372239	24.906952	38.829624	11.017877	1.996411	-16.430480
16	-4.864856	-24.846976	-19.149053	3.654001	25.301748	41.999261	10.011954	1.759762	-18.498297	-3.573140	-24.718154	-19.328458	4.558337	24.603301	44.981771	8.808600	3.449532	-19.894720	-4.878878	-25.809575	-18.642835	3.522848	24.218191	40.567701	9.830246	2.145048	-17.313349	-4.535822	-24.225997	-20.644356	1.447040	23.413436	41.236472	10.803619	1.241480	-16.841519	-4.286611	-21.646969	-18.064171	2.892797	24.574283	40.392296	10.320116	0.923770	-17.674577	-4.256202	-23.349200	-20.334688	4.094547	25.382100	41.352665	10.754105	0.784948	-17.790527	-4.870204	-23.136234	-17.711433	3.457146	26.128499	40.274487	10.570190	0.503196	-17.444397	-4.423429	-22.665184	-18.698477	3.895972	25.636728	40.342199	10.655476	0.780040	-18.031920	-4.425547	-22.779753	-18.121862	3.102711	23.587229	42.413747	9.931999	1.909742	-19.013019	-3.868923	-21.651420	-16.894610	3.263809	23.492291	43.230908	8.689045	1.939759	-19.055815	-4.794072	-22.946408	-18.124699	2.791332	24.096392	42.802274	9.708774	2.218561	-20.059639	-5.163579	-22.398820	-14.768117	3.590196	25.932331	36.993613	8.633810	-0.514264	-19.391471	-4.627393	-21.018590	-18.530751	4.804367	27.365397	40.944142	9.382478	2.520021	-18.457020	-2.609566	-20.214525	-19.420910	2.451225	25.211838	40.721584	9.697600	1.712871	-16.910395	-4.137855	-21.894756	-16.487435	2.880006	24.768523	40.173447	7.957637	2.272156	-18.447183	-3.524330	-20.127507	-16.461988	2.465350	23.707621	40.471393	10.747637	2.571486	-18.608640	-4.110253	-21.061850	-16.439933	3.893507	24.280627	39.901177	8.639881	0.322266	-18.275945	-4.806056	-22.177577	-17.282404	3.625386	25.260424	40.978559	9.806379	3.457396	-18.822730	-4.093464	-22.026502	-18.131376	2.669636	24.055736	41.755594	9.901248	2.539936	-19.136640	-4.399276	-20.833216	-17.878645	3.131709	24.002758	40.774501	10.533993	2.735026	-18.289157	-5.988262	-22.804263	-15.378908	2.052018	24.571535	39.430362	11.004828	2.138644	-17.859480
17	-5.027088	-24.730275	-18.085511	3.432234	25.335551	42.432049	10.126254	1.955163	-19.806485	-3.756244	-24.514855	-18.434212	4.307516	24.652565	45.590316	8.884693	3.552269	-21.314779	-4.918531	-25.567218	-17.687145	3.170632	24.096743	41.268511	9.857355	2.464603	-18.793926	-4.736166	-24.167587	-19.578197	1.227706	23.348696	41.718190	10.969238	1.732132	-18.291234	-4.460437	-21.425799	-17.041788	2.689972	24.599744	40.837283	10.302416	1.070449	-19.062371	-4.488301	-23.152640	-19.246455	3.876633	25.328922	41.836125	10.859786	0.908621	-19.144089	-5.091509	-22.958500	-16.580356	3.364363	26.303920	40.550362	10.583901	0.405308	-18.719331	-4.606732	-22.474531	-17.608855	3.789828	25.719937	40.657513	10.664268	0.725742	-19.312105	-4.433027	-22.368527	-17.175461	2.644094	23.584815	42.844704	9.974148	2.167515	-20.373839	-3.987704	-21.276219	-15.890525	2.999307	23.309955	43.829398	8.710015	2.049736	-20.492656	-5.053882	-22.822208	-17.147415	2.767004	24.096227	43.041358	9.724629	2.198555	-21.288077	-5.389208	-22.077716	-13.751763	3.542862	25.838004	37.190679	8.681152	-0.542427	-20.589912	-4.881822	-21.015913	-17.450131	4.658997	27.453385	41.334594	9.376355	2.341997	-19.744318	-2.917375	-19.901553	-18.254568	2.107358	24.790167	41.181581	9.724472	1.983060	-18.335708	-4.247511	-21.476629	-15.376625	2.522456	24.659619	40.480603	7.932689	2.338322	-19.753316	-3.629565	-19.550511	-15.428391	2.021971	23.536784	40.765468	10.792525	2.633375	-19.913343	-4.243997	-20.686519	-15.397963	3.570780	24.137192	40.122059	8.685674	0.427605	-19.483497	-4.936053	-21.863656	-16.296335	3.277102	25.057349	41.383586	9.839688	3.556415	-20.097570	-4.331226	-21.644462	-17.088878	2.459228	23.931138	42.057176	9.934361	2.479617	-20.412376	-4.583412	-20.400429	-16.853681	2.624985	23.724668	41.301287	10.577502	3.075381	-19.692074	-6.087018	-22.271164	-14.349123	1.766020	24.294205	39.751598	10.989824	2.114408	-19.159074
18	-5.216503	-24.648637	-16.976244	3.303830	25.485075	42.592302	10.221703	1.974314	-20.992898	-3.944076	-24.344924	-17.489156	4.107264	24.766255	45.951968	8.960402	3.553744	-22.634119	-4.975077	-25.353391	-16.607706	2.866387	24.087988	41.665634	9.883958	2.617161	-20.158493	-4.970199	-24.200958	-18.416186	1.104873	23.426476	41.928915	11.121972	2.032997	-19.609246	-4.675622	-21.286798	-15.919776	2.518484	24.760729	41.000359	10.299317	1.080508	-20.312427	-4.699259	-23.006166	-18.095264	3.609480	25.335309	42.069478	10.956604	1.003968	-20.401423	-5.346520	-22.833728	-15.393380	3.260500	26.485480	40.595868	10.592672	0.301891	-19.906096	-4.796890	-22.380875	-16.448985	3.662310	25.893740	40.710460	10.675599	0.623220	-20.495165	-4.445481	-21.973159	-16.183655	2.247181	23.685677	42.989463	10.015558	2.230566	-21.596481	-4.070757	-21.072606	-14.833179	2.764672	23.337345	44.181949	8.747770	2.027546	-21.813272	-5.353804	-22.674542	-16.079373	2.776283	24.087731	43.044316	9.728054	2.098404	-22.396954	-5.590466	-21.874139	-12.662017	3.427344	25.755488	37.156106	8.717503	-0.529757	-21.678980	-5.121547	-21.104652	-16.326185	4.503082	27.643451	41.485610	9.396693	2.119474	-20.935198	-3.252536	-19.799304	-16.972716	1.809536	24.507796	41.362370	9.752945	2.157489	-19.628945	-4.324692	-21.034701	-14.273407	2.227014	24.605044	40.553617	7.919547	2.240829	-20.924245	-3.827804	-19.163144	-14.291692	1.681499	23.476722	40.798657	10.828446	2.560949	-21.091446	-4.370697	-20.334853	-14.294533	3.271938	24.071310	40.060727	8.750536	0.404558	-20.540650	-5.035289	-21.605687	-15.295428	2.963259	24.937229	41.543314	9.873069	3.556670	-21.264745	-4.568387	-21.383935	-16.002322	2.308839	23.894498	42.140308	9.944886	2.325374	-21.573110	-4.767067	-20.152820	-15.745948	2.205292	23.689042	41.530908	10.631214	3.215859	-20.961764	-6.182587	-21.755439	-13.293895	1.538085	24.065569	39.827227	10.960022	1.945582	-20.332565
19	-5.452993	-24.542469	-15.827230	3.296151	25.691362	42.480689	10.275136	1.791277	-22.042313	-4.151211	-24.165008	-16.481785	3.959919	24.887057	46.060503	9.031743	3.452550	-23.836072	-5.067810	-25.135489	-15.445831	2.639236	24.140555	41.802953	9.898131	2.602311	-21.408906	-5.243689	-24.232927	-17.199862	1.067325	23.570067	41.881946	11.242461	2.121721	-20.775845	-4.967956	-21.190315	-14.696348	2.414969	25.022047	40.838761	10.290050	0.897175	-21.378608	-4.904035	-22.871928	-16.883699	3.327347	25.377544	42.040154	11.032938	1.026995	-21.538729	-5.653150	-22.722158	-14.147959	3.152127	26.609763	40.376359	10.577712	0.196461	-20.979056	-5.011674	-22.343879	-15.225297	3.510645	26.086835	40.509552	10.665811	0.493324	-21.577101	-4.478514	-21.549154	-15.150718	1.907681	23.807414	42.892914	10.042895	2.127576	-22.687578	-4.142257	-20.971765	-13.734106	2.559877	23.480418	44.324175	8.792422	1.894795	-23.023355	-5.685822	-22.430163	-14.859072	2.793508	24.029475	42.765492	9.710819	1.902843	-23.347871	-5.787489	-21.728750	-11.510704	3.273896	25.666105	36.917733	8.739439	-0.509226	-22.650840	-5.353136	-21.225132	-15.174409	4.342342	27.863338	41.438178	9.421624	1.868153	-22.037383	-3.606328	-19.825106	-15.601847	1.590034	24.339157	41.268009	9.766957	2.190944	-20.773193	-4.392504	-20.532938	-13.194314	1.994923	24.526131	40.399023	7.905414	2.005866	-21.947822	-4.115206	-18.951074	-13.056231	1.440654	23.454176	40.586113	10.837617	2.392451	-22.125418	-4.507028	-19.967141	-13.138957	2.994034	24.009731	39.762203	8.814460	0.290666	-21.454155	-5.122135	-21.348738	-14.266292	2.707384	24.857195	41.454445	9.891137	3.435321	-22.312635	-4.806191	-21.201469	-14.857316	2.213928	23.889801	41.969399	9.915562	2.083576	-22.584123	-4.967590	-20.044649	-14.586632	1.900489	23.843081	41.478397	10.678209	3.147250	-22.084884	-6.284614	-21.260887	-12.219882	1.370897	23.857708	39.653844	10.899463	1.667239	-21.365032
20	-5.734190	-24.373202	-14.639455	3.380878	25.880301	42.136284	10.277638	1.456885	-22.956909	-4.384539	-23.944280	-15.395401	3.846944	24.962428	45.935164	9.091366	3.272951	-24.913955	-5.209011	-24.872684	-14.218523	2.494715	24.184821	41.673268	9.878627	2.428775	-22.528108	-5.558290	-24.202860	-15.941064	1.076915	23.690975	41.608475	11.317660	2.041493	-21.795768	-5.330600	-21.089191	-13.393842	2.367368	25.297012	40.439422	10.254833	0.572063	-22.296254	-5.113928	-22.716144	-15.610914	3.056523	25.422635	41.765488	11.079869	0.961410	-22.545004	-5.996711	-22.584775	-12.853906	3.042365	26.650769	39.956470	10.530505	0.090770	-21.954007	-5.260460	-22.308103	-13.938556	3.338828	26.232033	40.083724	10.614582	0.348050	-22.552503	-4.547150	-21.077259	-14.053908	1.622810	23.886598	42.541893	10.039328	1.863898	-23.622643	-4.224461	-20.907061	-12.568977	2.382009	23.650575	44.230678	8.830775	1.661293	-24.101657	-6.016990	-22.064659	-13.481354	2.786383	23.917915	42.269781	9.675628	1.638544	-24.163750	-5.991749	-21.600150	-10.299615	3.104151	25.552273	36.459600	8.741129	-0.507012	-23.473097	-5.575945	-21.326767	-13.981593	4.169524	28.047499	41.178190	9.438325	1.601201	-23.032451	-3.966603	-19.888222	-14.164279	1.439376	24.225537	40.929490	9.753428	2.097422	-21.773059	-4.467591	-19.986728	-12.143175	1.811332	24.376216	40.044006	7.877548	1.686111	-22.823843	-4.450780	-18.846787	-11.742220	1.260762	23.401601	40.165656	10.806839	2.178637	-23.012016	-4.661689	-19.550447	-11.920930	2.731856	23.897657	39.219410	8.859647	0.105134	-22.201601	-5.208487	-21.046691	-13.186599	2.507853	24.773957	41.136750	9.882949	3.200377	-23.239759	-5.042891	-21.030447	-13.654782	2.144803	23.857813	41.603601	9.844171	1.796288	-23.466077	-5.194488	-19.989956	-13.399080	1.690731	24.073322	41.189543	10.700661	2.925888	-23.069835	-6.393824	-20.770222	-11.126279	1.240380	23.624684	39.258015	10.801301	1.335714	-22.257642
21	-6.047951	-24.117495	-13.401854	3.500342	25.972473	41.579248	10.223136	1.050932	-23.723197	-4.647734	-23.665901	-14.200770	3.750520	24.956965	45.566812	9.126604	3.034620	-25.845843	-5.389441	-24.545290	-12.942249	2.407132	24.170323	41.316743	9.815401	2.146980	-23.521551	-5.921045	-24.079176	-14.614457	1.101405	23.713510	41.106088	11.334124	1.844007	-22.663654	-5.774923	-20.958694	-11.972299	2.360463	25.503501	39.772786	10.167670	0.127611	-23.033174	-5.334781	-22.516617	-14.262683	2.806016	25.441881	41.235653	11.088337	0.806897	-23.396423	-6.370515	-22.382242	-11.487556	2.927059	26.559544	39.296249	10.434154	-0.011737	-22.791280	-5.547546	-22.226120	-12.574110	3.149438	26.279408	39.431673	10.506704	0.189796	-23.393771	-4.653936	-20.575403	-12.873502	1.380979	23.896214	41.974687	9.997262	1.483521	-24.407706	-4.330213	-20.817396	-11.319329	2.222559	23.773752	43.917316	8.852816	1.354266	-25.048947	-6.323224	-21.550432	-11.901583	2.732537	23.747211	41.520622	9.610610	1.304498	-24.796241	-6.207301	-21.451626	-9.048806	2.933007	25.393446	35.819479	8.721421	-0.527088	-24.147027	-5.787450	-21.369556	-12.733943	3.973608	28.145692	40.733016	9.441281	1.337909	-23.921979	-4.321415	-19.914877	-12.659125	1.338437	24.113782	40.343933	9.700221	1.899111	-22.611639	-4.562051	-19.444027	-11.114020	1.667443	24.142626	39.485381	7.824447	1.318861	-23.525232	-4.788910	-18.779704	-10.362849	1.112492	23.279148	39.542563	10.724313	1.941251	-23.720275	-4.830628	-19.077275	-10.641320	2.485562	23.725426	38.473310	8.875817	-0.137146	-22.792102	-5.303546	-20.666300	-12.019243	2.357757	24.653457	40.580936	9.836151	2.860765	-24.025779	-5.272258	-20.830101	-12.364332	2.088539	23.748408	41.001791	9.711152	1.473254	-24.166901	-5.452919	-19.917297	-12.180091	1.553174	24.282908	40.672269	10.683791	2.600043	-23.905490	-6.502206	-20.255503	-10.000535	1.121251	23.324861	38.639059	10.663604	0.991005	-22.988471
22	-6.371923	-23.779489	-12.109112	3.591776	25.921077	40.846885	10.115416	0.654036	-24.338401	-4.938993	-23.330245	-12.877662	3.652092	24.855425	44.969517	9.124981	2.761136	-26.617617	-5.600973	-24.129906	-11.607374	2.367455	24.067122	40.700447	9.700672	1.763452	-24.343839	-6.329211	-23.872124	-13.190656	1.128111	23.616994	40.386956	11.288972	1.585027	-23.388902	-6.267818	-20.800440	-10.432666	2.347619	25.592722	38.918698	10.031818	-0.344607	-23.627821	-5.566940	-22.261508	-12.828584	2.568267	25.408160	40.466992	11.053819	0.588994	-24.081252	-6.751003	-22.111038	-10.056284	2.801568	26.352091	38.453166	10.298906	-0.108879	-23.499662	-5.865562	-22.064436	-11.125851	2.945255	26.196521	38.577822	10.339357	0.025916	-24.077579	-4.807688	-20.065785	-11.567010	1.187729	23.821793	41.162767	9.900868	0.996264	-25.000506	-4.471893	-20.660638	-9.948200	2.086261	23.795792	43.336741	8.847620	0.970838	-25.819476	-6.604690	-20.961426	-10.201285	2.650487	23.547589	40.592865	9.512261	0.928683	-25.267231	-6.434052	-21.250041	-7.770311	2.776733	25.170483	34.978655	8.671885	-0.591680	-24.623131	-5.979385	-21.312331	-11.402278	3.740842	28.107640	40.070226	9.422981	1.092211	-24.674089	-4.660034	-19.861340	-11.084943	1.261459	23.969023	39.526669	9.604580	1.630791	-23.280607	-4.682603	-18.942255	-10.074177	1.551067	23.843791	38.729866	7.740856	0.926606	-24.034862	-5.092491	-18.692457	-8.932726	0.986053	23.094772	38.730214	10.591325	1.666310	-24.227118	-5.006456	-18.541515	-9.283696	2.272814	23.506999	37.496611	8.847217	-0.467582	-23.179026	-5.414522	-20.213119	-10.745838	2.243758	24.477768	39.802519	9.745201	2.444917	-24.660291	-5.489526	-20.590498	-10.996697	2.034388	23.565844	40.218248	9.527224	1.127841	-24.702008	-5.738509	-19.772305	-10.912287	1.467161	24.406971	39.944381	10.616891	2.207422	-24.585625	-6.599080	-19.696481	-8.823708	0.995622	22.947411	37.811820	10.493524	0.651939	-23.543728
23	-6.679532	-23.374409	-10.758937	3.629105	25.725973	39.952683	9.958375	0.286555	-24.772071	-5.254977	-22.944081	-11.407022	3.546360	24.657684	44.143882	9.077734	2.453587	-27.199159	-5.822758	-23.637440	-10.217810	2.354119	23.892773	39.862929	9.551672	1.302035	-24.992173	-6.770064	-23.600113	-11.646232	1.161886	23.417166	39.449217	11.177942	1.295157	-23.964150	-6.778942	-20.602818	-8.736002	2.292080	25.500323	37.860930	9.835207	-0.789930	-24.036151	-5.806526	-21.945109	-11.300890	2.329840	25.297435	39.466866	10.970143	0.332780	-24.576756	-7.113473	-21.749136	-8.546493	2.659663	26.009602	37.398526	10.122501	-0.207455	-24.014166	-6.200330	-21.803336	-9.593389	2.732350	25.966075	37.536642	10.112482	-0.144822	-24.569169	-5.004528	-19.575116	-10.138776	1.038319	23.690382	40.150310	9.752866	0.439509	-25.412054	-4.645550	-20.436082	-8.467661	1.973721	23.717492	42.524230	8.815024	0.525527	-26.414469	-6.847933	-20.331172	-8.438434	2.556429	23.338923	39.482016	9.361799	0.498647	-25.512270	-6.661419	-20.993149	-6.485325	2.652317	24.903377	33.977052	8.588424	-0.726938	-24.904985	-6.147509	-21.155846	-9.992262	3.477912	27.945389	39.219914	9.382335	0.861386	-25.292573	-4.969793	-19.704724	-9.441489	1.187815	23.776126	38.480283	9.465062	1.316056	-23.755489	-4.830796	-18.491699	-8.957530	1.449873	23.508750	37.765055	7.618864	0.509461	-24.321984	-5.333935	-18.547213	-7.461001	0.887097	22.879127	37.727301	10.409776	1.313912	-24.494332	-5.176972	-17.965215	-7.859993	2.091867	23.271422	36.333834	8.774176	-0.881079	-23.371976	-5.542530	-19.707408	-9.359780	2.152587	24.232132	38.809433	9.605084	1.979299	-25.117629	-5.683061	-20.303322	-9.540398	1.980464	23.304848	39.222598	9.285834	0.751494	-24.999895	-6.042077	-19.529677	-9.576200	1.431935	24.428372	39.002383	10.487858	1.749008	-25.090735	-6.680182	-19.093578	-7.570539	0.861359	22.505794	36.777625	10.293306	0.315549	-23.893246
