PercGcycle	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgfX35	RgfY35	RgfZ35	RhipPow35	RkneePow35	RanklePow35	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgfX35	LgfY35	LgfZ35	LhipPow35	LkneePow35	LanklePow35
0	10.131896	0.681267	48.715873	0.621834	-25.728939	19.849296	10.620442	13.781187	18.914992	0.035701	0.049734	-1.189017	0.005936	0.028202	-0.477181	0.00382	0.02875	0.000828	-0.162752	0.716243	0.019654	1.147458	1.276595	0.053982	10.602915	6.310743	47.277294	3.422288	-32.82808	16.748718	8.926975	13.154822	16.632112	-0.026687	-0.026745	-1.198421	-0.040838	-0.028274	-0.511044	0.025572	-0.014321	0.015943	-0.198402	0.704428	0.025538	1.192878	1.718631	0.066111
1	10.475307	1.759371	48.184607	0.934702	-25.961526	21.142445	9.157813	13.525785	17.640455	0.147257	0.047614	-1.308584	0.055247	0.027227	-0.409268	-0.011001	0.021764	-0.065333	-0.249919	1.942791	0.044966	1.645188	1.377778	-0.230113	11.186926	6.692606	46.829958	3.834794	-32.932788	18.34618	7.52374	12.99663	15.336625	0.131895	-0.046088	-1.316967	0.033442	-0.04122	-0.461458	0.016434	-0.032417	-0.046264	-0.296567	1.880527	0.043409	1.348707	1.919794	-0.20572
2	10.880562	2.615369	47.512791	1.207937	-25.912779	22.731227	7.110012	13.130913	15.804813	0.286456	0.043742	-1.48558	0.130403	0.03558	-0.33361	-0.036373	0.022676	-0.150946	-0.335016	3.781562	0.066907	2.226702	1.290527	-0.811226	11.882414	6.96904	46.300724	4.240824	-32.610231	20.256958	5.44872	12.581845	13.60005	0.315925	-0.075212	-1.4811	0.132911	-0.054539	-0.398164	0.000596	-0.053122	-0.128034	-0.398489	3.651516	0.062718	1.443614	1.912381	-0.780558
3	11.34241	3.134843	46.732973	1.382149	-25.447184	24.585317	4.605085	12.525916	13.61856	0.456622	0.035292	-1.658429	0.227894	0.055772	-0.218924	-0.071981	0.035464	-0.236286	-0.429262	6.171936	0.076125	2.640275	0.904261	-1.444831	12.629042	7.047531	45.713639	4.632214	-31.732261	22.410792	2.898748	11.823091	11.652803	0.515672	-0.114231	-1.634881	0.256651	-0.063067	-0.287949	-0.020085	-0.069048	-0.211162	-0.514061	5.971814	0.073836	1.378934	1.529583	-1.417555
4	11.836973	3.257509	45.916369	1.426221	-24.527673	26.719	1.884232	11.68602	11.443501	0.654107	0.019772	-1.740548	0.338389	0.088332	-0.015944	-0.11512	0.059841	-0.29197	-0.587064	8.905687	0.070656	2.51306	-0.120354	-1.665084	13.348635	6.877486	45.116987	5.033951	-30.267772	24.773839	0.126926	10.695594	9.840687	0.724248	-0.16424	-1.715203	0.404825	-0.062838	-0.092982	-0.041098	-0.075323	-0.266245	-0.682039	8.654163	0.072241	1.038967	0.427211	-1.665188
5	12.333096	2.99996	45.165814	1.346894	-23.258517	29.180519	-0.797418	10.67489	9.695388	0.864341	-0.007075	-1.69986	0.446749	0.126178	0.297251	-0.158539	0.086313	-0.284666	-0.874431	11.620334	0.059428	1.6996	-2.168689	-1.231037	13.966242	6.480307	44.581408	5.499708	-28.333125	27.352713	-2.659902	9.273705	8.524651	0.926776	-0.225565	-1.708075	0.57076	-0.054078	0.197065	-0.058526	-0.073466	-0.262142	-0.946445	11.358114	0.064105	0.448094	-1.713788	-1.329209
6	12.806056	2.453931	44.59188	1.183217	-21.871957	32.025258	-3.240853	9.636128	8.735568	1.053549	-0.043272	-1.602297	0.530238	0.158854	0.695442	-0.195149	0.102037	-0.193079	-1.308194	13.945986	0.043971	0.494512	-5.374225	-0.524109	14.429821	5.951427	44.185236	6.090899	-26.187296	30.177405	-5.327828	7.723307	7.976109	1.086705	-0.291557	-1.664219	0.732372	-0.042003	0.559062	-0.073847	-0.072236	-0.180722	-1.31645	13.739102	0.04944	-0.167478	-4.937798	-0.796066
7	13.244783	1.755894	44.276576	0.985128	-20.654635	35.264117	-5.289803	8.747076	8.773734	1.195526	-0.078514	-1.561234	0.572736	0.180857	1.127332	-0.223601	0.100736	-0.021103	-1.834753	15.709029	0.018532	-0.698618	-9.394932	-0.31415	14.72066	5.419867	43.984816	6.836919	-24.151467	33.252149	-7.748298	6.261481	8.310052	1.182675	-0.34936	-1.652535	0.867674	-0.031514	0.957937	-0.093768	-0.080443	-0.027059	-1.761954	15.642341	0.026514	-0.614248	-8.863158	-0.708677
8	13.652168	1.038796	44.237071	0.785588	-19.84722	38.800451	-6.795542	8.16606	9.804424	1.31267	-0.112584	-1.614555	0.589397	0.191336	1.555926	-0.242664	0.085741	0.205397	-2.358286	17.003743	0.010926	-1.735741	-13.405978	-1.04139	14.854845	4.979546	43.980981	7.696126	-22.486543	36.499215	-9.743605	5.098206	9.479755	1.251744	-0.4007	-1.691381	0.982268	-0.028186	1.365293	-0.118077	-0.102083	0.176737	-2.216315	17.140566	0.027965	-0.868585	-12.679416	-1.358614
9	14.042096	0.390659	44.406397	0.5846	-19.552884	42.412126	-7.636628	7.972346	11.622665	1.437134	-0.16258	-1.695333	0.61196	0.187108	1.967111	-0.244203	0.062957	0.456731	-2.781516	18.055128	0.073675	-2.483742	-16.382172	-2.489978	14.878389	4.641625	44.104653	8.551549	-21.301532	39.748838	-11.128786	4.36773	11.321234	1.343225	-0.462644	-1.749157	1.095129	-0.036946	1.756925	-0.136619	-0.134615	0.408259	-2.582166	18.406347	0.102913	-0.906813	-15.361406	-2.557475
10	14.432164	-0.150047	44.648978	0.359287	-19.692383	45.814698	-7.783872	8.103913	13.917037	1.554135	-0.231718	-1.728121	0.647711	0.172352	2.350355	-0.224078	0.042372	0.71253	-3.035426	19.047358	0.218912	-2.648278	-17.527698	-4.135755	14.853616	4.349543	44.239252	9.254025	-20.543638	42.791104	-11.804758	4.071036	13.609098	1.455739	-0.540025	-1.785288	1.2047	-0.054487	2.114134	-0.141673	-0.168403	0.652434	-2.779861	19.57924	0.258442	-0.672102	-16.134444	-3.958169
11	14.827753	-0.560768	44.809721	0.100133	-20.043116	48.762329	-7.344275	8.355105	16.379455	1.643314	-0.304158	-1.693008	0.68398	0.158726	2.686396	-0.1868	0.034526	0.964251	-3.092126	20.046157	0.411675	-2.076879	-16.607295	-5.583392	14.834255	4.042539	44.263746	9.691846	-20.053851	45.442069	-11.816729	4.067815	16.099843	1.561317	-0.619528	-1.778943	1.29221	-0.07122	2.419767	-0.133033	-0.192262	0.901296	-2.779618	20.696431	0.454918	-0.129614	-14.840264	-5.303796
12	15.205497	-0.800175	44.762774	-0.151028	-20.360339	51.112682	-6.535376	8.482545	18.78164	1.720464	-0.36716	-1.604691	0.714278	0.152678	2.953746	-0.139176	0.041821	1.210638	-2.959354	21.016179	0.605971	-0.861062	-14.058631	-6.670282	14.839398	3.714062	44.080828	9.849098	-19.646737	47.580767	-11.343039	4.139608	18.57347	1.652499	-0.686751	-1.723522	1.346619	-0.079891	2.659046	-0.114577	-0.200401	1.14999	-2.598775	21.707534	0.644334	0.781798	-12.019208	-6.432985
13	15.51156	-0.8081	44.430176	-0.300216	-20.510825	52.834651	-5.592097	8.349033	21.003149	1.805522	-0.411913	-1.481886	0.73756	0.155524	3.1399	-0.089617	0.062221	1.452022	-2.671596	21.879716	0.765848	0.826655	-10.724353	-7.389756	14.844612	3.424875	43.621009	9.815275	-19.195958	49.158728	-10.617626	4.102875	20.878087	1.742442	-0.734219	-1.623007	1.371397	-0.07829	2.822116	-0.092002	-0.192864	1.394499	-2.28073	22.534437	0.796618	2.107598	-8.596402	-7.24873
14	15.676343	-0.536781	43.774391	-0.246784	-20.523508	53.979201	-4.67169	7.982404	23.010561	1.891386	-0.433691	-1.337585	0.753398	0.16324	3.24301	-0.043216	0.09097	1.686761	-2.279656	22.558069	0.880365	2.795506	-7.381446	-7.814005	14.796511	3.267534	42.84075	9.738169	-18.694288	50.19552	-9.832778	3.899844	22.950754	1.834907	-0.758589	-1.4885	1.374768	-0.068431	2.905024	-0.070218	-0.173003	1.630675	-1.875798	23.116206	0.905246	3.758877	-5.398435	-7.733547
15	15.634144	0.014702	42.787061	0.060381	-20.527421	54.64053	-3.82811	7.518189	24.814001	1.957793	-0.432499	-1.182868	0.76149	0.170347	3.267204	-0.000156	0.123116	1.90945	-1.834804	22.98946	0.957709	4.795228	-4.461309	-8.010888	14.63919	3.309018	41.723961	9.748807	-18.239421	50.758982	-9.088274	3.600197	24.797084	1.913273	-0.758699	-1.335648	1.362132	-0.054279	2.909822	-0.050382	-0.145019	1.853728	-1.432	23.419457	0.980178	5.47753	-2.828796	-7.936603
16	15.3399	0.785051	41.485097	0.59623	-20.640011	54.919955	-3.057293	7.095366	26.430298	1.98972	-0.411192	-1.02852	0.760119	0.173669	3.22105	0.041072	0.154816	2.111662	-1.376829	23.14384	1.005532	6.526948	-2.054182	-7.978325	14.335952	3.5531	40.283074	9.906902	-17.95168	50.934827	-8.408314	3.326554	26.449033	1.954772	-0.736324	-1.180632	1.335218	-0.039252	2.843641	-0.030459	-0.112793	2.057757	-0.98772	23.434989	1.032167	6.935343	-0.862333	-7.906636
17	14.7817	1.659172	39.909947	1.26875	-20.892658	54.900872	-2.351061	6.789315	27.865228	1.9799	-0.374108	-0.882385	0.74592	0.17249	3.117473	0.080685	0.182724	2.284816	-0.927783	23.030839	1.022331	7.716226	-0.0524	-7.65763	13.877236	3.942758	38.554985	10.192384	-17.887646	50.797896	-7.788677	3.170198	27.93072	1.946395	-0.696242	-1.039263	1.294118	-0.024934	2.716582	-0.008418	-0.079749	2.236131	-0.564767	23.178105	1.063807	7.900175	0.743467	-7.632158
18	13.986386	2.49503	38.12206	1.947638	-21.228888	54.639428	-1.712619	6.608567	29.11187	1.92931	-0.32696	-0.752372	0.716882	0.168186	2.96984	0.117452	0.20489	2.422834	-0.489522	22.689848	1.00503	8.230794	1.675102	-6.999966	13.277324	4.389414	36.592618	10.530973	-18.007799	50.395583	-7.230391	3.150774	29.241591	1.892977	-0.645259	-0.920364	1.240728	-0.010767	2.541085	0.015843	-0.048188	2.382748	-0.16504	22.686112	1.074464	8.315139	2.20674	-7.031262
19	13.012733	3.159469	36.190285	2.499434	-21.55274	54.169881	-1.136986	6.529743	30.154859	1.846024	-0.276242	-0.647558	0.673821	0.162947	2.78818	0.150692	0.221601	2.522798	-0.050028	22.166926	0.956267	8.147718	3.171474	-5.993052	12.566052	4.806484	34.455215	10.830574	-18.212586	49.74824	-6.744137	3.233721	30.35363	1.810622	-0.589032	-0.823085	1.177781	0.004956	2.32971	0.040936	-0.018983	2.492694	0.224711	22.005066	1.063684	8.26158	3.585288	-5.99074
20	11.932684	3.561222	34.178843	2.821611	-21.776418	53.513232	-0.595716	6.527584	30.969408	1.739208	-0.226153	-0.571814	0.61747	0.158327	2.579683	0.180941	0.234835	2.583734	0.400896	21.493686	0.880291	7.6792	4.398554	-4.635337	11.777699	5.131504	32.198758	11.01164	-18.405116	48.862423	-6.33327	3.376495	31.217792	1.714811	-0.529635	-0.738617	1.105821	0.023231	2.09379	0.065295	0.007802	2.562099	0.620034	21.172586	1.026795	7.875982	4.777716	-4.434222
21	10.80934	3.671735	32.13411	2.86822	-21.839013	52.679884	-0.04857	6.581551	31.519661	1.617725	-0.178351	-0.521634	0.548845	0.154561	2.349001	0.209	0.246616	2.605088	0.860547	20.677446	0.779005	7.06073	5.297213	-2.937364	10.939454	5.333495	29.868217	11.025795	-18.529887	47.746558	-5.977905	3.561661	31.774805	1.611522	-0.467183	-0.660068	1.023322	0.043119	1.840987	0.088562	0.032018	2.588034	1.02716	20.206133	0.955354	7.309979	5.612359	-2.390493
22	9.682103	3.525878	30.077183	2.658402	-21.710533	51.668196	0.534379	6.674563	31.763738	1.48935	-0.133658	-0.486551	0.47163	0.151165	2.100601	0.234945	0.25807	2.585728	1.311408	19.706049	0.6564	6.456382	5.835259	-0.960115	10.064382	5.409468	27.493757	10.861003	-18.573574	46.419431	-5.636032	3.796811	31.969085	1.499073	-0.402766	-0.588315	0.930016	0.062612	1.576125	0.111746	0.053667	2.568508	1.436932	19.102608	0.84702	6.707078	5.953434	-0.026841
23	8.563241	3.203254	28.00639	2.264545	-21.399108	50.466817	1.163648	6.799907	31.662503	1.356004	-0.092885	-0.455486	0.392207	0.147861	1.839747	0.258341	0.269576	2.524623	1.727131	18.56313	0.522507	5.927133	6.013551	1.16802	9.152012	5.376213	25.093098	10.536232	-18.55164	44.909612	-5.258342	4.098154	31.762626	1.376101	-0.339431	-0.52665	0.829477	0.079839	1.305399	0.136177	0.073191	2.502667	1.825073	17.850804	0.712378	6.158447	5.776372	2.390615
24	7.443838	2.799777	25.907115	1.785918	-20.950235	49.064306	1.832312	6.964168	31.18557	1.212999	-0.056304	-0.421218	0.316486	0.14442	1.572301	0.278159	0.280462	2.421802	2.08131	17.242559	0.389113	5.449242	5.848714	3.271782	8.194219	5.261354	22.676742	10.091078	-18.498282	43.248712	-4.804922	4.480728	31.140939	1.242969	-0.28017	-0.474168	0.727397	0.093758	1.037977	0.162078	0.091336	2.391508	2.160235	16.446842	0.569534	5.671244	5.173623	4.592629
25	6.304299	2.402023	23.762423	1.319922	-20.431279	47.46035	2.521767	7.179492	30.314784	1.058407	-0.023911	-0.380333	0.248515	0.140336	1.30424	0.292752	0.288879	2.279334	2.353321	15.755412	0.264971	4.964363	5.373587	5.166233	7.182286	5.093214	20.252348	9.571964	-18.456733	41.465352	-4.255319	4.957122	30.107513	1.104402	-0.226986	-0.425507	0.629442	0.103909	0.783232	0.187922	0.108376	2.238474	2.414838	14.902111	0.434906	5.1975	4.299557	6.386528
26	5.124901	2.068582	21.560443	0.940202	-19.914202	45.669609	3.208674	7.459285	29.043939	0.897506	0.00392	-0.332399	0.190925	0.135096	1.042081	0.300329	0.292581	2.101447	2.530598	14.130555	0.156143	4.423939	4.650724	6.699185	6.112402	4.890329	17.827055	9.019474	-18.468816	39.582162	-3.612232	5.540386	28.673892	0.966821	-0.180686	-0.373371	0.539635	0.110223	0.549483	0.211011	0.123802	2.049453	2.57134	13.244383	0.319926	4.672833	3.311175	7.672642
27	3.893615	1.819355	19.298564	0.685332	-19.463252	43.71779	3.868344	7.820786	27.374095	0.738902	0.026476	-0.276463	0.144662	0.128218	0.793916	0.29937	0.289512	1.894026	2.60782	12.411978	0.067224	3.795345	3.772423	7.775575	4.989356	4.655037	15.408707	8.460184	-18.568115	37.61707	-2.901301	6.247544	26.853097	0.833487	-0.141188	-0.311954	0.4594	0.112635	0.344244	0.228313	0.136291	1.832263	2.622427	11.516602	0.230963	4.04618	2.335299	8.424628
28	2.610237	1.633828	16.985466	0.557938	-19.124976	41.635347	4.47195	8.286721	25.309267	0.591099	0.04254	-0.211269	0.109931	0.119624	0.568404	0.288942	0.278523	1.664467	2.585681	10.65429	0.001187	3.073907	2.838759	8.346558	3.827928	4.375945	13.007538	7.905016	-18.776464	35.587525	-2.169841	7.09967	24.656779	0.702061	-0.10801	-0.240124	0.387771	0.11096	0.173747	0.236863	0.144075	1.595572	2.569363	9.773454	0.169501	3.300447	1.461447	8.659503
29	1.286756	1.460453	14.64195	0.532698	-18.922202	39.45459	4.98329	8.879312	22.858678	0.459648	0.050962	-0.136679	0.086594	0.109792	0.373369	0.268834	0.259837	1.421716	2.470757	8.916973	-0.040942	2.283713	1.939814	8.394237	2.651557	4.037583	10.638543	7.352199	-19.099872	33.514237	-1.482852	8.112928	22.097079	0.571691	-0.081201	-0.161511	0.324224	0.10548	0.041361	0.23419	0.146014	1.348517	2.421837	8.074562	0.133239	2.470427	0.74567	8.408896
30	-0.054443	1.233943	12.299753	0.567842	-18.853123	37.209618	5.360181	9.605865	20.04343	0.34381	0.051834	-0.054534	0.072819	0.099241	0.214681	0.239729	0.234781	1.175987	2.275362	7.258005	-0.060255	1.459219	1.151063	7.942038	1.48892	3.632012	8.323592	6.792597	-19.525327	31.422026	-0.91483	9.28077	19.194254	0.446659	-0.060946	-0.080176	0.269759	0.097192	-0.052743	0.219064	0.142243	1.10104	2.197274	6.476566	0.117124	1.622911	0.216548	7.713121
31	-1.382459	0.895327	9.998239	0.61595	-18.893295	34.935986	5.559893	10.443636	16.900649	0.232392	0.047337	0.029673	0.06272	0.087658	0.094797	0.203472	0.204843	0.938253	2.016882	5.728277	-0.060485	0.63045	0.525949	7.075083	0.370814	3.165238	6.091757	6.213565	-20.019395	29.338482	-0.536408	10.553842	15.987992	0.332213	-0.04654	0.002289	0.224567	0.086998	-0.11087	0.192298	0.133566	0.863783	1.918161	5.02653	0.114156	0.820362	-0.122952	6.64868
32	-2.658981	0.410032	7.779445	0.631631	-18.998916	32.669089	5.546631	11.335623	13.48143	0.112337	0.040323	0.109998	0.04888	0.074203	0.011731	0.16292	0.171364	0.71868	1.716977	4.366668	-0.047998	-0.167022	0.082552	5.927979	-0.671013	2.655716	3.976654	5.60075	-20.527699	27.291176	-0.399869	11.830442	12.542213	0.225971	-0.035874	0.086679	0.184648	0.074971	-0.136875	0.157128	0.120463	0.647222	1.608761	3.757965	0.116601	0.093259	-0.295587	5.357675
33	-3.839413	-0.22256	5.681916	0.57578	-19.11147	30.442026	5.297321	12.198971	9.848966	-0.018493	0.032555	0.184185	0.027779	0.058849	-0.039478	0.12133	0.136045	0.524857	1.399112	3.196888	-0.030411	-0.873899	-0.193491	4.646699	-1.603501	2.127855	2.01069	4.93887	-20.980251	25.305178	-0.525835	12.973128	8.934703	0.123948	-0.026941	0.174852	0.144904	0.061314	-0.136588	0.118502	0.103563	0.459806	1.292066	2.689648	0.117786	-0.538172	-0.343317	4.021216
34	-4.875611	-0.969568	3.734872	0.418634	-19.166718	28.285136	4.807191	12.938698	6.080133	-0.146976	0.024595	0.258806	0.001668	0.042894	-0.064052	0.081958	0.101127	0.36133	1.085584	2.228007	-0.014239	-1.431921	-0.329328	3.365608	-2.391769	1.606818	0.218759	4.214664	-21.308837	23.402982	-0.897279	13.845886	5.238784	0.030685	-0.019139	0.268305	0.104694	0.047601	-0.118041	0.081537	0.084625	0.306713	0.988119	1.826461	0.113324	-1.038866	-0.31169	2.799479
35	-5.720863	-1.77318	1.954124	0.142319	-19.110181	26.229666	4.097726	13.466478	2.266228	-0.254429	0.016825	0.343473	-0.024903	0.028158	-0.067704	0.048049	0.06898	0.230757	0.795467	1.458253	-0.003446	-1.80469	-0.35756	2.209374	-2.999812	1.118405	-1.385265	3.42072	-21.475953	21.610849	-1.464318	14.350215	1.514814	-0.039754	-0.013027	0.369757	0.068327	0.036057	-0.089699	0.050227	0.066012	0.188742	0.713367	1.160743	0.101766	-1.378809	-0.235864	1.785528
36	-6.335745	-2.563125	0.342857	-0.258605	-18.916268	24.316642	3.224936	13.725161	-1.491053	-0.324137	0.010069	0.449706	-0.048107	0.016342	-0.054221	0.021068	0.041173	0.130983	0.564732	0.925799	0.003627	-2.00507	-0.306876	1.252958	-3.394475	0.6924	-2.796548	2.560318	-21.502925	19.971294	-2.153786	14.447637	-2.177429	-0.083782	-0.008826	0.489166	0.03542	0.026681	-0.055096	0.026036	0.04744	0.101643	0.522635	0.751335	0.083595	-1.587602	-0.142116	0.994191
37	-6.693748	-3.269024	-1.102137	-0.777545	-18.603509	22.60619	2.279405	13.711378	-5.083884	-0.344649	0.000198	0.590038	-0.062157	0.004772	-0.023114	0.004611	0.016776	0.050885	0.425898	0.626138	0.003661	-2.105607	-0.190889	0.483113	-3.553384	0.362858	-4.013928	1.652581	-21.47968	18.555424	-2.882706	14.169175	-5.752932	-0.13111	-0.008652	0.671286	-0.009856	0.01167	0.004036	0.006842	0.019762	0.024311	0.436621	0.588693	0.073568	-1.795353	-0.03222	0.264427
38	-6.785649	-3.830467	-2.38159	-1.396011	-18.236883	21.182056	1.369999	13.481496	-8.396016	-0.317728	-0.010821	0.752496	-0.068512	-0.00551	0.017921	-0.002567	-0.002626	-0.009798	0.42916	0.63724	-0.0009	-2.140636	-0.058925	-0.063584	-3.473974	0.163444	-5.034556	0.738805	-21.549054	17.466147	-3.581833	13.610235	-9.078402	-0.123407	-0.007542	0.820006	-0.035541	0.00608	0.040843	-0.002585	0.00412	-0.012608	0.40413	0.52981	0.09395	-1.751274	-0.00115	-0.078328
39	-6.621898	-4.204993	-3.487452	-2.082116	-17.914378	20.149208	0.591497	13.134605	-11.296508	-0.244507	-0.011953	0.85477	-0.067587	-0.005286	0.031044	-0.004621	-0.007988	-0.020786				-1.923659	-0.052298	-0.14789	-3.178198	0.118636	-5.851685	-0.114326	-21.865514	16.825498	-4.220257	12.901585	-11.971474	-0.084748	-0.006128	0.914312	-0.049314	0.005257	0.052501	-0.004782	-0.002942	-0.019616				-1.489372	-0.044323	-0.132182
40	-6.231881	-4.372887	-4.401895	-2.788784	-17.738895	19.623366	-0.006533	12.777273	-13.642812	-0.156399	-0.011288	0.927829	-0.063032	-0.003675	0.036546	-0.004392	-0.009587	-0.021258				-1.62635	-0.080613	-0.122089	-2.709761	0.237043	-6.455573	-0.819427	-22.542206	16.747842	-4.806658	12.159339	-14.236045	-0.046083	-0.005876	0.962495	-0.05761	0.004261	0.055467	-0.004319	-0.006182	-0.020315				-1.088512	-0.104137	-0.108724
41	-5.659804	-4.336296	-5.100934	-3.455216	-17.78576	19.710296	-0.426486	12.484138	-15.307332	-0.084318	-0.009729	0.965765	-0.059555	-0.002358	0.040037	-0.00426	-0.009882	-0.020305				-1.224095	-0.127969	-0.076181	-2.125954	0.512499	-6.837105	-1.282703	-23.611273	17.309763	-5.361357	11.443681	-15.725333	-0.030393	-0.006232	0.963383	-0.064638	0.001845	0.056118	-0.004064	-0.008132	-0.021134				-0.586387	-0.159325	-0.075426
42	-4.957859	-4.114021	-5.560719	-4.014885	-18.080303	20.479795	-0.702876	12.272376	-16.224821	-0.042512	-0.008525	0.96719	-0.05675	-0.001825	0.044611	-0.004247	-0.009308	-0.020489				-0.707865	-0.18701	-0.037742	-1.48751	0.929288	-6.993778	-1.424323	-25.016279	18.53036	-5.885968	10.75649	-16.39977	-0.044405	-0.00636	0.931848	-0.071533	-0.002218	0.056971	-0.003666	-0.009584	-0.021725				-0.048797	-0.208216	-0.039625
43	-4.179298	-3.737708	-5.765639	-4.408036	-18.595637	21.946172	-0.877028	12.105993	-16.434699	-0.026191	-0.007791	0.945607	-0.052584	-0.001646	0.05215	-0.004262	-0.008045	-0.020463				-0.134544	-0.269293	-0.00376	-0.847749	1.461534	-6.935537	-1.198623	-26.630135	20.369716	-6.35741	10.069846	-16.349416	-0.074769	-0.00473	0.898857	-0.076983	-0.00713	0.061295	-0.003094	-0.011036	-0.021505				0.44199	-0.264937	-0.009038
44	-3.374316	-3.253358	-5.717025	-4.592568	-19.266881	24.064965	-0.982236	11.924676	-16.085622	-0.016931	-0.007632	0.927158	-0.043982	-0.001246	0.065002	-0.004351	-0.006494	-0.020408				0.402618	-0.396223	0.02087	-0.243711	2.062793	-6.68734	-0.607922	-28.281129	22.745254	-6.744839	9.358987	-15.769857	-0.096994	-0.000739	0.891419	-0.077268	-0.011856	0.071156	-0.002401	-0.012494	-0.020861				0.835054	-0.357055	0.01045
45	-2.588382	-2.727588	-5.438264	-4.553117	-20.009806	26.746731	-1.036554	11.677169	-15.394071	0.003365	-0.008297	0.934077	-0.029186	-0.000147	0.08404	-0.004668	-0.005017	-0.021247				0.847679	-0.592149	0.036343	0.305517	2.657003	-6.287482	0.295091	-29.780624	25.557526	-7.029381	8.62044	-14.904303	-0.09123	0.004598	0.916358	-0.068795	-0.01534	0.085888	-0.001745	-0.013507	-0.020772				1.118993	-0.507748	0.020154
