Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-15.103006	0.451354	-0.778125	3.074948	5.711697	20.173461	-5.510368	-6.040531	0.936532
1	-14.98227	0.305813	0.247775	5.177733	6.016977	18.88779	-5.090471	-4.053281	1.141597
2	-14.954154	0.081412	1.222976	7.522056	6.371966	17.304109	-4.513187	-1.757732	1.667429
3	-15.029558	-0.223025	1.965088	10.087664	6.770845	15.560009	-3.849791	0.615286	2.564433
4	-15.227218	-0.589313	2.296755	12.845448	7.232128	13.918341	-3.275645	2.756752	3.74939
5	-15.586733	-1.006299	2.082023	15.822724	7.792855	12.607624	-2.986747	4.450167	5.126451
6	-16.163847	-1.461411	1.234475	19.087519	8.487972	11.845044	-3.218268	5.526994	6.574089
7	-16.956338	-1.934866	-0.108922	22.624306	9.294444	11.632962	-4.009416	6.036106	7.974335
8	-17.964758	-2.418918	-1.766436	26.374999	10.167937	11.956672	-5.391189	5.989015	9.184634
9	-19.055912	-2.929937	-3.362522	30.108201	11.027544	12.501351	-7.094841	5.634924	10.150849
10	-20.081288	-3.516651	-4.568847	33.573225	11.809757	13.011721	-8.951078	5.113592	10.805726
11	-20.863987	-4.210905	-5.221119	36.580423	12.459436	13.257577	-10.774397	4.588736	11.205939
12	-21.272039	-5.005232	-5.293302	39.020187	12.918639	13.131934	-12.466935	4.144455	11.44073
13	-21.234655	-5.838192	-4.871791	40.840312	13.139091	12.639343	-13.970684	3.815081	11.617232
14	-20.834365	-6.634921	-4.160544	42.142256	13.153505	11.922405	-15.305798	3.571228	11.798112
15	-20.124341	-7.319471	-3.333456	42.939033	12.996679	11.138151	-16.487392	3.378806	11.987639
16	-19.253709	-7.885328	-2.566263	43.397479	12.780388	10.453797	-17.580631	3.192914	12.150329
17	-18.280158	-8.324931	-1.968736	43.551019	12.57481	9.983712	-18.60261	2.989796	12.261226
18	-17.248756	-8.673499	-1.551416	43.470529	12.420105	9.728028	-19.561312	2.765138	12.333866
19	-16.152398	-8.953627	-1.277747	43.161981	12.320423	9.646084	-20.434326	2.526763	12.389545
20	-14.950218	-9.18198	-1.076394	42.60046	12.262272	9.674017	-21.181376	2.287358	12.439564
