Time	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
12	-0.830530	-10.497140	-7.644924	0.219735	21.758252	39.585176	6.227580	-8.795864	-15.590235	-1.296149	-10.913983	-7.326678	0.311425	22.148150	39.673108	6.456963	-8.563416	-15.615209	-1.267281	-10.668177	-7.139186	0.588983	21.062481	41.038210	8.151250	-6.776854	-17.173143	-1.462174	-11.102636	-6.235409	0.487660	19.611032	41.666362	6.352188	-7.226362	-18.884136	-0.671439	-10.458959	-7.190385	1.510663	20.604457	42.387994	6.730597	-7.053339	-18.052995	-0.179940	-11.034882	-8.291642	0.963340	20.355662	41.678861	4.599776	-7.360704	-17.733374	-0.136913	-7.693820	-7.324123	0.298952	20.679656	40.585203	5.651931	-9.026315	-17.208760	-0.426187	-10.586031	-8.447034	0.703004	20.420737	42.821478	6.010454	-7.642104	-18.796612	-1.140380	-9.177927	-6.397927	0.221485	20.544684	40.790293	7.710069	-6.682493	-18.602109	-2.627367	-10.625908	-7.796578	-0.360680	20.390533	40.068098	7.612000	-6.868211	-18.375253	-1.530120	-10.941087	-7.430001	0.162918	21.829985	40.662124	8.096211	-5.780977	-17.380923	-2.397170	-10.633320	-6.778120	0.465142	20.843159	40.128308	8.961661	-5.878285	-18.020951	-1.381117	-9.624801	-7.500836	1.207938	20.934482	41.351081	6.839280	-7.360823	-17.762246	-1.497230	-10.290886	-7.771044	1.541492	21.797588	41.067061	6.963212	-6.102672	-17.974895	-0.616249	-10.036489	-7.859257	1.551540	20.981056	42.496522	7.265791	-6.238856	-18.608463	-2.532470	-11.944040	-9.295438	1.341928	21.458681	41.986237	8.531384	-5.698923	-18.411649	-1.230278	-11.680220	-7.174990	0.652273	20.721105	40.441108	5.952561	-7.460086	-16.377151	-0.793197	-9.649945	-7.932112	0.789068	20.183291	43.070238	6.153693	-7.110766	-19.297459	-1.923835	-10.973912	-7.780570	0.901439	21.719897	41.449533	7.752491	-6.378230	-17.080031	-1.235710	-9.523534	-9.331077	1.442170	21.801068	41.684796	8.072384	-6.220375	-17.942169	-1.625109	-9.906332	-8.724695	1.666121	22.198485	41.491592	7.509028	-6.751234	-17.566301	-2.070859	-9.232580	-8.056866	0.511511	21.533515	40.792049	9.474555	-6.611438	-17.804201
13	-0.820288	-10.089884	-6.972253	0.056574	21.112707	40.352419	6.128051	-8.275647	-17.024015	-1.218966	-10.497675	-6.979413	0.216072	21.453388	40.943672	6.178873	-8.131951	-17.213019	-1.224314	-10.375577	-6.547176	0.442536	20.571401	41.917844	7.998470	-6.270366	-18.672105	-1.367215	-10.835060	-5.302936	0.155382	19.378325	42.068609	6.378437	-6.876708	-20.125255	-0.545606	-10.142905	-6.458830	0.978384	20.183170	43.119664	6.667505	-6.493194	-19.400902	-0.057857	-10.737385	-7.711973	0.522624	19.988773	42.480098	4.538407	-6.929849	-19.110180	-0.048922	-7.463858	-6.468157	-0.056993	20.214199	41.086508	5.479932	-8.646673	-18.445582	-0.242172	-10.236871	-7.577015	0.138206	20.066878	43.421613	5.964603	-7.251287	-20.121656	-1.071745	-8.993947	-5.350507	-0.172128	20.430417	40.886221	7.639416	-6.538941	-19.639794	-2.655448	-10.397266	-6.855841	-0.575076	20.073598	40.176767	7.499201	-6.667582	-19.428932	-1.502758	-10.544817	-6.728691	0.109608	21.537114	41.273459	7.921217	-5.602594	-18.678289	-2.323523	-10.282117	-6.112305	0.186021	20.329005	40.845466	8.869926	-5.479397	-19.347797	-1.251719	-9.233852	-6.685569	0.830871	20.538163	41.911806	6.730543	-7.100377	-19.041697	-1.430510	-9.969227	-7.111877	1.280230	21.224886	41.896140	6.831114	-5.583694	-19.392562	-0.510669	-9.700170	-7.050206	1.055768	20.524411	43.109871	7.241114	-5.771147	-19.924184	-2.401016	-11.696130	-8.612673	0.911752	21.097624	42.685781	8.474179	-5.273064	-19.727890	-1.081054	-11.254529	-6.525854	0.174084	20.181228	41.216569	5.819690	-6.972288	-17.724151	-0.646743	-9.400318	-6.982216	0.246224	19.922423	43.401036	6.098524	-6.793769	-20.466361	-1.807009	-10.512727	-7.184539	0.708483	21.215726	42.370622	7.484375	-6.102085	-18.565448	-1.113916	-9.219709	-8.521878	1.046313	21.389895	42.359973	7.956116	-5.794394	-19.324336	-1.525775	-9.709127	-7.999254	1.305907	21.796319	42.093013	7.416791	-6.259059	-18.919399	-1.993552	-8.992100	-7.187075	0.203773	21.089459	41.346142	9.320271	-6.181494	-19.104369
14	-0.794224	-9.685673	-6.092462	-0.242747	20.531873	40.755068	6.101785	-7.774093	-18.289305	-1.093291	-10.012460	-6.326098	-0.103152	20.760271	41.782764	6.036240	-7.688490	-18.627525	-1.160408	-10.060130	-5.729466	0.154024	20.141169	42.406346	7.891378	-5.865636	-19.952224	-1.256079	-10.538511	-4.208562	-0.268433	19.193684	42.173836	6.420831	-6.624571	-21.211561	-0.424363	-9.822263	-5.503894	0.352863	19.863542	43.487917	6.635838	-6.041692	-20.585250	0.083232	-10.415414	-6.885550	-0.013578	19.702761	42.912480	4.522781	-6.603657	-20.325145	0.054732	-7.276544	-5.440569	-0.476821	19.877100	41.234246	5.328984	-8.390614	-19.510389	-0.062211	-9.849007	-6.512525	-0.449267	19.805528	43.650194	5.916139	-7.048370	-21.255828	-1.029714	-8.833213	-4.213189	-0.586293	20.354119	40.697237	7.541411	-6.497385	-20.511898	-2.673822	-10.205024	-5.782562	-0.830921	19.826128	39.978139	7.378142	-6.562760	-20.325185	-1.460682	-10.134870	-5.814574	-0.098595	21.266138	41.495789	7.783712	-5.506804	-19.752944	-2.212095	-9.889252	-5.239647	-0.247861	19.872028	41.184001	8.852191	-5.211276	-20.461709	-1.126697	-8.879639	-5.659012	0.335877	20.265746	42.088662	6.664484	-6.950163	-20.126988	-1.320351	-9.622440	-6.227912	0.850268	20.753424	42.341676	6.788840	-5.174456	-20.602944	-0.395073	-9.351637	-6.068821	0.445443	20.145117	43.375239	7.269536	-5.399267	-21.056211	-2.266049	-11.397748	-7.699706	0.417001	20.808908	43.002096	8.466892	-5.017309	-20.837638	-0.920771	-10.806097	-5.668795	-0.401462	19.683928	41.606221	5.697918	-6.574993	-18.898046	-0.530968	-9.182923	-5.895027	-0.291709	19.769753	43.388313	6.051217	-6.625160	-21.460712	-1.630227	-9.990820	-6.339459	0.291248	20.712360	42.903132	7.313768	-5.856753	-19.839950	-0.979002	-8.893899	-7.495927	0.527273	21.069809	42.653005	7.913536	-5.487501	-20.495716	-1.418218	-9.510537	-7.086018	0.854579	21.517733	42.323617	7.363874	-5.901245	-20.063713	-1.885729	-8.737463	-6.143169	-0.236897	20.715244	41.529842	9.218352	-5.871457	-20.182194
15	-0.773466	-9.318389	-5.037606	-0.600492	20.080653	40.750540	6.106628	-7.381344	-19.349634	-0.948993	-9.498723	-5.489872	-0.523188	20.115833	42.275062	5.987828	-7.292215	-19.885028	-1.091761	-9.742010	-4.771645	-0.197821	19.773296	42.585283	7.791021	-5.576433	-21.055119	-1.146869	-10.228856	-2.983412	-0.719454	19.068659	41.947453	6.433884	-6.524096	-22.108108	-0.328676	-9.512929	-4.381119	-0.270198	19.654064	43.504370	6.593815	-5.750204	-21.608910	0.223705	-10.080807	-5.895683	-0.557631	19.485397	43.027777	4.507814	-6.411270	-21.393066	0.152948	-7.140254	-4.317893	-0.883338	19.654034	41.087613	5.143443	-8.280348	-20.416591	0.099215	-9.446671	-5.346029	-0.989080	19.603477	43.596556	5.823469	-7.015003	-22.226130	-1.019458	-8.686859	-3.017543	-0.979765	20.280759	40.231453	7.364808	-6.555302	-21.211550	-2.688274	-10.048668	-4.610915	-1.096298	19.627450	39.486129	7.197582	-6.562450	-21.058968	-1.419507	-9.739036	-4.780959	-0.385932	21.015867	41.425826	7.639103	-5.485350	-20.658148	-2.086481	-9.483494	-4.226454	-0.749150	19.483247	41.193931	8.843299	-5.096779	-21.390471	-1.016154	-8.566625	-4.517746	-0.188725	20.079440	41.986410	6.580230	-6.910014	-21.058822	-1.188255	-9.266607	-5.209975	0.356068	20.385665	42.485801	6.792099	-4.913521	-21.637049	-0.286188	-9.021898	-4.971263	-0.191033	19.856261	43.306547	7.303190	-5.167352	-22.002006	-2.144666	-11.061606	-6.632483	-0.082588	20.561598	42.996343	8.463729	-4.918041	-21.768674	-0.774153	-10.376072	-4.702300	-0.963101	19.251305	41.687267	5.540556	-6.302109	-19.931084	-0.454868	-8.993305	-4.728672	-0.772307	19.682490	43.080072	5.960483	-6.606100	-22.287890	-1.422647	-9.460085	-5.354921	-0.225853	20.243956	43.128700	7.188338	-5.677725	-20.941047	-0.850898	-8.563613	-6.330281	-0.034354	20.830680	42.625213	7.894809	-5.319918	-21.479009	-1.328700	-9.323020	-6.072700	0.398847	21.333704	42.264871	7.300846	-5.690494	-21.033768	-1.769633	-8.476192	-5.007483	-0.716146	20.395961	41.437388	9.107952	-5.695548	-21.086699
16	-0.773346	-9.007014	-3.882585	-0.938990	19.756590	40.441160	6.081208	-7.123890	-20.244161	-0.810495	-9.009441	-4.513516	-0.958236	19.579289	42.387772	5.987547	-7.008241	-20.960756	-1.030927	-9.442310	-3.689103	-0.567454	19.480452	42.423188	7.649420	-5.432379	-21.966039	-1.055404	-9.927752	-1.682461	-1.139694	18.985972	41.463429	6.385673	-6.548767	-22.842427	-0.266217	-9.225377	-3.151899	-0.831334	19.526652	43.232432	6.501420	-5.612552	-22.493843	0.349969	-9.744798	-4.787885	-1.051883	19.316565	42.840013	4.442823	-6.366161	-22.310132	0.231570	-7.062142	-3.135066	-1.227748	19.526060	40.668546	4.875098	-8.320623	-21.155186	0.229856	-9.049368	-4.093781	-1.436172	19.441644	43.227809	5.636832	-7.158006	-22.990570	-1.036086	-8.545065	-1.772072	-1.329444	20.186672	39.529405	7.086420	-6.687817	-21.749978	-2.702388	-9.919358	-3.366304	-1.347948	19.450026	38.753399	6.931601	-6.647842	-21.643622	-1.392039	-9.386980	-3.640771	-0.718142	20.787613	41.034939	7.436372	-5.545454	-21.381151	-1.963865	-9.092341	-3.101706	-1.257943	19.168168	40.889063	8.774056	-5.145349	-22.148134	-0.926724	-8.309309	-3.286887	-0.691633	19.963188	41.585828	6.413283	-7.000195	-21.813103	-1.048232	-8.923311	-4.079227	-0.139701	20.137528	42.299851	6.792285	-4.854234	-22.469592	-0.196832	-8.733451	-3.802050	-0.787844	19.641816	42.961014	7.292907	-5.067249	-22.790110	-2.046400	-10.702805	-5.450570	-0.550533	20.328943	42.689406	8.409735	-4.954432	-22.537389	-0.660470	-10.001162	-3.649923	-1.428734	18.907195	41.421004	5.291635	-6.202064	-20.799310	-0.420337	-8.829517	-3.502314	-1.165665	19.626049	42.483915	5.779180	-6.729428	-22.936335	-1.204980	-8.968993	-4.268789	-0.755874	19.849702	43.017274	7.053167	-5.612733	-21.850947	-0.744982	-8.249069	-5.067007	-0.586615	20.655125	42.296857	7.847060	-5.297269	-22.277609	-1.281512	-9.162675	-4.981213	-0.011737	21.224258	41.887317	7.167046	-5.648205	-21.808838	-1.658240	-8.222883	-3.792140	-1.185541	20.128874	41.040813	8.927441	-5.683695	-21.798496
17	-0.807771	-8.776225	-2.631960	-1.213284	19.573302	39.808892	5.966520	-7.033983	-20.950405	-0.694952	-8.589375	-3.460976	-1.341265	19.155150	42.213368	5.961236	-6.838709	-21.892038	-0.985232	-9.169179	-2.519046	-0.917275	19.241647	41.994983	7.438687	-5.398819	-22.724980	-1.001886	-9.658278	-0.302373	-1.480891	18.940387	40.689519	6.229643	-6.697867	-23.377293	-0.249904	-8.974769	-1.822525	-1.282895	19.463120	42.639160	6.310175	-5.635094	-23.209972	0.452861	-9.419526	-3.581468	-1.462599	19.172163	42.354658	4.284665	-6.457490	-23.065345	0.283412	-7.040321	-1.899421	-1.483155	19.468801	39.990167	4.496379	-8.496364	-21.707858	0.329131	-8.675189	-2.768172	-1.786832	19.297122	42.587185	5.339927	-7.425754	-23.558136	-1.080671	-8.408126	-0.447494	-1.607104	20.064179	38.550824	6.668899	-6.893665	-22.077570	-2.719074	-9.814650	-2.032332	-1.561410	19.281088	37.752560	6.546739	-6.821999	-22.035054	-1.384579	-9.093137	-2.414028	-1.055439	20.574368	40.374168	7.144731	-5.664696	-21.950881	-1.856747	-8.743851	-1.875076	-1.729596	18.926923	40.279778	8.586990	-5.344396	-22.740912	-0.857849	-8.104567	-1.994118	-1.138551	19.882020	40.937600	6.135505	-7.194555	-22.403328	-0.915788	-8.610681	-2.872369	-0.592592	19.972733	41.857472	6.736569	-4.954481	-23.145384	-0.146821	-8.515750	-2.553786	-1.287724	19.497986	42.299952	7.183371	-5.105589	-23.392663	-1.976213	-10.341253	-4.170563	-0.960501	20.093872	42.092459	8.257285	-5.099943	-23.152838	-0.581280	-9.687212	-2.530738	-1.780186	18.636251	40.874165	4.939998	-6.245389	-21.522932	-0.424120	-8.693258	-2.208851	-1.458681	19.579007	41.599570	5.479327	-6.973897	-23.391659	-1.001148	-8.546531	-3.125939	-1.229001	19.530346	42.642759	6.860348	-5.649372	-22.610365	-0.672748	-7.971471	-3.722725	-1.093039	20.520798	41.678393	7.721226	-5.404397	-22.890690	-1.278394	-9.032178	-3.833797	-0.363667	21.138052	41.260331	6.930196	-5.719115	-22.433096	-1.562626	-7.997123	-2.510021	-1.612983	19.897562	40.385999	8.646586	-5.798733	-22.343442
18	-0.877371	-8.619955	-1.293185	-1.411966	19.494657	38.909687	5.738356	-7.080957	-21.488244	-0.623783	-8.301287	-2.327555	-1.613530	18.875147	41.709840	5.836712	-6.803591	-22.641389	-0.967153	-8.936765	-1.237527	-1.214004	19.060048	41.245365	7.113305	-5.482428	-23.285373	-0.996872	-9.434924	1.156133	-1.719835	18.922631	39.660312	5.951402	-6.936422	-23.718858	-0.275898	-8.764344	-0.416851	-1.627599	19.429603	41.791357	6.015168	-5.762520	-23.775970	0.527840	-9.116701	-2.281541	-1.778344	19.038723	41.595659	4.014970	-6.653839	-23.656320	0.308662	-7.058578	-0.604111	-1.644643	19.457782	39.079026	4.011578	-8.776698	-22.064782	0.391640	-8.345870	-1.346340	-2.020319	19.172604	41.656772	4.905545	-7.799613	-23.895522	-1.144590	-8.280432	0.961551	-1.813011	19.933910	37.348084	6.135515	-7.152401	-22.210787	-2.739735	-9.721645	-0.615145	-1.728206	19.116531	36.542889	6.063538	-7.059257	-22.245781	-1.404700	-8.876357	-1.086425	-1.362896	20.376850	39.432415	6.731921	-5.834145	-22.345039	-1.774522	-8.461680	-0.551877	-2.133313	18.754059	39.401840	8.260424	-5.656449	-23.174676	-0.813506	-7.957392	-0.633374	-1.493085	19.821818	40.031771	5.719288	-7.483363	-22.797843	-0.810958	-8.360786	-1.565763	-0.954209	19.889851	41.107493	6.562019	-5.216115	-23.626044	-0.143478	-8.367876	-1.230171	-1.676840	19.400006	41.385605	6.964181	-5.237904	-23.836151	-1.936492	-10.000182	-2.798270	-1.294857	19.856987	41.234070	7.988930	-5.323494	-23.618019	-0.548658	-9.456905	-1.304401	-1.971567	18.465763	39.974979	4.445639	-6.461613	-22.038856	-0.460092	-8.586501	-0.829807	-1.653709	19.537369	40.450417	5.060962	-7.305832	-23.656276	-0.841951	-8.244900	-1.914412	-1.576619	19.308239	41.950772	6.549244	-5.796696	-23.179486	-0.640924	-7.749141	-2.300124	-1.525190	20.412554	40.798183	7.486931	-5.607050	-23.326125	-1.331053	-8.939403	-2.605760	-0.624038	21.044680	40.336345	6.531902	-5.897350	-22.870263	-1.499197	-7.827527	-1.145500	-1.962188	19.705181	39.458861	8.234116	-6.021999	-22.699742
19	-0.981864	-8.527707	0.147552	-1.528906	19.493657	37.760709	5.381213	-7.244235	-21.850109	-0.598715	-8.140210	-1.120621	-1.773973	18.707985	40.955052	5.600513	-6.859604	-23.230474	-0.977371	-8.743548	0.145510	-1.451110	18.924846	40.236534	6.681844	-5.648209	-23.666656	-1.051483	-9.267456	2.705778	-1.833322	18.939790	38.379543	5.541299	-7.248535	-23.844586	-0.357317	-8.611696	1.084545	-1.831521	19.427968	40.644197	5.583508	-5.993355	-24.137573	0.565819	-8.852958	-0.859954	-1.974233	18.930057	40.526935	3.612646	-6.951632	-24.039454	0.305881	-7.099993	0.780333	-1.699513	19.490957	37.907739	3.421895	-9.154954	-22.170851	0.417900	-8.073795	0.182355	-2.133568	19.085477	40.459410	4.338479	-8.252633	-23.997486	-1.226401	-8.167986	2.490977	-1.924909	19.830054	35.889860	5.480382	-7.475310	-22.081993	-2.765431	-9.631266	0.914172	-1.826885	18.973015	35.099543	5.478524	-7.363602	-22.208105	-1.454955	-8.737851	0.344327	-1.608432	20.204587	38.234160	6.195447	-6.046855	-22.549391	-1.731013	-8.277804	0.890992	-2.435633	18.660574	38.236063	7.768528	-6.062045	-23.408747	-0.795236	-7.861568	0.803356	-1.738389	19.781261	38.888162	5.167461	-7.846419	-22.986084	-0.744848	-8.179597	-0.166776	-1.220700	19.860213	40.115632	6.268811	-5.567461	-23.936855	-0.210849	-8.305638	0.205143	-1.908541	19.354013	40.174707	6.597425	-5.464737	-24.074061	-1.936864	-9.706637	-1.310425	-1.525439	19.637169	40.086326	7.584490	-5.613371	-23.886795	-0.553763	-9.294152	0.033003	-2.029782	18.392225	38.787539	3.836601	-6.813431	-22.355747	-0.531322	-8.516866	0.676586	-1.734779	19.517561	39.009987	4.511505	-7.713092	-23.691404	-0.739323	-8.059332	-0.631793	-1.797936	19.165686	41.003935	6.119080	-6.012912	-23.583696	-0.665098	-7.611230	-0.778321	-1.840943	20.337066	39.629909	7.107018	-5.888001	-23.546870	-1.424374	-8.870534	-1.294639	-0.796948	20.934325	39.180714	5.996682	-6.145420	-23.142293	-1.480537	-7.730215	0.309684	-2.209366	19.561601	38.280193	7.688156	-6.325690	-22.863385
20	-1.117071	-8.478860	1.706867	-1.564496	19.548973	36.371616	4.895432	-7.507974	-22.013246	-0.635632	-8.127474	0.193840	-1.791481	18.666311	39.914234	5.218671	-7.003262	-23.603213	-1.024649	-8.602885	1.665029	-1.603568	18.856771	38.921840	6.121995	-5.903476	-23.804603	-1.171267	-9.152156	4.356878	-1.811610	19.007001	36.852508	5.006042	-7.624433	-23.723154	-0.489587	-8.510550	2.677811	-1.906658	19.464933	39.238570	5.033102	-6.303835	-24.290278	0.569434	-8.629972	0.677887	-2.062967	18.866006	39.199069	3.106174	-7.326813	-24.223163	0.283209	-7.140550	2.261362	-1.675817	19.560614	36.522328	2.763375	-9.595083	-22.044746	0.408784	-7.865405	1.826887	-2.129238	19.062298	39.010138	3.652173	-8.762336	-23.842889	-1.318153	-8.066430	4.139312	-1.955981	19.783397	34.228366	4.739527	-7.859629	-21.701523	-2.793223	-9.535074	2.549044	-1.862131	18.874482	33.471265	4.825375	-7.722590	-21.924656	-1.536379	-8.673585	1.882635	-1.761748	20.080596	36.792875	5.538440	-6.307354	-22.531395	-1.727595	-8.187662	2.442733	-2.640113	18.640781	36.840681	7.143566	-6.522718	-23.450209	-0.806621	-7.809225	2.334732	-1.861083	19.776088	37.512802	4.486056	-8.274840	-22.942071	-0.743021	-8.090912	1.350015	-1.360951	19.884317	38.851024	5.822452	-5.975997	-24.027139	-0.348234	-8.309716	1.755445	-1.992075	19.359886	38.711647	6.101699	-5.764197	-24.110826	-1.974766	-9.467140	0.284737	-1.660511	19.457026	38.700711	7.071066	-5.944632	-23.961054	-0.599780	-9.200399	1.523433	-1.951700	18.436083	37.276511	3.106155	-7.297170	-22.408088	-0.631952	-8.477324	2.309098	-1.720986	19.539296	37.335888	3.860835	-8.169300	-23.515887	-0.720832	-8.011302	0.762839	-1.864452	19.119195	39.758416	5.546245	-6.285535	-23.769929	-0.743960	-7.555114	0.832812	-2.041082	20.298628	38.228930	6.598155	-6.209480	-23.570784	-1.553533	-8.810824	0.138233	-0.861136	20.811506	37.764937	5.314294	-6.466091	-23.189764	-1.516981	-7.714029	1.866115	-2.335322	19.488985	36.858854	7.013634	-6.694520	-22.812732
21	-1.271623	-8.446149	3.376233	-1.536745	19.642670	34.787879	4.313628	-7.844323	-21.976666	-0.726488	-8.219515	1.617106	-1.692935	18.720469	38.643772	4.720251	-7.206532	-23.766745	-1.103751	-8.506390	3.310547	-1.678668	18.861412	37.358296	5.460166	-6.230747	-23.708817	-1.342756	-9.063524	6.099158	-1.684004	19.129264	35.129314	4.383392	-8.047801	-23.363373	-0.672204	-8.451012	4.381761	-1.850878	19.557686	37.567884	4.368453	-6.689263	-24.185550	0.530184	-8.455736	2.370675	-2.028379	18.884548	37.565626	2.492802	-7.782991	-24.128373	0.243064	-7.156736	3.885994	-1.582003	19.676440	34.895597	2.048504	-10.080755	-21.620435	0.368264	-7.716101	3.593681	-2.022248	19.128040	37.328483	2.869207	-9.310499	-23.407258	-1.411246	-7.965527	5.922588	-1.911009	19.831938	32.382608	3.931143	-8.319188	-21.037160	-2.817105	-9.423362	4.301828	-1.835530	18.857653	31.675877	4.126479	-8.137504	-21.352806	-1.644796	-8.667787	3.532564	-1.805955	20.032899	35.127028	4.773629	-6.625708	-22.255790	-1.779583	-8.207680	4.130959	-2.717093	18.731078	35.184132	6.378339	-7.038736	-23.216504	-0.849402	-7.788385	3.981454	-1.857763	19.832470	35.912502	3.690780	-8.767069	-22.634816	-0.805951	-8.076117	2.967730	-1.390847	19.952696	37.372303	5.247042	-6.401738	-23.911670	-0.559769	-8.361428	3.437698	-1.924094	19.430918	36.996543	5.483249	-6.132532	-23.904105	-2.061179	-9.299990	2.018295	-1.677903	19.364853	37.039879	6.439728	-6.319311	-23.758853	-0.674225	-9.146526	3.153873	-1.786979	18.573940	35.523546	2.291870	-7.862667	-22.216903	-0.764368	-8.460773	4.104957	-1.603642	19.645573	35.400279	3.109086	-8.677483	-23.052055	-0.780251	-8.062159	2.271375	-1.810219	19.154783	38.273130	4.868318	-6.587985	-23.748950	-0.893138	-7.592562	2.555823	-2.096033	20.322137	36.564933	5.941304	-6.555625	-23.330938	-1.697660	-8.738836	1.688155	-0.841329	20.696614	36.148824	4.532737	-6.842151	-23.019733	-1.611278	-7.775692	3.531690	-2.336274	19.515532	35.202959	6.226622	-7.120388	-22.514806
22	-1.437081	-8.410423	5.169741	-1.448945	19.784640	33.002922	3.648358	-8.248974	-21.670885	-0.872766	-8.385433	3.175450	-1.486306	18.865967	37.140646	4.115525	-7.462337	-23.668417	-1.216200	-8.449050	5.099985	-1.666741	18.970511	35.543943	4.697316	-6.641693	-23.324082	-1.554671	-8.968782	7.948397	-1.467160	19.325504	33.211989	3.697323	-8.522619	-22.702787	-0.889862	-8.404752	6.204002	-1.689626	19.715223	35.665988	3.612460	-7.137758	-23.805751	0.459155	-8.311319	4.193208	-1.912141	18.985380	35.707793	1.815206	-8.291099	-23.783688	0.196294	-7.136654	5.637544	-1.451615	19.837463	33.102580	1.313238	-10.589640	-20.952478	0.306341	-7.604349	5.475012	-1.844617	19.294251	35.465011	2.029035	-9.884798	-22.697939	-1.492488	-7.847772	7.832193	-1.805164	20.004209	30.401424	3.081684	-8.869773	-20.092249	-2.828153	-9.284041	6.170251	-1.761853	18.951148	29.758889	3.412725	-8.609889	-20.489154	-1.766721	-8.684928	5.286921	-1.753960	20.076456	33.287891	3.933775	-7.006198	-21.720390	-1.876946	-8.294158	5.926771	-2.692647	18.927598	33.342757	5.525824	-7.602453	-22.731706	-0.917609	-7.778687	5.748615	-1.747426	19.974961	34.123680	2.818932	-9.321967	-22.060895	-0.940488	-8.115624	4.697031	-1.306343	20.077981	35.680408	4.549338	-6.830905	-23.540512	-0.831249	-8.424360	5.244013	-1.734583	19.572047	35.069783	4.772819	-6.562032	-23.437578	-2.185691	-9.184816	3.863710	-1.607243	19.373749	35.184705	5.730368	-6.731922	-23.311301	-0.768934	-9.105778	4.945358	-1.555040	18.822338	33.546780	1.413321	-8.505487	-21.730643	-0.913537	-8.442112	6.028243	-1.421059	19.843444	33.287442	2.302751	-9.228873	-22.335377	-0.923668	-8.185666	3.918608	-1.643564	19.284384	36.548894	4.101722	-6.916617	-23.467113	-1.094097	-7.682626	4.369633	-2.043323	20.412268	34.715775	5.187678	-6.916294	-22.860887	-1.837699	-8.635132	3.375649	-0.749351	20.626401	34.341419	3.681474	-7.277960	-22.575265	-1.751907	-7.888677	5.299813	-2.236424	19.655935	33.353522	5.363304	-7.594674	-21.960927
