PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
0	6.198818	-8.561923	32.404928	-2.024864	-10.655214	7.192489	10.89362	9.755232	10.901021	-0.027629	0.021202	-1.060728	0.079809	0.021998	-0.49094	-0.010644	0.020352	-0.044025	0.00498	0.495929	0.051693	0.954325	0.96623	-0.025506	6.725729	-10.688833	41.141213	-2.161855	-8.505734	8.534128	10.605992	9.846877	11.180603	-0.009249	-0.02263	-1.41407	0.152881	-0.007315	-0.654204	-0.007848	-0.002053	-0.036343	0.060637	0.575357	0.036616	2.324176	0.866169	-0.045694	8.671749	-9.957099	52.932375	-2.235039	-13.87848	22.58176	9.965655	11.729579	10.344695	-0.116631	-0.012425	-1.690086	0.089567	-0.042862	-0.822674	-0.010845	-0.029068	-0.033934	0.046453	0.468941	0.013329	5.407927	-4.723509	-0.002456	-0.015487	-0.068944	32.658708	2.018804	-19.769521	2.977598	7.645083	10.659894	12.314456	-0.161994	-0.039641	-1.292228	-0.013767	-0.037667	-0.586437	0.001672	-0.031694	-0.022712	0.200647	0.546989	-0.022223	0.632487	2.281485	-0.055919	1.611248	0.945057	43.542411	1.570952	-19.208911	10.33855	5.234519	11.029347	11.830849	-0.093955	0.028033	-1.417408	-0.056184	0.008253	-0.698311	0.006596	0.021101	-0.032117	0.112852	0.461972	-0.02345	3.638794	-2.409933	0.09045	3.264065	0.025357	53.16307	1.073109	-19.611466	22.062893	6.236801	12.067522	10.922501	-0.194587	0.081645	-1.830632	-0.097688	0.017752	-0.829449	-0.000826	0.046674	-0.03953	0.053774	0.512274	-0.024339	6.518729	-6.133544	0.205524
1	6.051879	-7.832991	32.017451	-2.138657	-11.086394	8.290417	10.541268	8.967137	10.134159	0.028259	0.025889	-1.077208	0.088156	0.01615	-0.452135	-0.01687	0.009669	-0.081149	0.031888	1.354163	0.140934	0.820561	1.371049	-0.187753	6.654278	-9.573429	40.610008	-2.136188	-9.312882	9.703816	10.438735	8.88492	10.53331	0.063115	-0.01479	-1.417354	0.148219	-0.012617	-0.599903	-0.02022	-0.018536	-0.093645	0.058473	1.66393	0.131156	1.9563	1.425832	-0.270006	8.713506	-9.420931	52.52997	-2.274274	-14.187889	22.981601	10.010322	11.214329	10.102337	-0.080079	-0.011066	-1.70465	0.084413	-0.048493	-0.779022	-0.02214	-0.044691	-0.07888	0.02989	1.074847	0.053974	5.148673	-4.362033	-0.14921	0.166714	0.457406	32.452589	2.214318	-20.011172	4.888122	7.426561	10.310688	11.593187	-0.078923	-0.0399	-1.300337	-0.004113	-0.05114	-0.519285	-0.00772	-0.05042	-0.049012	0.267869	1.416042	0.006695	0.747022	2.382487	-0.16644	1.95677	1.176925	43.136215	1.618348	-19.130302	11.234402	5.218682	10.365721	11.416843	-0.022005	0.027135	-1.412331	-0.053781	0.001017	-0.642163	-0.00464	0.004118	-0.06556	0.127119	1.146342	0.001552	3.418231	-2.347006	-0.02302	3.587615	0.206279	52.71882	1.05636	-19.705908	22.478739	6.253707	11.542357	10.613109	-0.143613	0.079529	-1.847269	-0.100402	0.011072	-0.776955	-0.015256	0.029062	-0.083706	0.029374	1.090356	-0.000134	6.388183	-6.1468	0.061608
2	5.964004	-7.120735	31.702328	-2.249788	-11.347952	9.822588	10.080703	8.081774	8.886462	0.092032	0.031995	-1.118701	0.105519	0.014749	-0.403418	-0.025043	0.000107	-0.134762	0.069915	2.750698	0.262975	0.638019	1.605411	-0.458109	6.689756	-8.476885	40.186954	-2.15546	-9.852233	11.312785	10.230304	7.618985	9.410777	0.124023	-0.01027	-1.460253	0.146163	-0.019489	-0.534411	-0.032686	-0.04343	-0.177716	0.020538	3.394905	0.263834	1.546835	1.723411	-0.765925	8.804022	-8.89547	52.184248	-2.35361	-14.345001	23.596421	10.036426	10.544626	9.663955	-0.045844	-0.0099	-1.736715	0.079967	-0.05428	-0.723784	-0.034553	-0.065875	-0.141594	-0.019992	1.999067	0.110902	4.908627	-4.26404	-0.48685	0.423488	0.736603	32.185459	2.41204	-19.791955	6.976918	6.951313	9.998967	10.430704	0.044542	-0.046915	-1.285806	0.031829	-0.065672	-0.429999	-0.019501	-0.074422	-0.088388	0.279504	2.823063	0.05858	0.843429	2.135391	-0.382361	2.344743	1.236061	42.753543	1.623391	-18.753155	12.252274	5.091848	9.736418	10.686886	0.067642	0.021874	-1.408547	-0.038342	-0.00726	-0.574396	-0.017936	-0.017762	-0.112523	0.080872	2.227361	0.041525	3.211623	-2.52333	-0.29824	3.919718	0.242493	52.298998	1.005083	-19.54643	23.001315	6.196456	11.046801	10.07843	-0.091841	0.071096	-1.869771	-0.094829	0.00087	-0.710297	-0.032797	0.003488	-0.142456	-0.034196	1.972616	0.037594	6.342411	-6.392622	-0.283064
3	5.93836	-6.532424	31.485804	-2.358654	-11.297163	11.735661	9.490833	7.114666	7.350814	0.175598	0.037309	-1.140068	0.136272	0.020697	-0.320798	-0.032068	-0.002735	-0.1867	0.083254	4.690366	0.400181	0.353401	1.541018	-0.690321	6.846906	-7.52402	39.88825	-2.242379	-10.042828	13.295622	9.993331	6.209488	7.859064	0.196194	-0.007443	-1.488929	0.155151	-0.022873	-0.429202	-0.03818	-0.067168	-0.270521	-0.084476	5.793675	0.426763	0.999581	1.626158	-1.390469	8.944804	-8.434777	51.889701	-2.474921	-14.314677	24.376036	10.036862	9.7858	9.014945	-0.007506	-0.009549	-1.770274	0.079687	-0.059556	-0.648798	-0.043001	-0.089836	-0.214471	-0.117207	3.276946	0.183882	4.654166	-4.46525	-1.000629	0.728654	0.679431	31.843687	2.593917	-19.065144	9.091981	6.190859	9.743941	8.912232	0.194752	-0.060599	-1.213377	0.097747	-0.076393	-0.299763	-0.030429	-0.095854	-0.127247	0.179541	4.791963	0.128573	0.850379	1.584885	-0.646485	2.730171	1.09802	42.377331	1.609284	-18.13549	13.307271	4.832049	9.265756	9.654864	0.160933	0.010039	-1.393203	-0.005482	-0.015477	-0.486071	-0.03012	-0.040372	-0.164637	-0.050176	3.746073	0.097121	3.035226	-2.898738	-0.683364	4.229279	0.122476	51.890197	0.937852	-19.153319	23.578538	6.049572	10.649242	9.327846	-0.040076	0.057564	-1.896474	-0.07513	-0.009275	-0.628225	-0.048287	-0.023754	-0.208141	-0.154586	3.18332	0.089635	6.361308	-6.813434	-0.781709
4	5.974529	-6.157801	31.396431	-2.472598	-10.828708	13.998114	8.757589	6.070895	5.874952	0.286043	0.039698	-1.073496	0.179177	0.038571	-0.164876	-0.037521	0.008377	-0.216264	0.009824	7.048227	0.525651	-0.02278	0.89481	-0.637703	7.12359	-6.825432	39.732907	-2.408466	-9.83001	15.61369	9.707034	4.807254	6.142165	0.301203	-0.007943	-1.429035	0.183876	-0.016322	-0.243396	-0.032379	-0.075434	-0.341595	-0.310379	8.694545	0.596116	0.306621	0.81204	-1.676549	9.126557	-8.089372	51.642983	-2.633882	-14.067618	25.278501	9.991835	9.001696	8.214464	0.046484	-0.009608	-1.769856	0.089176	-0.059723	-0.537811	-0.042817	-0.107068	-0.281463	-0.279388	4.859654	0.266555	4.343378	-5.048316	-1.469356	1.055653	0.249928	31.423828	2.75013	-17.85685	11.161054	5.128604	9.503394	7.270303	0.345381	-0.083655	-1.099074	0.186804	-0.082311	-0.124618	-0.037551	-0.109921	-0.148389	-0.06113	7.243967	0.203932	0.74561	0.809576	-0.797754	3.075343	0.767747	41.996565	1.602535	-17.340433	14.353428	4.397683	8.994377	8.444901	0.25285	-0.00907	-1.362045	0.048286	-0.021263	-0.371063	-0.037831	-0.056698	-0.206242	-0.280897	5.643206	0.162114	2.876396	-3.445172	-0.9795	4.490512	-0.145946	51.485463	0.871572	-18.551894	24.176385	5.784505	10.369252	8.431771	0.021904	0.03786	-1.907116	-0.035697	-0.0182	-0.5219	-0.058392	-0.047503	-0.266666	-0.340451	4.684485	0.15337	6.361122	-7.408648	-1.244083
5	6.068627	-6.046223	31.450753	-2.606842	-9.924089	16.60408	7.863421	4.959051	4.849327	0.413039	0.034103	-0.912205	0.222816	0.066265	0.076651	-0.041688	0.034952	-0.19343	-0.198602	9.523678	0.607224	-0.372977	-0.586156	-0.227172	7.493621	-6.463624	39.731995	-2.652203	-9.195687	18.259861	9.299139	3.504287	4.679371	0.446945	-0.018417	-1.264961	0.232218	0.003047	0.042923	-0.017244	-0.055851	-0.349128	-0.692484	11.71754	0.741007	-0.387861	-1.074776	-1.218083	9.327677	-7.900857	51.442281	-2.820555	-13.586318	26.277042	9.865393	8.239676	7.396452	0.126501	-0.013774	-1.717026	0.113363	-0.051949	-0.381111	-0.032859	-0.107872	-0.320813	-0.516074	6.615708	0.349156	3.99844	-6.109625	-1.547205	1.385563	-0.511614	30.934599	2.8815	-16.267183	13.201217	3.780418	9.201341	5.838152	0.484326	-0.115554	-0.97915	0.286794	-0.08322	0.087996	-0.038537	-0.112782	-0.126439	-0.419873	9.938829	0.26884	0.532205	-0.157401	-0.693755	3.358596	0.285988	41.612263	1.626911	-16.42729	15.394795	3.750421	8.873197	7.276031	0.345981	-0.034646	-1.318984	0.120611	-0.023102	-0.228253	-0.039872	-0.060985	-0.216394	-0.591343	7.740726	0.225329	2.690561	-4.179847	-0.949033	4.68795	-0.535907	51.086095	0.820572	-17.772933	24.785146	5.365816	10.179264	7.517787	0.105967	0.013307	-1.894958	0.02574	-0.022484	-0.390202	-0.060637	-0.059376	-0.300225	-0.583434	6.365923	0.221681	6.286214	-8.192527	-1.399003
6	6.219247	-6.182918	31.640043	-2.783699	-8.694641	19.557231	6.791235	3.815901	4.571637	0.539813	0.020046	-0.739799	0.249632	0.097859	0.382362	-0.048995	0.071335	-0.100796	-0.539651	11.750593	0.615793	-0.625255	-2.902178	0.195781	7.913437	-6.465315	39.877494	-2.964252	-8.198584	21.239864	8.659943	2.329453	3.882638	0.621221	-0.043807	-1.086049	0.283924	0.031865	0.41092	-0.003362	-0.009256	-0.265497	-1.210642	14.394979	0.824977	-0.951467	-4.147326	-0.280926	9.519851	-7.890804	51.28667	-3.023391	-12.883609	27.362017	9.608316	7.525926	6.733841	0.233347	-0.026245	-1.625225	0.15018	-0.035729	-0.180984	-0.017494	-0.086539	-0.31209	-0.817124	8.335044	0.41852	3.677791	-7.699995	-1.068881	1.719451	-1.483048	30.406807	2.993618	-14.4706	15.300705	2.210318	8.778763	4.952017	0.609151	-0.151559	-0.907565	0.379445	-0.080279	0.317811	-0.035272	-0.106231	-0.042031	-0.820032	12.525001	0.297998	0.242047	-1.343737	-0.455716	3.581587	-0.27427	41.242887	1.698148	-15.455351	16.480092	2.884308	8.798956	6.400475	0.440843	-0.063622	-1.286381	0.200706	-0.021106	-0.065982	-0.03768	-0.052897	-0.17764	-0.926226	9.765731	0.270846	2.439424	-5.152842	-0.585702	4.820517	-1.005118	50.702303	0.795464	-16.857086	25.419379	4.766789	10.021315	6.744435	0.21054	-0.014442	-1.866637	0.101268	-0.021102	-0.237698	-0.056496	-0.055638	-0.291856	-0.853573	8.04617	0.281328	6.123199	-9.206192	-1.102632
7	6.437323	-6.488454	31.9264	-3.030703	-7.373689	22.826137	5.563722	2.721322	5.141914	0.671991	0.001483	-0.650311	0.250358	0.127003	0.728462	-0.066048	0.106936	0.052064	-0.985064	13.513694	0.551827	-0.85614	-5.817633	0.103017	8.34489	-6.781078	40.140406	-3.337637	-7.012629	24.529321	7.708464	1.296197	3.98211	0.806059	-0.078647	-1.020437	0.315372	0.064834	0.826964	-0.005914	0.049326	-0.100319	-1.805033	16.452019	0.822205	-1.431627	-8.136943	0.26208	9.680099	-8.048956	51.176399	-3.234995	-12.024211	28.535263	9.175347	6.875481	6.38	0.353913	-0.047644	-1.5434	0.188606	-0.013843	0.047171	-0.005555	-0.047122	-0.247971	-1.150476	9.80679	0.459057	3.425227	-9.754495	-0.305767	2.086926	-2.491633	29.904613	3.083713	-12.696944	17.572027	0.537065	8.23389	4.820673	0.724797	-0.182927	-0.917566	0.449872	-0.074219	0.552216	-0.034227	-0.096675	0.104665	-1.181786	14.697634	0.275554	-0.125945	-2.826289	-0.474991	3.77115	-0.827186	40.926623	1.816099	-14.488053	17.677611	1.847786	8.670389	6.01037	0.532125	-0.089769	-1.295884	0.273121	-0.015506	0.104449	-0.036017	-0.038087	-0.086753	-1.22246	11.464947	0.282813	2.085562	-6.403198	-0.238584	4.903422	-1.503537	50.352542	0.799192	-15.858357	26.109036	3.98881	9.834802	6.256064	0.318896	-0.041305	-1.848167	0.174956	-0.014311	-0.075473	-0.050862	-0.038955	-0.233704	-1.108746	9.53211	0.315334	5.883417	-10.459843	-0.535296
8	6.744701	-6.861154	32.249316	-3.372582	-6.235104	26.297712	4.281904	1.791424	6.440009	0.838789	-0.023649	-0.66169	0.236114	0.146639	1.109259	-0.092559	0.131404	0.235702	-1.49532	14.870954	0.467101	-1.165073	-8.926954	-0.664887	8.770677	-7.304302	40.476101	-3.771821	-5.903979	28.024687	6.471808	0.463538	4.942529	1.001669	-0.119099	-1.11102	0.321527	0.094466	1.275266	-0.031121	0.099568	0.106169	-2.409395	17.982472	0.758706	-1.901901	-12.417666	-0.183061	9.80089	-8.332167	51.112381	-3.454971	-11.12837	29.79479	8.55299	6.310898	6.415596	0.472828	-0.073613	-1.522978	0.215955	0.009924	0.288111	-0.005815	-0.001451	-0.140646	-1.479385	10.935231	0.46283	3.227207	-12.084502	0.198487	2.533805	-3.377712	29.515571	3.138444	-11.175024	20.088173	-1.073596	7.62841	5.444144	0.850779	-0.20882	-0.987527	0.503754	-0.070389	0.806195	-0.038229	-0.094203	0.289363	-1.481929	16.359256	0.235699	-0.667489	-4.693867	-1.006055	3.967857	-1.303205	40.711301	1.962522	-13.58861	19.03484	0.742432	8.436505	6.161827	0.623194	-0.110219	-1.353129	0.33252	-0.00863	0.28534	-0.03897	-0.026201	0.040002	-1.452563	12.738934	0.270865	1.561317	-7.937795	-0.30119	4.964936	-1.98426	50.059535	0.823025	-14.842621	26.881893	3.073637	9.584888	6.136959	0.415691	-0.063085	-1.862395	0.233617	-0.003738	0.089664	-0.049779	-0.017898	-0.133316	-1.317704	10.705797	0.316669	5.551617	-11.908049	-0.117527
9	7.155123	-7.241	32.532628	-3.820071	-5.46437	29.775582	3.104353	1.134504	8.213385	1.028973	-0.059369	-0.734844	0.218573	0.152383	1.510463	-0.12059	0.141704	0.426526	-1.987062	16.043902	0.420398	-1.499224	-11.567099	-1.794366	9.182935	-7.926511	40.817769	-4.265065	-5.120375	31.525979	5.105808	-0.063319	6.53267	1.194113	-0.16994	-1.296512	0.312654	0.110649	1.738732	-0.06924	0.12813	0.319452	-2.927751	19.279995	0.697538	-2.180274	-15.94439	-1.43084	9.889926	-8.679911	51.090838	-3.686273	-10.341402	31.11457	7.780478	5.872584	6.830713	0.585557	-0.101753	-1.578435	0.228811	0.030546	0.534516	-0.020447	0.037097	-0.013478	-1.772083	11.773441	0.44188	3.055384	-14.371903	0.085766	3.087191	-4.059123	29.304545	3.151296	-10.045416	22.830164	-2.44781	7.053444	6.650856	0.988821	-0.236701	-1.078012	0.556267	-0.074998	1.093256	-0.043632	-0.104008	0.482339	-1.72546	17.605691	0.241157	-1.367589	-6.847779	-1.887923	4.202299	-1.674446	40.626277	2.111012	-12.802643	20.541806	-0.305457	8.112475	6.776028	0.721608	-0.13072	-1.432073	0.386728	-0.006061	0.485806	-0.045313	-0.025316	0.177905	-1.61744	13.647073	0.274026	0.893994	-9.641927	-0.81838	5.036658	-2.415933	49.840119	0.847353	-13.876904	27.742967	2.09928	9.277816	6.390936	0.499222	-0.080776	-1.908742	0.27574	0.006213	0.259853	-0.055356	-0.002972	-0.009707	-1.470552	11.561615	0.301237	5.113306	-13.425859	-0.165136
