PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
10	7.658215	-7.638564	32.687665	-4.377196	-5.068586	33.028394	2.180252	0.78407	10.206476	1.188232	-0.101968	-0.826693	0.195246	0.147483	1.900406	-0.142871	0.143935	0.616545	-2.351722	17.234038	0.434916	-1.654306	-12.991241	-2.883324	9.56932	-8.582092	41.061257	-4.818573	-4.761401	34.778662	3.839574	-0.213774	8.481255	1.343408	-0.228341	-1.484798	0.291781	0.111652	2.180822	-0.106754	0.137759	0.528915	-3.245758	20.577256	0.680948	-1.893912	-17.579061	-2.927821	9.961494	-9.038487	51.092551	-3.92979	-9.777864	32.433568	6.946615	5.605306	7.551286	0.690368	-0.134158	-1.680032	0.232147	0.042515	0.779264	-0.043572	0.060241	0.114862	-1.992844	12.442994	0.421435	2.96438	-16.169534	-0.585167	3.727266	-4.559877	29.26104	3.129569	-9.290635	25.674201	-3.458107	6.5728	8.211507	1.113295	-0.273297	-1.166907	0.615856	-0.087475	1.400998	-0.046078	-0.121614	0.666091	-1.903148	18.60734	0.333235	-1.951836	-8.808266	-2.78505	4.475926	-1.964294	40.651553	2.236552	-12.13359	22.121913	-1.184552	7.755358	7.708618	0.816561	-0.157602	-1.505823	0.441864	-0.009868	0.701349	-0.051724	-0.03496	0.309268	-1.712636	14.316712	0.327598	0.339865	-11.152435	-1.540194	5.141077	-2.792786	49.690711	0.847399	-13.009407	28.661814	1.16015	8.953916	6.958442	0.57347	-0.100618	-1.968178	0.308029	0.009948	0.436596	-0.064429	-0.000853	0.117836	-1.563588	12.165936	0.298875	4.655032	-14.773299	-0.663561
11	8.223406	-8.101976	32.627491	-5.057843	-4.893267	35.849156	1.589619	0.660402	12.230915	1.292281	-0.146528	-0.910297	0.162196	0.13898	2.24783	-0.155929	0.146753	0.805717	-2.516014	18.526284	0.505206	-1.482363	-12.770355	-3.704064	9.921431	-9.247517	41.079069	-5.451682	-4.737037	37.552658	2.881632	-0.04006	10.579782	1.438771	-0.286799	-1.612172	0.259388	0.10361	2.561543	-0.133979	0.139899	0.737224	-3.297017	21.94032	0.724055	-0.911234	-16.765324	-4.251943	10.02896	-9.377733	51.075249	-4.185981	-9.474762	33.665315	6.163345	5.528242	8.48546	0.778282	-0.170625	-1.782023	0.229902	0.044474	1.00801	-0.067186	0.068627	0.237698	-2.218186	13.742668	0.443322	3.105139	-17.019826	-1.516983	4.390947	-4.981211	29.29022	3.07419	-8.747307	28.421667	-4.063207	6.185427	9.923139	1.207176	-0.321727	-1.235427	0.683362	-0.102748	1.705606	-0.043591	-0.139096	0.836517	-1.997544	19.517766	0.513409	-2.101092	-9.882126	-3.488128	4.7624	-2.233037	40.713074	2.311919	-11.535603	23.654727	-1.826756	7.421866	8.820003	0.892032	-0.193188	-1.557125	0.497723	-0.017314	0.91538	-0.055726	-0.04862	0.428415	-1.946373	16.725244	0.503021	0.211735	-11.95379	-2.218254	5.283778	-3.135495	49.577799	0.798485	-12.251441	29.576153	0.342177	8.662429	7.754518	0.63764	-0.126658	-2.018143	0.335995	0.006553	0.612996	-0.072962	-0.009883	0.237209	-1.588183	12.599987	0.33157	4.382966	-15.623615	-1.376757
12	8.808707	-8.653382	32.297217	-5.866325	-4.71723	38.09873	1.313145	0.593666	14.165648	1.364521	-0.190799	-0.961886	0.121226	0.133165	2.533677	-0.160539	0.156147	0.994638	-2.469651	19.881936	0.609226	-1.017622	-11.037127	-4.194033	10.239163	-9.904115	40.771827	-6.179567	-4.827543	39.70348	2.328569	0.267491	12.686857	1.513028	-0.341775	-1.644438	0.222106	0.094206	2.85586	-0.146374	0.14499	0.947314	-3.090948	23.294663	0.823711	0.492637	-13.855586	-5.219199	10.102843	-9.690366	50.97984	-4.461373	-9.383441	34.722239	5.530566	5.611625	9.553989	0.842369	-0.206752	-1.849984	0.222666	0.040052	1.203656	-0.085849	0.06904	0.356394	-2.258976	14.742876	0.48263	3.593572	-16.664458	-2.44444	4.998732	-5.434472	29.259382	2.96636	-8.198967	30.861038	-4.317098	5.831999	11.633903	1.271601	-0.378668	-1.269551	0.75128	-0.114467	1.983638	-0.037667	-0.149645	0.997317	-1.994021	20.422829	0.747549	-1.708032	-9.590457	-3.954944	5.023985	-2.54447	40.713013	2.304709	-10.939348	25.014435	-2.219143	7.139493	10.003559	0.945552	-0.235289	-1.575425	0.549535	-0.02391	1.109232	-0.056331	-0.059443	0.538482	-1.866841	17.293197	0.687156	0.614832	-11.67873	-2.749776	5.45447	-3.4787	49.443496	0.67845	-11.577284	30.40909	-0.296414	8.435602	8.698305	0.688837	-0.158911	-2.041174	0.360593	-0.000928	0.777148	-0.078307	-0.023718	0.345121	-1.53734	12.927771	0.405088	4.482917	-15.683841	-2.083135
13	9.358258	-9.243934	31.696755	-6.747809	-4.355039	39.729649	1.244455	0.39463	15.941132	1.43816	-0.231633	-0.9589	0.076735	0.133332	2.749454	-0.161525	0.173614	1.182118	-2.249222	21.185528	0.718207	-0.38552	-8.396914	-4.381071	10.509883	-10.498835	40.111148	-6.957601	-4.786297	41.191266	2.125389	0.45294	14.704432	1.597851	-0.387427	-1.572016	0.18501	0.090311	3.055506	-0.14732	0.159304	1.158399	-2.686657	24.501498	0.954944	1.917351	-9.841928	-5.807494	10.18904	-9.977833	50.749305	-4.766076	-9.397284	35.537729	5.10546	5.775896	10.694072	0.888136	-0.239346	-1.866957	0.211953	0.033419	1.353236	-0.096589	0.06807	0.474018	-2.100715	15.321625	0.536046	4.391306	-15.167507	-3.232048	5.480939	-5.978884	29.061478	2.786071	-7.477192	32.834933	-4.341643	5.427302	13.243711	1.318279	-0.436088	-1.268574	0.808316	-0.118425	2.213805	-0.03188	-0.150274	1.154374	-1.884766	21.321732	0.986349	-0.895374	-7.99165	-4.22573	5.226275	-2.932965	40.570994	2.191398	-10.290855	26.104111	-2.400382	6.904506	11.185605	0.983995	-0.27747	-1.557058	0.590114	-0.025352	1.266214	-0.054368	-0.062743	0.645878	-1.694289	17.817159	0.889884	1.420986	-10.34023	-3.141522	5.63307	-3.850305	49.225104	0.472359	-10.943379	31.089437	-0.735022	8.277056	9.723314	0.728212	-0.1947	-2.027231	0.380293	-0.008423	0.91663	-0.079312	-0.036029	0.443851	-1.411361	13.182663	0.510767	4.980785	-14.846259	-2.681153
14	9.800046	-9.754559	30.876849	-7.56994	-3.725896	40.787914	1.244088	-0.066848	17.530762	1.533038	-0.264323	-0.894273	0.035417	0.139593	2.896014	-0.165591	0.197018	1.365187	-1.917204	22.311098	0.810692	0.338994	-5.610031	-4.346954	10.692165	-10.935399	39.139665	-7.662986	-4.444729	42.070075	2.111459	0.313079	16.575714	1.696973	-0.416088	-1.417354	0.151293	0.095035	3.16411	-0.146044	0.183598	1.36658	-2.16362	25.432866	1.084495	3.172443	-5.823506	-6.075909	10.2824	-10.234219	50.34665	-5.098207	-9.392571	36.075848	4.886759	5.914545	11.853332	0.92586	-0.265607	-1.82839	0.199237	0.028399	1.45104	-0.099708	0.070432	0.59188	-1.831734	15.814066	0.607295	5.345056	-12.882345	-3.840032	5.787573	-6.590606	28.650192	2.545934	-6.521159	34.275493	-4.274585	4.902735	14.701664	1.365204	-0.485025	-1.235692	0.847589	-0.113743	2.380721	-0.030163	-0.141849	1.311142	-1.677886	22.144947	1.187739	0.15866	-5.630726	-4.350203	5.342952	-3.385798	40.245687	1.979273	-9.57644	26.871923	-2.441112	6.697504	12.320162	1.013749	-0.312364	-1.504538	0.614253	-0.019668	1.37434	-0.051609	-0.057325	0.755289	-1.444935	18.25367	1.073272	2.431073	-8.315546	-3.4291	5.794649	-4.254484	48.875163	0.182043	-10.310647	31.565684	-0.990593	8.165408	10.77722	0.756085	-0.228314	-1.97472	0.391616	-0.011789	1.020701	-0.076738	-0.042018	0.5377	-1.21933	13.367089	0.629441	5.763784	-13.259316	-3.163649
15	10.06006	-10.038564	29.915277	-8.162644	-2.881413	41.387252	1.199614	-0.809078	18.940644	1.648046	-0.283871	-0.781965	0.005183	0.150274	2.980073	-0.17799	0.222895	1.54041	-1.540866	23.163909	0.878393	1.173452	-3.224799	-4.204376	10.726332	-11.099804	37.937577	-8.136963	-3.783975	42.456504	2.114879	-0.211829	18.281982	1.788076	-0.422138	-1.226979	0.12434	0.107353	3.190917	-0.15186	0.214527	1.566782	-1.598941	26.006555	1.186999	4.337129	-2.540382	-6.123045	10.361761	-10.438139	49.760961	-5.431163	-9.266955	36.33108	4.823063	5.930922	12.989871	0.96059	-0.282351	-1.742163	0.185177	0.027625	1.496867	-0.098502	0.078466	0.709311	-1.487689	16.170646	0.682449	6.304844	-10.291004	-4.271419	5.887058	-7.173267	28.032592	2.306108	-5.387021	35.19381	-4.222282	4.246035	15.996831	1.426231	-0.518316	-1.168159	0.869882	-0.101888	2.477905	-0.035214	-0.127259	1.466648	-1.400253	22.796421	1.330388	1.326283	-3.170696	-4.36357	5.355107	-3.84503	39.73112	1.714702	-8.828153	27.308469	-2.416449	6.504024	13.383289	1.03711	-0.3343	-1.423758	0.621694	-0.007438	1.427828	-0.049813	-0.044816	0.867356	-1.145752	18.540157	1.210999	3.492927	-6.116713	-3.631136	5.912223	-4.665153	48.369811	-0.166489	-9.658609	31.810808	-1.107247	8.066946	11.820454	0.771749	-0.253976	-1.889901	0.392339	-0.008873	1.081433	-0.072221	-0.03995	0.630473	-0.978458	13.463308	0.740024	6.686171	-11.255491	-3.551123
16	10.085642	-9.975471	28.886793	-8.380789	-1.994718	41.66102	1.063509	-1.724532	20.189866	1.758902	-0.285784	-0.647956	-0.008886	0.162478	3.007164	-0.199406	0.247817	1.704686	-1.171859	23.689272	0.921507	2.131574	-1.398155	-4.060192	10.558634	-10.897435	36.583111	-8.246362	-2.946871	42.48404	2.033603	-1.015542	19.82572	1.839176	-0.403529	-1.044558	0.106786	0.123145	3.143778	-0.168586	0.24683	1.754311	-1.047685	26.184913	1.248942	5.499692	-0.170395	-6.054732	10.39357	-10.555315	49.002715	-5.716337	-8.968641	36.322835	4.840469	5.771753	14.075132	0.990416	-0.287553	-1.626522	0.171046	0.031648	1.493816	-0.097314	0.092002	0.824318	-1.104888	16.354594	0.748638	7.199414	-7.83307	-4.538701	5.769991	-7.604675	27.241691	2.150609	-4.22057	35.647255	-4.234618	3.519226	17.144337	1.497029	-0.531574	-1.064463	0.879503	-0.085405	2.504948	-0.046907	-0.109589	1.617006	-1.085956	23.190858	1.413446	2.482381	-1.065576	-4.290875	5.251257	-4.228007	39.042484	1.467968	-8.112312	27.434285	-2.382936	6.326499	14.365824	1.050441	-0.340156	-1.321869	0.615573	0.008956	1.426498	-0.049743	-0.028381	0.979027	-0.825751	18.623154	1.292755	4.49356	-4.151874	-3.746821	5.959739	-5.031007	47.705382	-0.525247	-8.991474	31.819249	-1.140064	7.951377	12.824446	0.776208	-0.267544	-1.781218	0.3835	0.000459	1.095564	-0.06758	-0.030545	0.723487	-0.711323	13.447892	0.826467	7.625259	-9.203157	-3.841987
17	9.86223	-9.510151	27.839334	-8.152604	-1.300648	41.714281	0.860325	-2.617766	21.297711	1.82913	-0.268193	-0.520028	-0.006287	0.172226	2.977518	-0.224765	0.268942	1.855323	-0.839152	23.867877	0.945144	3.090826	0.025652	-3.967599	10.161967	-10.284451	35.125845	-7.930856	-2.177175	42.258252	1.86979	-1.879007	21.211174	1.828048	-0.362858	-0.890841	0.099611	0.136618	3.02806	-0.192185	0.275245	1.924195	-0.542751	25.967771	1.269297	6.525999	1.537875	-5.924129	10.341835	-10.548526	48.094639	-5.897388	-8.509356	36.086419	4.873393	5.442809	15.092163	1.008037	-0.280246	-1.502955	0.158416	0.039445	1.446211	-0.099577	0.109343	0.934259	-0.713343	16.346439	0.795935	8.019616	-5.787967	-4.653291	5.456291	-7.789469	26.315047	2.144247	-3.208496	35.711821	-4.306657	2.842619	18.169109	1.557171	-0.524086	-0.93126	0.880876	-0.066881	2.464283	-0.061611	-0.090902	1.757315	-0.766497	23.271124	1.448754	3.446738	0.512489	-4.146612	5.029353	-4.457718	38.204665	1.304308	-7.50655	27.287507	-2.368203	6.183027	15.266472	1.048376	-0.329696	-1.207948	0.600272	0.02661	1.373826	-0.050766	-0.011314	1.085374	-0.507757	18.470328	1.320648	5.318168	-2.624502	-3.767138	5.915599	-5.290111	46.890937	-0.836378	-8.337451	31.600529	-1.139556	7.803495	13.768946	0.772121	-0.266836	-1.658002	0.368207	0.014803	1.063194	-0.064224	-0.016081	0.815398	-0.438923	13.300817	0.87947	8.477954	-7.382389	-4.008683
18	9.416359	-8.669145	26.783438	-7.499794	-0.98907	41.595738	0.66046	-3.293342	22.278091	1.828848	-0.234025	-0.420044	0.01076	0.17644	2.888045	-0.245467	0.284897	1.989632	-0.55228	23.706997	0.958956	3.809895	1.293569	-3.889334	9.546429	-9.287692	33.579245	-7.223113	-1.701358	41.830458	1.703725	-2.577544	22.437147	1.753979	-0.307686	-0.768895	0.103455	0.143383	2.847115	-0.213126	0.296768	2.070681	-0.10061	25.382456	1.259241	7.165508	2.938997	-5.674484	10.178138	-10.389984	47.063151	-5.927386	-7.956494	35.661945	4.8858	5.002151	16.02961	1.003877	-0.260408	-1.387433	0.148001	0.048764	1.358801	-0.106165	0.12789	1.036048	-0.334256	16.142384	0.817838	8.73562	-4.241656	-4.617233	4.993058	-7.691568	25.285947	2.300775	-2.515584	35.46606	-4.399027	2.345896	19.093451	1.580075	-0.498318	-0.786716	0.875267	-0.048376	2.359067	-0.073546	-0.07215	1.882594	-0.466184	23.009695	1.451568	4.040103	1.598379	-3.928337	4.698525	-4.488663	37.245993	1.259307	-7.075054	26.913776	-2.373829	6.097141	16.085695	1.027675	-0.305397	-1.091039	0.57956	0.043039	1.275998	-0.051176	0.003888	1.180848	-0.206897	18.071911	1.303927	5.856258	-1.560206	-3.674926	5.765723	-5.389188	45.942599	-1.048298	-7.741511	31.173624	-1.141359	7.627915	14.639322	0.762159	-0.251665	-1.529285	0.34989	0.0318	0.987131	-0.062782	0.000408	0.902798	-0.176147	13.009914	0.894925	9.143679	-5.948006	-4.018037
19	8.80672	-7.55301	25.696822	-6.530453	-1.10905	41.297806	0.534929	-3.648885	23.136679	1.754984	-0.190523	-0.353779	0.039467	0.175404	2.738381	-0.254193	0.296441	2.104443	-0.307797	23.231706	0.973346	4.098416	2.550171	-3.709492	8.757672	-8.006808	31.928941	-6.237158	-1.618122	41.195447	1.626847	-2.982699	23.49128	1.631716	-0.246649	-0.675085	0.116593	0.14297	2.604073	-0.222196	0.311416	2.187716	0.282457	24.471232	1.232199	7.276146	4.222191	-5.14329	9.888662	-10.071817	45.931977	-5.783303	-7.406897	35.083821	4.877963	4.536257	16.875186	0.972279	-0.229807	-1.28602	0.140133	0.056965	1.237079	-0.11512	0.145036	1.125915	0.019225	16.433598	0.848841	9.247391	-3.133124	-4.408589	4.442089	-7.338656	24.179649	2.575916	-2.224396	34.9796	-4.464881	2.112146	19.927277	1.553569	-0.459822	-0.652128	0.862665	-0.030887	2.195034	-0.077367	-0.053514	1.987787	-0.200007	22.407668	1.434099	4.190659	2.329313	-3.605645	4.279418	-4.318142	36.194258	1.32895	-6.851574	26.357536	-2.385572	6.086712	16.820759	0.988272	-0.271512	-0.978646	0.555659	0.056742	1.140876	-0.048938	0.016024	1.260126	0.071368	18.085612	1.302812	6.041492	-0.880244	-3.438548	5.505663	-5.299736	44.880207	-1.129064	-7.253923	30.56308	-1.162222	7.446145	15.424758	0.746745	-0.223839	-1.402152	0.331034	0.04873	0.873118	-0.062815	0.015887	0.980911	0.070993	13.012363	0.906017	9.525371	-4.946451	-3.846078
20	8.107992	-6.307564	24.539469	-5.407379	-1.560811	40.77774	0.520751	-3.702106	23.864393	1.632073	-0.145444	-0.310845	0.075698	0.172055	2.533744	-0.248422	0.305337	2.195794	-0.092343	22.480568	0.991031	3.953238	3.777785	-3.292268	7.864221	-6.593685	30.149371	-5.133698	-1.871487	40.311771	1.689501	-3.092051	24.341058	1.481404	-0.186093	-0.598316	0.133454	0.138055	2.308618	-0.215402	0.320729	2.269056	0.625842	23.290435	1.190783	6.87743	5.342071	-4.152229	9.477576	-9.611715	44.718662	-5.473725	-6.951801	34.373552	4.877262	4.12889	17.612278	0.914465	-0.191965	-1.19878	0.135278	0.062255	1.085876	-0.122557	0.159185	1.200061	0.351115	15.848817	0.818163	9.440893	-2.354685	-3.976904	3.865262	-6.803487	23.010226	2.885268	-2.312852	34.304046	-4.472034	2.149708	20.661356	1.484916	-0.414918	-0.538126	0.842403	-0.014409	1.982693	-0.070408	-0.034964	2.067769	0.026562	21.495115	1.403236	3.962079	2.847008	-3.124157	3.802047	-3.982134	35.07334	1.47498	-6.833227	25.655061	-2.38506	6.15631	17.460814	0.932873	-0.232549	-0.875079	0.52885	0.067247	0.97721	-0.042563	0.025098	1.318621	0.326515	17.212682	1.229452	5.877916	-0.478718	-3.014516	5.142272	-5.026155	43.725197	-1.074069	-6.917416	29.795591	-1.201485	7.288162	16.116135	0.723277	-0.186886	-1.282289	0.312842	0.063337	0.728781	-0.062761	0.028198	1.044517	0.299962	12.418909	0.851495	9.558091	-4.347243	-3.47514
21	7.393331	-5.085582	23.272887	-4.302153	-2.17229	39.98835	0.616278	-3.542098	24.433296	1.487984	-0.10305	-0.277557	0.111971	0.169071	2.283659	-0.230159	0.312708	2.259382	0.112133	21.507118	1.003508	3.51072	4.840991	-2.538728	6.939509	-5.216205	28.221533	-4.078477	-2.312606	39.134954	1.896693	-2.984156	24.93327	1.319515	-0.128997	-0.525558	0.1461	0.131582	1.976609	-0.19411	0.326031	2.30945	0.952387	21.909568	1.126808	6.092356	6.110112	-2.615902	8.96607	-9.051961	43.433995	-5.03719	-6.647616	33.538261	4.920123	3.835997	18.218559	0.835932	-0.150882	-1.123331	0.133095	0.064156	0.909426	-0.12448	0.169893	1.255103	0.747703	17.372654	0.88586	9.263629	-1.841481	-3.260744	3.312437	-6.175801	21.779483	3.134942	-2.677639	33.469541	-4.413027	2.400883	21.266926	1.390063	-0.367626	-0.444925	0.811862	0.001153	1.736286	-0.053562	-0.016916	2.117447	0.217854	20.329095	1.359992	3.498365	3.229234	-2.428431	3.300783	-3.54146	33.901238	1.639872	-6.984616	24.831931	-2.357689	6.295091	17.984946	0.866239	-0.192306	-0.781684	0.498114	0.074656	0.79448	-0.031759	0.031711	1.352983	0.654459	18.993512	1.347738	5.435136	-0.278232	-2.368261	4.693377	-4.605021	42.498377	-0.907376	-6.755441	28.896322	-1.24602	7.18176	16.702503	0.689123	-0.145234	-1.17367	0.295409	0.074514	0.562515	-0.060579	0.036674	1.088898	0.517849	11.980381	0.794035	9.237805	-4.081833	-2.885156
22	6.720496	-4.015668	21.874287	-3.357306	-2.779633	38.901479	0.799122	-3.267979	24.799181	1.341649	-0.064609	-0.246769	0.140432	0.167225	2.00015	-0.203408	0.318512	2.291159	0.323175	20.375977	0.99766	2.937832	5.570623	-1.413779	6.045738	-4.02473	26.144442	-3.208114	-2.781558	37.642791	2.234554	-2.75271	25.203714	1.158714	-0.076848	-0.454581	0.148816	0.125117	1.623345	-0.16203	0.328163	2.306301	1.282345	20.394273	1.031279	5.121138	6.326499	-0.591397	8.387079	-8.451891	42.083819	-4.532399	-6.50447	32.575305	5.03595	3.676794	18.666101	0.743262	-0.110049	-1.056429	0.131894	0.063169	0.713389	-0.118429	0.177316	1.288049	1.058487	16.371957	0.805729	8.750137	-1.594246	-2.223034	2.813335	-5.540489	20.481052	3.248889	-3.178804	32.488984	-4.301769	2.773819	21.701616	1.283756	-0.319582	-0.369928	0.767849	0.015287	1.470635	-0.030503	-0.000421	2.133132	0.387229	18.987835	1.299801	2.95307	3.471099	-1.493838	2.807235	-3.065404	32.689986	1.764887	-7.248759	23.905154	-2.294961	6.479191	18.364018	0.792051	-0.153262	-0.700008	0.46145	0.079172	0.60212	-0.017525	0.036545	1.361421	0.894445	17.619665	1.227683	4.827231	-0.247702	-1.500067	4.185684	-4.096757	41.218764	-0.675519	-6.7653	27.886408	-1.276148	7.14359	17.167525	0.644026	-0.103166	-1.077806	0.277435	0.082045	0.383148	-0.054654	0.041781	1.110541	0.707079	11.144185	0.699864	8.632334	-4.079336	-2.060736
23	6.12553	-3.186397	20.341685	-2.667677	-3.264778	37.515687	1.047682	-2.956678	24.910368	1.203221	-0.029908	-0.217507	0.155913	0.166013	1.69554	-0.171878	0.322396	2.289058	0.556097	19.150058	0.963181	2.367131	5.834244	0.037149	5.224479	-3.132225	23.937822	-2.60926	-3.158809	35.84277	2.692594	-2.463353	25.089444	1.004315	-0.030887	-0.390627	0.138998	0.118331	1.262931	-0.122807	0.327138	2.259422	1.622855	18.786918	0.901282	4.163148	5.892329	1.738126	7.777685	-7.876587	40.672358	-4.024377	-6.493749	31.47991	5.239589	3.640849	18.92329	0.642454	-0.07219	-0.994862	0.129349	0.060074	0.505957	-0.104036	0.181593	1.296499	1.343699	15.251304	0.705774	7.99818	-1.643734	-0.88346	2.375031	-4.968062	19.107609	3.183229	-3.679342	31.365638	-4.159196	3.17404	21.918885	1.176267	-0.271874	-0.312016	0.709509	0.026829	1.199905	-0.005759	0.013268	2.114007	0.551667	17.558069	1.216267	2.447927	3.520578	-0.349623	2.343523	-2.618017	31.44691	1.804859	-7.560402	22.88703	-2.192647	6.676898	18.56596	0.712226	-0.116857	-0.632692	0.417039	0.0808	0.408863	-0.001662	0.04005	1.344082	1.114143	16.159886	1.091444	4.180532	-0.386794	-0.461693	3.648681	-3.572446	39.901976	-0.434839	-6.918588	26.783054	-1.270812	7.175198	17.488435	0.589708	-0.064143	-0.994653	0.256643	0.086012	0.199761	-0.044388	0.044452	1.10771	0.889659	10.35796	0.60436	7.857912	-4.283685	-1.015477
24	5.622941	-2.64395	18.69197	-2.276153	-3.558719	35.853873	1.354737	-2.656256	24.718825	1.076745	0.001611	-0.189762	0.15627	0.16416	1.382353	-0.138141	0.32387	2.253138	0.817045	17.876351	0.894781	1.875075	5.579687	1.687668	4.493999	-2.605843	21.636882	-2.310921	-3.37961	33.765439	3.264809	-2.141306	24.538895	0.856117	0.007315	-0.333622	0.117491	0.109794	0.911545	-0.079484	0.322013	2.170391	1.957609	17.104187	0.742064	3.325801	4.865405	4.115549	7.171783	-7.385887	39.205626	-3.571275	-6.56632	30.251508	5.531639	3.703246	18.958196	0.539037	-0.039372	-0.937135	0.123896	0.055523	0.296426	-0.082657	0.18267	1.279256	1.604972	14.036241	0.588137	7.136012	-2.004534	0.67209	1.984426	-4.512613	17.656832	2.92962	-4.070318	30.100153	-3.995054	3.522011	21.87661	1.071355	-0.22553	-0.268544	0.637994	0.034445	0.936094	0.01712	0.023492	2.062412	0.723185	16.113932	1.106153	2.046708	3.328982	0.913889	1.918516	-2.249302	30.176444	1.737013	-7.85872	21.788048	-2.049102	6.855893	18.562715	0.628018	-0.083967	-0.582075	0.364387	0.079392	0.222522	0.013884	0.042358	1.3028	1.31521	14.661793	0.938927	3.600098	-0.694544	0.652046	3.105442	-3.099562	38.557281	-0.23692	-7.16825	25.600866	-1.211907	7.263812	17.638403	0.527639	-0.030429	-0.925352	0.230734	0.086589	0.020695	-0.030346	0.045693	1.080652	1.046247	9.390659	0.495176	7.031443	-4.653186	0.187855
25	5.209279	-2.398293	16.9557	-2.177453	-3.631817	33.95715	1.729374	-2.38925	24.190541	0.962513	0.029954	-0.160086	0.142299	0.160129	1.074237	-0.103788	0.322308	2.185193	1.095431	16.575685	0.793433	1.478907	4.859324	3.358404	3.851632	-2.467531	19.282474	-2.288718	-3.427967	31.45196	3.936801	-1.777692	23.517031	0.715849	0.035517	-0.276433	0.089724	0.098528	0.586901	-0.034873	0.311459	2.042216	2.253086	15.351904	0.567062	2.614009	3.442478	6.28184	6.595095	-7.026735	37.693465	-3.215122	-6.672188	28.895845	5.902089	3.839606	18.741792	0.437527	-0.012974	-0.883506	0.11522	0.049894	0.093698	-0.056593	0.180326	1.236593	1.836954	12.745309	0.457993	6.28232	-2.64627	2.308237	1.614629	-4.213865	16.133871	2.511295	-4.280614	28.696254	-3.800821	3.76	21.546289	0.966106	-0.18127	-0.234425	0.554696	0.037138	0.688451	0.036305	0.030356	1.982786	0.901523	14.698857	0.970697	1.755404	2.886507	2.158897	1.527897	-1.99185	28.882021	1.563319	-8.097754	20.61722	-1.865679	6.991687	18.335254	0.541322	-0.055198	-0.547775	0.305031	0.075058	0.049756	0.027438	0.043463	1.240761	1.493338	13.159462	0.773083	3.143438	-1.14635	1.731485	2.599958	-2.731424	37.210053	-0.117507	-7.459416	24.352383	-1.089233	7.386972	17.591215	0.459369	-0.003005	-0.871162	0.198724	0.084244	-0.14676	-0.014177	0.046421	1.031283	1.182219	8.398686	0.385256	6.431362	-5.148655	1.439692
