hip_X	hip_Y	hip_Z
	8.696989	-0.209308	-84.986055
	9.074582	-1.198699	-85.329168
	9.349733	-2.271984	-85.627408
	9.482704	-3.444267	-85.867612
	9.445518	-4.721827	-86.044637
	9.225563	-6.101036	-86.162934
	8.828484	-7.568804	-86.236661
	8.278438	-9.104127	-86.288042
	7.613948	-10.680598	-86.343922
	6.880159	-12.269858	-86.432116
	6.120342	-13.845189	-86.578361
	5.370179	-15.383633	-86.803439
	4.656268	-16.866296	-87.120541
	3.997214	-18.277998	-87.533762
	3.405944	-19.606706	-88.038746
	2.891878	-20.842779	-88.625777
	2.460725	-21.978865	-89.284399
	2.112880	-23.010152	-89.993968
	1.843212	-23.933820	-89.217976
	1.642376	-24.748257	-88.399967
	1.498634	-25.452857	-87.558412
	1.399576	-26.047915	-86.718490
	1.333311	-26.533939	-85.909399
	1.288976	-26.910965	-85.158703
	1.256684	-27.178696	-84.486746
	1.227791	-27.337199	-83.905074
	1.195704	-27.387528	-83.419356
	1.156524	-27.331953	-83.033068
	1.109743	-27.173719	-82.749722
	1.058934	-26.917127	-82.574330
	1.011471	-26.568313	-82.514554
	0.977112	-26.135680	-82.579630
	0.965923	-25.629560	-82.775294
	0.986143	-25.061693	-83.097839
	1.043356	-24.444613	-83.532304
	1.140908	-23.790948	-84.054670
	1.280003	-23.113133	-84.634605
	1.459346	-22.423437	-85.237702
	1.675063	-21.733857	-85.828380
	1.920792	-21.056114	-86.373831
	2.187860	-20.401871	-86.847532
	2.465866	-19.782861	-87.230431
	2.743834	-19.210388	-87.510487
	3.011747	-18.693809	-87.683069
	3.261640	-18.239188	-87.751945
	3.487787	-17.849728	-87.728612
	3.686427	-17.527181	-87.629970
	3.855308	-17.272561	-87.475687
	3.993717	-17.086045	-87.286013
	4.103349	-16.966970	-87.080356
	4.188917	-16.914360	-86.876546
	4.257994	-16.927570	-86.690932
	4.320584	-17.006681	-86.539530
	4.388595	-17.152661	-86.439303
	4.475348	-17.367234	-86.407657
	4.595106	-17.652215	-86.459395
	4.762909	-18.008443	-86.602527
	4.994604	-18.434720	-86.834356
	5.305537	-18.926698	-87.139150
	5.707657	-19.475472	-87.489997
	6.206777	-20.066233	-87.854580
	6.800759	-20.677728	-88.200707
	7.477845	-21.282898	-88.500605
	8.214548	-21.850513	-88.736002
	8.974312	-22.347245	-88.902530
	9.708571	-22.739709	-89.009741
	10.361094	-22.996768	-89.076363
	10.876427	-23.092401	-89.124700
	11.211396	-23.008803	-89.177056
	11.345319	-22.738722	-89.252835
	11.284622	-22.285392	-89.366043
	11.060911	-21.659693	-89.524737
	10.724048	-20.876582	-89.731023
	10.331958	-19.952820	-89.980334
	9.939323	-18.905891	-89.737909
	9.588058	-17.753347	-89.437285
	9.302026	-16.512629	-89.130919
	9.087508	-15.200666	-88.828805
	8.938474	-13.832646	-88.535871
	8.842540	-12.421102	-88.251800
	8.784542	-10.976020	-87.973109
	8.748308	-9.505123	-87.695723
	8.718413	-8.014100	-87.417007
	8.682460	-6.507199	-87.137721
	8.632773	-4.987821	-86.863312
	8.566122	-3.459024	-86.603559
	8.481654	-1.924244	-86.371341
	8.378681	-0.387830	-86.181354
	8.255491	1.144780	-86.048520
	8.109172	2.666875	-85.985900
	7.936229	4.170385	-86.002615
	7.733651	5.646124	-86.102701
	7.499765	7.084370	-86.285234
	7.234514	8.475472	-86.544882
	6.939527	9.810084	-86.872121
	6.617996	11.078995	-87.253271
	6.274091	12.272945	-87.670988
	5.912899	13.382576	-88.105310
	5.541467	14.398291	-88.535351
	5.169617	15.310080	-88.941209
	4.809014	16.107888	-89.304289
	4.470973	16.782693	-89.606117
	4.164948	17.327464	-89.828751
	3.898054	17.737382	-89.957615
	3.675001	18.009605	-89.983357
	3.498505	18.143061	-89.901566
	3.369942	18.138187	-89.712545
	3.289662	17.996719	-89.421784
	3.256865	17.721998	-89.039933
	3.269160	17.319574	-88.581725
	3.322003	16.797364	-88.065315
	3.408511	16.165169	-87.512580
	3.520267	15.434264	-86.948044
	3.648863	14.617388	-86.395902
	3.787104	13.728604	-85.877916
	3.929348	12.782747	-85.413092
	4.071637	11.794774	-85.017004
	4.211988	10.778989	-84.700603
	4.350584	9.748287	-84.470397
	4.489714	8.713926	-84.329262
	4.633111	7.685739	-84.276310
	4.784726	6.672284	-84.306433
	4.948303	5.680765	-84.410620
	5.128497	4.716677	-84.577431
	5.332005	3.783261	-84.794849
	5.567295	2.881062	-85.051307
	5.843248	2.007749	-85.335720
	6.166891	1.158032	-85.636906
	6.539617	0.323176	-85.943541
	6.952815	-0.510039	-86.245259
	7.385106	-1.359975	-86.533082
	7.802397	-2.249386	-86.798197
	8.161439	-3.203035	-87.030765
	8.417022	-4.243834	-87.220598
	8.530182	-5.388387	-87.360103
	8.473941	-6.643640	-87.447767
	8.236671	-8.005387	-87.489900
	7.824678	-9.458537	-87.500398
	7.262542	-10.979149	-87.499546
	6.589033	-12.537711	-87.511997
	5.849636	-14.102957	-87.563305
	5.088799	-15.645573	-87.676013
	4.344642	-17.140609	-87.866980
	3.646903	-18.567951	-88.145860
	3.016552	-19.912096	-88.514414
	2.465795	-21.162002	-88.967194
	1.998955	-22.310424	-89.494011
	1.614504	-23.352920	-89.917014
	1.307275	-24.287254	-89.277819
	1.069880	-25.113024	-88.600351
	0.893236	-25.831207	-87.897038
	0.766694	-26.443988	-87.181355
	0.678509	-26.954856	-86.468627
	0.617298	-27.367927	-85.776315
	0.573591	-27.686437	-85.122246
	0.540116	-27.911632	-84.521026
	0.511291	-28.043029	-83.982360
	0.482969	-28.079895	-83.513205
	0.452538	-28.022798	-83.120295
	0.419615	-27.874062	-82.811145
	0.386939	-27.637245	-82.595026
	0.360127	-27.317060	-82.483424
	0.346489	-26.920015	-82.488456
	0.354341	-26.454175	-82.619833
	0.392185	-25.928105	-82.881084
	0.466612	-25.350769	-83.264964
	0.580692	-24.732116	-83.751002
	0.734482	-24.082837	-84.308769
	0.926472	-23.413471	-84.904012
	1.154363	-22.734110	-85.502799
	1.414494	-22.055053	-86.073823
	1.700783	-21.387270	-86.591016
	2.005014	-20.741867	-87.035916
	2.318234	-20.129443	-87.397750
	2.631255	-19.560154	-87.671699
	2.934208	-19.043898	-87.857855
	3.217045	-18.589890	-87.961298
	3.471434	-18.205921	-87.991633
	3.692498	-17.897929	-87.961600
	3.879401	-17.669954	-87.885712
	4.034784	-17.524538	-87.779500
	4.163629	-17.463220	-87.659227
	4.272326	-17.486437	-87.541040
	4.368534	-17.593169	-87.439261
	4.462244	-17.780770	-87.365521
	4.567132	-18.044873	-87.329106
	4.700432	-18.379483	-87.336945
	4.880952	-18.776897	-87.392807
	5.126425	-19.226849	-87.496032
	5.451688	-19.715159	-87.640546
	5.867664	-20.222967	-87.815232
	6.379695	-20.727182	-88.006254
	6.985085	-21.201850	-88.200600
	7.670655	-21.619851	-88.389495
	8.410901	-21.954531	-88.571106
	9.167853	-22.180934	-88.752559
	9.893405	-22.276914	-88.949513
	10.534390	-22.224732	-89.180953
	11.040955	-22.013003	-89.461936
	11.376709	-21.638134	-89.800121
	11.526562	-21.104553	-89.803798
	11.499743	-20.422974	-89.354982
	11.327498	-19.606980	-88.862986
	11.055723	-18.669912	-88.339637
	10.734432	-17.623609	-87.797403
	10.407340	-16.478640	-87.248661
	10.104789	-15.245059	-86.704792
	9.841997	-13.932815	-86.174976
	9.621807	-12.551382	-85.665476
	9.438874	-11.109325	-85.179662
	9.283454	-9.614444	-84.718951
	9.144424	-8.074168	-84.284107
	9.011436	-6.495678	-83.875976
	8.876659	-4.885918	-83.496124
	8.735950	-3.251810	-83.147980
	8.588421	-1.600565	-82.837739
	8.434465	0.059942	-82.574165
	8.273585	1.720694	-82.367170
	8.103037	3.371365	-82.225871
	7.917559	5.000569	-82.157264
	7.710300	6.596132	-82.165692
	7.474798	8.145641	-82.252392
	7.206728	9.637367	-82.415427
	6.903939	11.060711	-82.650419
	6.565670	12.406151	-82.950413
	6.193182	13.665111	-83.304967
	5.791588	14.829498	-83.700976
	5.370208	15.891371	-84.124119
	4.940877	16.843273	-84.558759
	4.516625	17.678497	-84.987831
	4.111393	18.390886	-85.394027
	3.739015	18.974809	-85.761006
	3.411484	19.425603	-86.073847
	3.138203	19.739881	-86.319701
	2.926483	19.915498	-86.489139
	2.781514	19.951592	-86.577068
	2.705257	19.849022	-86.582811
	2.695930	19.610990	-86.509802
	2.748220	19.243335	-86.364655
	2.852908	18.754437	-86.155979
	2.996865	18.154857	-85.894198
	3.165069	17.456873	-85.592474
	3.343785	16.674115	-85.267356
	3.522848	15.821342	-84.937519
	3.696239	14.913971	-84.620795
	3.861583	13.967347	-84.332249
	4.019401	12.996005	-84.084783
	4.172177	12.013051	-83.889670
	4.323640	11.029676	-83.754952
	4.478874	10.055136	-83.683714
	4.644560	9.097057	-83.674421
	4.828586	8.161285	-83.722656
	5.039607	7.251307	-83.822518
	5.287098	6.367849	-83.967007
	5.581170	5.508811	-84.148024
	5.931049	4.669375	-84.357174
	6.341820	3.841777	-84.587580
	6.810495	3.014581	-84.834419
	7.323319	2.172146	-85.093123
	7.854369	1.294757	-85.357797
	8.364974	0.359518	-85.620853
	8.806126	-0.657060	-85.872878
	9.125791	-1.774475	-86.104097
	9.278567	-3.003617	-86.307929
	9.234023	-4.344125	-86.484024
	8.982323	-5.784420	-86.639293
	8.536162	-7.303962	-86.787172
	7.928304	-8.876150	-86.945560
	7.205430	-10.471349	-87.134443
	6.419829	-12.060197	-87.373482
	5.621463	-13.616007	-87.679207
	4.852474	-15.116048	-88.062552
	4.144304	-16.542313	-88.527686
	3.516751	-17.881673	-89.072187
	2.978462	-19.125755	-89.688007
	2.529248	-20.270331	-89.637393
	2.163531	-21.313764	-88.918672
	1.872779	-22.255544	-88.168559
	1.646600	-23.095853	-87.396293
	1.473738	-23.835631	-86.610737
	1.343175	-24.476264	-85.823466
	1.245027	-25.018810	-85.048947
	1.170981	-25.463615	-84.304178
	1.114047	-25.810804	-83.608449
	1.068200	-26.060986	-82.981577
	1.028466	-26.215489	-82.440644
	0.991127	-26.276201	-81.997307
	0.954225	-26.245401	-81.658564
	0.919029	-26.125982	-81.431398
	0.891247	-25.921846	-81.326420
	0.879777	-25.638067	-81.356443
	0.893256	-25.281030	-81.531083
	0.937192	-24.858586	-81.850204
	1.013533	-24.379983	-82.300300
	1.121929	-23.855751	-82.856512
	1.261264	-23.297324	-83.487285
	1.430414	-22.716101	-84.158186
	1.627914	-22.122620	-84.834216
	1.851115	-21.526533	-85.480936
	2.095032	-20.937202	-86.065947
	2.351616	-20.364098	-86.561832
	2.611026	-19.816337	-86.948933
	2.864066	-19.301900	-87.215986
	3.103156	-18.827535	-87.359535
	3.321704	-18.399393	-87.383458
	3.513809	-18.023715	-87.297709
	3.674869	-17.706879	-87.116636
	3.802487	-17.454562	-86.858845
	3.897732	-17.270897	-86.547404
	3.965980	-17.158424	-86.208209
	4.015954	-17.118586	-85.867454
	4.057978	-17.152428	-85.549038
	4.103348	-17.261282	-85.272016
	4.164216	-17.447064	-85.049556
	4.252883	-17.711816	-84.889890
	4.381674	-18.056437	-84.797123
	4.563982	-18.478959	-84.770245
	4.814145	-18.972988	-84.801286
	5.144895	-19.526530	-84.874695
	5.564038	-20.121324	-84.968892
	6.072110	-20.733045	-85.060157
	6.661141	-21.332420	-85.128854
	7.313735	-21.886739	-85.166541
	8.001980	-22.361643	-85.180832
	8.686949	-22.723630	-85.194221
	9.321148	-22.942991	-85.235840
	9.856051	-22.996361	-85.331711
	10.252895	-22.868749	-85.500446
	10.491406	-22.554945	-85.753822
	10.573538	-22.059504	-86.097109
	10.522859	-21.394806	-86.528269
	10.379700	-20.577814	-87.038127
	10.191771	-19.627140	-87.611630
	10.002899	-18.561269	-88.230055
	9.844222	-17.397618	-88.873884
	9.730586	-16.152068	-89.525143
	9.662375	-14.838762	-89.830629
	9.630140	-13.469873	-89.202418
	9.618871	-12.055509	-88.593320
	9.611344	-10.604211	-88.002571
	9.591420	-9.123596	-87.428570
	9.546949	-7.620551	-86.871288
	9.471070	-6.101554	-86.333958
	9.361725	-4.573369	-85.824161
	9.220345	-3.043263	-85.353831
	9.050685	-1.518631	-84.938039
	8.857779	-0.006709	-84.593301
	8.646734	1.485636	-84.335804
	8.421523	2.952057	-84.179751
	8.183885	4.386743	-84.135827
	7.933016	5.784704	-84.209337
	7.666868	7.142092	-84.398315
	7.384099	8.455929	-84.693292
	7.085167	9.723411	-85.079272
	6.772332	10.941090	-85.537981
	6.449223	12.104053	-86.048875
	6.120583	13.205538	-86.589400
	5.792057	14.237227	-87.134958
	5.469679	15.189749	-87.659417
	5.159747	16.053022	-88.137062
	4.869177	16.816920	-88.544503
	4.605109	17.472054	-88.860990
	4.373679	18.009974	-89.068270
	4.179691	18.422968	-89.151980
	4.027249	18.704240	-89.104306
	3.919460	18.848540	-88.925277
	3.857221	18.852503	-88.621119
	3.838886	18.714746	-88.201584
	3.860980	18.436343	-87.679535
	3.918864	18.021367	-87.072514
	4.006836	17.476959	-86.403057
	4.117978	16.813275	-85.697075
	4.244803	16.043372	-84.982095
	4.381105	15.182601	-84.285987
	4.523350	14.247601	-83.635521
	4.670248	13.255353	-83.054886
	4.821567	12.222246	-82.564575
	4.977572	11.163288	-82.180014
	5.139214	10.091903	-81.910103
	5.308252	9.020313	-81.757102
	5.486577	7.959893	-81.717680
	5.675686	6.920933	-81.783848
	5.877631	5.911979	-81.944127
	6.096137	4.939176	-82.185596
	6.336145	4.005783	-82.495476
	6.602367	3.111965	-82.860702
	6.898178	2.254714	-83.266825
	7.224929	1.427559	-83.698731
	7.580588	0.619674	-84.142497
	7.956936	-0.185429	-84.585879
	8.336505	-1.010390	-85.017147
	8.691319	-1.882515	-85.423339
	8.984945	-2.830141	-85.789027
	9.178589	-3.877541	-86.097422
	9.239365	-5.040434	-86.334723
	9.146462	-6.323971	-86.495545
	8.893726	-7.722536	-86.585912
	8.490169	-9.220059	-86.622804
	7.958997	-10.791154	-86.631753
	7.334370	-12.403701	-86.643504
	6.655599	-14.022688	-86.689489
	5.960666	-15.614416	-86.796934
	5.281805	-17.149686	-86.985701
	4.643666	-18.605144	-87.267346
	4.063146	-19.962992	-87.645152
	3.550320	-21.209947	-88.114745
	3.109242	-22.336789	-88.666338
	2.738124	-23.338701	-89.288654
	2.430269	-24.215036	-89.971450
	2.176043	-24.968152	-89.295013
	1.964579	-25.602178	-88.520927
	1.784890	-26.121991	-87.717299
	1.627153	-26.532233	-86.897370
	1.483886	-26.836536	-86.078111
	1.350122	-27.037463	-85.279354
	1.222987	-27.136990	-84.521175
	1.101654	-27.136728	-83.822246
	0.987539	-27.037725	-83.199707
	0.883981	-26.840552	-82.669034
	0.795305	-26.546317	-82.243375
	0.726039	-26.158126	-81.933209
	0.680857	-25.681886	-81.746585
	0.664874	-25.126142	-81.689001
	0.683865	-24.501548	-81.762454
	0.743955	-23.820454	-81.964654
	0.850471	-23.096550	-82.288697
	1.006574	-22.344375	-82.721744
	1.212161	-21.578852	-83.243003
	1.463366	-20.814898	-83.823922
	1.753126	-20.066813	-84.431495
	2.072450	-19.347513	-85.031930
	2.411471	-18.668052	-85.592630
	2.759775	-18.037756	-86.083903
	3.106633	-17.464681	-86.481690
	3.441685	-16.955831	-86.770215
	3.755229	-16.517124	-86.943745
	4.038093	-16.153228	-87.007062
	4.282519	-15.867343	-86.973697
	4.483840	-15.660946	-86.862989
	4.641657	-15.533479	-86.698070
	4.759960	-15.482320	-86.504353
	4.846232	-15.503311	-86.307720
	4.910125	-15.591293	-86.133308
	4.962635	-15.740511	-86.003821
	5.016140	-15.945358	-85.936576
	5.084378	-16.201134	-85.942256
	5.181849	-16.504169	-86.026440
	5.323594	-16.851374	-86.190972
	5.524774	-17.239552	-86.433183
	5.798800	-17.664334	-86.743948
	6.155583	-18.118453	-87.106617
	6.601229	-18.589959	-87.497610
	7.137457	-19.061398	-87.889246
	7.759122	-19.510343	-88.255351
	8.450567	-19.910940	-88.577365
	9.182643	-20.236020	-88.847517
	9.912350	-20.459425	-89.068570
	10.586509	-20.558255	-89.252342
	11.149981	-20.514542	-89.418238
	11.556679	-20.316317	-89.589853
	11.779483	-19.958840	-89.788182
	11.815686	-19.445464	-89.974358
	11.686605	-18.786320	-89.694082
	11.432327	-17.994820	-89.372948
	11.103276	-17.084333	-89.016775
	10.749625	-16.067011	-88.634331
	10.411460	-14.954348	-88.236005
	10.113757	-13.757856	-87.832480
	9.866728	-12.489117	-87.433419
	9.669028	-11.159251	-87.046367
	9.511634	-9.778377	-86.676568
	9.381675	-8.355659	-86.327819
	9.266024	-6.899748	-86.003788
	9.153688	-5.419275	-85.709264
	9.036682	-3.923033	-85.450959
	8.910173	-2.419515	-85.237291
	8.771736	-0.916484	-85.077614
	8.619884	0.578731	-84.981858
	8.452912	2.058688	-84.960043
	8.268334	3.515661	-85.020908
	8.062885	4.942091	-85.170113
	7.832926	6.331386	-85.408811
	7.574997	7.678263	-85.733364
	7.286794	8.977974	-86.136500
	6.968406	10.224966	-86.608752
	6.622864	11.412311	-87.138934
	6.255517	12.532397	-87.713717
	5.872782	13.578104	-88.316574
	5.481448	14.543420	-88.927029
	5.089197	15.423099	-89.521427
	4.705057	16.211817	-89.925267
	4.338403	16.903568	-89.437481
	3.997624	17.491765	-89.037557
	3.689733	17.969900	-88.744884
	3.420219	18.332241	-88.574549
	3.192649	18.574298	-88.536026
	3.008645	18.693156	-88.633366
	2.868357	18.687543	-88.865631
	2.771004	18.557501	-89.225606
	2.715213	18.304388	-89.698866
	2.698700	17.931575	-89.734053
	2.717703	17.444902	-89.094332
	2.767365	16.852559	-88.403522
	2.842663	16.164925	-87.683820
	2.939196	15.394450	-86.958148
	3.053925	14.555024	-86.249734
	3.185321	13.660835	-85.581193
	3.332999	12.725562	-84.973174
	3.497528	11.762135	-84.443024
	3.680353	10.782553	-84.003812
	3.884076	9.797649	-83.663829
	4.112907	8.817090	-83.426054
	4.372641	7.849333	-83.287584
	4.670493	6.900987	-83.240294
	5.014969	5.976021	-83.272721
	5.414966	5.075493	-83.371765
	5.877385	4.197291	-83.523773
	6.403225	3.335259	-83.715566
	6.983319	2.478319	-83.935194
	7.595713	1.610404	-84.171174
	8.205499	0.711051	-84.410947
	8.766879	-0.243172	-84.640733
	9.227682	-1.275159	-84.846807
	9.536428	-2.402299	-85.017770
	9.650885	-3.632727	-85.148315
	9.546462	-4.963958	-85.242430
	9.221962	-6.383454	-85.313125
	8.700052	-7.870721	-85.379691
	8.022431	-9.400054	-85.464828
	7.242134	-10.943181	-85.591664
	6.414552	-12.472128	-85.780397
	5.588750	-13.962013	-86.045293
	4.802216	-15.392523	-86.392952
	4.080093	-16.747957	-86.822647
	3.436743	-18.016868	-87.328107
	2.878016	-19.191480	-87.898644
	2.403954	-20.266853	-88.519594
	2.010776	-21.240313	-89.175105
	1.691517	-22.111017	-89.853351
	1.436621	-22.879220	-89.451273
	1.235167	-23.545778	-88.741359
	1.075918	-24.112200	-88.020405
	0.948145	-24.580747	-87.294496
	0.842758	-24.954183	-86.572583
	0.753595	-25.235125	-85.866495
	0.678020	-25.425517	-85.191558
	0.616184	-25.526739	-84.567126
	0.569571	-25.540104	-84.015075
	0.539798	-25.467452	-83.555587
	0.527757	-25.311765	-83.202909
	0.533265	-25.077314	-82.964957
	0.555753	-24.769084	-82.846187
	0.595254	-24.392247	-82.848778
	0.652384	-23.952436	-82.969980
	0.727942	-23.456253	-83.199485
	0.822938	-22.911280	-83.520190
	0.938323	-22.325985	-83.909993
	1.074205	-21.709757	-84.343098
	1.229284	-21.072610	-84.792784
	1.400769	-20.424742	-85.234259
	1.584935	-19.776399	-85.645606
	1.778022	-19.137856	-86.008338
	1.976239	-18.519400	-86.307966
	2.175198	-17.931341	-86.533800
	2.369740	-17.383673	-86.678953
	2.554282	-16.885490	-86.740847
	2.724346	-16.444642	-86.721418
	2.878666	-16.067548	-86.627346
	3.019311	-15.759001	-86.470691
	3.149586	-15.522384	-86.268910
	3.272368	-15.360198	-86.043082
	3.390712	-15.274327	-85.814662
	3.509677	-15.266205	-85.603140
	3.637259	-15.337243	-85.426191
	3.784321	-15.489086	-85.300763
	3.965010	-15.723006	-85.242867
	4.196472	-16.039069	-85.265711
	4.495970	-16.436012	-85.377113
	4.877643	-16.910763	-85.577394
	5.351240	-17.456675	-85.858602
	5.921656	-18.061554	-86.204746
	6.587781	-18.706438	-86.592747
	7.340576	-19.365211	-86.996158
	8.160930	-20.005177	-87.392794
	9.017718	-20.588969	-87.772317
	9.866924	-21.077716	-88.138546
	10.654184	-21.434742	-88.504530
	11.322471	-21.629419	-88.883379
	11.823131	-21.640878	-89.281871
	12.125987	-21.460251	-89.700165
	12.225386	-21.089780	-89.865408
	12.141450	-20.539171	-89.419410
	11.916015	-19.821844	-88.965875
	11.603169	-18.953247	-88.509570
	11.257071	-17.950512	-88.057435
	10.921609	-16.831624	-87.617453
	10.624849	-15.614307	-87.196556
	10.378797	-14.315493	-86.799788
	10.183064	-12.950627	-86.430124
	10.029622	-11.532763	-86.087989
	9.906723	-10.072435	-85.771262
	9.801699	-8.578362	-85.476649
	9.702569	-7.058392	-85.201766
	9.599025	-5.520151	-84.946635
	9.483732	-3.971274	-84.714169
	9.353254	-2.419525	-84.510156
	9.207305	-0.872971	-84.342661
	9.046850	0.659907	-84.220811
	8.872383	2.170191	-84.153547
	8.682920	3.648318	-84.148317
	8.475900	5.083834	-84.209683
	8.247993	6.465984	-84.338769
	7.996008	7.785018	-84.534014
	7.717273	9.032881	-84.791889
	7.410100	10.203140	-85.106220
	7.074805	11.290698	-85.467571
	6.714741	12.291193	-85.864196
	6.336544	13.200462	-86.283003
	5.949336	14.014521	-86.709295
	5.563822	14.729841	-87.126615
	5.191713	15.343536	-87.517657
	4.844760	15.853277	-87.865544
	4.533572	16.257226	-88.155056
	4.266590	16.554019	-88.374130
	4.049345	16.742712	-88.514710
	3.884495	16.823018	-88.572054
	3.772630	16.795693	-88.544415
	3.712958	16.662488	-88.434266
	3.703260	16.425757	-88.248826
	3.739361	16.088485	-87.998680
	3.814883	15.654729	-87.696340
	3.921788	15.130042	-87.355670
	4.051815	14.521586	-86.991498
	4.198012	13.837704	-86.619028
	4.355214	13.087193	-86.252834
	4.519690	12.278918	-85.906045
	4.688666	11.421922	-85.589972
	4.859767	10.525577	-85.313790
	5.030732	9.599011	-85.084688
	5.200060	8.650259	-84.907864
	5.368205	7.686428	-84.785793
	5.538296	6.714591	-84.717770
	5.715859	5.742097	-84.700252
	5.907689	4.775995	-84.727814
	6.120940	3.822362	-84.794307
	6.363414	2.886109	-84.893723
	6.643838	1.970836	-85.020391
	6.970069	1.077907	-85.168448
	7.345199	0.204894	-85.331688
	7.763564	-0.655836	-85.503988
	8.208409	-1.517668	-85.678605
	8.651611	-2.399035	-85.845894
	9.055731	-3.321638	-85.991832
	9.378988	-4.307601	-86.099750
	9.582339	-5.375662	-86.154573
	9.636137	-6.537481	-86.147190
	9.525129	-7.795290	-86.077615
	9.251665	-9.141326	-85.956640
	8.835628	-10.559173	-85.805480
	8.310125	-12.026831	-85.653038
	7.714483	-13.519961	-85.531281
	7.087540	-15.014067	-85.470451
	6.463361	-16.486233	-85.495686
	5.869218	-17.916450	-85.624959
	5.324948	-19.287666	-85.867550
	4.843764	-20.584986	-86.223813
	4.433907	-21.795380	-86.687326
	4.099596	-22.908203	-87.247557
	3.840994	-23.915782	-87.890290
	3.653997	-24.813922	-88.596813
	3.530408	-25.602038	-89.344038
	3.459072	-26.282089	-89.894679
	3.427810	-26.856913	-89.148453
	3.425114	-27.329225	-88.446888
	3.440815	-27.701232	-87.817019
	3.465626	-27.974621	-87.280184
	3.490655	-28.150986	-86.849706
	3.508203	-28.231926	-86.528982
	3.513380	-28.218294	-86.311757
	3.504882	-28.109513	-86.186918
	3.484095	-27.903615	-86.144299
	3.453796	-27.597575	-86.177381
	3.418355	-27.188867	-86.283275
	3.384470	-26.679000	-86.460822
	3.360355	-26.076857	-86.707087
	3.354303	-25.399150	-87.014115
	3.374077	-24.667236	-87.367829
	3.426015	-23.902500	-87.749150
	3.513458	-23.123721	-88.136459
	3.636018	-22.346737	-88.508572
	3.789921	-21.584652	-88.847342
	3.968754	-20.847971	-89.139135
	4.164808	-20.144763	-89.375290
	4.370435	-19.481074	-89.551633
	4.578213	-18.861765	-89.667166
	4.780824	-18.291214	-89.723623
	4.971816	-17.773519	-89.726117
	5.146510	-17.312814	-89.682975
	5.302181	-16.913609	-89.605155
	5.437850	-16.580439	-89.505734
	5.554094	-16.317296	-89.398259
	5.653194	-16.127439	-89.295155
	5.739994	-16.013375	-89.207832
	5.822810	-15.976892	-89.147311
	5.913125	-16.019099	-89.123663
	6.024217	-16.140503	-89.144407
	6.169671	-16.340997	-89.213443
	6.362317	-16.619236	-89.330953
	6.613976	-16.971272	-89.492885
	6.935685	-17.388917	-89.689188
	7.336909	-17.858388	-89.902379
	7.823639	-18.359584	-89.889830
	8.396493	-18.866272	-89.707587
	9.048615	-19.347352	-89.562824
	9.762830	-19.769083	-89.457128
	10.508631	-20.098075	-89.382182
	11.241157	-20.304572	-89.321483
	11.905636	-20.364848	-89.252977
	12.447710	-20.262537	-89.152400
	12.824981	-19.990033	-88.998177
	13.014895	-19.549466	-88.777799
	13.018195	-18.951218	-88.490975
	12.858810	-18.209986	-88.146612
	12.579170	-17.340935	-87.758287
	12.230795	-16.357865	-87.341909
	11.863054	-15.273163	-86.913921
	11.514290	-14.098295	-86.488763
	11.207962	-12.844133	-86.076934
	10.952914	-11.521316	-85.684830
	10.746438	-10.140376	-85.315621
	10.578779	-8.711438	-84.970072
	10.436996	-7.244072	-84.647507
	10.307838	-5.747121	-84.347397
	10.179977	-4.228364	-84.070967
	10.045329	-2.694142	-83.821881
	9.899037	-1.148945	-83.605366
	9.737953	0.403782	-83.426678
	9.558879	1.959406	-83.290689
	9.358118	3.510769	-83.202653
	9.132224	5.048730	-83.168306
	8.878596	6.563112	-83.192751
	8.595347	8.043139	-83.279230
	8.281186	9.477827	-83.428163
	7.935677	10.856718	-83.636317
	7.559751	12.170250	-83.897237
	7.156472	13.409550	-84.202832
	6.731357	14.566566	-84.543693
	6.292023	15.634436	-84.908226
	5.847746	16.607330	-85.282526
	5.409065	17.480090	-85.650840
	4.987300	18.248088	-85.996029
	4.593997	18.907174	-86.300417
	4.240047	19.453734	-86.547211
	3.934448	19.884780	-86.722195
	3.683246	20.197880	-86.815029
	3.489455	20.391142	-86.819862
	3.353660	20.463236	-86.735467
	3.274282	20.413430	-86.564956
	3.247435	20.241924	-86.315076
	3.267020	19.950374	-85.995671
	3.325253	19.542218	-85.619614
	3.413413	19.022899	-85.202690
	3.522616	18.400012	-84.763568
	3.644458	17.683080	-84.323526
	3.771390	16.882999	-83.904712
	3.896874	16.011679	-83.527702
	4.015670	15.081757	-83.210250
	4.124276	14.105957	-82.967247
	4.221222	13.096428	-82.810433
	4.307369	12.064428	-82.747284
	4.386069	11.020276	-82.780004
	4.462947	9.973645	-82.905177
	4.545490	8.933799	-83.114104
	4.642473	7.909240	-83.393595
	4.763244	6.906997	-83.727211
	4.916977	5.931919	-84.097447
	5.112108	4.986203	-84.487983
	5.355894	4.069203	-84.884833
	5.653337	3.177113	-85.276994
	6.005124	2.302277	-85.657009
	6.404757	1.432650	-86.020170
	6.835266	0.551665	-86.362120
	7.267108	-0.361684	-86.676526
	7.659666	-1.331586	-86.953897
	7.967127	-2.381966	-87.183011
	8.146517	-3.531801	-87.355445
	8.164682	-4.791112	-87.469874
	8.003746	-6.159078	-87.533641
	7.664961	-7.624407	-87.562267
	7.168818	-9.166854	-87.577224
	6.550879	-10.759398	-87.602103
