hip_X	hip_Y	hip_Z
	5.854941	-12.371652	-87.658910
	5.125153	-13.974043	-87.765522
	4.399655	-15.540855	-87.933974
	3.708403	-17.051032	-88.169665
	3.074344	-18.487435	-88.471914
	2.514309	-19.836198	-88.836249
	2.038768	-21.087103	-89.257125
	1.652715	-22.233790	-89.728017
	1.357641	-23.272655	-89.760867
	1.152302	-24.201274	-89.223290
	1.031732	-25.017742	-88.674275
	0.986280	-25.721161	-88.126875
	1.002307	-26.312141	-87.591903
	1.064213	-26.792564	-87.079805
	1.156675	-27.164957	-86.601852
	1.265957	-27.432162	-86.169991
	1.379992	-27.597573	-85.795798
	1.488779	-27.665329	-85.489839
	1.585420	-27.639905	-85.262184
	1.666274	-27.525781	-85.122467
	1.730178	-27.327731	-85.078510
	1.778114	-27.051104	-85.135269
	1.813440	-26.701463	-85.294770
	1.841353	-26.284509	-85.555751
	1.867819	-25.806537	-85.912765
	1.899141	-25.274509	-86.355295
	1.941130	-24.696297	-86.867270
	1.997815	-24.081395	-87.427523
	2.071208	-23.440913	-88.011521
	2.161693	-22.786779	-88.594069
	2.268134	-22.130841	-89.152042
	2.387886	-21.484132	-89.665856
	2.516774	-20.856592	-89.880463
	2.649085	-20.257207	-89.499432
	2.778110	-19.694036	-89.200220
	2.897312	-19.174081	-88.988953
	3.001434	-18.703348	-88.868347
	3.087121	-18.287215	-88.836952
	3.153282	-17.930986	-88.889488
	3.201121	-17.640245	-89.017320
	3.233821	-17.420439	-89.207528
	3.256605	-17.275972	-89.442055
	3.277289	-17.209862	-89.698605
	3.306264	-17.224070	-89.952993
	3.355652	-17.319785	-89.817725
	3.438451	-17.497204	-89.632501
	3.568126	-17.754834	-89.504362
	3.758247	-18.088598	-89.437948
	4.021847	-18.490715	-89.427254
	4.370294	-18.948172	-89.455907
	4.811206	-19.441548	-89.500179
	5.346315	-19.944713	-89.534979
	5.970269	-20.425509	-89.541844
	6.669249	-20.848049	-89.514935
	7.418773	-21.176480	-89.463084
	8.182423	-21.378770	-89.408976
	8.913321	-21.429526	-89.385651
	9.558929	-21.311878	-89.429489
	10.069163	-21.018653	-89.571307
	10.406978	-20.552617	-89.830087
	10.557673	-19.925402	-89.789130
	10.532256	-19.154855	-89.295335
	10.363601	-18.260983	-88.709567
	10.097629	-17.262357	-88.060191
	9.782964	-16.174635	-87.378032
	9.461855	-15.010885	-86.693209
	9.164456	-13.782461	-86.032720
	8.907455	-12.499435	-85.418012
	8.696114	-11.170641	-84.863510
	8.527898	-9.803667	-84.376914
	8.395640	-8.404859	-83.960549
	8.289479	-6.979913	-83.613472
	8.198474	-5.534719	-83.334231
	8.112148	-4.075168	-83.122247
	8.021674	-2.606368	-82.976941
	7.921017	-1.132655	-82.897086
	7.807369	0.341616	-82.881647
	7.679875	1.811340	-82.930274
	7.537519	3.270255	-83.042384
	7.378069	4.710684	-83.215785
	7.198447	6.123640	-83.445730
	6.995237	7.499540	-83.724555
	6.764891	8.828850	-84.041730
	6.504215	10.102245	-84.384216
	6.211100	11.310699	-84.737517
	5.885247	12.445702	-85.087377
	5.528983	13.499520	-85.420601
	5.147708	14.465569	-85.724317
	4.749611	15.338657	-85.985735
	4.345207	16.114700	-86.193563
	3.947263	16.790252	-86.339534
	3.570413	17.362418	-86.418794
	3.229077	17.829068	-86.429536
	2.934383	18.188970	-86.372309
	2.692643	18.441786	-86.249448
	2.505966	18.588036	-86.065421
	2.373509	18.628967	-85.827734
	2.292142	18.566197	-85.546834
	2.256418	18.401679	-85.234381
	2.258520	18.138227	-84.901158
	2.288893	17.780039	-84.556523
	2.337412	17.332972	-84.209680
	2.394675	16.804569	-83.870840
	2.453218	16.203771	-83.550932
	2.508057	15.540231	-83.261178
	2.556273	14.823243	-83.013785
	2.596304	14.060835	-82.822031
	2.627548	13.259645	-82.698159
	2.650597	12.425384	-82.650245
	2.668196	11.563663	-82.679873
	2.686246	10.680870	-82.781456
	2.714163	9.784364	-82.943218
	2.764789	8.882107	-83.149015
	2.853941	7.982302	-83.380225
	2.999087	7.092931	-83.617888
	3.216926	6.220863	-83.844972
	3.520407	5.370705	-84.047741
	3.915422	4.543352	-84.216434
	4.397031	3.734041	-84.346202
	4.946069	2.930606	-84.437509
	5.528307	2.113206	-84.494550
	6.097386	1.256406	-84.521703
	6.600716	0.333584	-84.520243
	6.986860	-0.677552	-84.488349
	7.213268	-1.790439	-84.424352
	7.253064	-3.007756	-84.330272
	7.099294	-4.322128	-84.214054
	6.765783	-5.717965	-84.090245
	6.284391	-7.173335	-83.978469
	5.698402	-8.662556	-83.900216
	5.054024	-10.159528	-83.875606
	4.393938	-11.640294	-83.920820
	3.753970	-13.084317	-84.046277
	3.162115	-14.474609	-84.255859
	2.639201	-15.797024	-84.547372
	2.198847	-17.040160	-84.914230
	1.846783	-18.195930	-85.347159
	1.582222	-19.259054	-85.834767
	1.400083	-20.225725	-86.364665
	1.291641	-21.093053	-86.925376
	1.244675	-21.859407	-87.506264
	1.245010	-22.524352	-88.096008
	1.279224	-23.087546	-88.682035
	1.336589	-23.547728	-89.250568
	1.409311	-23.903103	-89.787276
	1.491992	-24.152795	-89.721225
	1.581247	-24.297879	-89.287489
	1.675540	-24.341228	-88.925690
	1.774858	-24.286789	-88.652161
	1.880030	-24.139164	-88.481503
	1.992102	-23.903300	-88.421806
	2.112107	-23.584320	-88.472896
	2.241007	-23.188075	-88.627009
	2.379461	-22.722044	-88.869979
	2.527411	-22.195674	-89.183370
	2.683778	-21.620155	-89.547823
	2.846575	-21.008020	-89.945500
	3.013285	-20.372686	-89.640074
	3.181407	-19.727473	-89.224879
	3.349045	-19.084193	-88.823286
	3.514723	-18.453033	-88.446697
	3.676489	-17.843873	-88.104694
	3.831449	-17.266753	-87.806695
	3.975978	-16.731198	-87.561740
	4.106514	-16.245931	-87.377855
	4.220575	-15.818768	-87.261689
	4.317248	-15.455982	-87.217440
	4.397458	-15.161503	-87.245650
	4.464383	-14.936669	-87.342555
	4.523266	-14.780738	-87.499859
	4.580534	-14.691714	-87.705694
	4.643316	-14.667039	-87.946534
	4.719777	-14.704316	-88.207842
	4.819760	-14.802142	-88.473222
	4.955008	-14.960522	-88.724077
	5.138554	-15.180540	-88.940520
	5.383622	-15.463376	-89.102806
	5.702555	-15.808912	-89.193319
	6.105709	-16.214140	-89.200083
	6.600078	-16.671749	-89.120979
	7.187528	-17.169253	-88.966057
	7.862647	-17.688578	-88.755604
	8.610512	-18.206003	-88.513965
	9.404735	-18.692743	-88.261821
	10.206240	-19.116457	-88.010204
	10.964767	-19.443353	-87.758379
	11.625629	-19.640458	-87.496733
	12.140549	-19.678645	-87.212944
	12.477834	-19.536689	-86.897033
	12.628345	-19.204268	-86.543801
	12.606660	-18.681687	-86.153608
	12.447403	-17.976744	-85.730982
	12.196972	-17.101368	-85.282753
	11.903185	-16.070000	-84.818275
	11.606353	-14.899255	-84.349466
	11.333876	-13.607727	-83.888657
	11.099150	-12.215421	-83.446363
	10.904137	-10.742685	-83.030362
	10.743458	-9.208980	-82.645409
	10.608075	-7.632118	-82.293267
	10.487731	-6.028226	-81.973669
	10.372224	-4.412032	-81.686392
	10.251817	-2.797114	-81.433377
	10.117278	-1.196018	-81.219509
	9.960301	0.379872	-81.052066
	9.774272	1.920801	-80.939764
	9.554607	3.419158	-80.891317
	9.298486	4.869542	-80.913373
	9.004534	6.268236	-81.008984
	8.672306	7.612240	-81.177644
	8.301634	8.898076	-81.416732
	7.893060	10.121097	-81.723020
	7.449347	11.276227	-82.092269
	6.976225	12.358991	-82.517220
	6.481782	13.365460	-82.986691
	5.975293	14.292205	-83.486247
	5.466265	15.137026	-83.998761
	4.964464	15.899085	-84.505053
	4.480634	16.578054	-84.985332
	4.026265	17.173510	-85.420361
	3.611910	17.684901	-85.791963
	3.245763	18.111260	-86.084006
	2.933950	18.450684	-86.284175
	2.681231	18.700103	-86.385715
	2.490366	18.855529	-86.388068
	2.360749	18.912752	-86.296096
	2.287976	18.868012	-86.118693
	2.264551	18.718459	-85.867179
	2.281225	18.462704	-85.553459
	2.328302	18.101390	-85.188949
	2.396395	17.637249	-84.785431
	2.477092	17.074873	-84.357035
	2.564029	16.420668	-83.920858
	2.653626	15.682910	-83.495507
	2.744895	14.871611	-83.099174
	2.838573	13.998260	-82.748057
	2.936034	13.075240	-82.455246
	3.038495	12.114900	-82.230067
	3.146893	11.128883	-82.077557
	3.262340	10.128099	-81.998370
	3.386872	9.123333	-81.989513
	3.524414	8.125641	-82.045212
	3.681651	7.145489	-82.157174
	3.868367	6.191199	-82.315119
	4.096782	5.268014	-82.508274
	4.379492	4.377856	-82.726954
	4.726327	3.519166	-82.963221
	5.141058	2.686529	-83.210653
	5.618461	1.870185	-83.463663
	6.141939	1.055512	-83.716677
	6.682301	0.222876	-83.963024
	7.198977	-0.651268	-84.193898
	7.644209	-1.591447	-84.398558
	7.969468	-2.618831	-84.566379
	8.133006	-3.746982	-84.690413
	8.107483	-4.979229	-84.770801
	7.885976	-6.308298	-84.816018
	7.483986	-7.717879	-84.841832
	6.936264	-9.185076	-84.868968
	6.289415	-10.683420	-84.920164
	5.592981	-12.186375	-85.017368
	4.892194	-13.669913	-85.179060
	4.223873	-15.113505	-85.417492
	3.615147	-16.500006	-85.736287
	3.084275	-17.814826	-86.129276
	2.642119	-19.045468	-86.582254
	2.293082	-20.181741	-87.078129
	2.035873	-21.215652	-87.602212
	1.864359	-22.141114	-88.144284
	1.768058	-22.954284	-88.697463
	1.732460	-23.654253	-89.255574
	1.739929	-24.243075	-89.811146
	1.771792	-24.724602	-89.645409
	1.811158	-25.102718	-89.126427
	1.844791	-25.380091	-88.646786
	1.863444	-25.557792	-88.221889
	1.861458	-25.635538	-87.865143
	1.836477	-25.612196	-87.587262
	1.789504	-25.486747	-87.397425
	1.725324	-25.260616	-87.304587
	1.652390	-24.939957	-87.317926
	1.580972	-24.534814	-87.444740
	1.520901	-24.056244	-87.685347
	1.480847	-23.515322	-88.028809
	1.468175	-22.923972	-88.453869
	1.488251	-22.295052	-88.934993
	1.543831	-21.641543	-89.448310
	1.634923	-20.976182	-89.972925
	1.758725	-20.311690	-89.510810
	1.909474	-19.661055	-89.021597
	2.078726	-19.037593	-88.574533
	2.256530	-18.454671	-88.178593
	2.432782	-17.924973	-87.837895
	2.598169	-17.459311	-87.555104
	2.744914	-17.065745	-87.333321
	2.867114	-16.749910	-87.176447
	2.960877	-16.515776	-87.088793
	3.025156	-16.365488	-87.073843
	3.062695	-16.298707	-87.132478
	3.079696	-16.312819	-87.261126
	3.084796	-16.403843	-87.450233
	3.088922	-16.567086	-87.683466
	3.105576	-16.797643	-87.938583
	3.150068	-17.091170	-88.190624
	3.238065	-17.444276	-88.415705
	3.384904	-17.853799	-88.593125
	3.605595	-18.315230	-88.706641
	3.914215	-18.821044	-88.747145
	4.321851	-19.359628	-88.716197
	4.833688	-19.914960	-88.627080
	5.446820	-20.466665	-88.501033
	6.149232	-20.990301	-88.360078
	6.918797	-21.458230	-88.220149
	7.722131	-21.841301	-88.086536
	8.514710	-22.111200	-87.951691
	9.244306	-22.242976	-87.795956
	9.859123	-22.217216	-87.592438
	10.318356	-22.022145	-87.316239
	10.600753	-21.655046	-86.952925
	10.709064	-21.121032	-86.500038
	10.669496	-20.429598	-85.964291
	10.525396	-19.591755	-85.358868
	10.326704	-18.619108	-84.700598
	10.118643	-17.524106	-84.007791
	9.932993	-16.320162	-83.299423
	9.784449	-15.021298	-82.594655
	9.672344	-13.641925	-81.911964
	9.585480	-12.196522	-81.267225
	9.507388	-10.698707	-80.671472
	9.420628	-9.160295	-80.130261
	9.309795	-7.591202	-79.644867
	9.163072	-6.000185	-79.214397
	8.972692	-4.395682	-78.837919
	8.734748	-2.786009	-78.515534
	8.448523	-1.179196	-78.249029
	8.115781	0.416921	-78.043370
	7.739993	1.994547	-77.907224
	7.325407	3.546011	-77.850849
	6.876520	5.063801	-77.883226
	6.398156	6.540374	-78.010526
	5.895638	7.968202	-78.235359
	5.374484	9.340160	-78.555721
	4.839871	10.649784	-78.964026
	4.296962	11.891268	-79.447277
	3.751868	13.059272	-79.988569
	3.211930	14.148815	-80.568958
	2.685169	15.155347	-81.168238
	2.179585	16.074530	-81.764487
	1.702714	16.901948	-82.334364
	1.261657	17.633240	-82.855543
	0.863666	18.264039	-83.309838
	0.516612	18.789707	-83.684828
	0.228144	19.205663	-83.973378
	0.003669	19.508051	-84.172255
	-0.155151	19.694031	-84.281413
	-0.250245	19.761863	-84.304192
	-0.285871	19.710865	-84.247669
	-0.267644	19.541526	-84.122126
	-0.202333	19.256272	-83.939117
	-0.097854	18.860101	-83.709782
	0.037147	18.360240	-83.444918
	0.194208	17.765656	-83.155806
	0.366087	17.087137	-82.855013
	0.547358	16.337508	-82.556886
	0.734532	15.531336	-82.276809
	0.925901	14.683737	-82.029736
	1.121087	13.808779	-81.829379
	1.320551	12.918413	-81.688042
	1.525319	12.022283	-81.615796
	1.736926	11.128168	-81.617955
	1.957805	10.242561	-81.692490
	2.191754	9.370920	-81.830308
	2.443878	8.517684	-82.018287
	2.720661	7.686233	-82.242697
	3.030245	6.878658	-82.491264
	3.381672	6.095288	-82.753707
	3.782917	5.334115	-83.021770
	4.238105	4.590120	-83.288868
	4.743738	3.854361	-83.549077
	5.285147	3.112920	-83.796723
	5.834978	2.346366	-84.026502
	6.354031	1.530737	-84.232470
	6.795160	0.640991	-84.406453
	7.111197	-0.343814	-84.538675
	7.264316	-1.436070	-84.621850
	7.232560	-2.637823	-84.656375
	7.012416	-3.941404	-84.652861
	6.618606	-5.331112	-84.630730
	6.081870	-6.784908	-84.614237
	5.444506	-8.276090	-84.627625
	4.753328	-9.775873	-84.690999
	4.052026	-11.257031	-84.818268
	3.376539	-12.696661	-85.016810
	2.754060	-14.076795	-85.287453
	2.203073	-15.383983	-85.624720
	1.733475	-16.609012	-86.017984
	1.348049	-17.746461	-86.453530
	1.044839	-18.793581	-86.917016
	0.818454	-19.749335	-87.395489
	0.660075	-20.614435	-87.879250
	0.557701	-21.391468	-88.364527
	0.497538	-22.083961	-88.854554
	0.465878	-22.694953	-89.356224
	0.450482	-23.226188	-89.874782
	0.441164	-23.678162	-89.589644
	0.429946	-24.050634	-89.043027
	0.411048	-24.342877	-88.496118
	0.380606	-24.553410	-87.960884
	0.336754	-24.680202	-87.448755
	0.280404	-24.722052	-86.973651
	0.215738	-24.679943	-86.553969
	0.149566	-24.557092	-86.208555
	0.089743	-24.358287	-85.951428
	0.043602	-24.089454	-85.790184
	0.017342	-23.757438	-85.726232
	0.016160	-23.369813	-85.755553
	0.043988	-22.934798	-85.870472
	0.102480	-22.461403	-86.060282
	0.190358	-21.959614	-86.310244
	0.303840	-21.440154	-86.601877
	0.437800	-20.913651	-86.915495
	0.586921	-20.390054	-87.232392
	0.745732	-19.878926	-87.535069
	0.908086	-19.389678	-87.807076
	1.067687	-18.931318	-88.033776
	1.219249	-18.512269	-88.203408
	1.359132	-18.140071	-88.307766
	1.485557	-17.820940	-88.342729
	1.599117	-17.559663	-88.308722
	1.703281	-17.359549	-88.210841
	1.803514	-17.222372	-88.058660
	1.905661	-17.148852	-87.865985
	2.015591	-17.139583	-87.650448
	2.139717	-17.195927	-87.432286
	2.285439	-17.320369	-87.232591
	2.461803	-17.516005	-87.072361
	2.679788	-17.785569	-86.972011
	2.951133	-18.130580	-86.949694
	3.286521	-18.550369	-87.017934
	3.694500	-19.040658	-87.179725
	4.180718	-19.592033	-87.425933
	4.746521	-20.188704	-87.736369
	5.387385	-20.807762	-88.085296
	6.091696	-21.419434	-88.448404
	6.838673	-21.988818	-88.808456
	7.595192	-22.478882	-89.158642
	8.315258	-22.853864	-89.502124
	8.946137	-23.082390	-89.848225
	9.439973	-23.140324	-89.791545
	9.765523	-23.013201	-89.406169
	9.915113	-22.696930	-88.987179
	9.905179	-22.195981	-88.530394
	9.771617	-21.520362	-88.037032
	9.561612	-20.683306	-87.513897
	9.323315	-19.700093	-86.972283
	9.095716	-18.587622	-86.426340
	8.902060	-17.364206	-85.891867
	8.749021	-16.049025	-85.384829
	8.630888	-14.660936	-84.919059
	8.535477	-13.217099	-84.503563
	8.448677	-11.732277	-84.141056
	8.357166	-10.218566	-83.828746
	8.250298	-8.684950	-83.560381
	8.121279	-7.137696	-83.328826
	7.967071	-5.582146	-83.128705
	7.787469	-4.024294	-82.958286
	7.584610	-2.470998	-82.820395
	7.362834	-0.929190	-82.721683
	7.127324	0.594907	-82.670005
	6.881647	2.095527	-82.671629
	6.626298	3.566390	-82.729942
	6.359013	5.000326	-82.845059
	6.076036	6.389755	-83.013348
	5.773710	7.727459	-83.227752
	5.449782	9.006998	-83.479056
	5.103840	10.222401	-83.756621
	4.737444	11.367622	-84.049121
	4.354826	12.436377	-84.346229
	3.963356	13.422461	-84.638818
	3.572810	14.320336	-84.916809
	3.194250	15.125240	-85.168542
	2.839022	15.832539	-85.383064
	2.517699	16.437328	-85.552005
	2.239141	16.934699	-85.669404
	2.009707	17.320131	-85.731019
	1.832857	17.590002	-85.733914
	1.709888	17.742137	-85.676351
	1.641240	17.775767	-85.558468
	1.626664	17.691296	-85.382725
	1.663908	17.490636	-85.152949
	1.747584	17.177667	-84.873811
	1.869856	16.758257	-84.552139
	2.022863	16.239921	-84.198688
	2.200853	15.631614	-83.828527
	2.400440	14.943768	-83.459243
	2.619485	14.188187	-83.108430
	2.855947	13.377505	-82.792423
	3.107245	12.524379	-82.525652
	3.370212	11.640841	-82.319390
	3.641604	10.738085	-82.180566
	3.918539	9.826633	-82.111731
	4.198528	8.916691	-82.112133
	4.479724	8.018220	-82.178962
	4.761286	7.140435	-82.307654
	5.043811	6.291139	-82.491681
	5.330046	5.476295	-82.723110
	5.624936	4.699495	-82.993595
	5.934663	3.961042	-83.295226
	6.265359	3.256958	-83.621240
	6.621259	2.578218	-83.966027
	7.001450	1.909831	-84.324611
	7.395248	1.229880	-84.691886
	7.779036	0.510073	-85.060338
	8.118273	-0.280974	-85.417114
	8.374091	-1.172412	-85.744079
	8.511150	-2.185758	-86.022461
	8.504012	-3.331052	-86.239592
	8.340550	-4.605164	-86.393660
	8.023171	-5.992393	-86.494700
	7.568616	-7.467164	-86.563049
	7.005600	-8.997844	-86.626283
	6.370020	-10.550544	-86.714582
	5.698777	-12.092663	-86.855900
	5.024238	-13.595837	-87.072629
	4.371275	-15.037231	-87.379278
	3.756732	-16.399304	-87.781107
	3.190161	-17.669350	-88.274627
	2.675898	-18.838949	-88.849236
	2.215552	-19.903231	-89.488949
	1.808773	-20.860458	-89.825882
	1.452807	-21.711542	-89.115967
	1.143045	-22.458933	-88.398476
	0.874771	-23.105180	-87.683974
	0.644487	-23.652028	-86.978776
	0.449791	-24.100346	-86.289346
	0.288414	-24.450466	-85.624531
	0.157617	-24.702612	-84.995112
	0.054075	-24.857435	-84.411517
	-0.025779	-24.916333	-83.881954
	-0.084707	-24.880983	-83.412981
	-0.123511	-24.752819	-83.011868
	-0.140795	-24.533481	-82.687503
	-0.133716	-24.225732	-82.448266
	-0.098982	-23.833933	-82.300332
	-0.033077	-23.363897	-82.248422
	0.067971	-22.822932	-82.296417
	0.207943	-22.220509	-82.446288
	0.389255	-21.568682	-82.696311
	0.612570	-20.881551	-83.039408
	0.876802	-20.174241	-83.461411
	1.178823	-19.461860	-83.940039
	1.513406	-18.758636	-84.446702
	1.873437	-18.077468	-84.950923
	2.249840	-17.429917	-85.424786
	2.631532	-16.826312	-85.846040
	3.005916	-16.275797	-86.199493
	3.359869	-15.786383	-86.475410
	3.681044	-15.365080	-86.665776
	3.958790	-15.017905	-86.763639
	4.184863	-14.749744	-86.767181
	4.354833	-14.564065	-86.682855
	4.469680	-14.462500	-86.524483
	4.535832	-14.444789	-86.310689
	4.563272	-14.509273	-86.061704
	4.563709	-14.653228	-85.796665
	4.550249	-14.872959	-85.533470
	4.537621	-15.164074	-85.289441
	4.541708	-15.521779	-85.080420
	4.578630	-15.940548	-84.919351
	4.664305	-16.412902	-84.815189
	4.814262	-16.927883	-84.771948
	5.042636	-17.470061	-84.788216
	5.360127	-18.019442	-84.857156
	5.771508	-18.552115	-84.966930
	6.272981	-19.041335	-85.103137
	6.849626	-19.458727	-85.253908
	7.473704	-19.775536	-85.414272
	8.104858	-19.964570	-85.586835
	8.693741	-20.002875	-85.780331
	9.190071	-19.874310	-86.008043
	9.552769	-19.571625	-86.284645
	9.757947	-19.097558	-86.620375
	9.803009	-18.463530	-87.016917
	9.706922	-17.685763	-87.469137
	9.505753	-16.781406	-87.968711
	9.243889	-15.766938	-88.504679
	8.964212	-14.657808	-89.063030
	8.700118	-13.468074	-89.627955
	8.470791	-12.210704	-89.816385
	8.280954	-10.898337	-89.284519
	8.124696	-9.543122	-88.788379
	7.990751	-8.155458	-88.336279
	7.867024	-6.743094	-87.933033
	7.743514	-5.311462	-87.581222
	7.613032	-3.864549	-87.282315
	7.470217	-2.406137	-87.037439
	7.310850	-0.941102	-86.848522
	7.132238	0.524251	-86.719324
	6.933863	1.982769	-86.655497
	6.717255	3.427079	-86.663466
	6.484671	4.849752	-86.748880
	6.237750	6.242932	-86.915697
	5.977691	7.597904	-87.166030
	5.706226	8.905505	-87.499513
	5.425488	10.157490	-87.911034
	5.136977	11.347546	-88.388546
	4.841280	12.470786	-88.913849
	4.539086	13.522442	-89.466087
	4.232121	14.497009	-89.974957
	3.922810	15.388165	-89.428461
	3.613881	16.189057	-88.914047
	3.309315	16.892444	-88.451484
	3.015273	17.490983	-88.058499
	2.739621	17.978105	-87.749292
	2.490755	18.349017	-87.533915
	2.276612	18.601022	-87.417723
	2.104265	18.733071	-87.401250
	1.979766	18.745219	-87.480857
	1.907223	18.638496	-87.649938
	1.887404	18.415148	-87.900198
	1.917297	18.079185	-88.222466
	1.991107	17.637155	-88.606947
	2.101746	17.098596	-89.042759
	2.241447	16.475586	-89.516800
	2.401574	15.781580	-89.986868
	2.572957	15.030444	-89.485771
	2.747189	14.236012	-88.996958
	2.917748	13.411440	-88.536022
	3.080361	12.568412	-88.117044
	3.233335	11.716989	-87.751849
	3.377723	10.866041	-87.448258
	3.516946	10.023907	-87.209268
	3.656436	9.198871	-87.034229
	3.803292	8.398871	-86.920388
	3.965945	7.630737	-86.863079
	4.153951	6.899485	-86.855530
	4.377560	6.207575	-86.890053
	4.646930	5.554105	-86.959208
	4.970617	4.933980	-87.055570
	5.352752	4.337049	-87.171436
	5.789679	3.747447	-87.298261
	6.267518	3.143205	-87.424902
	6.761224	2.496531	-87.536505
	7.235530	1.776011	-87.615271
	7.648910	0.951451	-87.642105
	7.960408	-0.000102	-87.599896
	8.137056	-1.090002	-87.479020
	8.159587	-2.316525	-87.282172
	8.025278	-3.665493	-87.025783
	7.747556	-5.112307	-86.737809
	7.352800	-6.625206	-86.452980
	6.875040	-8.169202	-86.207384
	6.349457	-9.709893	-86.033979
	5.806929	-11.216513	-85.959342
	5.271533	-12.663702	-86.001048
	4.760296	-14.032006	-86.165931
	4.283767	-15.307424	-86.450342
	3.847410	-16.480532	-86.842656
	3.453619	-17.546142	-87.327018
	3.102881	-18.503240	-87.886007
	2.793718	-19.354134	-88.500867
	2.522802	-20.102989	-89.151147
	2.286024	-20.754394	-89.815244
	2.079775	-21.312159	-89.528551
	1.901316	-21.778764	-88.899784
	1.747955	-22.155579	-88.312675
	1.616030	-22.443459	-87.774872
	1.501008	-22.643225	-87.288787
	1.398869	-22.755816	-86.854063
	1.307105	-22.782427	-86.470092
	1.224542	-22.724904	-86.137737
	1.150986	-22.586345	-85.859679
	1.087359	-22.371743	-85.639884
	1.035762	-22.088278	-85.482600
	0.998885	-21.744902	-85.390532
	0.979853	-21.351044	-85.362617
	0.982789	-20.915301	-85.392397
	1.012465	-20.445550	-85.467644
	1.073079	-19.950090	-85.572487
	1.166883	-19.438252	-85.691109
	1.292761	-18.919923	-85.809480
	1.445806	-18.404557	-85.915057
	1.618374	-17.900412	-85.997155
	1.801482	-17.414368	-86.048246
	1.985403	-16.952425	-86.064858
	2.159970	-16.520469	-86.047839
	2.315996	-16.124363	-86.001959
	2.447277	-15.769391	-85.934431
	2.551409	-15.459837	-85.852520
	2.629117	-15.198824	-85.761292
	2.682755	-14.988235	-85.663013
	2.715621	-14.828692	-85.558489
	2.733344	-14.719482	-85.449204
	2.745103	-14.658656	-85.339455
	2.762594	-14.643556	-85.237914
	2.798007	-14.671719	-85.157095
	2.862658	-14.741701	-85.110970
	2.966910	-14.853413	-85.113177
	3.121218	-15.007957	-85.176199
	3.337228	-15.206971	-85.310988
	3.627300	-15.451495	-85.526793
	4.001853	-15.740876	-85.828843
	4.466984	-16.071742	-86.213808
	5.024092	-16.437019	-86.667807
	5.669335	-16.825416	-87.169282
	6.392107	-17.221128	-87.693832
	7.174212	-17.603334	-88.219311
	7.989113	-17.946449	-88.730962
	8.800385	-18.221994	-89.224303
	9.562370	-18.401222	-89.704468
	10.226102	-18.457415	-89.816356
	10.748664	-18.368172	-89.323303
	11.101921	-18.118277	-88.805703
	11.278475	-17.701735	-88.261575
	11.293379	-17.120914	-87.695909
	11.180027	-16.383887	-87.117411
	10.981308	-15.502564	-86.537479
	10.739490	-14.491796	-85.969430
	10.488314	-13.368540	-85.426838
	10.249435	-12.151038	-84.921826
	10.032814	-10.857916	-84.463867
	9.839102	-9.506894	-84.059391
	9.662955	-8.113691	-83.712346
	9.496481	-6.691922	-83.424844
	9.331636	-5.253352	-83.197319
	9.161434	-3.807887	-83.029016
	8.980476	-2.363827	-82.918934
	8.785163	-0.928527	-82.866274
	8.573776	0.491172	-82.870539
	8.346251	1.888917	-82.931888
	8.103637	3.258768	-83.051520
	7.847409	4.594860	-83.231214
	7.578365	5.891137	-83.471883
	7.295560	7.141542	-83.772413
	6.996353	8.340546	-84.129644
	6.678000	9.483337	-84.538959
	6.339862	10.565370	-84.994495
	5.984482	11.582114	-85.488113
	5.616838	12.529321	-86.007865
	5.242989	13.403100	-86.538038
	4.869470	14.199695	-87.060464
	4.503111	14.915550	-87.555226
	4.150653	15.547639	-88.001210
	3.818500	16.093324	-88.377827
	3.512844	16.549797	-88.667501
	3.239645	16.913890	-88.857441
	3.003944	17.182283	-88.940624
	2.808929	17.351653	-88.916580
	2.655782	17.418899	-88.790652
	2.544245	17.381626	-88.571792
	2.473110	17.238392	-88.271673
	2.440471	16.988518	-87.905243
	2.443622	16.632090	-87.490646
	2.478508	16.170643	-87.047766
	2.539548	15.608073	-86.595923
	2.620183	14.950948	-86.151873
	2.713592	14.208017	-85.729053
	2.813420	13.389416	-85.338155
	2.914447	12.506118	-84.988157
	3.013239	11.569528	-84.686667
	3.109098	10.590891	-84.439901
	3.204484	9.580832	-84.252846
	3.304089	8.549430	-84.128883
	3.413552	7.506576	-84.068858
	3.538873	6.462043	-84.070473
	3.686276	5.425236	-84.128002
	3.862391	4.404743	-84.232689
	4.074607	3.407368	-84.374761
	4.330982	2.437133	-84.545604
	4.639224	1.495072	-84.737843
	5.004163	0.579257	-84.944218
	5.423604	-0.315831	-85.156909
	5.883964	-1.200391	-85.367265
	6.357820	-2.089908	-85.565774
	6.805153	-3.004213	-85.742225
	7.179332	-3.964602	-85.886119
	7.435923	-4.989503	-85.988000
	7.540267	-6.090215	-86.041796
	7.472730	-7.268791	-86.047781
	7.232243	-8.518479	-86.015004
	6.836639	-9.825407	-85.960992
	6.319103	-11.170406	-85.908197
	5.722078	-12.531138	-85.879753
	5.089902	-13.884721	-85.897163
	4.462043	-15.209707	-85.978638
	3.869345	-16.486780	-86.136610
	3.333928	-17.699216	-86.376213
	2.870723	-18.833497	-86.695382
	2.488227	-19.879725	-87.085116
	2.188456	-20.831656	-87.530654
	1.967526	-21.686009	-88.015700
