Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22	Hip_Z_23	Hip_X_23	Hip_Y_23	Knee_Z_23	Knee_X_23	Knee_Y_23	Ankle_Z_23	Ankle_X_23	Ankle_Y_23	Hip_Z_24	Hip_X_24	Hip_Y_24	Knee_Z_24	Knee_X_24	Knee_Y_24	Ankle_Z_24	Ankle_X_24	Ankle_Y_24
26	-6.425557	-3.02453	-3.287883	34.426502	-2.189004	10.287092	-21.774289	5.250973	5.8391	-7.608186	-4.151482	-2.455105	34.39161	-2.491044	9.761629	-23.489655	7.230999	9.008544	-8.740094	-3.487543	-1.738827	35.6834	-2.786783	12.447484	-19.586171	5.506372	3.627991	-5.091924	-2.032477	-1.510189	35.909599	-2.998262	10.101426	-23.974402	7.831853	6.168386	-7.646581	-3.36437	-5.098507	34.367366	-2.090495	9.39918	-20.504668	3.911985	4.644717	-6.321103	-4.085208	-4.731045	34.414352	-2.337183	9.396837	-23.239591	7.08859	5.597704	-6.345107	-3.428714	-3.213248	33.664641	-1.870795	12.132669	-20.573631	4.847111	5.549149	-5.495201	-4.337831	-5.629617	30.83416	-2.432137	9.297305	-20.63026	5.972384	6.308391	-8.054178	-3.703328	-3.282484	34.801078	-2.378586	9.621678	-22.636822	5.468403	5.339515	-10.26825	-4.119007	-6.633352	33.992481	-2.683289	9.771953	-21.343516	4.983738	4.663485	-7.528337	-4.557253	-4.47344	34.279637	-2.309073	10.244266	-22.034014	6.784283	4.909943	-5.115104	-2.564257	-3.505634	32.054363	-1.646218	9.522079	-20.448114	5.381352	5.179477	-7.995687	-1.596782	-5.714634	34.405083	-1.309738	8.300743	-20.709802	5.04318	6.829088	-4.170979	-2.865622	-3.469815	32.016036	-1.198953	6.387251	-21.387153	6.005695	5.838615	-6.272969	-2.883219	-4.394668	34.049179	-1.372787	7.44915	-21.138911	4.870636	5.01069	-6.974389	-4.622417	-3.600908	32.980216	-2.76606	9.913449	-20.546003	6.658149	4.131263	-9.60099	-4.822148	-4.739751	35.604103	-2.748106	9.615682	-21.315538	6.610008	4.146467	-8.714235	-5.009747	-5.340844	33.046407	-2.61852	7.203124	-20.380171	9.542156	6.048502	-5.586014	-3.588444	-3.585564	33.498478	-1.960197	7.637876	-21.390906	5.23019	3.925495	-6.782299	-3.940039	-4.384265	30.955436	-1.542835	8.491437	-21.025122	5.75359	5.408157	-8.397819	-3.816076	-3.815372	31.981532	-1.91731	7.611827	-19.314485	6.185862	4.551093	-7.859052	-3.218949	-4.007516	37.052616	-2.022937	9.634915	-22.841298	6.410449	7.641329	-6.790029	-3.472488	-3.340842	34.102966	-1.577255	9.26645	-20.336236	5.983594	4.761693	-7.012465	-3.53172	-5.488058	32.902306	-2.439502	9.976397	-20.56227	5.369817	6.424309
27	-4.638673	-2.85274	-3.174094	32.481652	-1.763044	9.685162	-20.908583	4.370762	5.473062	-5.711142	-3.792512	-2.738617	32.047939	-2.117953	9.239409	-22.684565	6.767219	8.439569	-6.788082	-3.169986	-1.931372	33.640334	-2.642272	12.51947	-18.572739	4.608392	3.115808	-3.335628	-1.705636	-1.871437	33.785807	-2.830829	10.089722	-22.889128	7.388263	5.74521	-5.797077	-3.215719	-5.218734	32.166983	-1.914336	9.222505	-20.021606	3.53404	4.313196	-4.550433	-3.813392	-4.790548	32.583017	-2.130174	9.112205	-22.340338	6.347916	4.969603	-4.480012	-3.287135	-3.149287	31.660563	-1.608452	11.766005	-19.716792	4.156576	5.247595	-3.580714	-4.058023	-5.973816	28.598458	-2.069924	9.031696	-19.490054	5.109076	6.002625	-6.348381	-3.37472	-3.657636	32.688914	-2.078316	9.410284	-21.978124	4.719962	5.201365	-8.173957	-3.790251	-6.634984	31.538417	-2.507536	9.618088	-20.66575	4.378019	4.200348	-5.688482	-4.206148	-4.648267	32.278745	-2.10705	10.066137	-21.203974	6.127614	4.261738	-3.388301	-2.366312	-4.152402	29.97178	-1.297756	9.279633	-19.313966	4.531616	5.14301	-6.047973	-1.377239	-5.726232	32.066158	-1.203396	7.784687	-19.829862	4.683849	6.721983	-2.295812	-2.491952	-3.621652	29.682733	-0.921115	5.869498	-20.101977	5.512669	5.629015	-4.321389	-2.598397	-4.28255	31.754743	-1.236161	7.054791	-20.190584	4.444405	4.668172	-5.255371	-4.359232	-3.735381	30.978641	-2.441815	9.818663	-19.910752	5.898092	3.763393	-7.898314	-4.608835	-4.852819	33.914838	-2.539272	9.177425	-20.747938	5.992278	3.784715	-6.805213	-4.683276	-5.339792	30.851248	-2.382283	6.660888	-19.910231	9.065307	5.870556	-3.778796	-3.286998	-3.674933	31.443998	-1.656243	7.37244	-20.251043	4.545528	3.391356	-4.822947	-3.56414	-4.379835	28.728274	-1.281097	7.956988	-20.003414	5.122423	4.913047	-6.556023	-3.443938	-3.691274	29.986715	-1.642907	7.17021	-18.452943	5.752044	4.081236	-6.118253	-3.032546	-4.557924	35.098814	-1.838502	9.465597	-22.01002	5.596306	7.428696	-5.018011	-3.261467	-3.463262	32.206512	-1.437801	9.306505	-19.412347	5.370675	4.227195	-5.309641	-3.28643	-5.987719	30.769917	-2.196378	9.675819	-19.710822	4.762209	6.242882
28	-2.849466	-2.60477	-3.006446	30.446674	-1.369849	9.102645	-19.663451	3.373795	5.051227	-3.814515	-3.411323	-3.128611	29.558082	-1.712178	8.893825	-21.491211	6.111128	7.873084	-4.835111	-2.848626	-2.182559	31.471077	-2.42541	12.778872	-17.224328	3.591741	2.530735	-1.608713	-1.403139	-2.272112	31.541957	-2.636126	10.045469	-21.431562	6.767256	5.411267	-3.945186	-3.035605	-5.313754	29.810705	-1.712068	9.055532	-19.177278	2.985354	3.973033	-2.795311	-3.500172	-4.872326	30.664512	-1.894797	8.879839	-21.114197	5.416751	4.350895	-2.623969	-3.069843	-3.014106	29.566019	-1.363292	11.41851	-18.480532	3.299122	4.90216	-1.708491	-3.74983	-6.305301	26.316935	-1.699044	8.823659	-17.924628	4.050535	5.730752	-4.632693	-3.047898	-4.147253	30.448659	-1.725496	9.344201	-20.915787	3.786766	5.086606	-6.03811	-3.464878	-6.610633	28.863649	-2.230338	9.496263	-19.625864	3.584847	3.693769	-3.86685	-3.834155	-4.891378	30.178244	-1.853866	9.969987	-20.022843	5.321047	3.623627	-1.685462	-2.145293	-4.75924	27.821796	-1.019632	9.018287	-17.754695	3.5863	5.161121	-4.121563	-1.14234	-5.624159	29.643641	-1.045647	7.294103	-18.528831	4.179286	6.524434	-0.505672	-2.138692	-3.830972	27.296707	-0.62543	5.499295	-18.412281	4.839357	5.482267	-2.422648	-2.293852	-4.184046	29.363747	-1.089433	6.763207	-18.801313	3.891984	4.338945	-3.53895	-4.047293	-3.812246	28.899656	-2.103874	9.730733	-18.939678	4.956115	3.377458	-6.186819	-4.314069	-4.93179	32.132545	-2.309392	8.781031	-19.895561	5.194307	3.410749	-4.866117	-4.318458	-5.325781	28.495391	-2.094685	6.194104	-19.111089	8.419695	5.676327	-2.026026	-2.999212	-3.841482	29.315272	-1.332341	7.22628	-18.704673	3.691114	2.865241	-2.892894	-3.153924	-4.32082	26.423563	-1.015546	7.462256	-18.592104	4.333371	4.438448	-4.717527	-3.053186	-3.580412	27.899758	-1.357201	6.782368	-17.265078	5.167591	3.663332	-4.361979	-2.840913	-5.121937	33.033523	-1.637958	9.353347	-20.833226	4.633347	7.195519	-3.27879	-3.037486	-3.643315	30.234461	-1.303931	9.375569	-18.159934	4.570505	3.732883	-3.626362	-3.010492	-6.471401	28.564446	-1.899877	9.390984	-18.52542	3.984823	6.062643
29	-1.093841	-2.296616	-2.840777	28.356044	-1.016038	8.65556	-18.00193	2.28935	4.590529	-1.963134	-3.013309	-3.579672	26.987171	-1.292881	8.747656	-19.879843	5.245963	7.352717	-2.90259	-2.541888	-2.476696	29.220479	-2.136477	13.230968	-15.589317	2.490335	1.919794	0.089387	-1.138466	-2.648732	29.234267	-2.398393	9.980939	-19.598843	5.983483	5.177974	-2.125544	-2.831489	-5.351161	27.353995	-1.493091	8.905322	-17.921493	2.270039	3.622433	-1.083843	-3.169568	-4.987693	28.696995	-1.619106	8.752569	-19.557901	4.307434	3.778568	-0.83109	-2.79153	-2.850933	27.440871	-1.115355	11.156748	-16.835453	2.290677	4.482673	0.089154	-3.423517	-6.584561	24.049039	-1.336546	8.721492	-15.927786	2.845652	5.446535	-2.930447	-2.734943	-4.67401	28.143382	-1.337127	9.382329	-19.469099	2.701966	4.990128	-3.886093	-3.153403	-6.554203	25.987669	-1.84518	9.447553	-18.207412	2.616909	3.139328	-2.078098	-3.463141	-5.173687	28.014498	-1.548538	9.967674	-18.493863	4.387579	2.999346	-0.042791	-1.917108	-5.260919	25.663809	-0.788665	8.77212	-15.802267	2.593183	5.203549	-2.264302	-0.90307	-5.451929	27.210533	-0.84769	6.904315	-16.844241	3.563122	6.235388	1.189591	-1.811459	-4.061292	24.920425	-0.343618	5.293846	-16.366455	4.040057	5.415895	-0.619227	-1.992152	-4.100755	26.958021	-0.940673	6.599605	-17.002106	3.259562	4.047789	-1.865348	-3.701982	-3.84789	26.808655	-1.755717	9.681449	-17.637185	3.876735	2.974261	-4.499125	-3.958355	-4.985997	30.279707	-2.052684	8.478595	-18.726024	4.228081	3.003531	-2.947644	-3.929206	-5.315298	26.029635	-1.770417	5.849061	-17.943494	7.62342	5.473229	-0.370021	-2.745978	-4.084245	27.158773	-0.989868	7.252419	-16.731354	2.701127	2.376913	-1.032795	-2.725116	-4.23466	24.098315	-0.746404	7.076163	-16.794737	3.409347	4.015379	-2.922406	-2.667559	-3.515134	25.769045	-1.05929	6.518105	-15.732074	4.440827	3.320573	-2.606865	-2.656556	-5.637311	30.892125	-1.424491	9.291967	-19.292731	3.553047	6.951561	-1.58761	-2.815034	-3.832132	28.219102	-1.170744	9.471095	-16.559843	3.60835	3.287408	-1.979592	-2.731293	-6.908072	26.319483	-1.551193	9.168773	-16.969364	3.061407	5.877181
30	0.604354	-1.950782	-2.710162	26.241497	-0.701003	8.415725	-15.925691	1.154323	4.103205	-0.194762	-2.590717	-4.016565	24.415224	-0.890332	8.805581	-17.851654	4.196292	6.916939	-1.01178	-2.265662	-2.790523	26.920392	-1.781802	13.857511	-13.661238	1.333741	1.308654	1.744408	-0.911052	-2.934442	26.933144	-2.1149	9.925599	-17.398476	5.089868	5.045128	-0.369653	-2.606439	-5.319094	24.866971	-1.261022	8.8139	-16.26166	1.425894	3.224265	0.549674	-2.83879	-5.118071	26.717525	-1.304355	8.782808	-17.630222	3.04743	3.285729	0.861145	-2.473225	-2.68826	25.338741	-0.849985	11.024055	-14.800921	1.171283	3.993136	1.79286	-3.083429	-6.77538	21.842919	-0.998943	8.756807	-13.537572	1.569261	5.093452	-1.258501	-2.433106	-5.163442	25.821815	-0.933596	9.496069	-17.634888	1.510659	4.883121	-1.737257	-2.860947	-6.434975	22.921425	-1.359436	9.519703	-16.370029	1.499069	2.533478	-0.330924	-3.106472	-5.443679	25.820657	-1.202486	10.059067	-16.61598	3.354647	2.394748	1.504805	-1.679779	-5.600056	23.528588	-0.591084	8.586583	-13.456101	1.599085	5.2383	-0.508342	-0.665613	-5.242236	24.821318	-0.638057	6.667081	-14.807499	2.868698	5.890419	2.778589	-1.510735	-4.268781	22.594863	-0.105449	5.26256	-13.967769	3.17405	5.426719	1.071722	-1.702849	-4.004112	24.591011	-0.80594	6.566802	-14.795524	2.597413	3.811537	-0.269768	-3.329633	-3.855315	24.748504	-1.399164	9.718961	-15.975904	2.702023	2.541924	-2.862539	-3.563506	-5.023945	28.382018	-1.773559	8.315602	-17.211026	3.130043	2.535867	-1.103328	-3.524862	-5.312407	23.506772	-1.429533	5.677064	-16.353181	6.71246	5.253953	1.177782	-2.522645	-4.349178	25.003548	-0.652674	7.443594	-14.362641	1.642489	1.969723	0.742155	-2.286784	-4.119992	21.789696	-0.492791	6.833957	-14.621214	2.407627	3.652298	-1.195365	-2.299423	-3.504234	23.642458	-0.766505	6.414123	-13.887354	3.629937	3.059975	-0.883605	-2.481305	-6.031338	28.714149	-1.209665	9.270665	-17.372173	2.407885	6.71086	0.032603	-2.600324	-3.974577	26.19242	-1.031574	9.596573	-14.602761	2.523125	2.902549	-0.393625	-2.46648	-7.25983	24.069576	-1.164256	9.064238	-15.011025	2.043289	5.633157
31	2.229148	-1.579277	-2.601893	24.127543	-0.425061	8.415826	-13.413714	0.003162	3.581435	1.485013	-2.13379	-4.344655	21.905831	-0.534898	9.035935	-15.435358	3.029101	6.533033	0.796315	-2.028455	-3.062186	24.600682	-1.380605	14.604179	-11.37192	0.155539	0.72068	3.331116	-0.707294	-3.091028	24.686722	-1.796332	9.91514	-14.833823	4.152165	4.963769	1.289566	-2.360898	-5.215041	22.412482	-1.023197	8.831833	-14.202476	0.49382	2.744412	2.098404	-2.512806	-5.214223	24.753711	-0.972589	8.964527	-15.340667	1.72663	2.834453	2.423912	-2.127169	-2.520526	23.298247	-0.562141	11.038487	-12.392218	-0.015201	3.449858	3.383707	-2.728562	-6.836129	19.729854	-0.704866	8.941468	-10.768791	0.282518	4.628481	0.358469	-2.129113	-5.524871	23.537113	-0.548431	9.658419	-15.379134	0.274997	4.728535	0.401262	-2.577826	-6.200813	19.723164	-0.828557	9.707954	-14.173146	0.300363	1.866574	1.367106	-2.757122	-5.612932	23.632888	-0.847629	10.211527	-14.394258	2.262057	1.807476	2.936715	-1.421332	-5.733486	21.425341	-0.42438	8.508207	-10.708565	0.65721	5.217467	1.117377	-0.430338	-5.007557	22.528678	-0.457224	6.625837	-12.416738	2.13979	5.545412	4.232073	-1.235669	-4.389506	20.361034	0.060995	5.413829	-11.167119	2.31353	5.469297	2.648784	-1.42808	-3.846721	22.296776	-0.693631	6.656527	-12.179549	1.953873	3.637973	1.220751	-2.933357	-3.824328	22.745679	-1.050558	9.889835	-13.876033	1.48468	2.067497	-1.293912	-3.146878	-5.059202	26.460337	-1.47897	8.320031	-15.346096	1.94621	1.996808	0.631434	-3.113455	-5.297159	20.983482	-1.107361	5.706275	-14.301553	5.741742	4.983129	2.618523	-2.310019	-4.556322	22.859398	-0.358213	7.758484	-11.607427	0.589279	1.659815	2.422777	-1.846913	-3.965913	19.515091	-0.275864	6.759922	-12.050843	1.381899	3.341371	0.444872	-1.94898	-3.530687	21.542811	-0.504881	6.472039	-11.727733	2.784621	2.910596	0.775858	-2.30248	-6.242781	26.534155	-1.008376	9.285431	-15.054042	1.268762	6.458595	1.557593	-2.385751	-3.996477	24.1893	-0.885253	9.748544	-12.295037	1.379498	2.545508	1.124567	-2.214647	-7.483366	21.838808	-0.776208	9.088363	-12.654342	0.994968	5.29776
32	3.761525	-1.187804	-2.459127	22.033817	-0.187392	8.665779	-10.408958	-1.126609	2.994806	3.084532	-1.633521	-4.460889	19.496599	-0.252159	9.392274	-12.637865	1.806393	6.121734	2.497976	-1.807818	-3.206367	22.293058	-0.979294	15.345492	-8.745101	-1.012487	0.167822	4.825012	-0.51038	-3.07824	22.515255	-1.461317	9.966283	-11.885522	3.220813	4.874913	2.815477	-2.09022	-5.014492	20.056764	-0.799244	9.006187	-11.724834	-0.474518	2.14905	3.561469	-2.188846	-5.225116	22.814467	-0.651105	9.270921	-12.657035	0.424431	2.38283	3.831715	-1.759677	-2.300733	21.352531	-0.264735	11.171456	-9.59723	-1.203356	2.862287	4.831613	-2.352917	-6.7004	17.736098	-0.475624	9.268885	-7.612581	-0.956751	4.015543	1.90997	-1.805891	-5.694916	21.319489	-0.216748	9.81426	-12.75406	-0.928162	4.514052	2.527797	-2.289566	-5.786256	16.433775	-0.311276	9.991007	-11.637845	-0.931379	1.12159	3.0076	-2.398132	-5.601882	21.47411	-0.516288	10.367426	-11.847037	1.150817	1.228867	4.260608	-1.12246	-5.611598	19.34972	-0.300905	8.554267	-7.550736	-0.176948	5.078384	2.616737	-0.191371	-4.736942	20.34822	-0.326989	6.747859	-9.726227	1.429263	5.22938	5.560256	-0.977459	-4.378691	18.226336	0.159417	5.704782	-8.01557	1.506461	5.486077	4.11659	-1.16704	-3.582152	20.09111	-0.596637	6.860511	-9.164629	1.37031	3.520406	2.629372	-2.520794	-3.730402	20.789661	-0.735434	10.174988	-11.366697	0.286338	1.581902	0.200315	-2.723012	-5.099927	24.521455	-1.172792	8.520197	-13.113017	0.716338	1.401373	2.256143	-2.700738	-5.230562	18.499993	-0.835477	5.917642	-11.812974	4.756762	4.617864	3.957199	-2.077954	-4.59538	20.729411	-0.152539	8.125796	-8.441515	-0.371455	1.431306	3.993548	-1.416204	-3.750744	17.282479	-0.118202	6.88053	-9.034639	0.385814	3.03258	1.977803	-1.612256	-3.555074	19.479402	-0.30511	6.677265	-9.205653	1.957423	2.913818	2.36408	-2.100946	-6.248433	24.365235	-0.831549	9.327349	-12.349002	0.193419	6.159343	2.98494	-2.156672	-3.847528	22.230393	-0.738446	9.912063	-9.647997	0.241905	2.174199	2.5743	-1.964831	-7.536788	19.638936	-0.422387	9.242128	-9.906263	-0.032574	4.836098
33	5.208451	-0.78496	-2.229835	19.960344	0.011603	9.081257	-6.984516	-2.208076	2.353961	4.613932	-1.084419	-4.258276	17.209878	-0.061352	9.819336	-9.468587	0.582996	5.580926	4.077424	-1.581381	-3.145691	20.021558	-0.608573	15.969233	-5.80303	-2.162525	-0.350647	6.196734	-0.301085	-2.83491	20.429793	-1.135746	10.070362	-8.535392	2.332288	4.742998	4.215303	-1.794538	-4.695322	17.820835	-0.604959	9.31718	-8.889178	-1.427641	1.437134	4.938759	-1.861129	-5.081944	20.899989	-0.376266	9.638271	-9.537264	-0.780656	1.911614	5.11569	-1.376666	-1.977451	19.497509	0.011585	11.320088	-6.480098	-2.338284	2.247251	6.13225	-1.954533	-6.34503	15.862139	-0.313321	9.669568	-4.170133	-2.117038	3.285831	3.387723	-1.453204	-5.623442	19.181141	0.042741	9.929082	-9.77421	-2.044354	4.25436	4.636033	-1.97938	-5.129184	13.102213	0.120498	10.343707	-8.781156	-2.154338	0.303546	4.578137	-2.021481	-5.361784	19.349606	-0.227018	10.48493	-8.971106	0.047027	0.660759	5.515419	-0.776576	-5.221698	17.295493	-0.226692	8.687929	-4.051828	-0.886881	4.802631	3.991338	0.054854	-4.403599	18.288716	-0.250164	6.995473	-6.762711	0.770853	4.942895	6.779824	-0.725544	-4.188612	16.196275	0.198399	6.097068	-4.549846	0.769364	5.441862	5.496863	-0.919169	-3.204232	17.95952	-0.502917	7.157284	-5.838619	0.868397	3.465953	3.97758	-2.095757	-3.53622	18.869099	-0.473447	10.538665	-8.465239	-0.848258	1.109715	1.629897	-2.303348	-5.114632	22.559215	-0.870061	8.919271	-10.462012	-0.504131	0.774248	3.780887	-2.294285	-5.07632	16.078762	-0.627201	6.293527	-8.916678	3.783375	4.132904	5.219513	-1.807905	-4.432686	18.614945	-0.03339	8.488797	-4.940285	-1.210381	1.220455	5.464214	-1.003586	-3.462739	15.090081	-0.019144	7.158864	-5.635379	-0.559266	2.672254	3.408038	-1.283054	-3.526009	17.45535	-0.168445	6.987776	-6.339689	1.185432	3.042507	3.883601	-1.85875	-6.030192	22.212475	-0.683981	9.389631	-9.262571	-0.778212	5.770463	4.31606	-1.903102	-3.498862	20.31837	-0.598589	10.06896	-6.64793	-0.850235	1.764696	3.950035	-1.700308	-7.370265	17.473605	-0.137036	9.521666	-6.772582	-0.998729	4.196582
34	6.574209	-0.377692	-1.878983	17.902027	0.155597	9.562996	-3.213851	-3.217474	1.696147	6.082797	-0.498624	-3.737672	15.036891	0.046582	10.25177	-6.039166	-0.606258	4.869265	5.522244	-1.334973	-2.808073	17.81525	-0.280169	16.3684	-2.585259	-3.308634	-0.837803	7.447289	-0.072112	-2.35428	18.428584	-0.835295	10.198148	-4.873164	1.493275	4.571587	5.50064	-1.47646	-4.23276	15.70494	-0.445154	9.723281	-5.717433	-2.344791	0.621604	6.243156	-1.521445	-4.739604	19.005873	-0.164433	9.974132	-6.049914	-1.852345	1.396795	6.299861	-0.976956	-1.506982	17.730013	0.240067	11.38776	-3.092193	-3.403351	1.634246	7.282053	-1.538695	-5.753039	14.12227	-0.219294	10.061312	-0.546408	-3.181968	2.474998	4.780726	-1.070336	-5.277186	17.129831	0.219004	9.989454	-6.46548	-3.021536	4.008527	6.704789	-1.643103	-4.255259	9.816009	0.416724	10.7418	-5.719468	-3.337495	-0.515441	6.060487	-1.624005	-4.857036	17.264268	0.006698	10.530693	-5.770296	-1.032622	0.10478	6.730484	-0.38647	-4.564915	15.26997	-0.198233	8.868549	-0.285505	-1.479979	4.385609	5.257444	0.300957	-3.976732	16.353928	-0.211573	7.33208	-3.562926	0.193637	4.678332	7.909706	-0.467916	-3.763118	14.293092	0.191012	6.539413	-0.832577	0.109164	5.291066	6.804126	-0.685525	-2.703712	15.892768	-0.406498	7.517501	-2.286639	0.468787	3.515841	5.279867	-1.6589	-3.183277	16.978728	-0.280793	10.923432	-5.193266	-1.873295	0.654328	3.014025	-1.886975	-5.033299	20.569524	-0.598963	9.420901	-7.430691	-1.656625	0.132094	5.221648	-1.910091	-4.805281	13.737943	-0.480684	6.815402	-5.642927	2.838857	3.514931	6.418659	-1.492651	-4.053301	16.523427	0.013114	8.809359	-1.180331	-1.927993	0.97771	6.840862	-0.619619	-3.090227	12.949356	0.033026	7.560853	-1.919697	-1.459196	2.228053	4.74453	-0.96021	-3.402347	15.489008	-0.07623	7.375027	-3.17573	0.472915	3.219981	5.334551	-1.558384	-5.57733	20.084108	-0.565802	9.46834	-5.812098	-1.615303	5.242804	5.550009	-1.619255	-2.932552	18.445023	-0.471779	10.195553	-3.276926	-1.8796	1.291023	5.261331	-1.403591	-6.958878	15.338271	0.060092	9.865852	-3.332286	-1.894938	3.393035
35	7.857861	0.023057	-1.383987	15.865042	0.227454	9.985563	0.791434	-4.135342	1.042591	7.478367	0.107648	-2.93574	12.983777	0.083552	10.629109	-2.472397	-1.745922	4.002199	6.841951	-1.068976	-2.17804	15.708165	0.010782	16.48755	0.788227	-4.479669	-1.292599	8.591143	0.170257	-1.648198	16.516245	-0.562767	10.327719	-0.993142	0.698923	4.358479	6.689185	-1.143278	-3.601477	13.705	-0.313378	10.165777	-2.234666	-3.230981	-0.267443	7.480569	-1.162018	-4.176926	17.135789	-0.015599	10.206225	-2.285516	-2.788155	0.815507	7.394035	-0.562809	-0.866101	16.064198	0.404858	11.295466	0.476223	-4.40411	1.076218	8.286222	-1.11959	-4.913593	12.5501	-0.191478	10.325014	3.114194	-4.144674	1.62316	6.087294	-0.666008	-4.678565	15.167988	0.314408	9.984579	-2.938657	-3.825861	3.828142	8.691625	-1.287079	-3.219443	6.688186	0.548668	11.153127	-2.590784	-4.453632	-1.217097	7.442166	-1.206762	-4.103242	15.240292	0.184496	10.500627	-2.33285	-2.087	-0.459195	7.924868	0.038575	-3.667987	13.299176	-0.200103	9.054883	3.650815	-1.980107	3.815183	6.454602	0.52737	-3.449967	14.534179	-0.181004	7.71685	-0.229975	-0.288561	4.439391	8.976354	-0.203141	-3.102051	12.547943	0.162239	6.972429	2.967094	-0.480531	5.02498	8.048113	-0.469859	-2.062394	13.899938	-0.302052	7.901318	1.391004	0.189324	3.701378	6.538098	-1.215589	-2.644973	15.115506	-0.155203	11.263938	-1.6444	-2.772534	0.205771	4.352047	-1.470026	-4.794667	18.558042	-0.38035	9.918069	-4.085731	-2.701986	-0.535255	6.604718	-1.565395	-4.401839	11.49337	-0.379173	7.429149	-2.083894	1.923236	2.787243	7.563583	-1.136487	-3.444053	14.482624	0.008881	9.039157	2.714863	-2.532952	0.67434	8.127775	-0.277594	-2.610802	10.89228	0.056581	8.044455	1.995819	-2.332546	1.684034	5.992976	-0.649158	-3.142816	13.607085	-0.006929	7.820182	0.238108	-0.193764	3.352203	6.714497	-1.200083	-4.918146	17.98804	-0.474484	9.530907	-2.09275	-2.326704	4.590898	6.688758	-1.309955	-2.181949	16.603738	-0.355399	10.273373	0.414224	-2.866106	0.768376	6.519071	-1.061721	-6.27847	13.239817	0.156713	10.204263	0.335436	-2.724629	2.47612
