knee_X	knee_Y	knee_Z
	62.062983	1.204881	-25.315264
	63.718996	1.487610	-25.456747
	65.295546	1.826860	-25.595438
	66.781249	2.224501	-25.725928
	68.162543	2.675050	-25.839218
	69.425052	3.165365	-25.924535
	70.554560	3.675800	-25.971806
	71.537132	4.182100	-25.973360
	72.358894	4.657737	-25.925257
	73.006307	5.076751	-25.828543
	73.467313	5.416253	-25.689233
	73.732798	5.657892	-25.516494
	73.797121	5.788669	-25.319632
	73.657392	5.801586	-25.105393
	73.312493	5.695821	-24.877210
	72.762268	5.475863	-24.635879
	72.006898	5.149502	-24.380361
	71.047031	4.725153	-24.108835
	69.884381	4.210639	-23.819979
	68.521852	3.615127	-23.513513
	66.963136	2.952426	-23.189947
	65.212201	2.243445	-22.851296
	63.273051	1.516423	-22.502800
	61.149636	0.803637	-22.153469
	58.845480	0.135817	-21.815024
	56.363672	-0.462568	-21.499875
	53.708363	-0.974724	-21.219616
	50.887091	-1.390341	-20.986189
	47.912118	-1.704553	-20.813839
	44.800624	-1.917755	-20.718592
	41.574969	-2.035292	-20.716372
	38.263194	-2.067154	-20.823024
	34.898430	-2.028656	-21.055228
	31.516626	-1.941727	-21.428098
	28.154436	-1.834503	-21.949852
	24.848610	-1.738016	-22.617787
	21.635946	-1.681255	-23.416372
	18.552978	-1.686230	-24.315968
	15.635079	-1.764212	-25.273139
	12.915157	-1.914021	-26.234320
	10.422766	-2.122786	-27.142475
	8.183906	-2.369014	-27.944887
	6.220823	-2.627028	-28.599425
	4.551430	-2.871206	-29.077694
	3.188494	-3.079109	-29.365982
	2.139091	-3.233593	-29.465109
	1.404678	-3.324300	-29.388763
	0.981894	-3.348152	-29.159175
	0.863944	-3.308325	-28.800758
	1.041028	-3.212470	-28.336086
	1.499236	-3.071089	-27.786446
	2.220421	-2.895814	-27.172989
	3.183782	-2.697619	-26.516443
	4.367520	-2.485494	-25.837790
	5.750216	-2.265822	-25.160717
	7.311799	-2.042337	-24.513118
	9.033394	-1.816299	-23.925144
	10.895838	-1.586944	-23.424321
	12.877505	-1.352623	-23.029312
	14.952395	-1.112883	-22.744572
	17.088822	-0.870860	-22.558953
	19.249143	-0.634354	-22.447472
	21.391054	-0.414907	-22.373663
	23.470113	-0.225456	-22.294015
	25.443002	-0.076965	-22.166385
	27.271249	0.025205	-21.959833
	28.924646	0.083421	-21.661680
	30.383425	0.107130	-21.279989
	31.638222	0.110020	-20.842580
	32.687741	0.106841	-20.392891
	33.535703	0.110801	-19.980789
	34.188541	0.131758	-19.649795
	34.653884	0.175221	-19.427307
	34.939969	0.241462	-19.322005
	35.055668	0.324876	-19.326284
	35.009513	0.414949	-19.420854
	34.809125	0.498752	-19.580765
	34.463643	0.563447	-19.781854
	33.985849	0.598421	-20.005388
	33.390658	0.597415	-20.239029
	32.692700	0.559632	-20.475752
	31.905660	0.488937	-20.712859
	31.042680	0.392038	-20.950135
	30.116630	0.276456	-21.187846
	29.139881	0.148492	-21.425932
	28.123722	0.012042	-21.662817
	27.077962	-0.131431	-21.894100
	26.011279	-0.282384	-22.112698
	24.931815	-0.442275	-22.309499
	23.847426	-0.612445	-22.475089
	22.765812	-0.793371	-22.603581
	21.694574	-0.984251	-22.695276
	20.641187	-1.182733	-22.755168
	19.613322	-1.384898	-22.789335
	18.619572	-1.585605	-22.802512
	17.670074	-1.779186	-22.797660
	16.777063	-1.960271	-22.776756
	15.955330	-2.124478	-22.741606
	15.222144	-2.268970	-22.694192
	14.596717	-2.393000	-22.636907
	14.099677	-2.498184	-22.573068
	13.752212	-2.587883	-22.507474
	13.574432	-2.665856	-22.446209
	13.583457	-2.735144	-22.394972
	13.792138	-2.797599	-22.357037
	14.208721	-2.853677	-22.333538
	14.837314	-2.902191	-22.325512
	15.678857	-2.940120	-22.334748
	16.731607	-2.962755	-22.363069
	17.990592	-2.964056	-22.411181
	19.446779	-2.937037	-22.477740
	21.086731	-2.874605	-22.558507
	22.892789	-2.771133	-22.645926
	24.843561	-2.624006	-22.731077
	26.914637	-2.434300	-22.807571
	29.079427	-2.206720	-22.873788
	31.310122	-1.949048	-22.932216
	33.579116	-1.670979	-22.988240
	35.860798	-1.382554	-23.048836
	38.132915	-1.092919	-23.119841
	40.377258	-0.809562	-23.203614
	42.580105	-0.537806	-23.299298
	44.732376	-0.280672	-23.404105
	46.829227	-0.039059	-23.514042
	48.869260	0.187987	-23.624490
	50.853640	0.403166	-23.730647
	52.785021	0.610931	-23.827466
	54.666346	0.817483	-23.910478
	56.499815	1.030867	-23.978598
	58.286329	1.260740	-24.036399
	60.025472	1.517200	-24.093563
	61.715517	1.809319	-24.162535
	63.352993	2.143974	-24.255244
	64.931875	2.524678	-24.379291
	66.442888	2.950385	-24.535148
	67.873610	3.414530	-24.715662
	69.209532	3.904576	-24.907672
	70.435056	4.402414	-25.094562
	71.533664	4.885834	-25.258737
	72.487880	5.330637	-25.383996
	73.280090	5.712951	-25.457870
	73.894181	6.011865	-25.473463
	74.317205	6.211722	-25.430165
	74.540039	6.303059	-25.332556
	74.556739	6.282341	-25.187353
	74.363640	6.151353	-25.000657
	73.959048	5.916147	-24.777167
	73.343015	5.584819	-24.519930
	72.516919	5.165517	-24.230204
	71.483159	4.666758	-23.908872
	70.245032	4.098981	-23.558644
	68.806768	3.475461	-23.184931
	67.173786	2.813009	-22.795061
	65.352833	2.132643	-22.397524
	63.351619	1.458695	-22.002387
	61.178027	0.815713	-21.621192
	58.839006	0.224703	-21.264916
	56.340116	-0.298628	-20.942724
	53.687165	-0.742917	-20.663478
	50.888954	-1.100046	-20.438061
	47.958495	-1.365415	-20.280977
	44.912718	-1.538586	-20.210168
	41.772945	-1.623826	-20.244455
	38.565857	-1.631007	-20.400188
	35.322647	-1.576569	-20.689092
	32.076744	-1.483680	-21.117258
	28.862539	-1.380843	-21.682871
	25.715523	-1.298054	-22.373093
	22.672089	-1.261007	-23.163516
	19.768217	-1.286075	-24.019911
	17.037924	-1.378217	-24.900405
	14.512310	-1.531393	-25.758558
	12.218922	-1.730468	-26.548305
	10.181123	-1.954520	-27.230338
	8.418033	-2.180945	-27.776955
	6.945160	-2.388677	-28.172748
	5.774854	-2.560013	-28.412834
	4.915879	-2.681686	-28.501092
	4.372668	-2.745643	-28.448346
	4.145370	-2.749761	-28.270798
	4.230204	-2.697780	-27.988519
	4.619500	-2.597675	-27.623178
	5.301859	-2.459276	-27.195904
	6.262581	-2.291978	-26.725074
	7.483964	-2.103246	-26.224394
	8.945106	-1.898864	-25.704732
	10.621043	-1.684043	-25.178742
	12.481594	-1.463855	-24.662832
	14.490552	-1.243001	-24.174883
	16.605807	-1.025564	-23.729934
	18.780365	-0.815118	-23.335697
	20.963578	-0.615102	-22.988726
	23.102876	-0.429218	-22.673145
	25.146841	-0.261784	-22.364396
	27.049147	-0.117753	-22.037585
	28.771883	-0.001527	-21.677311
	30.287711	0.085595	-21.284006
	31.581473	0.147440	-20.873236
	32.650571	0.192025	-20.469732
	33.502770	0.228314	-20.100723
	34.152329	0.263592	-19.792258
	34.616325	0.302509	-19.567326
	34.911669	0.346926	-19.441997
	35.053140	0.396004	-19.421269
	35.052955	0.446532	-19.498061
	34.921313	0.493479	-19.655271
	34.667143	0.530549	-19.870016
	34.299064	0.550914	-20.118598
	33.826219	0.548522	-20.379978
	33.258355	0.519457	-20.637623
	32.605409	0.462519	-20.880538
	31.877136	0.378939	-21.102654
	31.082864	0.271676	-21.300936
	30.231421	0.144582	-21.474588
	29.331327	0.001463	-21.625422
	28.391197	-0.154660	-21.756992
	27.420014	-0.321771	-21.872343
	26.426842	-0.498550	-21.971889
	25.420210	-0.683687	-22.051817
	24.407912	-0.875093	-22.104365
	23.397335	-1.069610	-22.121820
	22.395966	-1.263325	-22.101493
	21.412004	-1.451852	-22.047176
	20.454740	-1.630615	-21.967306
	19.534697	-1.795545	-21.872865
	18.663848	-1.943665	-21.776117
	17.855966	-2.073264	-21.689486
	17.126770	-2.184113	-21.623935
	16.493501	-2.277409	-21.586918
	15.974134	-2.355091	-21.580586
	15.586809	-2.419316	-21.601779
	15.349475	-2.472453	-21.643729
	15.279309	-2.516945	-21.697831
	15.391598	-2.554961	-21.755524
	15.698613	-2.588080	-21.810285
	16.209078	-2.616900	-21.858620
	16.928134	-2.640508	-21.899672
	17.857331	-2.656064	-21.933904
	18.994485	-2.658963	-21.962536
	20.333490	-2.643493	-21.988509
	21.864197	-2.603568	-22.016566
	23.572475	-2.533484	-22.051144
	25.440396	-2.429010	-22.094330
	27.446351	-2.288623	-22.145783
	29.565356	-2.114061	-22.204398
	31.769983	-1.909808	-22.270607
	34.031802	-1.682330	-22.347339
	36.323002	-1.439765	-22.438345
	38.618185	-1.191402	-22.546159
	40.896036	-0.946179	-22.672227
	43.139996	-0.710987	-22.817539
	45.337954	-0.489984	-22.981678
	47.481928	-0.284817	-23.161634
	49.567776	-0.094903	-23.352119
	51.594341	0.082849	-23.547170
	53.562184	0.254633	-23.741992
	55.472272	0.429682	-23.933807
	57.324878	0.618876	-24.121394
	59.118880	0.833203	-24.304817
	60.851271	1.083092	-24.485766
	62.516826	1.377405	-24.666903
	64.108143	1.721523	-24.849986
	65.615791	2.115672	-25.033969
	67.028416	2.553812	-25.213405
	68.333273	3.023207	-25.377801
	69.516991	3.505298	-25.513083
	70.566016	3.977686	-25.604835
	71.466905	4.416617	-25.641461
	72.206547	4.799363	-25.615870
	72.772462	5.106057	-25.526020
	73.153482	5.321044	-25.374528
	73.340282	5.433817	-25.166654
	73.325499	5.439356	-24.908061
	73.103780	5.337687	-24.604139
	72.671975	5.132976	-24.260497
	72.029521	4.832743	-23.884376
	71.178254	4.447198	-23.486135
	70.121362	3.987593	-23.078034
	68.862610	3.464009	-22.670266
	67.406406	2.885689	-22.268653
	65.757901	2.264442	-21.876249
	63.922610	1.616951	-21.495786
	61.905957	0.964118	-21.130675
	59.713247	0.329483	-20.785931
	57.350103	-0.262622	-20.469795
	54.823178	-0.790185	-20.194530
	52.140864	-1.237023	-19.974254
	49.313785	-1.594315	-19.820544
	46.355465	-1.859075	-19.740789
	43.283299	-2.031615	-19.742274
	40.118782	-2.115269	-19.837563
	36.886593	-2.118668	-20.045750
	33.614008	-2.058307	-20.388204
	30.331312	-1.959252	-20.879965
	27.072259	-1.852472	-21.523067
	23.873820	-1.769450	-22.306732
	20.774642	-1.736380	-23.209084
	17.812623	-1.769756	-24.196485
	15.023257	-1.874263	-25.224179
	12.439099	-2.042781	-26.239963
	10.089658	-2.257873	-27.189547
	8.000820	-2.494846	-28.022739
	6.192870	-2.726249	-28.699367
	4.679229	-2.926522	-29.193005
	3.468086	-3.075330	-29.491817
	2.564550	-3.159575	-29.597379
	1.971049	-3.174178	-29.521562
	1.686910	-3.121471	-29.282607
	1.707886	-3.009581	-28.902334
	2.025606	-2.850347	-28.404287
	2.627538	-2.656811	-27.812271
	3.498101	-2.440559	-27.149642
	4.620504	-2.209992	-26.439068
	5.977978	-1.970451	-25.702968
	7.553747	-1.725740	-24.966093
	9.329998	-1.479512	-24.258683
	11.285722	-1.235510	-23.614569
	13.393838	-0.997352	-23.063374
	15.619284	-0.768922	-22.622436
	17.919013	-0.555264	-22.291444
	20.243574	-0.363237	-22.049562
	22.539730	-0.201188	-21.856234
	24.753768	-0.077156	-21.658872
	26.835499	0.003953	-21.408930
	28.742500	0.043262	-21.078983
	30.443631	0.049345	-20.669590
	31.920806	0.036487	-20.204742
	33.168036	0.020584	-19.723115
	34.188152	0.015631	-19.270893
	34.989436	0.031772	-18.896416
	35.583397	0.074108	-18.642558
	35.983061	0.142308	-18.535952
	36.201848	0.231128	-18.579900
	36.253536	0.331092	-18.756429
	36.152562	0.429505	-19.034316
	35.914147	0.512510	-19.377290
	35.554267	0.567758	-19.749755
	35.088985	0.586768	-20.120731
	34.533423	0.566373	-20.466945
	33.901297	0.508841	-20.774359
	33.204931	0.420620	-21.037507
	32.455112	0.310212	-21.257352
	31.660868	0.185899	-21.439044
	30.829681	0.053933	-21.590008
	29.968232	-0.082320	-21.717421
	29.083077	-0.222062	-21.825084
	28.180908	-0.366100	-21.912078
	27.268528	-0.516012	-21.974457
	26.352409	-0.673482	-22.007418
	25.438156	-0.839688	-22.006065
	24.530537	-1.014899	-21.966490
	23.633661	-1.198206	-21.887549
	22.751099	-1.387239	-21.771724
	21.886530	-1.578321	-21.624798
	21.044815	-1.767208	-21.454901
	20.232964	-1.949811	-21.271168
	19.460865	-2.122405	-21.081953
	18.741730	-2.281576	-20.893531
	18.092026	-2.424247	-20.710722
	17.531019	-2.547876	-20.538777
	17.080155	-2.650849	-20.384708
	16.761772	-2.732607	-20.256519
	16.597294	-2.793172	-20.160619
	16.605767	-2.832661	-20.100489
	16.803140	-2.851193	-20.077338
	17.201964	-2.848797	-20.090364
	17.811113	-2.825072	-20.137326
	18.635586	-2.778875	-20.216641
	19.676367	-2.708083	-20.328518
	20.929938	-2.609590	-20.473116
	22.387797	-2.479932	-20.647796
	24.036639	-2.316247	-20.846423
	25.858824	-2.117097	-21.060112
	27.832544	-1.883213	-21.277735
	29.932266	-1.618293	-21.487605
	32.130003	-1.329349	-21.680678
	34.397015	-1.026235	-21.852514
	36.705730	-0.720570	-22.003619
	39.031448	-0.424199	-22.139533
	41.352937	-0.147482	-22.269478
	43.652163	0.101764	-22.403258
	45.914214	0.318556	-22.548759
	48.127481	0.500948	-22.711011
	50.283538	0.650094	-22.891778
	52.376796	0.769634	-23.089095
	54.404125	0.864925	-23.297359
	56.364169	0.943105	-23.508809
	58.256386	1.013610	-23.715856
	60.080139	1.087767	-23.913131
	61.834231	1.177738	-24.099264
	63.517114	1.296070	-24.278076
	65.127073	1.455241	-24.457691
	66.661522	1.666251	-24.647151
	68.115808	1.936822	-24.851834
	69.482300	2.269840	-25.069886
	70.750211	2.662088	-25.291574
	71.906299	3.103582	-25.501307
	72.935988	3.577946	-25.680448
	73.824037	4.063695	-25.809877
	74.554725	4.536084	-25.872598
	75.112196	4.969451	-25.856128
	75.481479	5.340018	-25.753613
	75.649986	5.628489	-25.563672
	75.608710	5.821462	-25.290028
	75.352579	5.911376	-24.941388
	74.879974	5.895638	-24.530789
	74.191672	5.775481	-24.073561
	73.290109	5.554425	-23.584876
	72.179392	5.236556	-23.078280
	70.865005	4.826301	-22.565546
	69.352769	4.330093	-22.057220
	67.648086	3.757691	-21.562602
	65.755993	3.122579	-21.089005
	63.681116	2.442709	-20.642291
	61.427124	1.740812	-20.229405
	58.996860	1.042760	-19.860238
	56.393880	0.374706	-19.546276
	53.624254	-0.239330	-19.297836
	50.697268	-0.778982	-19.123232
	47.625353	-1.228484	-19.029078
	44.424631	-1.577500	-19.020585
	41.116407	-1.822307	-19.104179
	37.728187	-1.967057	-19.290816
	34.292815	-2.024414	-19.595222
	30.846479	-2.015192	-20.032166
	27.427246	-1.966531	-20.613174
	24.074333	-1.908643	-21.343336
	20.826974	-1.870846	-22.216084
	17.723085	-1.877352	-23.207536
	14.798632	-1.943409	-24.275791
	12.087041	-2.073038	-25.366210
	9.618030	-2.259038	-26.418289
	7.416654	-2.484723	-27.371593
	5.503136	-2.726714	-28.171609
	3.892925	-2.958687	-28.775990
	2.596391	-3.155789	-29.160061
	1.618597	-3.298676	-29.319296
	0.959512	-3.375878	-29.266946
	0.614219	-3.384372	-29.028891
	0.573308	-3.329060	-28.639249
	0.823767	-3.220958	-28.135106
	1.349491	-3.073878	-27.550002
	2.131497	-2.901019	-26.911902
	3.148703	-2.712907	-26.245914
	4.378988	-2.516583	-25.575525
	5.800260	-2.315726	-24.921132
	7.391282	-2.111699	-24.300255
	9.131305	-1.904883	-23.730725
	10.998549	-1.695599	-23.232269
	12.968647	-1.484520	-22.822456
	15.013679	-1.272998	-22.509680
	17.101632	-1.063607	-22.288528
	19.195934	-0.860842	-22.138427
	21.255546	-0.671440	-22.025142
	23.237009	-0.503677	-21.907319
	25.098594	-0.365593	-21.747194
	26.804655	-0.262820	-21.520311
	28.328639	-0.196813	-21.221254
	29.654534	-0.163982	-20.865550
	30.776555	-0.155739	-20.486721
	31.696951	-0.159844	-20.127349
	32.423154	-0.163599	-19.827201
	32.965438	-0.157312	-19.613699
	33.334914	-0.135656	-19.498438
	33.541951	-0.097571	-19.479443
	33.595762	-0.046131	-19.545548
	33.505012	0.011984	-19.680691
	33.278523	0.067826	-19.867307
	32.925828	0.112160	-20.087615
	32.457518	0.137550	-20.324240
	31.884880	0.139690	-20.562121
	31.219256	0.117653	-20.790452
	30.471952	0.073044	-21.004064
	29.654487	0.008584	-21.204209
	28.778989	-0.072676	-21.396146
	27.858334	-0.167553	-21.584005
	26.905226	-0.273381	-21.767778
	25.931214	-0.388764	-21.943416
	24.946765	-0.513432	-22.103559
	23.961666	-0.647562	-22.239082
	22.985010	-0.791225	-22.341559
	22.024809	-0.943858	-22.405074
	21.087643	-1.103665	-22.427501
	20.178919	-1.267384	-22.410750
	19.304091	-1.430675	-22.358704
	18.470256	-1.589010	-22.275313
	17.686855	-1.738600	-22.165243
	16.965224	-1.876898	-22.035026
	16.317878	-2.002445	-21.892581
	15.758140	-2.114419	-21.745752
	15.300159	-2.212420	-21.601202
	14.958952	-2.296616	-21.464063
	14.749991	-2.367854	-21.338008
	14.688387	-2.427464	-21.226022
	14.787924	-2.476827	-21.131298
	15.060090	-2.516906	-21.057080
	15.513625	-2.547769	-21.006347
	16.154940	-2.567961	-20.981939
	16.988658	-2.574120	-20.985958
	18.017220	-2.561465	-21.019142
	19.239791	-2.524761	-21.081492
	20.651491	-2.458910	-21.173432
	22.243322	-2.359320	-21.296495
	24.002214	-2.222550	-21.452646
	25.910707	-2.047080	-21.642089
	27.946829	-1.834093	-21.861825
	30.085040	-1.588186	-22.106359
	32.298054	-1.317547	-22.368848
	34.558568	-1.033342	-22.641895
	36.840716	-0.748582	-22.918678
	39.121734	-0.476613	-23.193945
	41.383236	-0.229405	-23.464167
	43.611260	-0.015992	-23.727047
	45.795680	0.158738	-23.981147
	47.929787	0.294739	-24.226177
	50.009759	0.397004	-24.463117
	52.033799	0.475329	-24.693915
	54.001346	0.543583	-24.921415
	55.912490	0.618418	-25.148822
	57.767249	0.717458	-25.378349
	59.564441	0.857471	-25.610341
	61.300646	1.052571	-25.843107
	62.969705	1.311920	-26.072244
	64.562514	1.637493	-26.289244
	66.067247	2.022730	-26.480840
	67.470433	2.452283	-26.630313
	68.758082	2.903295	-26.720678
	69.915989	3.348560	-26.738578
	70.929719	3.760298	-26.676875
	71.784890	4.113067	-26.534803
	72.467513	4.385932	-26.316985
	72.964483	4.564310	-26.032032
	73.264488	4.641050	-25.690107
	73.358736	4.616214	-25.300816
	73.241001	4.495438	-24.873175
	72.907302	4.287670	-24.416228
	72.355448	4.003843	-23.938772
	71.584403	3.656598	-23.449367
	70.593926	3.258964	-22.956947
	69.384666	2.821600	-22.470034
	67.958368	2.352268	-21.995142
	66.318104	1.858798	-21.536899
	64.468446	1.351875	-21.099556
	62.415307	0.845491	-20.688474
	60.165653	0.355650	-20.311742
	57.727414	-0.101589	-19.981042
	55.109602	-0.511450	-19.711010
	52.322686	-0.861442	-19.518381
	49.379363	-1.143222	-19.420958
	46.295530	-1.354904	-19.435054
	43.090881	-1.502000	-19.572717
	39.789048	-1.595815	-19.840823
	36.417332	-1.650840	-20.241930
	33.006140	-1.683592	-20.774638
	29.588582	-1.712573	-21.431228
	26.200189	-1.756889	-22.195042
	22.878108	-1.833052	-23.041243
	19.659798	-1.951835	-23.939260
	16.581688	-2.116276	-24.854696
	13.677978	-2.320685	-25.751321
	10.979801	-2.551466	-26.593513
	8.515169	-2.790118	-27.349001
	6.309578	-3.016862	-27.991408
	4.386474	-3.213534	-28.501582
	2.766845	-3.365537	-28.867267
	1.467583	-3.462752	-29.081690
	0.498896	-3.499467	-29.142046
	-0.137224	-3.474379	-29.048869
	-0.445729	-3.391104	-28.806878
	-0.436216	-3.258049	-28.426340
	-0.121738	-3.087101	-27.923759
	0.481539	-2.891356	-27.321004
	1.354722	-2.682480	-26.642933
	2.476773	-2.469113	-25.915920
	3.825289	-2.256868	-25.168143
	5.377490	-2.049049	-24.429920
	7.110755	-1.847183	-23.733139
	9.002316	-1.651172	-23.108784
	11.028455	-1.459676	-22.582645
	13.163147	-1.271210	-22.171740
	15.376091	-1.085556	-21.881971
	17.630995	-0.904925	-21.704951
	19.885302	-0.734522	-21.614923
	22.091925	-0.581959	-21.570339
	24.202722	-0.454996	-21.522802
	26.173182	-0.358177	-21.430164
	27.967066	-0.290208	-21.267228
	29.559287	-0.244097	-21.029743
	30.936368	-0.210128	-20.732437
	32.094926	-0.179082	-20.404585
	33.038948	-0.143796	-20.084098
	33.776450	-0.099468	-19.808524
	34.316341	-0.043445	-19.606217
	34.666661	0.024606	-19.493154
	34.834677	0.101688	-19.474097
	34.828224	0.181062	-19.544366
	34.657151	0.253646	-19.691543
	34.334034	0.310113	-19.898382
	33.873929	0.342483	-20.146808
	33.292973	0.345498	-20.420034
	32.606412	0.317677	-20.703142
	31.827544	0.261264	-20.984570
	30.968210	0.181049	-21.257242
	30.040124	0.082704	-21.518106
	29.055851	-0.028676	-21.766460
	28.028769	-0.149386	-22.001366
	26.972486	-0.277339	-22.219508
	25.900602	-0.411885	-22.415126
	24.826869	-0.553349	-22.582166
	23.765017	-0.702353	-22.716197
	22.728182	-0.859046	-22.814814
	21.728647	-1.022657	-22.878342
	20.777813	-1.191436	-22.910382
	19.886063	-1.362637	-22.916008
	19.062888	-1.532497	-22.899316
	18.317397	-1.696443	-22.862904
	17.658753	-1.849873	-22.808696
	17.096294	-1.989337	-22.739217
	16.639610	-2.113237	-22.659279
	16.298742	-2.221601	-22.576827
	16.084128	-2.315330	-22.501649
	16.006215	-2.395499	-22.442652
	16.075020	-2.462913	-22.405878
	16.299434	-2.517883	-22.394343
	16.686171	-2.560277	-22.408713
	17.239202	-2.589673	-22.448573
	17.960071	-2.605165	-22.514013
	18.848312	-2.604963	-22.605245
	19.901538	-2.586424	-22.720523
	21.115445	-2.546402	-22.855508
	22.483724	-2.481454	-23.004191
	23.997785	-2.388158	-23.160077
	25.646410	-2.263897	-23.317526
	27.415444	-2.107691	-23.472249
	29.287807	-1.920562	-23.620913
	31.244070	-1.705362	-23.761556
	33.263395	-1.466411	-23.894525
	35.324572	-1.209056	-24.022086
	37.407041	-0.939120	-24.146362
	39.492222	-0.662526	-24.267582
	41.564764	-0.384829	-24.384263
	43.612760	-0.110386	-24.493792
	45.627287	0.158198	-24.592285
	47.602119	0.419965	-24.674824
	49.533461	0.675141	-24.736032
	51.419493	0.924783	-24.770518
	53.259654	1.170718	-24.773455
	55.053820	1.415949	-24.742006
	56.801711	1.665411	-24.677516
	58.502352	1.926148	-24.586521
	60.153500	2.206472	-24.480031
	61.751195	2.514936	-24.372240
	63.289323	2.859526	-24.278087
	64.759199	3.246536	-24.209474
	66.149526	3.678715	-24.172468
	67.446965	4.153091	-24.166864
	68.637309	4.659698	-24.187023
	69.706472	5.181767	-24.223651
	70.640729	5.696977	-24.266639
	71.426774	6.179537	-24.307192
	72.052357	6.603053	-24.338278
	72.507156	6.943430	-24.354539
	72.783196	7.180921	-24.352367
	72.874798	7.301257	-24.329560
	72.778184	7.296043	-24.284219
	72.490909	7.162482	-24.213954
	72.011364	6.902498	-24.116044
	71.338605	6.521152	-23.987544
	70.472602	6.025507	-23.825320
	69.414693	5.425394	-23.627422
	68.168164	4.735111	-23.395288
	66.738612	3.974429	-23.134374
	65.133269	3.168306	-22.853341
	63.359500	2.345486	-22.563667
	61.423917	1.536581	-22.279823
	59.332524	0.771652	-22.018499
	57.091082	0.077248	-21.796250
	54.705434	-0.526489	-21.627652
	52.182039	-1.028135	-21.524469
	49.528140	-1.424862	-21.493271
	46.751272	-1.718948	-21.534486
	43.858067	-1.914411	-21.647374
	40.853218	-2.016489	-21.835505
	37.742645	-2.033378	-22.107052
	34.541871	-1.979400	-22.472973
	31.283093	-1.877309	-22.944084
	28.015133	-1.756710	-23.524976
	24.795809	-1.648844	-24.208501
	21.681631	-1.580506	-24.974400
	18.721809	-1.569528	-25.790708
	15.957106	-1.623104	-26.617208
	13.420090	-1.738339	-27.410460
	11.135756	-1.903467	-28.128048
	9.122384	-2.099762	-28.731588
	7.392577	-2.304809	-29.189979
	5.954583	-2.496288	-29.483092
	4.813369	-2.655193	-29.605121
	3.970914	-2.768029	-29.565419
	3.426207	-2.827614	-29.384293
	3.175380	-2.832582	-29.086424
	3.211369	-2.785802	-28.696086
	3.523644	-2.692143	-28.233954
	4.099176	-2.556886	-27.715635
	4.923822	-2.385703	-27.153931
	5.982850	-2.185307	-26.563551
	7.260614	-1.963322	-25.963734
	8.739822	-1.727351	-25.377151
	10.400572	-1.484321	-24.827547
	12.219105	-1.240271	-24.336762
	14.166727	-1.000389	-23.920428
	16.209353	-0.769782	-23.583838
	18.307562	-0.554850	-23.319104
	20.417411	-0.363843	-23.104761
	22.492193	-0.205556	-22.909055
	24.484866	-0.086883	-22.696296
	26.351125	-0.010554	-22.434750
	28.053158	0.026427	-22.103955
	29.563337	0.033167	-21.699917
	30.866105	0.023490	-21.237754
	31.956876	0.013035	-20.751243
	32.838990	0.015740	-20.287407
	33.520581	0.040696	-19.894920
	34.012189	0.090744	-19.611439
	34.324968	0.163339	-19.456889
	34.469557	0.251940	-19.433035
	34.456008	0.346792	-19.526413
	34.294578	0.435921	-19.713459
	33.996436	0.506975	-19.966414
	33.573809	0.549450	-20.257757
	33.039754	0.556280	-20.563104
	32.407312	0.524435	-20.863725
	31.688527	0.454759	-21.148103
	30.894566	0.351251	-21.411150
	30.036517	0.219913	-21.651642
	29.125585	0.067263	-21.870401
	28.172645	-0.100987	-22.069645
	27.187520	-0.280259	-22.251095
	26.178764	-0.466782	-22.413958
	25.154573	-0.657594	-22.556104
	24.123803	-0.850510	-22.675924
	23.095806	-1.043469	-22.770965
	22.079690	-1.233906	-22.836202
	21.084391	-1.418774	-22.865545
	20.119381	-1.594800	-22.855167
	19.195000	-1.758680	-22.805977
	18.322436	-1.907456	-22.723642
	17.513715	-2.039035	-22.616457
	16.781554	-2.152414	-22.493481
	16.139168	-2.247586	-22.364142
	15.600289	-2.325435	-22.238165
	15.178950	-2.387591	-22.125137
	14.888690	-2.436215	-22.033943
	14.741756	-2.473747	-21.971885
	14.748842	-2.502575	-21.943568
	14.919076	-2.524662	-21.949906
	15.259883	-2.541117	-21.987731
	15.776719	-2.551829	-22.050499
	16.472966	-2.555358	-22.129739
	17.350032	-2.549001	-22.216674
	18.407297	-2.528703	-22.303326
	19.641811	-2.489073	-22.382820
	21.047898	-2.424019	-22.449807
	22.616561	-2.327750	-22.500821
	24.334819	-2.195918	-22.533720
	26.185631	-2.026847	-22.547356
	28.148709	-1.822168	-22.542608
	30.201578	-1.586425	-22.523423
	32.320407	-1.326359	-22.496473
	34.481089	-1.050413	-22.469509
	36.660795	-0.768066	-22.449550
	38.839649	-0.488679	-22.442301
	41.002037	-0.220320	-22.452192
	43.137011	0.030905	-22.481753
	45.237936	0.261056	-22.531077
	47.301789	0.468555	-22.598420
	49.328115	0.654405	-22.680847
	51.317885	0.821824	-22.773270
	53.272468	0.975606	-22.867774
	55.192629	1.121951	-22.955794
	57.077622	1.268553	-23.031660
	58.924598	1.424553	-23.094582
	60.728293	1.600492	-23.148385
	62.481029	1.807887	-23.199140
	64.173162	2.057847	-23.251620
	65.793473	2.359137	-23.306687
	67.329093	2.715851	-23.360468
	68.765531	3.124762	-23.404445
	70.087431	3.573972	-23.426753
	71.279500	4.044122	-23.415427
	72.326822	4.511265	-23.361658
	73.214541	4.950140	-23.261008
	73.927669	5.337184	-23.113687
	74.451853	5.652794	-22.925251
	74.775133	5.882606	-22.706491
