Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22	Hip_Z_23	Hip_X_23	Hip_Y_23	Knee_Z_23	Knee_X_23	Knee_Y_23	Ankle_Z_23	Ankle_X_23	Ankle_Y_23	Hip_Z_24	Hip_X_24	Hip_Y_24	Knee_Z_24	Knee_X_24	Knee_Y_24	Ankle_Z_24	Ankle_X_24	Ankle_Y_24	Hip_Z_25	Hip_X_25	Hip_Y_25	Knee_Z_25	Knee_X_25	Knee_Y_25	Ankle_Z_25	Ankle_X_25	Ankle_Y_25	Hip_Z_26	Hip_X_26	Hip_Y_26	Knee_Z_26	Knee_X_26	Knee_Y_26	Ankle_Z_26	Ankle_X_26	Ankle_Y_26	Hip_Z_27	Hip_X_27	Hip_Y_27	Knee_Z_27	Knee_X_27	Knee_Y_27	Ankle_Z_27	Ankle_X_27	Ankle_Y_27	Hip_Z_28	Hip_X_28	Hip_Y_28	Knee_Z_28	Knee_X_28	Knee_Y_28	Ankle_Z_28	Ankle_X_28	Ankle_Y_28	Hip_Z_29	Hip_X_29	Hip_Y_29	Knee_Z_29	Knee_X_29	Knee_Y_29	Ankle_Z_29	Ankle_X_29	Ankle_Y_29	Hip_Z_30	Hip_X_30	Hip_Y_30	Knee_Z_30	Knee_X_30	Knee_Y_30	Ankle_Z_30	Ankle_X_30	Ankle_Y_30	Hip_Z_31	Hip_X_31	Hip_Y_31	Knee_Z_31	Knee_X_31	Knee_Y_31	Ankle_Z_31	Ankle_X_31	Ankle_Y_31	Hip_Z_32	Hip_X_32	Hip_Y_32	Knee_Z_32	Knee_X_32	Knee_Y_32	Ankle_Z_32	Ankle_X_32	Ankle_Y_32
0	-17.570617	-3.422431	-11.662275	6.820084	4.647548	28.835086	-8.638981	-9.606264	-13.390312	-17.861203	-4.390728	-14.244014	8.617338	5.838204	27.275093	-9.352407	-7.729767	-12.886243	-18.727217	-5.167813	-13.163023	10.443214	6.522227	25.443248	-8.721462	-7.212769	-12.334648	-17.867509	-5.351891	-13.766452	8.986226	5.662032	26.948656	-7.786768	-10.531576	-14.475319	-17.85708	-4.698858	-12.119404	9.088153	5.839859	27.75553	-9.154394	-7.669065	-12.900924	-17.877861	-3.376854	-13.409177	11.140146	7.204083	27.691535	-10.492411	-7.326165	-11.350086	-17.636435	-5.785204	-14.407147	8.870361	5.655033	28.199072	-9.25487	-11.080803	-14.529253	-18.972778	-5.711608	-13.582963	7.615848	5.396506	28.031535	-8.39002	-8.94779	-13.066544	-17.305161	-3.016216	-11.916877	8.757701	5.860788	26.985615	-9.25379	-8.133972	-12.517197	-18.534713	-5.019599	-15.908652	11.019017	7.253401	27.733387	-9.825644	-8.142007	-12.787561	-17.936918	-5.327749	-15.986903	11.579335	7.360865	25.276159	-10.856426	-7.928103	-11.657874	-20.16533	-5.232453	-14.348358	8.764832	6.145334	26.701104	-9.785573	-7.34534	-12.596025	-18.509346	-4.598616	-13.459818	9.292316	6.187835	27.913545	-9.244487	-8.906876	-13.442152	-19.332836	-5.639231	-15.071191	11.128818	6.976721	27.437132	-9.59861	-9.681077	-13.724265	-18.697505	-4.372677	-14.111534	11.615719	7.377502	26.274541	-9.886916	-10.705374	-14.034296	-18.780486	-5.746219	-13.04157	8.685774	5.652852	27.117589	-8.761879	-9.375345	-14.083365	-19.286833	-4.777457	-15.968664	10.947978	7.194482	26.620639	-9.60792	-7.917944	-12.591024	-18.137312	-4.246791	-13.276452	10.006596	6.437827	28.745403	-8.542431	-9.991129	-13.604162	-19.181277	-4.338164	-13.488215	9.345979	6.079207	27.824501	-8.579708	-8.324652	-12.926496	-19.090425	-4.790142	-15.095779	10.198236	6.577218	27.257955	-10.142788	-4.355654	-9.933727	-18.914625	-6.966075	-14.190686	8.374253	5.197402	29.815916	-8.951015	-8.10979	-12.645363	-20.083066	-5.906782	-16.614082	10.539362	7.849521	25.184703	-8.713671	-8.804848	-13.125025	-17.652408	-3.606701	-12.927158	10.528516	6.276712	25.8981	-8.584959	-9.806962	-13.396168	-19.040268	-4.666571	-13.737357	11.397978	6.948201	26.080531	-6.392153	-7.1624	-10.845566	-18.128247	-4.558011	-12.873584	8.697268	5.408637	26.728747	-4.065608	-9.398228	-14.61534	-18.308488	-6.840851	-13.993233	7.886619	5.133631	25.446291	-4.189211	-5.826677	-13.22613	-18.600966	-2.934062	-12.70212	11.09034	6.778376	25.338915	-4.248278	-8.164038	-11.938955	-18.74964	-4.237292	-13.556857	9.000089	5.627571	28.259764	-6.57717	-8.493361	-12.731312	-20.1936	-5.212517	-13.734522	10.466741	6.645356	26.520849	-8.603633	-9.395459	-13.476407	-19.049291	-5.927354	-12.838557	11.11771	7.207093	28.077685	-7.097733	-9.6644	-15.553217	-18.440033	-5.964018	-11.942498	9.636134	5.882063	27.832761	-6.909385	-7.566168	-14.34742	-18.099814	-4.3705	-13.38483	10.763743	6.576047	26.672789	-8.199699	-5.920197	-12.893971
1	-17.448987	-3.435961	-12.049786	8.069381	5.098132	28.78506	-8.763389	-9.653957	-12.990587	-17.700385	-4.414096	-14.960908	9.922415	6.417391	27.91055	-9.389677	-7.770992	-12.433991	-18.430247	-5.125364	-13.860111	11.803364	6.916446	26.026185	-7.813837	-7.189296	-12.279193	-17.596737	-5.442688	-14.265837	10.233997	6.159995	27.388791	-7.881022	-10.444002	-14.213607	-17.562248	-4.760864	-12.840952	10.488052	6.397834	27.69434	-9.132272	-7.420388	-12.556795	-17.545264	-3.346401	-13.999782	12.56511	7.705014	27.64409	-10.705031	-7.532522	-11.063266	-17.215911	-6.033149	-14.67511	10.226038	6.255745	28.033861	-9.819702	-10.953192	-14.12466	-18.776378	-5.809559	-14.076708	8.848569	5.92204	28.096706	-8.726069	-8.967079	-12.585951	-16.985278	-3.17583	-12.252752	9.815826	6.298479	26.713217	-9.204029	-7.882248	-11.708939	-18.128956	-5.156591	-16.386313	12.322359	7.744315	27.752234	-9.777121	-8.076995	-12.38844	-17.492276	-5.492857	-16.35583	12.688664	7.824574	25.567888	-10.759525	-8.028273	-11.366929	-20.075945	-5.278048	-14.998861	9.83461	6.589271	26.801084	-9.726492	-7.372915	-12.045184	-18.219587	-4.778763	-13.874348	10.456263	6.661335	27.674426	-9.603075	-8.766502	-12.964533	-18.975713	-5.889462	-15.456185	12.353324	7.461128	27.273532	-10.054652	-9.508267	-13.112518	-18.295882	-4.543282	-14.552452	12.749493	7.731084	26.049437	-9.920724	-10.713792	-13.345357	-18.548535	-6.028744	-13.330734	9.958221	6.239146	27.044197	-8.78716	-9.276231	-13.416585	-18.999205	-4.939682	-16.193661	12.188074	7.716041	26.87603	-9.484973	-7.741616	-11.897144	-17.709029	-4.527707	-13.548989	11.199701	6.954884	28.557234	-8.676189	-9.668788	-12.899439	-18.85649	-4.424635	-13.820064	10.480186	6.516951	27.80824	-8.370891	-8.178015	-12.546161	-18.705436	-4.948936	-15.305897	11.289699	6.932085	27.106253	-9.278941	-4.423555	-9.473364	-18.587421	-7.279548	-14.316492	9.789211	5.916121	29.512105	-9.464235	-8.172539	-12.301898	-19.750234	-5.854634	-16.914438	11.747802	8.21174	25.315706	-8.519	-9.141674	-12.428753	-17.300265	-3.798935	-13.370346	11.617825	6.71757	26.04671	-8.357725	-9.627177	-12.485945	-18.726228	-4.607854	-14.195514	12.661662	7.330034	26.559668	-5.894305	-7.272167	-10.56932	-17.882336	-4.60595	-13.264868	9.789205	5.715522	27.018357	-4.193801	-9.430384	-14.010357	-18.074108	-6.931255	-14.373026	9.019721	5.531891	25.731513	-4.29632	-6.037014	-12.823697	-18.312439	-2.840675	-13.205825	12.521177	7.323547	25.354157	-3.652411	-7.960327	-11.037614	-18.396823	-4.529599	-13.81167	10.212853	6.150051	28.234445	-6.790366	-8.59603	-12.141194	-19.916371	-5.189694	-14.461999	11.6799	7.091608	26.506294	-8.638562	-9.42458	-12.860852	-18.848947	-6.021565	-13.402964	12.419632	7.706413	28.161443	-7.197426	-9.478962	-15.360152	-18.08122	-6.121942	-12.273455	10.796361	6.341034	28.052746	-7.19591	-7.686805	-13.945506	-17.735954	-4.378981	-13.951388	11.916861	7.000249	27.131123	-8.306325	-5.877487	-12.537732
2	-17.246387	-3.572825	-12.333865	9.551812	5.69448	28.504895	-8.377186	-9.55594	-12.382347	-17.430813	-4.569241	-15.404263	11.432439	7.110523	28.163529	-9.035404	-7.752687	-11.874401	-18.042897	-5.169838	-14.484087	13.341503	7.301876	26.336049	-6.401686	-6.703084	-11.98998	-17.246282	-5.64274	-14.612197	11.66013	6.760602	27.48544	-7.638894	-10.261384	-13.737823	-17.170196	-4.943361	-13.38587	12.039666	7.006245	27.328942	-8.612107	-7.033587	-12.021549	-17.077046	-3.439994	-14.426942	14.047048	8.212405	27.327792	-10.50046	-7.655182	-10.757262	-16.668515	-6.377792	-14.75401	11.663989	6.917632	27.590748	-10.091566	-10.858753	-13.551567	-18.468088	-5.993959	-14.467608	10.247014	6.544497	27.924385	-8.830515	-8.887046	-12.107281	-16.579328	-3.414479	-12.545152	11.042332	6.816886	26.410418	-8.622412	-7.483161	-10.835588	-17.595347	-5.400425	-16.617149	13.73413	8.269679	27.428959	-9.152834	-7.904198	-11.757707	-16.955065	-5.760338	-16.447688	13.933826	8.329331	25.446194	-10.07213	-8.025727	-10.954147	-19.891593	-5.391831	-15.544367	11.144347	7.110958	26.655777	-9.217905	-7.248776	-11.410835	-17.837231	-5.028472	-14.234495	11.773825	7.229211	27.3513	-9.700117	-8.597435	-12.475691	-18.511106	-6.249575	-15.677732	13.691756	8.038479	26.920506	-10.194475	-9.309405	-12.472784	-17.78086	-4.785099	-14.926577	13.953552	8.118977	25.730166	-9.380762	-10.573598	-12.525696	-18.209941	-6.386667	-13.555862	11.373413	6.948251	26.83124	-8.36471	-9.019035	-12.767861	-18.590096	-5.199084	-16.268563	13.540897	8.284184	26.868233	-8.733984	-7.392421	-11.049038	-17.190019	-4.889367	-13.66511	12.520611	7.51526	28.167761	-8.377265	-9.155746	-12.099095	-18.465762	-4.591401	-14.085523	11.821669	7.056247	27.611954	-7.640223	-7.853015	-12.058239	-18.197499	-5.177345	-15.370784	12.527758	7.279024	26.721475	-7.775391	-4.286416	-8.862122	-18.161717	-7.635132	-14.340874	11.327083	6.692211	28.989797	-9.742711	-8.292675	-11.999357	-19.289729	-5.858857	-17.156627	13.133474	8.648939	25.401265	-7.955742	-9.424982	-11.751975	-16.897322	-4.091998	-13.655601	12.889296	7.25959	26.009659	-7.727203	-9.346877	-11.53256	-18.318642	-4.647226	-14.525782	14.100156	7.732107	26.733128	-4.809785	-7.071548	-10.17242	-17.544108	-4.743544	-13.640306	11.079067	6.156839	27.202283	-4.202392	-9.30534	-13.358911	-17.761334	-7.094002	-14.740678	10.389823	6.063507	25.962257	-4.248533	-6.042741	-12.498981	-17.938234	-2.83849	-13.615514	14.174022	7.84725	25.213752	-2.728428	-7.379372	-10.035406	-17.971437	-4.919828	-13.931587	11.603277	6.773159	27.958284	-6.8175	-8.627741	-11.622742	-19.568804	-5.224271	-15.155257	13.102669	7.615959	26.452598	-8.352042	-9.381683	-12.24838	-18.519951	-6.176539	-13.92091	13.894168	8.266202	28.136014	-6.880026	-9.00633	-14.97694	-17.621391	-6.348504	-12.585695	12.095228	6.906273	28.147303	-7.247894	-7.683624	-13.516848	-17.279444	-4.489071	-14.390827	13.232451	7.508317	27.363357	-8.133291	-5.776969	-12.120767
3	-16.96373	-3.843051	-12.452939	11.205762	6.366603	27.916775	-7.255405	-9.223058	-11.480016	-17.047782	-4.870477	-15.48711	13.089151	7.838715	27.863009	-8.073678	-7.556919	-11.100536	-17.581381	-5.347836	-14.873824	15.070485	7.615999	26.119387	-4.786494	-5.731154	-11.348907	-16.801921	-5.959788	-14.716382	13.207732	7.391063	27.102744	-6.851298	-9.902007	-12.913245	-16.667217	-5.255301	-13.675506	13.669309	7.590378	26.559123	-7.446246	-6.393786	-11.207816	-16.449283	-3.676913	-14.583598	15.48835	8.653216	26.617089	-9.577412	-7.659687	-10.248895	-15.980221	-6.80664	-14.572879	13.113549	7.573041	26.789965	-9.712318	-10.685612	-12.699923	-18.025614	-6.262728	-14.700711	11.719673	7.191902	27.467304	-8.339208	-8.663296	-11.459719	-16.09251	-3.73583	-12.708433	12.422613	7.36007	25.952146	-7.415663	-6.830392	-9.849153	-16.915665	-5.748025	-16.536684	15.176841	8.747192	26.672512	-7.804791	-7.526082	-10.798663	-16.322097	-6.127682	-16.189585	15.284769	8.795174	24.772431	-8.693172	-7.801055	-10.286286	-19.59065	-5.585795	-15.93661	12.62239	7.640308	26.197957	-8.02178	-6.867667	-10.658206	-17.341293	-5.348981	-14.481554	13.156335	7.828173	26.873487	-9.235914	-8.326778	-11.875287	-17.910554	-6.70031	-15.676151	15.059056	8.625637	26.294296	-9.666416	-8.965689	-11.743394	-17.152643	-5.128052	-15.065394	15.206913	8.507033	25.137846	-8.096247	-10.229361	-11.528617	-17.757023	-6.813255	-13.643738	12.883196	7.693594	26.366323	-7.314702	-8.505158	-12.072614	-18.058523	-5.550712	-16.128907	14.978982	8.828323	26.494393	-7.325384	-6.750261	-10.020831	-16.579505	-5.32382	-13.586059	13.917942	8.050801	27.486351	-7.479726	-8.359409	-11.107514	-18.00874	-4.849845	-14.200004	13.335693	7.632694	27.117377	-6.323526	-7.224212	-11.396482	-17.568922	-5.483725	-15.23009	13.895435	7.541429	26.004491	-5.887141	-3.804712	-8.008434	-17.626962	-8.041572	-14.178924	12.917728	7.460033	28.139437	-9.451607	-8.357197	-11.561499	-18.678098	-5.950601	-17.240215	14.627275	9.108512	25.272415	-6.856577	-9.529689	-11.018694	-16.423773	-4.468634	-13.750828	14.276032	7.825115	25.715613	-6.598171	-8.803112	-10.505124	-17.813595	-4.810949	-14.645836	15.697547	8.079926	26.420235	-3.367161	-6.419846	-9.539771	-17.123861	-4.985529	-13.915028	12.53289	6.708248	27.159514	-3.853333	-8.938728	-12.623242	-17.350083	-7.33124	-15.054294	11.916804	6.671813	26.039669	-3.807461	-5.76772	-12.159554	-17.499969	-2.959199	-13.818638	16.065529	8.278807	24.743247	-1.853205	-6.275474	-8.990778	-17.452706	-5.387644	-13.874176	13.088969	7.422838	27.383974	-6.390847	-8.484778	-11.121142	-19.130266	-5.345715	-15.695986	14.659122	8.162452	26.239746	-7.500911	-9.199305	-11.542677	-18.041064	-6.407451	-14.309828	15.458682	8.823432	27.931667	-5.974004	-8.22971	-14.364612	-17.056969	-6.648214	-12.761273	13.494966	7.495972	27.956428	-6.829142	-7.405672	-13.009559	-16.729	-4.72246	-14.562228	14.671523	8.035286	27.162475	-7.490025	-5.509838	-11.540262
4	-16.615584	-4.246105	-12.342626	12.999143	7.016344	26.94013	-5.590018	-8.485614	-10.297497	-16.548659	-5.295999	-15.205173	14.82791	8.496789	26.969634	-6.554477	-7.022522	-10.062017	-17.088525	-5.689673	-14.906198	17.035308	7.796964	25.20981	-3.443195	-4.257767	-10.322753	-16.255392	-6.383976	-14.526271	14.830732	7.961139	26.177075	-5.573454	-9.156534	-11.724169	-16.048024	-5.678871	-13.688417	15.326522	8.051437	25.344538	-5.82259	-5.338332	-10.074672	-15.665511	-4.057917	-14.378146	16.859929	8.947721	25.405454	-7.874245	-7.3868	-9.394361	-15.147356	-7.288734	-14.121618	14.513067	8.12879	25.60379	-8.444481	-10.22767	-11.475846	-17.441689	-6.608728	-14.726051	13.202715	7.77605	26.660026	-7.015587	-8.171237	-10.437987	-15.542138	-4.135557	-12.667461	13.956001	7.848952	25.215114	-5.812413	-5.818199	-8.776357	-16.108499	-6.178928	-16.117739	16.644097	9.081959	25.409892	-5.996938	-6.728081	-9.498722	-15.608002	-6.551646	-15.641455	16.718777	9.109506	23.557507	-6.925837	-7.22019	-9.306513	-19.164633	-5.87475	-16.110576	14.22234	8.106998	25.358509	-6.222107	-6.141781	-9.766699	-16.720289	-5.74243	-14.528269	14.545281	8.378963	26.119558	-8.014903	-7.798893	-11.034364	-17.164774	-7.212434	-15.418417	16.408781	9.119068	25.29392	-8.337956	-8.27872	-10.755531	-16.426949	-5.570332	-14.872992	16.526148	8.81559	24.109758	-6.296402	-9.542546	-10.31706	-17.193759	-7.29127	-13.548942	14.467959	8.354286	25.522235	-5.795379	-7.623141	-11.198424	-17.436953	-5.987806	-15.706474	16.537508	9.270596	25.632654	-5.595782	-5.695428	-8.807989	-15.901389	-5.823824	-13.262751	15.394803	8.478556	26.39351	-6.140124	-7.137812	-9.845419	-17.482381	-5.198618	-14.100069	15.000684	8.146385	26.208345	-4.695268	-6.17487	-10.494309	-16.865793	-5.869611	-14.829078	15.435548	7.663608	24.88379	-4.110284	-2.903985	-6.923697	-16.973039	-8.485146	-13.812561	14.487069	8.119699	26.90407	-8.357935	-8.140989	-10.755023	-17.917681	-6.153379	-17.044342	16.222154	9.506638	24.698252	-5.284511	-9.230791	-10.130991	-15.872013	-4.903674	-13.634273	15.747381	8.303308	25.08036	-5.144635	-7.785583	-9.390835	-17.243894	-5.109033	-14.488625	17.517748	8.281497	25.470566	-2.155829	-5.171506	-8.616652	-16.630042	-5.342789	-13.963979	14.140582	7.296035	26.702805	-3.083648	-8.169067	-11.743661	-16.827382	-7.636418	-15.258762	13.548955	7.26139	25.825444	-2.913711	-5.08984	-11.690802	-17.048129	-3.226013	-13.70624	18.257342	8.544985	23.775457	-1.517142	-4.552163	-7.962846	-16.825292	-5.90503	-13.615549	14.591943	7.998721	26.468182	-5.357237	-7.970561	-10.532476	-18.588151	-5.580501	-15.972243	16.296196	8.65035	25.70394	-6.089456	-8.685807	-10.644202	-17.41218	-6.741324	-14.439644	17.083118	9.302635	27.365305	-4.666167	-7.033626	-13.493013	-16.399267	-7.024991	-12.666961	14.989433	8.013173	27.286196	-5.845371	-6.667428	-12.333203	-16.081591	-5.078882	-14.360995	16.189005	8.493613	26.376512	-6.367105	-4.921839	-10.708392
5	-16.224733	-4.758319	-11.987992	14.931881	7.526408	25.54004	-3.897131	-7.191982	-8.970649	-15.957635	-5.796135	-14.627351	16.624687	8.973529	25.544252	-4.844188	-5.995462	-8.774734	-16.630275	-6.177395	-14.61678	19.27572	7.80558	23.721958	-2.801846	-2.333427	-9.015148	-15.62221	-6.874767	-14.065544	16.524905	8.355324	24.729747	-4.167536	-7.781702	-10.287911	-15.350434	-6.167937	-13.488386	17.023562	8.298502	23.760116	-4.224474	-3.751234	-8.642479	-14.764352	-4.535174	-13.850765	18.195988	8.993836	23.715227	-5.80535	-6.543479	-8.14431	-14.200103	-7.764794	-13.488099	15.854947	8.463167	24.091195	-6.514895	-9.214176	-9.90261	-16.743025	-7.013252	-14.508127	14.712756	8.187958	25.416028	-5.112709	-7.166636	-8.969005	-14.949344	-4.589622	-12.427361	15.631145	8.197637	24.179638	-4.270502	-4.412328	-7.678131	-15.24825	-6.646029	-15.427865	18.223901	9.176523	23.658946	-4.333877	-5.302843	-7.925885	-14.873447	-6.965104	-14.976862	18.269445	9.168576	21.965536	-5.33823	-6.177143	-8.041684	-18.637054	-6.259491	-16.027905	15.946787	8.437511	24.100888	-4.29777	-4.948926	-8.713904	-15.994296	-6.200377	-14.307476	15.947329	8.793229	24.964722	-6.230522	-6.811713	-9.900792	-16.305934	-7.745722	-14.936878	17.76573	9.406658	23.880547	-6.541608	-6.999325	-9.433824	-15.637109	-6.05078	-14.457339	17.939662	8.906897	22.670423	-4.52625	-8.237455	-8.877935	-16.547282	-7.784872	-13.315482	16.134675	8.793965	24.270682	-4.226533	-6.251555	-10.028074	-16.786035	-6.4683	-15.06533	18.268708	9.520885	24.305214	-4.067864	-4.196155	-7.461421	-15.205047	-6.35717	-12.730304	16.987969	8.697518	24.881886	-4.775371	-5.384322	-8.359404	-16.909565	-5.624337	-13.774894	16.83684	8.489974	24.824952	-3.255781	-4.668486	-9.330398	-16.174503	-6.304285	-14.238374	17.201097	7.636047	23.499695	-2.920151	-1.616329	-5.756656	-16.211523	-8.91699	-13.324816	16.001414	8.522125	25.318224	-6.63641	-7.322942	-9.46159	-17.055826	-6.454506	-16.508841	17.996017	9.719202	23.49111	-3.732469	-8.216023	-9.043878	-15.271967	-5.360361	-13.347695	17.333083	8.582436	24.079013	-3.813921	-6.204791	-8.204251	-16.68405	-5.5137	-14.101018	19.656557	8.242769	23.915923	-1.778515	-3.332643	-7.385321	-16.065075	-5.799641	-13.727596	15.890107	7.788277	25.726342	-2.187687	-6.775994	-10.702922	-16.207672	-8.003076	-15.284438	15.312969	7.701476	25.131197	-1.927977	-3.82566	-10.983797	-16.638994	-3.61752	-13.314456	20.771776	8.597503	22.380786	-2.021523	-2.357664	-6.965379	-16.100238	-6.434708	-13.183032	16.082992	8.37491	25.180383	-3.919854	-6.804829	-9.720102	-17.955346	-5.932365	-15.926055	18.013954	8.959836	24.687239	-4.491488	-7.522504	-9.484602	-16.669464	-7.187709	-14.215309	18.816433	9.595099	26.217704	-3.45949	-5.229304	-12.288471	-15.671478	-7.457814	-12.281006	16.579251	8.332482	26.044197	-4.538775	-5.302998	-11.371065	-15.343524	-5.524099	-13.797796	17.746313	8.782829	25.008723	-5.057676	-3.876083	-9.595031
