hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-5.039289	-1.619198	-27.357307	4.770023	20.250949	16.877920	-4.049394	-10.228549	-5.583785
	-5.224429	-2.728039	-27.238699	5.270472	20.225982	18.851279	-2.297650	-9.516599	-4.956832
	-5.332293	-3.920199	-27.153564	5.756220	19.967614	20.895516	-0.623507	-8.671481	-5.205300
	-5.495757	-5.101460	-27.073819	6.187339	19.751471	23.294968	0.700090	-7.892594	-5.517190
	-5.594749	-6.085686	-27.010990	6.410663	19.267527	26.051360	1.727225	-6.719541	-6.381516
	-5.837888	-6.757209	-27.105885	6.514757	18.487153	28.791327	2.563050	-5.450621	-7.718739
	-6.171919	-7.318809	-27.053813	6.625827	17.890051	31.333922	3.197995	-4.222906	-9.061002
	-6.685885	-7.782738	-27.158704	6.790650	17.255888	33.782427	3.857870	-3.227981	-10.410260
	-7.263085	-8.110465	-27.203774	7.118618	16.670863	36.134010	4.226544	-2.460121	-11.804506
	-7.807502	-8.306728	-27.149275	7.488548	16.381822	38.038171	4.616380	-1.743974	-13.059551
	-8.299374	-8.389079	-27.023179	7.794973	15.974721	39.519383	4.842043	-1.190234	-14.272301
	-8.717398	-8.555389	-26.710144	8.184749	15.701493	40.474198	4.913193	-0.644189	-15.467574
	-9.204984	-8.690762	-26.238206	8.560500	15.527522	40.926465	4.950320	-0.237603	-16.592510
	-9.557789	-8.785571	-25.598524	8.790720	15.641344	41.353163	4.882271	0.095753	-17.635846
	-9.757408	-8.827763	-24.842883	8.886127	15.779998	41.697365	4.816915	0.302406	-18.590576
	-9.887546	-8.832342	-23.954670	8.804654	15.891247	41.834751	4.786164	0.422175	-19.503004
	-9.950402	-8.772479	-22.901846	8.634073	15.954779	41.746719	4.773228	0.519773	-20.384466
	-9.854959	-8.787485	-21.704100	8.395439	16.111516	41.481191	4.769868	0.639904	-21.155366
	-9.681062	-8.599960	-20.433051	8.102099	16.364204	40.880722	4.653138	0.819996	-21.845148
	-9.472095	-8.571038	-18.897302	7.792459	16.621306	40.204772	4.650397	1.017523	-22.212539
	-9.250342	-8.590876	-17.415248	7.495417	16.698497	39.318174	4.620511	1.235204	-22.559179
	-9.017097	-8.610608	-15.870483	7.238056	16.689257	38.279760	4.464439	1.357598	-22.334821
	-8.837218	-8.621938	-14.231147	7.035614	16.858555	37.157706	4.205353	1.288855	-22.072067
	-8.756183	-8.589742	-12.710141	6.797868	16.973966	35.863696	4.043915	1.107295	-21.616366
	-8.568457	-8.562264	-11.157806	6.536633	16.980829	34.654210	3.670736	0.888764	-20.979615
	-8.362932	-8.579711	-9.574244	6.255694	17.063845	33.113524	3.234197	0.650080	-20.076198
	-8.133638	-8.477237	-7.964896	6.066204	17.210170	31.727981	2.758370	0.294724	-18.981105
	-7.772009	-8.296945	-6.352818	5.831358	17.302881	30.394145	2.295131	-0.067584	-17.737145
	-7.446003	-7.943757	-4.697485	5.628104	17.369394	29.004108	1.894247	-0.452777	-16.295886
	-7.056994	-7.478203	-3.062107	5.424815	17.482467	27.674465	1.494728	-0.841422	-14.700232
	-6.570926	-6.890741	-1.449677	5.307093	17.639283	26.434577	1.167421	-1.166781	-12.963906
	-5.968425	-6.162030	0.014131	5.178236	17.774996	25.308731	0.878995	-1.672760	-11.073096
	-5.380614	-5.403892	1.415596	4.995455	17.804269	24.300343	0.651643	-2.208015	-9.000695
	-4.727526	-4.676160	2.765999	4.869608	17.805279	23.353111	0.475244	-2.703557	-6.642134
	-4.116641	-3.974243	3.974598	4.818788	17.836437	22.551821	0.428878	-3.206424	-4.366736
	-3.640467	-3.349851	5.063218	4.768988	17.860011	22.027325	0.535069	-3.674423	-2.070856
	-3.202032	-2.810746	5.966104	4.838637	17.740078	21.700210	0.664674	-3.729107	0.315799
	-2.892485	-2.425518	6.567283	5.021692	17.482974	21.465758	0.723029	-3.962168	2.600051
	-2.802492	-2.078177	7.098067	5.239511	17.391114	21.427989	0.605217	-4.051466	4.645626
	-2.732560	-1.699629	7.426313	5.486735	17.009039	21.613600	0.421419	-3.631610	6.593161
	-2.983908	-1.542736	7.449343	5.925218	16.798469	21.942729	0.265318	-3.053832	8.409780
	-3.280663	-1.555119	7.372006	6.389508	16.515402	22.847598	0.005242	-2.422947	9.885275
	-3.581072	-1.609876	7.092005	6.956777	16.324621	23.916362	-0.257078	-1.822147	11.255978
	-3.877910	-1.810059	6.614120	7.577897	16.280317	25.497745	-0.470020	-1.447680	12.500140
	-4.140045	-2.092470	6.019927	8.299234	16.568576	27.293696	-0.629065	-1.168100	13.412637
	-4.403281	-2.664839	5.333068	9.077472	16.935529	29.674720	-0.863896	-1.138718	14.356971
	-4.588476	-3.256446	4.608145	9.909116	17.256075	32.190627	-0.897649	-1.179834	14.789112
	-4.658517	-3.806698	3.816036	10.746739	17.481317	35.063648	-1.093335	-1.064683	14.800747
	-4.645759	-4.210821	3.037479	11.529501	17.534512	38.360846	-1.392648	-0.965898	14.313802
	-4.463794	-4.578697	2.236190	12.121923	17.283544	41.844549	-1.632790	-1.007722	13.663849
	-4.184882	-4.723577	1.479462	12.555662	16.790380	45.332492	-1.711427	-1.165561	12.797884
	-3.883077	-4.604362	0.758780	12.958720	16.102284	48.991804	-1.824117	-1.268066	11.859364
	-3.532005	-4.305341	-0.052681	13.285056	15.321225	52.460405	-1.926248	-1.420907	10.958201
	-3.111952	-3.823387	-0.863240	13.604660	14.425405	55.978129	-2.103416	-1.685732	10.227266
	-2.671774	-3.210084	-1.714180	14.063751	13.387599	59.306566	-2.154577	-2.009102	9.789620
	-2.245583	-2.487639	-2.653991	14.528180	12.323322	62.557476	-2.126171	-2.145395	9.447262
	-1.811930	-1.742476	-3.729253	14.937217	11.179310	65.851867	-2.082407	-2.235398	8.966551
	-1.246918	-1.023812	-4.929525	15.262717	10.297577	69.030550	-1.859105	-2.487376	8.497949
	-0.689218	-0.467905	-6.350489	15.364993	9.587794	71.882019	-1.481016	-2.480188	7.990244
	-0.096849	-0.147279	-7.853088	15.475712	8.961551	74.543920	-1.146040	-2.393766	7.429817
	0.555316	0.105654	-9.434020	15.469165	8.161173	76.997523	-0.629212	-2.413784	6.802038
	1.245582	0.339350	-11.140471	15.396419	7.702963	79.230931	-0.196753	-2.415767	5.935900
	1.967164	0.245667	-12.934109	15.252941	7.489193	81.181889	0.351169	-2.365425	5.149555
	2.697605	0.149058	-14.888066	14.924519	7.487971	83.060568	0.856837	-2.219162	4.038235
	3.397298	-0.127882	-16.874338	14.501209	7.586609	84.745863	1.284675	-1.839570	2.970608
	4.070464	-0.498249	-18.862093	13.954358	7.693254	85.996713	1.671838	-1.548695	1.715074
	4.621802	-0.797048	-20.672775	13.303408	7.870973	86.795231	1.957887	-1.347713	0.446247
	5.129086	-1.182341	-22.455316	12.598835	8.159869	87.293931	2.245445	-1.095503	-0.596169
	5.475134	-1.472791	-24.149031	11.997536	8.345347	87.659214	2.385577	-0.854311	-1.558453
	5.739307	-1.638480	-25.798197	11.395342	8.447593	87.431274	2.398022	-0.631022	-2.311049
	5.887320	-1.743618	-27.372836	10.957846	8.579635	86.947289	2.396933	-0.626507	-2.907712
	5.854171	-1.767727	-28.857551	10.593048	8.500069	86.278322	2.388062	-0.665639	-3.302492
	5.750081	-1.728877	-30.163635	10.412729	8.533100	85.093216	2.326712	-0.705256	-3.617024
	5.585383	-1.640080	-31.492643	10.362654	8.581082	83.598202	2.202022	-0.888455	-3.855732
