hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	5.238982	-1.523224	-32.689724	10.323678	8.616667	82.046979	1.958908	-0.989444	-4.211253
	4.851597	-1.452223	-33.669822	10.137010	8.686668	80.138796	1.680712	-1.254814	-4.502868
	4.458322	-1.355551	-34.552661	9.957340	8.864338	77.801367	1.315920	-1.584061	-4.843256
	4.095024	-1.491994	-35.260470	9.910016	9.177462	75.190616	0.865564	-1.838535	-5.204252
	3.590191	-1.625514	-35.770481	9.984995	9.535891	72.368030	0.324297	-2.056762	-5.415578
	3.124083	-1.770979	-36.143504	10.205963	9.874672	69.359517	-0.300496	-2.363874	-5.739757
	2.571893	-1.995606	-36.326487	10.673494	10.664209	65.843898	-0.978332	-2.638564	-6.217340
	1.930651	-2.165403	-36.352294	11.183355	11.483574	62.178084	-1.535896	-3.018295	-6.310219
	1.245421	-2.481542	-36.184007	11.928244	12.625485	58.229569	-1.988247	-3.500756	-6.435682
	0.717339	-2.782095	-35.807407	12.459357	13.980237	54.154023	-2.309372	-4.032758	-6.460923
	0.118045	-3.114674	-35.419622	12.814097	15.537700	49.570106	-2.523010	-4.580629	-6.367498
	-0.359949	-3.452009	-34.665673	12.691220	17.088277	45.000071	-2.666018	-5.074307	-6.096215
	-0.840998	-3.650799	-33.879054	12.484153	18.527235	40.598741	-2.853740	-5.436479	-5.942147
	-1.264743	-3.776587	-33.013788	11.786481	20.009683	36.281593	-3.005697	-5.762543	-5.812785
	-1.588163	-3.761297	-32.241840	10.971497	21.010423	32.051978	-3.307552	-6.087311	-5.970936
	-1.799895	-3.423122	-31.534726	9.845999	21.697342	28.212541	-3.725938	-6.541916	-6.304765
	-2.111791	-2.971370	-30.893017	8.584976	21.954480	24.867450	-4.431594	-6.958848	-6.770026
	-2.348860	-2.285550	-30.367810	7.488487	22.179046	21.997725	-5.396349	-7.565817	-7.180464
	-2.580947	-1.595814	-29.935221	6.479366	22.451758	19.509030	-6.205448	-8.289851	-7.728525
	-2.875191	-0.977617	-29.552891	5.695199	22.475614	17.471205	-7.061578	-9.268948	-8.150511
	-3.072831	-0.437733	-29.249856	5.097408	22.579656	15.763165	-7.611016	-10.259740	-8.442172
	-3.404210	-0.151089	-28.896973	4.577055	22.530402	14.540662	-7.912126	-11.126420	-8.678073
	-3.691165	0.042253	-28.564323	4.245767	22.311059	13.698236	-7.958929	-11.735596	-8.582347
	-3.999859	0.044501	-28.241383	4.082605	21.912478	13.350777	-7.807611	-11.813148	-8.513689
	-4.326359	-0.096426	-27.995144	3.992645	21.400115	13.407539	-7.511526	-11.602500	-8.177345
	-4.604375	-0.411436	-27.721291	4.164139	20.874887	14.030025	-6.771896	-11.291426	-7.477803
	-4.865877	-0.948612	-27.567868	4.375292	20.496421	15.218248	-5.589036	-10.790884	-6.552756
