PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
72	-3.422883	-1.898714	43.065592	2.06886	-5.431061	105.423447	2.817364	0.131475	-8.505082	0.016532	0.020704	-0.085165	-0.022422	-0.002161	0.016245	-0.001475	-0.009287	-0.01462				-0.340902	0.087162	0.00605	-3.062927	-2.979415	48.153525	2.137927	-1.8449	115.200347	2.753413	-1.588463	-8.909335	-0.023986	0.020471	-0.164573	-0.020803	0.003871	0.02226	-0.001739	-0.006757	-0.020371				-0.785514	0.152154	0.02241	-2.324926	-3.632683	49.007423	1.521407	0.274191	118.458687	1.192348	-4.721522	-5.781832	-0.013912	0.02766	-0.206426	-0.034425	0.008466	0.040553	-0.00061	-0.009569	-0.0323				-1.281792	0.297518	0.043647	-2.345842	2.782151	40.911188	-1.626577	-14.033939	100.561029	5.296707	9.398074	-7.411256	0.004816	0.022068	-0.063848	-0.009588	0.000522	0.002026	-0.005033	-0.007444	-0.016432				-0.327821	0.027108	0.025081	-1.547485	2.903556	47.423835	-0.83953	-10.938133	109.21197	6.935272	9.026848	-14.682695	-0.0031	0.042534	-0.157762	-0.024659	0.001515	-0.003968	-0.005041	-0.012337	-0.018166				-0.9097	0.046432	0.035846	-2.46239	1.278019	46.722665	-2.059828	-9.289098	113.202704	8.191591	10.350027	-14.063398	0.03291	0.034151	-0.206285	-0.027724	0.006874	-0.008601	-0.007712	-0.011064	-0.024125				-1.674384	0.028828	0.074405
73	-3.301811	-1.704499	44.608806	2.703102	-4.851472	103.886671	2.592354	-0.424851	-8.024536	0.009257	0.013489	-0.116844	-0.013458	0.000581	0.012545	-0.001498	-0.007243	-0.014798				-0.402744	0.071034	0.009803	-2.612057	-2.829471	49.965248	3.050275	-0.843947	112.92005	2.618364	-2.522565	-8.32685	-0.025598	0.017805	-0.192854	-0.017786	0.006347	0.019426	-0.001239	-0.006509	-0.01893				-0.770302	0.147395	0.021044	-1.350268	-3.58425	51.17904	2.403131	0.865835	116.113898	1.046113	-5.343713	-5.186574	-0.026714	0.023781	-0.21113	-0.029617	0.011061	0.030952	-6.3e-05	-0.007726	-0.030799				-1.092096	0.270622	0.047385	-1.865442	3.559992	42.617692	-0.679152	-13.546178	99.063987	5.194855	8.750687	-6.556045	-0.001602	0.017363	-0.089062	-8.5e-05	0.003189	0.002115	-0.005111	-0.005683	-0.017561				-0.358857	0.003463	0.032097	-0.766121	3.534884	49.40715	0.170216	-10.113148	107.214378	6.661207	7.939258	-13.251289	-0.011092	0.044154	-0.192325	-0.023622	0.00295	-0.002806	-0.004716	-0.013146	-0.016689				-0.897512	0.036013	0.030605	-1.179318	2.104825	49.188654	-0.95711	-8.366879	111.408364	8.080139	9.065333	-12.600292	0.033696	0.03447	-0.222957	-0.024572	0.00816	-0.00627	-0.007267	-0.013023	-0.023623				-1.587926	0.02392	0.064195
74	-3.089788	-1.595498	45.9524	3.364053	-4.476477	101.990597	2.381538	-0.910622	-7.548051	0.004456	0.003845	-0.14373	-0.002059	0.003857	0.009789	-0.001489	-0.004422	-0.015133				-0.420983	0.047827	0.014451	-2.077557	-2.861928	51.496115	3.922092	-0.234274	110.294563	2.492487	-3.31306	-7.753925	-0.027932	0.011628	-0.219007	-0.012976	0.009134	0.018682	-0.000923	-0.005834	-0.017969				-0.716758	0.150394	0.020615	-0.342218	-3.736733	53.07466	3.25761	0.989272	113.42683	0.917663	-5.78554	-4.573057	-0.037988	0.013086	-0.22845	-0.021126	0.01379	0.024182	0.000191	-0.005763	-0.02929				-0.989106	0.237713	0.048336	-1.381998	4.091501	44.083427	0.123913	-13.201916	97.187746	5.254446	8.121421	-5.696196	0.000685	0.014524	-0.11032	0.006633	0.004729	-0.000971	-0.004651	-0.004534	-0.01745				-0.360866	-0.023108	0.0356	-0.004862	3.844162	51.074642	1.015983	-9.592457	104.827019	6.443994	7.002065	-11.852333	-0.011893	0.040515	-0.221115	-0.018894	0.004796	-0.000552	-0.004428	-0.012513	-0.015351				-0.821539	0.027951	0.03073	0.082592	2.62592	51.353007	0.092353	-7.802121	109.222015	7.929264	7.811886	-11.147432	0.032929	0.030466	-0.248643	-0.018967	0.009994	-0.001868	-0.00682	-0.013826	-0.022751				-1.508476	0.030948	0.057926
75	-2.778706	-1.559858	47.089064	4.010301	-4.326764	99.768246	2.199474	-1.317284	-7.067279	0.001498	-0.002084	-0.157307	0.005874	0.006283	0.0082	-0.001439	-0.002472	-0.015886				-0.382727	0.035367	0.017904	-1.451212	-3.020302	52.767511	4.736051	-0.06432	107.375908	2.372463	-3.886937	-7.202882	-0.030991	0.001686	-0.239812	-0.005192	0.011975	0.019008	-0.000825	-0.004274	-0.017708				-0.633393	0.159312	0.021195	0.676666	-4.022945	54.731662	4.062145	0.641145	110.456023	0.817144	-6.015439	-3.961214	-0.049805	-0.002306	-0.257592	-0.010056	0.016176	0.019836	0.000196	-0.003651	-0.028377				-0.956523	0.211799	0.046584	-0.893636	4.371998	45.296662	0.74565	-13.016983	94.947291	5.446047	7.54551	-4.823313	0.007184	0.016115	-0.128667	0.007488	0.004386	-0.007614	-0.00366	-0.004575	-0.015742				-0.339182	-0.059927	0.032688	0.744254	3.855253	52.431417	1.671194	-9.39734	102.093584	6.33568	6.280416	-10.52056	-0.000617	0.02981	-0.236964	-0.008123	0.006973	0.000703	-0.004159	-0.010169	-0.014407				-0.702287	0.014176	0.034536	1.295826	2.862956	53.222465	1.047291	-7.634604	106.693755	7.789934	6.694375	-9.730784	0.034071	0.022066	-0.2779	-0.009952	0.012034	0.002366	-0.006318	-0.013013	-0.021362				-1.427227	0.042312	0.05579
76	-2.367032	-1.583164	48.016047	4.605101	-4.416147	97.249051	2.053547	-1.635298	-6.571959	0.001957	-0.003662	-0.157479	0.009715	0.007573	0.007008	-0.001378	-0.001634	-0.016647				-0.308418	0.033378	0.019971	-0.734123	-3.231472	53.811094	5.487583	-0.34957	104.207735	2.27414	-4.212341	-6.683645	-0.031815	-0.009609	-0.252022	0.00436	0.01417	0.018896	-0.000883	-0.002266	-0.01824				-0.534301	0.166142	0.021487	1.679623	-4.349851	56.196087	4.821943	-0.151057	107.251684	0.766373	-6.02868	-3.370582	-0.060237	-0.018271	-0.294387	0.001505	0.01751	0.016717	6.7e-05	-0.001746	-0.028358				-0.969986	0.19143	0.042736	-0.396085	4.412539	46.25508	1.172578	-12.989592	92.344227	5.701557	7.068053	-3.966642	0.01496	0.019338	-0.14445	0.004612	0.002711	-0.015	-0.002538	-0.005314	-0.013332				-0.293855	-0.107351	0.025745	1.494449	3.610206	53.498178	2.132156	-9.520007	99.048305	6.359035	5.794059	-9.29101	0.019533	0.015028	-0.242879	0.005597	0.008704	-0.000985	-0.003802	-0.00692	-0.013719				-0.587628	-0.011225	0.036355	2.43988	2.853543	54.822069	1.88086	-7.873146	103.873275	7.711414	5.789594	-8.383302	0.038948	0.009751	-0.306698	0.002633	0.013756	0.004511	-0.005734	-0.010682	-0.019823				-1.349096	0.045116	0.055699
77	-1.860989	-1.652344	48.733818	5.118493	-4.748841	94.433181	1.948768	-1.853902	-6.058632	0.008965	-0.004456	-0.151182	0.012768	0.008268	0.005216	-0.001335	-0.001103	-0.016696				-0.233648	0.029732	0.020348	0.058461	-3.421549	54.663619	6.179883	-1.069494	100.821409	2.220224	-4.302832	-6.20114	-0.026839	-0.018929	-0.256783	0.013308	0.015034	0.016832	-0.001	-0.000679	-0.019373				-0.442926	0.157838	0.02048	2.634158	-4.617086	57.517203	5.559382	-1.330907	103.85338	0.785036	-5.852365	-2.815398	-0.065374	-0.030367	-0.33634	0.011144	0.017212	0.013378	-8.8e-05	-0.000644	-0.029034				-1.021733	0.163488	0.038002	0.11406	4.238803	46.965056	1.412645	-13.096729	89.414034	5.945498	6.726034	-3.178562	0.023148	0.019137	-0.157947	0.002566	0.000994	-0.020357	-0.001774	-0.005758	-0.01154				-0.232913	-0.154991	0.01933	2.254172	3.166382	54.308571	2.415657	-9.922454	95.715748	6.494983	5.522998	-8.200123	0.040627	0.000546	-0.247991	0.017319	0.009248	-0.005388	-0.003347	-0.003971	-0.013276				-0.504319	-0.049241	0.033419	3.498015	2.647879	56.189297	2.582993	-8.491578	100.800194	7.719256	5.133093	-7.14303	0.045324	-0.002971	-0.334725	0.015489	0.014231	0.003832	-0.005069	-0.007944	-0.01887				-1.280514	0.03359	0.054666
78	-1.276206	-1.758124	49.246041	5.528227	-5.316997	91.351199	1.889615	-1.968503	-5.540778	0.021906	-0.006941	-0.145211	0.016988	0.008716	0.002198	-0.001328	-0.000352	-0.01595				-0.177898	0.015316	0.018602	0.894107	-3.530061	55.362465	6.819651	-2.173858	97.235025	2.224953	-4.201427	-5.758002	-0.017365	-0.024257	-0.261515	0.019825	0.01448	0.012398	-0.001116	6.5e-05	-0.020611				-0.378727	0.12657	0.018419	3.50204	-4.737127	58.743075	6.300156	-2.822535	100.289817	0.876958	-5.534535	-2.304532	-0.064119	-0.036951	-0.384859	0.018131	0.015438	0.008865	-0.000219	-0.000466	-0.029878				-1.120576	0.114486	0.033537	0.635969	3.890819	47.440939	1.492284	-13.29695	86.125714	6.128578	6.527916	-2.506391	0.030944	0.013038	-0.172175	0.0038	0.000155	-0.0237	-0.001601	-0.005362	-0.011089				-0.171818	-0.197123	0.015343	3.018365	2.595397	54.905348	2.555133	-10.540535	92.103735	6.693251	5.424422	-7.2772	0.056988	-0.011435	-0.258458	0.02457	0.00852	-0.010776	-0.002949	-0.002184	-0.013505				-0.446481	-0.096686	0.028258	4.452214	2.307315	57.367658	3.15924	-9.428614	97.504915	7.80132	4.721006	-6.041014	0.047326	-0.010394	-0.365061	0.022882	0.012481	0.000888	-0.004351	-0.006469	-0.019082				-1.21648	0.007747	0.051822
79	-0.637891	-1.893307	49.56071	5.823243	-6.096454	88.011209	1.878933	-1.98719	-5.047751	0.036083	-0.011449	-0.143391	0.02205	0.00891	-0.001548	-0.001352	0.000585	-0.015029				-0.136804	-0.008288	0.01545	1.725006	-3.518235	55.942813	7.412122	-3.593573	93.45074	2.28866	-3.961663	-5.357229	-0.008671	-0.026113	-0.273111	0.023899	0.013018	0.006518	-0.001211	0.00019	-0.02166				-0.339006	0.075824	0.016197	4.241553	-4.647023	59.916406	7.063981	-4.543091	96.584061	1.026443	-5.128685	-1.842447	-0.060113	-0.038769	-0.439719	0.022924	0.012909	0.002919	-0.000327	-0.00088	-0.030567				-1.263749	0.040806	0.030025	1.163675	3.423549	47.703928	1.455104	-13.54012	82.514634	6.242139	6.447077	-1.973459	0.040688	0.001653	-0.191038	0.008513	0.000433	-0.027663	-0.001909	-0.004257	-0.011769				-0.120764	-0.248153	0.012607	3.765394	1.981572	55.334707	2.599528	-11.297454	88.241872	6.897037	5.449399	-6.524986	0.064693	-0.018642	-0.275321	0.025522	0.006605	-0.017166	-0.002733	-0.002275	-0.014702				-0.388151	-0.163635	0.024449	5.279752	1.901057	58.400501	3.626584	-10.594935	93.997841	7.911848	4.526813	-5.086922	0.039719	-0.008099	-0.400444	0.020317	0.008167	-0.003627	-0.00367	-0.007504	-0.020496				-1.148853	-0.035922	0.049388
80	0.021301	-2.047869	49.691263	6.008219	-7.045279	84.408598	1.917397	-1.932098	-4.610725	0.04534	-0.01717	-0.149372	0.026539	0.008769	-0.005193	-0.001372	0.001438	-0.01446				-0.093577	-0.035546	0.012007	2.494751	-3.368851	56.433879	7.959176	-5.25018	89.474452	2.402313	-3.636656	-4.996856	-0.006466	-0.025833	-0.293123	0.026077	0.011295	-0.00032	-0.001274	0.000104	-0.022417				-0.306382	0.008546	0.014529	4.811687	-4.310799	61.067278	7.861545	-6.412618	92.745367	1.206032	-4.681795	-1.425622	-0.056103	-0.03719	-0.494978	0.026284	0.010426	-0.005155	-0.000433	-0.001508	-0.031181				-1.423249	-0.062378	0.028217	1.686981	2.905118	47.780363	1.361998	-13.784663	78.614812	6.305653	6.43612	-1.578135	0.05552	-0.012188	-0.215103	0.015453	0.001651	-0.033462	-0.002407	-0.003031	-0.012997				-0.07639	-0.318923	0.010043	4.461348	1.415353	55.63959	2.611868	-12.123992	84.205644	7.062063	5.561554	-5.912542	0.059466	-0.018265	-0.299235	0.018268	0.003621	-0.026761	-0.002675	-0.004574	-0.01646				-0.30818	-0.275494	0.023541	5.954835	1.499491	59.325652	4.008965	-11.889309	90.315732	7.993179	4.523011	-4.259966	0.023448	0.003212	-0.441669	0.008432	0.002162	-0.010936	-0.003173	-0.010956	-0.022562				-1.090787	-0.117512	0.050153
81	0.666114	-2.202792	49.656879	6.106744	-8.111609	80.55636	2.002899	-1.833728	-4.248047	0.046208	-0.022977	-0.165886	0.029101	0.0082	-0.008803	-0.001328	0.001807	-0.014389				-0.032298	-0.068679	0.009052	3.148469	-3.081232	56.853619	8.461606	-7.065073	85.372869	2.552593	-3.273464	-4.664291	-0.011249	-0.02418	-0.319134	0.026587	0.009703	-0.008601	-0.001282	-0.000131	-0.022794				-0.270048	-0.079733	0.013931	5.180048	-3.71904	62.203293	8.694439	-8.364002	88.804824	1.389427	-4.226337	-1.036129	-0.04862	-0.033092	-0.54244	0.028883	0.00849	-0.017923	-0.000562	-0.002198	-0.03186				-1.548052	-0.221027	0.029073	2.193052	2.411111	47.699471	1.286672	-14.019645	74.469665	6.34363	6.456993	-1.299681	0.071421	-0.023344	-0.239266	0.021046	0.00325	-0.039601	-0.002827	-0.002508	-0.014288				-0.021978	-0.39845	0.007774	5.070124	0.980227	55.854357	2.660577	-12.97726	79.991097	7.164852	5.753204	-5.389027	0.044597	-0.012644	-0.33126	0.006562	0.000785	-0.041283	-0.002729	-0.007745	-0.017886				-0.219256	-0.445443	0.024792	6.45568	1.165818	60.17108	4.334724	-13.221167	86.482475	8.001668	4.696308	-3.517017	0.0083	0.01636	-0.487811	-0.005431	-0.003258	-0.024519	-0.003038	-0.014897	-0.0244				-1.067879	-0.274321	0.054454
82	1.263956	-2.325434	49.480304	6.161894	-9.251356	76.488808	2.126511	-1.716467	-3.958866	0.038739	-0.027472	-0.19182	0.028656	0.007056	-0.013457	-0.001165	0.001257	-0.014738				0.053935	-0.119996	0.007184	3.6441	-2.665747	57.204117	8.923447	-8.974612	81.128506	2.721774	-2.902286	-4.338534	-0.016881	-0.021313	-0.346671	0.025561	0.008315	-0.019803	-0.001226	-0.0008	-0.022855				-0.225117	-0.204799	0.014915	5.334751	-2.89127	63.301728	9.552982	-10.355686	84.749947	1.560867	-3.773466	-0.640339	-0.030945	-0.026458	-0.578317	0.030772	0.007155	-0.038984	-0.00072	-0.003005	-0.032405				-1.575499	-0.477944	0.03334	2.667159	2.013943	47.490139	1.299734	-14.27818	70.133533	6.371272	6.510443	-1.101391	0.08094	-0.028417	-0.255643	0.023201	0.004851	-0.045999	-0.003081	-0.00275	-0.015474				0.05149	-0.484435	0.006473	5.564262	0.736149	56.000181	2.80168	-13.851623	75.642849	7.207066	6.041432	-4.903676	0.035176	-0.009088	-0.367595	0.00028	0.000261	-0.06108	-0.002947	-0.009102	-0.018312				-0.145367	-0.672475	0.025873	6.774256	0.946807	60.949964	4.632232	-14.532511	82.501951	7.928173	5.044379	-2.809396	0.009418	0.021553	-0.537538	-0.010543	-0.00521	-0.048015	-0.003386	-0.016304	-0.025123				-1.07313	-0.546201	0.058746
83	1.788197	-2.370776	49.182694	6.229914	-10.445959	72.240489	2.268499	-1.581605	-3.724604	0.022448	-0.028425	-0.222421	0.023661	0.0051	-0.020935	-0.000883	-0.000493	-0.015428				0.163832	-0.20866	0.006919	3.961633	-2.141684	57.470287	9.352178	-10.947116	76.747229	2.88857	-2.521454	-3.995473	-0.01656	-0.017025	-0.370474	0.02315	0.00701	-0.035772	-0.001155	-0.002115	-0.023001				-0.156915	-0.3892	0.018105	5.294998	-1.879563	64.308087	10.409877	-12.380805	80.562111	1.71819	-3.307368	-0.195232	-0.000683	-0.016504	-0.604713	0.030818	0.006093	-0.071507	-0.000882	-0.004001	-0.032327				-1.452423	-0.879488	0.040863	3.093536	1.769349	47.176403	1.447858	-14.626709	65.666704	6.393656	6.633807	-0.935827	0.082682	-0.028326	-0.26328	0.023918	0.006552	-0.057052	-0.003269	-0.002744	-0.016584				0.135633	-0.618732	0.006545	5.931136	0.705067	56.079906	3.059706	-14.777117	71.198933	7.214282	6.443031	-4.417029	0.045499	-0.010633	-0.39749	0.005417	0.003034	-0.086436	-0.00337	-0.00721	-0.017842				-0.072185	-0.964888	0.024587	6.923849	0.863686	61.654511	4.920207	-15.810635	78.392732	7.80421	5.55781	-2.09793	0.03892	0.013991	-0.586121	-0.000126	-0.001998	-0.08317	-0.004159	-0.013108	-0.024318				-1.033932	-0.960715	0.057197
84	2.218817	-2.290393	48.777801	6.365927	-11.70371	67.842437	2.400709	-1.402479	-3.515722	-0.000229	-0.024824	-0.251223	0.014107	0.002351	-0.03289	-0.00058	-0.003206	-0.016564				0.283528	-0.350642	0.008801	4.10636	-1.538905	57.62058	9.750858	-12.983666	72.250307	3.03782	-2.09445	-3.607518	-0.009332	-0.010369	-0.388269	0.01879	0.005539	-0.058866	-0.00114	-0.003853	-0.023346				-0.044654	-0.664464	0.023941	5.111801	-0.768952	65.142722	11.212792	-14.459983	76.211702	1.871762	-2.785881	0.339612	0.033793	-0.001553	-0.629775	0.025907	0.004541	-0.117865	-0.000998	-0.005229	-0.030865				-1.163272	-1.474953	0.049586	3.457209	1.702449	46.773356	1.73912	-15.130372	61.11824	6.408671	6.86254	-0.757516	0.077555	-0.024092	-0.268208	0.024233	0.008102	-0.076643	-0.003519	-0.001945	-0.017738				0.223629	-0.842404	0.007629	6.173044	0.862724	56.074229	3.417104	-15.8014	66.678676	7.223321	6.954494	-3.90198	0.073753	-0.012193	-0.414237	0.01768	0.007753	-0.11804	-0.003899	-0.003165	-0.017013				0.039413	-1.337079	0.020873	6.939928	0.904828	62.250802	5.196163	-17.08474	74.154148	7.689733	6.205108	-1.360324	0.094418	-0.000659	-0.627017	0.02178	0.005212	-0.129696	-0.005078	-0.006165	-0.022278				-0.857687	-1.527763	0.04715
85	2.541196	-2.047255	48.268743	6.607515	-13.042773	63.315333	2.49836	-1.137403	-3.295829	-0.021377	-0.0175	-0.273868	0.002064	-0.000864	-0.050677	-0.000405	-0.006274	-0.018177				0.394604	-0.559688	0.013575	4.1041	-0.902424	57.610861	10.104956	-15.093104	67.629777	3.173742	-1.567528	-3.144467	0.00079	0.000407	-0.402016	0.010365	0.003219	-0.091359	-0.001184	-0.005861	-0.023297				0.122558	-1.067746	0.032271	4.854863	0.327285	65.714779	11.88212	-16.609963	71.658569	2.040595	-2.152074	0.983784	0.052192	0.020293	-0.666105	0.011066	0.001443	-0.178937	-0.001002	-0.00671	-0.027277				-0.721273	-2.313919	0.055648	3.746917	1.799267	46.285413	2.140243	-15.816504	56.516219	6.41361	7.197245	-0.526321	0.064371	-0.014808	-0.278382	0.0214	0.008642	-0.105617	-0.003793	-0.000968	-0.018643				0.318514	-1.165487	0.009903	6.302924	1.13936	55.943946	3.816342	-16.958166	62.088132	7.265432	7.553594	-3.339418	0.103809	-0.006756	-0.420816	0.027144	0.011841	-0.156355	-0.004297	0.000708	-0.016066				0.208838	-1.793389	0.016935	6.872267	1.022887	62.680135	5.430684	-18.402606	69.774714	7.646916	6.937969	-0.590947	0.152342	-0.009047	-0.659792	0.040443	0.012526	-0.185769	-0.005675	0.00095	-0.019496				-0.51039	-2.240689	0.03256
86	2.744349	-1.633491	47.649787	6.961491	-14.467356	58.671042	2.555141	-0.74887	-3.025973	-0.03559	-0.007231	-0.2913	-0.011049	-0.004217	-0.076014	-0.000435	-0.008991	-0.019511				0.49118	-0.856687	0.020978	3.990858	-0.297665	57.393308	10.374639	-17.25398	62.876947	3.320914	-0.892124	-2.587613	0.002377	0.01697	-0.419697	-0.006182	-0.001013	-0.134619	-0.001188	-0.008294	-0.021801				0.347913	-1.634436	0.041565	4.591703	1.278151	65.941331	12.319352	-18.795784	66.872596	2.247418	-1.358388	1.716018	0.030228	0.048696	-0.7251	-0.01808	-0.003985	-0.252444	-0.000838	-0.008331	-0.021539				-0.102333	-3.423393	0.056073	3.957253	2.006418	45.708572	2.585155	-16.654437	51.875418	6.413096	7.603087	-0.20618	0.043628	-0.000276	-0.298071	0.012301	0.007405	-0.142958	-0.003871	-0.000734	-0.01838				0.425499	-1.577432	0.01385	6.339285	1.429191	55.640196	4.17331	-18.23581	57.423787	7.356969	8.214202	-2.714697	0.115094	0.008181	-0.431994	0.025175	0.013026	-0.202003	-0.004265	0.002579	-0.014533				0.440859	-2.342943	0.014713	6.771006	1.140398	62.870345	5.573572	-19.793615	65.23668	7.71493	7.716085	0.203823	0.176384	-0.000436	-0.694998	0.039399	0.015489	-0.249414	-0.005508	0.004387	-0.01615				-0.011026	-3.103093	0.020665
87	2.821295	-1.083417	46.912701	7.3975	-15.944805	53.918956	2.591779	-0.221252	-2.679918	-0.045478	0.005889	-0.30954	-0.025922	-0.007617	-0.11024	-0.000611	-0.010916	-0.019282				0.582878	-1.260196	0.028359	3.802724	0.190192	56.928278	10.501559	-19.379386	57.983838	3.514143	-0.044113	-1.954816	-0.021219	0.037974	-0.454457	-0.034082	-0.007788	-0.187801	-0.001029	-0.011131	-0.01817				0.65087	-2.378632	0.049071	4.370485	1.95243	65.765871	12.427789	-20.88938	61.846983	2.516987	-0.398115	2.46815	-0.043255	0.078027	-0.812199	-0.061008	-0.011509	-0.333534	-0.000499	-0.009713	-0.014465				0.7804	-4.785349	0.050866	4.088836	2.238858	45.036205	2.993414	-17.554825	47.212619	6.421812	8.031764	0.225316	0.016695	0.017685	-0.329478	-0.004477	0.004212	-0.187144	-0.00349	-0.001778	-0.015974				0.554899	-2.059812	0.01759	6.303105	1.608882	55.120312	4.400185	-19.559343	52.6863	7.502284	8.917279	-2.020387	0.0905	0.029238	-0.467349	0.007582	0.010119	-0.255353	-0.003597	0.001751	-0.011741				0.762347	-3.003467	0.014315	6.673861	1.164923	62.754566	5.571356	-21.233125	60.526246	7.901159	8.529668	1.009378	0.138381	0.023637	-0.752177	0.012334	0.011903	-0.319979	-0.004413	0.002928	-0.012115				0.655456	-4.149647	0.015756
88	2.772389	-0.475694	46.055407	7.85135	-17.389655	49.075024	2.65227	0.428238	-2.26717	-0.056487	0.020625	-0.33348	-0.043194	-0.010945	-0.152474	-0.00081	-0.011847	-0.016706				0.684593	-1.76262	0.031803	3.571745	0.47071	56.195025	10.430344	-21.301698	52.949133	3.78785	0.955335	-1.316565	-0.077517	0.056715	-0.518719	-0.070996	-0.016344	-0.248135	-0.000658	-0.013622	-0.012706				1.079426	-3.275936	0.051595	4.215162	2.243812	65.169643	12.1445	-22.665229	56.607057	2.876109	0.670995	3.14023	-0.152062	0.09744	-0.92551	-0.109476	-0.01955	-0.417618	-1.3e-05	-0.010221	-0.007076				1.994523	-6.317259	0.041708	4.147783	2.394502	44.266248	3.29263	-18.385867	42.558509	6.463876	8.447821	0.76375	-0.015968	0.034878	-0.37408	-0.027225	-0.000209	-0.235611	-0.002525	-0.003753	-0.01106				0.72187	-2.575296	0.017364	6.217166	1.565146	54.362581	4.433487	-20.793194	47.891424	7.704961	9.650964	-1.263265	0.026165	0.047571	-0.541128	-0.022142	0.003702	-0.315655	-0.002319	-0.000912	-0.007493				1.221909	-3.773126	0.013757	6.601772	1.011746	62.28921	5.389862	-22.623894	55.643718	8.191324	9.390813	1.805187	0.035382	0.049835	-0.848512	-0.032607	0.003031	-0.397594	-0.002621	-0.001325	-0.007442				1.569629	-5.400902	0.016451
89	2.610098	0.076785	45.087111	8.23942	-18.66235	44.169012	2.794223	1.147913	-1.84464	-0.069893	0.033492	-0.36738	-0.060859	-0.013553	-0.200459	-0.000912	-0.011481	-0.012051				0.820397	-2.334783	0.028974	3.328699	0.474202	55.198484	10.136135	-22.792365	47.784042	4.169945	2.020365	-0.785411	-0.153703	0.064497	-0.614528	-0.108721	-0.024585	-0.312453	-0.000111	-0.014785	-0.006434				1.670051	-4.257235	0.047299	4.132238	2.099922	64.172766	11.475757	-23.851339	51.206429	3.34911	1.729462	3.629083	-0.25928	0.096646	-1.055222	-0.150358	-0.025647	-0.50141	0.000601	-0.009341	5.2e-05				3.467207	-7.855506	0.030889	4.145378	2.375786	43.405647	3.437912	-19.002101	37.962886	6.571993	8.841396	1.370635	-0.050123	0.045354	-0.431486	-0.049428	-0.004145	-0.284901	-0.001092	-0.005247	-0.004188				0.932016	-3.062515	0.011165	6.10552	1.22573	53.374152	4.258188	-21.767424	43.075398	7.979737	10.396828	-0.465454	-0.061795	0.052661	-0.654165	-0.052077	-0.003701	-0.380626	-0.000651	-0.003074	-0.002113				1.833765	-4.588027	0.008934	6.563743	0.628504	61.464264	5.032552	-23.805278	50.610953	8.567237	10.293405	2.570431	-0.108237	0.062972	-0.98513	-0.078723	-0.00751	-0.480644	-0.000542	-0.004939	-0.002345				2.78273	-6.778278	0.016164
