PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
90	2.361741	0.449637	44.027075	8.48343	-19.5884	39.246833	3.078243	1.857273	-1.50426	-0.079191	0.039646	-0.412324	-0.073723	-0.014214	-0.251034	-0.000831	-0.009399	-0.006394				1.006768	-2.922739	0.021097	3.107156	0.176649	53.968663	9.644598	-23.619182	42.516771	4.67802	3.00663	-0.481141	-0.222371	0.056391	-0.728903	-0.136925	-0.029778	-0.377554	0.000557	-0.014078	-0.000257				2.383922	-5.214087	0.037878	4.120559	1.545544	62.826742	10.518019	-24.223393	45.717435	3.950707	2.633128	3.857292	-0.332173	0.073489	-1.178992	-0.172992	-0.027409	-0.580497	0.001361	-0.007107	0.006865				4.948145	-9.168236	0.022263	4.097192	2.115249	42.47034	3.425341	-19.281371	33.493935	6.782482	9.218242	1.982517	-0.07714	0.044627	-0.498996	-0.062305	-0.005708	-0.331677	0.000566	-0.004697	0.003486				1.166172	-3.446441	0.000543	5.991532	0.58284	52.19034	3.917496	-22.322929	38.296791	8.35075	11.108746	0.3444	-0.145818	0.039269	-0.791121	-0.068277	-0.008921	-0.445631	0.001221	-0.002465	0.003999				2.520612	-5.307436	-0.004174	6.564442	0.013498	60.303966	4.54765	-24.593547	45.476957	9.017976	11.178899	3.293811	-0.249788	0.055221	-1.140695	-0.109094	-0.015644	-0.563806	0.001566	-0.005415	0.003227				4.194054	-8.076688	0.006794
91	2.068476	0.539561	42.899494	8.539891	-20.004497	34.369844	3.552079	2.465055	-1.335651	-0.082669	0.036759	-0.462491	-0.07889	-0.012103	-0.299095	-0.000476	-0.005978	-0.000932				1.218803	-3.434174	0.012885	2.940869	-0.389474	52.552173	9.035204	-23.626751	37.195883	5.318537	3.760562	-0.489172	-0.262957	0.034495	-0.83241	-0.148427	-0.029433	-0.438175	0.001318	-0.011563	0.005389				3.070789	-6.00508	0.028822	4.176431	0.686744	61.203337	9.443498	-23.703137	40.229261	4.685752	3.274666	3.792911	-0.36087	0.035716	-1.262502	-0.174176	-0.023199	-0.647877	0.002296	-0.003867	0.013555				6.094362	-10.025099	0.020048	4.021588	1.597055	41.483172	3.294838	-19.163741	29.233516	7.121553	9.58094	2.532629	-0.095156	0.032703	-0.570671	-0.061431	-0.004156	-0.372215	0.002284	-0.001716	0.010987				1.382077	-3.650471	-0.011016	5.894392	-0.299778	50.866427	3.503195	-22.366303	33.636514	8.834428	11.710784	1.143816	-0.205295	0.011262	-0.924067	-0.064134	-0.010037	-0.503124	0.003302	0.001275	0.010708				3.129599	-5.760616	-0.025325	6.607214	-0.781134	58.860416	4.020317	-24.845177	40.322498	9.538992	11.945938	3.978989	-0.345904	0.028826	-1.2792	-0.112554	-0.018196	-0.638912	0.003714	-0.002004	0.009641				5.537633	-9.040007	-0.014584
92	1.780133	0.299524	41.728236	8.419001	-19.827488	29.614819	4.231507	2.91062	-1.37987	-0.093325	0.0259	-0.50511	-0.078625	-0.007286	-0.338705	0.00024	-0.002279	0.003758				1.388395	-3.766777	0.00775	2.853953	-1.140003	51.001025	8.423827	-22.816112	31.898415	6.094096	4.198369	-0.828837	-0.278567	0.006343	-0.889497	-0.14285	-0.02228	-0.48686	0.002175	-0.007581	0.010512				3.52383	-6.486922	0.025581	4.292116	-0.313044	59.383728	8.446609	-22.41639	34.855612	5.557698	3.642807	3.452682	-0.359636	-0.003644	-1.276455	-0.158944	-0.012754	-0.696977	0.003415	0.000159	0.02036				6.643643	-10.290363	0.025817	3.938562	0.867161	40.46962	3.117908	-18.682336	25.269545	7.590414	9.925865	2.96964	-0.114062	0.01319	-0.640504	-0.049419	-0.000251	-0.40305	0.00406	0.002802	0.017994				1.545491	-3.628281	-0.020341	5.826167	-1.298599	49.464815	3.127625	-21.918105	29.195074	9.422876	12.134095	1.920794	-0.237611	-0.021683	-1.023072	-0.043542	-0.00708	-0.545059	0.005701	0.006706	0.018094				3.519916	-5.831373	-0.049251	6.691743	-1.663301	57.203931	3.550486	-24.520231	35.260167	10.125613	12.502068	4.636662	-0.375858	-0.006227	-1.367482	-0.088431	-0.013933	-0.697775	0.006048	0.004504	0.017216				6.50651	-9.476432	-0.042864
93	1.546416	-0.237932	40.534228	8.177692	-19.116249	25.074696	5.089576	3.210211	-1.603762	-0.130391	0.00955	-0.534594	-0.077087	-0.000468	-0.367425	0.001324	0.001143	0.008118				1.478565	-3.870887	0.00491	2.851478	-1.954513	49.365645	7.926149	-21.389837	26.74061	7.010521	4.370076	-1.444477	-0.28982	-0.019924	-0.883179	-0.125974	-0.009175	-0.518947	0.003173	-0.002346	0.015532				3.627518	-6.576762	0.028601	4.451367	-1.277928	57.449596	7.677418	-20.680799	29.737544	6.573554	3.84704	2.88551	-0.352155	-0.033731	-1.22231	-0.136626	0.002289	-0.726817	0.004725	0.005097	0.027484				6.581167	-9.96692	0.036684	3.868591	0.028691	39.451757	2.971494	-17.969758	21.686254	8.162109	10.255404	3.262065	-0.145507	-0.009352	-0.705876	-0.03241	0.004444	-0.423322	0.005919	0.007608	0.024503				1.660544	-3.391958	-0.025226	5.791589	-2.257689	48.04217	2.88535	-21.129253	25.083596	10.082592	12.369045	2.661437	-0.250122	-0.050383	-1.070858	-0.01562	-0.001342	-0.567418	0.008408	0.012294	0.02611				3.647099	-5.511763	-0.069793	6.81132	-2.524908	55.413656	3.221859	-23.714855	30.427746	10.770368	12.82087	5.265538	-0.348733	-0.038176	-1.388523	-0.04602	-0.003885	-0.734948	0.008666	0.01262	0.025919				6.905757	-9.314805	-0.069597
94	1.406327	-0.96075	39.335889	7.890488	-18.083211	20.852939	6.061193	3.462969	-1.917278	-0.199117	-0.009637	-0.561145	-0.07609	0.007119	-0.388402	0.002661	0.00457	0.013146				1.537256	-3.7673	0.001518	2.918572	-2.698916	47.694213	7.616734	-19.72548	21.875418	8.067467	4.459245	-2.227071	-0.312084	-0.039559	-0.834245	-0.105024	0.006742	-0.537854	0.004397	0.004188	0.021235				3.464728	-6.293453	0.031794	4.628448	-2.063403	55.476657	7.201699	-18.922146	25.027705	7.733883	4.084926	2.146246	-0.351086	-0.050976	-1.138731	-0.114467	0.018615	-0.743136	0.006202	0.011195	0.034828				6.148519	-9.155588	0.045305	3.830174	-0.777807	38.443052	2.91104	-17.226826	18.55195	8.791253	10.583391	3.393452	-0.18663	-0.030819	-0.766289	-0.014845	0.008482	-0.435349	0.007794	0.011989	0.030426				1.763002	-2.999318	-0.024439	5.790899	-3.024015	46.641778	2.821151	-20.244776	21.408547	10.766365	12.481821	3.330156	-0.245793	-0.069508	-1.070075	0.011861	0.005435	-0.572679	0.011168	0.017461	0.034252				3.566536	-4.888767	-0.081606	6.953969	-3.267018	53.569987	3.074142	-22.643415	25.974462	11.463645	12.965731	5.832392	-0.288812	-0.059746	-1.348891	0.001555	0.00903	-0.750239	0.01151	0.020824	0.035152				6.740681	-8.597235	-0.088295
95	1.380004	-1.703459	38.15196	7.620669	-17.036881	17.049192	7.063172	3.800579	-2.221504	-0.279175	-0.028727	-0.601794	-0.073521	0.014008	-0.408049	0.004091	0.008654	0.019754				1.64624	-3.510495	-0.00559	3.029308	-3.252188	46.035228	7.507965	-18.266298	17.466198	9.235334	4.701293	-3.059754	-0.335997	-0.052023	-0.791953	-0.08278	0.021422	-0.553634	0.005862	0.012216	0.028178				3.249417	-5.73088	0.025162	4.794735	-2.579659	53.532099	7.006449	-17.551602	20.864343	9.012051	4.558535	1.277897	-0.349995	-0.058655	-1.07922	-0.093952	0.032121	-0.754572	0.008024	0.018467	0.042461				5.669815	-7.99134	0.044452	3.837138	-1.406418	37.449376	2.956538	-16.660438	15.911535	9.429397	10.92315	3.35885	-0.218395	-0.047671	-0.819491	0.0019	0.010924	-0.443054	0.009544	0.015719	0.035471				1.876116	-2.517992	-0.017898	5.823437	-3.481181	45.293285	2.921848	-19.52242	18.256434	11.427313	12.576099	3.864307	-0.219901	-0.077749	-1.039561	0.034777	0.011303	-0.567988	0.013628	0.022063	0.041637				3.371167	-4.086395	-0.080204	7.107036	-3.816914	51.748163	3.094344	-21.576222	22.042371	12.191245	13.063407	6.269367	-0.218212	-0.069755	-1.277396	0.043435	0.021359	-0.749423	0.014399	0.028384	0.044116				6.198759	-7.445456	-0.093639
96	1.466783	-2.29161	37.004844	7.408985	-16.280883	13.745042	8.020088	4.310848	-2.457188	-0.334301	-0.04432	-0.660895	-0.065125	0.019044	-0.430961	0.00562	0.013955	0.028278				1.809752	-3.137955	-0.01786	3.160751	-3.53069	44.440595	7.562135	-17.37268	13.65328	10.444111	5.258735	-3.859608	-0.337691	-0.059098	-0.794562	-0.058638	0.03127	-0.574228	0.007795	0.021509	0.036894				3.121995	-4.971585	0.004516	4.930473	-2.791885	51.6752	7.035363	-16.852684	17.3527	10.339507	5.379159	0.311464	-0.334937	-0.061541	-1.077828	-0.073557	0.040199	-0.766146	0.009911	0.02651	0.049348				5.333644	-6.589958	0.030533	3.897854	-1.742015	36.476771	3.094795	-16.415935	13.788641	10.035402	11.268462	3.16545	-0.219346	-0.057058	-0.857238	0.017385	0.011437	-0.44904	0.01114	0.018886	0.039554				1.965414	-1.991393	-0.00603	5.890768	-3.572642	44.017627	3.134198	-19.143364	15.686354	12.024896	12.728296	4.191642	-0.169002	-0.076318	-1.002715	0.051566	0.014993	-0.561188	0.015567	0.026357	0.047677				3.125041	-3.206762	-0.06153	7.261892	-4.133396	50.012501	3.231728	-20.757685	18.748362	12.92399	13.24167	6.492137	-0.152092	-0.072217	-1.211986	0.07248	0.028933	-0.741264	0.017133	0.033667	0.051514				5.535735	-6.018627	-0.081169
97	1.649813	-2.590582	35.923528	7.279379	-16.016425	11.002144	8.879837	4.981094	-2.623558	-0.344507	-0.053073	-0.72783	-0.053265	0.021528	-0.458473	0.006977	0.019553	0.036697				1.936547	-2.655821	-0.030503	3.304679	-3.501325	42.966409	7.723756	-17.212358	10.538845	11.596654	6.131689	-4.591622	-0.308787	-0.061983	-0.846133	-0.036094	0.034962	-0.600238	0.00977	0.030576	0.045482				3.050142	-4.046505	-0.02114	5.034329	-2.708968	49.957591	7.224946	-16.918845	14.560974	11.610095	6.509459	-0.721254	-0.304813	-0.064439	-1.135936	-0.053689	0.040402	-0.778663	0.012885	0.034048	0.056932				5.131071	-5.050816	0.019982	4.016853	-1.729505	35.539832	3.292114	-16.531956	12.195908	10.572542	11.585787	2.835535	-0.186219	-0.058277	-0.869414	0.027264	0.009321	-0.453741	0.012321	0.02006	0.041362				1.957594	-1.435032	0.008378	5.998726	-3.306606	42.83342	3.393832	-19.157959	13.733464	12.5221	12.941078	4.260149	-0.105052	-0.069071	-0.975051	0.058783	0.014521	-0.556689	0.016823	0.028305	0.050934				2.848015	-2.307508	-0.028517	7.416868	-4.203222	48.412574	3.424787	-20.336047	16.173016	13.6054	13.562667	6.431956	-0.098902	-0.069365	-1.183163	0.086459	0.031812	-0.734595	0.019604	0.038784	0.05773				4.933148	-4.467584	-0.042329
98	1.905492	-2.540659	34.945373	7.249853	-16.287812	8.872935	9.603199	5.6952	-2.760872	-0.310758	-0.055179	-0.778175	-0.04167	0.020302	-0.485926	0.009401	0.024922	0.046601				1.899855	-2.048117	-0.031151	3.470914	-3.182092	41.669623	7.947489	-17.735972	8.192908	12.589888	7.156411	-5.254282	-0.263598	-0.064191	-0.92291	-0.021406	0.03101	-0.628113	0.013327	0.03778	0.056001				2.895821	-2.962639	-0.02594	5.124826	-2.371728	48.4213	7.523313	-17.653559	12.524741	12.700362	7.770894	-1.777214	-0.284053	-0.064314	-1.225963	-0.044725	0.036173	-0.786522	0.014261	0.03966	0.059418				4.907893	-3.431675	0.017829	4.197371	-1.385454	34.663734	3.509591	-16.933651	11.144288	10.993248	11.823397	2.409422	-0.128062	-0.051734	-0.852972	0.030582	0.006333	-0.456325	0.013817	0.021637	0.043537				1.797851	-0.85259	0.027675	6.15673	-2.74302	41.760431	3.64872	-19.484902	12.415934	12.875651	13.138677	4.059358	-0.045306	-0.056798	-0.961544	0.055594	0.01286	-0.556369	0.017767	0.031192	0.053597				2.523478	-1.405592	0.022682	7.577538	-4.036315	46.982232	3.623583	-20.325556	14.3578	14.147241	13.984586	6.062958	-0.075818	-0.068272	-1.193914	0.07871	0.023951	-0.731874	0.02162	0.036144	0.059721				4.427259	-2.904558	0.01698
99	2.214413	-2.164357	34.114639	7.338255	-16.986865	7.414096	10.130035	6.286745	-2.907705	-0.294137	-0.051754	-0.814463	-0.058332	0.015638	-0.514766	0.009692	0.023648	0.046314				1.705931	-1.285438	-0.013842	3.681996	-2.633612	40.602012	8.20913	-18.726014	6.666836	13.322177	8.082227	-5.851725	-0.243473	-0.062945	-0.995674	-0.031499	0.023952	-0.649398	0.014234	0.039127	0.057088				2.550922	-1.703801	-0.005236	5.233481	-1.845333	47.095863	7.892953	-18.818668	11.253644	13.489256	8.90798	-2.802735	-0.285749	-0.069112	-1.315422	-0.049327	0.022053	-0.790362	0.019605	0.040595	0.067281				4.539732	-1.822605	0.06768	4.442231	-0.786595	33.878131	3.716058	-17.461965	10.643751	11.219206	11.925995	1.945642	-0.09676	-0.043744	-0.818146	0.008942	-0.002225	-0.45599	0.013286	0.01401	0.036833				1.542176	-0.252748	0.034081	6.374347	-1.972205	40.818925	3.869589	-19.952204	11.739457	13.023118	13.200898	3.622705	-0.030492	-0.048133	-0.951142	0.028058	0.00233	-0.555156	0.017751	0.023003	0.049191				2.166085	-0.512867	0.061461	7.754448	-3.664918	45.741839	3.79925	-20.60918	13.309431	14.437638	14.368558	5.410356	-0.077442	-0.058848	-1.234673	0.056913	0.019539	-0.736056	0.023245	0.04089	0.063413				3.940996	-1.375245	0.106974
100	2.568861	-1.545586	33.476859	7.561116	-17.901034	6.693121	10.346368	6.610594	-3.052755	-0.082805	-0.063057	-0.708286	0.043749	0.002227	-0.487341	0.037033	0.052611	0.11609	-0.404411	0.816493	0.212076	1.045016	-0.397204	0.021864	3.963297	-1.945691	39.803477	8.504874	-19.877677	6.002508	13.684881	8.673012	-6.36156	-0.09903	-0.117693	-1.027578	0.044331	-0.027844	-0.679827	0.065785	0.055698	0.158669	-0.383204	0.675117	0.152382	1.946389	-0.489426	0.137023	5.394143	-1.214267	45.997788	8.308445	-20.103568	10.739893	13.863182	9.674941	-3.737847	-0.177667	-0.165038	-1.42311	0.033295	-0.066802	-0.819045	0.090632	0.027805	0.173708	-0.396121	0.933751	0.185211	4.164454	-0.607485	0.417563	4.752962	-0.041208	33.209008	3.89613	-17.922183	10.698778	11.130203	11.841173	1.523026	0.097557	-0.015486	-0.765549	0.089436	0.025182	-0.445443	0.032207	0.074677	0.09953	-0.248436	0.786695	0.176358	1.033803	0.334542	0.152052	6.65745	-1.095593	40.02728	4.049082	-20.353558	11.698793	12.872064	13.010872	3.017785	0.144745	0.031277	-1.002216	0.109063	0.085237	-0.582095	0.028277	0.142603	0.117908	-0.251674	0.713731	0.14061	1.574924	0.403581	0.364148	7.959019	-3.142124	44.70193	3.943504	-20.980258	13.00821	14.357182	14.527624	4.540729	0.081833	0.052165	-1.360877	0.140965	0.139706	-0.762862	0.027609	0.199017	0.120468	-0.318409	0.911172	0.130277	3.332255	0.169064	0.427047
