hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-0.050567	6.938378	15.308666	7.779764	15.271679	25.235924	-1.227116	12.397494	11.138172	1.403496	7.683528	13.487704	7.999010	13.208055	27.590302	-2.943852	10.888605	7.134468	-1.227822	6.822917	11.409014	9.657304	17.217210	29.420332	-3.488810	13.553637	10.064300	0.537201	8.329432	14.210939	7.850693	13.438502	28.290437	-2.377562	8.591534	13.510340	-0.095961	7.972264	12.584682	8.928825	15.458999	26.127042	0.270845	14.382180	9.081018	-1.008921	5.966421	13.377482	7.610929	14.262171	25.434202	0.434145	12.419775	12.229432	0.096710	6.767367	11.963334	9.988656	13.701585	33.922419	-3.522913	11.415358	7.551205	-0.816701	4.551108	11.447079	10.019088	13.320539	31.308683	-7.918959	0.640056	10.774919	-0.811231	2.464805	11.062225	7.101011	10.957542	28.670478	-1.523379	10.409854	9.758400	-0.976075	7.596764	13.060966	10.263818	13.680928	28.232081	-3.175211	9.007780	7.026551	0.889811	9.753328	12.585661	10.125813	16.441626	28.364954	1.800893	12.155711	9.909738	1.282150	6.658174	13.748388	8.200005	14.407379	25.729865	1.396189	11.097418	14.319179	-0.993614	7.362864	12.164884	9.373514	15.472560	29.916092	1.525513	12.209125	8.988370	0.746636	7.614907	13.144605	10.770050	14.931875	31.187074	1.228595	10.893727	10.295671	1.006384	9.461491	13.593686	9.547585	16.630306	25.872386	3.427207	12.070791	13.461843	-0.039210	9.215880	12.959704	8.282494	16.809764	25.036863	1.467274	12.717307	12.560236	-1.388926	3.599722	13.952582	5.543870	13.323972	21.253846	-1.206613	11.254092	11.772018	0.507003	10.952080	12.976879	11.212760	16.903523	27.158747	3.727712	12.898343	11.322019	-0.594033	6.792676	12.502210	9.589074	16.464818	27.476090	1.342291	10.637136	13.016258	0.379844	8.395280	14.335305	9.354243	15.368717	25.500903	0.067922	11.344765	13.138260	-0.918776	6.917107	13.238278	5.628527	12.863797	20.363251	-1.593766	11.008627	26.557513	0.165050	3.860996	15.749219	5.837827	12.695506	21.045386	0.344202	12.056287	14.224985	-0.976213	5.326289	14.570811	4.209696	10.677646	20.950767	-11.604658	8.542982	30.134962	0.412642	5.784107	13.719603	8.137603	14.396698	23.012812	-0.148680	11.343265	16.012823
	0.336526	7.759866	14.872351	9.354019	15.792616	28.805156	-0.908307	12.400086	10.521369	1.524915	7.908902	13.250420	9.618615	13.843326	31.259633	-2.737333	10.939590	6.617272	-0.963485	6.944873	10.827990	11.569737	17.811151	33.082721	-2.932174	13.131065	9.458952	0.923259	8.712019	13.624936	9.209249	13.346736	31.985897	-2.387411	8.077807	12.694499	0.194043	8.342845	11.736119	10.997526	16.073822	29.971217	0.935404	14.122031	8.160493	-0.810251	6.806388	12.860716	9.637478	15.584317	28.731656	1.005498	12.395183	11.420749	0.597847	7.275850	11.333707	11.765322	13.836002	37.538756	-3.015310	11.249799	6.633361	-0.354645	5.152035	10.999262	11.213153	12.952334	34.814085	-8.040131	0.135373	10.122607	-0.719875	2.735169	10.624375	8.899271	11.916178	32.264803	-1.140602	10.208821	9.133840	-0.654754	7.503899	12.572446	11.522783	13.172325	32.838655	-2.612885	10.507865	6.364081	1.268033	10.375533	11.736569	12.035445	16.727560	32.136738	2.632248	12.356560	9.165970	1.663029	7.294017	13.321305	9.624729	14.584263	29.503984	1.409788	11.048603	13.431301	-0.755804	7.820496	11.451547	11.348735	15.865777	33.729738	1.504700	11.711754	8.322228	1.155050	7.886403	12.446635	12.271979	14.475465	35.023923	1.305833	10.857733	9.619652	1.486298	9.858348	12.831496	11.081427	16.172614	29.627980	3.326471	11.496259	12.634595	0.227219	9.635168	12.381575	10.202346	17.780033	28.472481	2.103669	12.643679	11.826731	-1.196437	4.730814	13.665004	7.288555	14.794818	24.368048	-0.734733	11.242157	11.118365	1.147620	11.501472	12.021305	13.287474	16.745457	31.459647	3.834523	12.621064	10.704385	-0.275603	7.504118	11.987899	11.420115	16.900187	31.063605	1.646914	10.608966	12.176927	0.738510	8.812448	13.708793	11.039724	15.401629	29.249616	0.576649	11.497464	12.564629	-0.843715	7.321129	12.759087	6.855499	13.110311	23.912532	-1.020728	11.463914	26.411957	0.413372	4.996344	15.443178	7.643588	13.990539	24.240067	0.637556	11.743550	13.352366	-0.665941	5.871748	14.024090	5.069989	10.857860	24.299235	-10.783884	9.459704	29.331394	0.631520	6.114116	13.167792	9.941818	15.036669	26.438021	0.541649	11.278670	15.464958
	0.846280	8.481737	14.285368	10.819537	15.776238	32.615895	-0.710344	12.567819	9.936909	1.860190	8.106101	12.985535	11.069369	13.953216	35.127152	-2.559946	11.094278	6.129025	-0.508006	7.102769	10.195262	13.209577	17.750824	36.981330	-2.473555	12.817810	8.882370	1.454590	9.000715	12.923299	10.428604	12.930204	35.856948	-2.419930	7.753221	11.921706	0.641531	8.650543	10.797169	12.905155	16.162690	34.023707	1.361322	13.778365	7.351571	-0.433113	7.601781	12.255609	11.623039	16.392644	32.247374	1.430061	12.308918	10.655222	1.275446	7.732759	10.595580	13.340969	13.547147	41.297002	-2.598237	11.273518	5.792948	0.270750	5.747615	10.435044	12.100476	12.102052	38.539011	-8.222018	-0.073133	9.474170	-0.418751	3.041758	10.153414	10.611904	12.372584	35.992850	-0.787536	10.073052	8.553841	-0.169597	7.418452	12.075599	12.508634	12.478004	37.604566	-2.114298	11.968968	5.717458	1.774442	10.833065	10.788846	13.683492	16.535869	36.139223	3.214937	12.596422	8.421308	2.190825	7.819785	12.810328	10.868227	14.236822	33.545407	1.284439	11.156068	12.531913	-0.316864	8.107109	10.669501	13.115940	15.739055	37.725239	1.455580	11.401271	7.695677	1.729456	8.083939	11.640727	13.458097	13.525251	39.074440	1.322632	11.079986	8.962214	2.085625	10.071534	11.978815	12.257873	15.154225	33.655101	3.131101	11.197501	11.812028	0.655559	9.907280	11.709327	11.967234	18.189827	32.127647	2.545142	12.534616	11.120722	-0.833227	5.869050	13.257080	9.163977	15.708437	27.700641	-0.368731	11.191718	10.541023	1.889719	11.744728	10.936535	14.975553	16.046256	36.034434	3.730701	12.480402	10.158791	0.221332	8.105801	11.412251	13.060735	16.776832	34.868676	1.858648	10.800315	11.342522	1.237475	9.086777	12.938453	12.500213	14.999744	33.215198	0.929403	11.786103	11.983761	-0.557512	7.653378	12.182031	8.197161	13.289889	27.600261	-0.597082	11.652663	26.315712	0.732591	6.095401	15.007427	9.511482	14.733010	27.670905	0.773697	11.406624	12.580564	-0.192037	6.488907	13.324834	6.123605	11.114539	27.765178	-10.077204	10.216271	28.537447	1.044382	6.368504	12.555675	11.545813	15.069567	30.118104	1.048163	11.313818	14.872021
	1.484332	9.078379	13.574511	12.098085	15.285768	36.644412	-0.612231	12.870127	9.381822	2.419857	8.334074	12.694803	12.291440	13.594010	39.160580	-2.416157	11.330712	5.671929	0.115228	7.340258	9.535938	14.479977	17.103208	41.108148	-2.118140	12.687343	8.317174	2.126898	9.223106	12.149003	11.456716	12.278068	39.846569	-2.465215	7.651173	11.204668	1.268559	8.929423	9.813546	14.469125	15.650613	38.319822	1.548197	13.486860	6.637160	0.137551	8.324584	11.577213	13.377016	16.571051	36.027952	1.696956	12.308878	9.917157	2.133327	8.125022	9.749766	14.645801	12.894710	45.197080	-2.263739	11.476377	5.043249	1.046940	6.309133	9.762937	12.673393	10.938974	42.444528	-8.429656	-0.077709	8.832826	0.096310	3.437283	9.646013	12.090291	12.270462	39.874712	-0.463933	10.093219	7.977096	0.466735	7.402356	11.579096	13.270314	11.707175	42.462132	-1.680181	13.154936	5.095935	2.421002	11.138835	9.797056	14.961380	15.948922	40.362769	3.546564	12.819179	7.711093	2.838847	8.227896	12.227462	11.884062	13.509192	37.795939	1.059960	11.386223	11.630187	0.322836	8.298256	9.845927	14.574076	15.166042	41.878687	1.404949	11.327034	7.090910	2.453305	8.225153	10.757490	14.329139	12.289739	43.276984	1.281621	11.455721	8.353486	2.810357	10.159704	11.096675	13.040661	13.800938	37.879738	2.883085	11.167023	11.000570	1.259597	10.099508	10.998670	13.421444	18.013070	36.018334	2.795537	12.531680	10.412423	-0.309748	6.947144	12.737677	11.002324	16.013543	31.249992	-0.094021	11.275590	10.016719	2.723260	11.717669	9.792918	16.175160	14.936049	40.853036	3.436897	12.470051	9.680757	0.907504	8.598779	10.769725	14.415534	16.151971	38.894377	1.971550	11.192988	10.529546	1.893488	9.248994	12.066036	13.661483	14.238205	37.376581	1.106059	12.175490	11.383348	-0.054438	7.963247	11.533480	9.596169	13.351674	31.361624	-0.328293	11.658102	26.278804	1.128632	7.088493	14.471877	11.281562	14.834399	31.371800	0.769772	11.231899	11.880871	0.457045	7.165839	12.521085	7.360890	11.397315	31.299975	-9.547178	10.822853	27.799579	1.643098	6.587358	11.905153	12.855124	14.553625	34.056099	1.343953	11.514338	14.226500
	2.268128	9.541935	12.774905	13.145969	14.449897	40.843462	-0.570440	13.208170	8.867274	3.210600	8.623464	12.371229	13.272627	12.847181	43.329687	-2.296748	11.588758	5.245231	0.883569	7.658104	8.853553	15.341359	15.979812	45.444776	-1.864321	12.740089	7.755984	2.937521	9.406377	11.319911	12.275606	11.464834	43.919392	-2.509666	7.763742	10.549072	2.089021	9.213596	8.826878	15.528045	14.567465	42.865283	1.538116	13.313524	5.993431	0.893619	8.936829	10.851487	14.734760	16.146410	40.101643	1.813940	12.462617	9.197549	3.163114	8.432474	8.805165	15.660105	11.985998	49.225807	-1.991511	11.773197	4.386220	1.953324	6.793047	8.996948	12.987898	9.682575	46.470682	-8.616603	-0.009018	8.209299	0.823746	3.943112	9.088622	13.247574	11.630227	43.923507	-0.174079	10.283637	7.379701	1.231675	7.486135	11.085505	13.907102	10.962410	47.332440	-1.291926	13.893829	4.497709	3.220663	11.333525	8.825191	15.804182	15.084426	44.780052	3.705703	12.904206	7.121456	3.591697	8.515129	11.592276	12.656079	12.542160	42.203065	0.781802	11.677711	10.755934	1.161062	8.434206	8.991380	15.681023	14.238405	46.171225	1.368480	11.464996	6.499328	3.317845	8.316148	9.825488	14.908089	10.926353	47.580988	1.187905	11.882918	7.833432	3.671671	10.168603	10.225955	13.457368	12.316133	42.229688	2.599717	11.333546	10.218566	2.060168	10.288526	10.282443	14.466390	17.260639	40.151075	2.866292	12.652015	9.695035	0.366558	7.907966	12.109898	12.684199	15.741490	35.031118	0.105275	11.537658	9.532605	3.645318	11.492590	8.666725	16.846460	13.592075	45.844508	3.016763	12.552508	9.245986	1.790650	9.005252	10.052095	15.427899	15.142930	43.123998	1.994684	11.680133	9.754706	2.726937	9.361942	11.152616	14.497039	13.230049	41.685752	1.127296	12.562664	10.765168	0.666206	8.276656	10.824853	11.010763	13.253267	35.171270	-0.213221	11.544919	26.310514	1.631697	7.919777	13.881349	12.797754	14.323117	35.371216	0.660422	11.327063	11.220033	1.296959	7.873214	11.660828	8.733510	11.619358	34.884186	-9.220354	11.318160	27.138828	2.420993	6.805845	11.223915	13.822377	13.572526	38.240082	1.418792	11.844778	13.539312
	3.202942	9.904473	11.930664	13.985752	13.419024	45.140274	-0.533618	13.476720	8.397578	4.214568	8.965578	12.002395	14.038965	11.822577	47.598800	-2.176896	11.814784	4.832456	1.770514	8.022041	8.133041	15.790773	14.554653	49.954827	-1.700801	12.933134	7.187580	3.878892	9.571012	10.440865	12.894792	10.567623	48.046849	-2.538895	8.055590	9.958996	3.077781	9.512990	7.856126	16.067932	13.107929	47.591796	1.423166	13.240802	5.388379	1.791933	9.418820	10.097301	15.661691	15.287709	44.435266	1.809776	12.716101	8.496307	4.319175	8.632226	7.786849	16.437982	10.952162	53.351873	-1.748910	12.050380	3.794091	2.965056	7.191945	8.162181	13.142748	8.484989	50.555737	-8.752166	0.045196	7.608559	1.747113	4.541086	8.459388	14.027989	10.544706	48.141572	0.075313	10.609768	6.743114	2.086555	7.642351	10.581339	14.512700	10.282553	52.162440	-0.921153	14.186668	3.916734	4.148062	11.476482	7.909499	16.281585	14.089161	49.319282	3.860057	12.795660	6.749560	4.439446	8.683655	10.935133	13.203496	11.487374	46.703484	0.503795	11.946963	9.942047	2.190413	8.531692	8.110834	16.431533	13.078208	50.580792	1.362111	11.742425	5.915157	4.322361	8.379727	8.870132	15.232753	9.562399	51.937132	1.047841	12.243588	7.458586	4.674211	10.139536	9.394439	13.596912	10.883270	46.628022	2.296504	11.597631	9.486515	3.068674	10.546579	9.576214	15.041615	16.001432	44.510822	2.782238	12.842843	8.971798	1.186849	8.691291	11.382765	14.112092	14.997879	39.056855	0.241147	11.948417	9.076157	4.645776	11.178129	7.606219	17.103030	12.202095	50.901770	2.556239	12.670033	8.825159	2.839890	9.352456	9.267053	16.137834	13.922057	47.501971	1.965555	12.119794	9.024218	3.727525	9.492179	10.251572	15.067776	12.095081	46.069562	1.064643	12.850584	10.147486	1.598271	8.595943	10.066189	12.384128	12.947875	39.025220	-0.264907	11.395716	26.410738	2.262012	8.581848	13.277163	14.002671	13.400530	39.625198	0.503288	11.647425	10.574291	2.301846	8.555873	10.779039	10.144689	11.693328	38.524313	-9.051018	11.756874	26.547755	3.365033	7.055298	10.514487	14.437021	12.250635	42.630879	1.298437	12.217754	12.835708
	4.288201	10.188040	11.074993	14.648257	12.283083	49.484548	-0.468662	13.608004	7.964175	5.360459	9.280872	11.568071	14.661536	10.662657	51.923181	-2.016805	11.973608	4.408851	2.724147	8.344235	7.349647	15.932074	13.074611	54.560505	-1.592285	13.172103	6.605947	4.920010	9.700711	9.512798	13.370421	9.680501	52.204158	-2.543179	8.459475	9.432687	4.204251	9.813185	6.903475	16.120259	11.462384	52.422914	1.280319	13.233516	4.800725	2.789002	9.749543	9.309786	16.168462	14.150686	48.986559	1.708319	12.978754	7.817002	5.555869	8.690943	6.710736	17.019831	9.869787	57.555485	-1.502792	12.224377	3.239510	4.073196	7.516959	7.281261	13.198243	7.401574	54.667214	-8.819987	0.067699	7.031483	2.797838	5.153837	7.739608	14.484421	9.227345	52.487854	0.288856	10.975080	6.067949	2.988581	7.805528	10.031767	15.141062	9.671757	56.923207	-0.550790	14.074322	3.350584	5.171730	11.598026	7.053256	16.472638	13.054035	53.918082	4.151601	12.548465	6.654574	5.366572	8.711184	10.283656	13.584138	10.486616	51.230351	0.289355	12.111361	9.204530	3.360233	8.580492	7.200744	16.905907	11.841664	55.064654	1.400618	12.047333	5.332311	5.441297	8.441011	7.902126	15.388936	8.274075	56.303569	0.874323	12.437795	7.263872	5.796112	10.082157	8.607139	13.604256	9.651238	51.002735	1.997711	11.856630	8.823802	4.229966	10.871008	8.864675	15.230685	14.459579	49.017645	2.606154	13.012100	8.257779	2.133784	9.258515	10.588493	15.230551	13.957330	43.307062	0.322754	12.412298	8.630547	5.708924	10.823551	6.632897	17.060879	10.891427	55.945236	2.118507	12.774788	8.392537	4.016472	9.642161	8.419274	16.598128	12.611795	51.981163	1.922468	12.417358	8.335861	4.876647	9.666690	9.393276	15.434681	10.910067	50.469981	0.977546	12.981657	9.551548	2.673084	8.889044	9.267448	13.655201	12.444197	42.925993	-0.462917	11.285663	26.549237	3.036099	9.066676	12.671216	14.885127	12.242134	44.084919	0.347496	12.102697	9.936674	3.437149	9.140931	9.877394	11.509320	11.544946	42.243855	-8.975283	12.154845	26.021651	4.438047	7.340967	9.771038	14.756479	10.761519	47.147471	1.059717	12.507686	12.158174
	5.493888	10.362622	10.227850	15.177383	11.129280	53.835151	-0.354247	13.558425	7.545299	6.544983	9.455822	11.047941	15.215302	9.488694	56.258452	-1.781374	12.054897	3.956887	3.686108	8.517805	6.476475	15.886683	11.716160	59.193626	-1.499397	13.372579	6.011914	6.012833	9.748685	8.533287	13.782556	8.868246	56.375583	-2.518584	8.895826	8.955224	5.409124	10.052307	5.952630	15.764993	9.849347	57.263111	1.186971	13.259920	4.205694	3.815922	9.875614	8.457545	16.323764	12.922231	53.686096	1.544421	13.165843	7.162799	6.803879	8.542306	5.572089	17.430040	8.790666	61.818752	-1.214000	12.231151	2.697397	5.259389	7.763297	6.375581	13.198642	6.448791	58.781025	-8.807111	0.095829	6.472191	3.895220	5.683445	6.909784	14.709982	7.863186	56.909736	0.479099	11.301200	5.364104	3.866375	7.843352	9.363662	15.819676	9.129573	61.599509	-0.174792	13.658410	2.788218	6.239113	11.681181	6.230576	16.474794	12.057228	58.510190	4.643951	12.311975	6.780389	6.323890	8.565579	9.634201	13.893379	9.597727	55.742436	0.184018	12.148381	8.518548	4.607251	8.541701	6.238256	17.190088	10.635740	59.581305	1.495736	12.294930	4.747504	6.631806	8.484573	6.914229	15.454421	7.092014	60.659265	0.677479	12.427492	7.240184	6.960516	9.951146	7.823186	13.645473	8.668057	55.316076	1.729503	12.036122	8.230810	5.460290	11.188568	8.111994	15.173889	12.855927	53.586377	2.396246	13.103913	7.568191	3.169116	9.603829	9.759613	16.053003	12.777363	47.726926	0.367414	12.825232	8.178683	6.796416	10.418397	5.740666	16.852446	9.759442	60.908144	1.783671	12.813420	7.915671	5.255075	9.829932	7.502199	16.873264	11.322648	56.507298	1.908740	12.526371	7.675358	6.121731	9.840448	8.586920	15.668308	9.755233	54.829557	0.920406	12.926714	8.996989	3.822121	9.097174	8.421463	14.764357	11.755500	46.878880	-0.784869	11.254340	26.692513	3.954282	9.344856	12.049782	15.478782	11.027098	48.684977	0.249472	12.574747	9.306690	4.647180	9.531182	8.933950	12.739477	11.112458	46.069255	-8.904951	12.513138	25.544990	5.576115	7.610341	8.979675	14.888469	9.268604	51.702723	0.788461	12.632934	11.540481
	6.726918	10.351419	9.367326	15.643721	10.044294	58.167492	-0.202759	13.358905	7.115720	7.672251	9.386066	10.411248	15.738695	8.374810	60.569444	-1.446368	12.064586	3.463592	4.591782	8.426620	5.477484	15.763856	10.600731	63.796586	-1.378717	13.458939	5.399976	7.101557	9.649158	7.486716	14.194909	8.160166	60.554313	-2.457052	9.306103	8.500624	6.581766	10.118479	4.966848	15.204558	8.464370	62.021171	1.180404	13.290021	3.584637	4.785973	9.738456	7.512632	16.285316	11.789403	58.432053	1.361594	13.246577	6.533750	7.978732	8.148080	4.357158	17.701535	7.744723	66.109916	-0.865470	12.094603	2.143377	6.460663	7.884156	5.447354	13.179121	5.617980	62.874329	-8.712993	0.203028	5.913225	4.957293	6.019803	5.939532	14.799217	6.599174	61.350957	0.658770	11.532011	4.637227	4.645800	7.630982	8.519245	16.533564	8.658927	66.201986	0.200613	13.112666	2.202638	7.264620	11.636532	5.385416	16.404313	11.170162	63.033038	5.184512	12.196688	6.818677	7.246742	8.201237	8.939716	14.210837	8.812862	60.242800	0.208496	12.065137	7.842569	5.854816	8.341050	5.183449	17.355792	9.537057	64.086460	1.652398	12.426443	4.159933	7.831523	8.441588	5.883341	15.490152	6.042644	64.987961	0.478392	12.219919	7.318821	8.082678	9.670293	6.979134	13.825891	7.932198	59.558798	1.524600	12.094597	7.696007	6.662803	11.386508	7.271554	15.020847	11.374387	58.140163	2.200835	13.087949	6.912777	4.236640	9.695166	8.903463	16.616256	11.573996	52.261665	0.405066	13.100537	7.704454	7.839299	9.892531	4.875891	16.619305	8.855909	65.743897	1.641020	12.736408	7.381688	6.458027	9.834045	6.500651	17.056131	10.148766	61.015325	1.953700	12.480037	7.017080	7.354047	9.897377	7.787914	15.854360	8.697206	59.112602	0.933811	12.741821	8.475841	4.958124	9.126138	7.513628	15.628453	10.898496	50.883820	-1.193794	11.336380	26.776666	4.964224	9.352384	11.371142	15.883598	9.924629	53.339372	0.258021	12.949608	8.687729	5.840570	9.620058	7.910893	13.760322	10.406584	50.011404	-8.745751	12.830110	25.039910	6.705340	7.764773	8.115371	14.928429	7.899911	56.234384	0.553847	12.575909	10.995923
	7.888999	10.070902	8.445643	16.086811	9.082507	62.474726	-0.041873	13.061452	6.659295	8.645300	8.988134	9.601116	16.226520	7.368486	64.821388	-0.996544	12.034823	2.915531	5.371132	7.985426	4.317809	15.661916	9.788275	68.310017	-1.185289	13.386740	4.751188	8.103221	9.303538	6.341079	14.649730	7.575610	64.727782	-2.334664	9.644581	8.023659	7.618854	9.902968	3.908707	14.602828	7.423170	66.640562	1.250000	13.296253	2.938070	5.627992	9.277125	6.447772	16.163832	10.872762	63.147618	1.188286	13.211694	5.924603	9.012171	7.487148	3.051399	17.844141	6.755567	70.394676	-0.463486	11.865778	1.560053	7.604052	7.806771	4.470960	13.150271	4.921061	66.921843	-8.528859	0.447196	5.344353	5.902266	6.059464	4.797019	14.847912	5.550547	65.745361	0.835713	11.638231	3.883393	5.274294	7.092292	7.447575	17.243267	8.259594	70.736447	0.564985	12.552941	1.562970	8.165958	11.370490	4.458883	16.334553	10.429510	67.445958	5.525534	12.175274	6.383280	8.048700	7.588542	8.095931	14.613156	8.077923	64.778646	0.343646	11.890159	7.118325	6.995402	7.882802	3.985934	17.471543	8.601516	68.519215	1.861643	12.419233	3.564953	8.944886	8.199643	4.767979	15.550114	5.157085	69.263409	0.353364	11.898016	7.275351	9.065783	9.162166	6.000117	14.191183	7.408205	63.730909	1.429301	12.019591	7.189249	7.724217	11.335159	6.289317	14.924356	10.151129	62.612641	2.053692	12.957664	6.288409	5.248969	9.455388	7.999258	16.978355	10.468707	56.849719	0.490795	13.160080	7.178761	8.765894	9.182817	3.955556	16.451630	8.167745	70.431459	1.720593	12.533345	6.820472	7.538400	9.566972	5.384050	17.204504	9.160480	65.455405	2.066382	12.319107	6.338706	8.471349	9.732938	6.934478	16.031193	7.773264	63.302079	1.042275	12.508528	7.964012	5.985941	8.910165	6.537549	16.217548	9.950890	54.913937	-1.609330	11.529587	26.711730	5.974331	9.040186	10.587555	16.215220	9.022036	57.976484	0.387454	13.171241	8.076287	6.922470	9.342950	6.772628	14.542306	9.536046	54.054531	-8.447245	13.071143	24.415081	7.730221	7.665571	7.140921	14.963123	6.774574	60.688600	0.414955	12.363003	10.514539
	8.879511	9.468083	7.401271	16.512945	8.271642	66.750736	0.110357	12.716188	6.153743	9.418847	8.300956	8.590629	16.644086	6.473659	68.991032	-0.459191	12.021307	2.311546	5.987243	7.221123	2.991825	15.620999	9.240338	72.691550	-0.903547	13.171174	4.052798	8.951626	8.686066	5.084102	15.138412	7.100744	68.866959	-2.122825	9.895721	7.481844	8.419973	9.325343	2.733664	14.089182	6.787225	71.075631	1.361907	13.244585	2.276663	6.276245	8.458068	5.223785	16.048647	10.252857	67.748749	1.060255	13.062213	5.311452	9.840467	6.562401	1.636339	17.847121	5.852460	74.625445	-0.030827	11.592240	0.939749	8.607547	7.462200	3.402484	13.103635	4.384747	70.886919	-8.235909	0.866226	4.762592	6.690569	5.788158	3.474334	14.909021	4.751125	70.042866	1.009765	11.629987	3.092637	5.719004	6.218505	6.083098	17.872569	7.902282	75.192360	0.901304	12.054409	0.833005	8.879969	10.831145	3.392134	16.284514	9.848706	71.713925	5.590735	12.190601	5.368830	8.648230	6.753838	6.954981	15.133492	7.319780	69.393922	0.541517	11.653775	6.293434	7.951825	7.160691	2.615996	17.576747	7.825128	72.824511	2.106949	12.288016	2.953295	9.898120	7.712146	3.535630	15.666609	4.444079	73.451613	0.414637	11.583204	6.828620	9.809324	8.400227	4.818308	14.712544	7.034257	67.822056	1.491691	11.848092	6.661891	8.573171	10.989401	5.132731	14.954081	9.207181	66.971831	1.971277	12.742674	5.677098	6.130103	8.885271	7.012207	17.232404	9.534665	61.421686	0.666816	13.013322	6.580633	9.515285	8.276163	2.894600	16.383804	7.658977	74.947662	2.025515	12.203579	6.269524	8.410662	8.968868	4.107439	17.351072	8.407726	69.776015	2.245352	12.083771	5.613735	9.376498	9.276369	5.964983	16.200108	7.006892	67.382374	1.253604	12.301365	7.427083	6.834860	8.419075	5.476893	16.538456	9.008944	58.935109	-1.951092	11.811966	26.409831	6.889248	8.379133	9.647727	16.550260	8.346628	62.545201	0.633338	13.221984	7.462026	7.815260	8.676695	5.486873	15.067788	8.629002	58.170195	-7.984060	13.178477	23.607057	8.587208	7.267553	6.032864	15.043616	5.916747	65.035528	0.383689	12.071297	10.048513
