hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-3.137118	-3.190341	-9.890189	-3.047384	11.215728	37.914638	6.591582	6.336480	-22.527005	-4.713311	-2.250415	-11.242496	-3.056735	11.209269	38.380695	7.692142	10.021441	-24.032403	-4.028372	-1.553564	-12.556661	-2.953182	12.636841	39.267896	6.871869	4.504682	-20.625970	-2.657081	-1.060735	-8.662081	-3.296807	10.065351	39.593064	8.266638	7.131203	-25.000272	-3.490843	-4.835725	-11.201515	-2.317338	9.823613	38.139043	4.266347	5.156081	-20.647735	-4.402828	-4.557135	-9.764001	-2.744702	9.889943	37.632139	8.022642	6.735361	-24.028047	-3.484574	-3.050467	-9.935541	-2.462876	12.740847	37.229533	5.781585	6.125216	-21.301117	-4.740395	-4.986471	-9.285492	-3.060573	9.905247	34.980314	7.113270	7.008860	-21.787943	-4.258142	-2.950185	-11.350417	-2.802487	10.486240	38.451889	6.500354	5.563102	-22.879896	-4.691697	-6.574099	-14.213439	-2.798225	10.080078	38.130740	5.691701	5.409698	-21.644592	-5.074309	-4.351087	-11.133986	-2.603573	10.751048	37.768120	7.624454	6.147061	-22.608911	-2.789257	-2.242902	-8.500340	-2.494129	9.953865	35.791787	6.716975	5.327030	-21.543567	-1.935343	-5.340729	-11.789025	-1.457172	9.146288	38.594425	5.365055	6.922272	-21.359712	-3.588944	-3.395221	-8.023156	-1.639116	7.713049	36.270482	6.501751	6.289785	-22.768180	-3.265028	-4.517159	-10.094051	-1.665065	8.321385	38.128493	5.380809	5.590944	-21.902553	-4.925796	-3.203417	-10.272365	-3.308737	10.171832	36.522325	7.616134	4.764421	-20.989979	-4.942168	-4.368017	-12.836982	-3.108368	10.455787	38.572486	7.318675	4.792804	-21.602171	-5.439808	-5.261386	-12.298313	-2.925630	8.356737	36.763625	10.010263	6.387083	-20.462470	-4.115261	-3.527486	-9.206478	-2.542487	8.283363	37.227482	6.108685	4.954512	-22.590530	-4.511821	-4.118447	-10.605975	-2.107480	9.476136	34.965255	6.631923	6.356612	-21.927480	-4.393046	-4.022014	-11.947687	-2.465294	8.490546	35.513877	6.635644	5.537038	-20.051135	-3.493259	-3.153570	-11.255696	-2.354717	10.109554	40.457003	7.547475	7.933586	-23.544105	-3.738913	-3.437468	-10.311893	-1.865837	9.334403	37.503547	6.618946	5.864642	-21.229271	-3.822909	-4.569797	-10.421995	-2.741707	10.538967	36.757411	6.046617	6.664494	-21.316075
	-3.118197	-3.305443	-8.183492	-2.627645	10.818616	36.250042	5.996476	6.133101	-22.306161	-4.469584	-2.297108	-9.466804	-2.814888	10.431905	36.529823	7.527780	9.556132	-23.937407	-3.780006	-1.612659	-10.667920	-2.880875	12.507285	37.566730	6.264021	4.073961	-20.264206	-2.361452	-1.228215	-6.874263	-3.154280	10.082100	37.866692	8.111387	6.659866	-24.688608	-3.464101	-4.969562	-9.459085	-2.229122	9.596362	36.373331	4.144959	4.938100	-20.697967	-4.284356	-4.659686	-8.070637	-2.538740	9.668172	36.106764	7.634325	6.195382	-23.789373	-3.494600	-3.182890	-8.174456	-2.158016	12.466854	35.534200	5.381218	5.844719	-21.093120	-4.573286	-5.297484	-7.411341	-2.768071	9.592467	32.976377	6.634314	6.653994	-21.385746	-4.006050	-3.050228	-9.726317	-2.622002	9.985808	36.733218	6.052758	5.464284	-22.919115	-4.428680	-6.607478	-12.288248	-2.774639	9.923912	36.188277	5.402780	5.080632	-21.653350	-4.855121	-4.380557	-9.355902	-2.467507	10.484221	36.121528	7.270715	5.549541	-22.486733	-2.711731	-2.861729	-6.829612	-2.058203	9.739709	34.012365	6.114948	5.257890	-21.184375	-1.788027	-5.581254	-9.918299	-1.385322	8.766649	36.595651	5.260208	6.887394	-21.205501	-3.240360	-3.396621	-6.095828	-1.437510	7.016973	34.229116	6.320327	6.071670	-22.267610	-3.116964	-4.483684	-8.213684	-1.511069	7.885331	36.187967	5.176881	5.327390	-21.697035	-4.816850	-3.415769	-8.655794	-3.062750	10.021569	34.842006	7.226186	4.475118	-20.887929	-4.938007	-4.581341	-11.259789	-2.940976	10.053512	37.173636	7.049047	4.497655	-21.609468	-5.268934	-5.309788	-10.550944	-2.796822	7.778128	35.020940	9.844167	6.210689	-20.537927	-3.873939	-3.542524	-7.406172	-2.254735	7.955546	35.439651	5.747088	4.455921	-22.164438	-4.262278	-4.300745	-8.724301	-1.815877	9.007321	33.052091	6.246714	5.896801	-21.664483	-4.145316	-3.929886	-10.208416	-2.189965	8.060227	33.842112	6.476122	5.048613	-19.849287	-3.378394	-3.530901	-9.574634	-2.194854	9.855955	38.847260	7.053350	7.823012	-23.334595	-3.641340	-3.330170	-8.568803	-1.724909	9.269451	35.878627	6.387674	5.329026	-20.929200	-3.719938	-5.004645	-8.724844	-2.623624	10.270680	34.921786	5.797427	6.580238	-21.099176
	-3.024530	-3.287883	-6.425557	-2.189004	10.287092	34.426502	5.250973	5.839100	-21.774289	-4.151482	-2.455105	-7.608186	-2.491044	9.761629	34.391610	7.230999	9.008544	-23.489655	-3.487543	-1.738827	-8.740094	-2.786783	12.447484	35.683400	5.506372	3.627991	-19.586171	-2.032477	-1.510189	-5.091924	-2.998262	10.101426	35.909599	7.831853	6.168386	-23.974402	-3.364370	-5.098507	-7.646581	-2.090495	9.399180	34.367366	3.911985	4.644717	-20.504668	-4.085208	-4.731045	-6.321103	-2.337183	9.396837	34.414352	7.088590	5.597704	-23.239591	-3.428714	-3.213248	-6.345107	-1.870795	12.132669	33.664641	4.847111	5.549149	-20.573631	-4.337831	-5.629617	-5.495201	-2.432137	9.297305	30.834160	5.972384	6.308391	-20.630260	-3.703328	-3.282484	-8.054178	-2.378586	9.621678	34.801078	5.468403	5.339515	-22.636822	-4.119007	-6.633352	-10.268250	-2.683289	9.771953	33.992481	4.983738	4.663485	-21.343516	-4.557253	-4.473440	-7.528337	-2.309073	10.244266	34.279637	6.784283	4.909943	-22.034014	-2.564257	-3.505634	-5.115104	-1.646218	9.522079	32.054363	5.381352	5.179477	-20.448114	-1.596782	-5.714634	-7.995687	-1.309738	8.300743	34.405083	5.043180	6.829088	-20.709802	-2.865622	-3.469815	-4.170979	-1.198953	6.387251	32.016036	6.005695	5.838615	-21.387153	-2.883219	-4.394668	-6.272969	-1.372787	7.449150	34.049179	4.870636	5.010690	-21.138911	-4.622417	-3.600908	-6.974389	-2.766060	9.913449	32.980216	6.658149	4.131263	-20.546003	-4.822148	-4.739751	-9.600990	-2.748106	9.615682	35.604103	6.610008	4.146467	-21.315538	-5.009747	-5.340844	-8.714235	-2.618520	7.203124	33.046407	9.542156	6.048502	-20.380171	-3.588444	-3.585564	-5.586014	-1.960197	7.637876	33.498478	5.230190	3.925495	-21.390906	-3.940039	-4.384265	-6.782299	-1.542835	8.491437	30.955436	5.753590	5.408157	-21.025122	-3.816076	-3.815372	-8.397819	-1.917310	7.611827	31.981532	6.185862	4.551093	-19.314485	-3.218949	-4.007516	-7.859052	-2.022937	9.634915	37.052616	6.410449	7.641329	-22.841298	-3.472488	-3.340842	-6.790029	-1.577255	9.266450	34.102966	5.983594	4.761693	-20.336236	-3.531720	-5.488058	-7.012465	-2.439502	9.976397	32.902306	5.369817	6.424309	-20.562270
	-2.852740	-3.174094	-4.638673	-1.763044	9.685162	32.481652	4.370762	5.473062	-20.908583	-3.792512	-2.738617	-5.711142	-2.117953	9.239409	32.047939	6.767219	8.439569	-22.684565	-3.169986	-1.931372	-6.788082	-2.642272	12.519470	33.640334	4.608392	3.115808	-18.572739	-1.705636	-1.871437	-3.335628	-2.830829	10.089722	33.785807	7.388263	5.745210	-22.889128	-3.215719	-5.218734	-5.797077	-1.914336	9.222505	32.166983	3.534040	4.313196	-20.021606	-3.813392	-4.790548	-4.550433	-2.130174	9.112205	32.583017	6.347916	4.969603	-22.340338	-3.287135	-3.149287	-4.480012	-1.608452	11.766005	31.660563	4.156576	5.247595	-19.716792	-4.058023	-5.973816	-3.580714	-2.069924	9.031696	28.598458	5.109076	6.002625	-19.490054	-3.374720	-3.657636	-6.348381	-2.078316	9.410284	32.688914	4.719962	5.201365	-21.978124	-3.790251	-6.634984	-8.173957	-2.507536	9.618088	31.538417	4.378019	4.200348	-20.665750	-4.206148	-4.648267	-5.688482	-2.107050	10.066137	32.278745	6.127614	4.261738	-21.203974	-2.366312	-4.152402	-3.388301	-1.297756	9.279633	29.971780	4.531616	5.143010	-19.313966	-1.377239	-5.726232	-6.047973	-1.203396	7.784687	32.066158	4.683849	6.721983	-19.829862	-2.491952	-3.621652	-2.295812	-0.921115	5.869498	29.682733	5.512669	5.629015	-20.101977	-2.598397	-4.282550	-4.321389	-1.236161	7.054791	31.754743	4.444405	4.668172	-20.190584	-4.359232	-3.735381	-5.255371	-2.441815	9.818663	30.978641	5.898092	3.763393	-19.910752	-4.608835	-4.852819	-7.898314	-2.539272	9.177425	33.914838	5.992278	3.784715	-20.747938	-4.683276	-5.339792	-6.805213	-2.382283	6.660888	30.851248	9.065307	5.870556	-19.910231	-3.286998	-3.674933	-3.778796	-1.656243	7.372440	31.443998	4.545528	3.391356	-20.251043	-3.564140	-4.379835	-4.822947	-1.281097	7.956988	28.728274	5.122423	4.913047	-20.003414	-3.443938	-3.691274	-6.556023	-1.642907	7.170210	29.986715	5.752044	4.081236	-18.452943	-3.032546	-4.557924	-6.118253	-1.838502	9.465597	35.098814	5.596306	7.428696	-22.010020	-3.261467	-3.463262	-5.018011	-1.437801	9.306505	32.206512	5.370675	4.227195	-19.412347	-3.286430	-5.987719	-5.309641	-2.196378	9.675819	30.769917	4.762209	6.242882	-19.710822
	-2.604770	-3.006446	-2.849466	-1.369849	9.102645	30.446674	3.373795	5.051227	-19.663451	-3.411323	-3.128611	-3.814515	-1.712178	8.893825	29.558082	6.111128	7.873084	-21.491211	-2.848626	-2.182559	-4.835111	-2.425410	12.778872	31.471077	3.591741	2.530735	-17.224328	-1.403139	-2.272112	-1.608713	-2.636126	10.045469	31.541957	6.767256	5.411267	-21.431562	-3.035605	-5.313754	-3.945186	-1.712068	9.055532	29.810705	2.985354	3.973033	-19.177278	-3.500172	-4.872326	-2.795311	-1.894797	8.879839	30.664512	5.416751	4.350895	-21.114197	-3.069843	-3.014106	-2.623969	-1.363292	11.418510	29.566019	3.299122	4.902160	-18.480532	-3.749830	-6.305301	-1.708491	-1.699044	8.823659	26.316935	4.050535	5.730752	-17.924628	-3.047898	-4.147253	-4.632693	-1.725496	9.344201	30.448659	3.786766	5.086606	-20.915787	-3.464878	-6.610633	-6.038110	-2.230338	9.496263	28.863649	3.584847	3.693769	-19.625864	-3.834155	-4.891378	-3.866850	-1.853866	9.969987	30.178244	5.321047	3.623627	-20.022843	-2.145293	-4.759240	-1.685462	-1.019632	9.018287	27.821796	3.586300	5.161121	-17.754695	-1.142340	-5.624159	-4.121563	-1.045647	7.294103	29.643641	4.179286	6.524434	-18.528831	-2.138692	-3.830972	-0.505672	-0.625430	5.499295	27.296707	4.839357	5.482267	-18.412281	-2.293852	-4.184046	-2.422648	-1.089433	6.763207	29.363747	3.891984	4.338945	-18.801313	-4.047293	-3.812246	-3.538950	-2.103874	9.730733	28.899656	4.956115	3.377458	-18.939678	-4.314069	-4.931790	-6.186819	-2.309392	8.781031	32.132545	5.194307	3.410749	-19.895561	-4.318458	-5.325781	-4.866117	-2.094685	6.194104	28.495391	8.419695	5.676327	-19.111089	-2.999212	-3.841482	-2.026026	-1.332341	7.226280	29.315272	3.691114	2.865241	-18.704673	-3.153924	-4.320820	-2.892894	-1.015546	7.462256	26.423563	4.333371	4.438448	-18.592104	-3.053186	-3.580412	-4.717527	-1.357201	6.782368	27.899758	5.167591	3.663332	-17.265078	-2.840913	-5.121937	-4.361979	-1.637958	9.353347	33.033523	4.633347	7.195519	-20.833226	-3.037486	-3.643315	-3.278790	-1.303931	9.375569	30.234461	4.570505	3.732883	-18.159934	-3.010492	-6.471401	-3.626362	-1.899877	9.390984	28.564446	3.984823	6.062643	-18.525420
	-2.296616	-2.840777	-1.093841	-1.016038	8.655560	28.356044	2.289350	4.590529	-18.001930	-3.013309	-3.579672	-1.963134	-1.292881	8.747656	26.987171	5.245963	7.352717	-19.879843	-2.541888	-2.476696	-2.902590	-2.136477	13.230968	29.220479	2.490335	1.919794	-15.589317	-1.138466	-2.648732	0.089387	-2.398393	9.980939	29.234267	5.983483	5.177974	-19.598843	-2.831489	-5.351161	-2.125544	-1.493091	8.905322	27.353995	2.270039	3.622433	-17.921493	-3.169568	-4.987693	-1.083843	-1.619106	8.752569	28.696995	4.307434	3.778568	-19.557901	-2.791530	-2.850933	-0.831090	-1.115355	11.156748	27.440871	2.290677	4.482673	-16.835453	-3.423517	-6.584561	0.089154	-1.336546	8.721492	24.049039	2.845652	5.446535	-15.927786	-2.734943	-4.674010	-2.930447	-1.337127	9.382329	28.143382	2.701966	4.990128	-19.469099	-3.153403	-6.554203	-3.886093	-1.845180	9.447553	25.987669	2.616909	3.139328	-18.207412	-3.463141	-5.173687	-2.078098	-1.548538	9.967674	28.014498	4.387579	2.999346	-18.493863	-1.917108	-5.260919	-0.042791	-0.788665	8.772120	25.663809	2.593183	5.203549	-15.802267	-0.903070	-5.451929	-2.264302	-0.847690	6.904315	27.210533	3.563122	6.235388	-16.844241	-1.811459	-4.061292	1.189591	-0.343618	5.293846	24.920425	4.040057	5.415895	-16.366455	-1.992152	-4.100755	-0.619227	-0.940673	6.599605	26.958021	3.259562	4.047789	-17.002106	-3.701982	-3.847890	-1.865348	-1.755717	9.681449	26.808655	3.876735	2.974261	-17.637185	-3.958355	-4.985997	-4.499125	-2.052684	8.478595	30.279707	4.228081	3.003531	-18.726024	-3.929206	-5.315298	-2.947644	-1.770417	5.849061	26.029635	7.623420	5.473229	-17.943494	-2.745978	-4.084245	-0.370021	-0.989868	7.252419	27.158773	2.701127	2.376913	-16.731354	-2.725116	-4.234660	-1.032795	-0.746404	7.076163	24.098315	3.409347	4.015379	-16.794737	-2.667559	-3.515134	-2.922406	-1.059290	6.518105	25.769045	4.440827	3.320573	-15.732074	-2.656556	-5.637311	-2.606865	-1.424491	9.291967	30.892125	3.553047	6.951561	-19.292731	-2.815034	-3.832132	-1.587610	-1.170744	9.471095	28.219102	3.608350	3.287408	-16.559843	-2.731293	-6.908072	-1.979592	-1.551193	9.168773	26.319483	3.061407	5.877181	-16.969364
	-1.950782	-2.710162	0.604354	-0.701003	8.415725	26.241497	1.154323	4.103205	-15.925691	-2.590717	-4.016565	-0.194762	-0.890332	8.805581	24.415224	4.196292	6.916939	-17.851654	-2.265662	-2.790523	-1.011780	-1.781802	13.857511	26.920392	1.333741	1.308654	-13.661238	-0.911052	-2.934442	1.744408	-2.114900	9.925599	26.933144	5.089868	5.045128	-17.398476	-2.606439	-5.319094	-0.369653	-1.261022	8.813900	24.866971	1.425894	3.224265	-16.261660	-2.838790	-5.118071	0.549674	-1.304355	8.782808	26.717525	3.047430	3.285729	-17.630222	-2.473225	-2.688260	0.861145	-0.849985	11.024055	25.338741	1.171283	3.993136	-14.800921	-3.083429	-6.775380	1.792860	-0.998943	8.756807	21.842919	1.569261	5.093452	-13.537572	-2.433106	-5.163442	-1.258501	-0.933596	9.496069	25.821815	1.510659	4.883121	-17.634888	-2.860947	-6.434975	-1.737257	-1.359436	9.519703	22.921425	1.499069	2.533478	-16.370029	-3.106472	-5.443679	-0.330924	-1.202486	10.059067	25.820657	3.354647	2.394748	-16.615980	-1.679779	-5.600056	1.504805	-0.591084	8.586583	23.528588	1.599085	5.238300	-13.456101	-0.665613	-5.242236	-0.508342	-0.638057	6.667081	24.821318	2.868698	5.890419	-14.807499	-1.510735	-4.268781	2.778589	-0.105449	5.262560	22.594863	3.174050	5.426719	-13.967769	-1.702849	-4.004112	1.071722	-0.805940	6.566802	24.591011	2.597413	3.811537	-14.795524	-3.329633	-3.855315	-0.269768	-1.399164	9.718961	24.748504	2.702023	2.541924	-15.975904	-3.563506	-5.023945	-2.862539	-1.773559	8.315602	28.382018	3.130043	2.535867	-17.211026	-3.524862	-5.312407	-1.103328	-1.429533	5.677064	23.506772	6.712460	5.253953	-16.353181	-2.522645	-4.349178	1.177782	-0.652674	7.443594	25.003548	1.642489	1.969723	-14.362641	-2.286784	-4.119992	0.742155	-0.492791	6.833957	21.789696	2.407627	3.652298	-14.621214	-2.299423	-3.504234	-1.195365	-0.766505	6.414123	23.642458	3.629937	3.059975	-13.887354	-2.481305	-6.031338	-0.883605	-1.209665	9.270665	28.714149	2.407885	6.710860	-17.372173	-2.600324	-3.974577	0.032603	-1.031574	9.596573	26.192420	2.523125	2.902549	-14.602761	-2.466480	-7.259830	-0.393625	-1.164256	9.064238	24.069576	2.043289	5.633157	-15.011025
	-1.579277	-2.601893	2.229148	-0.425061	8.415826	24.127543	0.003162	3.581435	-13.413714	-2.133790	-4.344655	1.485013	-0.534898	9.035935	21.905831	3.029101	6.533033	-15.435358	-2.028455	-3.062186	0.796315	-1.380605	14.604179	24.600682	0.155539	0.720680	-11.371920	-0.707294	-3.091028	3.331116	-1.796332	9.915140	24.686722	4.152165	4.963769	-14.833823	-2.360898	-5.215041	1.289566	-1.023197	8.831833	22.412482	0.493820	2.744412	-14.202476	-2.512806	-5.214223	2.098404	-0.972589	8.964527	24.753711	1.726630	2.834453	-15.340667	-2.127169	-2.520526	2.423912	-0.562141	11.038487	23.298247	-0.015201	3.449858	-12.392218	-2.728562	-6.836129	3.383707	-0.704866	8.941468	19.729854	0.282518	4.628481	-10.768791	-2.129113	-5.524871	0.358469	-0.548431	9.658419	23.537113	0.274997	4.728535	-15.379134	-2.577826	-6.200813	0.401262	-0.828557	9.707954	19.723164	0.300363	1.866574	-14.173146	-2.757122	-5.612932	1.367106	-0.847629	10.211527	23.632888	2.262057	1.807476	-14.394258	-1.421332	-5.733486	2.936715	-0.424380	8.508207	21.425341	0.657210	5.217467	-10.708565	-0.430338	-5.007557	1.117377	-0.457224	6.625837	22.528678	2.139790	5.545412	-12.416738	-1.235669	-4.389506	4.232073	0.060995	5.413829	20.361034	2.313530	5.469297	-11.167119	-1.428080	-3.846721	2.648784	-0.693631	6.656527	22.296776	1.953873	3.637973	-12.179549	-2.933357	-3.824328	1.220751	-1.050558	9.889835	22.745679	1.484680	2.067497	-13.876033	-3.146878	-5.059202	-1.293912	-1.478970	8.320031	26.460337	1.946210	1.996808	-15.346096	-3.113455	-5.297159	0.631434	-1.107361	5.706275	20.983482	5.741742	4.983129	-14.301553	-2.310019	-4.556322	2.618523	-0.358213	7.758484	22.859398	0.589279	1.659815	-11.607427	-1.846913	-3.965913	2.422777	-0.275864	6.759922	19.515091	1.381899	3.341371	-12.050843	-1.948980	-3.530687	0.444872	-0.504881	6.472039	21.542811	2.784621	2.910596	-11.727733	-2.302480	-6.242781	0.775858	-1.008376	9.285431	26.534155	1.268762	6.458595	-15.054042	-2.385751	-3.996477	1.557593	-0.885253	9.748544	24.189300	1.379498	2.545508	-12.295037	-2.214647	-7.483366	1.124567	-0.776208	9.088363	21.838808	0.994968	5.297760	-12.654342
	-1.187804	-2.459127	3.761525	-0.187392	8.665779	22.033817	-1.126609	2.994806	-10.408958	-1.633521	-4.460889	3.084532	-0.252159	9.392274	19.496599	1.806393	6.121734	-12.637865	-1.807818	-3.206367	2.497976	-0.979294	15.345492	22.293058	-1.012487	0.167822	-8.745101	-0.510380	-3.078240	4.825012	-1.461317	9.966283	22.515255	3.220813	4.874913	-11.885522	-2.090220	-5.014492	2.815477	-0.799244	9.006187	20.056764	-0.474518	2.149050	-11.724834	-2.188846	-5.225116	3.561469	-0.651105	9.270921	22.814467	0.424431	2.382830	-12.657035	-1.759677	-2.300733	3.831715	-0.264735	11.171456	21.352531	-1.203356	2.862287	-9.597230	-2.352917	-6.700400	4.831613	-0.475624	9.268885	17.736098	-0.956751	4.015543	-7.612581	-1.805891	-5.694916	1.909970	-0.216748	9.814260	21.319489	-0.928162	4.514052	-12.754060	-2.289566	-5.786256	2.527797	-0.311276	9.991007	16.433775	-0.931379	1.121590	-11.637845	-2.398132	-5.601882	3.007600	-0.516288	10.367426	21.474110	1.150817	1.228867	-11.847037	-1.122460	-5.611598	4.260608	-0.300905	8.554267	19.349720	-0.176948	5.078384	-7.550736	-0.191371	-4.736942	2.616737	-0.326989	6.747859	20.348220	1.429263	5.229380	-9.726227	-0.977459	-4.378691	5.560256	0.159417	5.704782	18.226336	1.506461	5.486077	-8.015570	-1.167040	-3.582152	4.116590	-0.596637	6.860511	20.091110	1.370310	3.520406	-9.164629	-2.520794	-3.730402	2.629372	-0.735434	10.174988	20.789661	0.286338	1.581902	-11.366697	-2.723012	-5.099927	0.200315	-1.172792	8.520197	24.521455	0.716338	1.401373	-13.113017	-2.700738	-5.230562	2.256143	-0.835477	5.917642	18.499993	4.756762	4.617864	-11.812974	-2.077954	-4.595380	3.957199	-0.152539	8.125796	20.729411	-0.371455	1.431306	-8.441515	-1.416204	-3.750744	3.993548	-0.118202	6.880530	17.282479	0.385814	3.032580	-9.034639	-1.612256	-3.555074	1.977803	-0.305110	6.677265	19.479402	1.957423	2.913818	-9.205653	-2.100946	-6.248433	2.364080	-0.831549	9.327349	24.365235	0.193419	6.159343	-12.349002	-2.156672	-3.847528	2.984940	-0.738446	9.912063	22.230393	0.241905	2.174199	-9.647997	-1.964831	-7.536788	2.574300	-0.422387	9.242128	19.638936	-0.032574	4.836098	-9.906263
	-0.784960	-2.229835	5.208451	0.011603	9.081257	19.960344	-2.208076	2.353961	-6.984516	-1.084419	-4.258276	4.613932	-0.061352	9.819336	17.209878	0.582996	5.580926	-9.468587	-1.581381	-3.145691	4.077424	-0.608573	15.969233	20.021558	-2.162525	-0.350647	-5.803030	-0.301085	-2.834910	6.196734	-1.135746	10.070362	20.429793	2.332288	4.742998	-8.535392	-1.794538	-4.695322	4.215303	-0.604959	9.317180	17.820835	-1.427641	1.437134	-8.889178	-1.861129	-5.081944	4.938759	-0.376266	9.638271	20.899989	-0.780656	1.911614	-9.537264	-1.376666	-1.977451	5.115690	0.011585	11.320088	19.497509	-2.338284	2.247251	-6.480098	-1.954533	-6.345030	6.132250	-0.313321	9.669568	15.862139	-2.117038	3.285831	-4.170133	-1.453204	-5.623442	3.387723	0.042741	9.929082	19.181141	-2.044354	4.254360	-9.774210	-1.979380	-5.129184	4.636033	0.120498	10.343707	13.102213	-2.154338	0.303546	-8.781156	-2.021481	-5.361784	4.578137	-0.227018	10.484930	19.349606	0.047027	0.660759	-8.971106	-0.776576	-5.221698	5.515419	-0.226692	8.687929	17.295493	-0.886881	4.802631	-4.051828	0.054854	-4.403599	3.991338	-0.250164	6.995473	18.288716	0.770853	4.942895	-6.762711	-0.725544	-4.188612	6.779824	0.198399	6.097068	16.196275	0.769364	5.441862	-4.549846	-0.919169	-3.204232	5.496863	-0.502917	7.157284	17.959520	0.868397	3.465953	-5.838619	-2.095757	-3.536220	3.977580	-0.473447	10.538665	18.869099	-0.848258	1.109715	-8.465239	-2.303348	-5.114632	1.629897	-0.870061	8.919271	22.559215	-0.504131	0.774248	-10.462012	-2.294285	-5.076320	3.780887	-0.627201	6.293527	16.078762	3.783375	4.132904	-8.916678	-1.807905	-4.432686	5.219513	-0.033390	8.488797	18.614945	-1.210381	1.220455	-4.940285	-1.003586	-3.462739	5.464214	-0.019144	7.158864	15.090081	-0.559266	2.672254	-5.635379	-1.283054	-3.526009	3.408038	-0.168445	6.987776	17.455350	1.185432	3.042507	-6.339689	-1.858750	-6.030192	3.883601	-0.683981	9.389631	22.212475	-0.778212	5.770463	-9.262571	-1.903102	-3.498862	4.316060	-0.598589	10.068960	20.318370	-0.850235	1.764696	-6.647930	-1.700308	-7.370265	3.950035	-0.137036	9.521666	17.473605	-0.998729	4.196582	-6.772582
