Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21
0	-18.731993	-1.06208	-6.898298	7.899069	4.850818	28.427612	-9.566268	-2.909402	-19.752761	-15.285318	-0.833077	-5.6445	7.173869	4.256332	27.52376	-8.49562	-1.456784	-19.089463	-12.907927	0.723678	-3.476073	6.923684	4.269654	27.758942	-10.064951	-2.906105	-18.941527	-13.705904	0.260268	-6.549047	8.172844	5.578949	26.370437	-8.858589	-3.069816	-19.349209	-17.67353	-0.202133	-6.320033	9.057021	5.286556	28.301123	-11.82449	-2.057738	-18.179565	-19.542323	0.616208	-7.582675	10.115937	5.941923	28.511961	-8.382891	-1.213702	-19.128521	-17.746482	0.658252	-5.981955	8.082947	5.110179	28.240732	-9.449392	-3.352655	-19.163124	-16.501993	0.839474	-7.037814	8.427046	5.179962	28.96555	-9.617386	-3.019128	-19.807594	-16.946284	-0.130831	-4.560781	6.884752	4.07228	29.973558	-12.490366	-3.566379	-20.174307	-18.006573	2.689765	-5.686683	9.872928	6.454809	26.997608	-11.110837	-3.148408	-18.958949	-16.214165	2.464292	-3.317119	6.935804	5.237777	26.391531	-11.323716	-4.553799	-19.468385	-16.743519	0.355918	-8.100387	8.872077	5.615116	28.309953	-13.122004	-3.4925	-19.541064	-15.786793	-1.073293	-7.27009	8.187887	4.153341	28.919559	-9.294807	-2.629692	-19.36901	-17.556199	1.23905	-7.071631	9.025113	5.554104	27.406595	-9.212008	-2.28004	-19.026546	-17.762561	-0.361559	-7.612772	7.776788	4.736356	27.026666	-9.197763	-2.967124	-19.549067	-14.243095	-0.117733	-4.458784	6.564137	4.732668	28.389695	-9.014378	-2.333975	-19.523952	-13.47238	0.250455	-4.577803	6.884399	4.678324	28.971076	-10.492554	-3.548978	-19.682243	-19.065489	0.887117	-8.166649	11.020259	5.884202	29.180734	-8.20554	-1.38178	-19.066497	-15.863309	0.515343	-4.965958	7.21917	4.693888	29.342863	-10.559354	-2.282028	-18.434914	-16.902925	0.26264	-5.430465	7.558369	5.01582	27.022088	-12.807575	-4.906036	-19.201515	-17.112817	0.479547	-6.90452	9.585841	5.43082	28.503468	-11.187274	-2.724554	-19.324985
1	-19.274947	-1.293946	-7.447914	9.694807	5.331687	27.564381	-7.641242	-1.453831	-18.977384	-16.010511	-1.086458	-6.372469	9.028363	4.75531	27.04179	-6.580995	-0.047721	-18.381184	-13.528955	0.555684	-4.014949	8.665158	4.739633	27.319936	-8.27081	-1.732283	-18.278213	-14.638112	0.066156	-7.117456	10.31804	6.165361	25.781726	-6.930553	-1.972727	-18.754205	-18.129767	-0.311624	-7.073608	10.783757	5.729865	27.853503	-10.101802	-0.708776	-17.506828	-20.310541	0.373527	-8.124073	12.404522	6.616437	28.024733	-6.878794	-0.010093	-18.52914	-18.490982	0.460572	-6.502545	10.255443	5.709053	27.601091	-7.795315	-2.28921	-18.481627	-17.102083	0.536493	-7.481409	10.303335	5.765334	28.302609	-7.916993	-1.843387	-19.152591	-17.201741	-0.281656	-4.931919	8.024944	4.445013	29.741227	-10.714293	-1.982922	-19.304866	-18.413133	2.404487	-6.528587	11.618125	6.97481	26.65844	-9.481437	-2.275055	-18.266845	-16.553832	2.200945	-3.982827	8.703767	5.81	25.97994	-9.788772	-3.869771	-18.804488	-16.793293	0.113024	-8.412602	10.13822	5.941927	27.800369	-11.418749	-2.485505	-19.031823	-16.659018	-1.233743	-7.535222	10.237095	4.596587	28.074473	-7.330042	-0.806159	-18.266561	-18.29849	1.02325	-7.758398	11.060047	6.155453	26.934665	-7.557205	-1.367366	-18.45475	-18.302691	-0.559497	-8.39008	9.758009	5.249022	26.4064	-7.5408	-1.811229	-18.871878	-14.939857	-0.422594	-5.086873	8.362156	5.418445	28.006446	-7.465926	-1.19225	-19.01717	-13.765987	0.066782	-5.037943	8.264056	5.069088	28.322459	-8.658805	-2.310878	-19.046237	-19.948911	0.719615	-8.811352	13.339271	6.613398	28.551285	-6.688767	-0.273977	-18.231759	-16.474749	0.385839	-5.187292	8.884276	5.181796	29.084611	-8.72073	-0.856576	-17.764593	-17.321928	0.053562	-5.968068	9.12014	5.419829	26.474402	-10.88804	-3.959753	-18.652981	-17.725627	0.216224	-7.484173	11.260956	5.979249	27.941455	-9.195486	-1.635204	-18.664324
2	-20.149505	-1.532554	-8.077382	11.994065	5.89131	26.638998	-6.003406	0.079489	-18.064738	-17.10633	-1.342274	-7.192533	11.421445	5.358622	26.491805	-5.060363	1.366755	-17.562062	-14.469822	0.351635	-4.638289	10.839992	5.302572	26.842936	-6.666898	-0.488627	-17.499391	-15.908861	-0.159326	-7.716135	12.975305	6.853958	25.14062	-5.413968	-0.885257	-18.10037	-18.893327	-0.427064	-7.916382	12.945232	6.249565	27.38112	-8.517187	0.695563	-16.742581	-21.448099	0.136591	-8.716838	15.307355	7.407587	27.409362	-5.945404	1.083002	-17.822113	-19.584507	0.249273	-7.08217	12.947284	6.394266	26.903738	-6.477351	-1.221511	-17.750142	-18.033277	0.225828	-8.016088	12.676235	6.43568	27.521056	-6.512379	-0.675534	-18.363014	-17.80129	-0.440671	-5.432601	9.651202	4.940297	29.457159	-8.807979	-0.171367	-18.311906	-19.190016	2.109261	-7.506977	13.93644	7.596685	26.232425	-8.237967	-1.402037	-17.465298	-17.193871	1.912096	-4.7788	10.858306	6.423795	25.490807	-8.334889	-3.087579	-18.014607	-17.113616	-0.144166	-8.792184	11.783851	6.338127	27.153099	-9.618609	-1.305189	-18.358311	-17.885577	-1.427117	-7.893088	12.819513	5.152545	27.242409	-5.69242	1.029739	-17.175048	-19.38853	0.800726	-8.515091	13.628824	6.853542	26.358942	-6.332624	-0.507183	-17.806426	-19.192984	-0.751114	-9.276342	12.253589	5.839366	25.807544	-6.218036	-0.635763	-18.118722	-15.979673	-0.718021	-5.802676	10.651558	6.203687	27.501304	-6.173887	-0.053789	-18.349623	-14.354825	-0.15615	-5.585856	9.98551	5.530333	27.574244	-6.805638	-0.930919	-18.23861	-21.169936	0.552536	-9.513955	16.269947	7.43307	27.762026	-5.767682	0.698397	-17.270196	-17.447348	0.222906	-5.466964	11.08412	5.818202	28.729591	-7.057861	0.632656	-17.065157	-18.113647	-0.160802	-6.659263	11.154852	5.900326	25.969263	-9.022512	-2.868437	-18.038945	-18.735079	-0.02474	-8.162501	13.557182	6.646349	27.326019	-7.619672	-0.572575	-17.943568
3	-21.42863	-1.778446	-8.779163	14.928396	6.540926	25.711961	-5.05129	1.534567	-17.047633	-18.620906	-1.597987	-8.060079	14.477879	6.067581	25.886711	-4.316583	2.637596	-16.656635	-15.806657	0.100733	-5.3258	13.578155	5.983761	26.320984	-5.624054	0.69563	-16.634396	-17.536644	-0.421518	-8.311051	16.244314	7.634166	24.436446	-4.684225	0.093692	-17.386988	-20.029174	-0.555108	-8.79853	15.642825	6.864347	26.892022	-7.405799	2.013133	-15.916709	-22.948337	-0.093734	-9.288322	18.900895	8.26822	26.611905	-5.881871	1.967111	-16.998693	-21.034278	0.013374	-7.67147	16.241383	7.156062	26.146683	-5.833396	-0.24564	-17.001092	-19.362685	-0.088997	-8.628902	15.683299	7.172766	26.606774	-5.775195	0.371587	-17.428922	-18.834589	-0.617823	-6.06824	11.901975	5.58149	29.117778	-7.143912	1.681521	-17.239872	-20.381248	1.803702	-8.558776	16.916192	8.293266	25.682468	-7.696392	-0.613704	-16.560078	-18.215651	1.587368	-5.696443	13.506109	7.072144	24.920291	-7.283577	-2.264435	-17.118835	-17.821751	-0.41404	-9.244125	13.947014	6.812513	26.37784	-8.059632	-0.057088	-17.539227	-19.499886	-1.666671	-8.352821	16.044709	5.857052	26.477863	-4.780227	2.679796	-16.160553	-20.844935	0.574017	-9.286091	16.834222	7.615096	25.656012	-5.869105	0.22086	-17.090389	-20.483558	-0.932058	-10.22013	15.356262	6.50145	25.225873	-5.562697	0.4632	-17.290944	-17.421515	-0.999063	-6.556816	13.569595	7.066784	26.833005	-5.488603	0.962098	-17.513036	-15.357256	-0.436782	-6.220444	12.185882	6.078002	26.738686	-5.290054	0.481172	-17.258242	-22.696986	0.376222	-10.188214	19.873764	8.277594	26.774333	-5.715953	1.449515	-16.217364	-18.839464	0.006315	-5.797375	13.944135	6.625878	28.2457	-5.956761	2.021717	-16.368521	-19.349718	-0.379458	-7.506242	13.776095	6.471683	25.516537	-7.535862	-1.719657	-17.380289	-20.178381	-0.232444	-8.896263	16.600922	7.406886	26.64375	-6.793029	0.36404	-17.185226
4	-22.971456	-2.026555	-9.499678	18.349287	7.2464	24.82075	-4.835306	2.81138	-15.984581	-20.388548	-1.853762	-8.896468	18.042727	6.833292	25.234579	-4.356289	3.700151	-15.70585	-17.414538	-0.185685	-6.023368	16.775181	6.753796	25.749378	-5.230986	1.730394	-15.743877	-19.335894	-0.707598	-8.855841	19.937143	8.433041	23.661574	-4.694826	0.944461	-16.615683	-21.447307	-0.699106	-9.640896	18.812464	7.558486	26.368717	-6.928967	3.146398	-15.070091	-24.605367	-0.329606	-9.754748	22.95195	9.100174	25.635629	-6.572298	2.654226	-16.091086	-22.65682	-0.251574	-8.204921	19.972189	7.944408	25.326566	-5.886721	0.599649	-16.255711	-20.938862	-0.406047	-9.254851	19.165922	7.9194	25.598978	-5.71487	1.26675	-16.407391	-20.255046	-0.813559	-6.80116	14.777835	6.3611	28.724687	-6.076598	3.350258	-16.129715	-21.831807	1.486731	-9.573347	20.386575	8.997152	25.003805	-7.855923	0.051783	-15.595072	-19.503312	1.237122	-6.667248	16.537767	7.732122	24.307326	-6.738166	-1.468737	-16.180518	-18.879852	-0.690362	-9.745782	16.60158	7.354043	25.546621	-7.014073	1.125124	-16.645955	-21.320741	-1.942531	-8.853359	19.735932	6.664949	25.753919	-4.624088	4.059085	-15.215181	-22.48479	0.344059	-9.991803	20.46938	8.366802	24.847151	-6.085042	0.824878	-16.342699	-22.022786	-1.104622	-11.126819	18.914194	7.188428	24.617735	-5.602915	1.446267	-16.398328	-19.128866	-1.264842	-7.278627	16.999103	7.953085	26.030522	-5.464038	1.807307	-16.581928	-16.687471	-0.76638	-6.907586	14.8081	6.704003	25.880212	-4.306924	1.798286	-16.195151	-24.326392	0.171473	-10.746692	23.905312	9.054858	25.61289	-6.399579	2.014368	-15.127137	-20.519453	-0.263919	-6.135519	17.353803	7.554481	27.620269	-5.564389	3.200744	-15.666375	-20.901473	-0.597174	-8.42858	16.894995	7.111732	25.084718	-6.61297	-0.621758	-16.707012	-21.869468	-0.416209	-9.60062	20.197283	8.179466	25.879194	-6.694313	1.157713	-16.405418
5	-24.665644	-2.275413	-10.160692	22.240197	7.959056	23.951951	-5.542268	3.806611	-14.887832	-22.254633	-2.121574	-9.585771	22.066445	7.595827	24.481783	-5.313725	4.47464	-14.720682	-19.204554	-0.511929	-6.654454	20.461749	7.585928	25.068361	-5.711702	2.515302	-14.858425	-21.144074	-1.019745	-9.254231	24.003172	9.157048	22.756331	-5.612438	1.626049	-15.760558	-23.047678	-0.87158	-10.344135	22.440161	8.297153	25.740724	-7.242687	4.031132	-14.211529	-26.220678	-0.594491	-10.004528	27.301795	9.793063	24.44869	-8.024928	3.133966	-15.115267	-24.278347	-0.562488	-8.590963	24.066651	8.689461	24.389564	-6.761242	1.287399	-15.503463	-22.643287	-0.734329	-9.801247	23.110924	8.594789	24.471856	-6.515446	1.959939	-15.310156	-21.986288	-1.027162	-7.579992	18.295339	7.256173	28.231518	-5.853703	4.682723	-14.973978	-23.395065	1.145143	-10.42535	24.253327	9.627673	24.149367	-8.777163	0.569069	-14.591538	-20.9951	0.863989	-7.614484	19.987006	8.363648	23.648904	-6.932932	-0.752681	-15.229262	-20.275686	-0.971513	-10.259195	19.819671	7.951615	24.681366	-6.772085	2.140742	-15.70495	-23.183412	-2.258162	-9.30565	23.842366	7.517884	24.98525	-5.39998	5.065088	-14.308866	-24.15052	0.098193	-10.508514	24.45215	9.018206	23.899213	-7.094276	1.299454	-15.581457	-23.675726	-1.282067	-11.873983	22.874043	7.831235	23.89916	-6.465283	2.278675	-15.412739	-20.982526	-1.51571	-7.867658	20.938794	8.793106	25.06366	-6.256368	2.424239	-15.597753	-18.346081	-1.1507	-7.614753	17.975885	7.422588	25.017598	-4.197686	2.876183	-15.095973	-25.862494	-0.091992	-11.087827	28.18887	9.65205	24.266761	-7.823322	2.402528	-14.018853	-22.363356	-0.597981	-6.419979	21.292867	8.55094	26.78614	-6.060257	4.075885	-14.92335	-22.651688	-0.814715	-9.330715	20.513434	7.784159	24.607291	-6.475698	0.358978	-16.01204	-23.639615	-0.595757	-10.172038	24.254973	8.866857	24.973608	-7.419056	1.8015	-15.589241
6	-26.300699	-2.530297	-10.684123	26.359291	8.59846	23.052078	-6.927356	4.562144	-13.774998	-24.00115	-2.416969	-10.050493	26.295482	8.277443	23.600562	-6.939691	5.011943	-13.73611	-20.978768	-0.871423	-7.148723	24.435382	8.397983	24.24361	-6.871137	3.083481	-13.992871	-22.783164	-1.352582	-9.46454	28.187247	9.743623	21.731912	-7.148336	2.181289	-14.852037	-24.623529	-1.092576	-10.813432	26.353606	8.993216	24.932585	-8.265974	4.692208	-13.337622	-27.598528	-0.898796	-10.014944	31.63518	10.30119	23.133854	-9.948549	3.475317	-14.140876	-25.706773	-0.92062	-8.785083	28.28405	9.314786	23.321164	-8.246958	1.867325	-14.728524	-24.268958	-1.083715	-10.20124	27.248755	9.140289	23.255444	-7.916165	2.514024	-14.183818	-23.827371	-1.264266	-8.293499	22.354464	8.167168	27.541071	-6.550117	5.617304	-13.750013	-24.849304	0.765396	-11.025515	28.260979	10.109145	23.12816	-10.26371	0.981183	-13.58397	-22.497847	0.475798	-8.448148	23.670806	8.920611	22.942774	-7.720168	-0.109961	-14.293136	-21.842326	-1.259174	-10.704907	23.482289	8.543623	23.770792	-7.331186	2.969222	-14.737563	-24.880411	-2.601407	-9.619187	28.105271	8.305634	24.095841	-6.844467	5.784157	-13.396443	-25.661144	-0.175833	-10.800277	28.510217	9.531599	22.849149	-8.619448	1.707825	-14.829231	-25.225414	-1.48995	-12.38143	26.997964	8.353548	23.023954	-7.939596	2.985625	-14.345693	-22.775884	-1.765905	-8.257886	25.166471	9.515868	23.950844	-7.682885	2.860548	-14.609647	-20.141467	-1.570497	-8.27167	21.543528	8.177963	24.129806	-4.836173	3.709177	-14.006868	-27.142375	-0.417105	-11.202927	32.416616	10.041514	22.830725	-9.709908	2.684772	-12.936235	-24.137646	-0.989679	-6.575726	25.538258	9.505489	25.727314	-7.304949	4.664921	-14.131678	-24.368363	-1.042194	-10.088933	24.447986	8.402736	24.004318	-7.071338	1.227843	-15.27129	-25.261852	-0.802597	-10.550575	28.471329	9.39376	23.929641	-8.745145	2.356063	-14.731164
7	-27.656388	-2.799627	-10.961538	30.491611	9.062406	22.082224	-8.906641	5.073096	-12.674901	-25.389542	-2.756333	-10.1783	30.466815	8.785551	22.569699	-9.0811	5.33914	-12.813849	-22.515452	-1.270466	-7.384559	28.521576	9.079692	23.215052	-8.661505	3.433052	-13.172488	-24.024521	-1.702234	-9.385211	32.235774	10.103692	20.60251	-9.227676	2.597291	-13.937693	-25.980931	-1.383474	-10.97323	30.349178	9.56402	23.909348	-9.882531	5.160996	-12.461948	-28.567501	-1.238776	-9.760968	35.65172	10.606695	21.796433	-12.167541	3.704296	-13.267537	-26.759491	-1.323684	-8.731414	32.391818	9.744478	22.125805	-10.230825	2.356939	-13.938082	-25.582678	-1.468031	-10.344899	31.335381	9.473109	21.985609	-9.864003	2.934378	-13.095734	-25.542101	-1.536309	-8.828136	26.719114	8.962746	26.599388	-7.998157	6.215665	-12.46983	-26.00573	0.341849	-11.296557	32.170762	10.385238	21.974374	-12.179796	1.321333	-12.618175	-23.79947	0.065116	-9.019918	27.451588	9.322691	22.162633	-9.147381	0.452416	-13.413848	-23.39729	-1.563477	-10.983219	27.454882	9.050116	22.788399	-8.671653	3.602165	-13.762223	-26.183805	-2.959095	-9.684319	32.274483	8.908517	23.042868	-8.847284	6.236774	-12.48108	-26.806995	-0.491034	-10.76938	32.377569	9.851372	21.724793	-10.580873	2.065642	-14.127147	-26.456859	-1.755525	-12.548786	31.052771	8.67961	21.971115	-9.908336	3.565671	-13.237887	-24.27692	-2.033179	-8.349847	29.457199	10.03491	22.70944	-9.655412	3.13584	-13.676294	-21.882366	-2.027641	-8.754257	25.453402	8.882854	23.158595	-6.298098	4.239968	-12.96365	-28.02081	-0.796587	-11.07535	36.303104	10.221824	21.412366	-11.892852	2.892427	-11.949841	-25.616006	-1.433491	-6.519969	29.865475	10.307147	24.441532	-9.188909	4.974505	-13.325974	-25.835748	-1.290125	-10.581817	28.512005	8.873614	23.215496	-8.355011	1.994833	-14.467209	-26.525289	-1.061483	-10.671401	32.567958	9.696381	22.774532	-10.560417	2.842169	-13.848759
8	-28.640797	-3.074767	-11.003335	34.383874	9.337376	21.077545	-11.166607	5.426217	-11.640838	-26.323209	-3.125852	-9.984351	34.32584	9.098809	21.448119	-11.448622	5.54671	-12.000167	-23.700098	-1.693892	-7.353776	32.474649	9.587573	22.039279	-10.79429	3.648787	-12.417494	-24.853355	-2.043572	-9.074506	35.952519	10.285772	19.463762	-11.530332	2.919111	-13.08661	-26.961327	-1.744696	-10.802065	34.153195	9.965918	22.717774	-11.884931	5.476583	-11.641474	-29.128345	-1.581712	-9.327323	39.157688	10.789783	20.569954	-14.449264	3.865296	-12.569404	-27.398455	-1.741038	-8.468503	36.167812	9.99401	20.886361	-12.456407	2.779071	-13.176412	-26.526788	-1.870858	-10.2653	35.142262	9.647726	20.750933	-12.060936	3.270382	-12.122406	-26.86176	-1.858675	-9.051698	31.072898	9.493908	25.383598	-10.024983	6.53187	-11.196318	-26.775212	-0.098674	-11.253996	35.747331	10.482997	20.792673	-14.308675	1.620384	-11.761034	-24.801734	-0.361439	-9.315514	31.122929	9.581562	21.332679	-10.954737	0.957323	-12.624073	-24.724338	-1.896391	-11.021821	31.454269	9.413654	21.750371	-10.562185	4.074232	-12.831167	-27.048442	-3.299941	-9.517687	36.114737	9.30908	21.903256	-11.091285	6.535057	-11.601836	-27.586112	-0.822601	-10.496572	35.882247	10.03632	20.608467	-12.714284	2.38823	-13.504916	-27.279651	-2.071106	-12.393227	34.795483	8.831279	20.819745	-12.10741	4.049062	-12.183705	-25.368177	-2.320669	-8.153004	33.545973	10.358238	21.425539	-11.928455	3.308649	-12.858155	-23.384987	-2.508849	-9.014325	29.428403	9.459178	22.102364	-8.242964	4.569616	-11.988141	-28.508102	-1.186591	-10.783915	39.685496	10.28364	20.11857	-14.145021	3.065064	-11.101732	-26.65565	-1.893608	-6.233512	33.981091	10.894103	23.024875	-11.450369	5.068777	-12.580095	-26.91052	-1.551412	-10.760432	32.441638	9.155333	22.260976	-10.112342	2.674693	-13.620242	-27.355842	-1.361204	-10.570511	36.289605	9.819008	21.608016	-12.613985	3.27569	-13.001808
9	-29.136989	-3.334263	-10.80516	37.754271	9.407167	20.106427	-13.516049	5.650981	-10.745664	-26.70099	-3.4914	-9.491011	37.60354	9.202457	20.318777	-13.829844	5.691611	-11.337417	-24.374038	-2.112833	-7.023936	36.011089	9.876549	20.78064	-13.095677	3.765322	-11.771878	-25.143403	-2.332645	-8.542774	39.051818	10.298466	18.419734	-13.871337	3.151478	-12.3758	-27.524876	-2.146365	-10.357118	37.556536	10.218095	21.456676	-14.064156	5.674128	-10.931529	-29.285229	-1.893458	-8.799112	41.984921	10.91042	19.569472	-16.65177	3.974265	-12.0926	-27.598425	-2.137317	-8.042468	39.406693	10.096654	19.695371	-14.759677	3.127465	-12.498001	-26.959103	-2.259612	-9.950556	38.367637	9.693558	19.661634	-14.350771	3.514959	-11.377183	-27.725735	-2.21372	-8.984787	35.118974	9.762986	24.01225	-12.305422	6.685902	-10.012229	-27.142164	-0.516175	-10.946635	38.82347	10.462393	19.684805	-16.492583	1.885621	-11.077078	-25.354112	-0.784082	-9.254792	34.435146	9.69167	20.485636	-13.036895	1.387118	-12.006947	-25.659337	-2.257819	-10.786062	35.198361	9.624534	20.707991	-12.783774	4.410917	-12.019885	-27.384447	-3.58371	-9.132417	39.357477	9.490396	20.767085	-13.389146	6.719233	-10.809498	-27.894718	-1.137038	-10.003664	38.753273	10.100241	19.588507	-14.87242	2.659638	-13.010752	-27.631408	-2.413867	-11.931076	37.997379	8.859704	19.659807	-14.363388	4.436326	-11.286081	-25.94163	-2.613302	-7.67588	37.153996	10.508134	20.193472	-14.315198	3.406032	-12.233166	-24.40217	-2.995528	-8.945328	33.163446	9.8069	20.983114	-10.520152	4.719527	-11.149206	-28.606361	-1.54258	-10.397907	42.421689	10.292469	19.038533	-16.323539	3.216931	-10.428194	-27.208157	-2.320489	-5.749687	37.641887	11.258502	21.600305	-13.873209	5.002766	-11.955074	-27.53028	-1.804008	-10.628106	36.009169	9.256561	21.197243	-12.158046	3.261594	-12.766807	-27.689502	-1.674226	-10.285198	39.411852	9.812945	20.525547	-14.747031	3.646403	-12.254292
