Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21
25	-8.911951	-5.945433	-4.308994	30.91329	7.447035	16.507463	-22.301881	1.798139	-11.744335	-5.803643	-6.009188	-2.461648	31.039178	7.424975	15.958362	-22.043688	1.662841	-12.036552	-5.116416	-4.979455	-1.298361	32.564217	8.504515	16.555323	-24.489526	1.090308	-12.044892	-5.103084	-4.196853	-2.391013	30.87032	8.249147	16.124401	-21.780778	0.283743	-12.53876	-9.087652	-5.060194	-4.341354	32.528985	7.880545	18.35897	-24.131711	1.532022	-12.874987	-8.728132	-5.025021	-3.884147	32.716878	8.420421	18.637226	-23.309707	-0.622494	-14.773937	-8.079091	-4.446609	-4.516149	33.169631	8.646368	17.952247	-25.342938	0.426129	-12.601777	-7.028862	-5.022936	-3.330714	31.977512	7.910605	16.935125	-23.714474	0.589894	-12.656297	-9.723972	-5.735271	-4.772228	32.290511	7.885492	18.461682	-23.92091	2.749523	-9.706994	-7.909388	-4.344849	-3.119907	32.339505	9.167391	16.737721	-25.070226	-1.010386	-13.139824	-6.127163	-3.996584	-1.804547	29.282544	7.591567	16.349963	-24.003381	-0.401594	-12.332345	-5.037681	-5.289186	-2.047859	31.285843	7.283504	16.53035	-23.694129	0.677181	-13.466176	-5.8545	-5.529176	-2.602204	30.8093	7.518023	17.848572	-21.36304	1.870027	-12.073715	-6.570578	-3.841401	-2.695754	28.840007	8.059954	16.787049	-20.074151	-2.021279	-14.4918	-6.825406	-4.290463	-4.182507	29.866855	7.085502	15.867676	-20.492655	-0.401042	-12.395938	-6.714672	-4.486585	-1.547547	33.282848	8.603848	17.722595	-25.086934	-0.874391	-13.717837	-6.325845	-5.484574	-1.58462	29.868508	8.028775	17.453744	-21.725491	0.675671	-12.517167	-7.679656	-3.863886	-4.319283	33.712669	8.296664	16.041808	-23.201073	0.135479	-10.830523	-8.339565	-4.172478	-2.482876	32.792365	9.107096	19.770061	-23.312535	-0.872479	-14.066573	-9.79332	-4.173856	-4.4329	32.270956	8.872714	16.87938	-22.571158	0.919282	-11.189046	-6.543558	-4.812979	-2.940907	31.922375	8.548931	16.329139	-22.818793	0.607115	-12.22723
26	-7.151565	-5.899262	-3.586374	28.72576	7.322806	16.264648	-20.486205	1.033115	-12.366337	-4.142412	-5.950107	-1.807568	29.11376	7.47227	15.608469	-20.382086	0.934339	-12.420578	-3.331551	-5.007378	-0.528688	30.590989	8.470051	16.214665	-23.127193	0.427325	-12.499468	-3.311762	-4.180047	-1.660032	28.684424	8.191051	15.871741	-19.996631	-0.436741	-13.038884	-7.385515	-5.120794	-3.655574	30.271743	7.860372	18.134297	-22.465271	0.550241	-13.601928	-6.822792	-5.042116	-2.930651	30.421857	8.261027	18.162286	-21.419859	-1.489896	-15.36423	-6.323186	-4.531335	-3.686862	30.845777	8.580582	17.555656	-23.67426	-0.386328	-13.158572	-5.31259	-5.071332	-2.562944	29.835986	7.934879	16.645493	-22.069029	-0.201974	-13.209273	-7.904724	-5.820589	-3.974749	29.90119	7.831775	18.174515	-22.166926	2.038167	-10.300078	-6.122187	-4.425329	-2.069467	30.182197	9.091222	16.428965	-23.248428	-1.75862	-13.868325	-4.498597	-4.057282	-1.106223	27.130644	7.554731	16.106766	-22.470955	-1.174392	-12.831267	-3.109814	-5.246031	-1.388368	29.172418	7.234188	16.289934	-21.943407	-0.271733	-14.057699	-3.89491	-5.425361	-1.878486	28.477439	7.372669	17.80712	-19.517856	1.049446	-12.695508	-4.837086	-3.762203	-1.855998	26.797569	7.964517	16.470779	-18.124925	-2.859512	-15.120739	-5.028033	-4.123805	-3.500557	27.760396	6.985536	15.730892	-18.339684	-1.25837	-13.133719	-4.938046	-4.427441	-0.883933	31.25013	8.458075	17.384575	-23.585952	-1.648099	-14.217861	-4.468758	-5.431822	-0.736502	27.756523	7.942557	17.24181	-20.265277	-0.016923	-13.130799	-5.73256	-3.830204	-3.472273	31.440952	8.135273	15.726252	-21.311335	-0.520393	-11.251506	-6.562916	-4.198021	-1.554206	30.695992	8.978813	19.268202	-21.666028	-1.666346	-14.640103	-8.186557	-4.183478	-3.781601	30.095548	8.898212	16.887501	-20.890632	0.16405	-11.959145	-4.662835	-4.725045	-1.936696	29.897295	8.456992	15.870657	-21.050507	-0.085991	-12.680323
27	-5.370516	-5.754512	-2.81608	26.54689	7.145852	16.119042	-18.436907	0.268982	-13.095257	-2.444503	-5.808549	-1.093342	27.190438	7.457051	15.295754	-18.536419	0.249386	-12.828124	-1.525637	-4.932322	0.31716	28.599916	8.383472	15.883234	-21.52036	-0.239515	-12.964163	-1.46938	-4.071612	-0.871757	26.518292	8.079575	15.68772	-17.970542	-1.144303	-13.569403	-5.670351	-5.104363	-2.864699	28.005035	7.830519	17.94298	-20.525115	-0.448644	-14.381368	-4.881187	-4.961068	-1.872084	28.102563	8.05991	17.71488	-19.303901	-2.34108	-16.002261	-4.541819	-4.539621	-2.750741	28.515932	8.473707	17.176195	-21.758976	-1.196829	-13.776271	-3.56794	-5.006879	-1.719	27.69821	7.901128	16.411405	-20.160806	-0.984408	-13.795491	-6.047023	-5.823552	-3.080887	27.46903	7.754855	17.977298	-20.146964	1.320031	-10.96469	-4.332267	-4.3799	-0.96064	28.043316	8.943902	16.194387	-21.166119	-2.522854	-14.665615	-2.887583	-4.019895	-0.343098	25.008847	7.507094	15.969398	-20.647279	-1.973348	-13.479066	-1.146064	-5.083843	-0.684255	27.056006	7.158488	16.110489	-19.936842	-1.25051	-14.699417	-1.884967	-5.236373	-1.088855	26.147625	7.178909	17.806212	-17.44522	0.243165	-13.386904	-3.051847	-3.544047	-0.911716	24.764223	7.767661	16.204465	-15.948902	-3.645696	-15.83381	-3.160869	-3.882982	-2.735758	25.641735	6.849598	15.659529	-15.995349	-2.116026	-13.978189	-3.120975	-4.280597	-0.139416	29.185093	8.282611	17.063673	-21.865672	-2.399394	-14.802374	-2.524529	-5.268248	0.148975	25.613071	7.78414	17.119048	-18.547467	-0.674154	-13.812469	-3.743161	-3.714568	-2.571229	29.167075	7.951156	15.493691	-19.219655	-1.125278	-11.757901	-4.752325	-4.121285	-0.507641	28.588453	8.796285	18.763121	-19.789806	-2.420767	-15.252787	-6.519759	-4.113037	-3.04164	27.909755	8.846505	16.948289	-18.965698	-0.606255	-12.816463	-2.764163	-4.535833	-0.899701	27.903678	8.306378	15.478528	-19.087446	-0.747668	-13.158791
28	-3.546196	-5.502093	-1.996654	24.405612	6.884087	16.073938	-16.173348	-0.470528	-13.942863	-0.684542	-5.562276	-0.309507	25.28685	7.343505	15.049268	-16.489506	-0.358201	-13.284265	0.304084	-4.745692	1.230843	26.614432	8.218368	15.583162	-19.688637	-0.877539	-13.441815	0.420251	-3.88554	-0.045258	24.394989	7.910912	15.5738	-15.785251	-1.823382	-14.130674	-3.924092	-5.00274	-1.973863	25.760302	7.751122	17.787507	-18.373771	-1.429177	-15.201857	-2.880801	-4.746234	-0.698145	25.777235	7.783314	17.328684	-16.936278	-3.159209	-16.687987	-2.712989	-4.433409	-1.684976	26.219126	8.283298	16.830947	-19.581716	-1.97938	-14.459339	-1.774954	-4.839274	-0.803554	25.581468	7.786614	16.229902	-18.054765	-1.727562	-14.405284	-4.135017	-5.718916	-2.080388	25.037821	7.610288	17.891154	-17.865978	0.612569	-11.700136	-2.525266	-4.199934	0.190905	25.946703	8.699028	16.036781	-18.851493	-3.287493	-15.511773	-1.264159	-3.890797	0.475173	22.933971	7.413931	15.922626	-18.613948	-2.777925	-14.240241	0.863211	-4.796447	0.072019	24.955401	7.0265	15.990925	-17.699578	-2.228988	-15.38162	0.18396	-4.959686	-0.236711	23.852778	6.926569	17.856596	-15.159821	-0.536066	-14.167836	-1.212949	-3.206195	0.103315	22.747319	7.467583	15.986513	-13.605084	-4.381965	-16.586286	-1.179403	-3.538707	-1.867603	23.513436	6.632076	15.66758	-13.431413	-2.957278	-14.908007	-1.241488	-4.0115	0.7085	27.098696	8.03972	16.782383	-19.887547	-3.107718	-15.491216	-0.508316	-5.009638	1.049638	23.468806	7.547354	17.084374	-16.637278	-1.298316	-14.546757	-1.694694	-3.489308	-1.613746	26.915571	7.720857	15.384762	-16.897982	-1.655606	-12.386957	-2.906013	-3.929745	0.622191	26.492104	8.537989	18.29287	-17.70701	-3.130293	-15.905626	-4.780629	-3.952253	-2.206868	25.749774	8.695482	17.055259	-16.829019	-1.369745	-13.758247	-0.83864	-4.225281	0.148502	25.971497	8.071564	15.197054	-16.907758	-1.342306	-13.678348
29	-1.657833	-5.1445	-1.137361	22.319111	6.520362	16.120742	-13.719363	-1.177923	-14.898748	1.131879	-5.232029	0.524192	23.412556	7.138331	14.868902	-14.291717	-0.890866	-13.791321	2.157644	-4.44892	2.193122	24.656388	7.958666	15.333632	-17.660263	-1.45572	-13.947692	2.366975	-3.603762	0.809042	22.357216	7.660319	15.560162	-13.433562	-2.449014	-14.741281	-2.120705	-4.787102	-0.968698	23.5636	7.576614	17.672268	-16.004225	-2.361968	-16.058959	-0.828081	-4.411309	0.545447	23.469609	7.424874	17.010514	-14.373109	-3.93783	-17.397711	-0.82969	-4.21845	-0.522351	23.97849	7.997956	16.520616	-17.213153	-2.719189	-15.182686	0.106428	-4.537827	0.201415	23.506006	7.543844	16.119317	-15.714333	-2.391473	-15.044175	-2.16666	-5.50874	-0.997086	22.652581	7.37489	17.905719	-15.385719	-0.071848	-12.501591	-0.682515	-3.8733	1.366786	23.913147	8.332073	15.959562	-16.309489	-4.042282	-16.385739	0.406101	-3.63557	1.358248	20.939689	7.226598	15.980999	-16.345208	-3.575493	-15.120283	2.92566	-4.370806	0.886202	22.892586	6.807994	15.926018	-15.236419	-3.180275	-16.094802	2.310638	-4.600876	0.660099	21.619491	6.609968	17.958943	-12.684564	-1.289979	-15.033353	0.698568	-2.723461	1.170487	20.764249	7.028431	15.832505	-11.065752	-5.050511	-17.355892	0.911616	-3.100415	-0.923334	21.384447	6.318353	15.729381	-10.687641	-3.770258	-15.860929	0.696844	-3.633452	1.637774	25.00943	7.71821	16.540927	-17.702011	-3.772373	-16.250321	1.586288	-4.633144	1.946726	21.35399	7.20136	17.167133	-14.503322	-1.893258	-15.336142	0.404575	-3.170651	-0.627159	24.701038	7.436969	15.387183	-14.398208	-2.128778	-13.115161	-1.021115	-3.608561	1.791606	24.428531	8.182454	17.900981	-15.412168	-3.787491	-16.595165	-2.962528	-3.686506	-1.274144	23.659447	8.427736	17.199408	-14.49971	-2.117027	-14.795097	1.112915	-3.821284	1.180573	24.106963	7.764654	15.025823	-14.559888	-1.862877	-14.239776
30	0.313329	-4.685779	-0.259129	20.302591	6.04273	16.248741	-11.090063	-1.854679	-15.928351	3.000879	-4.816219	1.394585	21.594629	6.827843	14.770422	-11.935014	-1.334498	-14.350437	4.031214	-4.044512	3.179264	22.748997	7.595984	15.150966	-15.453831	-1.953097	-14.50303	4.34739	-3.251992	1.663966	20.414079	7.341084	15.629354	-10.966106	-3.020613	-15.392245	-0.250209	-4.459474	0.127223	21.430058	7.288476	17.584592	-13.457268	-3.23338	-16.92911	1.273335	-3.939373	1.818238	21.21222	6.95984	16.780227	-11.601588	-4.661942	-18.10814	1.128287	-3.871447	0.722433	21.828657	7.589036	16.255112	-14.648275	-3.394411	-15.936416	2.070985	-4.133583	1.263719	21.474301	7.190126	16.064547	-13.201456	-2.978289	-15.704016	-0.13872	-5.190182	0.147101	20.349603	7.034373	18.018588	-12.733667	-0.72956	-13.380335	1.204103	-3.421314	2.541177	21.94487	7.853497	15.951982	-13.579339	-4.787598	-17.262035	2.131271	-3.276398	2.2829	19.022992	6.945012	16.111272	-13.909237	-4.361442	-16.069906	5.030384	-3.822598	1.743321	20.882063	6.496674	15.897607	-12.586402	-4.089524	-16.819058	4.482363	-4.167022	1.57189	19.483789	6.224921	18.105819	-10.043087	-2.025073	-15.948397	2.665508	-2.139899	2.239164	18.822526	6.482557	15.72627	-8.383039	-5.663467	-18.110768	3.127978	-2.554017	0.085236	19.273331	5.877763	15.824554	-7.749288	-4.540084	-16.786696	2.700091	-3.125664	2.642545	22.940383	7.287583	16.346397	-15.28965	-4.379954	-17.05117	3.721202	-4.171591	2.821604	19.29025	6.770669	17.337831	-12.205056	-2.481411	-16.15172	2.557582	-2.752176	0.363217	22.548968	7.076994	15.506858	-11.714749	-2.549721	-13.926722	0.894384	-3.175057	2.947661	22.414738	7.733886	17.606085	-12.93258	-4.39263	-17.29755	-1.083188	-3.325493	-0.268042	21.663973	8.059121	17.363478	-12.023685	-2.855715	-15.90691	3.094561	-3.326491	2.170321	22.336801	7.38472	14.989379	-12.030618	-2.291937	-14.847001
31	2.363686	-4.143924	0.610396	18.36484	5.461929	16.435945	-8.311999	-2.508504	-16.974389	4.894432	-4.34456	2.269501	19.849784	6.438932	14.741743	-9.46035	-1.708113	-14.931232	5.90941	-3.552313	4.152201	20.918018	7.144043	15.043278	-13.10521	-2.371636	-15.114841	6.345126	-2.829482	2.488223	18.62032	6.941368	15.794421	-8.368293	-3.517095	-16.073137	1.694544	-4.016097	1.289618	19.381308	6.871988	17.511304	-10.743739	-4.032661	-17.785487	3.395164	-3.365448	3.054691	19.028588	6.404171	16.628283	-8.671596	-5.333534	-18.787535	3.15337	-3.412382	1.998405	19.778079	7.074731	16.027787	-11.936483	-4.009639	-16.695213	4.133684	-3.617932	2.35881	19.515521	6.705045	16.068095	-10.502781	-3.46691	-16.372518	1.943987	-4.769764	1.318106	18.162031	6.587594	18.215577	-9.940219	-1.37034	-14.328984	3.1421	-2.852634	3.676126	20.055706	7.266959	16.014207	-10.665155	-5.525786	-18.10868	3.933262	-2.793896	3.236731	17.212999	6.537647	16.30835	-11.291575	-5.131709	-17.063303	7.166093	-3.154196	2.620348	18.950388	6.075878	15.892115	-9.750198	-4.932352	-17.525984	6.666924	-3.675484	2.466061	17.477237	5.782295	18.276852	-7.276058	-2.743379	-16.854208	4.68276	-1.464307	3.25521	16.959197	5.830988	15.667033	-5.54763	-6.208817	-18.807209	5.433146	-1.926212	1.123192	17.206681	5.333705	15.909845	-4.670588	-5.264235	-17.646067	4.744379	-2.513947	3.684334	20.915417	6.761986	16.18791	-12.70728	-4.935639	-17.84335	5.865536	-3.629117	3.647	17.330954	6.25317	17.592378	-9.725839	-3.079557	-16.962115	4.745296	-2.264538	1.325485	20.471188	6.646521	15.697149	-8.90121	-2.934172	-14.760197	2.828667	-2.640296	4.024528	20.4885	7.19275	17.435806	-10.269123	-4.932604	-17.973819	0.842817	-2.868787	0.786252	19.803797	7.598246	17.525659	-9.417622	-3.599707	-17.055101	5.097433	-2.776933	3.106328	20.661883	6.959573	15.06628	-9.359554	-2.64985	-15.480026
32	4.477506	-3.542206	1.441745	16.5264	4.80103	16.653682	-5.40693	-3.147311	-17.972826	6.789894	-3.839041	3.115017	18.219975	5.988428	14.790981	-6.87849	-2.014046	-15.500441	7.770428	-2.99294	5.073313	19.198257	6.621106	15.019288	-10.632862	-2.717895	-15.772304	8.333338	-2.370424	3.261719	16.968178	6.489245	16.025069	-5.67999	-3.953517	-16.746369	3.699627	-3.473329	2.467169	17.433521	6.343825	17.436853	-7.897401	-4.764247	-18.594329	5.51497	-2.710482	4.182416	16.959253	5.763105	16.563835	-5.596105	-5.941761	-19.394896	5.246394	-2.838992	3.258957	17.856977	6.458385	15.839558	-9.086577	-4.562987	-17.426559	6.253614	-3.035397	3.43671	17.636051	6.132561	16.103981	-7.690066	-3.885176	-17.021728	4.064622	-4.267571	2.481134	16.10285	6.052648	18.470839	-7.037115	-2.008692	-15.307665	5.11849	-2.209421	4.742523	18.239313	6.611815	16.126597	-7.611612	-6.255889	-18.904544	5.793906	-2.226615	4.188542	15.492805	6.033208	16.532882	-8.54976	-5.89128	-18.044741	9.31153	-2.405118	3.483969	17.104949	5.566355	15.892225	-6.774019	-5.701512	-18.190622	8.812869	-3.148947	3.311404	15.650417	5.307631	18.440915	-4.424008	-3.440859	-17.681758	6.713612	-0.751792	4.190831	15.187369	5.135074	15.632776	-2.621259	-6.704095	-19.428257	7.79718	-1.234428	2.164598	15.231518	4.70598	15.938266	-1.48189	-5.928054	-18.395241	6.803524	-1.80937	4.725766	18.97936	6.148072	16.061431	-9.971927	-5.43207	-18.572252	7.980277	-3.049384	4.421366	15.491069	5.69188	17.88379	-7.130016	-3.692049	-17.730492	6.946083	-1.728489	2.225001	18.506248	6.150014	15.916187	-5.983495	-3.278042	-15.552668	4.761584	-2.050044	4.985459	18.668806	6.59571	17.374063	-7.477214	-5.415008	-18.589089	2.788105	-2.34606	1.844779	18.076784	7.08104	17.663853	-6.726261	-4.358215	-18.179251	7.112719	-2.198295	3.961496	19.10625	6.508263	15.262863	-6.545491	-2.945216	-16.119036
33	6.621527	-2.917669	2.218788	14.80075	4.107437	16.86549	-2.415934	-3.780001	-18.875765	8.661178	-3.335763	3.90774	16.724385	5.518914	14.907648	-4.229789	-2.27124	-16.031196	9.592211	-2.403126	5.913757	17.613679	6.06545	15.071918	-8.068376	-3.011804	-16.438727	10.277651	-1.900809	3.945599	15.520186	6.002912	16.319046	-2.913514	-4.327953	-17.366652	5.740043	-2.85598	3.603343	15.600486	5.734357	17.353913	-4.957368	-5.437231	-19.321484	7.611088	-2.02827	5.155635	15.018184	5.076187	16.579578	-2.436669	-6.494036	-19.904676	7.382854	-2.186456	4.452236	16.06313	5.779871	15.689424	-6.141456	-5.068812	-18.098931	8.398547	-2.411282	4.428707	15.887265	5.490033	16.165519	-4.791617	-4.231676	-17.605299	6.201233	-3.699954	3.595333	14.205336	5.447052	18.764376	-4.040198	-2.656685	-16.253966	7.123043	-1.517536	5.689379	16.514991	5.918884	16.284111	-4.421762	-6.969417	-19.617724	7.709649	-1.586951	5.097507	13.889067	5.432557	16.75745	-5.682063	-6.641246	-18.948513	11.443973	-1.60232	4.295851	15.391662	4.98092	15.878757	-3.67404	-6.368706	-18.7714	10.870818	-2.619092	4.093896	14.032666	4.844718	18.570324	-1.538289	-4.118262	-18.390421	8.720582	-0.048528	4.987857	13.572297	4.453223	15.62356	0.362294	-7.148291	-19.929719	10.158416	-0.52438	3.177414	13.38569	4.055195	15.88288	1.738969	-6.531745	-19.021086	8.8437	-1.055741	5.72884	17.158713	5.487971	15.954804	-7.141855	-5.87914	-19.205695	10.010881	-2.462337	5.126808	13.845195	5.122193	18.183508	-4.436829	-4.319549	-18.400652	9.124335	-1.185803	3.046117	16.678399	5.625841	16.106805	-3.022695	-3.581279	-16.250327	6.668256	-1.446187	5.768649	17.016831	5.982536	17.428304	-4.588831	-5.838807	-19.086341	4.728043	-1.777653	2.85568	16.51605	6.531475	17.754244	-3.972602	-5.140064	-19.200489	9.117274	-1.630109	4.72237	17.672087	6.06323	15.556696	-3.623939	-3.207531	-16.735444
34	8.752796	-2.314418	2.926591	13.224108	3.444823	17.036593	0.614142	-4.414218	-19.633223	10.467644	-2.876585	4.621177	15.420412	5.082261	15.089495	-1.559252	-2.495662	-16.492242	11.351809	-1.81975	6.647711	16.200646	5.52069	15.197753	-5.437359	-3.271414	-17.068219	12.157658	-1.455544	4.545207	14.260353	5.528077	16.647449	-0.130169	-4.673855	-17.917623	7.780955	-2.204892	4.628172	13.901701	5.088968	17.267042	-1.975136	-6.061622	-19.920228	9.65718	-1.3734	5.922691	13.244282	4.391009	16.68702	0.744868	-6.99581	-20.286062	9.539201	-1.488316	5.519577	14.413471	5.076951	15.593223	-3.131378	-5.534233	-18.677803	10.520091	-1.796249	5.304454	14.270031	4.835429	16.242212	-1.877737	-4.533919	-18.103734	8.32525	-3.105483	4.643975	12.458821	4.813158	19.067012	-0.996019	-3.318376	-17.118744	9.130312	-0.819447	6.514701	14.875397	5.234987	16.467938	-1.152924	-7.665891	-20.248259	9.643595	-0.926542	5.9399	12.383248	4.792224	16.962492	-2.742769	-7.385341	-19.751942	13.541879	-0.795012	5.045094	13.820405	4.37462	15.840049	-0.519573	-6.949333	-19.260325	12.780339	-2.124176	4.800208	12.685069	4.454471	18.644543	1.320868	-4.778618	-18.944232	10.673324	0.600686	5.649237	12.119511	3.842707	15.642128	3.335408	-7.565019	-20.322269	12.450686	0.15681	4.122385	11.733726	3.443901	15.732809	4.902863	-7.068276	-19.498559	10.82853	-0.298568	6.64946	15.50163	4.830664	15.865723	-4.267062	-6.282129	-19.70276	11.941365	-1.901386	5.775337	12.386584	4.58918	18.468543	-1.71024	-4.956048	-18.964803	11.240199	-0.675909	3.769071	15.041441	5.118874	16.223434	-0.081347	-3.83979	-16.803913	8.533802	-0.877237	6.388333	15.538678	5.407919	17.567315	-1.678506	-6.230414	-19.45661	6.641629	-1.204514	3.792184	15.099299	5.985869	17.797984	-1.20866	-5.942274	-20.08475	11.075562	-1.110887	5.366583	16.394392	5.661485	15.936733	-0.622602	-3.462923	-17.293773
35	10.823549	-1.771185	3.565977	11.819482	2.874435	17.156256	3.617866	-5.057375	-20.232171	12.175699	-2.495538	5.24718	14.34221	4.729246	15.32386	1.067051	-2.713374	-16.87076	13.036455	-1.281538	7.276993	14.970921	5.036836	15.378095	-2.786237	-3.522703	-17.620445	13.910597	-1.082704	5.032664	13.274659	5.130795	17.002628	2.596184	-5.017055	-18.363029	9.78719	-1.570977	5.504663	12.345216	4.462965	17.188398	0.989747	-6.651754	-20.365836	11.627136	-0.805391	6.484426	11.664774	3.774926	16.88402	3.856453	-7.47152	-20.535053	11.677458	-0.803182	6.430848	12.908411	4.405454	15.560718	-0.116943	-5.978306	-19.148551	12.55557	-1.250779	5.996297	12.860264	4.235938	16.337639	0.973354	-4.797411	-18.461728	10.394409	-2.522331	5.603187	10.911979	4.198691	19.347478	2.042124	-4.001319	-17.836758	11.110016	-0.157822	7.181103	13.356267	4.614103	16.66812	2.150453	-8.341177	-20.76416	11.553423	-0.292053	6.669158	11.014534	4.164853	17.134714	0.240281	-8.118986	-20.408209	15.555262	-0.037838	5.705112	12.472663	3.815723	15.768497	2.618829	-7.43855	-19.624069	14.514581	-1.694504	5.430229	11.631943	4.183413	18.669362	4.092854	-5.43059	-19.346792	12.514351	1.126063	6.119515	10.92289	3.391032	15.719378	6.212716	-7.965658	-20.569348	14.614301	0.757727	4.964761	10.323377	2.934615	15.525182	7.900543	-7.545043	-19.829976	12.737192	0.413204	7.462876	14.022954	4.23014	15.800326	-1.406972	-6.654836	-20.055555	13.715558	-1.410293	6.349521	11.198739	4.157869	18.721865	0.998391	-5.603253	-19.377378	13.257892	-0.233048	4.393472	13.631719	4.681394	16.253083	2.753722	-4.063122	-17.200966	10.324342	-0.406134	6.809697	14.317277	4.951444	17.801257	1.168611	-6.611112	-19.652712	8.493784	-0.66996	4.617889	13.879662	5.4898	17.782166	1.496608	-6.765763	-20.757801	12.949962	-0.668998	5.903558	15.299029	5.338252	16.367568	2.394678	-3.741999	-17.764267
