Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-25.863955	1.30801	-12.870848	7.114972	1.427936	30.491977	-9.463295	-4.367279	-20.308008
1	-26.01642	0.830398	-12.177314	9.047099	1.986174	29.245581	-8.224835	-2.553302	-19.651769
2	-26.278363	0.315959	-11.536934	11.330673	2.664045	27.918926	-6.909386	-0.527479	-18.934373
3	-26.682208	-0.21111	-11.098925	13.974729	3.466619	26.622902	-5.717005	1.561407	-18.128644
4	-27.210746	-0.718995	-10.918658	16.876961	4.358047	25.464438	-4.812556	3.543273	-17.258092
5	-27.881593	-1.172457	-11.068556	20.049285	5.338098	24.554994	-4.422809	5.258441	-16.341735
6	-28.655156	-1.557945	-11.458511	23.430663	6.368093	23.868076	-4.593355	6.660846	-15.407137
7	-29.495114	-1.864943	-11.987838	26.998146	7.390606	23.335969	-5.419468	7.694471	-14.455036
8	-30.321379	-2.124365	-12.464142	30.646726	8.3075	22.7841	-6.761544	8.443618	-13.473013
9	-31.038612	-2.373236	-12.701125	34.253273	8.992333	22.050577	-8.518898	8.972866	-12.437317
10	-31.561387	-2.649462	-12.59667	37.665881	9.370472	21.063804	-10.494371	9.392211	-11.337378
11	-31.811545	-2.970101	-12.110021	40.731774	9.398925	19.832308	-12.551604	9.767586	-10.17617
12	-31.762105	-3.327669	-11.311323	43.350551	9.131903	18.468134	-14.567503	10.146859	-8.991602
13	-31.40682	-3.704494	-10.291524	45.4568	8.653888	17.0979	-16.466474	10.544621	-7.841739
14	-30.77137	-4.076406	-9.168124	47.036471	8.086167	15.854874	-18.204587	10.95156	-6.806271
15	-29.896061	-4.422909	-8.037051	48.119767	7.52999	14.826781	-19.771209	11.346962	-5.944561
16	-28.817036	-4.725386	-6.970161	48.735613	7.057679	14.073232	-21.162398	11.70573	-5.295138
17	-27.588762	-4.978585	-5.997201	48.960664	6.688068	13.581575	-22.396399	12.01419	-4.845673
18	-26.252068	-5.17859	-5.136475	48.83347	6.420315	13.328055	-23.473385	12.258445	-4.589352
19	-24.847635	-5.331647	-4.37098	48.431865	6.223463	13.235048	-24.412964	12.435886	-4.481408
20	-23.384259	-5.432386	-3.692276	47.766566	6.076156	13.249552	-25.200585	12.526539	-4.497991
21	-21.868974	-5.486296	-3.077335	46.889389	5.955569	13.314554	-25.845847	12.529004	-4.596049
22	-20.288007	-5.489977	-2.531489	45.785053	5.856392	13.410571	-26.306875	12.417365	-4.76234
23	-18.648597	-5.455253	-2.053761	44.49738	5.772732	13.534056	-26.584413	12.200514	-4.97663
24	-16.948864	-5.381052	-1.680405	43.011117	5.706375	13.714583	-26.596828	11.854235	-5.258339
25	-15.215399	-5.280716	-1.418258	41.380453	5.655744	13.972695	-26.348596	11.401495	-5.614293
26	-13.461624	-5.159974	-1.324929	39.59611	5.626227	14.368791	-25.733153	10.824674	-6.081921
27	-11.701719	-5.03578	-1.380349	37.705577	5.61422	14.902409	-24.791972	10.158875	-6.651633
28	-9.940564	-4.925062	-1.590982	35.712892	5.622543	15.599767	-23.445248	9.407417	-7.351354
29	-8.184934	-4.836028	-1.871929	33.663307	5.644833	16.398132	-21.772537	8.60336	-8.152061
30	-6.440706	-4.775342	-2.146316	31.577541	5.678291	17.249795	-19.75642	7.750904	-9.041518
31	-4.710757	-4.73762	-2.350443	29.481235	5.715307	18.087018	-17.474841	6.864309	-9.975441
32	-3.003151	-4.72353	-2.431587	27.394418	5.750568	18.844218	-14.926615	5.943656	-10.922908
33	-1.323585	-4.728038	-2.378107	25.339105	5.781285	19.473776	-12.173634	4.991314	-11.847529
