Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-18.718498	-1.102417	-2.579797	10.06485	-2.736561	23.412336	-8.520401	-3.271734	-12.216977
1	-18.290992	-1.102483	-2.672242	11.235719	-2.487823	23.458795	-6.966961	-2.486733	-11.210411
2	-17.818511	-1.144109	-2.85295	12.802904	-2.1983	23.33083	-5.453228	-1.477741	-10.091707
3	-17.313044	-1.237315	-3.048206	14.734258	-1.970399	22.922911	-4.503965	-0.362975	-8.922386
4	-16.799737	-1.384164	-3.158067	16.961081	-1.9006	22.2014	-4.396294	0.873631	-7.779078
5	-16.302528	-1.567469	-3.136495	19.370161	-2.015865	21.271541	-5.047238	2.265199	-6.699828
6	-15.836898	-1.765887	-3.019544	21.825195	-2.223796	20.328954	-6.175305	3.674915	-5.723513
7	-15.415229	-1.973215	-2.89161	24.211493	-2.359631	19.542197	-7.544625	4.826253	-4.922882
8	-15.055047	-2.209649	-2.799351	26.463427	-2.319272	18.907651	-9.054756	5.482185	-4.31675
9	-14.786038	-2.512266	-2.692154	28.539714	-2.165605	18.175136	-10.681096	5.562296	-3.760996
10	-14.610796	-2.875903	-2.504409	30.415978	-2.111063	17.085136	-12.376927	5.254985	-3.016381
11	-14.487595	-3.246298	-2.256259	32.054591	-2.313866	15.645145	-14.086417	4.787735	-1.978254
12	-14.343204	-3.553202	-2.006127	33.403981	-2.784861	14.090687	-15.755058	4.319238	-0.763446
13	-14.085572	-3.731085	-1.775182	34.418926	-3.387601	12.737411	-17.316461	3.946662	0.339159
14	-13.608474	-3.732676	-1.537882	35.073294	-3.932252	11.805541	-18.700251	3.701001	1.048602
15	-12.810015	-3.541429	-1.27226	35.363567	-4.294162	11.362942	-19.863081	3.564466	1.228033
16	-11.647643	-3.182786	-0.975004	35.315216	-4.46839	11.328182	-20.812798	3.500776	0.924606
17	-10.169576	-2.711326	-0.650701	34.97236	-4.509443	11.543435	-21.579884	3.467256	0.267438
18	-8.513607	-2.187282	-0.32461	34.390358	-4.487619	11.843862	-22.194988	3.409185	-0.590556
19	-6.83674	-1.662463	-0.021376	33.637337	-4.478473	12.060447	-22.679124	3.281308	-1.433464
20	-5.229478	-1.172252	0.257643	32.752225	-4.50366	12.072679	-23.005944	3.074783	-2.122612
21	-3.719481	-0.72842	0.521399	31.756926	-4.533381	11.856746	-23.133837	2.81514	-2.689712
22	-2.295689	-0.311437	0.778902	30.666622	-4.535339	11.471952	-23.021715	2.53861	-3.260234
23	-0.942449	0.118376	1.034584	29.503726	-4.512449	11.005046	-22.625439	2.279409	-3.924881
24	0.346879	0.598134	1.272628	28.300015	-4.482429	10.563943	-21.90982	2.055097	-4.702958
25	1.57284	1.145363	1.467941	27.095122	-4.438778	10.286593	-20.877996	1.863264	-5.543193
26	2.723732	1.75821	1.639264	25.94385	-4.366754	10.269177	-19.583824	1.711062	-6.336035
27	3.803999	2.407331	1.842457	24.87207	-4.27558	10.4515	-18.129908	1.597361	-7.07331
28	4.820668	3.069624	2.095291	23.876978	-4.173546	10.794442	-16.512504	1.5035	-7.859496
29	5.778224	3.724131	2.3938	22.953332	-4.06256	11.261393	-14.696357	1.390854	-8.784831
30	6.677578	4.349425	2.741855	22.101121	-3.936624	11.787847	-12.670135	1.213894	-9.866583
31	7.524356	4.925288	3.145661	21.314466	-3.784971	12.306626	-10.471455	0.968857	-11.015249
32	8.32602	5.438745	3.593966	20.584266	-3.60238	12.787751	-8.168454	0.697745	-12.095068
33	9.083837	5.886481	4.055557	19.909428	-3.39225	13.238613	-5.819181	0.425895	-13.053865
34	9.788156	6.26409	4.494311	19.307572	-3.151162	13.670523	-3.469968	0.134785	-13.89169
35	10.435693	6.569089	4.884684	18.795654	-2.872507	14.080062	-1.14372	-0.177556	-14.58829
36	11.031359	6.796162	5.209002	18.384256	-2.562039	14.453158	1.161243	-0.476756	-15.108486
37	11.579851	6.935772	5.455672	18.081587	-2.227546	14.778184	3.437223	-0.756307	-15.428475
38	12.084187	6.975763	5.619341	17.89137	-1.867779	15.048927	5.674657	-1.042006	-15.524396
39	12.546036	6.906944	5.692933	17.819994	-1.47565	15.278956	7.864458	-1.349468	-15.378537
40	12.961942	6.731813	5.675602	17.886514	-1.033977	15.522132	9.976172	-1.674897	-15.025183
41	13.320902	6.468892	5.588303	18.121728	-0.520211	15.834906	11.969649	-2.004466	-14.535815
42	13.603446	6.14459	5.464292	18.570452	0.085242	16.222933	13.81216	-2.319761	-13.944239
43	13.785578	5.787953	5.33145	19.288838	0.802882	16.6626	15.459178	-2.602786	-13.255146
44	13.854017	5.435111	5.219025	20.309001	1.638817	17.15174	16.84456	-2.84684	-12.536298
45	13.79844	5.11743	5.152454	21.663915	2.595421	17.683506	17.86526	-3.049263	-11.891383
46	13.623426	4.852782	5.132535	23.366789	3.658599	18.195656	18.432938	-3.19222	-11.395015
47	13.345475	4.655591	5.155454	25.410566	4.794124	18.591309	18.522698	-3.239873	-11.084774
48	12.986557	4.544562	5.234249	27.761178	5.968808	18.798923	18.197697	-3.17649	-10.981156
