hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-2.794586	-4.939067	12.012289	20.489527	18.416985	49.147873	-8.114015	-8.063250	13.551362
	-2.272918	-3.632653	10.772574	21.787157	16.457028	53.101467	-7.603122	-7.896573	13.336154
	-1.708420	-2.434149	9.432233	23.015224	14.406906	57.093068	-7.269966	-7.739441	13.023196
	-1.111033	-1.340002	8.000808	24.328682	12.256397	61.142794	-6.985125	-7.602701	12.844935
	-0.502039	-0.258898	6.497123	25.434275	10.020201	65.210337	-6.723327	-7.513621	12.855362
	0.097504	0.402550	4.952780	26.138645	8.250963	69.195640	-6.256110	-7.773827	12.576879
	0.767067	0.329261	3.371576	26.712142	6.813946	73.342264	-6.014324	-7.888688	12.202174
	1.403418	0.111832	1.810316	27.032879	5.808881	77.304226	-5.712089	-8.182439	11.643121
	2.248656	-0.043246	0.272886	26.837703	4.654221	80.674182	-5.404964	-8.578351	10.994523
	3.289231	-0.582613	-1.229336	26.810551	3.638404	83.887431	-5.098873	-9.101997	10.423527
	4.205416	-1.443439	-2.742092	26.500972	2.801292	86.791861	-4.826198	-9.696145	9.920808
	5.009305	-2.223426	-4.281450	25.959854	2.350145	89.384064	-4.630603	-10.445130	9.418539
	5.646617	-2.907285	-5.947101	25.346784	2.157186	91.835869	-4.523516	-11.249101	8.929477
	6.214632	-3.571277	-7.737823	24.788717	1.764198	94.070679	-4.485899	-11.747270	8.489194
	6.442351	-4.124252	-9.622706	24.168006	1.427616	95.871257	-4.323917	-12.206865	8.126754
	6.588974	-4.543218	-11.446290	23.454312	1.116849	97.060331	-4.304484	-12.368521	7.736835
	6.694493	-4.887790	-13.246667	22.745397	0.899269	97.910613	-4.189611	-12.159060	7.279111
	6.943201	-5.103920	-14.997729	21.928853	0.942781	98.994457	-4.106907	-11.664480	6.873675
	6.835467	-5.111138	-16.690106	20.893969	0.933369	99.169462	-3.992571	-10.910217	6.591322
	6.672806	-5.105254	-18.415494	20.007852	0.996430	99.221485	-3.858868	-10.054708	6.179278
	6.522724	-5.074936	-20.089272	19.323430	1.410531	98.980139	-3.818603	-9.190385	5.885554
	6.363713	-4.976604	-21.685861	18.981167	1.935332	97.828102	-3.805113	-8.327523	5.553084
	6.110486	-4.864556	-23.078612	18.714673	2.219857	96.465952	-3.787189	-7.669306	5.120579
	5.781817	-4.799388	-24.330553	18.890255	2.763683	94.689449	-3.768300	-7.177352	4.659176
	5.457524	-4.770816	-25.474167	19.014723	3.797423	92.505606	-3.782074	-6.840114	4.344992
	5.064678	-4.702562	-26.492588	19.060643	4.628155	89.859425	-3.813658	-6.583265	4.064238
	4.580315	-4.836217	-27.322906	19.424242	5.698461	86.854530	-3.898650	-6.486904	3.839056
	4.162863	-5.186534	-28.156417	19.871689	6.962345	83.704706	-3.935825	-6.378132	3.640633
	3.758997	-5.472763	-28.933078	20.430707	8.631555	80.385664	-4.068161	-6.474297	3.447892
	3.398899	-6.118645	-29.546680	21.055674	10.691402	76.775552	-4.172079	-6.628498	3.208883
	3.200374	-6.825075	-29.992265	21.343958	12.827360	72.876125	-4.245795	-6.808305	2.955570
	3.056505	-7.781691	-30.365324	21.464191	15.304355	68.769057	-4.404742	-6.938710	2.662615
	2.981495	-8.845822	-30.365692	21.408978	18.004860	64.451634	-4.554528	-7.099695	2.340637
	2.953456	-9.884356	-30.114501	21.105301	20.930934	60.013806	-4.634511	-7.217880	2.085542
	3.082042	-10.874008	-29.662872	20.645230	23.848714	55.457711	-4.724598	-7.581912	1.885967
	3.179745	-11.871369	-29.097635	19.881222	26.502915	50.873450	-4.852418	-8.130777	1.767183
	3.178126	-12.339816	-28.347272	18.789343	28.842672	46.199038	-5.037232	-8.708271	1.752522
	3.053865	-12.612522	-27.456653	17.671742	30.279600	41.734115	-5.226349	-9.336363	1.801357
	2.698374	-12.645725	-26.548861	16.507759	31.281776	37.523874	-5.365956	-9.889327	1.715193
	2.255570	-12.274691	-25.603825	14.921810	31.538328	33.578869	-5.613041	-10.210214	1.841508
	1.796750	-11.514089	-24.619041	13.256804	31.240938	29.994787	-5.915219	-10.094827	2.040741
	1.136112	-10.484965	-23.595251	11.687582	30.747804	26.810047	-6.210061	-9.640783	2.359686
	0.591779	-9.599597	-22.557582	10.316562	29.991092	23.677315	-6.494665	-9.303034	2.658179
	0.158317	-9.099899	-21.604336	9.273623	29.695897	21.031491	-6.733307	-9.156543	2.943429
	-0.186368	-8.901555	-20.670951	8.416496	29.303472	18.709592	-6.882295	-9.185963	3.290112
	-0.476249	-8.877810	-19.610627	7.844878	29.541644	16.656693	-7.230211	-9.535558	3.646951
	-0.839289	-8.748751	-18.588332	7.484803	29.916896	14.921812	-7.263943	-9.992658	4.115904
	-1.207088	-8.691881	-17.601195	7.138697	30.561900	13.533277	-7.212421	-10.100774	4.674762
	-1.557730	-8.608795	-16.736311	6.805649	31.325255	12.493254	-7.263292	-10.377623	5.187515
	-1.789719	-8.772671	-15.818414	6.458173	31.908265	11.795093	-7.254536	-10.216758	5.575021
