hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-3.467981	4.713610	4.214042	13.728997	-0.994954	70.802774	-6.291801	-13.090204	1.814054	-3.079308	4.296311	3.828681	15.112585	-0.203157	70.984473	-6.179908	-9.681400	2.781475	-1.642613	3.959667	7.459870	14.139261	-0.477895	68.230502	-7.080261	-11.588126	3.401092	-1.775451	3.428996	6.024119	12.551124	-1.994434	71.399259	-7.168696	-12.686930	3.883335	-2.345256	1.786413	4.508708	14.799178	0.812729	67.945189	-7.205022	-11.060118	4.110410	-2.692311	4.468628	5.776100	14.593986	-1.516186	70.376502	-5.617201	-10.615997	2.568104	-3.462275	4.205860	6.139970	14.781017	-0.734019	70.049193	-4.739204	-10.092369	2.489985	-1.587511	1.560879	5.382068	13.135230	1.231823	64.575654	-8.090681	-10.373467	4.453390	-3.039480	3.367568	4.400698	13.089313	-0.100956	68.960459	-8.451971	-14.307383	4.667384	-3.830105	4.085355	4.248585	15.902396	-1.287494	72.972134	-4.189801	-8.409111	2.231851	-3.912317	2.953235	4.458762	13.523213	-0.899719	69.849757	-5.479727	-10.099289	2.243729	-2.999299	2.730755	5.106498	13.619364	-0.508011	68.798064	-5.936517	-10.353500	3.772892	-2.863245	3.011695	4.706282	13.425153	-0.141378	69.168259	-7.186460	-11.828468	2.522511	-3.981439	3.992148	5.794140	14.110840	-0.748599	70.177534	-5.983994	-10.086538	1.356797	-3.209479	3.701751	5.979957	13.451038	-0.663705	67.068350	-6.378604	-12.662653	3.757067	-1.299170	2.650912	4.517200	12.613745	-1.136921	68.675255	-6.876304	-11.464510	7.507634	-3.023210	2.784368	4.924325	14.588505	-1.508866	70.666276	-4.617711	-8.163814	3.525556	-3.144461	3.879594	3.494477	13.810920	-1.620699	71.329048	-5.761136	-12.547437	4.103132	-3.419630	3.011851	6.062595	14.544600	0.987616	68.801336	-5.713975	-11.736654	5.404082	-2.781158	4.172012	5.054959	14.173946	-0.899699	68.519400	-6.241845	-10.876041	2.449451	-2.669260	3.958947	6.388465	14.467611	-0.223990	66.751810	-6.854051	-10.871701	2.878686	-2.565256	2.784884	5.009810	13.938587	0.810271	69.072987	-7.142492	-12.215010	3.805283
	-3.046755	5.603196	2.661715	13.910893	-2.576179	74.644251	-6.451936	-12.804524	1.405302	-2.692406	5.222520	2.213986	15.157012	-2.129166	74.896913	-6.152010	-9.397208	2.425236	-1.246917	4.822409	6.043379	14.248086	-2.153796	72.084689	-7.032352	-11.314088	3.138747	-1.467234	4.166066	4.544612	12.468639	-3.564576	75.331626	-7.116827	-12.594100	3.626993	-2.027184	2.647074	2.943513	14.875416	-0.961373	71.942575	-7.241948	-10.776107	3.656162	-2.251725	5.267062	4.172402	14.682088	-3.103582	74.292258	-5.750991	-10.391184	2.130669	-2.972426	5.042546	4.676394	14.830055	-2.448150	73.951939	-4.908738	-9.948556	2.190285	-1.266045	2.396377	3.575618	13.429491	-0.422514	68.676912	-8.056173	-10.071969	3.867856	-2.560103	4.315061	2.830277	13.162363	-1.627193	72.876580	-8.489046	-14.180588	4.185524	-3.463549	4.672207	2.658589	15.777381	-2.942726	76.924754	-4.229888	-7.915683	1.951188	-3.574026	3.666690	2.852544	13.381805	-2.657544	73.951721	-5.395299	-9.813051	1.912791	-2.590306	3.389609	3.552783	13.535117	-2.207034	72.857157	-5.776302	-10.228660	3.430895	-2.511659	3.755473	3.104238	13.362961	-1.724827	73.130748	-7.193340	-11.609551	2.092204	-3.551397	4.745345	4.205263	13.961223	-2.553567	74.159129	-6.024359	-9.709005	1.027968	-2.757421	4.683058	4.433800	13.531414	-2.398111	70.986750	-6.388356	-12.428970	3.311640	-0.957397	3.755980	2.832084	12.384979	-2.850217	72.664657	-6.921727	-11.341469	7.107248	-2.617916	3.430506	3.254529	14.317008	-3.343391	74.558622	-4.522744	-7.877230	3.347395	-2.688670	4.870011	1.823042	13.966340	-3.295481	75.208495	-5.676889	-12.392886	3.808038	-2.997787	3.762134	4.382314	14.750561	-0.705915	72.772198	-5.692297	-11.775252	5.129266	-2.318673	5.159500	3.530566	14.088388	-2.669131	72.383528	-6.335773	-10.538283	2.000658	-2.207786	4.943037	5.039261	14.566526	-1.764269	70.627463	-6.939107	-10.636768	2.370635	-2.121921	3.761911	3.303235	14.002604	-0.952473	72.980285	-7.184633	-12.113801	3.325031
	-2.651215	6.348108	1.075947	13.986853	-4.035268	78.321315	-6.580445	-12.253006	1.009620	-2.299166	6.069469	0.549001	15.062699	-3.938076	78.669490	-6.093658	-8.974541	2.048468	-0.863041	5.618506	4.548992	14.260051	-3.775398	75.821939	-6.991244	-10.841579	2.848141	-1.145145	4.799711	2.957432	12.289724	-5.012885	79.118779	-7.061254	-12.269237	3.342805	-1.703677	3.458030	1.307546	14.785272	-2.661819	75.813136	-7.243305	-10.334511	3.203700	-1.824848	5.941347	2.450120	14.659092	-4.564165	78.082874	-5.864045	-9.967345	1.695753	-2.488822	5.794736	3.089685	14.741499	-4.071048	77.726702	-5.021103	-9.606449	1.888537	-0.931240	3.192932	1.702725	13.574264	-2.081143	72.675586	-7.979129	-9.659961	3.312440	-2.101685	5.200704	1.151453	13.168202	-3.105402	76.663822	-8.475356	-13.814909	3.702302	-3.119847	5.143860	0.963199	15.536397	-4.464804	80.749555	-4.210491	-7.331883	1.626832	-3.225882	4.322192	1.123276	13.108354	-4.282608	77.901210	-5.249688	-9.333076	1.570583	-2.185865	3.943460	1.980276	13.332315	-3.765714	76.743563	-5.585164	-9.939533	3.083338	-2.173492	4.423729	1.382609	13.200937	-3.234092	76.980234	-7.152445	-11.207585	1.663365	-3.145241	5.421374	2.491926	13.673453	-4.250838	78.005931	-5.978454	-9.185746	0.708093	-2.315466	5.579821	2.779795	13.477776	-4.034274	74.774272	-6.408893	-11.924911	2.851158	-0.653736	4.838066	1.117146	12.095723	-4.504102	76.505989	-6.930022	-11.093663	6.644787	-2.256101	4.024217	1.465958	13.870352	-5.067299	78.287549	-4.362909	-7.504731	3.103447	-2.248447	5.754297	0.060058	13.997109	-4.880716	78.940834	-5.590500	-11.983198	3.457598	-2.592789	4.503937	2.606807	14.808500	-2.406210	76.601223	-5.644265	-11.559624	4.794320	-1.892440	6.040106	1.983753	13.884384	-4.317666	76.094364	-6.386978	-10.017787	1.560232	-1.743691	5.920739	3.663241	14.535654	-3.282263	74.338469	-6.984617	-10.216359	1.862669	-1.688964	4.689999	1.498051	13.961726	-2.666047	76.748143	-7.212608	-11.804001	2.881896
	-2.289974	6.946867	-0.542035	13.975527	-5.377248	81.843465	-6.652550	-11.500591	0.607580	-1.920948	6.786097	-1.165707	14.841100	-5.565013	82.257554	-5.998561	-8.438313	1.628774	-0.514320	6.314023	2.927192	14.171966	-5.306348	79.417306	-6.940638	-10.178645	2.494505	-0.835747	5.314613	1.257414	12.038449	-6.354070	82.769316	-6.998139	-11.748558	2.995278	-1.400531	4.199642	-0.378359	14.562926	-4.262433	79.542795	-7.192310	-9.779604	2.730331	-1.436227	6.489950	0.621066	14.542166	-5.897339	81.735556	-5.919605	-9.380542	1.259590	-2.039318	6.437745	1.377374	14.544639	-5.572164	81.361584	-5.084083	-9.106098	1.556124	-0.606427	3.890307	-0.193544	13.566858	-3.679094	76.538203	-7.813092	-9.163562	2.765524	-1.685752	6.003237	-0.617364	13.105872	-4.522315	80.321026	-8.375455	-13.254056	3.197608	-2.825513	5.457759	-0.868891	15.198307	-5.813885	84.399984	-4.085200	-6.706459	1.239932	-2.888466	4.881991	-0.722490	12.739080	-5.732411	81.667964	-5.057578	-8.686662	1.190588	-1.807225	4.386655	0.359088	13.051898	-5.181466	80.465830	-5.373158	-9.511937	2.687620	-1.873368	4.961382	-0.467398	12.945630	-4.619420	80.677112	-7.024872	-10.634795	1.225840	-2.790021	5.974962	0.635811	13.280083	-5.794867	81.685356	-5.830885	-8.563321	0.382804	-1.907668	6.355509	1.023979	13.321144	-5.541686	78.430804	-6.418223	-11.213885	2.365796	-0.405887	5.831857	-0.610043	11.757957	-6.049313	80.152246	-6.881574	-10.714678	6.070965	-1.958643	4.536776	-0.426976	13.307093	-6.651149	81.842543	-4.164192	-7.081742	2.768752	-1.852156	6.486337	-1.796651	13.897795	-6.327198	82.489336	-5.500584	-11.314656	3.015866	-2.230206	5.201220	0.758043	14.735234	-4.067412	80.274306	-5.578457	-11.107616	4.357570	-1.532237	6.744188	0.350520	13.578912	-5.795392	79.635162	-6.364077	-9.339421	1.108583	-1.305490	6.831402	2.191066	14.403735	-4.742882	77.908898	-6.972719	-9.659545	1.334238	-1.295359	5.501845	-0.377718	13.838466	-4.285289	80.368825	-7.188408	-11.330138	2.447212
	-1.972991	7.372518	-2.217361	13.877144	-6.579646	85.180554	-6.618635	-10.580508	0.192268	-1.579369	7.352628	-2.942563	14.530237	-6.998291	85.660428	-5.866678	-7.842535	1.160306	-0.213686	6.899240	1.152142	14.005020	-6.733517	82.875437	-6.864498	-9.386944	2.066279	-0.574658	5.676940	-0.598796	11.723476	-7.587232	86.253998	-6.901616	-11.054260	2.556210	-1.145443	4.837999	-2.142094	14.215957	-5.723768	83.090442	-7.058093	-9.141052	2.214095	-1.108414	6.915452	-1.293572	14.345876	-7.104876	85.222816	-5.872896	-8.672226	0.821291	-1.646350	6.957470	-0.484180	14.256660	-6.931819	84.838088	-5.100895	-8.486554	1.164498	-0.313915	4.441470	-2.092484	13.405445	-5.163412	80.229136	-7.516034	-8.612227	2.202566	-1.338742	6.690034	-2.482283	12.962824	-5.853089	83.810117	-8.139068	-12.507320	2.653085	-2.582991	5.636612	-2.817260	14.807991	-7.019510	87.886287	-3.852004	-6.102180	0.802810	-2.580751	5.325153	-2.668231	12.317295	-6.991993	85.225879	-4.820942	-7.930278	0.762964	-1.482279	4.704681	-1.383265	12.716430	-6.440827	83.996357	-5.138494	-8.952694	2.203936	-1.621612	5.361105	-2.425809	12.627021	-5.872958	84.210934	-6.794759	-9.950010	0.775449	-2.497644	6.395914	-1.345191	12.840593	-7.189551	85.196508	-5.585906	-7.920499	0.047290	-1.564827	6.949602	-0.847171	13.075951	-6.866846	81.920448	-6.385537	-10.327104	1.842707	-0.214424	6.702718	-2.348571	11.391530	-7.474574	83.603113	-6.763500	-10.244629	5.381301	-1.740794	4.940196	-2.413153	12.679872	-8.063374	85.194538	-3.947374	-6.650086	2.333400	-1.515230	7.069156	-3.730232	13.692864	-7.628978	85.850495	-5.388922	-10.465210	2.487062	-1.926464	5.827705	-1.146498	14.544677	-5.654830	83.763718	-5.480944	-10.458133	3.803869	-1.252690	7.241003	-1.409031	13.213131	-7.091196	83.018390	-6.253111	-8.570621	0.633791	-0.931768	7.591688	0.550405	14.183645	-6.098703	81.322087	-6.873685	-8.993660	0.767994	-0.970346	6.116145	-2.327385	13.637695	-5.752824	83.798331	-7.060823	-10.712212	1.996320
	-1.694821	7.646585	-3.972334	13.714661	-7.650674	88.343664	-6.454858	-9.575512	-0.228618	-1.301977	7.733999	-4.799739	14.155673	-8.210838	88.852662	-5.690247	-7.235369	0.644103	0.022679	7.352847	-0.793057	13.773779	-8.029418	86.175216	-6.733609	-8.525580	1.562155	-0.382390	5.907776	-2.601967	11.369125	-8.732839	89.571827	-6.744577	-10.272018	2.037427	-0.947869	5.366239	-3.995325	13.785172	-7.046017	86.459783	-6.836340	-8.474880	1.651430	-0.852968	7.228237	-3.279727	14.089001	-8.194381	88.521682	-5.692954	-7.904540	0.376902	-1.325393	7.355889	-2.497972	13.894951	-8.143990	88.137480	-5.067659	-7.798457	0.701043	-0.070340	4.827053	-3.984829	13.105951	-6.504184	83.723095	-7.071419	-8.043939	1.602867	-1.063180	7.257504	-4.421684	12.754949	-7.092016	87.127660	-7.765653	-11.640377	2.070099	-2.404165	5.657267	-4.892806	14.382121	-8.055185	91.149293	-3.499635	-5.581928	0.313531	-2.316511	5.654775	-4.672531	11.888301	-8.082821	88.565782	-4.530734	-7.152124	0.300786	-1.223660	4.921639	-3.275045	12.360272	-7.577883	87.348720	-4.871713	-8.323479	1.639438	-1.427947	5.617242	-4.477479	12.270487	-6.982953	87.546312	-6.451493	-9.207366	0.307039	-2.279679	6.662542	-3.437814	12.396855	-8.427307	88.510513	-5.238650	-7.327048	-0.298404	-1.295481	7.346348	-2.809532	12.784412	-8.004533	85.242677	-6.290033	-9.351019	1.285588	-0.081959	7.403248	-4.132564	11.013440	-8.757566	86.842376	-6.557351	-9.734460	4.581268	-1.608876	5.203297	-4.470414	12.040877	-9.275463	88.312316	-3.714712	-6.263613	1.820490	-1.255793	7.496022	-5.731529	13.401027	-8.769385	88.991690	-5.220814	-9.521367	1.884694	-1.682706	6.363943	-3.089977	14.259418	-7.140520	87.043422	-5.322948	-9.685768	3.153838	-1.067979	7.486682	-3.321319	12.821741	-8.170283	86.223251	-6.033413	-7.774742	0.134528	-0.638811	8.161019	-1.254511	13.913134	-7.324778	84.587383	-6.683408	-8.278969	0.169154	-0.718526	6.516822	-4.343637	13.385370	-7.057453	87.038337	-6.814168	-10.014944	1.516891
	-1.457060	7.750980	-5.842582	13.494127	-8.559075	91.299212	-6.128186	-8.551286	-0.650077	-1.105926	7.913161	-6.730883	13.744269	-9.195036	91.817618	-5.462582	-6.663396	0.092830	0.182195	7.654993	-2.881057	13.500663	-9.168124	89.294985	-6.516474	-7.662244	1.004076	-0.275951	6.021083	-4.745354	10.985611	-9.776968	92.669546	-6.490106	-9.473589	1.447191	-0.818793	5.756847	-5.947352	13.295730	-8.203529	89.611556	-6.511649	-7.836840	1.042886	-0.669453	7.439316	-5.338239	13.790575	-9.173536	91.619750	-5.380114	-7.148853	-0.084224	-1.089564	7.630393	-4.630168	13.485340	-9.206538	91.241467	-4.967728	-7.104202	0.180841	0.115723	5.055416	-5.870781	12.703948	-7.695741	87.008831	-6.496274	-7.497023	0.956641	-0.865959	7.669697	-6.420189	12.497831	-8.202758	90.225425	-7.250411	-10.707308	1.449813	-2.275624	5.542912	-7.058562	13.942840	-8.938979	94.190917	-3.074846	-5.171776	-0.213828	-2.115595	5.856708	-6.712689	11.483404	-9.001813	91.633030	-4.164364	-6.437836	-0.181347	-1.051914	5.042285	-5.329954	12.012444	-8.600540	90.486212	-4.552669	-7.694952	1.005077	-1.294295	5.739907	-6.586719	11.903747	-7.949731	90.655460	-6.011847	-8.463699	-0.187488	-2.134692	6.765402	-5.613180	11.966428	-9.504032	91.603206	-4.804432	-6.825707	-0.657522	-1.110108	7.498067	-4.847826	12.482009	-8.918748	88.355911	-6.093453	-8.363387	0.704133	-0.004176	7.898694	-6.004439	10.640381	-9.880544	89.868688	-6.261177	-9.246711	3.696809	-1.558477	5.305611	-6.567821	11.432679	-10.276590	91.174016	-3.455417	-5.973174	1.271767	-1.080305	7.767283	-7.785625	13.049727	-9.741011	91.891541	-4.969902	-8.580469	1.230982	-1.489232	6.786679	-5.061010	13.910649	-8.499034	90.097685	-5.077270	-8.885137	2.449280	-0.967411	7.486450	-5.372558	12.434537	-9.023325	89.228952	-5.696439	-7.010610	-0.377816	-0.439623	8.490120	-3.221160	13.617291	-8.372588	87.667304	-6.382406	-7.572316	-0.448015	-0.545685	6.676442	-6.436214	13.098528	-8.170027	90.048260	-6.422832	-9.293952	1.006272
	-1.258023	7.683337	-7.820437	13.224905	-9.293367	94.036810	-5.654727	-7.566434	-1.076547	-0.997500	7.884212	-8.720837	13.317022	-9.949858	94.529457	-5.180097	-6.172248	-0.480576	0.250690	7.769646	-5.065514	13.208625	-10.112070	92.196583	-6.192276	-6.862801	0.415036	-0.243672	6.038913	-6.985069	10.581084	-10.700177	95.520401	-6.134104	-8.716839	0.808282	-0.751375	5.997604	-7.973294	12.778110	-9.190316	92.534625	-6.091699	-7.272409	0.404936	-0.566172	7.526112	-7.477357	13.459414	-10.018486	94.471284	-4.944186	-6.469828	-0.579204	-0.962304	7.734957	-6.845851	13.050454	-10.083662	94.096408	-4.766444	-6.467863	-0.373248	0.233208	5.126083	-7.762783	12.228481	-8.720149	90.047392	-5.816852	-7.003118	0.255373	-0.731899	7.907267	-8.451420	12.221753	-9.160256	93.085660	-6.626829	-9.775911	0.798698	-2.197546	5.271919	-9.298757	13.502642	-9.634848	96.934380	-2.617682	-4.913557	-0.779435	-1.978089	5.947499	-8.776238	11.111153	-9.786631	94.448294	-3.731885	-5.832635	-0.672873	-0.966224	5.079570	-7.502008	11.694017	-9.523615	93.395053	-4.180957	-7.136197	0.323632	-1.221208	5.733386	-8.709523	11.550849	-8.765528	93.498483	-5.505254	-7.770520	-0.720560	-2.057871	6.692997	-7.842912	11.547356	-10.399225	94.435936	-4.312841	-6.438067	-1.040950	-0.994041	7.416954	-6.935122	12.195121	-9.622428	91.248562	-5.775691	-7.434791	0.114657	0.023376	8.156897	-7.982341	10.281770	-10.813791	92.663221	-5.887645	-8.830732	2.753172	-1.592703	5.228417	-8.683054	10.883397	-11.050638	93.725081	-3.161999	-5.825435	0.711332	-0.988715	7.873179	-9.881626	12.658890	-10.527141	94.519279	-4.626630	-7.720662	0.539301	-1.349621	7.039935	-7.064741	13.519504	-9.684099	92.880940	-4.720391	-8.135437	1.718461	-0.928048	7.278889	-7.530427	12.072284	-9.657218	92.000930	-5.243425	-6.324781	-0.894584	-0.317264	8.589693	-5.312045	13.320845	-9.233927	90.545871	-5.973282	-6.927511	-1.061546	-0.433010	6.632320	-8.592322	12.799054	-9.105830	92.819789	-5.897169	-8.602792	0.478175
	-1.106536	7.425682	-9.884677	12.910829	-9.831035	96.508961	-5.052666	-6.677791	-1.519878	-0.975435	7.655467	-10.757660	12.884280	-10.481504	96.952825	-4.838861	-5.802337	-1.063653	0.220184	7.667417	-7.301558	12.913113	-10.829331	94.829187	-5.760101	-6.182799	-0.195777	-0.283119	5.947675	-9.273600	10.164112	-11.450513	98.060357	-5.684931	-8.052347	0.136319	-0.743054	6.048757	-10.048198	12.250739	-9.968208	95.180906	-5.588036	-6.822537	-0.252792	-0.537011	7.473923	-9.673638	13.111131	-10.720341	97.073589	-4.436641	-5.905172	-1.117559	-0.930154	7.657165	-9.095428	12.612416	-10.774907	96.694826	-4.461266	-5.935809	-0.937761	0.291178	5.075307	-9.680545	11.724286	-9.590530	92.846532	-5.100823	-6.572989	-0.498407	-0.648719	7.929121	-10.504804	11.953977	-9.924906	95.660808	-5.924062	-8.909751	0.116448	-2.159394	4.874761	-11.577024	13.070623	-10.164938	99.385201	-2.175504	-4.794557	-1.375091	-1.925003	5.886345	-10.876958	10.777887	-10.402916	96.925705	-3.241386	-5.398685	-1.190699	-0.974017	5.021868	-9.741646	11.420051	-10.332472	96.022316	-3.766941	-6.705863	-0.394603	-1.207558	5.598149	-10.820711	11.226034	-9.416678	96.029657	-4.960104	-7.169272	-1.302521	-2.045279	6.437822	-10.106142	11.132790	-11.088292	96.959665	-3.797119	-6.175283	-1.464239	-0.935131	7.109574	-9.055144	11.933472	-10.115376	93.875731	-5.323615	-6.624121	-0.482279	0.002926	8.160103	-10.046455	9.937184	-11.528554	95.186790	-5.461384	-8.506908	1.766858	-1.697396	5.009850	-10.798780	10.394326	-11.645550	95.977271	-2.846008	-5.817174	0.148777	-0.975800	7.803448	-12.014586	12.237789	-11.107009	96.834060	-4.195681	-6.993659	-0.185411	-1.266373	7.103290	-9.102528	13.111041	-10.686297	95.400390	-4.269662	-7.481599	0.981032	-0.932748	6.920162	-9.756048	11.748980	-10.091502	94.492897	-4.688023	-5.755598	-1.418083	-0.258683	8.461202	-7.497656	13.040854	-9.894520	93.173990	-5.453641	-6.397213	-1.654841	-0.366434	6.409282	-10.786080	12.505079	-9.868335	95.308113	-5.246903	-7.982746	-0.057057
	-1.009278	7.004490	-12.002490	12.564404	-10.191667	98.692916	-4.358587	-5.926465	-1.988411	-1.026513	7.270785	-12.827526	12.448366	-10.828442	99.079399	-4.438507	-5.570803	-1.643209	0.101602	7.375171	-9.552525	12.623028	-11.335992	97.168794	-5.246243	-5.654150	-0.827583	-0.394905	5.740086	-11.558236	9.751981	-12.008979	100.262166	-5.174016	-7.512363	-0.553827	-0.786315	5.904595	-12.147435	11.723789	-10.529366	97.528782	-5.033038	-6.497885	-0.928154	-0.593427	7.237385	-11.913397	12.757289	-11.235550	99.347503	-3.895446	-5.514236	-1.717595	-0.991087	7.365568	-11.354302	12.183538	-11.245184	98.954422	-4.043892	-5.570862	-1.506978	0.290729	4.898688	-11.656648	11.224831	-10.268635	95.339252	-4.415856	-6.234955	-1.317099	-0.605604	7.737475	-12.587360	11.712561	-10.499170	97.938873	-5.175549	-8.149467	-0.595310	-2.167522	4.374073	-13.870998	12.655610	-10.524387	101.469487	-1.780498	-4.834132	-1.998479	-1.938500	5.694524	-13.011624	10.470339	-10.877340	99.108268	-2.736049	-5.115063	-1.750110	-1.070431	4.857452	-11.998992	11.193736	-11.012844	98.341416	-3.335251	-6.423387	-1.141412	-1.245854	5.359278	-12.921106	10.933643	-9.920432	98.243206	-4.402511	-6.682671	-1.934345	-2.087130	6.028935	-12.383725	10.721953	-11.585904	99.158699	-3.289973	-6.034845	-1.937216	-0.919319	6.621568	-11.192711	11.693647	-10.428698	96.216667	-4.760062	-5.961326	-1.097159	-0.062481	7.940181	-12.144743	9.602377	-12.038505	97.422522	-5.015321	-8.267432	0.754867	-1.878471	4.662577	-12.908104	9.974405	-12.068518	97.859096	-2.521080	-5.965596	-0.417340	-1.024071	7.590973	-14.168610	11.795584	-11.498055	98.825222	-3.699504	-6.419580	-0.936838	-1.254989	6.946274	-11.180233	12.697607	-11.458968	97.580272	-3.728931	-6.972566	0.241487	-0.977455	6.479225	-12.000724	11.470115	-10.376752	96.686444	-4.059116	-5.329892	-1.951630	-0.250140	8.149102	-9.730172	12.778068	-10.373796	95.521739	-4.838759	-6.000009	-2.224109	-0.337434	6.050698	-12.978451	12.228367	-10.482248	97.494858	-4.508561	-7.443503	-0.601675
	-0.975043	6.469607	-14.150531	12.201429	-10.410723	100.553010	-3.603823	-5.357129	-2.486505	-1.148329	6.764103	-14.924062	12.008208	-11.010192	100.859479	-3.975461	-5.500941	-2.212368	-0.103364	6.927704	-11.803476	12.343857	-11.643243	99.154890	-4.671171	-5.316585	-1.485021	-0.582607	5.424464	-13.804514	9.365086	-12.380944	102.093197	-4.631064	-7.126777	-1.252739	-0.879365	5.583317	-14.257240	11.205625	-10.881423	99.544436	-4.460150	-6.301354	-1.623733	-0.715171	6.862514	-14.175121	12.409037	-11.602324	101.324200	-3.361634	-5.287509	-2.371659	-1.112138	6.930141	-13.609067	11.767571	-11.551552	100.908620	-3.554297	-5.363850	-2.080061	0.253000	4.623845	-13.696374	10.753607	-10.784997	97.559098	-3.804366	-5.988908	-2.186027	-0.603762	7.372659	-14.716149	11.506795	-10.903750	99.896766	-4.404763	-7.521422	-1.338638	-2.220646	3.833470	-16.160062	12.259649	-10.761741	103.207912	-1.428912	-5.008470	-2.636124	-2.024829	5.368680	-15.184812	10.189013	-11.197242	100.919357	-2.248078	-5.012787	-2.371049	-1.248077	4.578946	-14.240728	11.018829	-11.550581	100.315009	-2.913693	-6.295714	-1.912814	-1.343580	5.039204	-15.017596	10.683907	-10.296098	100.097471	-3.849886	-6.339668	-2.620232	-2.183553	5.494925	-14.664451	10.320385	-11.903233	100.977438	-2.815125	-6.029947	-2.468241	-0.944015	6.008524	-13.337819	11.473516	-10.599452	98.237163	-4.105360	-5.477722	-1.736211	-0.179865	7.521773	-14.239461	9.279174	-12.349541	99.316445	-4.571564	-8.111054	-0.269312	-2.116678	4.245609	-15.011135	9.606781	-12.382890	99.424434	-2.205065	-6.227036	-0.989752	-1.128952	7.271867	-16.325953	11.340998	-11.715610	100.442087	-3.158419	-6.025047	-1.713567	-1.300423	6.654464	-13.290656	12.288562	-12.053718	99.456788	-3.135522	-6.596017	-0.499913	-1.078461	5.986428	-14.224887	11.240564	-10.543793	98.527692	-3.383733	-5.087400	-2.503971	-0.291554	7.701118	-11.961224	12.525227	-10.696344	97.544974	-4.159827	-5.741484	-2.782300	-0.352759	5.595319	-15.136128	11.976840	-10.966288	99.349258	-3.730148	-6.979339	-1.177365
