hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-3.655588	-5.077907	-7.834442	1.231220	8.433601	39.785762	3.785225	-0.913600	-22.187643	-2.187690	-3.436497	-8.864852	1.886139	8.213645	42.544801	0.904232	-1.413946	-23.384814	-0.594537	-2.782045	-4.744775	1.541028	8.571301	38.593808	-0.156779	-2.171081	-21.145567	0.401946	-1.849304	-5.752742	1.549010	4.832807	41.310183	-0.157338	-1.561225	-23.748099	-1.045486	-3.922827	-7.547085	1.554191	5.383753	39.475113	1.791026	-2.020519	-23.252923	-2.293816	-3.789512	-6.464262	1.291222	8.151771	40.819101	1.834762	-1.554367	-22.125693	-2.229806	-5.065505	-6.552558	1.281794	8.765260	40.624212	2.678581	-0.467972	-23.688768	-1.095045	-2.093781	-8.541638	1.594818	8.027298	42.157368	0.503728	-2.328992	-24.737475	-2.724919	-2.923443	-7.536629	0.962383	7.269511	39.710283	2.179576	-2.523852	-23.015057	-3.837437	-4.249722	-6.931516	1.235997	8.380714	39.796433	3.400828	-0.100979	-22.788926	-1.622765	-2.890822	-7.798610	1.549553	7.781708	40.002874	1.275913	-0.747735	-23.051359	-0.879406	-2.698237	-6.700433	1.318932	6.809191	38.755821	0.407861	-2.567227	-21.950530	-1.013771	-3.167329	-6.691120	1.410040	7.371958	39.123165	0.598436	-1.416954	-22.498480	-3.132044	-4.095307	-7.937061	0.671434	7.995495	40.082555	4.286087	-0.950574	-22.676641	-3.135543	-3.198260	-7.791365	0.646481	8.523668	41.635600	3.330370	-0.244513	-23.491906	-0.732942	-1.574400	-6.204013	1.425760	6.872123	38.873389	-0.282624	-3.822891	-21.153460	-2.233895	-4.915267	-5.442994	1.156168	7.971706	38.294019	2.391387	-1.305521	-21.776309	-2.517023	-3.796402	-6.689354	1.237329	8.582404	40.154255	2.431851	-1.100114	-22.968902	-2.825160	-5.386241	-5.634080	0.967587	9.128069	37.291772	3.330275	0.189894	-22.131488	-0.502522	-3.025267	-6.968559	1.279931	6.683991	40.824091	0.654384	-1.936745	-23.722314	-1.318690	-3.101738	-8.063849	1.112387	6.637854	41.764831	0.950051	-1.596762	-24.540762	-2.330472	-4.067704	-6.309597	1.127648	6.839841	39.221870	3.287172	0.821105	-22.900145
	-3.511151	-4.720657	-6.272236	1.326475	8.346977	38.386921	3.561640	-1.447789	-20.481927	-2.081763	-3.260597	-7.357344	1.971408	8.238274	41.157741	0.627972	-1.845256	-21.681810	-0.415465	-2.377829	-3.244874	1.674821	8.554736	37.136775	-0.519015	-2.827332	-19.250160	0.567996	-1.406153	-4.159577	1.669091	4.754105	39.785970	-0.239643	-2.200448	-22.098778	-0.856745	-3.605728	-6.081266	1.635171	5.439456	38.009377	1.738380	-2.729998	-21.497687	-2.082536	-3.608710	-4.966514	1.391031	8.189614	39.410699	1.548493	-2.138941	-20.275515	-2.136565	-4.792139	-4.990177	1.377160	8.773013	39.121116	2.470375	-0.919648	-22.022365	-0.898447	-1.912978	-7.016304	1.651939	8.061594	40.603870	-0.020242	-3.067262	-23.436861	-2.589286	-2.624552	-5.926787	1.156235	7.332224	38.118568	1.849022	-3.223161	-21.259885	-3.743040	-3.957403	-5.323590	1.387014	8.342024	38.170307	3.154258	-0.757013	-21.062976	-1.533881	-2.595775	-6.234546	1.712221	7.740436	38.420751	1.077076	-1.209521	-21.317583	-0.759450	-2.414629	-5.149608	1.434502	6.824885	37.192919	0.152707	-3.184651	-20.261300	-0.866647	-3.017781	-5.113733	1.513318	7.482246	37.515356	0.334144	-1.935241	-20.789753	-3.018073	-3.843131	-6.338630	0.890200	8.090203	38.583504	4.130630	-1.472350	-20.946523	-2.947898	-3.177014	-6.280115	0.854923	8.731833	40.046453	2.930109	-0.895613	-21.866845	-0.485211	-1.103449	-4.752296	1.588528	6.783085	37.502094	-0.534865	-4.716809	-19.167583	-2.125120	-4.595456	-3.931232	1.292735	7.976476	36.925890	2.268054	-1.804874	-20.013041	-2.322575	-3.593641	-5.209428	1.356717	8.682167	38.782963	2.080420	-1.777052	-21.280629	-2.740422	-5.197554	-4.037915	1.132807	9.264792	35.804227	3.081338	-0.421929	-20.385962	-0.329405	-2.845591	-5.443102	1.333434	6.705262	39.234106	0.408404	-2.543222	-22.119974	-1.120770	-2.985318	-6.353304	1.226479	6.744105	40.055351	0.549768	-2.267178	-22.870108	-2.126307	-3.821064	-4.834527	1.281827	6.816414	37.751184	3.084035	0.169521	-21.211155
	-3.338190	-4.273540	-4.737557	1.464502	8.264645	37.046580	3.341183	-2.055125	-18.545242	-1.954039	-3.033404	-5.867425	2.081639	8.286555	39.788329	0.387105	-2.331846	-19.770719	-0.222943	-1.886052	-1.778542	1.852735	8.519778	35.733594	-0.825845	-3.554547	-17.185278	0.762967	-0.976314	-2.575236	1.809124	4.779950	38.311760	-0.290862	-2.885336	-20.213039	-0.649371	-3.281978	-4.654948	1.719068	5.563961	36.655054	1.684125	-3.488399	-19.491278	-1.880228	-3.361866	-3.469855	1.539547	8.225866	38.008949	1.286513	-2.782566	-18.245719	-2.027362	-4.476248	-3.438176	1.494832	8.788064	37.642056	2.273654	-1.426844	-20.156499	-0.685736	-1.701407	-5.489375	1.739142	8.115557	39.050109	-0.540988	-3.862558	-21.938424	-2.414671	-2.300003	-4.383591	1.387046	7.444522	36.610802	1.544746	-4.013464	-19.262029	-3.627479	-3.584983	-3.728898	1.579904	8.345847	36.569499	2.945033	-1.489965	-19.108020	-1.426174	-2.262955	-4.697789	1.904639	7.760792	36.869221	0.912050	-1.735288	-19.377358	-0.629494	-2.103317	-3.606992	1.593002	6.897768	35.684619	-0.062910	-3.859738	-18.335895	-0.722126	-2.827501	-3.544520	1.660360	7.630665	35.956559	0.105681	-2.523923	-18.872824	-2.893000	-3.534830	-4.738878	1.145876	8.224110	37.105558	3.980332	-2.060953	-19.002421	-2.761721	-3.033251	-4.779576	1.117821	8.925769	38.474206	2.532247	-1.620215	-19.987710	-0.210829	-0.559691	-3.326766	1.776581	6.685762	36.181579	-0.751211	-5.655399	-16.995868	-2.004157	-4.240318	-2.431619	1.447655	8.012095	35.611020	2.159150	-2.366073	-18.079435	-2.121461	-3.277489	-3.749772	1.513905	8.753833	37.444122	1.749361	-2.526153	-19.373137	-2.636954	-4.939519	-2.479170	1.318429	9.417512	34.386020	2.844460	-1.097003	-18.457319	-0.148293	-2.613475	-3.930463	1.430466	6.756818	37.663525	0.186064	-3.200234	-20.290795	-0.893572	-2.866938	-4.649042	1.376500	6.956140	38.372622	0.168597	-3.025500	-20.938305	-1.886395	-3.511664	-3.395426	1.453711	6.848076	36.364047	2.883428	-0.573182	-19.286841
	-3.150650	-3.745024	-3.229722	1.641803	8.176829	35.761939	3.133605	-2.716166	-16.445924	-1.812668	-2.740332	-4.393190	2.227550	8.361601	38.438110	0.192651	-2.888810	-17.675262	-0.019626	-1.315259	-0.344142	2.082839	8.470387	34.390939	-1.082610	-4.353962	-14.978492	0.974326	-0.552618	-1.031991	1.966980	4.883760	36.895102	-0.314966	-3.599534	-18.160145	-0.433847	-2.945819	-3.254366	1.818192	5.745746	35.385195	1.628784	-4.283167	-17.304280	-1.691891	-3.005431	-1.974351	1.751391	8.248503	36.621430	1.060684	-3.502692	-16.025435	-1.906091	-4.100554	-1.900597	1.652600	8.815888	36.204357	2.105446	-2.008882	-18.077627	-0.469732	-1.453305	-3.951483	1.873796	8.212421	37.509130	-1.033407	-4.726102	-20.221981	-2.213166	-1.944453	-2.900015	1.648769	7.586844	35.179769	1.262105	-4.866348	-17.097938	-3.496580	-3.126899	-2.150532	1.820661	8.393357	35.010764	2.768414	-2.300607	-16.957579	-1.305426	-1.877067	-3.192126	2.127183	7.835614	35.357565	0.784388	-2.325955	-17.263741	-0.496366	-1.758826	-2.067171	1.791733	7.016167	34.227105	-0.241047	-4.583967	-16.249694	-0.586509	-2.580970	-1.992796	1.857318	7.812001	34.457506	-0.080031	-3.186439	-16.773388	-2.759377	-3.150611	-3.143083	1.440968	8.384838	35.655419	3.833261	-2.718802	-16.865317	-2.579846	-2.783693	-3.284368	1.422119	9.099793	36.926822	2.146765	-2.390934	-17.925426	0.086856	0.048384	-1.928659	1.989656	6.581752	34.918323	-0.939198	-6.619843	-14.676695	-1.878336	-3.834797	-0.950781	1.638820	8.088750	34.361522	2.072352	-3.006068	-15.970673	-1.915833	-2.835342	-2.307944	1.716725	8.789827	36.140553	1.446330	-3.347724	-17.270104	-2.514837	-4.577131	-0.966952	1.536241	9.571588	33.063340	2.627503	-1.848752	-16.339208	0.024187	-2.324640	-2.418294	1.583655	6.844150	36.120496	-0.003471	-3.905074	-18.257009	-0.654302	-2.732226	-2.961343	1.566270	7.251981	36.724275	-0.180830	-3.853510	-18.820633	-1.626522	-3.135534	-1.985570	1.646065	6.911915	35.055238	2.687264	-1.381547	-17.202621
	-2.954698	-3.107284	-1.764445	1.871881	8.067508	34.551721	2.948746	-3.438506	-14.176736	-1.667517	-2.367833	-2.932967	2.412976	8.451359	37.108460	0.044750	-3.522912	-15.433064	0.190798	-0.678323	1.061459	2.363911	8.402428	33.109771	-1.312178	-5.211013	-12.666745	1.194552	-0.119464	0.448721	2.153607	5.062444	35.554036	-0.313726	-4.348800	-15.928631	-0.214366	-2.569628	-1.885484	1.951831	5.976183	34.206831	1.563511	-5.113731	-14.926562	-1.512328	-2.539032	-0.486576	2.013266	8.247655	35.253078	0.864621	-4.283482	-13.674226	-1.779305	-3.667509	-0.381187	1.852851	8.850685	34.810626	1.967402	-2.657891	-15.848476	-0.260402	-1.168917	-2.406715	2.053659	8.344587	35.991374	-1.489751	-5.642089	-18.346555	-1.986631	-1.530283	-1.485812	1.947687	7.740937	33.846151	0.995830	-5.770669	-14.773289	-3.353615	-2.576460	-0.594956	2.107408	8.469267	33.511419	2.614546	-3.181638	-14.645568	-1.176401	-1.420394	-1.720310	2.378309	7.952047	33.895803	0.695782	-2.980978	-14.995928	-0.367969	-1.361187	-0.532665	2.042053	7.175534	32.836017	-0.380584	-5.359736	-14.004225	-0.462411	-2.260564	-0.469820	2.101595	8.003845	33.023947	-0.229590	-3.908602	-14.533170	-2.620085	-2.670116	-1.560822	1.769863	8.544604	34.239492	3.687177	-3.435593	-14.572742	-2.405774	-2.393193	-1.798714	1.773653	9.228337	35.425959	1.784191	-3.203609	-15.673899	0.401475	0.700584	-0.559369	2.228243	6.476670	33.709368	-1.118271	-7.583085	-12.256918	-1.755445	-3.380057	0.508022	1.867500	8.193857	33.164225	2.003657	-3.708589	-13.744014	-1.704164	-2.264293	-0.883283	1.966073	8.781924	34.872669	1.168285	-4.233414	-15.015180	-2.377744	-4.107073	0.505105	1.785319	9.700006	31.827502	2.427168	-2.660699	-14.096153	0.174769	-1.974632	-0.900201	1.796571	6.960165	34.610199	-0.159815	-4.647363	-16.060077	-0.411523	-2.543817	-1.307131	1.807090	7.618860	35.132376	-0.482097	-4.753229	-16.513689	-1.354751	-2.664494	-0.608423	1.873663	6.997736	33.844251	2.493746	-2.259577	-14.957787
	-2.757878	-2.377354	-0.343304	2.147307	7.931123	33.405472	2.781594	-4.204877	-11.793618	-1.524011	-1.895153	-1.489916	2.639339	8.533925	35.805589	-0.061248	-4.237317	-13.067429	0.405798	0.023770	2.436476	2.689728	8.297272	31.899531	-1.539922	-6.098935	-10.279138	1.413967	0.338836	1.880580	2.368034	5.279768	34.273003	-0.306135	-5.123973	-13.571747	0.004398	-2.139395	-0.548114	2.123336	6.218508	33.093078	1.477041	-5.959540	-12.418536	-1.336506	-1.941476	0.979496	2.321728	8.206395	33.917576	0.692813	-5.112535	-11.211753	-1.650218	-3.156418	1.109021	2.106474	8.879195	33.477014	1.859698	-3.381363	-13.483367	-0.063617	-0.829522	-0.866955	2.285174	8.495812	34.516479	-1.901427	-6.603909	-16.319385	-1.746711	-1.050839	-0.119954	2.273415	7.877430	32.593088	0.727622	-6.686851	-12.353979	-3.200533	-1.935216	0.929693	2.426845	8.544090	32.087065	2.467772	-4.108397	-12.218531	-1.044007	-0.895609	-0.276915	2.647738	8.085271	32.483868	0.634930	-3.680675	-12.622769	-0.251634	-0.910945	0.989488	2.331257	7.347311	31.503570	-0.503339	-6.159720	-11.659845	-0.351790	-1.841478	1.011118	2.389860	8.176113	31.666878	-0.354996	-4.668336	-12.181735	-2.477498	-2.072186	-0.005195	2.124743	8.670917	32.869616	3.537786	-4.194921	-12.149483	-2.237533	-1.876908	-0.328754	2.156354	9.296704	33.977832	1.444423	-4.036362	-13.298264	0.727178	1.374146	0.775065	2.495442	6.379301	32.553244	-1.309460	-8.508526	-9.765799	-1.640871	-2.855830	1.934283	2.135904	8.307513	32.025327	1.948725	-4.464148	-11.420756	-1.481743	-1.559172	0.519516	2.261543	8.718537	33.645915	0.904061	-5.168962	-12.641026	-2.221719	-3.495631	1.930550	2.071291	9.764139	30.694832	2.236801	-3.526819	-11.750472	0.293766	-1.553445	0.623146	2.070337	7.091272	33.141502	-0.288665	-5.410154	-13.729588	-0.172261	-2.277834	0.311706	2.084711	8.001503	33.598039	-0.745050	-5.689701	-14.087056	-1.083428	-2.112601	0.748526	2.135062	7.085628	32.710190	2.295020	-3.179517	-12.607426
	-2.563831	-1.553284	1.022559	2.469957	7.762810	32.332276	2.624962	-5.000632	-9.315413	-1.384133	-1.328527	-0.067245	2.895607	8.587135	34.533564	-0.144231	-5.002759	-10.623962	0.622997	0.780503	3.780989	3.038250	8.135286	30.761422	-1.787966	-6.964148	-7.860149	1.623475	0.840758	3.261226	2.614641	5.510508	33.057406	-0.318338	-5.908732	-11.102297	0.218879	-1.631887	0.743155	2.341911	6.437083	32.042579	1.346300	-6.797514	-9.796272	-1.160266	-1.235963	2.415301	2.659598	8.119777	32.622835	0.528730	-5.949064	-8.687169	-1.520580	-2.556809	2.566544	2.405563	8.877845	32.206876	1.770150	-4.160363	-11.032878	0.120319	-0.430553	0.651319	2.556170	8.633580	33.094763	-2.275989	-7.582086	-14.184964	-1.497930	-0.488616	1.202840	2.621507	7.963639	31.432160	0.435818	-7.569169	-9.868653	-3.037904	-1.209608	2.412690	2.763332	8.587891	30.755575	2.309829	-5.044339	-9.718613	-0.911963	-0.294651	1.132253	2.929486	8.212642	31.139788	0.588879	-4.409216	-10.169266	-0.154944	-0.392610	2.480998	2.654164	7.501116	30.246578	-0.628848	-6.949102	-9.240244	-0.253404	-1.323135	2.446755	2.707468	8.304246	30.383756	-0.476544	-5.427050	-9.767120	-2.335778	-1.373148	1.517391	2.491810	8.744352	31.550711	3.376740	-4.963715	-9.646435	-2.070759	-1.211353	1.111139	2.559516	9.271611	32.605454	1.127976	-4.869507	-10.818433	1.055128	2.042762	2.072534	2.786355	6.292927	31.441787	-1.526921	-9.356101	-7.238800	-1.534782	-2.254410	3.325849	2.431298	8.395933	30.941362	1.896406	-5.240493	-9.049654	-1.248204	-0.751536	1.896699	2.589572	8.597693	32.462028	0.637093	-6.115675	-10.202793	-2.046346	-2.750865	3.314818	2.387819	9.743602	29.655183	2.042374	-4.418749	-9.348814	0.384818	-1.067346	2.144993	2.388434	7.215695	31.718225	-0.405781	-6.161470	-11.318936	0.056199	-1.895860	1.885496	2.396934	8.351997	32.139256	-0.978935	-6.630787	-11.566217	-0.822527	-1.473554	2.089527	2.435397	7.157599	31.657569	2.074533	-4.118923	-10.164491
	-2.374392	-0.675092	2.344685	2.821279	7.576015	31.319446	2.464044	-5.785553	-6.792688	-1.251058	-0.675278	1.325885	3.173261	8.592851	33.305867	-0.221690	-5.775493	-8.131621	0.840539	1.585402	5.084132	3.392289	7.892988	29.714215	-2.073661	-7.733899	-5.441258	1.815527	1.379506	4.601506	2.885096	5.727570	31.896838	-0.372511	-6.666990	-8.571112	0.426940	-1.058074	1.987557	2.597655	6.608029	31.039530	1.160523	-7.602725	-7.115690	-0.983765	-0.442861	3.808076	3.013889	7.981784	31.388740	0.357678	-6.734922	-6.140295	-1.389527	-1.844191	3.983669	2.743809	8.813358	31.016794	1.689168	-4.967537	-8.536303	0.291152	0.032925	2.126253	2.855077	8.721827	31.744296	-2.618194	-8.535377	-11.969028	-1.245553	0.139003	2.497426	2.981484	7.991203	30.349069	0.109361	-8.380798	-7.360576	-2.868518	-0.421043	3.845488	3.100369	8.577137	29.530715	2.123281	-5.939044	-7.200314	-0.785785	0.356177	2.509952	3.214722	8.317381	29.861845	0.536636	-5.132274	-7.690153	-0.074029	0.183062	3.933123	2.992901	7.616573	29.061869	-0.772213	-7.685920	-6.790424	-0.168680	-0.695356	3.827507	3.044888	8.362570	29.190018	-0.615444	-6.138052	-7.322084	-2.201232	-0.582526	2.996190	2.861354	8.745519	30.302647	3.189088	-5.703112	-7.103235	-1.899220	-0.431294	2.518379	2.965935	9.162510	31.304178	0.822925	-5.682092	-8.283561	1.374956	2.687964	3.321498	3.098325	6.210124	30.385486	-1.783643	-10.064439	-4.697754	-1.436799	-1.559590	4.676436	2.746442	8.420612	29.923074	1.836791	-6.000990	-6.670705	-1.006892	0.140241	3.238353	2.939749	8.401899	31.337607	0.356837	-7.020800	-7.738770	-1.848927	-1.871189	4.655008	2.731839	9.613595	28.714162	1.831135	-5.301683	-6.925972	0.452119	-0.518179	3.653237	2.739745	7.315632	30.355862	-0.522991	-6.859148	-8.859746	0.269105	-1.409424	3.418516	2.734729	8.642552	30.749763	-1.208594	-7.539624	-9.001271	-0.577779	-0.766737	3.417339	2.767374	7.203461	30.668026	1.819596	-5.044257	-7.667818
	-2.195804	0.222234	3.622772	3.186554	7.379815	30.381242	2.282017	-6.494863	-4.269871	-1.129265	0.018690	2.687135	3.458133	8.555203	32.129344	-0.311349	-6.495386	-5.634259	1.054245	2.408736	6.344892	3.738589	7.583687	28.754687	-2.396281	-8.367269	-3.049784	1.976428	1.946181	5.895227	3.176301	5.903649	30.807703	-0.498332	-7.342179	-6.016489	0.621321	-0.428812	3.176029	2.886999	6.710067	30.089180	0.897911	-8.340263	-4.423795	-0.811726	0.397751	5.149207	3.370034	7.797720	30.236242	0.170053	-7.412186	-3.616158	-1.256278	-1.019525	5.356781	3.107174	8.664942	29.918452	1.608794	-5.750940	-6.039022	0.449753	0.552548	3.542937	3.168157	8.734598	30.475464	-2.938014	-9.419047	-9.703679	-0.995062	0.821345	3.765610	3.349435	7.951299	29.355381	-0.268708	-9.073027	-4.859522	-2.698045	0.407629	5.216352	3.427400	8.497574	28.438182	1.898069	-6.733326	-4.716746	-0.676693	1.038348	3.844606	3.498317	8.384393	28.680059	0.459466	-5.796874	-5.231991	-0.006133	0.811424	5.329850	3.334509	7.675001	27.972051	-0.947270	-8.307866	-4.347840	-0.096237	0.009914	5.158468	3.388797	8.353829	28.082241	-0.785767	-6.763180	-4.888705	-2.079338	0.258504	4.430593	3.224456	8.681145	29.132686	2.969206	-6.374078	-4.577660	-1.718519	0.437192	3.886608	3.360993	8.979049	30.086370	0.520262	-6.446335	-5.727493	1.675537	3.301712	4.523428	3.422699	6.115742	29.388236	-2.077100	-10.618516	-2.165764	-1.346738	-0.776519	5.985416	3.074604	8.360842	28.979763	1.763652	-6.704899	-4.324200	-0.766465	1.070130	4.545073	3.296263	8.137775	30.277334	0.065673	-7.839820	-5.287500	-1.632030	-0.885110	5.949869	3.096953	9.376725	27.869186	1.599182	-6.132952	-4.515484	0.502437	0.066042	5.137228	3.106350	7.389009	29.056293	-0.648830	-7.473777	-6.393451	0.457076	-0.812347	4.898569	3.098946	8.836325	29.446493	-1.459967	-8.365046	-6.429346	-0.360861	0.007779	4.722999	3.131506	7.210984	29.746407	1.509978	-5.906501	-5.140977
	-2.035427	1.098006	4.861705	3.549463	7.182392	29.527699	2.070237	-7.083048	-1.796432	-1.032755	0.713025	4.000287	3.743290	8.471083	31.040304	-0.429952	-7.087096	-3.178938	1.253691	3.216606	7.546171	4.068467	7.213257	27.920691	-2.762596	-8.801521	-0.733689	2.100294	2.522287	7.140024	3.482391	6.026608	29.801425	-0.701477	-7.905135	-3.481881	0.793337	0.225795	4.316799	3.196823	6.745307	29.195076	0.562489	-8.992523	-1.771089	-0.655171	1.232248	6.430301	3.717583	7.585493	29.194056	-0.038917	-7.939394	-1.167022	-1.122961	-0.105643	6.680477	3.479877	8.424845	28.928780	1.525611	-6.442974	-3.587629	0.593635	1.116551	4.889277	3.486728	8.652897	29.302500	-3.249638	-10.190459	-7.419137	-0.756466	1.521404	5.011802	3.721838	7.867465	28.445235	-0.703242	-9.635088	-2.387936	-2.537182	1.236415	6.518356	3.739959	8.358710	27.496151	1.640326	-7.374058	-2.322142	-0.591259	1.718955	5.136644	3.776814	8.416296	27.599551	0.357406	-6.359811	-2.836255	0.051281	1.468608	6.668199	3.669993	7.680780	26.984330	-1.156248	-8.788888	-1.947280	-0.042285	0.769132	6.421818	3.731396	8.270369	27.100077	-1.004499	-7.234761	-2.515807	-1.983153	1.116142	5.800178	3.572073	8.544273	28.085379	2.711420	-6.903840	-2.143277	-1.532167	1.334377	5.219364	3.735134	8.756918	28.949881	0.214159	-7.142302	-3.192661	1.932235	3.859082	5.663311	3.757700	5.996290	28.483787	-2.411354	-10.969501	0.325400	-1.267470	0.074204	7.251477	3.410756	8.212003	28.129033	1.673128	-7.312544	-2.052602	-0.538502	1.995533	5.803369	3.648670	7.802943	29.315468	-0.230511	-8.513036	-2.885238	-1.402776	0.164294	7.196533	3.475453	9.052953	27.122842	1.351546	-6.868488	-2.146576	0.524681	0.659747	6.575063	3.482848	7.432483	27.853543	-0.793378	-7.951455	-3.959302	0.616991	-0.131849	6.322336	3.482949	8.923837	28.233673	-1.750054	-9.072138	-3.889865	-0.179223	0.827066	5.998534	3.519903	7.184073	28.889655	1.144065	-6.663835	-2.615681
	-1.909072	1.900765	6.052759	3.898732	6.997792	28.800450	1.817994	-7.505393	0.557548	-0.969803	1.371320	5.264731	4.027529	8.356703	30.053768	-0.578839	-7.541075	-0.803619	1.428267	3.971799	8.692020	4.385471	6.821749	27.212922	-3.164651	-9.066844	1.472714	2.173341	3.088215	8.317125	3.805576	6.084646	28.920502	-0.993086	-8.325709	-1.018982	0.923465	0.883382	5.407830	3.522253	6.703529	28.389212	0.151746	-9.528059	0.781766	-0.533458	1.996758	7.640614	4.054422	7.374100	28.303966	-0.270594	-8.294089	1.140683	-0.998923	0.856765	7.943668	3.849888	8.098134	28.077335	1.438117	-6.981960	-1.234348	0.714524	1.709536	6.151723	3.807758	8.464033	28.250756	-3.575500	-10.808580	-5.144785	-0.551599	2.194739	6.229021	4.098987	7.765030	27.641073	-1.208959	-10.039693	0.022688	-2.403386	2.012338	7.734886	4.037721	8.181137	26.747713	1.361178	-7.808732	-0.081349	-0.542803	2.365588	6.369887	4.047010	8.409826	26.666277	0.238252	-6.763452	-0.561315	0.090222	2.124809	7.930182	3.996303	7.639670	26.137258	-1.404305	-9.096827	0.366194	-0.010534	1.534877	7.618653	4.069563	8.132693	26.251594	-1.263343	-7.555719	-0.233065	-1.920299	1.942787	7.107377	3.903714	8.364807	27.167508	2.433113	-7.280927	0.157703	-1.351481	2.199703	6.508752	4.078972	8.519588	27.923599	-0.096751	-7.729921	-0.737575	2.131327	4.347450	6.748610	4.103066	5.859659	27.678560	-2.771886	-11.155289	2.749933	-1.207965	0.951877	8.469649	3.752127	7.987737	27.401329	1.561493	-7.790874	0.095316	-0.333438	2.870112	7.014400	3.991601	7.432293	28.457711	-0.525113	-9.052779	-0.552931	-1.173500	1.227627	8.390768	3.860115	8.671941	26.489393	1.096823	-7.477299	0.151168	0.509986	1.232388	7.959558	3.866408	7.456090	26.758529	-0.962504	-8.299183	-1.588261	0.737649	0.606968	7.676570	3.882971	8.886160	27.143162	-2.098517	-9.608250	-1.430762	-0.050545	1.658794	7.225772	3.929383	7.131886	28.120592	0.713984	-7.261706	-0.130703
