hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-3.223584	-1.114257	-18.431393	1.405880	14.533178	10.925824	1.575831	-6.762660	-5.430306
	-3.470438	-1.280541	-18.760164	1.571977	13.707139	13.476953	3.413194	-5.228288	-4.638717
	-3.727987	-1.825691	-19.169550	1.649253	12.937013	16.280659	5.224929	-3.679457	-4.897175
	-4.003899	-2.545833	-19.573529	1.678366	12.330291	19.264169	6.658334	-2.097308	-5.494672
	-4.247004	-3.567578	-19.986668	1.872927	12.049696	21.990407	7.888743	-0.566467	-6.575127
	-4.643037	-4.618525	-20.370024	2.188711	11.938321	24.728475	8.580647	0.789548	-7.842957
	-5.083388	-5.418941	-20.503658	2.584844	11.662697	27.106298	8.590199	1.939590	-9.278895
	-5.655799	-5.966697	-20.650207	2.903722	11.211289	29.149265	8.426184	2.959210	-10.734872
	-6.209196	-6.120188	-20.394855	3.003070	10.470477	30.765367	8.172991	4.020954	-12.134509
	-6.747307	-5.868672	-20.017005	3.077626	9.830675	31.964260	7.924641	4.896052	-13.470294
	-6.748269	-5.669972	-19.360191	3.011788	9.413089	32.930473	7.652467	5.746639	-14.712706
	-6.548944	-5.466612	-18.526040	2.817039	9.241494	33.327847	7.490444	6.367955	-15.850532
	-6.245944	-5.483899	-17.559981	2.583399	9.396781	33.216773	7.250174	6.702457	-16.840954
	-5.904343	-5.512753	-16.435604	2.361710	9.623448	32.910265	6.978629	6.913124	-17.758842
	-5.647262	-5.487075	-15.206162	2.146153	9.615129	32.628041	6.712442	7.031055	-18.527465
	-5.395714	-5.348032	-13.823632	1.938190	9.556216	31.815050	6.422205	7.016343	-19.013255
	-5.069136	-5.088342	-12.315171	1.781425	9.454555	30.722773	6.060338	6.921467	-19.390103
	-4.710908	-4.742400	-10.706584	1.673077	9.409895	29.451676	5.723036	6.596441	-19.324559
	-4.267137	-4.414331	-8.972559	1.591212	9.418937	27.992089	5.441032	6.061303	-19.043808
	-3.770563	-3.946348	-7.109675	1.447089	9.404516	26.313119	5.160406	5.409852	-18.423924
	-3.228678	-3.526457	-5.166628	1.322064	9.553037	24.641946	4.896716	4.688017	-17.443071
	-2.708281	-3.067073	-3.255230	1.122663	9.819499	22.988787	4.398459	4.087864	-16.100947
	-2.186549	-2.507880	-1.395705	0.881863	10.162389	21.375461	3.952767	3.189717	-14.473915
	-1.750176	-1.819214	0.392537	0.625359	10.641201	19.576127	3.475790	2.328848	-12.522570
	-1.252998	-1.122521	2.114681	0.421926	11.157414	18.016404	2.933702	1.277676	-10.193837
	-0.690239	-0.363021	3.734396	0.233721	11.817325	16.502833	2.430695	0.018111	-7.728906
	-0.216701	0.776977	5.168663	0.131270	12.417915	15.053051	1.926340	-1.569891	-4.943605
	0.214256	1.804925	6.447218	0.112894	12.981795	13.685299	1.415470	-3.319647	-1.845169
	0.652656	2.850166	7.599127	0.213045	13.477276	12.438585	0.900429	-5.215702	1.398764
	0.988728	3.972788	8.557941	0.271148	13.658672	11.229039	0.169620	-7.270516	4.583427
	1.266316	5.171184	9.338331	0.372951	13.640252	10.223528	-0.454362	-8.784224	7.801785
	1.441498	6.210657	9.962776	0.542427	13.437403	9.355078	-1.037785	-9.985848	10.629570
	1.578744	6.895925	10.480178	0.750989	13.335870	9.006148	-1.577553	-10.871324	13.286123
	1.650492	7.358732	10.935335	0.940067	13.256914	8.945488	-2.059429	-10.812514	15.796926
	1.627668	7.514676	11.248965	1.211602	13.366970	9.049932	-2.466857	-10.304178	17.597591
	1.515790	7.411589	11.537971	1.618351	13.547924	9.462221	-2.803131	-9.509305	19.116755
