hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	1.320109	6.827488	11.841211	2.093391	14.141761	10.164183	-2.860822	-8.541456	20.164865
	1.007119	6.040186	12.014598	2.776162	15.031580	11.088477	-2.532777	-7.692879	20.159557
	0.643851	5.115631	12.130816	3.502235	15.860375	12.992160	-2.357124	-7.188558	19.665710
	0.288054	4.237076	12.259825	4.321455	16.889188	14.952281	-2.179803	-6.584547	19.667299
	-0.032862	3.605358	12.215280	5.444444	17.839900	17.065782	-1.978562	-6.291617	18.918567
	-0.222306	3.233319	11.982605	6.782350	18.175758	19.429694	-1.819993	-6.239453	17.726915
	-0.318557	3.117013	11.573003	8.161624	18.186893	22.180932	-1.531578	-6.243025	16.435056
	-0.401089	3.168389	11.021158	9.564233	18.022268	25.328416	-1.335449	-6.126231	14.926140
	-0.343718	3.430802	10.343604	11.130859	17.427441	28.830940	-1.090886	-6.072771	13.605022
	-0.133706	3.930601	9.506751	12.635726	16.171359	32.462403	-0.899286	-5.988158	12.560956
	0.088058	4.671653	8.548456	14.063619	14.480377	36.159253	-0.779480	-5.783459	11.939239
	0.321011	5.339260	7.416877	15.440907	12.803798	40.201487	-0.651275	-5.590184	11.765258
	0.528553	5.760295	6.189179	16.804379	11.193617	44.074376	-0.284982	-5.240141	11.625658
	0.655158	6.336743	4.900905	18.038174	9.422304	48.245683	0.195782	-5.033402	11.627658
	0.791552	7.112028	3.573920	19.009387	7.171880	52.512811	0.787453	-4.708776	11.878153
	0.860505	7.860930	2.264703	19.873554	5.072671	56.761101	1.351689	-4.482235	11.981889
	0.900600	8.125105	0.939276	20.686470	3.243258	61.063745	1.895105	-3.888821	11.815530
	1.008363	8.252105	-0.527379	21.110570	1.635481	65.280705	2.297038	-3.135727	11.358542
	1.091969	8.154076	-2.046610	21.540434	0.105366	69.322497	2.705361	-2.302232	10.865093
	1.249424	8.052477	-3.673108	21.543987	-1.347393	73.165423	3.164186	-1.747531	10.078894
	1.474399	7.848652	-5.299143	21.566974	-2.526720	76.828938	3.514169	-1.142829	9.069145
	1.744298	7.410442	-7.023724	21.374708	-3.418974	80.290203	3.915046	-0.726213	7.910081
	2.083174	6.751606	-8.783675	21.172280	-4.077245	83.399361	4.302778	-0.407212	6.815593
	2.229891	5.836822	-10.551062	21.060881	-4.651379	86.121683	4.767653	-0.232784	5.763506
	2.304758	4.806838	-12.369126	20.999090	-5.120583	88.509665	5.119409	-0.190003	4.753611
	2.334902	3.953896	-14.223257	20.941367	-5.414633	90.539412	5.290407	-0.145011	3.755986
	2.171364	3.098520	-16.074435	20.788348	-5.573101	92.200172	5.384323	-0.184292	2.896465
	1.999308	2.381553	-17.888181	20.577580	-5.681522	93.458679	5.385348	-0.449796	1.964523
	1.865970	1.632084	-19.638319	20.505546	-5.575005	94.390313	5.439909	-0.640722	1.156823
	1.718960	0.891085	-21.300685	20.462989	-5.241596	94.930852	5.476601	-0.977219	0.365415
	1.553260	0.108191	-22.873441	20.274870	-4.736342	94.953923	5.726702	-1.458019	-0.196278
	1.447135	-0.645725	-24.380379	20.081113	-3.919419	94.536104	5.897027	-2.004496	-0.819829
	1.314950	-1.353360	-25.629173	19.870132	-2.947143	93.710568	6.092374	-2.403064	-1.516623
	1.162747	-2.003854	-26.811151	19.647330	-1.796054	92.531875	6.267853	-2.672486	-2.078895
	0.992172	-2.590331	-27.895848	19.421751	-0.554613	91.073667	6.293101	-2.951290	-2.523871
	0.780403	-3.109022	-28.734922	19.302705	0.435284	89.447707	6.151967	-3.352780	-3.153306
	0.561752	-3.589539	-29.346379	19.220571	1.602493	87.358409	6.134957	-3.632757	-3.830272
	0.384096	-4.112411	-30.082795	19.157529	2.920205	85.105991	5.970702	-3.823504	-4.425567
	0.132215	-4.537806	-30.701963	19.025266	4.270820	82.508782	5.692205	-3.836454	-4.830641
	-0.113995	-4.891910	-31.147713	18.871407	5.555773	79.605395	5.322839	-3.645021	-5.172874
	-0.336067	-5.288278	-31.356958	18.659557	6.891287	76.484035	4.995660	-3.410762	-5.523050
	-0.476025	-5.568527	-31.553566	18.293559	8.348404	73.190611	4.683921	-3.193787	-5.736909
	-0.550812	-5.816119	-31.697232	17.642310	9.494318	69.751969	4.369598	-2.983656	-6.126785
	-0.545023	-6.032187	-31.735197	16.717130	10.656087	66.261447	4.107865	-2.680600	-6.558809
	-0.523084	-6.227804	-31.644825	15.628141	11.862299	62.614055	3.898259	-2.287646	-7.033401
	-0.441405	-6.327530	-31.488210	14.417315	12.766152	58.881930	3.744603	-1.841847	-7.414731
	-0.306853	-6.320085	-31.174791	13.093667	13.740844	54.976627	3.616058	-1.537866	-7.677872
	-0.118440	-6.304195	-30.821647	11.758808	14.487150	50.917315	3.491870	-1.363657	-7.649029
	0.048400	-6.090252	-30.363222	10.463666	15.230929	46.804845	3.371428	-1.449847	-7.673705
	0.154548	-5.615416	-29.774979	9.053372	15.578293	42.556310	3.080926	-1.919897	-7.708355
	0.214669	-5.084506	-29.043776	7.887684	15.834876	38.279206	2.644064	-2.700121	-7.698237
	-0.018169	-4.518966	-28.109901	6.704753	15.842707	33.864456	2.010266	-3.873146	-7.777194
	-0.408370	-3.787235	-27.070160	5.681254	15.687656	29.477516	1.313287	-5.090027	-7.796434
	-0.824298	-2.945041	-25.908135	4.711866	15.396509	25.156188	0.634874	-6.324270	-7.966940
	-1.214261	-2.057105	-24.684185	3.714183	15.024355	21.080259	-0.061932	-7.541349	-8.310901
	-1.470032	-1.381374	-23.437995	2.884722	14.611899	17.205349	-0.810566	-8.554930	-8.644902
	-1.737344	-0.596438	-22.228665	2.227336	14.216987	13.783927	-1.573063	-9.363777	-9.018864
	-1.888949	-0.475815	-21.122998	1.683627	14.333125	10.928080	-2.263978	-9.905920	-9.267018
	-2.042868	-0.444148	-20.159730	1.181965	14.684476	8.663687	-2.726555	-10.287453	-9.596588
	-2.183217	-0.501170	-19.405603	0.809849	14.995174	7.148564	-2.998085	-10.407411	-9.863364
	-2.307176	-0.496074	-18.772571	0.576931	15.283960	6.302126	-3.061672	-10.252456	-9.981099
	-2.490443	-0.597057	-18.320957	0.511008	15.553427	6.057757	-2.774847	-10.020424	-9.787828
	-2.707441	-0.858271	-18.090170	0.613548	15.674512	6.405233	-2.330663	-9.513796	-9.133217
	-2.883553	-0.895805	-18.073930	0.871652	15.619135	7.660271	-1.339663	-8.856369	-8.249306
	-3.033615	-0.989295	-18.170426	1.212458	15.191486	9.138506	0.266497	-7.905066	-6.758501
