PercGcycle	RhipAngX25	RhipAngY25	RhipAngZ25	RkneeAngX25	RkneeAngY25	RkneeAngZ25	RankleAngX25	RankleAngY25	RankleAngZ25	RhipMomX25	RhipMomY25	RhipMomZ25	RkneeMomX25	RkneeMomY25	RkneeMomZ25	RankleMomX25	RankleMomY25	RankleMomZ25	RgrfX25	RgrfY25	RgrfZ25	RhipPow25	RkneePow25	RanklePow25	RhipAngX35	RhipAngY35	RhipAngZ35	RkneeAngX35	RkneeAngY35	RkneeAngZ35	RankleAngX35	RankleAngY35	RankleAngZ35	RhipMomX35	RhipMomY35	RhipMomZ35	RkneeMomX35	RkneeMomY35	RkneeMomZ35	RankleMomX35	RankleMomY35	RankleMomZ35	RgrfX35	RgrfY35	RgrfZ35	RhipPow35	RkneePow35	RanklePow35	RhipAngX45	RhipAngY45	RhipAngZ45	RkneeAngX45	RkneeAngY45	RkneeAngZ45	RankleAngX45	RankleAngY45	RankleAngZ45	RhipMomX45	RhipMomY45	RhipMomZ45	RkneeMomX45	RkneeMomY45	RkneeMomZ45	RankleMomX45	RankleMomY45	RankleMomZ45	RgrfX45	RgrfY45	RgrfZ45	RhipPow45	RkneePow45	RanklePow45	LhipAngX25	LhipAngY25	LhipAngZ25	LkneeAngX25	LkneeAngY25	LkneeAngZ25	LankleAngX25	LankleAngY25	LankleAngZ25	LhipMomX25	LhipMomY25	LhipMomZ25	LkneeMomX25	LkneeMomY25	LkneeMomZ25	LankleMomX25	LankleMomY25	LankleMomZ25	LgrfX25	LgrfY25	LgrfZ25	LhipPow25	LkneePow25	LanklePow25	LhipAngX35	LhipAngY35	LhipAngZ35	LkneeAngX35	LkneeAngY35	LkneeAngZ35	LankleAngX35	LankleAngY35	LankleAngZ35	LhipMomX35	LhipMomY35	LhipMomZ35	LkneeMomX35	LkneeMomY35	LkneeMomZ35	LankleMomX35	LankleMomY35	LankleMomZ35	LgrfX35	LgrfY35	LgrfZ35	LhipPow35	LkneePow35	LanklePow35	LhipAngX45	LhipAngY45	LhipAngZ45	LkneeAngX45	LkneeAngY45	LkneeAngZ45	LankleAngX45	LankleAngY45	LankleAngZ45	LhipMomX45	LhipMomY45	LhipMomZ45	LkneeMomX45	LkneeMomY45	LkneeMomZ45	LankleMomX45	LankleMomY45	LankleMomZ45	LgrfX45	LgrfY45	LgrfZ45	LhipPow45	LkneePow45	LanklePow45
10	9.034369	5.288953	33.74188	4.48285	-18.330313	35.708383	-5.647387	4.140532	12.70672	1.447477	-0.297141	-1.372392	0.907319	-0.037466	1.443049	-0.013589	-0.075557	0.915736	-2.207337	17.100699	0.131363	-4.260528	-9.052107	-4.341854	11.157436	4.618226	39.407642	5.143147	-18.412741	40.246918	-6.436916	3.302653	12.355078	1.664021	-0.425889	-1.838743	1.125548	-0.071854	2.043697	-0.055099	-0.128326	1.017876	-3.169612	19.845131	0.200224	-7.465501	-14.325691	-6.135694	11.332694	5.559531	44.964702	5.797968	-18.601564	41.532815	-6.703959	2.167012	10.655696	1.864921	-0.467977	-2.321586	1.262542	-0.105084	2.34658	-0.103941	-0.167964	1.10382	-3.91039	22.59864	0.103571	-8.215572	-18.381599	-7.774046	6.476698	6.338332	33.586107	4.039554	-12.116533	31.730107	-8.696298	3.500269	8.94845	1.312346	-0.082203	-1.288549	0.779747	0.166062	1.088569	-0.117192	0.171859	0.846678	-2.169723	15.871448	0.315912	-3.891853	-9.762536	-3.971425	8.714129	7.29731	39.659253	4.767195	-10.957808	36.180046	-8.496809	1.477326	7.680607	1.509332	-0.179745	-1.673258	0.936522	0.145076	1.61341	-0.147883	0.163751	0.893013	-3.214298	18.42757	0.398598	-5.733406	-16.576699	-5.204234	9.231453	8.898609	42.079868	5.145218	-10.112135	36.945562	-7.60376	0.009422	5.284486	1.81758	-0.242584	-2.110892	1.07922	0.138414	1.815619	-0.166	0.170738	0.930567	-3.965325	21.28887	0.31508	-6.620111	-20.383233	-6.263032
11	10.072919	4.723603	33.995649	4.208408	-17.574522	38.490698	-5.692385	3.661146	14.76432	1.557398	-0.356165	-1.391076	0.973519	-0.031839	1.727552	-0.001745	-0.064903	1.113581	-2.359308	17.979907	0.26611	-5.021076	-9.329187	-5.23388	12.368119	3.910932	39.842656	4.788412	-17.551357	43.195439	-6.380211	2.847279	14.899823	1.775012	-0.517359	-1.845194	1.207483	-0.066328	2.395025	-0.044165	-0.114458	1.253742	-3.193864	20.832996	0.411716	-7.049078	-13.533505	-7.514323	12.299453	5.091674	45.454991	5.520047	-17.923108	44.600341	-6.796863	1.935625	13.53099	1.992377	-0.576131	-2.365528	1.34398	-0.112657	2.731887	-0.09472	-0.169231	1.386128	-3.827061	23.495278	0.357974	-7.028757	-17.124857	-9.949928	7.059403	6.6716	34.353481	4.813909	-11.90109	34.919881	-9.231958	2.959394	11.060906	1.366223	-0.134148	-1.324089	0.869537	0.159255	1.391132	-0.122537	0.172359	1.032225	-2.396914	16.812921	0.418647	-3.781997	-10.685689	-4.896875	9.249363	7.745857	40.556719	5.814482	-10.576464	39.652576	-9.325614	0.874649	10.193037	1.550678	-0.247492	-1.69581	1.047786	0.134457	2.000839	-0.167115	0.16059	1.120939	-3.360815	19.561801	0.523154	-4.272386	-16.795546	-6.723947	9.18653	9.504696	42.394092	6.267158	-9.799101	40.523504	-8.687178	-0.528603	8.064417	1.860439	-0.328194	-2.186073	1.190269	0.116632	2.230273	-0.195341	0.156116	1.178428	-3.956776	22.220291	0.484171	-3.398122	-20.493307	-8.586683
12	11.048331	4.103164	34.311196	3.894733	-16.897978	40.847634	-5.530507	3.316076	16.775688	1.640319	-0.411828	-1.364491	1.027526	-0.020327	1.97035	0.010385	-0.045472	1.305397	-2.366224	18.850217	0.396777	-4.804172	-8.710064	-5.858878	13.405204	3.203976	40.04546	4.346519	-16.812243	45.554843	-6.07296	2.524004	17.409322	1.867092	-0.590921	-1.776143	1.263227	-0.051091	2.676702	-0.032058	-0.086077	1.486036	-3.014738	21.846485	0.596379	-4.918265	-11.419288	-8.541896	12.89558	4.709521	45.809815	5.063868	-17.386228	47.05369	-6.504713	1.867368	16.45084	2.086429	-0.661622	-2.281899	1.395359	-0.105554	3.028521	-0.078222	-0.148042	1.657504	-3.502045	24.36243	0.600849	-3.56644	-13.96921	-11.630634	7.557772	6.744784	34.996171	5.390208	-11.482203	37.604191	-9.581522	2.467933	13.119044	1.392819	-0.182223	-1.31159	0.939611	0.153663	1.660433	-0.130316	0.175329	1.217569	-2.456991	17.883712	0.496193	-2.896931	-10.049041	-5.532833	9.650405	7.890409	41.01364	6.466924	-10.0201	42.454426	-9.893308	0.409189	12.699358	1.576409	-0.307384	-1.643361	1.125583	0.126408	2.326997	-0.187142	0.162345	1.353503	-3.280068	20.829965	0.617961	-1.847232	-14.399546	-7.915218	10.124461	9.946386	42.853905	6.882799	-9.351703	43.395654	-9.361167	-0.843343	10.977719	1.876025	-0.400845	-2.124627	1.261001	0.100843	2.57205	-0.220293	0.152618	1.42505	-3.697178	23.247074	0.634205	-0.159479	-17.434241	-10.442994
13	11.850297	3.494342	34.535659	3.61723	-16.327192	42.729019	-5.248419	3.096519	18.67834	1.711245	-0.457538	-1.306808	1.070779	-0.003154	2.163206	0.022922	-0.018223	1.491922	-2.247241	19.67821	0.511617	-3.583443	-7.506261	-6.254594	14.141426	2.612892	39.845086	3.940293	-16.201365	47.30105	-5.647549	2.292587	19.790311	1.954766	-0.637521	-1.65339	1.295595	-0.027648	2.879063	-0.019095	-0.046382	1.71772	-2.670294	22.795857	0.736901	-1.599896	-8.70922	-9.22182	13.145424	4.388341	45.714421	4.55401	-16.94061	48.843592	-5.984264	1.860593	19.266578	2.165303	-0.713915	-2.098005	1.421466	-0.083849	3.222883	-0.056334	-0.105791	1.922152	-2.984668	25.121553	0.802699	1.050936	-9.896759	-12.775463	7.931232	6.497449	35.323163	5.645439	-10.852563	39.710701	-9.799625	2.016957	15.047348	1.420708	-0.226813	-1.263296	0.986533	0.149888	1.882445	-0.140178	0.181646	1.404177	-2.356587	19.004899	0.549792	-1.491342	-8.126128	-5.924144	9.890501	7.681394	40.86214	6.582232	-9.31862	44.549466	-10.242451	0.069939	15.110386	1.61822	-0.358416	-1.540846	1.164555	0.122301	2.572383	-0.206598	0.171216	1.593477	-2.994197	22.094679	0.678457	0.770397	-10.289213	-8.804424	9.86141	10.071889	41.789377	6.953289	-8.732836	45.593442	-9.748442	-0.983554	13.876684	1.893645	-0.455077	-1.970109	1.28491	0.094636	2.817785	-0.241746	0.16456	1.679759	-3.2215	24.251664	0.746966	3.868623	-12.18169	-11.835368
14	12.398399	2.951548	34.508985	3.440484	-15.886317	44.150999	-4.910515	2.983796	20.445763	1.769992	-0.489059	-1.234659	1.102934	0.017347	2.305478	0.036737	0.013875	1.673065	-2.036544	20.418002	0.605721	-1.60853	-6.093528	-6.470219	14.494099	2.211983	39.154712	3.673245	-15.714532	48.483484	-5.201835	2.134439	21.991303	2.033323	-0.65632	-1.503109	1.310079	0.000356	3.003044	-0.005031	-0.000791	1.947207	-2.214894	23.585897	0.830824	2.059613	-6.023003	-9.565392	13.085623	4.080166	44.974139	4.096897	-16.537832	50.010274	-5.364366	1.856788	21.886193	2.22082	-0.73011	-1.861637	1.423399	-0.052664	3.316454	-0.030982	-0.049158	2.17782	-2.335271	25.688111	0.948113	5.432186	-5.852498	-13.337171	8.154772	5.923869	35.201559	5.537696	-10.062471	41.245439	-9.930091	1.608305	16.814419	1.473006	-0.268009	-1.190928	1.011508	0.148341	2.051003	-0.151152	0.19157	1.590919	-2.127079	20.069482	0.584199	0.074396	-5.574535	-6.119859	9.947946	7.127352	40.07458	6.164059	-8.527752	45.980193	-10.428373	-0.164483	17.374271	1.681859	-0.39845	-1.408902	1.165423	0.122334	2.732911	-0.22418	0.186941	1.836956	-2.553047	23.201992	0.705738	2.983793	-5.748527	-9.382119	10.554086	9.878719	40.943005	6.445608	-7.946518	47.070934	-9.921435	-1.055206	16.637607	1.921716	-0.488474	-1.72852	1.265043	0.098108	2.961382	-0.260805	0.190801	1.940561	-2.588384	25.089072	0.813131	3.977148	-6.273921	-12.709205
15	12.650657	2.517008	34.120607	3.407069	-15.569389	45.167939	-4.566365	2.935758	22.067761	1.80384	-0.504176	-1.159654	1.121723	0.038673	2.400395	0.052104	0.047272	1.847301	-1.772467	21.022086	0.679228	0.679998	-4.717034	-6.519893	14.446513	2.020307	37.992516	3.600053	-15.347117	49.185586	-4.786778	2.049648	23.987547	2.077647	-0.650439	-1.352373	1.308237	0.029106	3.052568	0.011158	0.045439	2.168806	-1.706005	24.136045	0.884742	5.248401	-3.62856	-9.571246	12.760705	3.741879	43.551298	3.756796	-16.136483	50.640573	-4.727109	1.836688	24.254214	2.234814	-0.71374	-1.622383	1.400339	-0.018016	3.319175	-0.003813	0.013971	2.416697	-1.610819	25.996218	1.032477	8.62696	-2.358295	-13.262671	8.217785	5.083949	34.592037	5.130298	-9.205539	42.268557	-10.001333	1.263391	18.413786	1.545678	-0.304141	-1.108769	1.017609	0.149305	2.166093	-0.161664	0.20505	1.774316	-1.815376	20.972398	0.604136	1.50836	-3.082641	-6.151833	9.812962	6.294902	38.742738	5.357159	-7.712886	46.830776	-10.49967	-0.307478	19.457697	1.746563	-0.425317	-1.267578	1.134165	0.125708	2.815995	-0.237939	0.207755	2.074441	-2.021958	24.027489	0.707377	4.547981	-1.816112	-9.606113	10.275665	9.217549	39.070483	5.495092	-7.042602	47.892008	-9.956006	-1.094955	19.177516	1.949526	-0.500821	-1.472771	1.209353	0.109059	3.009033	-0.276796	0.227408	2.195837	-1.863514	25.640879	0.834791	6.750457	-1.065028	-12.973082
16	12.61001	2.224271	33.346504	3.529428	-15.349494	45.841749	-4.251325	2.90532	23.537019	1.805021	-0.503609	-1.085584	1.126504	0.059021	2.449919	0.068197	0.078955	2.011616	-1.488001	21.447111	0.733642	2.790986	-3.438149	-6.386669	14.047269	2.014604	36.459339	3.71908	-15.095643	49.486467	-4.410555	2.038055	25.763505	2.067488	-0.625243	-1.216724	1.28934	0.055041	3.031663	0.03051	0.088064	2.373238	-1.18931	24.394419	0.905461	7.464985	-1.511603	-9.207917	12.234338	3.348421	41.531979	3.549587	-15.713462	50.826224	-4.104797	1.808903	26.334084	2.192742	-0.672739	-1.41431	1.351193	0.014348	3.243624	0.024348	0.076238	2.628002	-0.858857	26.01013	1.055584	10.374802	0.482638	-12.510489	8.128156	4.098231	33.548186	4.569188	-8.393497	42.864524	-10.029769	1.008972	19.850681	1.609021	-0.330703	-1.032315	1.006168	0.152628	2.228766	-0.169918	0.221448	1.949077	-1.470979	21.628462	0.612715	2.661373	-1.098413	-6.036125	9.496354	5.308802	37.024983	4.391759	-6.942858	47.198688	-10.491748	-0.366537	21.337572	1.78328	-0.436292	-1.135749	1.078773	0.131519	2.828051	-0.245811	0.231544	2.294462	-1.459555	24.49502	0.690967	5.509704	1.022983	-9.428457	10.232867	8.260798	37.296672	4.320293	-6.100635	48.153844	-9.891901	-1.092981	21.444176	1.951183	-0.490721	-1.235947	1.124529	0.124564	2.969755	-0.287665	0.269605	2.43026	-1.099912	25.835913	0.816179	3.432035	2.707679	-12.563415
17	12.315936	2.097205	32.244474	3.790996	-15.20151	46.222228	-3.978814	2.865731	24.845127	1.781738	-0.491032	-1.012643	1.120243	0.07723	2.453329	0.083517	0.107027	2.161519	-1.204964	21.661334	0.770081	4.394767	-2.214889	-6.052173	13.381132	2.157864	34.687623	3.985836	-14.944532	49.444122	-4.050617	2.078878	27.301891	2.005889	-0.586956	-1.095942	1.25426	0.075746	2.945256	0.053258	0.124995	2.550068	-0.689046	24.344454	0.898339	8.607439	0.396235	-8.436037	11.582993	2.90249	39.066554	3.455617	-15.26764	50.639917	-3.489843	1.790953	28.093971	2.09114	-0.616654	-1.246846	1.277451	0.040418	3.100475	0.053877	0.13282	2.800982	-0.114118	25.722474	1.022553	10.882118	2.76118	-11.058299	7.912351	3.129649	32.188281	4.03041	-7.726081	43.117375	-10.024528	0.852224	21.132315	1.63573	-0.343254	-0.967509	0.979698	0.157768	2.238636	-0.174409	0.239588	2.108871	-1.132625	21.986243	0.612019	3.49066	0.247869	-5.770444	9.028742	4.338393	35.09092	3.507547	-6.286423	47.176039	-10.426521	-0.354436	22.99236	1.775114	-0.428655	-1.015916	1.008304	0.139282	2.771938	-0.246827	0.256588	2.485956	-0.904671	24.58201	0.659345	5.99735	2.778541	-8.796638	10.375562	7.24529	35.695185	3.156976	-5.211158	47.963695	-9.738098	-1.020857	23.403848	1.903796	-0.456544	-1.037653	1.016797	0.141737	2.853207	-0.290932	0.312716	2.628337	-0.334759	25.653334	0.757811	4.121206	4.94901	-11.436883
18	11.822148	2.145191	30.91625	4.154291	-15.110209	46.34173	-3.736981	2.815287	25.983366	1.751832	-0.471674	-0.938413	1.108042	0.09249	2.409592	0.097016	0.13081	2.291633	-0.931649	21.650247	0.790772	5.405817	-1.006101	-5.514526	12.536844	2.415805	32.79647	4.32996	-14.858299	49.10176	-3.667998	2.130066	28.581163	1.910405	-0.541562	-0.982921	1.205626	0.090133	2.799701	0.078942	0.156402	2.689683	-0.208104	23.997986	0.869878	8.840652	2.094328	-7.233149	10.883241	2.43343	36.312822	3.436147	-14.811576	50.131765	-2.853292	1.788572	29.498518	1.939265	-0.553835	-1.115316	1.18416	0.058566	2.894768	0.085792	0.181892	2.926522	0.608119	25.134835	0.943434	10.522712	4.55805	-8.919546	7.605084	2.351566	30.654061	3.663772	-7.268056	43.094955	-9.987877	0.769234	22.260543	1.625002	-0.3407	-0.906355	0.945237	0.164269	2.195301	-0.174539	0.258463	2.247864	-0.82048	22.033403	0.604893	3.996106	1.072332	-5.335228	8.451359	3.558379	33.080204	2.884038	-5.80448	46.839477	-10.309047	-0.291826	24.395568	1.720642	-0.401814	-0.896541	0.93197	0.148342	2.651107	-0.240726	0.28153	2.639526	-0.374877	24.308233	0.613761	6.088462	3.734996	-7.668966	9.921817	6.159218	33.707646	2.191975	-4.457716	47.420123	-9.482075	-0.860211	25.022704	1.796449	-0.400449	-0.881593	0.895568	0.158502	2.667212	-0.284007	0.353358	2.777672	0.409881	25.104578	0.662222	5.59317	5.994082	-9.560979
19	11.183474	2.35524	29.467092	4.56861	-15.063675	46.219889	-3.496581	2.762331	26.943031	1.72531	-0.449693	-0.863185	1.092737	0.104413	2.319256	0.108793	0.150868	2.396484	-0.665359	21.418306	0.79928	5.875515	0.191022	-4.780793	11.595751	2.754034	30.870532	4.668102	-14.794009	48.496473	-3.219734	2.147396	29.57511	1.796508	-0.493371	-0.876325	1.1448	0.098057	2.601548	0.106491	0.183954	2.784544	0.264742	23.381084	0.824216	8.418724	3.544811	-5.600324	10.205212	1.984076	33.396787	3.445224	-14.366355	49.33599	-2.160318	1.791835	30.508534	1.756079	-0.489699	-1.010901	1.077452	0.068452	2.629866	0.120375	0.223223	2.997052	1.303379	24.243516	0.82701	9.67998	5.886514	-6.161473	7.23738	1.905743	29.07085	3.554979	-7.046757	42.841757	-9.91484	0.721609	23.228707	1.590407	-0.324412	-0.836905	0.909976	0.171686	2.101921	-0.170319	0.277536	2.361275	-0.537477	21.789091	0.595172	4.202424	1.593133	-4.693586	7.80709	3.097731	31.078777	2.598148	-5.538526	46.246019	-10.124567	-0.198655	25.515434	1.630593	-0.358042	-0.774334	0.856592	0.157874	2.470221	-0.227431	0.305701	2.747921	0.131361	23.713136	0.555336	5.857813	4.231964	-6.047949	9.363979	5.221852	31.704287	1.52093	-3.904858	46.601441	-9.098753	-0.611472	26.256811	1.643217	-0.328506	-0.747239	0.772114	0.174291	2.417897	-0.265354	0.390365	2.869811	1.124052	24.205678	0.536488	5.544867	6.290378	-6.964815
20	10.46048	2.688811	27.981411	4.977294	-15.048831	45.867484	-3.22475	2.709249	27.713433	1.697801	-0.426545	-0.788333	1.072392	0.112585	2.186973	0.120096	0.168241	2.471822	-0.397106	20.985423	0.797094	5.858884	1.352904	-3.853829	10.634863	3.134517	28.954446	4.921837	-14.722266	47.656357	-2.669285	2.105096	30.251776	1.673915	-0.445056	-0.780476	1.071645	0.099587	2.358396	0.13465	0.209339	2.829773	0.740771	22.521077	0.759734	7.591849	4.708832	-3.567859	9.603468	1.598191	30.396486	3.442873	-13.961384	48.27197	-1.380874	1.78911	31.082581	1.562663	-0.427929	-0.920747	0.963176	0.069739	2.314968	0.15707	0.256519	3.006726	1.957428	23.041283	0.680768	8.659161	6.731336	-2.917695	6.833634	1.866042	27.519697	3.712935	-7.063058	42.379133	-9.79515	0.684702	24.019537	1.53724	-0.295731	-0.755417	0.874797	0.179222	1.964033	-0.161848	0.2964	2.445479	-0.274812	21.291643	0.584307	4.150544	2.004053	-3.803175	7.137845	3.002861	29.112379	2.620391	-5.503337	45.432312	-9.84061	-0.08249	26.319594	1.515148	-0.301184	-0.658903	0.78312	0.166955	2.237311	-0.207013	0.329175	2.805864	0.623756	22.839224	0.483223	5.39381	4.515282	-4.004711	8.691534	4.484656	29.628963	1.14511	-3.592329	45.561155	-8.560346	-0.283626	27.056732	1.460822	-0.247401	-0.637025	0.652909	0.188541	2.115166	-0.235409	0.423178	2.899053	1.7937	22.966674	0.389496	5.397331	6.178743	-3.784947
21	9.725508	3.0901	26.512857	5.32637	-15.057102	45.28934	-2.893512	2.652315	28.278865	1.652724	-0.400631	-0.714702	1.040311	0.116243	2.021308	0.132647	0.1837	2.515206	-0.116667	20.379385	0.780818	5.39609	2.428763	-2.728879	9.727116	3.522434	27.054261	5.039293	-14.635864	46.594584	-1.997736	2.000379	30.574722	1.54743	-0.39858	-0.695309	0.98692	0.094665	2.081769	0.162475	0.232922	2.822608	1.216304	21.437296	0.674109	6.56422	5.529682	-1.223133	9.10203	1.316238	27.347079	3.410652	-13.63126	46.942445	-0.502081	1.780393	31.179547	1.372456	-0.371334	-0.831507	0.845938	0.062151	1.964725	0.194893	0.280617	2.952009	2.54098	21.526304	0.515314	7.651294	7.063196	0.605376	6.417076	2.221836	26.029176	4.077216	-7.297181	41.71355	-9.613889	0.660363	24.607372	1.46369	-0.256687	-0.668729	0.836153	0.186057	1.788106	-0.149242	0.314799	2.497612	-0.018192	20.588566	0.568421	3.884947	2.403496	-2.648339	6.484791	3.233861	27.156995	2.844451	-5.682546	44.418743	-9.417649	0.06046	26.778426	1.379835	-0.23583	-0.560648	0.707406	0.174515	1.964522	-0.180269	0.352203	2.810918	1.103855	21.721546	0.396009	4.778357	4.686411	-1.663049	7.987793	3.961738	27.480703	1.001879	-3.530337	44.326109	-7.850017	0.116857	27.373964	1.265777	-0.164445	-0.555286	0.540669	0.200321	1.775651	-0.196416	0.450754	2.861225	2.38992	21.399146	0.233226	5.022303	5.84157	-0.25815
22	9.054727	3.504026	25.08437	5.572366	-15.087611	44.490792	-2.481758	2.590629	28.616081	1.577477	-0.370598	-0.64275	0.991628	0.114982	1.831583	0.147631	0.19788	2.525387	0.180998	19.626847	0.745066	4.59776	3.331075	-1.402993	8.93159	3.898351	25.146805	5.008755	-14.547945	45.313066	-1.212341	1.847283	30.510768	1.415723	-0.354871	-0.617471	0.892319	0.083382	1.784319	0.189441	0.253151	2.762744	1.671165	20.139237	0.569775	5.503734	5.929612	1.26405	8.686167	1.176529	24.259398	3.358266	-13.412348	45.338044	0.463234	1.780147	30.761812	1.190265	-0.322052	-0.737318	0.729622	0.04633	1.594561	0.232426	0.293705	2.832684	3.019706	19.711595	0.343415	6.7531	6.84262	4.145307	6.014511	2.886367	24.586704	4.541338	-7.704682	40.848754	-9.353281	0.663772	24.962721	1.370523	-0.210869	-0.583553	0.790489	0.191839	1.583229	-0.132882	0.332765	2.515521	0.245104	19.726626	0.540518	3.444899	2.780225	-1.273715	5.884244	3.690263	25.162166	3.134672	-6.025876	43.215924	-8.829583	0.232789	26.863186	1.233707	-0.167666	-0.480739	0.625973	0.180007	1.667108	-0.148959	0.374619	2.762559	1.558473	20.38161	0.296981	4.095653	4.723653	0.823708	7.289786	3.629616	25.219712	1.007816	-3.700834	42.899068	-6.974337	0.586025	27.164898	1.074825	-0.086443	-0.496615	0.437259	0.209262	1.419211	-0.152348	0.471683	2.755087	2.876372	19.527921	0.083153	4.638832	5.324653	3.300283
23	8.506817	3.894855	23.694968	5.690305	-15.142774	43.483007	-1.977873	2.528744	28.695022	1.476046	-0.337967	-0.574373	0.928316	0.109244	1.624723	0.165247	0.211265	2.501784	0.490673	18.745096	0.687925	3.682079	3.95877	0.089263	8.278643	4.264413	23.195697	4.855505	-14.488142	43.812009	-0.345756	1.671034	30.03839	1.278087	-0.31437	-0.545734	0.791011	0.066294	1.477271	0.215039	0.267018	2.652709	2.076382	18.637019	0.452867	4.55952	5.854741	3.678444	8.311684	1.213469	21.138196	3.315755	-13.34648	43.447837	1.480212	1.81362	29.79612	1.012966	-0.280656	-0.635135	0.616209	0.023452	1.221176	0.26769	0.293442	2.651943	3.361448	17.633873	0.17598	5.936244	6.064162	7.425098	5.653936	3.726084	23.159556	4.983755	-8.216309	39.79767	-8.994642	0.700649	25.061715	1.264245	-0.162325	-0.505142	0.735108	0.196237	1.360784	-0.113619	0.350173	2.498427	0.519974	18.741562	0.495305	2.903797	3.053222	0.209125	5.357945	4.249766	23.078831	3.37263	-6.460818	41.831691	-8.080044	0.432438	26.54726	1.09	-0.102515	-0.41727	0.539168	0.183793	1.360636	-0.116217	0.395306	2.662144	1.963103	18.835133	0.193981	3.456315	4.547821	3.268372	6.610175	3.456007	22.800127	1.092011	-4.072082	41.268723	-5.9662	1.120853	26.395653	0.899988	-0.017403	-0.44669	0.3438	0.215839	1.065352	-0.10861	0.484366	2.584101	3.220092	17.399483	-0.047023	4.282607	4.609391	6.541999
24	8.103009	4.253574	22.329788	5.678502	-15.226409	42.283279	-1.383756	2.473332	28.487573	1.356461	-0.304767	-0.513002	0.854283	0.099484	1.406467	0.184706	0.223295	2.444586	0.797135	17.742038	0.612332	2.872628	4.242513	1.642862	7.759885	4.637839	21.169063	4.627274	-14.497505	42.096635	0.554992	1.504694	29.148354	1.137373	-0.27737	-0.478062	0.687165	0.044502	1.171102	0.238481	0.271337	2.497836	2.402346	16.952716	0.330398	3.817385	5.320976	5.834297	7.92806	1.446348	17.990732	3.314399	-13.483833	41.269562	2.50335	1.912926	28.251235	0.836927	-0.24662	-0.520423	0.506527	-0.005035	0.862121	0.298525	0.277977	2.416738	3.541462	15.357177	0.021883	5.07214	4.800837	10.189124	5.354938	4.600472	21.713624	5.300741	-8.750323	38.586072	-8.524521	0.75921	24.891624	1.152898	-0.11422	-0.439621	0.667953	0.198575	1.131904	-0.092848	0.366283	2.447197	0.799702	17.653597	0.432118	2.375108	3.136007	1.678077	4.903291	4.806275	20.880047	3.4892	-6.922737	40.275584	-7.200938	0.660367	25.813014	0.960356	-0.044676	-0.365708	0.451035	0.18694	1.060112	-0.085864	0.412338	2.513545	2.289594	17.105285	0.095986	2.943335	4.109293	5.459372	5.9361	3.406132	20.185626	1.207742	-4.619868	39.421325	-4.876033	1.72091	25.044538	0.744035	0.042036	-0.388658	0.259508	0.220415	0.733023	-0.070908	0.486791	2.356665	3.397424	15.084933	-0.14883	3.873386	3.701664	9.163196
25	7.822959	4.590163	20.970187	5.555238	-15.341354	40.914912	-0.718465	2.427513	27.98006	1.226441	-0.272541	-0.459558	0.773218	0.085901	1.183766	0.204427	0.232267	2.355509	1.080501	16.624264	0.523962	2.292988	4.172234	3.10296	7.329904	5.034799	19.052409	4.377454	-14.621487	40.178366	1.441661	1.386989	27.836413	0.996963	-0.243908	-0.409975	0.584585	0.019605	0.875272	0.259102	0.264113	2.305833	2.62644	15.123046	0.209215	3.265191	4.412619	7.617047	7.504094	1.863037	14.826116	3.365827	-13.878863	38.814271	3.485783	2.118786	26.095881	0.662519	-0.219667	-0.389176	0.402166	-0.037064	0.534165	0.323059	0.247517	2.138141	3.54805	12.969611	-0.111336	4.023691	3.205767	12.216954	5.118126	5.395949	20.224739	5.431596	-9.232863	37.246371	-7.942446	0.822529	24.447827	1.042832	-0.068697	-0.389618	0.589556	0.198589	0.90749	-0.072475	0.380098	2.364013	1.067284	16.473107	0.355096	1.957616	2.988545	3.046012	4.491385	5.291049	18.56801	3.472155	-7.386584	38.560767	-6.23766	0.927926	24.656973	0.848139	0.004678	-0.319736	0.366004	0.190323	0.778023	-0.060769	0.423307	2.323175	2.514517	15.228782	0.010836	2.566015	3.435986	7.20949	5.250026	3.439611	17.377111	1.325533	-5.343518	37.35012	-3.758442	2.396366	23.098582	0.598869	0.093319	-0.312637	0.181527	0.222666	0.438517	-0.043841	0.476886	2.085245	3.398188	12.676993	-0.218904	3.274615	2.667017	10.961229
