Time	L.ASISX	L.ASISY	L.ASISZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.PSISX	L.PSISY	L.PSISZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	R.ASISX	R.ASISY	R.ASISZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.PSISX	R.PSISY	R.PSISZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ
4.688	2449.36	1063.374	964.219	2254.512	238.863	1003.999	2283.065	238.728	960.877	2286.648	274.387	1004.352	2394.606	1133.721	924.029	2455.917	137.192	1018.964	2413.375	150.49	919.332	2282.495	1105.621	1018.756	2398.953	330.101	942.804	2364.155	350.981	974.643	2435.241	401.534	930.522	2402.162	425.857	964.57	2536.045	705.388	909.414	2493.252	675.993	961.189	2459.485	783.908	894.939	2420.329	758.069	945.67	2438.579	1035.453	1168.191	1859.152	181.499	1072.34	1890.039	168.425	1116.127	1898.658	209.823	1077.8	2394.909	1114.296	1193.966	2008.974	58.663	1130.187	2037.991	57.038	1024.084	2284.437	1103.168	1095.239	2003.387	255.239	1135.028	1970.907	282.864	1099.512	2040.315	325.429	1153.82	2009.216	351.328	1117.408	2238.887	643.571	1186.102	2183.917	660.064	1138.801	2252.058	752.168	1203.528	2200.618	767.17	1157.601
4.694	2450.252	1067.324	963.776	2279.453	218.229	1007.66	2307.678	219.092	964.378	2309.41	255.848	1007.488	2396.531	1138.873	923.891	2487.536	131.118	1022.352	2443.313	139.449	922.882	2284.161	1109.842	1019.551	2417.144	319.183	944.843	2381.161	337.708	976.848	2447.719	392.804	931.598	2413.648	414.954	966.127	2534.822	707.905	910.325	2491.479	678.154	961.412	2458.88	787.042	896.307	2419.49	761.203	946.764	2441.216	1038.937	1167.622	1849.902	197.291	1073.231	1879.222	181.593	1117.2	1891.052	222.988	1079.676	2398.469	1118.604	1193.735	1990.656	62.971	1131.196	2021.615	61.304	1025.599	2286.976	1107.768	1096.212	1993.122	263.951	1137.283	1961.244	290.606	1101.062	2030.101	334.272	1155.087	1999.047	359.524	1118.434	2232.112	651.391	1185.832	2177.475	669.453	1138.897	2248.062	759.544	1203.801	2197.244	775.927	1157.762
4.701	2450.939	1070.531	963.328	2305.165	198.508	1011.489	2333.123	200.204	968.051	2331.966	238.059	1009.909	2397.577	1142.717	923.949	2518.812	125.749	1025.534	2473.245	129.403	926.242	2285.795	1113.492	1020.138	2434.582	308.252	946.505	2398.364	324.222	978.991	2461.417	383.615	933.368	2425.783	403.429	967.999	2533.152	709.444	910.909	2488.964	679.264	961.058	2457.992	789.454	897.416	2417.976	763.412	947.324	2443.504	1042.548	1167.393	1842.115	213.795	1074.294	1869.575	195.374	1118.376	1884.752	236.43	1081.945	2401.502	1122.485	1193.439	1972.633	68.263	1133.166	2003.672	67.581	1026.336	2289.175	1111.935	1096.895	1983.757	272.349	1139.497	1952.873	298.25	1102.509	2021.689	343.314	1156.057	1990.073	367.664	1119.152	2226.374	658.636	1185.31	2171.993	677.912	1138.592	2244.778	766.411	1203.82	2194.347	784.007	1157.698
4.708	2452.837	1073.4	962.905	2331.354	179.256	1015.277	2358.869	182.056	971.354	2355.532	220.416	1012.818	2398.455	1145.69	923.928	2549.469	121.113	1028.559	2503.548	120.322	929.826	2287.1	1116.587	1020.668	2453.438	296.993	948.866	2415.778	310.881	981.092	2474.444	373.952	934.907	2437.754	391.676	969.675	2531.02	710.044	911.32	2485.961	679.555	960.208	2456.692	791.382	898.055	2416.049	764.837	946.903	2445.526	1045.949	1167.407	1834.87	230.131	1075.999	1860.779	209.308	1120.116	1878.902	249.888	1084.37	2404.111	1126.167	1193.458	1956.25	73.932	1134.667	1988.244	74.649	1028.291	2290.892	1115.767	1097.327	1975.254	280.987	1141.243	1944.601	306.419	1103.89	2012.427	351.455	1157.699	1981.713	376.006	1120.374	2221.789	665.356	1184.846	2167.582	685.797	1138.187	2241.95	772.874	1203.469	2192.076	791.296	1157.436
4.714	2451.878	1075.206	962.998	2357.794	160.813	1018.714	2384.948	164.854	974.834	2379.608	203.272	1015.877	2398.936	1147.541	923.954	2579.375	117.16	1031.478	2532.849	112.344	932.987	2288.393	1119.102	1021.026	2471.448	286.208	950.924	2432.963	297.999	982.937	2487.164	364.191	936.105	2450.083	379.604	971.547	2528.773	710.208	911.836	2482.229	679.121	958.955	2455.308	793.025	898.125	2413.898	765.636	945.794	2446.462	1048.658	1167.142	1827.882	246.075	1077.542	1852.124	223.537	1121.987	1872.866	263.21	1086.597	2406.288	1129.749	1193.559	1940.613	79.927	1136.608	1973.962	82.006	1031.882	2292.357	1119.1	1097.809	1966.892	289.429	1142.941	1936.404	314.969	1105.531	2005.02	359.741	1158.799	1974.405	384.288	1121.345	2218.274	671.37	1184.369	2164.373	692.485	1137.714	2240.126	778.514	1203.036	2190.66	797.646	1156.969
4.721	2452.325	1076.825	963.175	2384.986	143.261	1022.29	2410.268	149.769	977.422	2403.645	187.171	1018.962	2399.534	1148.699	924.0	2608.393	113.959	1034.285	2561.961	105.698	935.801	2289.302	1121.118	1021.471	2489.297	276.0	953.193	2450.322	285.603	985.598	2499.766	354.695	937.81	2461.396	368.319	972.643	2526.065	709.177	912.434	2477.656	678.054	957.627	2454.456	793.062	898.375	2411.396	766.292	944.564	2447.698	1051.442	1167.456	1821.022	261.109	1079.106	1843.837	237.142	1123.311	1866.801	276.09	1088.479	2407.979	1132.996	1193.642	1924.587	86.933	1136.772	1958.987	88.935	1033.906	2293.623	1121.874	1098.202	1959.253	297.753	1144.087	1928.687	323.787	1107.016	1998.328	367.464	1159.725	1967.799	392.579	1122.687	2215.917	676.377	1184.13	2162.36	698.165	1137.444	2239.503	783.012	1202.807	2190.196	802.93	1156.638
4.728	2452.93	1078.129	963.66	2411.65	127.506	1025.87	2436.487	135.096	980.772	2427.317	172.614	1021.885	2400.135	1149.384	924.048	2636.376	111.656	1036.804	2590.205	100.096	938.547	2290.194	1122.902	1021.88	2506.064	266.439	955.487	2467.683	273.442	989.183	2511.06	345.811	939.55	2473.041	357.355	975.414	2522.315	707.31	912.987	2472.448	676.728	956.887	2452.77	792.619	898.684	2408.504	766.493	943.874	2448.724	1053.845	1167.744	1813.807	275.872	1081.125	1835.24	250.92	1125.221	1860.344	288.358	1090.029	2409.31	1135.991	1193.634	1908.731	96.468	1137.316	1942.41	96.604	1033.91	2294.739	1124.185	1098.525	1951.486	306.07	1145.117	1921.284	332.768	1108.206	1992.065	374.945	1160.677	1961.656	400.585	1123.985	2214.899	680.245	1184.052	2161.545	702.696	1137.441	2239.715	786.622	1202.82	2190.6	807.114	1156.724
4.734	2453.671	1079.109	964.211	2437.971	113.836	1029.658	2462.052	122.435	984.255	2450.906	159.726	1025.284	2401.131	1149.937	924.202	2663.119	110.209	1038.843	2616.9	95.395	941.134	2291.043	1124.26	1022.154	2521.909	258.127	957.571	2484.405	262.597	992.749	2521.673	337.177	941.97	2484.549	346.116	979.756	2517.45	704.545	913.5	2466.587	674.927	956.966	2450.109	791.575	899.316	2404.861	766.187	943.806	2449.41	1056.025	1168.613	1804.794	289.144	1083.402	1826.505	263.453	1127.064	1851.887	300.224	1091.545	2410.186	1138.726	1193.661	1895.024	107.276	1138.104	1926.96	106.427	1033.292	2295.594	1126.2	1098.906	1943.737	314.284	1145.896	1914.053	342.039	1109.416	1986.123	382.151	1161.521	1956.383	408.986	1125.182	2215.093	682.891	1184.256	2161.939	705.77	1137.666	2240.809	789.006	1203.138	2191.782	809.967	1157.244
4.741	2454.51	1079.82	964.846	2463.314	102.596	1034.047	2486.708	111.649	988.802	2474.329	148.892	1029.137	2401.763	1150.365	924.253	2688.354	109.886	1040.277	2641.779	91.631	943.43	2291.727	1125.574	1022.381	2536.83	250.464	960.032	2500.285	252.546	996.326	2530.802	329.547	944.272	2494.698	335.869	983.587	2511.329	700.823	913.974	2460.248	672.67	957.724	2446.433	789.741	900.239	2400.602	765.325	944.525	2450.104	1057.809	1168.979	1795.111	301.653	1085.988	1817.182	275.282	1129.257	1842.438	311.875	1093.367	2410.673	1141.016	1193.671	1882.771	117.49	1137.85	1912.678	116.905	1032.294	2296.363	1127.726	1099.155	1935.706	323.289	1146.37	1906.783	352.344	1110.289	1980.422	389.525	1162.246	1951.488	417.529	1126.198	2216.539	684.283	1184.671	2163.333	707.545	1138.249	2242.692	790.205	1203.765	2193.519	811.513	1158.135
4.748	2455.312	1080.203	965.492	2487.244	93.784	1039.277	2509.315	102.878	993.583	2496.077	140.334	1033.429	2402.636	1150.655	924.254	2711.762	110.744	1040.857	2664.156	88.845	945.235	2292.317	1126.444	1022.488	2550.964	243.841	962.389	2515.36	243.56	999.779	2539.618	322.255	946.638	2503.76	326.448	986.356	2504.572	696.701	914.337	2453.303	670.155	959.353	2441.924	787.182	901.15	2395.705	764.026	945.845	2450.905	1059.404	1168.918	1785.34	313.711	1088.493	1807.753	286.908	1131.241	1832.961	323.13	1094.943	2410.89	1142.886	1193.601	1871.733	127.939	1136.542	1899.652	127.968	1031.005	2296.96	1128.921	1099.423	1928.353	332.098	1146.78	1900.179	362.303	1111.395	1975.363	396.848	1162.758	1946.56	426.33	1127.158	2219.009	684.398	1185.262	2165.711	707.799	1139.124	2245.174	790.267	1204.793	2195.626	811.691	1159.466
4.754	2455.968	1080.198	966.293	2509.055	87.02	1045.831	2529.614	95.769	999.01	2515.623	133.63	1038.09	2403.702	1150.82	924.358	2732.683	113.12	1040.958	2683.672	86.776	947.243	2292.915	1127.04	1022.527	2563.836	238.577	964.459	2528.645	236.34	1002.225	2547.815	316.038	948.348	2511.866	318.337	988.382	2497.23	692.279	915.125	2446.451	667.619	961.549	2436.587	784.119	901.656	2390.906	762.53	947.664	2451.464	1060.389	1169.36	1776.319	325.867	1090.895	1799.278	297.806	1132.511	1824.121	334.52	1096.801	2410.844	1144.33	1193.589	1860.866	138.551	1135.801	1887.734	139.283	1030.325	2297.317	1129.492	1099.549	1921.366	341.15	1147.473	1893.559	372.885	1112.423	1970.79	403.988	1163.423	1943.012	434.684	1128.167	2222.325	683.397	1186.042	2168.921	706.705	1139.906	2248.137	789.231	1205.879	2198.086	810.713	1161.009
4.761	2456.602	1079.788	967.141	2528.196	81.933	1052.602	2547.179	89.829	1004.826	2532.687	128.525	1043.027	2404.719	1150.723	924.564	2750.429	116.824	1040.952	2700.029	85.477	949.211	2293.424	1127.163	1022.495	2575.338	234.2	966.528	2540.13	230.358	1004.204	2555.231	310.652	949.623	2519.035	311.208	989.604	2489.307	687.934	915.671	2439.949	665.112	964.149	2431.179	780.825	901.891	2385.549	761.183	949.149	2452.11	1060.995	1169.691	1768.323	338.233	1093.191	1791.25	309.228	1134.215	1816.396	346.035	1098.834	2410.574	1145.047	1193.678	1850.717	148.847	1134.66	1876.548	150.767	1029.267	2297.483	1129.434	1099.703	1915.753	349.753	1147.742	1888.55	382.952	1113.868	1967.522	410.677	1164.016	1940.417	442.602	1129.381	2226.173	681.472	1186.795	2172.619	704.586	1140.732	2251.344	787.344	1207.056	2200.776	808.72	1162.644
4.768	2456.999	1078.911	967.911	2544.261	78.129	1059.265	2561.797	85.051	1010.805	2546.653	124.644	1047.471	2405.459	1150.36	924.857	2764.712	120.902	1040.977	2713.276	84.711	951.66	2293.716	1126.747	1022.46	2584.395	230.666	968.52	2549.409	225.352	1006.094	2561.196	305.977	951.405	2524.562	304.952	990.813	2482.958	683.432	916.815	2432.854	663.341	966.334	2426.193	777.557	902.208	2381.112	759.968	950.84	2452.561	1060.847	1170.103	1761.874	351.906	1096.11	1784.438	320.916	1135.935	1810.037	357.745	1101.234	2410.146	1145.158	1193.821	1839.528	160.025	1134.711	1866.014	162.185	1029.092	2297.533	1128.8	1099.899	1910.94	358.078	1148.664	1884.733	392.493	1115.142	1965.081	417.065	1164.841	1938.993	450.113	1130.693	2230.455	678.737	1187.57	2176.681	701.399	1141.576	2254.619	784.73	1208.172	2203.617	805.816	1164.037
4.774	2457.249	1077.656	968.565	2556.711	75.224	1064.919	2573.248	81.22	1016.102	2557.395	121.255	1052.74	2405.955	1149.587	925.403	2775.36	124.672	1041.737	2723.395	84.502	954.222	2293.796	1125.767	1022.531	2590.972	227.737	970.978	2556.042	221.155	1008.28	2564.887	302.119	953.304	2528.134	299.724	992.385	2476.484	679.55	917.742	2427.594	661.172	968.787	2422.029	774.404	902.659	2377.397	758.657	952.505	2452.911	1060.24	1170.519	1756.83	364.863	1098.397	1778.861	332.853	1137.84	1805.219	369.497	1103.388	2409.607	1144.716	1194.012	1830.19	170.569	1133.911	1855.904	173.876	1027.33	2297.365	1127.425	1100.071	1907.328	366.213	1149.531	1882.204	401.806	1116.623	1963.764	422.853	1165.707	1938.757	457.163	1132.03	2235.086	675.119	1188.489	2181.152	697.462	1142.072	2258.004	781.461	1209.077	2206.623	802.074	1165.016
4.781	2457.212	1076.061	969.008	2565.037	72.737	1069.126	2581.207	78.383	1019.726	2564.53	118.524	1056.175	2405.694	1148.289	925.779	2782.296	127.17	1043.788	2730.984	84.043	957.506	2293.677	1124.046	1022.756	2594.722	225.231	973.325	2560.308	217.786	1010.909	2566.418	298.699	955.47	2529.928	295.417	994.897	2471.619	675.936	918.666	2423.148	658.842	970.872	2418.507	771.594	903.245	2374.255	757.077	953.816	2453.253	1059.235	1170.963	1753.388	378.004	1100.631	1774.694	344.996	1139.629	1801.95	381.358	1105.501	2409.017	1143.469	1194.302	1821.341	181.493	1133.606	1846.882	185.477	1026.671	2296.969	1125.494	1100.415	1904.79	374.243	1150.626	1881.041	410.865	1117.816	1963.553	428.359	1166.599	1939.857	463.786	1133.301	2239.847	671.029	1189.173	2186.056	692.65	1142.317	2261.346	777.704	1209.697	2209.955	797.581	1165.516
4.788	2456.927	1074.143	969.154	2569.035	70.205	1072.363	2585.369	75.38	1023.607	2567.914	115.871	1058.878	2404.939	1146.347	926.097	2785.533	127.735	1047.247	2735.067	82.692	961.365	2293.22	1121.689	1023.17	2595.806	222.384	975.783	2561.964	214.702	1013.875	2565.997	295.284	957.747	2530.371	291.646	997.856	2467.995	672.882	919.864	2419.286	656.646	971.982	2415.873	769.016	903.983	2371.627	755.215	954.654	2453.42	1057.572	1171.435	1751.605	391.245	1102.985	1772.105	357.353	1141.455	1800.267	393.156	1107.618	2408.304	1141.58	1194.736	1813.844	192.355	1133.28	1838.999	197.122	1026.154	2296.508	1122.941	1100.891	1903.557	381.849	1151.732	1881.36	419.627	1119.043	1964.52	433.49	1167.77	1942.379	470.025	1134.555	2244.913	666.315	1189.88	2191.458	686.974	1142.372	2264.876	773.207	1210.196	2213.554	792.334	1165.467
4.794	2456.309	1072.002	968.98	2568.838	67.675	1075.195	2585.707	72.369	1026.592	2567.604	113.184	1061.264	2403.629	1143.765	926.286	2785.12	126.231	1051.443	2735.811	79.911	965.582	2292.446	1118.66	1023.889	2594.397	219.113	978.321	2561.134	211.589	1017.091	2563.962	291.697	960.109	2528.901	288.406	1000.958	2465.46	670.42	920.964	2416.005	654.324	972.483	2414.019	766.956	904.933	2369.3	753.283	955.29	2453.659	1055.75	1171.809	1751.493	404.407	1105.292	1771.04	369.571	1143.366	1800.289	404.799	1109.696	2407.645	1138.97	1195.13	1807.177	203.526	1133.51	1832.252	208.506	1025.996	2295.833	1119.777	1101.586	1903.627	389.312	1152.817	1883.072	427.945	1120.11	1966.773	438.318	1168.914	1946.259	475.705	1135.697	2250.654	660.766	1190.594	2197.376	680.542	1142.339	2268.539	768.248	1210.508	2217.524	786.279	1165.054
4.801	2455.329	1069.686	968.629	2564.84	64.988	1078.131	2582.244	69.049	1029.582	2563.864	110.236	1063.597	2400.725	1140.281	926.643	2781.314	122.904	1056.089	2732.972	75.501	970.273	2291.395	1114.962	1024.965	2591.002	215.385	980.913	2558.019	208.318	1019.947	2560.685	287.961	962.811	2526.024	285.178	1003.803	2464.262	667.855	922.176	2413.883	651.719	972.999	2412.901	764.896	906.05	2367.515	751.021	955.768	2453.4	1052.624	1172.181	1753.235	417.254	1107.379	1771.587	381.549	1145.265	1802.008	416.042	1111.78	2407.013	1135.666	1195.634	1802.728	213.284	1132.571	1827.063	220.328	1026.216	2295.17	1115.843	1102.697	1904.918	396.558	1154.168	1886.193	435.748	1121.136	1970.12	442.796	1170.087	1951.236	480.958	1136.659	2256.468	654.777	1191.45	2203.851	673.254	1142.109	2272.263	762.682	1210.657	2221.79	779.581	1164.249
4.808	2454.182	1067.19	968.015	2557.258	61.947	1081.149	2575.286	65.316	1032.745	2556.982	107.089	1065.941	2399.094	1136.729	926.844	2774.516	117.538	1060.791	2726.611	69.505	975.198	2289.986	1110.738	1026.395	2585.676	211.461	983.481	2552.494	204.823	1022.493	2556.332	284.255	965.016	2521.534	282.094	1005.905	2463.283	665.489	923.132	2412.831	649.119	973.629	2412.156	762.578	907.056	2366.566	748.293	956.488	2453.305	1049.286	1171.99	1756.688	429.642	1109.146	1773.583	393.248	1147.056	1805.328	426.735	1113.821	2406.305	1131.91	1196.215	1798.81	223.832	1133.271	1824.201	229.565	1027.619	2294.343	1111.242	1103.986	1907.524	403.637	1155.537	1890.616	443.208	1122.284	1974.491	447.164	1171.145	1957.458	485.652	1137.589	2262.631	648.099	1192.361	2211.361	665.07	1141.186	2276.172	756.513	1210.729	2226.225	772.133	1163.315
4.814	2454.027	1064.499	966.874	2546.328	58.607	1083.925	2564.881	61.216	1035.779	2546.962	103.632	1068.434	2396.354	1132.727	927.028	2764.623	110.343	1065.594	2716.943	62.403	979.851	2288.285	1105.993	1028.005	2578.852	207.192	985.935	2544.99	201.302	1024.295	2551.164	280.641	966.775	2515.751	279.149	1007.372	2463.264	662.917	924.419	2412.616	646.471	974.778	2411.587	759.813	908.522	2365.802	745.387	957.505	2452.938	1045.434	1172.028	1761.645	441.416	1110.939	1776.923	404.65	1148.602	1809.565	435.658	1116.089	2405.711	1127.44	1196.69	1796.085	234.424	1134.913	1822.865	239.865	1028.889	2293.535	1106.077	1105.372	1911.333	410.328	1157.109	1896.241	450.228	1123.221	1980.053	451.226	1172.402	1964.772	490.035	1138.517	2269.015	641.046	1193.359	2218.674	656.374	1140.628	2280.164	749.782	1210.654	2230.712	764.022	1162.473
4.821	2451.8	1060.966	965.689	2532.343	55.157	1085.828	2551.596	57.109	1037.593	2534.335	100.086	1070.237	2393.535	1128.565	927.277	2751.953	101.387	1070.502	2704.421	54.514	984.218	2286.45	1100.689	1029.671	2570.271	202.752	988.146	2535.692	197.822	1026.001	2545.095	276.865	968.619	2508.749	276.326	1008.557	2463.644	660.264	925.655	2412.479	643.627	975.684	2411.07	756.609	909.666	2365.532	742.011	958.857	2452.593	1041.038	1171.146	1768.065	452.651	1111.864	1781.604	415.488	1149.839	1815.775	445.378	1117.613	2405.183	1122.491	1196.979	1795.095	244.626	1136.959	1823.365	248.951	1031.219	2292.644	1100.464	1106.924	1916.411	416.758	1158.844	1903.145	456.715	1124.443	1986.68	454.944	1173.927	1973.207	493.896	1139.331	2275.879	633.443	1194.245	2226.281	646.972	1140.427	2284.317	742.586	1210.556	2235.387	755.218	1161.42
4.828	2449.902	1057.15	964.441	2515.602	51.736	1086.185	2535.838	53.559	1038.639	2519.504	96.734	1071.261	2390.857	1123.753	927.308	2737.005	90.752	1075.431	2689.586	46.276	988.072	2284.37	1094.949	1031.345	2560.383	198.209	990.047	2525.017	194.385	1027.534	2537.92	273.118	970.383	2500.936	273.627	1009.496	2464.296	657.119	927.097	2413.619	640.124	977.414	2410.604	752.793	910.799	2365.558	737.885	960.533	2452.114	1036.072	1170.082	1775.575	463.057	1113.014	1787.1	427.384	1152.241	1823.112	454.516	1118.875	2404.729	1117.121	1197.006	1795.997	254.423	1139.662	1825.66	257.079	1034.124	2291.66	1094.517	1108.336	1922.852	421.537	1159.719	1911.17	462.59	1125.504	1994.434	458.065	1175.36	1982.656	497.167	1140.187	2283.217	625.428	1195.096	2234.304	637.102	1140.262	2288.518	734.759	1210.56	2240.848	745.411	1159.674
4.834	2448.417	1052.979	963.09	2495.931	49.67	1086.665	2516.961	51.51	1039.622	2502.307	94.939	1073.014	2388.051	1118.558	927.421	2719.844	78.46	1081.386	2671.952	43.142	990.617	2282.32	1088.825	1032.855	2549.254	193.459	991.785	2513.062	190.875	1028.52	2529.715	269.282	971.957	2492.201	271.027	1010.575	2464.956	653.005	928.306	2414.932	635.729	979.197	2409.98	747.791	911.692	2365.51	733.049	962.033	2451.403	1030.672	1168.979	1783.974	473.065	1114.662	1794.222	436.361	1153.352	1831.287	462.953	1119.938	2404.233	1111.464	1197.304	1798.907	263.826	1142.948	1829.554	264.44	1037.29	2290.609	1088.06	1109.645	1930.359	427.303	1161.543	1920.382	467.841	1127.119	2003.249	460.842	1177.179	1993.067	499.81	1141.306	2290.856	617.023	1196.15	2242.709	626.938	1140.278	2292.977	726.623	1210.639	2245.936	735.48	1158.892
4.841	2446.762	1048.405	961.862	2474.068	50.773	1086.376	2496.068	53.475	1039.883	2483.374	96.284	1074.888	2385.42	1112.884	927.409	2698.651	67.132	1090.689	2651.499	43.913	995.607	2280.159	1082.149	1033.997	2536.319	188.238	994.041	2499.308	187.125	1029.546	2520.31	264.653	973.526	2482.021	268.026	1011.272	2465.008	647.769	929.343	2416.062	630.102	981.009	2409.036	741.611	912.227	2365.507	726.985	963.524	2450.454	1025.097	1168.143	1793.186	481.266	1115.34	1802.407	444.778	1154.498	1840.41	470.678	1120.759	2403.614	1105.463	1197.448	1803.592	272.847	1147.311	1835.073	270.918	1041.719	2289.411	1081.403	1110.597	1939.107	432.519	1163.466	1930.775	472.546	1128.668	2013.118	462.989	1179.05	2004.5	501.939	1142.605	2299.03	608.368	1197.233	2251.427	616.549	1140.472	2297.758	718.068	1210.92	2251.171	725.312	1158.61
4.848	2445.424	1043.159	960.61	2451.164	47.812	1084.463	2474.436	52.578	1038.657	2461.792	93.74	1075.064	2383.203	1106.719	927.601	2678.306	58.991	1098.894	2631.768	45.025	1000.675	2278.035	1075.226	1034.907	2521.729	182.793	997.496	2482.94	183.786	1031.141	2509.901	259.595	975.477	2470.42	265.04	1011.696	2464.145	641.413	929.632	2416.609	624.058	982.721	2407.53	734.935	912.826	2364.782	720.564	964.92	2449.359	1019.283	1167.557	1803.352	488.495	1115.927	1812.155	452.65	1154.611	1850.403	477.546	1121.492	2402.623	1099.265	1197.556	1810.222	280.746	1151.492	1841.57	276.354	1046.222	2287.976	1074.559	1111.239	1949.069	437.172	1165.377	1942.107	476.561	1130.455	2024.775	464.138	1180.212	2016.865	503.413	1144.131	2307.547	599.694	1198.248	2260.48	606.333	1141.099	2303.046	709.429	1211.407	2256.584	715.051	1158.841
4.854	2444.53	1037.186	959.066	2427.306	40.556	1086.935	2450.684	49.684	1041.652	2437.318	87.278	1081.502	2381.496	1100.159	927.676	2654.143	54.702	1104.043	2609.035	45.589	1003.176	2277.34	1068.26	1035.384	2505.595	177.81	1002.462	2465.233	181.483	1033.911	2498.792	254.701	978.355	2457.773	263.502	1011.894	2461.663	635.196	929.825	2415.073	618.792	984.097	2405.951	729.103	914.281	2363.464	715.264	966.23	2448.028	1013.374	1167.291	1814.62	495.06	1114.319	1823.042	459.628	1155.845	1861.535	483.537	1121.991	2401.448	1092.839	1197.937	1818.584	288.111	1156.42	1849.246	280.832	1051.076	2286.225	1067.514	1111.418	1960.177	440.263	1168.31	1954.394	479.959	1131.896	2035.882	465.311	1182.677	2029.999	504.292	1145.718	2316.559	591.228	1199.48	2269.691	596.243	1141.921	2308.561	700.917	1212.27	2262.75	704.85	1159.031
4.861	2443.016	1030.397	958.367	2404.408	36.413	1091.439	2427.256	48.939	1046.614	2413.865	83.56	1089.162	2380.29	1093.573	927.858	2631.718	55.36	1104.098	2585.422	45.667	1004.299	2275.532	1061.29	1035.091	2488.898	173.659	1008.361	2447.175	180.183	1037.378	2486.906	250.74	982.244	2444.574	261.738	1013.486	2458.104	629.339	930.664	2412.432	613.877	985.932	2403.733	723.94	915.28	2361.365	710.572	967.464	2446.501	1007.409	1167.144	1826.806	500.613	1114.764	1835.131	466.219	1157.105	1873.69	488.59	1122.456	2399.816	1086.612	1198.025	1828.433	294.502	1161.554	1858.053	284.413	1056.168	2284.086	1060.446	1111.242	1972.294	442.868	1170.341	1967.438	482.597	1133.898	2048.193	465.781	1184.546	2043.742	504.675	1147.491	2325.924	583.09	1200.637	2278.991	586.59	1142.977	2314.785	692.341	1213.103	2268.647	694.89	1159.857
4.868	2441.532	1023.361	957.812	2381.822	35.115	1093.407	2405.016	49.683	1049.72	2391.754	82.106	1093.682	2379.355	1086.902	927.863	2610.746	52.857	1106.662	2563.196	45.963	1006.166	2273.537	1054.745	1034.328	2473.247	170.917	1013.552	2430.593	178.761	1041.368	2473.998	247.25	986.95	2431.093	259.88	1016.842	2454.794	623.844	932.501	2409.143	609.368	988.014	2400.989	718.56	916.26	2358.872	706.091	969.006	2444.813	1001.563	1167.144	1839.847	504.956	1115.274	1848.243	471.597	1158.373	1886.71	492.656	1122.771	2397.694	1080.088	1198.212	1839.83	299.989	1166.708	1867.971	287.062	1061.498	2281.637	1053.457	1110.404	1984.925	444.261	1171.782	1981.146	484.781	1135.694	2062.673	465.078	1185.427	2057.747	504.833	1149.367	2335.681	575.435	1202.109	2288.599	577.179	1144.565	2321.102	684.318	1214.067	2274.67	685.182	1161.149
