Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21
25	-24.380033	-1.159711	0.2678	36.071506	9.461806	17.274565	-22.065331	6.131252	-8.486029	-25.121468	-2.23038	0.758417	36.557317	7.777533	16.528375	-21.900207	7.161789	-8.122362	-25.098055	-0.591203	1.378626	39.493634	9.703697	17.155351	-24.007259	6.121445	-7.421478	-26.438345	-2.821254	0.206464	38.199262	7.996028	16.357518	-22.974767	7.496114	-7.336645	-23.145513	-2.014911	0.85524	38.726232	7.602308	15.587454	-24.000203	6.527143	-7.789185	-22.759008	-1.502819	0.982215	37.083699	8.590443	16.572979	-22.853584	6.48168	-7.941879	-25.512912	-2.572896	0.250844	38.695494	7.702296	14.335126	-24.068431	7.493554	-6.024882	-24.382567	-2.482786	0.282603	39.798904	8.103478	15.233997	-24.13286	7.804011	-6.137908	-25.656333	-0.331397	-0.396814	39.734473	9.481331	15.746884	-23.253233	4.865745	-8.021989	-27.054712	-1.645377	-0.820281	40.219862	7.854682	15.845313	-23.075961	7.596048	-7.104615	-24.21759	-1.305049	1.372011	40.773643	9.444049	15.816179	-24.734197	6.024053	-7.746729	-25.476912	-3.166572	-1.971647	33.751182	6.447172	15.779045	-20.224298	7.654864	-8.547883	-24.449935	-3.211787	-0.456688	37.617495	7.197898	16.473837	-22.925334	7.954769	-7.630736	-23.156563	-2.072662	1.292494	37.177034	7.679355	15.25518	-23.169696	7.143713	-7.613302	-24.543442	-1.617665	0.82526	36.960156	8.370687	16.549081	-22.469642	6.643561	-8.40405	-26.226708	-2.347301	-0.361126	40.204774	8.280287	15.825715	-24.1199	6.908481	-7.354941	-22.928116	-2.706546	0.426812	37.99987	7.315549	15.208072	-23.46484	7.121477	-7.326096	-23.069315	-1.695072	0.410056	36.869773	8.512866	16.687631	-22.692733	7.203294	-9.127541	-24.929876	-3.733761	0.208977	40.897976	7.368226	14.746173	-25.264815	8.712652	-6.308324	-25.301807	-3.286076	-0.801874	37.309947	7.211476	15.870399	-22.75266	7.696689	-8.720815	-22.501	-2.71319	0.198602	38.342657	7.2675	15.252986	-23.669123	7.554738	-7.328536
26	-22.439936	-1.194832	0.967955	34.173774	8.861329	17.027776	-21.706299	5.531104	-8.562986	-22.968555	-2.294781	1.546161	34.4569	7.317312	16.394989	-21.618151	6.70795	-8.332897	-23.077511	-0.589796	1.941406	37.576603	9.09157	17.147504	-23.931691	5.800986	-7.456271	-24.371451	-2.8912	0.808948	36.140002	7.494038	16.289434	-22.892139	7.060893	-7.550351	-21.129746	-1.938416	1.509534	36.609768	7.413357	15.900687	-23.564681	5.778117	-8.671917	-20.813446	-1.45719	1.40823	35.146078	7.952713	16.489376	-22.63019	5.838127	-8.108437	-23.423546	-2.621783	0.909174	36.304892	7.398227	14.486892	-23.566356	7.098818	-6.677793	-22.293214	-2.502542	0.932441	37.661432	7.826159	15.389785	-23.919527	7.287871	-6.660593	-23.788402	-0.449509	0.300556	37.611718	9.284004	16.084019	-23.009903	4.45498	-8.731818	-25.160588	-1.685692	-0.209298	38.188887	7.667203	16.170034	-22.986997	7.283219	-7.841322	-22.257234	-1.261561	1.85834	38.898238	8.949909	15.863756	-24.643809	5.552823	-7.907555	-23.369999	-3.127935	-1.16357	31.635139	5.841536	15.582145	-19.8294	7.395072	-8.618173	-22.442735	-3.232931	0.172128	35.40564	6.99324	16.639389	-22.483528	7.493878	-8.29738	-21.14221	-1.968932	1.85068	35.205321	7.144597	15.209307	-22.934295	6.688079	-7.833867	-22.5101	-1.688033	1.504429	34.871491	7.910524	16.516806	-22.113841	6.081268	-8.804214	-24.285213	-2.429263	0.370718	38.156505	8.054572	15.984827	-23.776462	6.496419	-8.057894	-21.082032	-2.763566	0.931665	35.884894	7.140952	15.589239	-23.11392	6.797966	-8.012613	-21.027749	-1.707389	1.002509	34.801784	7.947123	16.559904	-22.365875	6.694179	-9.144808	-22.8665	-3.724182	0.765638	38.600557	7.076069	15.058554	-24.793379	8.132671	-7.094818	-23.279908	-3.310844	-0.247662	35.068501	6.917916	16.080737	-22.110857	7.186163	-9.49427	-20.520454	-2.679513	0.690639	36.202281	7.123575	15.571054	-23.189765	6.996704	-8.054867
27	-20.468934	-1.185342	1.697431	32.163496	8.2991	16.809009	-20.999791	4.876009	-8.704325	-20.770556	-2.314895	2.382177	32.196084	6.894771	16.284397	-20.974171	6.190081	-8.616244	-20.994297	-0.58837	2.557009	35.449905	8.526504	17.102874	-23.528768	5.361552	-7.506644	-22.232674	-2.921329	1.437696	33.858107	7.055018	16.235065	-22.453202	6.55966	-7.831253	-19.083081	-1.844764	2.16309	34.375479	7.220278	16.199462	-22.789496	4.947081	-9.548663	-18.797011	-1.371452	1.806353	33.011695	7.385064	16.47481	-21.99388	5.123043	-8.311237	-21.276335	-2.623025	1.571965	33.797043	7.078198	14.62837	-22.755764	6.642863	-7.325077	-20.142594	-2.480407	1.572166	35.337789	7.561774	15.551723	-23.31467	6.704861	-7.219723	-21.807835	-0.503894	0.976935	35.353035	8.975886	16.406432	-22.43255	3.985461	-9.336046	-23.183285	-1.702386	0.413086	35.985253	7.447453	16.418927	-22.666541	6.88759	-8.485009	-20.220571	-1.229001	2.380154	36.778331	8.508324	15.870826	-24.141965	4.970951	-8.141453	-21.191973	-3.015101	-0.348241	29.399197	5.275641	15.423249	-19.075584	7.085869	-8.72392	-20.395477	-3.222178	0.892052	33.085924	6.769272	16.738637	-21.749311	6.935636	-8.96954	-19.070136	-1.818571	2.418607	33.021315	6.676276	15.217297	-22.305948	6.146413	-8.135907	-20.417663	-1.709531	2.169155	32.641444	7.414504	16.449034	-21.394688	5.427642	-9.112073	-22.276107	-2.473051	1.130804	35.929156	7.845492	16.132739	-23.085547	5.966418	-8.7851	-19.192442	-2.792737	1.480651	33.602076	6.999304	15.964766	-22.392597	6.372937	-8.739797	-18.952517	-1.685295	1.638893	32.581508	7.452471	16.473615	-21.674702	6.117601	-9.266573	-20.75014	-3.662835	1.268387	36.15588	6.823384	15.440724	-23.979938	7.476412	-7.923693	-21.226379	-3.289526	0.333581	32.755787	6.59772	16.243215	-21.161734	6.588533	-10.243809	-18.52218	-2.628889	1.198244	33.945453	6.993731	15.868961	-22.351764	6.338823	-8.795449
28	-18.509785	-1.114365	2.435938	30.112722	7.770534	16.652585	-19.939957	4.205166	-8.918555	-18.578023	-2.259853	3.226736	29.852817	6.50299	16.252135	-19.942652	5.619664	-8.983959	-18.89564	-0.574402	3.204485	33.186909	8.016882	17.068881	-22.756892	4.817455	-7.591045	-20.057279	-2.892721	2.088664	31.439592	6.659333	16.231089	-21.653183	6.017046	-8.195791	-17.047173	-1.727551	2.813491	32.106769	7.013187	16.494742	-21.676295	4.071713	-10.412631	-16.7583	-1.254812	2.181197	30.788424	6.875394	16.539892	-21.023086	4.37107	-8.55999	-19.102234	-2.553606	2.230611	31.245355	6.721645	14.773381	-21.57068	6.132913	-7.957135	-17.977702	-2.417642	2.196262	32.940509	7.296186	15.736481	-22.386404	6.078022	-7.802891	-19.767518	-0.49834	1.616139	33.058662	8.580921	16.717757	-21.581111	3.47627	-9.846366	-21.129025	-1.674873	1.049517	33.65404	7.168677	16.58592	-22.027401	6.421917	-9.003019	-18.156871	-1.19332	2.932964	34.517215	8.110217	15.886862	-23.271982	4.307899	-8.468585	-18.978679	-2.822556	0.457735	27.119978	4.770306	15.351878	-17.962018	6.708541	-8.914861	-18.343628	-3.148483	1.694192	30.722274	6.509388	16.787736	-20.64288	6.286723	-9.645573	-16.98324	-1.627042	2.991771	30.737794	6.256609	15.292924	-21.352051	5.548993	-8.517665	-18.307511	-1.680471	2.808696	30.354663	6.907491	16.401193	-20.375423	4.724184	-9.374741	-20.234459	-2.466048	1.893284	33.611954	7.622195	16.270637	-22.058362	5.328211	-9.488237	-17.292132	-2.780327	2.076746	31.250618	6.847552	16.316263	-21.323551	5.858585	-9.477247	-16.882107	-1.602969	2.32184	30.279532	7.00948	16.458686	-20.549613	5.490114	-9.509522	-18.606463	-3.541305	1.711891	33.620629	6.605757	15.911688	-22.765366	6.742887	-8.79522	-19.171238	-3.202827	0.939692	30.434005	6.248419	16.381302	-19.849309	5.902475	-10.969391	-16.545611	-2.554593	1.727768	31.655799	6.857042	16.147382	-21.184972	5.600969	-9.536721
29	-16.587929	-0.973393	3.161842	28.087751	7.269436	16.581504	-18.560574	3.554531	-9.202183	-16.4297	-2.114035	4.045657	27.504743	6.131717	16.33702	-18.544592	5.012002	-9.43939	-16.82257	-0.535573	3.86117	30.869597	7.561033	17.091509	-21.618168	4.197572	-7.726827	-17.877239	-2.77765	2.751845	28.970657	6.290361	16.325645	-20.467433	5.451433	-8.672067	-15.051393	-1.579461	3.463519	29.87337	6.788049	16.798709	-20.254209	3.189865	-11.267128	-14.730056	-1.09973	2.534815	28.544551	6.431427	16.722904	-19.666245	3.606194	-8.884834	-16.9404	-2.41711	2.874386	28.73129	6.336697	14.95315	-20.086201	5.595221	-8.592699	-15.831451	-2.295761	2.796031	30.545307	7.019848	15.974689	-21.073729	5.405431	-8.412063	-17.694689	-0.414372	2.187368	30.79123	8.110673	17.044798	-20.395455	2.928302	-10.272798	-19.035445	-1.600909	1.6963	31.278324	6.844159	16.718071	-21.097168	5.911521	-9.442951	-16.098907	-1.138302	3.520127	32.17521	7.75179	15.960425	-21.992594	3.581502	-8.919339	-16.7624	-2.552454	1.239985	24.867659	4.332511	15.403498	-16.524324	6.258689	-9.224009	-16.32026	-3.00714	2.533645	28.393127	6.2191	16.826518	-19.22974	5.586134	-10.322899	-14.909269	-1.378425	3.562197	28.425949	5.883277	15.476294	-20.010584	4.91077	-8.995695	-16.208853	-1.580273	3.413287	28.069188	6.409955	16.437922	-18.996705	3.99403	-9.635725	-18.195723	-2.401318	2.64133	31.288636	7.370058	16.406103	-20.732903	4.607362	-10.139479	-15.409959	-2.707082	2.72151	28.932338	6.648191	16.624877	-19.925799	5.263641	-10.199053	-14.848968	-1.458439	3.033577	28.001888	6.578177	16.504422	-19.096485	4.847665	-9.830289	-16.466531	-3.371123	2.118433	31.08963	6.400345	16.447404	-21.250404	5.956883	-9.688842	-17.142886	-3.057964	1.563491	28.16235	5.885744	16.533456	-18.257675	5.156415	-11.691317	-14.633771	-2.442059	2.285665	29.421792	6.692884	16.406993	-19.711977	4.80614	-10.262893
30	-14.71699	-0.757759	3.856811	26.151721	6.794663	16.618476	-16.896982	2.95834	-9.558292	-14.35464	-1.868396	4.814143	25.22939	5.771058	16.569974	-16.812039	4.393443	-9.984988	-14.806516	-0.45599	4.512934	28.583349	7.146755	17.213685	-20.12666	3.549847	-7.933032	-15.716189	-2.570224	3.416736	26.530845	5.929425	16.539483	-18.946141	4.880852	-9.260637	-13.116429	-1.388413	4.117053	27.737388	6.545499	17.126148	-18.548108	2.336348	-12.12314	-12.732934	-0.911721	2.881347	26.349186	6.030712	17.006184	-18.038042	2.861194	-9.285778	-14.821195	-2.199605	3.496924	26.326704	5.930466	15.213657	-18.282591	5.044662	-9.267249	-13.721735	-2.120722	3.377056	28.217179	6.730738	16.274908	-19.48412	4.713483	-9.047918	-15.628248	-0.271219	2.693734	28.593995	7.612568	17.410621	-18.960618	2.362895	-10.669159	-16.930541	-1.466642	2.350189	28.917361	6.476193	16.85023	-19.826485	5.357498	-9.835039	-14.075693	-1.048538	4.136469	29.835039	7.414065	16.123183	-20.3653	2.838428	-9.483243	-14.569341	-2.208985	1.986891	22.708595	3.958206	15.603831	-14.790173	5.748734	-9.672771	-14.354306	-2.778914	3.381333	26.171738	5.904317	16.892213	-17.490116	4.852505	-11.006194	-12.861645	-1.080185	4.125782	26.160808	5.532561	15.753423	-18.386473	4.268791	-9.541296	-14.142	-1.420571	3.996795	25.840566	5.932821	16.577041	-17.357735	3.272188	-9.941771	-16.186945	-2.270798	3.365898	29.032102	7.085869	16.561724	-19.136173	3.839223	-10.739889	-13.558733	-2.566369	3.406005	26.710956	6.39425	16.898222	-18.26798	4.609964	-10.908411	-12.881494	-1.234062	3.764676	25.832377	6.143754	16.62661	-17.308991	4.216497	-10.228291	-14.349598	-3.14221	2.50635	28.648704	6.184568	17.030101	-19.438993	5.129731	-10.586448	-15.164227	-2.84403	2.212779	25.996951	5.521865	16.734506	-16.374699	4.361297	-12.436223	-12.801071	-2.284231	2.87055	27.299838	6.495267	16.657163	-17.999004	3.991016	-10.9748
31	-12.894473	-0.473203	4.512529	24.339605	6.349654	16.77446	-15.001771	2.433016	-9.993664	-12.354602	-1.529791	5.527652	23.081229	5.410951	16.944318	-14.80868	3.792621	-10.605536	-12.856717	-0.324208	5.161222	26.393015	6.751494	17.451057	-18.337628	2.930918	-8.217823	-13.594899	-2.254761	4.080713	24.200759	5.555894	16.898359	-17.09015	4.326248	-9.96887	-11.245903	-1.144678	4.775471	25.730978	6.291757	17.486588	-16.602196	1.528625	-12.993635	-10.788147	-0.678069	3.235648	24.274095	5.672287	17.410978	-16.121093	2.172806	-9.804839	-12.753187	-1.913712	4.109878	24.062213	5.515702	15.568824	-16.234577	4.49734	-10.00962	-11.669789	-1.873491	3.941735	26.034081	6.425348	16.671113	-17.594372	4.028548	-9.741692	-13.600645	-0.06507	3.121642	26.532279	7.113696	17.844263	-17.243644	1.799891	-11.072608	-14.84417	-1.276202	3.004779	26.626591	6.082742	17.014267	-18.275501	4.779598	-10.229261	-12.109153	-0.905597	4.778948	27.557712	7.083371	16.401813	-18.403411	2.117885	-10.159516	-12.417863	-1.804698	2.696206	20.683411	3.633985	15.951679	-12.804772	5.202898	-10.259981	-12.448538	-2.472259	4.210804	24.090739	5.582374	17.015647	-15.50386	4.116467	-11.708926	-10.853832	-0.716878	4.68366	24.01943	5.194823	16.148387	-16.449685	3.658176	-10.166439	-12.133365	-1.185263	4.569871	23.738677	5.486506	16.86434	-15.436689	2.594087	-10.351136	-14.21761	-2.072074	4.069975	26.88629	6.771653	16.75783	-17.306738	3.065265	-11.312686	-11.75018	-2.339051	4.126591	24.644464	6.083357	17.155932	-16.356849	3.910608	-11.630964	-10.979784	-0.937079	4.498487	23.803849	5.707381	16.82958	-15.272182	3.615341	-10.701234	-12.260427	-2.858398	2.906445	26.348448	5.939566	17.621233	-17.415103	4.291109	-11.474548	-13.235108	-2.568806	2.892697	23.951592	5.168585	16.999889	-14.265912	3.54476	-13.228092	-11.054376	-2.067386	3.486748	25.346138	6.263546	16.91612	-16.05252	3.189102	-11.69394
32	-11.109268	-0.123666	5.119166	22.675996	5.945622	17.073976	-12.902442	1.986373	-10.533309	-10.422331	-1.103663	6.184176	21.110456	5.047275	17.449381	-12.576604	3.235044	-11.291413	-10.975742	-0.124043	5.813106	24.354948	6.35592	17.817477	-16.285647	2.395013	-8.599274	-11.514277	-1.849024	4.743725	22.011595	5.160371	17.379785	-14.984798	3.801575	-10.772167	-9.444451	-0.835983	5.437298	23.883895	6.037377	17.886873	-14.440414	0.777711	-13.89334	-8.883713	-0.40395	3.611448	22.325139	5.342522	17.908015	-14.011866	1.543358	-10.440874	-10.746104	-1.55515	4.728078	21.985268	5.102606	16.042206	-13.948331	3.957673	-10.861946	-9.66389	-1.566599	4.501969	24.000449	6.109295	17.149447	-15.500744	3.368342	-10.503352	-11.615902	0.180694	3.500812	24.605044	6.633071	18.335257	-15.322583	1.260867	-11.512884	-12.793423	-1.020556	3.660575	24.464222	5.677929	17.244174	-16.432538	4.198967	-10.679022	-10.208512	-0.697002	5.43764	25.389992	6.750364	16.803058	-16.15759	1.446005	-10.939611	-10.331472	-1.350504	3.366983	18.832141	3.355253	16.454803	-10.592193	4.644635	-10.999503	-10.608386	-2.08015	5.003887	22.197342	5.265133	17.230958	-13.275345	3.402779	-12.453867	-8.877404	-0.300731	5.242493	22.011551	4.862393	16.637265	-14.294869	3.095055	-10.85912	-10.175165	-0.888906	5.146373	21.766076	5.065106	17.274773	-13.320884	1.970598	-10.870126	-12.288783	-1.796612	4.76386	24.887048	6.427252	17.014152	-15.258554	2.324833	-11.894206	-9.979419	-2.031833	4.869747	22.726299	5.734933	17.430486	-14.248502	3.186361	-12.398756	-9.150412	-0.56093	5.221321	21.957377	5.280865	17.143948	-12.9914	3.059884	-11.282964	-10.203524	-2.510308	3.351189	24.24408	5.653213	18.196341	-15.184603	3.464065	-12.361115	-11.358343	-2.223357	3.611709	22.05445	4.836551	17.351085	-11.928327	2.720728	-14.095541	-9.365736	-1.795476	4.130763	23.550566	6.012458	17.203842	-13.923729	2.418471	-12.450662
33	-9.342419	0.27652	5.673374	21.150582	5.592249	17.527016	-10.635606	1.604189	-11.196206	-8.539165	-0.609692	6.78599	19.324024	4.68816	18.066498	-10.171565	2.725465	-12.039273	-9.149631	0.149034	6.468679	22.481072	5.95475	18.311457	-14.021958	1.961051	-9.091965	-9.47702	-1.351393	5.398457	20.022168	4.742026	17.995989	-12.633977	3.320352	-11.681986	-7.707918	-0.465115	6.098399	22.197523	5.795422	18.323474	-12.106483	0.076483	-14.827393	-7.016437	-0.076494	4.031012	20.549653	5.048063	18.51163	-11.703562	0.984536	-11.243151	-8.78783	-1.135439	5.361589	20.089081	4.703035	16.625741	-11.481826	3.418747	-11.838677	-7.706819	-1.189094	5.067643	22.175246	5.787201	17.721382	-13.195741	2.746759	-11.367171	-9.680552	0.462462	3.847511	22.858804	6.192154	18.893395	-13.167919	0.773607	-12.035805	-10.778067	-0.708162	4.324367	22.449592	5.279932	17.557141	-14.353802	3.636932	-11.230385	-8.373763	-0.416907	6.102638	23.360327	6.41657	17.324718	-13.669726	0.82678	-11.8209	-8.32336	-0.865856	4.002232	17.160528	3.119116	17.099578	-8.196607	4.090113	-11.886955	-8.816884	-1.621371	5.755499	20.484402	4.962883	17.54491	-10.859375	2.72602	-13.255846	-6.932575	0.17829	5.807399	20.190165	4.541212	17.239086	-11.907248	2.597873	-11.640513	-8.270215	-0.518776	5.733897	19.966151	4.679624	17.841952	-10.990263	1.425216	-11.551942	-10.392654	-1.445606	5.458584	23.034618	6.059922	17.343317	-13.02295	1.637932	-12.524805	-8.247117	-1.631509	5.623899	20.977553	5.364801	17.77324	-11.927287	2.444868	-13.268759	-7.37527	-0.124525	5.92319	20.279022	4.879046	17.575887	-10.524682	2.545735	-11.986147	-8.172791	-2.107037	3.860241	22.328267	5.336295	18.746789	-12.790081	2.664662	-13.274552	-9.519791	-1.815597	4.3623	20.292694	4.531507	17.784729	-9.410738	1.896814	-15.043639	-7.718539	-1.457526	4.804195	21.936703	5.755334	17.555429	-11.599531	1.696473	-13.294827
34	-7.580681	0.714331	6.16725	19.761361	5.309394	18.15611	-8.217514	1.264139	-12.010936	-6.692465	-0.068915	7.323233	17.736923	4.354618	18.793817	-7.626908	2.253419	-12.857865	-7.360621	0.499864	7.115927	20.781511	5.558392	18.948925	-11.56701	1.630976	-9.730559	-7.465869	-0.798102	6.034866	18.209801	4.320259	18.715438	-10.117609	2.866214	-12.681092	-6.036503	-0.037361	6.753412	20.685587	5.581774	18.791959	-9.626905	-0.588397	-15.793121	-5.166433	0.29136	4.494239	18.917195	4.78485	19.184326	-9.26461	0.468015	-12.176155	-6.869439	-0.655793	6.009312	18.387798	4.332247	17.326467	-8.849716	2.866977	-12.960368	-5.779797	-0.763427	5.644572	20.522517	5.471669	18.353419	-10.756067	2.147694	-12.318116	-7.772305	0.763218	4.193762	21.255341	5.796961	19.500968	-10.842995	0.332527	-12.653121	-8.799936	-0.339993	5.00286	20.610683	4.904618	17.977603	-12.046723	3.10453	-11.933883	-6.598553	-0.063765	6.765395	21.496794	6.090345	17.954436	-10.978746	0.248553	-12.798813	-6.411068	-0.375822	4.597118	15.689389	2.934028	17.870793	-5.651004	3.540087	-12.914921	-7.063654	-1.107411	6.456738	18.967246	4.687646	17.97013	-8.271739	2.091266	-14.131304	-5.00312	0.699862	6.377881	18.520235	4.23824	17.925688	-9.364297	2.141409	-12.495067	-6.393957	-0.097007	6.327849	18.302007	4.332579	18.534863	-8.508734	0.936353	-12.376223	-8.523647	-1.015856	6.15855	21.332558	5.682749	17.771329	-10.609205	1.014819	-13.251027	-6.537345	-1.159706	6.37162	19.356422	4.996117	18.208867	-9.442563	1.694884	-14.254859	-5.645624	0.358731	6.593763	18.777417	4.52216	18.142238	-7.892168	2.061834	-12.829759	-6.16722	-1.652965	4.452921	20.613039	5.005945	19.272123	-10.238486	1.899759	-14.250443	-7.713178	-1.345936	5.135338	18.676874	4.263177	18.300962	-6.729135	1.072692	-16.074907	-6.086966	-1.067487	5.494848	20.463399	5.507875	17.978645	-9.131011	1.013646	-14.236964
35	-5.81907	1.170253	6.605699	18.491184	5.102935	18.935168	-5.686894	0.934105	-12.955947	-4.873401	0.486882	7.794593	16.331932	4.068146	19.608054	-4.990996	1.788258	-13.736032	-5.583606	0.912172	7.735964	19.232246	5.188616	19.720797	-8.962603	1.36931	-10.520297	-5.475716	-0.213765	6.630839	16.611369	3.92658	19.546738	-7.450669	2.410927	-13.787971	-4.419484	0.42768	7.39755	19.333239	5.406691	19.278053	-7.043994	-1.236659	-16.76685	-3.329401	0.696344	5.013419	17.468744	4.570701	19.899739	-6.70151	-0.02421	-13.231547	-4.973931	-0.133294	6.657955	16.860045	4.004619	18.117665	-6.098571	2.281403	-14.193031	-3.884748	-0.295226	6.240659	19.081058	5.187	19.032865	-8.191938	1.549136	-13.369578	-5.881362	1.073496	4.568089	19.81811	5.479807	20.162765	-8.334832	-0.068422	-13.407187	-6.85312	0.069873	5.69724	18.938373	4.563907	18.505846	-9.560032	2.592858	-12.799868	-4.866577	0.347731	7.419948	19.798333	5.781318	18.656137	-8.144869	-0.311855	-13.846573	-4.592503	0.090645	5.15268	14.411495	2.805107	18.714058	-3.020436	2.980636	-14.025627	-5.333051	-0.564777	7.109898	17.625464	4.446682	18.48271	-5.563857	1.478825	-15.066696	-3.084354	1.254758	6.952135	17.032885	3.975421	18.704757	-6.665182	1.703443	-13.440642	-4.536801	0.369315	6.91871	16.799393	4.051199	19.369352	-5.873096	0.490465	-13.36688	-6.671502	-0.522239	6.85822	19.756836	5.315403	18.307701	-8.050899	0.441273	-14.091314	-4.839537	-0.613466	7.095928	17.873605	4.648305	18.776786	-6.784418	0.935554	-15.3858	-3.948827	0.861849	7.233308	17.430579	4.226129	18.820482	-5.146111	1.579694	-13.788041	-4.187065	-1.167141	5.125222	19.069245	4.690497	19.779483	-7.566704	1.154748	-15.299714	-5.929354	-0.831783	5.911489	17.19714	4.03509	18.8696	-3.937197	0.244084	-17.154129	-4.463493	-0.622073	6.195576	19.149847	5.290126	18.491538	-6.522967	0.36099	-15.29877
