Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21
0	-28.545675	7.692124	-2.237488	5.095091	1.759077	31.596391	-8.508056	-4.651604	-17.241347	-29.578395	6.05694	-1.60443	4.824495	1.241088	31.356816	-9.562435	-4.749571	-16.393756	-29.722918	7.767945	-1.303835	5.696431	2.403299	31.388052	-9.541249	-4.1802	-15.949485	-29.717233	5.774223	1.529431	3.348606	0.619489	29.969922	-10.282212	-7.063615	-17.517786	-27.650506	6.734968	-3.021749	4.14476	0.487794	28.876565	-8.376576	-4.455559	-16.234582	-27.286363	8.23881	-2.307326	4.875329	1.642964	30.851261	-8.237638	-6.10848	-17.144231	-31.142202	6.692928	-1.456475	5.961944	1.786067	30.448136	-8.510482	-5.546338	-17.209119	-29.207052	6.128741	-1.77263	4.849823	0.995138	30.145184	-8.30368	-4.053311	-16.288027	-28.426649	8.390878	-1.63326	4.68001	1.631154	29.712929	-10.249336	-6.338679	-17.144105	-31.317107	6.792833	0.869343	3.968951	1.480492	31.969908	-10.802458	-6.826574	-17.234139	-28.250108	7.85181	-1.491973	4.73813	1.916952	30.953878	-10.436758	-5.063359	-16.036509	-28.618218	5.539222	-4.798613	4.695734	0.934142	31.333187	-10.270912	-6.972707	-17.971792	-29.640159	5.866149	-1.134438	5.03509	0.983715	30.351345	-9.149088	-6.444284	-17.462555	-28.311539	6.691784	-2.741516	4.821107	0.888001	30.675157	-9.136008	-6.572215	-18.391945	-28.411377	8.060593	-1.613948	3.325431	0.757103	30.808887	-8.993258	-6.761027	-17.80059	-30.943742	7.99865	-3.754282	4.071353	1.437058	32.952926	-9.450925	-7.168465	-18.108996	-28.713616	7.649047	-1.829476	4.554477	1.695682	32.840415	-10.331994	-8.50752	-19.107396	-27.787982	7.234384	-1.413576	4.059354	1.225536	31.128824	-9.076575	-7.214041	-17.794159	-29.211282	6.725697	-1.195449	4.007158	0.77468	31.555905	-8.912052	-5.789827	-17.043983	-28.772942	7.194624	-2.610427	3.915545	0.908767	31.166741	-7.634887	-5.227343	-16.857196	-26.800444	7.126835	-2.417895	3.679062	0.728872	30.969945	-7.999333	-5.188803	-17.002824
1	-29.089033	7.780911	-2.347139	7.08686	2.37943	30.813614	-7.019668	-2.389416	-15.904185	-29.93449	6.386782	-2.104421	6.799129	1.856898	30.808888	-8.16279	-2.902024	-15.114685	-30.081103	8.018851	-1.549657	7.582124	3.025052	30.877717	-8.19398	-2.474366	-14.66376	-30.059331	6.020067	0.90965	5.180703	1.279514	29.481878	-9.299024	-5.477033	-16.43546	-28.122153	6.992564	-3.425884	6.287841	1.140606	28.261607	-6.967205	-2.630181	-15.168612	-27.762287	8.361302	-2.564627	6.92736	2.243951	30.178212	-6.970216	-3.933099	-15.5981	-31.443118	6.808368	-1.84835	7.992984	2.363059	29.635343	-7.133942	-3.479479	-15.91733	-29.619964	6.37771	-2.299865	6.941695	1.629118	29.510389	-6.701139	-2.109215	-15.062391	-28.796091	8.56079	-1.890036	6.512174	2.190194	28.964215	-8.937212	-4.904772	-15.975957	-31.612505	7.089122	0.511629	5.70667	2.092359	31.205377	-10.003653	-5.622972	-16.288482	-28.534296	7.926652	-1.714686	6.476623	2.544133	30.254351	-9.466055	-3.742526	-14.903468	-28.929547	5.672661	-5.007154	6.482966	1.512106	30.571148	-8.979826	-5.414497	-16.852804	-29.920494	6.067453	-1.618484	6.995774	1.584694	29.729013	-7.975957	-4.343107	-15.986849	-28.589962	6.760298	-2.982237	6.624336	1.486398	30.096107	-7.899581	-4.538596	-17.245626	-28.858111	8.288653	-2.008061	5.32723	1.395855	30.328223	-7.69527	-4.805326	-16.550519	-31.091118	8.049269	-3.701855	5.942269	2.046286	32.039559	-8.209532	-5.21418	-16.804619	-28.976763	7.733127	-1.86832	6.24291	2.334343	32.11481	-9.650214	-7.039451	-18.111116	-28.146516	7.293794	-1.693247	5.958282	1.87239	30.414358	-8.00276	-5.556959	-16.77011	-29.723462	6.853017	-1.603637	6.191709	1.445376	30.780309	-7.552757	-3.530416	-15.732696	-29.274985	7.239429	-2.787932	6.015146	1.544862	30.346982	-6.199525	-2.96594	-15.524804	-27.280124	7.065541	-2.476447	5.637365	1.362413	30.060791	-6.616967	-3.067939	-15.677525
2	-29.759486	7.799717	-2.52316	9.400165	3.042001	29.960762	-5.394688	0.156865	-14.487421	-30.371518	6.615423	-2.625272	9.059754	2.47929	30.125101	-6.537234	-0.735268	-13.714042	-30.542232	8.181361	-1.865073	9.795132	3.696059	30.276149	-6.663312	-0.544312	-13.284599	-30.509408	6.204838	0.185298	7.302854	1.958332	28.982235	-7.942058	-3.4339	-15.127805	-28.740914	7.154024	-3.864375	8.720044	1.801871	27.609776	-5.365389	-0.393811	-13.942064	-28.386459	8.386944	-2.848161	9.253993	2.861367	29.44791	-5.512106	-1.395842	-13.984293	-31.837733	6.822752	-2.316515	10.334659	2.96447	28.731681	-5.644225	-1.106398	-14.443065	-30.158062	6.532147	-2.872689	9.385025	2.279266	28.776469	-5.004461	0.159845	-13.681833	-29.292366	8.638323	-2.16285	8.647411	2.765666	28.150353	-7.307519	-3.133461	-14.662432	-31.895985	7.335944	0.103745	7.683866	2.688415	30.410383	-8.759816	-4.027539	-15.181268	-28.955233	7.931109	-2.02527	8.537584	3.192767	29.493709	-8.193822	-2.112348	-13.620635	-29.356634	5.735186	-5.212526	8.529859	2.068616	29.619375	-7.294924	-3.39398	-15.504729	-30.29953	6.191404	-2.180332	9.218699	2.189603	29.081698	-6.515315	-1.824553	-14.363878	-28.972705	6.776322	-3.313249	8.695867	2.117365	29.434563	-6.416544	-2.104208	-15.91221	-29.420225	8.407138	-2.423573	7.610456	2.050492	29.759725	-6.115111	-2.403919	-15.132981	-31.313392	8.002888	-3.740453	8.12446	2.696292	31.01793	-6.725644	-2.853405	-15.322815	-29.281782	7.741773	-1.969803	8.17723	3.004452	31.344068	-8.591687	-5.16005	-17.005197	-28.611415	7.281718	-2.056102	8.146565	2.551337	29.637797	-6.632766	-3.518937	-15.59423	-30.364037	6.882135	-2.089184	8.713589	2.145511	29.929877	-5.969258	-0.845234	-14.283226	-29.897596	7.186182	-3.045264	8.42531	2.219981	29.466456	-4.604301	-0.382735	-14.084158	-27.89873	6.932106	-2.636747	7.927997	2.050424	29.104587	-5.061875	-0.643828	-14.259854
3	-30.597937	7.693756	-2.7765	12.052647	3.744897	29.01723	-3.854196	2.820292	-13.041896	-30.951341	6.672378	-3.145896	11.63167	3.097632	29.272187	-4.901031	1.62904	-12.267841	-31.151826	8.203229	-2.256073	12.378018	4.411614	29.534851	-5.167778	1.493521	-11.859566	-31.12196	6.277895	-0.625873	9.737203	2.628961	28.403361	-6.324052	-0.951115	-13.611856	-29.561975	7.154475	-4.328818	11.469435	2.472952	26.892977	-3.789642	2.140427	-12.606262	-29.205361	8.251331	-3.165373	11.871954	3.500238	28.623685	-4.055707	1.383113	-12.371903	-32.386244	6.688287	-2.868432	13.018175	3.597446	27.736417	-4.277036	1.400754	-12.858282	-30.89507	6.521351	-3.476929	12.228737	2.947469	27.907638	-3.484291	2.606044	-12.211948	-29.971077	8.568036	-2.447054	11.115333	3.343038	27.251247	-5.510524	-1.050374	-13.27498	-32.183886	7.473108	-0.357789	9.903923	3.238099	29.543102	-7.115718	-1.995294	-13.913507	-29.560168	7.822485	-2.429553	10.951652	3.826671	28.637796	-6.762536	-0.191362	-12.209838	-29.972964	5.674231	-5.413253	10.872833	2.561615	28.409274	-5.356885	-0.902872	-13.952407	-30.84289	6.179208	-2.813285	11.73589	2.801197	28.376146	-4.949044	0.991944	-12.674894	-29.51005	6.689144	-3.740988	11.06582	2.759232	28.633994	-4.843009	0.645566	-14.402842	-30.151797	8.340427	-2.839475	10.197889	2.710367	29.031465	-4.422952	0.381492	-13.603751	-31.689843	7.820272	-3.909934	10.671155	3.377009	29.890573	-5.183561	-0.19626	-13.735253	-29.64644	7.624272	-2.154296	10.355414	3.663769	30.459771	-7.192726	-2.839137	-15.756737	-29.22985	7.162395	-2.521086	10.659103	3.239404	28.742051	-5.136334	-1.15707	-14.259778	-31.190117	6.748205	-2.653255	11.589492	2.879	28.981222	-4.39631	2.094426	-12.771119	-30.710256	6.992879	-3.408244	11.174324	2.951378	28.547077	-3.091058	2.310679	-12.634429	-28.699322	6.68846	-2.931712	10.576999	2.794761	28.1062	-3.568869	1.915662	-12.813077
4	-31.58039	7.456231	-3.096608	14.93846	4.498486	28.02464	-2.597276	5.352139	-11.633382	-31.695486	6.559935	-3.660248	14.437028	3.734245	28.315745	-3.496088	3.949285	-10.878062	-31.906557	8.088218	-2.706193	15.231973	5.167892	28.687486	-3.929674	3.445232	-10.46109	-31.905139	6.222422	-1.489118	12.420891	3.299304	27.746796	-4.720432	1.702692	-12.03177	-30.557476	6.994938	-4.820927	14.450977	3.193712	26.153663	-2.470605	4.668947	-11.28424	-30.180434	7.959227	-3.518923	14.691551	4.186371	27.734531	-2.812568	4.118898	-10.83188	-33.103144	6.412695	-3.488891	15.955157	4.29027	26.717161	-3.226139	3.783678	-11.300151	-31.816762	6.351104	-4.102082	15.351002	3.666769	26.969011	-2.320688	4.96075	-10.776128	-30.813188	8.360107	-2.754212	13.814098	3.934147	26.317886	-3.81283	1.130243	-11.930297	-32.521221	7.47958	-0.872193	12.302698	3.756415	28.615424	-5.362118	0.276115	-12.582685	-30.334802	7.587079	-2.90994	13.647991	4.450945	27.720117	-5.42893	1.82831	-10.777301	-30.789646	5.485559	-5.638692	13.446314	3.011295	27.032815	-3.474015	1.783148	-12.335007	-31.565362	6.020622	-3.498308	14.486745	3.45919	27.6302	-3.544545	3.785501	-11.047513	-30.193092	6.492524	-4.243857	13.653653	3.414839	27.734948	-3.412661	3.425839	-12.82303	-31.036795	8.090935	-3.252542	12.999028	3.396866	28.181726	-2.874579	3.243831	-12.090045	-32.256597	7.511069	-4.194707	13.49747	4.098648	28.725073	-3.819164	2.463045	-12.173511	-30.092518	7.371863	-2.423997	12.715012	4.295593	29.452683	-5.6867	-0.281287	-14.402034	-30.003697	6.936417	-3.073054	13.430736	3.930008	27.738437	-3.788327	1.282562	-12.837644	-32.189861	6.446455	-3.278794	14.715653	3.681035	27.984043	-3.095123	4.937698	-11.315648	-31.718459	6.668373	-3.867685	14.180189	3.771866	27.648391	-1.891827	4.819341	-11.296224	-29.665545	6.329544	-3.352809	13.499288	3.608827	27.116261	-2.375928	4.340671	-11.431856
5	-32.725372	7.035198	-3.504114	18.055118	5.360899	27.021135	-1.884227	7.479685	-10.348375	-32.676248	6.2239	-4.171841	17.510427	4.453018	27.293549	-2.612383	5.976116	-9.652448	-32.846163	7.786238	-3.223568	18.365311	6.000909	27.750355	-3.217294	5.095737	-9.174501	-32.896933	5.994865	-2.40622	15.373232	4.025599	27.041285	-3.40233	4.253261	-10.527907	-31.750174	6.624464	-5.363321	17.684089	4.056201	25.437429	-1.704182	6.882009	-10.098762	-31.326277	7.450811	-3.935743	17.732762	4.999573	26.804779	-2.070292	6.487806	-9.465075	-34.03546	5.963491	-4.187714	19.141437	5.117106	25.737745	-2.720972	5.784796	-9.908011	-32.962679	5.960397	-4.754732	18.761873	4.52705	26.00005	-1.795214	6.934223	-9.506147	-31.855475	7.97052	-3.132799	16.7581	4.597178	25.427042	-2.519936	3.200894	-10.763331	-32.993167	7.30014	-1.470001	14.903009	4.293386	27.661046	-3.778852	2.595246	-11.287587	-31.284001	7.190145	-3.467842	16.621842	5.116004	26.792299	-4.430127	3.736158	-9.443091	-31.882839	5.121381	-5.958516	16.288141	3.479993	25.5909	-1.97505	4.395202	-10.785455	-32.517773	5.663059	-4.237635	17.501256	4.247032	26.860733	-2.59212	6.234368	-9.613081	-31.072997	6.134547	-4.842337	16.499023	4.135743	26.771797	-2.424592	5.933084	-11.262826	-32.112106	7.582494	-3.678183	16.038139	4.188235	27.236027	-1.787607	5.861467	-10.728615	-33.113763	7.031804	-4.612129	16.626859	4.927351	27.582249	-2.900473	4.824143	-10.778167	-30.674266	6.949851	-2.812068	15.266901	4.920954	28.334691	-4.302452	2.298377	-12.987545	-30.973388	6.569413	-3.724757	16.492222	4.650861	26.643002	-2.884579	3.556277	-11.392899	-33.380253	5.926569	-3.973779	18.083011	4.640483	26.978873	-2.35316	7.340595	-10.036563	-32.967423	6.179105	-4.434055	17.455837	4.760269	26.810707	-1.271605	6.858417	-10.19634	-30.810494	5.824062	-3.915873	16.695107	4.548244	26.18462	-1.731275	6.373826	-10.219168
6	-33.971425	6.452492	-3.98228	21.317276	6.347878	26.030229	-1.733732	9.126687	-9.221637	-33.844664	5.693981	-4.680563	20.790424	5.289035	26.241853	-2.30004	7.60959	-8.615915	-33.916283	7.312718	-3.782405	21.676926	6.923761	26.765999	-3.054992	6.372812	-8.042012	-34.062146	5.597148	-3.372568	18.556204	4.877932	26.32937	-2.579151	6.434006	-9.20875	-33.071142	6.076664	-5.945738	21.097061	5.087845	24.744662	-1.540242	8.638654	-9.089682	-32.565201	6.767761	-4.40889	20.922257	5.960599	25.866516	-1.85889	8.371609	-8.285844	-35.128686	5.365137	-4.941525	22.486958	6.106564	24.818139	-2.769847	7.321273	-8.752898	-34.247713	5.386432	-5.417665	22.343094	5.540514	25.016086	-1.857056	8.468719	-8.427876	-33.025142	7.440874	-3.606738	19.863172	5.37544	24.635905	-1.73224	5.010821	-9.8111	-33.648132	6.940347	-2.161484	17.687121	4.926565	26.738339	-2.5998	4.721223	-10.121456	-32.360759	6.62539	-4.081046	19.82571	5.886687	25.889763	-3.928352	5.333569	-8.305126	-33.198263	4.604458	-6.408754	19.341315	4.052301	24.22684	-1.021694	6.691231	-9.410254	-33.649845	5.115621	-4.996461	20.729379	5.20288	26.06294	-2.21121	8.172046	-8.416878	-32.101804	5.63717	-5.506816	19.540575	4.957556	25.803166	-1.956174	8.013699	-9.802113	-33.312677	6.860523	-4.129934	19.243547	5.124763	26.255106	-1.245776	8.049499	-9.565469	-34.219767	6.398578	-5.11464	19.966168	5.897454	26.485304	-2.492606	6.739478	-9.614452	-31.404901	6.369899	-3.329021	17.992564	5.599441	27.185796	-3.265635	4.634988	-11.610423	-32.098102	6.067541	-4.451667	19.788013	5.441343	25.504411	-2.550508	5.477486	-10.009806	-34.691525	5.212377	-4.713772	21.61115	5.78431	25.970153	-2.228801	9.17304	-8.968018	-34.395449	5.539757	-5.064247	20.922298	5.926542	26.003264	-1.259233	8.365638	-9.352757	-32.081077	5.178203	-4.583327	20.096131	5.635576	25.307658	-1.700115	7.906488	-9.219123
7	-35.266026	5.68793	-4.516223	24.676274	7.47483	25.034648	-2.268677	10.162211	-8.312656	-35.165709	4.937265	-5.159383	24.256172	6.272733	25.133444	-2.699319	8.718415	-7.820271	-35.078316	6.63166	-4.352167	25.108767	7.956797	25.727864	-3.556403	7.168559	-7.136179	-35.364704	5.015804	-4.37111	21.959792	5.905358	25.598865	-2.439322	8.052412	-8.130576	-34.467688	5.332485	-6.529951	24.656115	6.30466	24.015272	-2.12755	9.783088	-8.294307	-33.840713	5.888485	-4.926235	24.232999	7.104002	24.904039	-2.348929	9.5685	-7.364683	-36.328827	4.613842	-5.713921	25.926708	7.266716	23.927582	-3.422369	8.323915	-7.899354	-35.61089	4.594318	-6.043634	26.018183	6.723732	23.976311	-2.612491	9.435675	-7.610444	-34.278256	6.758277	-4.220559	23.112535	6.34276	23.985964	-1.690087	6.357098	-9.147853	-34.526999	6.373607	-2.963553	20.684696	5.745676	25.879382	-2.076805	6.427149	-9.167323	-33.507943	5.883552	-4.710277	23.225927	6.797711	24.983112	-4.022748	6.513111	-7.407171	-34.706683	3.915353	-7.020632	22.602425	4.823562	23.044638	-0.856014	8.419319	-8.330332	-34.91876	4.350547	-5.709971	24.149354	6.34136	25.170377	-2.542192	9.458295	-7.500147	-33.27079	4.968712	-6.203781	22.794685	5.929963	24.837432	-2.23336	9.436025	-8.537584	-34.600823	5.89821	-4.613996	22.606403	6.265856	25.232059	-1.481834	9.550313	-8.674065	-35.54085	5.577932	-5.657369	23.475508	7.048472	25.404049	-2.744637	8.040589	-8.774326	-32.283851	5.630422	-3.984838	20.904539	6.399377	26.074632	-2.791626	6.504595	-10.367879	-33.347487	5.407828	-5.226868	23.311376	6.334902	24.309685	-2.93735	6.879908	-8.750068	-36.062045	4.30133	-5.463306	25.264904	7.097147	24.882145	-2.82025	10.339098	-8.107172	-35.940965	4.733293	-5.708073	24.520699	7.258501	25.14471	-1.92626	9.27875	-8.784544	-33.417684	4.385221	-5.306255	23.651863	6.863289	24.425861	-2.332049	8.879337	-8.45352
8	-36.521266	4.79559	-5.048745	28.025973	8.667351	23.994966	-3.317921	10.727274	-7.590045	-36.518448	4.002907	-5.562829	27.774441	7.345985	23.940679	-3.637856	9.406376	-7.228756	-36.247856	5.789538	-4.88565	28.539	9.05424	24.624799	-4.544865	7.603476	-6.435779	-36.714471	4.272242	-5.337499	25.498689	7.070271	24.790405	-2.973462	9.109986	-7.272026	-35.833249	4.442774	-7.043373	28.236299	7.604949	23.172777	-3.279353	10.450681	-7.652885	-35.073912	4.88518	-5.431785	27.5628	8.338433	23.884243	-3.339947	10.2621	-6.642236	-37.526997	3.751064	-6.432583	29.349041	8.503952	22.986359	-4.529632	8.924396	-7.287723	-36.935553	3.653712	-6.583532	29.643433	7.980939	22.853726	-3.815121	10.01049	-6.993081	-35.526004	5.978859	-4.924375	26.415772	7.44676	23.395479	-2.240572	7.300847	-8.67821	-35.558628	5.627577	-3.834283	23.848258	6.754044	25.0441	-2.224448	7.657903	-8.418579	-34.640597	4.973685	-5.279028	26.7403	7.82424	23.989472	-4.701811	7.282312	-6.743323	-36.270757	3.098245	-7.71512	25.960097	5.768282	22.005861	-1.360621	9.608885	-7.524309	-36.217101	3.403657	-6.297936	27.644584	7.572241	24.11613	-3.458418	10.206779	-6.808917	-34.490485	4.176184	-6.855636	26.157866	6.993034	23.843199	-3.086531	10.340973	-7.459105	-35.884319	4.787223	-5.095722	26.024794	7.530146	24.143964	-2.312744	10.495993	-7.980304	-36.919358	4.604987	-6.161086	27.029906	8.307533	24.262911	-3.517118	8.857119	-8.202855	-33.255501	4.761272	-4.726069	23.972765	7.340502	25.019768	-2.951988	7.831539	-9.320029	-34.63208	4.612685	-5.981249	26.971436	7.285747	23.007846	-3.94324	7.806251	-7.602091	-37.389515	3.261893	-6.162881	28.96182	8.436623	23.622207	-3.986083	11.001205	-7.341411	-37.469727	3.790647	-6.291682	28.123978	8.643189	24.140831	-3.115914	9.746588	-8.406352	-34.718972	3.471213	-5.992462	27.258475	8.134215	23.428853	-3.508794	9.397783	-7.858301
9	-37.631027	3.807864	-5.508108	31.240953	9.851564	22.876599	-4.826452	10.852681	-7.079329	-37.769728	2.900988	-5.810862	31.188473	8.454616	22.621841	-5.057687	9.682152	-6.867696	-37.341634	4.801448	-5.32236	31.840216	10.171144	23.425044	-5.955007	7.723473	-5.969126	-38.007891	3.388596	-6.181773	29.048893	8.30072	23.841309	-4.094307	9.669676	-6.621434	-37.034831	3.421923	-7.386892	31.685106	8.890292	22.137177	-4.922981	10.672807	-7.157732	-36.158547	3.789188	-5.842711	30.787468	9.578214	22.751873	-4.797841	10.47044	-6.140418	-38.613182	2.808921	-7.011435	32.634858	9.720163	21.926857	-6.00738	9.195953	-6.878651	-38.077457	2.593005	-6.952541	33.03779	9.23425	21.613483	-5.40356	10.205881	-6.593944	-36.67158	5.120783	-5.657131	29.688174	8.629536	22.754582	-3.423618	7.789298	-8.359672	-36.658902	4.701783	-4.704194	27.121775	7.91135	24.137197	-3.056768	8.385775	-7.858445	-35.682854	3.931076	-5.710046	30.249549	8.901094	22.845525	-5.847042	7.731987	-6.28065	-37.740979	2.166847	-8.395944	29.2876	6.843376	21.048624	-2.521225	10.227071	-7.012392	-37.432188	2.298992	-6.672549	31.077423	8.800681	22.844512	-4.870361	10.48321	-6.329011	-35.666547	3.256565	-7.338543	29.519577	8.0839	22.761792	-4.513348	10.716229	-6.633703	-37.052748	3.569011	-5.503161	29.381038	8.841133	22.932516	-3.73286	10.856876	-7.499379	-38.210847	3.487864	-6.536431	30.50413	9.594423	22.978727	-4.775706	9.233719	-7.896099	-34.251352	3.789409	-5.463935	27.147767	8.383868	23.969832	-3.736266	8.634844	-8.484429	-35.852562	3.694604	-6.626155	30.661014	8.214982	21.539881	-5.504483	8.284493	-6.564045	-38.562687	2.154206	-6.74378	32.599839	9.655417	22.136583	-5.646653	11.249627	-6.601675	-38.834592	2.734288	-6.736017	31.591879	9.9669	22.925774	-4.731245	9.852789	-8.171351	-35.883769	2.472926	-6.548414	30.802845	9.33148	22.233362	-5.112964	9.569693	-7.367151
