Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-14.609108	-4.873587	-6.105529	0.655417	0.351375	13.052086	-7.591676	-5.378852	-9.490474
1	-14.465352	-4.887962	-7.094449	2.831658	0.953185	13.406324	-7.029359	-4.662926	-9.938573
2	-14.380064	-4.94498	-7.896387	5.22472	1.455236	13.350515	-5.972015	-3.204433	-9.796237
3	-14.366529	-5.070041	-8.339673	7.802164	1.724788	12.655743	-4.891653	-1.07252	-8.939246
4	-14.448436	-5.267099	-8.388839	10.548197	1.663156	11.317206	-4.319102	1.527511	-7.42003
5	-14.664416	-5.533326	-8.223963	13.445948	1.29262	9.607794	-4.543085	4.291026	-5.332659
6	-15.070353	-5.879218	-8.136514	16.48987	0.818801	7.96732	-5.508843	6.823518	-2.882441
7	-15.703997	-6.322859	-8.293554	19.719658	0.537357	6.723135	-6.989192	8.738828	-0.457888
8	-16.505825	-6.850993	-8.597295	23.155362	0.599753	5.857899	-8.815131	9.839391	1.570975
9	-17.257264	-7.395921	-8.769946	26.584795	0.873334	5.046488	-10.841203	10.23409	3.104018
10	-17.746401	-7.909138	-8.628693	29.636821	1.151923	4.037473	-12.852375	10.246181	4.279246
11	-17.895108	-8.389229	-8.152484	32.059802	1.382814	2.838326	-14.695267	10.085566	5.179138
12	-17.72667	-8.803538	-7.483353	33.796418	1.584041	1.652964	-16.31237	9.87038	5.827374
13	-17.290272	-9.045108	-6.853429	34.90349	1.74146	0.736692	-17.704136	9.665068	6.239594
14	-16.626066	-8.999289	-6.449818	35.468056	1.804786	0.250058	-18.89736	9.486006	6.452054
15	-15.759245	-8.636689	-6.342176	35.576053	1.747287	0.223584	-19.918485	9.328431	6.503959
16	-14.681003	-8.01975	-6.509832	35.277842	1.592393	0.608469	-20.760489	9.205666	6.404517
17	-13.384545	-7.282474	-6.846219	34.631807	1.391139	1.226989	-21.414098	9.11092	6.170807
18	-11.884219	-6.539541	-7.237882	33.678787	1.174837	1.864181	-21.85303	8.97879	5.843666
19	-10.214145	-5.86928	-7.590823	32.443617	0.97841	2.358286	-22.003802	8.717557	5.44531
20	-8.421987	-5.303409	-7.8441	30.952499	0.847202	2.644129	-21.7714	8.267109	4.942087
21	-6.559156	-4.820255	-7.985478	29.230956	0.807296	2.737263	-21.110834	7.618269	4.269644
22	-4.665888	-4.369767	-8.02821	27.296106	0.84802	2.692791	-20.049686	6.776727	3.437705
23	-2.760966	-3.903806	-7.980089	25.162071	0.937692	2.593971	-18.603117	5.754954	2.570688
24	-0.855058	-3.378608	-7.841008	22.841048	1.053218	2.578915	-16.696201	4.608876	1.776204
25	1.049339	-2.778111	-7.618143	20.377339	1.173194	2.772497	-14.348626	3.455041	1.021202
26	2.954592	-2.096226	-7.278558	17.788223	1.275163	3.259314	-11.550815	2.347947	0.176749
27	4.850924	-1.329621	-6.775088	15.085115	1.338968	4.114359	-8.270981	1.262859	-0.988968
28	6.717891	-0.483517	-6.075434	12.283482	1.342095	5.3794	-4.524192	0.177553	-2.689482
29	8.53749	0.425646	-5.175133	9.415383	1.243194	6.975214	-0.415915	-0.880677	-4.896515
30	10.29627	1.371403	-4.108341	6.548362	0.990351	8.660454	3.872093	-1.892298	-7.287325
31	11.963585	2.313773	-2.926855	3.822234	0.566479	10.071002	8.053067	-2.83104	-9.430457
32	13.46366	3.203825	-1.662233	1.494952	0.046572	10.812342	11.699086	-3.599285	-10.967391
33	14.719575	4.000917	-0.342051	-0.198373	-0.410948	10.820218	14.550937	-4.118123	-11.830923
34	15.660365	4.650397	0.983746	-1.068831	-0.673265	10.299648	16.558202	-4.376986	-12.072134
35	16.267111	5.0989	2.214956	-1.04808	-0.685834	9.608347	17.861774	-4.418603	-11.782692
36	16.583797	5.318809	3.214228	-0.18308	-0.463521	9.073224	18.662273	-4.270893	-11.074551
37	16.684077	5.308947	3.85506	1.418523	-0.035201	8.918775	19.092002	-3.938999	-10.118182
38	16.628467	5.090603	4.07885	3.628794	0.581664	9.244975	19.186772	-3.452397	-9.11285
39	16.445021	4.704245	3.90279	6.332836	1.386635	10.042888	18.951462	-2.874381	-8.251542
40	16.154184	4.221882	3.448469	9.387146	2.380781	11.174743	18.483602	-2.280186	-7.656935
41	15.771381	3.710139	2.865153	12.67579	3.567597	12.443235	17.911125	-1.751756	-7.31095
42	15.301232	3.219392	2.290781	16.142385	4.940774	13.60816	17.315482	-1.381755	-7.100118
43	14.745308	2.791652	1.859192	19.76737	6.458607	14.410037	16.745656	-1.23152	-6.890618
44	14.106686	2.456832	1.673206	23.544766	8.056211	14.67044	16.252365	-1.292733	-6.61662
45	13.396613	2.232795	1.783059	27.454538	9.664785	14.345142	15.914857	-1.47489	-6.302331
46	12.638623	2.130787	2.181625	31.453232	11.219822	13.508998	15.824939	-1.631637	-6.036654
47	11.86557	2.168311	2.823338	35.483926	12.658963	12.286843	16.052806	-1.641701	-5.914876
48	11.107202	2.329809	3.592004	39.496072	13.966724	10.86331	16.460578	-1.608849	-5.884891
49	10.372263	2.588546	4.385652	43.466976	15.151313	9.362721	16.865415	-1.734487	-5.859549
50	9.652394	2.904699	5.112131	47.393108	16.226776	7.883506	17.254483	-2.091054	-5.850163
51	8.930303	3.235367	5.697793	51.290239	17.176438	6.475158	17.762805	-2.59294	-5.881511
52	8.188798	3.546221	6.095214	55.178392	17.936791	5.135378	18.448901	-3.061286	-5.859733
53	7.41304	3.812355	6.273471	59.057406	18.452495	3.869892	19.205094	-3.30895	-5.661801
54	6.581054	4.010937	6.202976	62.909268	18.721334	2.723339	19.874028	-3.311855	-5.284856
55	5.640034	4.119689	5.865694	66.71833	18.776787	1.739113	20.335725	-3.233156	-4.799218
56	4.532927	4.149053	5.324014	70.488426	18.729469	0.896857	20.578862	-3.175215	-4.268048
57	3.20882	4.125296	4.637976	74.222472	18.662641	0.16937	20.63985	-3.11613	-3.741024
58	1.658558	4.087238	3.874719	77.908619	18.565229	-0.468563	20.560617	-3.018583	-3.266391
59	-0.07743	4.075475	3.106008	81.501013	18.35445	-1.014495	20.347935	-2.829247	-2.874318
60	-1.926248	4.128095	2.409477	84.920684	17.958871	-1.447779	19.979481	-2.463397	-2.582322
61	-3.826422	4.260721	1.869307	88.095938	17.377017	-1.797797	19.434903	-1.863385	-2.391805
62	-5.775555	4.442846	1.562855	90.983635	16.684092	-2.173475	18.728966	-1.029572	-2.299132
63	-7.820657	4.601801	1.488565	93.574363	15.987621	-2.654656	17.940951	0.033304	-2.326646
64	-9.980764	4.667356	1.553714	95.86721	15.382323	-3.20439	17.119892	1.260689	-2.514733
65	-12.212875	4.588153	1.640211	97.832714	14.98857	-3.751546	16.199895	2.420722	-2.917648
66	-14.426237	4.351195	1.623295	99.432574	14.908715	-4.215549	15.085924	3.268288	-3.594635
67	-16.540951	3.995946	1.405556	100.629621	15.132344	-4.490265	13.771755	3.783279	-4.522819
68	-18.522296	3.598656	0.949324	101.397446	15.526636	-4.465195	12.338472	4.115045	-5.500221
69	-20.36063	3.229709	0.286674	101.716603	15.946394	-4.080781	10.886478	4.400475	-6.285697
70	-22.028871	2.922995	-0.495033	101.533988	16.311843	-3.338593	9.490338	4.684441	-6.797084
71	-23.53751	2.666923	-1.281714	100.877477	16.572952	-2.341828	8.181728	4.928629	-7.142866
72	-24.915822	2.439702	-2.012464	99.784429	16.709789	-1.189414	7.016744	5.097138	-7.41252
73	-26.171267	2.209101	-2.659617	98.283868	16.759954	0.035362	6.078892	5.217579	-7.592927
74	-27.288447	1.939906	-3.220285	96.398367	16.801429	1.273836	5.406143	5.335625	-7.645847
75	-28.250015	1.608755	-3.714822	94.145369	16.911013	2.503914	4.927849	5.423055	-7.63562
76	-29.041367	1.198141	-4.163746	91.528261	17.085086	3.742343	4.431566	5.371329	-7.635451
77	-29.653458	0.689597	-4.568795	88.541423	17.247677	5.006047	3.669087	5.094831	-7.610159
78	-30.081928	0.071741	-4.916376	85.172039	17.351531	6.284929	2.64331	4.649596	-7.536331
79	-30.373156	-0.623231	-5.200424	81.49709	17.399303	7.55235	1.697408	4.202878	-7.450979
80	-30.554717	-1.355863	-5.40796	77.564255	17.374752	8.784344	1.011953	3.813962	-7.34649
81	-30.628753	-2.061682	-5.549744	73.40151	17.241547	9.996358	0.540851	3.466985	-7.23747
82	-30.580002	-2.645475	-5.691761	69.014603	16.957767	11.27235	0.201693	3.142983	-7.19692
83	-30.396552	-3.00069	-5.941877	64.403458	16.502254	12.747123	-0.033374	2.844097	-7.307785
84	-30.079124	-3.070462	-6.372985	59.587712	15.820887	14.484875	-0.19084	2.569668	-7.534723
85	-29.636624	-2.911965	-6.939112	54.627056	14.793008	16.310499	-0.329658	2.304739	-7.644495
86	-29.074647	-2.686038	-7.48388	49.586794	13.409557	17.895074	-0.463856	2.071108	-7.457322
87	-28.395996	-2.523856	-7.857779	44.499902	11.820155	19.062027	-0.551259	1.883802	-7.14281
88	-27.609044	-2.479872	-7.947125	39.417663	10.140341	19.727908	-0.57643	1.685237	-6.947042
89	-26.744418	-2.554059	-7.703067	34.429985	8.47143	19.881152	-0.550955	1.369437	-6.988095
90	-25.837057	-2.719503	-7.150717	29.617566	6.937627	19.624569	-0.494699	0.836249	-7.301959
91	-24.90683	-2.949283	-6.357137	25.0325	5.632658	19.131359	-0.471752	0.031999	-7.909309
92	-23.959213	-3.223314	-5.410471	20.720507	4.56968	18.542599	-0.605948	-1.029559	-8.778801
93	-22.991541	-3.508149	-4.425945	16.745973	3.697951	17.925776	-1.016487	-2.230057	-9.791276
94	-21.988998	-3.733301	-3.571845	13.091622	2.902993	17.328688	-1.670113	-3.310584	-10.750756
95	-20.932611	-3.840919	-2.993435	9.723313	2.108874	16.761318	-2.454578	-4.047623	-11.470375
96	-19.82282	-3.823624	-2.745787	6.66137	1.314356	16.149235	-3.259388	-4.351749	-11.795004
97	-18.681222	-3.718305	-2.792903	3.960796	0.575436	15.392653	-3.997055	-4.272686	-11.669133
98	-17.541851	-3.58343	-3.054863	1.689425	-0.029668	14.430702	-4.627961	-3.949344	-11.152773
99	-16.447728	-3.480099	-3.44772	-0.065318	-0.430489	13.266097	-5.184269	-3.572348	-10.40288
