hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-1.062080	-6.898298	-18.731993	4.850818	28.427612	7.899069	-2.909402	-19.752761	-9.566268	-0.833077	-5.644500	-15.285318	4.256332	27.523760	7.173869	-1.456784	-19.089463	-8.495620	0.723678	-3.476073	-12.907927	4.269654	27.758942	6.923684	-2.906105	-18.941527	-10.064951	0.260268	-6.549047	-13.705904	5.578949	26.370437	8.172844	-3.069816	-19.349209	-8.858589	-0.202133	-6.320033	-17.673530	5.286556	28.301123	9.057021	-2.057738	-18.179565	-11.824490	0.616208	-7.582675	-19.542323	5.941923	28.511961	10.115937	-1.213702	-19.128521	-8.382891	0.658252	-5.981955	-17.746482	5.110179	28.240732	8.082947	-3.352655	-19.163124	-9.449392	0.839474	-7.037814	-16.501993	5.179962	28.965550	8.427046	-3.019128	-19.807594	-9.617386	-0.130831	-4.560781	-16.946284	4.072280	29.973558	6.884752	-3.566379	-20.174307	-12.490366	2.689765	-5.686683	-18.006573	6.454809	26.997608	9.872928	-3.148408	-18.958949	-11.110837	2.464292	-3.317119	-16.214165	5.237777	26.391531	6.935804	-4.553799	-19.468385	-11.323716	0.355918	-8.100387	-16.743519	5.615116	28.309953	8.872077	-3.492500	-19.541064	-13.122004	-1.073293	-7.270090	-15.786793	4.153341	28.919559	8.187887	-2.629692	-19.369010	-9.294807	1.239050	-7.071631	-17.556199	5.554104	27.406595	9.025113	-2.280040	-19.026546	-9.212008	-0.361559	-7.612772	-17.762561	4.736356	27.026666	7.776788	-2.967124	-19.549067	-9.197763	-0.117733	-4.458784	-14.243095	4.732668	28.389695	6.564137	-2.333975	-19.523952	-9.014378	0.250455	-4.577803	-13.472380	4.678324	28.971076	6.884399	-3.548978	-19.682243	-10.492554	0.887117	-8.166649	-19.065489	5.884202	29.180734	11.020259	-1.381780	-19.066497	-8.205540	0.515343	-4.965958	-15.863309	4.693888	29.342863	7.219170	-2.282028	-18.434914	-10.559354	0.262640	-5.430465	-16.902925	5.015820	27.022088	7.558369	-4.906036	-19.201515	-12.807575	0.479547	-6.904520	-17.112817	5.430820	28.503468	9.585841	-2.724554	-19.324985	-11.187274
	-1.293946	-7.447914	-19.274947	5.331687	27.564381	9.694807	-1.453831	-18.977384	-7.641242	-1.086458	-6.372469	-16.010511	4.755310	27.041790	9.028363	-0.047721	-18.381184	-6.580995	0.555684	-4.014949	-13.528955	4.739633	27.319936	8.665158	-1.732283	-18.278213	-8.270810	0.066156	-7.117456	-14.638112	6.165361	25.781726	10.318040	-1.972727	-18.754205	-6.930553	-0.311624	-7.073608	-18.129767	5.729865	27.853503	10.783757	-0.708776	-17.506828	-10.101802	0.373527	-8.124073	-20.310541	6.616437	28.024733	12.404522	-0.010093	-18.529140	-6.878794	0.460572	-6.502545	-18.490982	5.709053	27.601091	10.255443	-2.289210	-18.481627	-7.795315	0.536493	-7.481409	-17.102083	5.765334	28.302609	10.303335	-1.843387	-19.152591	-7.916993	-0.281656	-4.931919	-17.201741	4.445013	29.741227	8.024944	-1.982922	-19.304866	-10.714293	2.404487	-6.528587	-18.413133	6.974810	26.658440	11.618125	-2.275055	-18.266845	-9.481437	2.200945	-3.982827	-16.553832	5.810000	25.979940	8.703767	-3.869771	-18.804488	-9.788772	0.113024	-8.412602	-16.793293	5.941927	27.800369	10.138220	-2.485505	-19.031823	-11.418749	-1.233743	-7.535222	-16.659018	4.596587	28.074473	10.237095	-0.806159	-18.266561	-7.330042	1.023250	-7.758398	-18.298490	6.155453	26.934665	11.060047	-1.367366	-18.454750	-7.557205	-0.559497	-8.390080	-18.302691	5.249022	26.406400	9.758009	-1.811229	-18.871878	-7.540800	-0.422594	-5.086873	-14.939857	5.418445	28.006446	8.362156	-1.192250	-19.017170	-7.465926	0.066782	-5.037943	-13.765987	5.069088	28.322459	8.264056	-2.310878	-19.046237	-8.658805	0.719615	-8.811352	-19.948911	6.613398	28.551285	13.339271	-0.273977	-18.231759	-6.688767	0.385839	-5.187292	-16.474749	5.181796	29.084611	8.884276	-0.856576	-17.764593	-8.720730	0.053562	-5.968068	-17.321928	5.419829	26.474402	9.120140	-3.959753	-18.652981	-10.888040	0.216224	-7.484173	-17.725627	5.979249	27.941455	11.260956	-1.635204	-18.664324	-9.195486
	-1.532554	-8.077382	-20.149505	5.891310	26.638998	11.994065	0.079489	-18.064738	-6.003406	-1.342274	-7.192533	-17.106330	5.358622	26.491805	11.421445	1.366755	-17.562062	-5.060363	0.351635	-4.638289	-14.469822	5.302572	26.842936	10.839992	-0.488627	-17.499391	-6.666898	-0.159326	-7.716135	-15.908861	6.853958	25.140620	12.975305	-0.885257	-18.100370	-5.413968	-0.427064	-7.916382	-18.893327	6.249565	27.381120	12.945232	0.695563	-16.742581	-8.517187	0.136591	-8.716838	-21.448099	7.407587	27.409362	15.307355	1.083002	-17.822113	-5.945404	0.249273	-7.082170	-19.584507	6.394266	26.903738	12.947284	-1.221511	-17.750142	-6.477351	0.225828	-8.016088	-18.033277	6.435680	27.521056	12.676235	-0.675534	-18.363014	-6.512379	-0.440671	-5.432601	-17.801290	4.940297	29.457159	9.651202	-0.171367	-18.311906	-8.807979	2.109261	-7.506977	-19.190016	7.596685	26.232425	13.936440	-1.402037	-17.465298	-8.237967	1.912096	-4.778800	-17.193871	6.423795	25.490807	10.858306	-3.087579	-18.014607	-8.334889	-0.144166	-8.792184	-17.113616	6.338127	27.153099	11.783851	-1.305189	-18.358311	-9.618609	-1.427117	-7.893088	-17.885577	5.152545	27.242409	12.819513	1.029739	-17.175048	-5.692420	0.800726	-8.515091	-19.388530	6.853542	26.358942	13.628824	-0.507183	-17.806426	-6.332624	-0.751114	-9.276342	-19.192984	5.839366	25.807544	12.253589	-0.635763	-18.118722	-6.218036	-0.718021	-5.802676	-15.979673	6.203687	27.501304	10.651558	-0.053789	-18.349623	-6.173887	-0.156150	-5.585856	-14.354825	5.530333	27.574244	9.985510	-0.930919	-18.238610	-6.805638	0.552536	-9.513955	-21.169936	7.433070	27.762026	16.269947	0.698397	-17.270196	-5.767682	0.222906	-5.466964	-17.447348	5.818202	28.729591	11.084120	0.632656	-17.065157	-7.057861	-0.160802	-6.659263	-18.113647	5.900326	25.969263	11.154852	-2.868437	-18.038945	-9.022512	-0.024740	-8.162501	-18.735079	6.646349	27.326019	13.557182	-0.572575	-17.943568	-7.619672
	-1.778446	-8.779163	-21.428630	6.540926	25.711961	14.928396	1.534567	-17.047633	-5.051290	-1.597987	-8.060079	-18.620906	6.067581	25.886711	14.477879	2.637596	-16.656635	-4.316583	0.100733	-5.325800	-15.806657	5.983761	26.320984	13.578155	0.695630	-16.634396	-5.624054	-0.421518	-8.311051	-17.536644	7.634166	24.436446	16.244314	0.093692	-17.386988	-4.684225	-0.555108	-8.798530	-20.029174	6.864347	26.892022	15.642825	2.013133	-15.916709	-7.405799	-0.093734	-9.288322	-22.948337	8.268220	26.611905	18.900895	1.967111	-16.998693	-5.881871	0.013374	-7.671470	-21.034278	7.156062	26.146683	16.241383	-0.245640	-17.001092	-5.833396	-0.088997	-8.628902	-19.362685	7.172766	26.606774	15.683299	0.371587	-17.428922	-5.775195	-0.617823	-6.068240	-18.834589	5.581490	29.117778	11.901975	1.681521	-17.239872	-7.143912	1.803702	-8.558776	-20.381248	8.293266	25.682468	16.916192	-0.613704	-16.560078	-7.696392	1.587368	-5.696443	-18.215651	7.072144	24.920291	13.506109	-2.264435	-17.118835	-7.283577	-0.414040	-9.244125	-17.821751	6.812513	26.377840	13.947014	-0.057088	-17.539227	-8.059632	-1.666671	-8.352821	-19.499886	5.857052	26.477863	16.044709	2.679796	-16.160553	-4.780227	0.574017	-9.286091	-20.844935	7.615096	25.656012	16.834222	0.220860	-17.090389	-5.869105	-0.932058	-10.220130	-20.483558	6.501450	25.225873	15.356262	0.463200	-17.290944	-5.562697	-0.999063	-6.556816	-17.421515	7.066784	26.833005	13.569595	0.962098	-17.513036	-5.488603	-0.436782	-6.220444	-15.357256	6.078002	26.738686	12.185882	0.481172	-17.258242	-5.290054	0.376222	-10.188214	-22.696986	8.277594	26.774333	19.873764	1.449515	-16.217364	-5.715953	0.006315	-5.797375	-18.839464	6.625878	28.245700	13.944135	2.021717	-16.368521	-5.956761	-0.379458	-7.506242	-19.349718	6.471683	25.516537	13.776095	-1.719657	-17.380289	-7.535862	-0.232444	-8.896263	-20.178381	7.406886	26.643750	16.600922	0.364040	-17.185226	-6.793029
	-2.026555	-9.499678	-22.971456	7.246400	24.820750	18.349287	2.811380	-15.984581	-4.835306	-1.853762	-8.896468	-20.388548	6.833292	25.234579	18.042727	3.700151	-15.705850	-4.356289	-0.185685	-6.023368	-17.414538	6.753796	25.749378	16.775181	1.730394	-15.743877	-5.230986	-0.707598	-8.855841	-19.335894	8.433041	23.661574	19.937143	0.944461	-16.615683	-4.694826	-0.699106	-9.640896	-21.447307	7.558486	26.368717	18.812464	3.146398	-15.070091	-6.928967	-0.329606	-9.754748	-24.605367	9.100174	25.635629	22.951950	2.654226	-16.091086	-6.572298	-0.251574	-8.204921	-22.656820	7.944408	25.326566	19.972189	0.599649	-16.255711	-5.886721	-0.406047	-9.254851	-20.938862	7.919400	25.598978	19.165922	1.266750	-16.407391	-5.714870	-0.813559	-6.801160	-20.255046	6.361100	28.724687	14.777835	3.350258	-16.129715	-6.076598	1.486731	-9.573347	-21.831807	8.997152	25.003805	20.386575	0.051783	-15.595072	-7.855923	1.237122	-6.667248	-19.503312	7.732122	24.307326	16.537767	-1.468737	-16.180518	-6.738166	-0.690362	-9.745782	-18.879852	7.354043	25.546621	16.601580	1.125124	-16.645955	-7.014073	-1.942531	-8.853359	-21.320741	6.664949	25.753919	19.735932	4.059085	-15.215181	-4.624088	0.344059	-9.991803	-22.484790	8.366802	24.847151	20.469380	0.824878	-16.342699	-6.085042	-1.104622	-11.126819	-22.022786	7.188428	24.617735	18.914194	1.446267	-16.398328	-5.602915	-1.264842	-7.278627	-19.128866	7.953085	26.030522	16.999103	1.807307	-16.581928	-5.464038	-0.766380	-6.907586	-16.687471	6.704003	25.880212	14.808100	1.798286	-16.195151	-4.306924	0.171473	-10.746692	-24.326392	9.054858	25.612890	23.905312	2.014368	-15.127137	-6.399579	-0.263919	-6.135519	-20.519453	7.554481	27.620269	17.353803	3.200744	-15.666375	-5.564389	-0.597174	-8.428580	-20.901473	7.111732	25.084718	16.894995	-0.621758	-16.707012	-6.612970	-0.416209	-9.600620	-21.869468	8.179466	25.879194	20.197283	1.157713	-16.405418	-6.694313
	-2.275413	-10.160692	-24.665644	7.959056	23.951951	22.240197	3.806611	-14.887832	-5.542268	-2.121574	-9.585771	-22.254633	7.595827	24.481783	22.066445	4.474640	-14.720682	-5.313725	-0.511929	-6.654454	-19.204554	7.585928	25.068361	20.461749	2.515302	-14.858425	-5.711702	-1.019745	-9.254231	-21.144074	9.157048	22.756331	24.003172	1.626049	-15.760558	-5.612438	-0.871580	-10.344135	-23.047678	8.297153	25.740724	22.440161	4.031132	-14.211529	-7.242687	-0.594491	-10.004528	-26.220678	9.793063	24.448690	27.301795	3.133966	-15.115267	-8.024928	-0.562488	-8.590963	-24.278347	8.689461	24.389564	24.066651	1.287399	-15.503463	-6.761242	-0.734329	-9.801247	-22.643287	8.594789	24.471856	23.110924	1.959939	-15.310156	-6.515446	-1.027162	-7.579992	-21.986288	7.256173	28.231518	18.295339	4.682723	-14.973978	-5.853703	1.145143	-10.425350	-23.395065	9.627673	24.149367	24.253327	0.569069	-14.591538	-8.777163	0.863989	-7.614484	-20.995100	8.363648	23.648904	19.987006	-0.752681	-15.229262	-6.932932	-0.971513	-10.259195	-20.275686	7.951615	24.681366	19.819671	2.140742	-15.704950	-6.772085	-2.258162	-9.305650	-23.183412	7.517884	24.985250	23.842366	5.065088	-14.308866	-5.399980	0.098193	-10.508514	-24.150520	9.018206	23.899213	24.452150	1.299454	-15.581457	-7.094276	-1.282067	-11.873983	-23.675726	7.831235	23.899160	22.874043	2.278675	-15.412739	-6.465283	-1.515710	-7.867658	-20.982526	8.793106	25.063660	20.938794	2.424239	-15.597753	-6.256368	-1.150700	-7.614753	-18.346081	7.422588	25.017598	17.975885	2.876183	-15.095973	-4.197686	-0.091992	-11.087827	-25.862494	9.652050	24.266761	28.188870	2.402528	-14.018853	-7.823322	-0.597981	-6.419979	-22.363356	8.550940	26.786140	21.292867	4.075885	-14.923350	-6.060257	-0.814715	-9.330715	-22.651688	7.784159	24.607291	20.513434	0.358978	-16.012040	-6.475698	-0.595757	-10.172038	-23.639615	8.866857	24.973608	24.254973	1.801500	-15.589241	-7.419056
	-2.530297	-10.684123	-26.300699	8.598460	23.052078	26.359291	4.562144	-13.774998	-6.927356	-2.416969	-10.050493	-24.001150	8.277443	23.600562	26.295482	5.011943	-13.736110	-6.939691	-0.871423	-7.148723	-20.978768	8.397983	24.243610	24.435382	3.083481	-13.992871	-6.871137	-1.352582	-9.464540	-22.783164	9.743623	21.731912	28.187247	2.181289	-14.852037	-7.148336	-1.092576	-10.813432	-24.623529	8.993216	24.932585	26.353606	4.692208	-13.337622	-8.265974	-0.898796	-10.014944	-27.598528	10.301190	23.133854	31.635180	3.475317	-14.140876	-9.948549	-0.920620	-8.785083	-25.706773	9.314786	23.321164	28.284050	1.867325	-14.728524	-8.246958	-1.083715	-10.201240	-24.268958	9.140289	23.255444	27.248755	2.514024	-14.183818	-7.916165	-1.264266	-8.293499	-23.827371	8.167168	27.541071	22.354464	5.617304	-13.750013	-6.550117	0.765396	-11.025515	-24.849304	10.109145	23.128160	28.260979	0.981183	-13.583970	-10.263710	0.475798	-8.448148	-22.497847	8.920611	22.942774	23.670806	-0.109961	-14.293136	-7.720168	-1.259174	-10.704907	-21.842326	8.543623	23.770792	23.482289	2.969222	-14.737563	-7.331186	-2.601407	-9.619187	-24.880411	8.305634	24.095841	28.105271	5.784157	-13.396443	-6.844467	-0.175833	-10.800277	-25.661144	9.531599	22.849149	28.510217	1.707825	-14.829231	-8.619448	-1.489950	-12.381430	-25.225414	8.353548	23.023954	26.997964	2.985625	-14.345693	-7.939596	-1.765905	-8.257886	-22.775884	9.515868	23.950844	25.166471	2.860548	-14.609647	-7.682885	-1.570497	-8.271670	-20.141467	8.177963	24.129806	21.543528	3.709177	-14.006868	-4.836173	-0.417105	-11.202927	-27.142375	10.041514	22.830725	32.416616	2.684772	-12.936235	-9.709908	-0.989679	-6.575726	-24.137646	9.505489	25.727314	25.538258	4.664921	-14.131678	-7.304949	-1.042194	-10.088933	-24.368363	8.402736	24.004318	24.447986	1.227843	-15.271290	-7.071338	-0.802597	-10.550575	-25.261852	9.393760	23.929641	28.471329	2.356063	-14.731164	-8.745145
	-2.799627	-10.961538	-27.656388	9.062406	22.082224	30.491611	5.073096	-12.674901	-8.906641	-2.756333	-10.178300	-25.389542	8.785551	22.569699	30.466815	5.339140	-12.813849	-9.081100	-1.270466	-7.384559	-22.515452	9.079692	23.215052	28.521576	3.433052	-13.172488	-8.661505	-1.702234	-9.385211	-24.024521	10.103692	20.602510	32.235774	2.597291	-13.937693	-9.227676	-1.383474	-10.973230	-25.980931	9.564020	23.909348	30.349178	5.160996	-12.461948	-9.882531	-1.238776	-9.760968	-28.567501	10.606695	21.796433	35.651720	3.704296	-13.267537	-12.167541	-1.323684	-8.731414	-26.759491	9.744478	22.125805	32.391818	2.356939	-13.938082	-10.230825	-1.468031	-10.344899	-25.582678	9.473109	21.985609	31.335381	2.934378	-13.095734	-9.864003	-1.536309	-8.828136	-25.542101	8.962746	26.599388	26.719114	6.215665	-12.469830	-7.998157	0.341849	-11.296557	-26.005730	10.385238	21.974374	32.170762	1.321333	-12.618175	-12.179796	0.065116	-9.019918	-23.799470	9.322691	22.162633	27.451588	0.452416	-13.413848	-9.147381	-1.563477	-10.983219	-23.397290	9.050116	22.788399	27.454882	3.602165	-13.762223	-8.671653	-2.959095	-9.684319	-26.183805	8.908517	23.042868	32.274483	6.236774	-12.481080	-8.847284	-0.491034	-10.769380	-26.806995	9.851372	21.724793	32.377569	2.065642	-14.127147	-10.580873	-1.755525	-12.548786	-26.456859	8.679610	21.971115	31.052771	3.565671	-13.237887	-9.908336	-2.033179	-8.349847	-24.276920	10.034910	22.709440	29.457199	3.135840	-13.676294	-9.655412	-2.027641	-8.754257	-21.882366	8.882854	23.158595	25.453402	4.239968	-12.963650	-6.298098	-0.796587	-11.075350	-28.020810	10.221824	21.412366	36.303104	2.892427	-11.949841	-11.892852	-1.433491	-6.519969	-25.616006	10.307147	24.441532	29.865475	4.974505	-13.325974	-9.188909	-1.290125	-10.581817	-25.835748	8.873614	23.215496	28.512005	1.994833	-14.467209	-8.355011	-1.061483	-10.671401	-26.525289	9.696381	22.774532	32.567958	2.842169	-13.848759	-10.560417
	-3.074767	-11.003335	-28.640797	9.337376	21.077545	34.383874	5.426217	-11.640838	-11.166607	-3.125852	-9.984351	-26.323209	9.098809	21.448119	34.325840	5.546710	-12.000167	-11.448622	-1.693892	-7.353776	-23.700098	9.587573	22.039279	32.474649	3.648787	-12.417494	-10.794290	-2.043572	-9.074506	-24.853355	10.285772	19.463762	35.952519	2.919111	-13.086610	-11.530332	-1.744696	-10.802065	-26.961327	9.965918	22.717774	34.153195	5.476583	-11.641474	-11.884931	-1.581712	-9.327323	-29.128345	10.789783	20.569954	39.157688	3.865296	-12.569404	-14.449264	-1.741038	-8.468503	-27.398455	9.994010	20.886361	36.167812	2.779071	-13.176412	-12.456407	-1.870858	-10.265300	-26.526788	9.647726	20.750933	35.142262	3.270382	-12.122406	-12.060936	-1.858675	-9.051698	-26.861760	9.493908	25.383598	31.072898	6.531870	-11.196318	-10.024983	-0.098674	-11.253996	-26.775212	10.482997	20.792673	35.747331	1.620384	-11.761034	-14.308675	-0.361439	-9.315514	-24.801734	9.581562	21.332679	31.122929	0.957323	-12.624073	-10.954737	-1.896391	-11.021821	-24.724338	9.413654	21.750371	31.454269	4.074232	-12.831167	-10.562185	-3.299941	-9.517687	-27.048442	9.309080	21.903256	36.114737	6.535057	-11.601836	-11.091285	-0.822601	-10.496572	-27.586112	10.036320	20.608467	35.882247	2.388230	-13.504916	-12.714284	-2.071106	-12.393227	-27.279651	8.831279	20.819745	34.795483	4.049062	-12.183705	-12.107410	-2.320669	-8.153004	-25.368177	10.358238	21.425539	33.545973	3.308649	-12.858155	-11.928455	-2.508849	-9.014325	-23.384987	9.459178	22.102364	29.428403	4.569616	-11.988141	-8.242964	-1.186591	-10.783915	-28.508102	10.283640	20.118570	39.685496	3.065064	-11.101732	-14.145021	-1.893608	-6.233512	-26.655650	10.894103	23.024875	33.981091	5.068777	-12.580095	-11.450369	-1.551412	-10.760432	-26.910520	9.155333	22.260976	32.441638	2.674693	-13.620242	-10.112342	-1.361204	-10.570511	-27.355842	9.819008	21.608016	36.289605	3.275690	-13.001808	-12.613985
	-3.334263	-10.805160	-29.136989	9.407167	20.106427	37.754271	5.650981	-10.745664	-13.516049	-3.491400	-9.491011	-26.700990	9.202457	20.318777	37.603540	5.691611	-11.337417	-13.829844	-2.112833	-7.023936	-24.374038	9.876549	20.780640	36.011089	3.765322	-11.771878	-13.095677	-2.332645	-8.542774	-25.143403	10.298466	18.419734	39.051818	3.151478	-12.375800	-13.871337	-2.146365	-10.357118	-27.524876	10.218095	21.456676	37.556536	5.674128	-10.931529	-14.064156	-1.893458	-8.799112	-29.285229	10.910420	19.569472	41.984921	3.974265	-12.092600	-16.651770	-2.137317	-8.042468	-27.598425	10.096654	19.695371	39.406693	3.127465	-12.498001	-14.759677	-2.259612	-9.950556	-26.959103	9.693558	19.661634	38.367637	3.514959	-11.377183	-14.350771	-2.213720	-8.984787	-27.725735	9.762986	24.012250	35.118974	6.685902	-10.012229	-12.305422	-0.516175	-10.946635	-27.142164	10.462393	19.684805	38.823470	1.885621	-11.077078	-16.492583	-0.784082	-9.254792	-25.354112	9.691670	20.485636	34.435146	1.387118	-12.006947	-13.036895	-2.257819	-10.786062	-25.659337	9.624534	20.707991	35.198361	4.410917	-12.019885	-12.783774	-3.583710	-9.132417	-27.384447	9.490396	20.767085	39.357477	6.719233	-10.809498	-13.389146	-1.137038	-10.003664	-27.894718	10.100241	19.588507	38.753273	2.659638	-13.010752	-14.872420	-2.413867	-11.931076	-27.631408	8.859704	19.659807	37.997379	4.436326	-11.286081	-14.363388	-2.613302	-7.675880	-25.941630	10.508134	20.193472	37.153996	3.406032	-12.233166	-14.315198	-2.995528	-8.945328	-24.402170	9.806900	20.983114	33.163446	4.719527	-11.149206	-10.520152	-1.542580	-10.397907	-28.606361	10.292469	19.038533	42.421689	3.216931	-10.428194	-16.323539	-2.320489	-5.749687	-27.208157	11.258502	21.600305	37.641887	5.002766	-11.955074	-13.873209	-1.804008	-10.628106	-27.530280	9.256561	21.197243	36.009169	3.261594	-12.766807	-12.158046	-1.674226	-10.285198	-27.689502	9.812945	20.525547	39.411852	3.646403	-12.254292	-14.747031
