hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-5.906633	-4.988054	-10.666950	7.553155	16.834673	33.075993	2.533306	-11.213572	-23.858286	-5.977744	-3.041422	-7.437033	7.332267	16.329969	32.939299	2.409109	-11.666664	-23.447275	-4.862937	-1.985873	-6.885404	8.521315	16.878376	34.491417	1.717338	-11.610714	-25.583533	-4.148860	-3.071064	-6.859394	8.284278	16.412004	33.041283	0.993431	-12.066308	-23.334371	-4.953866	-4.952750	-10.793990	7.931081	18.595349	34.741718	2.464831	-12.197489	-25.546137	-4.905552	-4.710329	-10.608102	8.552233	19.111082	34.955384	0.251722	-14.241288	-24.890210	-4.296827	-5.224731	-9.818104	8.695534	18.344959	35.435917	1.211630	-12.114878	-26.670036	-4.903094	-4.050355	-8.742918	7.878985	17.255630	34.095556	1.356756	-12.137234	-25.129415	-5.573897	-5.456591	-11.508421	7.958257	18.821937	34.570640	3.427782	-9.208333	-25.309031	-4.162449	-4.099347	-9.706386	9.216423	17.101199	34.479408	-0.292316	-12.498641	-26.607184	-3.873713	-2.456121	-7.791933	7.658742	16.658011	31.431332	0.331078	-11.949231	-25.280711	-5.235035	-2.674177	-6.941361	7.347150	16.818069	33.368503	1.564201	-12.935415	-25.167872	-5.552965	-3.265441	-7.774616	7.624817	17.918540	33.105486	2.683202	-11.499584	-22.956206	-3.826003	-3.450869	-8.279358	8.105575	17.130431	30.877301	-1.155465	-13.951864	-21.823352	-4.382378	-4.777243	-8.575477	7.178804	16.066580	31.947958	0.443526	-11.806981	-22.377055	-4.460627	-2.118757	-8.450290	8.744750	18.049294	35.251416	-0.097490	-13.306788	-26.297858	-5.459527	-2.388586	-8.120657	8.085050	17.709826	31.928447	1.377722	-11.958685	-22.963361	-3.814754	-5.100959	-9.584807	8.451284	16.424610	35.945784	0.822197	-10.481193	-24.816965	-4.070426	-3.274073	-10.089539	9.217809	20.229824	34.845922	-0.055649	-13.532476	-24.706187	-4.103117	-5.012897	-11.366440	8.814773	16.920557	34.397524	1.627870	-10.516738	-23.985205	-4.784596	-3.882216	-8.407125	8.590710	16.827147	33.952659	1.307191	-11.799392	-24.319057
	-5.945433	-4.308994	-8.911951	7.447035	16.507463	30.913290	1.798139	-11.744335	-22.301881	-6.009188	-2.461648	-5.803643	7.424975	15.958362	31.039178	1.662841	-12.036552	-22.043688	-4.979455	-1.298361	-5.116416	8.504515	16.555323	32.564217	1.090308	-12.044892	-24.489526	-4.196853	-2.391013	-5.103084	8.249147	16.124401	30.870320	0.283743	-12.538760	-21.780778	-5.060194	-4.341354	-9.087652	7.880545	18.358970	32.528985	1.532022	-12.874987	-24.131711	-5.025021	-3.884147	-8.728132	8.420421	18.637226	32.716878	-0.622494	-14.773937	-23.309707	-4.446609	-4.516149	-8.079091	8.646368	17.952247	33.169631	0.426129	-12.601777	-25.342938	-5.022936	-3.330714	-7.028862	7.910605	16.935125	31.977512	0.589894	-12.656297	-23.714474	-5.735271	-4.772228	-9.723972	7.885492	18.461682	32.290511	2.749523	-9.706994	-23.920910	-4.344849	-3.119907	-7.909388	9.167391	16.737721	32.339505	-1.010386	-13.139824	-25.070226	-3.996584	-1.804547	-6.127163	7.591567	16.349963	29.282544	-0.401594	-12.332345	-24.003381	-5.289186	-2.047859	-5.037681	7.283504	16.530350	31.285843	0.677181	-13.466176	-23.694129	-5.529176	-2.602204	-5.854500	7.518023	17.848572	30.809300	1.870027	-12.073715	-21.363040	-3.841401	-2.695754	-6.570578	8.059954	16.787049	28.840007	-2.021279	-14.491800	-20.074151	-4.290463	-4.182507	-6.825406	7.085502	15.867676	29.866855	-0.401042	-12.395938	-20.492655	-4.486585	-1.547547	-6.714672	8.603848	17.722595	33.282848	-0.874391	-13.717837	-25.086934	-5.484574	-1.584620	-6.325845	8.028775	17.453744	29.868508	0.675671	-12.517167	-21.725491	-3.863886	-4.319283	-7.679656	8.296664	16.041808	33.712669	0.135479	-10.830523	-23.201073	-4.172478	-2.482876	-8.339565	9.107096	19.770061	32.792365	-0.872479	-14.066573	-23.312535	-4.173856	-4.432900	-9.793320	8.872714	16.879380	32.270956	0.919282	-11.189046	-22.571158	-4.812979	-2.940907	-6.543558	8.548931	16.329139	31.922375	0.607115	-12.227230	-22.818793
	-5.899262	-3.586374	-7.151565	7.322806	16.264648	28.725760	1.033115	-12.366337	-20.486205	-5.950107	-1.807568	-4.142412	7.472270	15.608469	29.113760	0.934339	-12.420578	-20.382086	-5.007378	-0.528688	-3.331551	8.470051	16.214665	30.590989	0.427325	-12.499468	-23.127193	-4.180047	-1.660032	-3.311762	8.191051	15.871741	28.684424	-0.436741	-13.038884	-19.996631	-5.120794	-3.655574	-7.385515	7.860372	18.134297	30.271743	0.550241	-13.601928	-22.465271	-5.042116	-2.930651	-6.822792	8.261027	18.162286	30.421857	-1.489896	-15.364230	-21.419859	-4.531335	-3.686862	-6.323186	8.580582	17.555656	30.845777	-0.386328	-13.158572	-23.674260	-5.071332	-2.562944	-5.312590	7.934879	16.645493	29.835986	-0.201974	-13.209273	-22.069029	-5.820589	-3.974749	-7.904724	7.831775	18.174515	29.901190	2.038167	-10.300078	-22.166926	-4.425329	-2.069467	-6.122187	9.091222	16.428965	30.182197	-1.758620	-13.868325	-23.248428	-4.057282	-1.106223	-4.498597	7.554731	16.106766	27.130644	-1.174392	-12.831267	-22.470955	-5.246031	-1.388368	-3.109814	7.234188	16.289934	29.172418	-0.271733	-14.057699	-21.943407	-5.425361	-1.878486	-3.894910	7.372669	17.807120	28.477439	1.049446	-12.695508	-19.517856	-3.762203	-1.855998	-4.837086	7.964517	16.470779	26.797569	-2.859512	-15.120739	-18.124925	-4.123805	-3.500557	-5.028033	6.985536	15.730892	27.760396	-1.258370	-13.133719	-18.339684	-4.427441	-0.883933	-4.938046	8.458075	17.384575	31.250130	-1.648099	-14.217861	-23.585952	-5.431822	-0.736502	-4.468758	7.942557	17.241810	27.756523	-0.016923	-13.130799	-20.265277	-3.830204	-3.472273	-5.732560	8.135273	15.726252	31.440952	-0.520393	-11.251506	-21.311335	-4.198021	-1.554206	-6.562916	8.978813	19.268202	30.695992	-1.666346	-14.640103	-21.666028	-4.183478	-3.781601	-8.186557	8.898212	16.887501	30.095548	0.164050	-11.959145	-20.890632	-4.725045	-1.936696	-4.662835	8.456992	15.870657	29.897295	-0.085991	-12.680323	-21.050507
	-5.754512	-2.816080	-5.370516	7.145852	16.119042	26.546890	0.268982	-13.095257	-18.436907	-5.808549	-1.093342	-2.444503	7.457051	15.295754	27.190438	0.249386	-12.828124	-18.536419	-4.932322	0.317160	-1.525637	8.383472	15.883234	28.599916	-0.239515	-12.964163	-21.520360	-4.071612	-0.871757	-1.469380	8.079575	15.687720	26.518292	-1.144303	-13.569403	-17.970542	-5.104363	-2.864699	-5.670351	7.830519	17.942980	28.005035	-0.448644	-14.381368	-20.525115	-4.961068	-1.872084	-4.881187	8.059910	17.714880	28.102563	-2.341080	-16.002261	-19.303901	-4.539621	-2.750741	-4.541819	8.473707	17.176195	28.515932	-1.196829	-13.776271	-21.758976	-5.006879	-1.719000	-3.567940	7.901128	16.411405	27.698210	-0.984408	-13.795491	-20.160806	-5.823552	-3.080887	-6.047023	7.754855	17.977298	27.469030	1.320031	-10.964690	-20.146964	-4.379900	-0.960640	-4.332267	8.943902	16.194387	28.043316	-2.522854	-14.665615	-21.166119	-4.019895	-0.343098	-2.887583	7.507094	15.969398	25.008847	-1.973348	-13.479066	-20.647279	-5.083843	-0.684255	-1.146064	7.158488	16.110489	27.056006	-1.250510	-14.699417	-19.936842	-5.236373	-1.088855	-1.884967	7.178909	17.806212	26.147625	0.243165	-13.386904	-17.445220	-3.544047	-0.911716	-3.051847	7.767661	16.204465	24.764223	-3.645696	-15.833810	-15.948902	-3.882982	-2.735758	-3.160869	6.849598	15.659529	25.641735	-2.116026	-13.978189	-15.995349	-4.280597	-0.139416	-3.120975	8.282611	17.063673	29.185093	-2.399394	-14.802374	-21.865672	-5.268248	0.148975	-2.524529	7.784140	17.119048	25.613071	-0.674154	-13.812469	-18.547467	-3.714568	-2.571229	-3.743161	7.951156	15.493691	29.167075	-1.125278	-11.757901	-19.219655	-4.121285	-0.507641	-4.752325	8.796285	18.763121	28.588453	-2.420767	-15.252787	-19.789806	-4.113037	-3.041640	-6.519759	8.846505	16.948289	27.909755	-0.606255	-12.816463	-18.965698	-4.535833	-0.899701	-2.764163	8.306378	15.478528	27.903678	-0.747668	-13.158791	-19.087446
	-5.502093	-1.996654	-3.546196	6.884087	16.073938	24.405612	-0.470528	-13.942863	-16.173348	-5.562276	-0.309507	-0.684542	7.343505	15.049268	25.286850	-0.358201	-13.284265	-16.489506	-4.745692	1.230843	0.304084	8.218368	15.583162	26.614432	-0.877539	-13.441815	-19.688637	-3.885540	-0.045258	0.420251	7.910912	15.573800	24.394989	-1.823382	-14.130674	-15.785251	-5.002740	-1.973863	-3.924092	7.751122	17.787507	25.760302	-1.429177	-15.201857	-18.373771	-4.746234	-0.698145	-2.880801	7.783314	17.328684	25.777235	-3.159209	-16.687987	-16.936278	-4.433409	-1.684976	-2.712989	8.283298	16.830947	26.219126	-1.979380	-14.459339	-19.581716	-4.839274	-0.803554	-1.774954	7.786614	16.229902	25.581468	-1.727562	-14.405284	-18.054765	-5.718916	-2.080388	-4.135017	7.610288	17.891154	25.037821	0.612569	-11.700136	-17.865978	-4.199934	0.190905	-2.525266	8.699028	16.036781	25.946703	-3.287493	-15.511773	-18.851493	-3.890797	0.475173	-1.264159	7.413931	15.922626	22.933971	-2.777925	-14.240241	-18.613948	-4.796447	0.072019	0.863211	7.026500	15.990925	24.955401	-2.228988	-15.381620	-17.699578	-4.959686	-0.236711	0.183960	6.926569	17.856596	23.852778	-0.536066	-14.167836	-15.159821	-3.206195	0.103315	-1.212949	7.467583	15.986513	22.747319	-4.381965	-16.586286	-13.605084	-3.538707	-1.867603	-1.179403	6.632076	15.667580	23.513436	-2.957278	-14.908007	-13.431413	-4.011500	0.708500	-1.241488	8.039720	16.782383	27.098696	-3.107718	-15.491216	-19.887547	-5.009638	1.049638	-0.508316	7.547354	17.084374	23.468806	-1.298316	-14.546757	-16.637278	-3.489308	-1.613746	-1.694694	7.720857	15.384762	26.915571	-1.655606	-12.386957	-16.897982	-3.929745	0.622191	-2.906013	8.537989	18.292870	26.492104	-3.130293	-15.905626	-17.707010	-3.952253	-2.206868	-4.780629	8.695482	17.055259	25.749774	-1.369745	-13.758247	-16.829019	-4.225281	0.148502	-0.838640	8.071564	15.197054	25.971497	-1.342306	-13.678348	-16.907758
	-5.144500	-1.137361	-1.657833	6.520362	16.120742	22.319111	-1.177923	-14.898748	-13.719363	-5.232029	0.524192	1.131879	7.138331	14.868902	23.412556	-0.890866	-13.791321	-14.291717	-4.448920	2.193122	2.157644	7.958666	15.333632	24.656388	-1.455720	-13.947692	-17.660263	-3.603762	0.809042	2.366975	7.660319	15.560162	22.357216	-2.449014	-14.741281	-13.433562	-4.787102	-0.968698	-2.120705	7.576614	17.672268	23.563600	-2.361968	-16.058959	-16.004225	-4.411309	0.545447	-0.828081	7.424874	17.010514	23.469609	-3.937830	-17.397711	-14.373109	-4.218450	-0.522351	-0.829690	7.997956	16.520616	23.978490	-2.719189	-15.182686	-17.213153	-4.537827	0.201415	0.106428	7.543844	16.119317	23.506006	-2.391473	-15.044175	-15.714333	-5.508740	-0.997086	-2.166660	7.374890	17.905719	22.652581	-0.071848	-12.501591	-15.385719	-3.873300	1.366786	-0.682515	8.332073	15.959562	23.913147	-4.042282	-16.385739	-16.309489	-3.635570	1.358248	0.406101	7.226598	15.980999	20.939689	-3.575493	-15.120283	-16.345208	-4.370806	0.886202	2.925660	6.807994	15.926018	22.892586	-3.180275	-16.094802	-15.236419	-4.600876	0.660099	2.310638	6.609968	17.958943	21.619491	-1.289979	-15.033353	-12.684564	-2.723461	1.170487	0.698568	7.028431	15.832505	20.764249	-5.050511	-17.355892	-11.065752	-3.100415	-0.923334	0.911616	6.318353	15.729381	21.384447	-3.770258	-15.860929	-10.687641	-3.633452	1.637774	0.696844	7.718210	16.540927	25.009430	-3.772373	-16.250321	-17.702011	-4.633144	1.946726	1.586288	7.201360	17.167133	21.353990	-1.893258	-15.336142	-14.503322	-3.170651	-0.627159	0.404575	7.436969	15.387183	24.701038	-2.128778	-13.115161	-14.398208	-3.608561	1.791606	-1.021115	8.182454	17.900981	24.428531	-3.787491	-16.595165	-15.412168	-3.686506	-1.274144	-2.962528	8.427736	17.199408	23.659447	-2.117027	-14.795097	-14.499710	-3.821284	1.180573	1.112915	7.764654	15.025823	24.106963	-1.862877	-14.239776	-14.559888
	-4.685779	-0.259129	0.313329	6.042730	16.248741	20.302591	-1.854679	-15.928351	-11.090063	-4.816219	1.394585	3.000879	6.827843	14.770422	21.594629	-1.334498	-14.350437	-11.935014	-4.044512	3.179264	4.031214	7.595984	15.150966	22.748997	-1.953097	-14.503030	-15.453831	-3.251992	1.663966	4.347390	7.341084	15.629354	20.414079	-3.020613	-15.392245	-10.966106	-4.459474	0.127223	-0.250209	7.288476	17.584592	21.430058	-3.233380	-16.929110	-13.457268	-3.939373	1.818238	1.273335	6.959840	16.780227	21.212220	-4.661942	-18.108140	-11.601588	-3.871447	0.722433	1.128287	7.589036	16.255112	21.828657	-3.394411	-15.936416	-14.648275	-4.133583	1.263719	2.070985	7.190126	16.064547	21.474301	-2.978289	-15.704016	-13.201456	-5.190182	0.147101	-0.138720	7.034373	18.018588	20.349603	-0.729560	-13.380335	-12.733667	-3.421314	2.541177	1.204103	7.853497	15.951982	21.944870	-4.787598	-17.262035	-13.579339	-3.276398	2.282900	2.131271	6.945012	16.111272	19.022992	-4.361442	-16.069906	-13.909237	-3.822598	1.743321	5.030384	6.496674	15.897607	20.882063	-4.089524	-16.819058	-12.586402	-4.167022	1.571890	4.482363	6.224921	18.105819	19.483789	-2.025073	-15.948397	-10.043087	-2.139899	2.239164	2.665508	6.482557	15.726270	18.822526	-5.663467	-18.110768	-8.383039	-2.554017	0.085236	3.127978	5.877763	15.824554	19.273331	-4.540084	-16.786696	-7.749288	-3.125664	2.642545	2.700091	7.287583	16.346397	22.940383	-4.379954	-17.051170	-15.289650	-4.171591	2.821604	3.721202	6.770669	17.337831	19.290250	-2.481411	-16.151720	-12.205056	-2.752176	0.363217	2.557582	7.076994	15.506858	22.548968	-2.549721	-13.926722	-11.714749	-3.175057	2.947661	0.894384	7.733886	17.606085	22.414738	-4.392630	-17.297550	-12.932580	-3.325493	-0.268042	-1.083188	8.059121	17.363478	21.663973	-2.855715	-15.906910	-12.023685	-3.326491	2.170321	3.094561	7.384720	14.989379	22.336801	-2.291937	-14.847001	-12.030618
	-4.143924	0.610396	2.363686	5.461929	16.435945	18.364840	-2.508504	-16.974389	-8.311999	-4.344560	2.269501	4.894432	6.438932	14.741743	19.849784	-1.708113	-14.931232	-9.460350	-3.552313	4.152201	5.909410	7.144043	15.043278	20.918018	-2.371636	-15.114841	-13.105210	-2.829482	2.488223	6.345126	6.941368	15.794421	18.620320	-3.517095	-16.073137	-8.368293	-4.016097	1.289618	1.694544	6.871988	17.511304	19.381308	-4.032661	-17.785487	-10.743739	-3.365448	3.054691	3.395164	6.404171	16.628283	19.028588	-5.333534	-18.787535	-8.671596	-3.412382	1.998405	3.153370	7.074731	16.027787	19.778079	-4.009639	-16.695213	-11.936483	-3.617932	2.358810	4.133684	6.705045	16.068095	19.515521	-3.466910	-16.372518	-10.502781	-4.769764	1.318106	1.943987	6.587594	18.215577	18.162031	-1.370340	-14.328984	-9.940219	-2.852634	3.676126	3.142100	7.266959	16.014207	20.055706	-5.525786	-18.108680	-10.665155	-2.793896	3.236731	3.933262	6.537647	16.308350	17.212999	-5.131709	-17.063303	-11.291575	-3.154196	2.620348	7.166093	6.075878	15.892115	18.950388	-4.932352	-17.525984	-9.750198	-3.675484	2.466061	6.666924	5.782295	18.276852	17.477237	-2.743379	-16.854208	-7.276058	-1.464307	3.255210	4.682760	5.830988	15.667033	16.959197	-6.208817	-18.807209	-5.547630	-1.926212	1.123192	5.433146	5.333705	15.909845	17.206681	-5.264235	-17.646067	-4.670588	-2.513947	3.684334	4.744379	6.761986	16.187910	20.915417	-4.935639	-17.843350	-12.707280	-3.629117	3.647000	5.865536	6.253170	17.592378	17.330954	-3.079557	-16.962115	-9.725839	-2.264538	1.325485	4.745296	6.646521	15.697149	20.471188	-2.934172	-14.760197	-8.901210	-2.640296	4.024528	2.828667	7.192750	17.435806	20.488500	-4.932604	-17.973819	-10.269123	-2.868787	0.786252	0.842817	7.598246	17.525659	19.803797	-3.599707	-17.055101	-9.417622	-2.776933	3.106328	5.097433	6.959573	15.066280	20.661883	-2.649850	-15.480026	-9.359554
	-3.542206	1.441745	4.477506	4.801030	16.653682	16.526400	-3.147311	-17.972826	-5.406930	-3.839041	3.115017	6.789894	5.988428	14.790981	18.219975	-2.014046	-15.500441	-6.878490	-2.992940	5.073313	7.770428	6.621106	15.019288	19.198257	-2.717895	-15.772304	-10.632862	-2.370424	3.261719	8.333338	6.489245	16.025069	16.968178	-3.953517	-16.746369	-5.679990	-3.473329	2.467169	3.699627	6.343825	17.436853	17.433521	-4.764247	-18.594329	-7.897401	-2.710482	4.182416	5.514970	5.763105	16.563835	16.959253	-5.941761	-19.394896	-5.596105	-2.838992	3.258957	5.246394	6.458385	15.839558	17.856977	-4.562987	-17.426559	-9.086577	-3.035397	3.436710	6.253614	6.132561	16.103981	17.636051	-3.885176	-17.021728	-7.690066	-4.267571	2.481134	4.064622	6.052648	18.470839	16.102850	-2.008692	-15.307665	-7.037115	-2.209421	4.742523	5.118490	6.611815	16.126597	18.239313	-6.255889	-18.904544	-7.611612	-2.226615	4.188542	5.793906	6.033208	16.532882	15.492805	-5.891280	-18.044741	-8.549760	-2.405118	3.483969	9.311530	5.566355	15.892225	17.104949	-5.701512	-18.190622	-6.774019	-3.148947	3.311404	8.812869	5.307631	18.440915	15.650417	-3.440859	-17.681758	-4.424008	-0.751792	4.190831	6.713612	5.135074	15.632776	15.187369	-6.704095	-19.428257	-2.621259	-1.234428	2.164598	7.797180	4.705980	15.938266	15.231518	-5.928054	-18.395241	-1.481890	-1.809370	4.725766	6.803524	6.148072	16.061431	18.979360	-5.432070	-18.572252	-9.971927	-3.049384	4.421366	7.980277	5.691880	17.883790	15.491069	-3.692049	-17.730492	-7.130016	-1.728489	2.225001	6.946083	6.150014	15.916187	18.506248	-3.278042	-15.552668	-5.983495	-2.050044	4.985459	4.761584	6.595710	17.374063	18.668806	-5.415008	-18.589089	-7.477214	-2.346060	1.844779	2.788105	7.081040	17.663853	18.076784	-4.358215	-18.179251	-6.726261	-2.198295	3.961496	7.112719	6.508263	15.262863	19.106250	-2.945216	-16.119036	-6.545491
	-2.917669	2.218788	6.621527	4.107437	16.865490	14.800750	-3.780001	-18.875765	-2.415934	-3.335763	3.907740	8.661178	5.518914	14.907648	16.724385	-2.271240	-16.031196	-4.229789	-2.403126	5.913757	9.592211	6.065450	15.071918	17.613679	-3.011804	-16.438727	-8.068376	-1.900809	3.945599	10.277651	6.002912	16.319046	15.520186	-4.327953	-17.366652	-2.913514	-2.855980	3.603343	5.740043	5.734357	17.353913	15.600486	-5.437231	-19.321484	-4.957368	-2.028270	5.155635	7.611088	5.076187	16.579578	15.018184	-6.494036	-19.904676	-2.436669	-2.186456	4.452236	7.382854	5.779871	15.689424	16.063130	-5.068812	-18.098931	-6.141456	-2.411282	4.428707	8.398547	5.490033	16.165519	15.887265	-4.231676	-17.605299	-4.791617	-3.699954	3.595333	6.201233	5.447052	18.764376	14.205336	-2.656685	-16.253966	-4.040198	-1.517536	5.689379	7.123043	5.918884	16.284111	16.514991	-6.969417	-19.617724	-4.421762	-1.586951	5.097507	7.709649	5.432557	16.757450	13.889067	-6.641246	-18.948513	-5.682063	-1.602320	4.295851	11.443973	4.980920	15.878757	15.391662	-6.368706	-18.771400	-3.674040	-2.619092	4.093896	10.870818	4.844718	18.570324	14.032666	-4.118262	-18.390421	-1.538289	-0.048528	4.987857	8.720582	4.453223	15.623560	13.572297	-7.148291	-19.929719	0.362294	-0.524380	3.177414	10.158416	4.055195	15.882880	13.385690	-6.531745	-19.021086	1.738969	-1.055741	5.728840	8.843700	5.487971	15.954804	17.158713	-5.879140	-19.205695	-7.141855	-2.462337	5.126808	10.010881	5.122193	18.183508	13.845195	-4.319549	-18.400652	-4.436829	-1.185803	3.046117	9.124335	5.625841	16.106805	16.678399	-3.581279	-16.250327	-3.022695	-1.446187	5.768649	6.668256	5.982536	17.428304	17.016831	-5.838807	-19.086341	-4.588831	-1.777653	2.855680	4.728043	6.531475	17.754244	16.516050	-5.140064	-19.200489	-3.972602	-1.630109	4.722370	9.117274	6.063230	15.556696	17.672087	-3.207531	-16.735444	-3.623939
	-2.314418	2.926591	8.752796	3.444823	17.036593	13.224108	-4.414218	-19.633223	0.614142	-2.876585	4.621177	10.467644	5.082261	15.089495	15.420412	-2.495662	-16.492242	-1.559252	-1.819750	6.647711	11.351809	5.520690	15.197753	16.200646	-3.271414	-17.068219	-5.437359	-1.455544	4.545207	12.157658	5.528077	16.647449	14.260353	-4.673855	-17.917623	-0.130169	-2.204892	4.628172	7.780955	5.088968	17.267042	13.901701	-6.061622	-19.920228	-1.975136	-1.373400	5.922691	9.657180	4.391009	16.687020	13.244282	-6.995810	-20.286062	0.744868	-1.488316	5.519577	9.539201	5.076951	15.593223	14.413471	-5.534233	-18.677803	-3.131378	-1.796249	5.304454	10.520091	4.835429	16.242212	14.270031	-4.533919	-18.103734	-1.877737	-3.105483	4.643975	8.325250	4.813158	19.067012	12.458821	-3.318376	-17.118744	-0.996019	-0.819447	6.514701	9.130312	5.234987	16.467938	14.875397	-7.665891	-20.248259	-1.152924	-0.926542	5.939900	9.643595	4.792224	16.962492	12.383248	-7.385341	-19.751942	-2.742769	-0.795012	5.045094	13.541879	4.374620	15.840049	13.820405	-6.949333	-19.260325	-0.519573	-2.124176	4.800208	12.780339	4.454471	18.644543	12.685069	-4.778618	-18.944232	1.320868	0.600686	5.649237	10.673324	3.842707	15.642128	12.119511	-7.565019	-20.322269	3.335408	0.156810	4.122385	12.450686	3.443901	15.732809	11.733726	-7.068276	-19.498559	4.902863	-0.298568	6.649460	10.828530	4.830664	15.865723	15.501630	-6.282129	-19.702760	-4.267062	-1.901386	5.775337	11.941365	4.589180	18.468543	12.386584	-4.956048	-18.964803	-1.710240	-0.675909	3.769071	11.240199	5.118874	16.223434	15.041441	-3.839790	-16.803913	-0.081347	-0.877237	6.388333	8.533802	5.407919	17.567315	15.538678	-6.230414	-19.456610	-1.678506	-1.204514	3.792184	6.641629	5.985869	17.797984	15.099299	-5.942274	-20.084750	-1.208660	-1.110887	5.366583	11.075562	5.661485	15.936733	16.394392	-3.462923	-17.293773	-0.622602
	-1.771185	3.565977	10.823549	2.874435	17.156256	11.819482	-5.057375	-20.232171	3.617866	-2.495538	5.247180	12.175699	4.729246	15.323860	14.342210	-2.713374	-16.870760	1.067051	-1.281538	7.276993	13.036455	5.036836	15.378095	14.970921	-3.522703	-17.620445	-2.786237	-1.082704	5.032664	13.910597	5.130795	17.002628	13.274659	-5.017055	-18.363029	2.596184	-1.570977	5.504663	9.787190	4.462965	17.188398	12.345216	-6.651754	-20.365836	0.989747	-0.805391	6.484426	11.627136	3.774926	16.884020	11.664774	-7.471520	-20.535053	3.856453	-0.803182	6.430848	11.677458	4.405454	15.560718	12.908411	-5.978306	-19.148551	-0.116943	-1.250779	5.996297	12.555570	4.235938	16.337639	12.860264	-4.797411	-18.461728	0.973354	-2.522331	5.603187	10.394409	4.198691	19.347478	10.911979	-4.001319	-17.836758	2.042124	-0.157822	7.181103	11.110016	4.614103	16.668120	13.356267	-8.341177	-20.764160	2.150453	-0.292053	6.669158	11.553423	4.164853	17.134714	11.014534	-8.118986	-20.408209	0.240281	-0.037838	5.705112	15.555262	3.815723	15.768497	12.472663	-7.438550	-19.624069	2.618829	-1.694504	5.430229	14.514581	4.183413	18.669362	11.631943	-5.430590	-19.346792	4.092854	1.126063	6.119515	12.514351	3.391032	15.719378	10.922890	-7.965658	-20.569348	6.212716	0.757727	4.964761	14.614301	2.934615	15.525182	10.323377	-7.545043	-19.829976	7.900543	0.413204	7.462876	12.737192	4.230140	15.800326	14.022954	-6.654836	-20.055555	-1.406972	-1.410293	6.349521	13.715558	4.157869	18.721865	11.198739	-5.603253	-19.377378	0.998391	-0.233048	4.393472	13.257892	4.681394	16.253083	13.631719	-4.063122	-17.200966	2.753722	-0.406134	6.809697	10.324342	4.951444	17.801257	14.317277	-6.611112	-19.652712	1.168611	-0.669960	4.617889	8.493784	5.489800	17.782166	13.879662	-6.765763	-20.757801	1.496608	-0.668998	5.903558	12.949962	5.338252	16.367568	15.299029	-3.741999	-17.764267	2.394678
