hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	-4.783800	-13.569910	-18.567839	6.232274	27.187772	9.821365	-8.244345	-12.996520	-8.717566
	-4.944309	-14.038245	-18.257735	6.689452	27.202327	10.998031	-8.175277	-12.541946	-8.744729
	-5.173592	-14.447275	-17.809045	7.244401	27.265038	12.307919	-8.159201	-12.039894	-8.370948
	-5.368312	-14.578238	-17.345688	7.759354	26.588106	13.782372	-8.015382	-11.372695	-7.370523
	-5.846717	-14.464135	-16.772791	8.292402	25.618222	15.360662	-7.179001	-10.319906	-5.817501
	-6.281888	-14.083281	-16.137370	8.552281	24.287948	17.005766	-6.086303	-8.992898	-4.248518
	-6.733435	-13.599670	-15.429259	8.555886	22.896202	18.906733	-4.228176	-7.669952	-3.338829
	-7.100769	-13.371593	-14.830229	8.366233	21.565302	21.049484	-1.926558	-6.285409	-3.434317
	-7.419115	-13.600068	-14.504125	8.111235	20.711784	23.300795	0.515383	-5.190798	-4.317045
	-7.704214	-14.142137	-14.519460	8.219387	20.893376	25.826483	2.606580	-4.522484	-5.775345
	-8.178384	-14.840749	-14.944649	8.750309	21.394108	28.614670	4.119826	-4.605554	-7.526460
	-8.849791	-15.005252	-15.657030	9.563617	21.795995	31.590761	4.728648	-4.885296	-9.442182
	-9.825607	-14.400511	-16.401996	10.401345	21.191364	34.625352	4.877385	-4.864639	-11.339393
	-10.924363	-13.439754	-16.786356	11.149339	19.576058	37.049242	4.818456	-4.530468	-13.154746
	-11.975922	-12.336385	-16.745182	11.664027	17.658431	39.103698	4.646215	-4.114011	-14.788063
	-12.742229	-11.274613	-16.386248	11.885005	15.913531	40.492169	4.510398	-3.513814	-16.361538
	-13.240516	-10.319374	-15.599012	11.983513	14.437337	41.526101	4.512977	-2.935929	-17.769741
	-13.397519	-9.444824	-14.506099	11.727303	13.464289	42.045630	4.593329	-2.325122	-19.082391
	-13.513582	-8.564196	-13.193312	11.407409	12.874195	42.372904	4.777747	-1.757697	-20.271865
	-13.382351	-7.804206	-11.686225	11.007266	12.533688	42.314467	4.944101	-1.360344	-21.296719
	-12.995016	-6.997340	-10.078777	10.691608	12.544945	42.028133	5.149987	-1.272165	-22.240254
	-12.515430	-6.557882	-8.306184	10.333524	12.928875	41.456513	5.302412	-1.161767	-22.957160
	-12.023184	-6.507070	-6.661423	9.839819	13.421268	40.590333	5.433652	-0.983541	-23.407776
	-11.526101	-6.838272	-5.059015	9.409357	13.994815	39.567782	5.571018	-0.898639	-23.802050
	-11.076757	-7.359268	-3.461538	9.076380	14.631973	38.402608	5.602152	-0.796957	-23.936870
	-10.651473	-8.006531	-1.824798	8.733042	15.160249	37.124012	5.507002	-0.824383	-23.851277
	-10.242923	-8.642254	-0.098270	8.479417	15.665181	35.696159	5.159034	-0.912241	-23.682489
	-9.844055	-9.177094	1.629017	8.252312	16.161253	34.185184	4.623036	-1.102219	-23.074408
	-9.501631	-9.469668	3.357455	8.049853	16.601183	32.607028	3.827262	-1.421844	-22.215953
	-9.120142	-9.717487	5.100247	7.881040	16.785867	31.044198	2.888801	-1.893247	-21.122318
	-8.668789	-9.809450	6.835342	7.699186	16.967579	29.424671	1.939598	-2.504249	-19.744404
	-8.123478	-9.686263	8.508260	7.510538	17.198697	27.731492	0.930952	-3.127035	-18.074762
	-7.460070	-9.415156	10.147365	7.360307	17.366044	26.022667	-0.155406	-3.851689	-16.114295
	-6.758897	-8.988642	11.732957	7.172186	17.437069	24.380965	-1.166322	-4.679400	-13.878782
	-5.971133	-8.315047	13.279227	6.939961	17.639384	22.733322	-2.095767	-5.536957	-11.416635
	-5.034405	-7.560147	14.716897	6.723352	17.799576	21.182612	-2.843086	-6.418123	-8.705881
	-4.060480	-6.828784	16.166748	6.435281	18.081150	19.787391	-3.486659	-7.416672	-5.797653
	-3.018545	-5.737225	17.635030	6.197275	18.391914	18.529084	-4.056290	-8.619534	-2.712158
	-1.821381	-4.574711	19.017046	6.052554	18.651511	17.438447	-4.575572	-9.920942	0.574316
	-0.623039	-3.330713	20.164330	6.016014	18.682701	16.628551	-5.025962	-11.272528	3.972415
	0.574296	-1.947676	21.123271	6.159990	18.598554	16.076668	-5.545909	-12.653186	7.394086
	1.612056	-0.668474	21.830592	6.469754	18.163966	15.835309	-6.154997	-13.914692	10.345427
	2.307350	0.632070	22.193326	6.923181	17.557784	15.718571	-6.664522	-15.005928	13.156546
	2.803627	1.928213	22.392903	7.498039	16.629158	16.061400	-7.077302	-15.630887	15.568118
	3.261434	3.028089	22.292057	8.122231	15.379421	16.837489	-7.457347	-16.021346	17.563206
	3.548169	3.862333	22.031375	8.853467	14.242752	18.147894	-7.577056	-16.139647	19.104864
	3.566686	4.165137	21.614969	9.630101	13.205057	20.009634	-7.698020	-16.058916	19.882356
	3.432468	4.383797	21.143478	10.484067	12.361335	22.251274	-7.684434	-15.571049	20.596868
	3.227819	4.328254	20.490327	11.428922	11.927422	24.792690	-8.001837	-14.822136	20.739822
