  -1.9068785e-01	  -1.2798116e-01	   4.5476269e-01	
  -1.8660626e-01	  -1.3165590e-01	   4.2883824e-01	
  -1.8248072e-01	  -1.3499550e-01	   4.0234383e-01	
  -1.7827398e-01	  -1.3780293e-01	   3.7562297e-01	
  -1.7397381e-01	  -1.3986283e-01	   3.4897695e-01	
  -1.6959009e-01	  -1.4099581e-01	   3.2268914e-01	
  -1.6514930e-01	  -1.4110200e-01	   2.9701046e-01	
  -1.6069619e-01	  -1.4017321e-01	   2.7213454e-01	
  -1.5629480e-01	  -1.3829166e-01	   2.4819219e-01	
  -1.5202000e-01	  -1.3562688e-01	   2.2525725e-01	
  -1.4794190e-01	  -1.3241490e-01	   2.0335411e-01	
  -1.4411096e-01	  -1.2891257e-01	   1.8246786e-01	
  -1.4055184e-01	  -1.2534726e-01	   1.6256346e-01	
  -1.3727046e-01	  -1.2188651e-01	   1.4360693e-01	
  -1.3426580e-01	  -1.1863636e-01	   1.2557208e-01	
  -1.3153616e-01	  -1.1565830e-01	   1.0843652e-01	
  -1.2908266e-01	  -1.1298913e-01	   9.2185112e-02	
  -1.2691430e-01	  -1.1065864e-01	   7.6827876e-02	
  -1.2505577e-01	  -1.0869462e-01	   6.2410287e-02	
  -1.2355389e-01	  -1.0710448e-01	   4.8992630e-02	
  -1.2247088e-01	  -1.0586214e-01	   3.6615821e-02	
  -1.2186853e-01	  -1.0492996e-01	   2.5273156e-02	
  -1.2180345e-01	  -1.0429101e-01	   1.4880364e-02	
  -1.2233151e-01	  -1.0394886e-01	   5.2629567e-03	
  -1.2349824e-01	  -1.0390133e-01	  -3.8093305e-03	
  -1.2531582e-01	  -1.0413031e-01	  -1.2566346e-02	
  -1.2774950e-01	  -1.0460831e-01	  -2.1200236e-02	
  -1.3071884e-01	  -1.0528564e-01	  -2.9841364e-02	
  -1.3410455e-01	  -1.0605527e-01	  -3.8527359e-02	
  -1.3776101e-01	  -1.0673930e-01	  -4.7189279e-02	
  -1.4152617e-01	  -1.0713321e-01	  -5.5671461e-02	
  -1.4521913e-01	  -1.0707268e-01	  -6.3738665e-02	
  -1.4865273e-01	  -1.0645613e-01	  -7.1067486e-02	
  -1.5168466e-01	  -1.0524282e-01	  -7.7295106e-02	
  -1.5427067e-01	  -1.0349880e-01	  -8.2120513e-02	
  -1.5647928e-01	  -1.0147169e-01	  -8.5370737e-02	
  -1.5848423e-01	  -9.9605524e-02	  -8.7011906e-02	
  -1.6056400e-01	  -9.8455005e-02	  -8.7147956e-02	
  -1.6310838e-01	  -9.8532218e-02	  -8.6019669e-02	
  -1.6662499e-01	  -1.0016450e-01	  -8.3984938e-02	
  -1.7175182e-01	  -1.0342038e-01	  -8.1495349e-02	
  -1.7928852e-01	  -1.0809839e-01	  -7.9117373e-02	
  -1.9025651e-01	  -1.1375039e-01	  -7.7576999e-02	
  -2.0598599e-01	  -1.1972886e-01	  -7.7744681e-02	
  -2.2822156e-01	  -1.2524452e-01	  -8.0553521e-02	
  -2.5925888e-01	  -1.2935428e-01	  -8.6908200e-02	
  -3.0214047e-01	  -1.3073488e-01	  -9.7584871e-02	
  -3.6092808e-01	  -1.2704639e-01	  -1.1302088e-01	
  -4.4114077e-01	  -1.1331136e-01	  -1.3273890e-01	
  -5.5072977e-01	  -7.7326626e-02	  -1.5362905e-01	
  -7.0221875e-01	   1.4727648e-02	  -1.6298861e-01	
  -9.1028982e-01	   2.6899290e-01	  -1.0041939e-01	
  -1.1075118e+00	   9.8719682e-01	   2.9214686e-01	
  -1.0457600e+00	   1.9024441e+00	   8.6413128e-01	
  -9.1495840e-01	   2.2687250e+00	   1.0310980e+00	
  -8.7125300e-01	   2.3644646e+00	   1.0591068e+00	
  -9.1428898e-01	   2.3109773e+00	   1.0380162e+00	
  -1.0322009e+00	   2.0440559e+00	   9.1555998e-01	
  -1.1336128e+00	   1.3150882e+00	   4.6486877e-01	
  -1.0017734e+00	   4.7411543e-01	  -4.7118608e-02	
  -7.8044804e-01	   1.0350321e-01	  -1.8230656e-01	
  -5.9572298e-01	  -3.5290397e-02	  -1.9424704e-01	
  -4.4632850e-01	  -8.3509097e-02	  -1.8135772e-01	
  -3.2497636e-01	  -9.3763187e-02	  -1.6507580e-01	
  -2.2916073e-01	  -8.8271886e-02	  -1.5214347e-01	
  -1.5629952e-01	  -7.6925970e-02	  -1.4519803e-01	
  -1.0283788e-01	  -6.4156308e-02	  -1.4464494e-01	
  -6.5019777e-02	  -5.1849071e-02	  -1.4977195e-01	
  -3.9437890e-02	  -4.0740549e-02	  -1.5948623e-01	
  -2.3228994e-02	  -3.1132951e-02	  -1.7267102e-01	
  -1.4073505e-02	  -2.3208105e-02	  -1.8832513e-01	
  -1.0119118e-02	  -1.7117127e-02	  -2.0560489e-01	
  -9.8945098e-03	  -1.2952611e-02	  -2.2381642e-01	
  -1.2234125e-02	  -1.0703950e-02	  -2.4238961e-01	
  -1.6218760e-02	  -1.0228615e-02	  -2.6084862e-01	
  -2.1130886e-02	  -1.1212573e-02	  -2.7875051e-01	
  -2.6433879e-02	  -1.3188656e-02	  -2.9562569e-01	
  -3.1768166e-02	  -1.5669694e-02	  -3.1099335e-01	
  -3.6932957e-02	  -1.8283045e-02	  -3.2442764e-01	
  -4.1859745e-02	  -2.0793841e-02	  -3.3561540e-01	
  -4.6590335e-02	  -2.3066790e-02	  -3.4438424e-01	
  -5.1235696e-02	  -2.5057304e-02	  -3.5067821e-01	
  -5.5926566e-02	  -2.6807611e-02	  -3.5450648e-01	
  -6.0787014e-02	  -2.8400552e-02	  -3.5591430e-01	
  -6.5917535e-02	  -2.9915600e-02	  -3.5496053e-01	
  -7.1376621e-02	  -3.1413001e-02	  -3.5169422e-01	
  -7.7169014e-02	  -3.2920042e-02	  -3.4615088e-01	
  -8.3236195e-02	  -3.4431776e-02	  -3.3835297e-01	
  -8.9454965e-02	  -3.5934107e-02	  -3.2830685e-01	
  -9.5656700e-02	  -3.7419987e-02	  -3.1601082e-01	
  -1.0165674e-01	  -3.8880989e-02	  -3.0146389e-01	
  -1.0727570e-01	  -4.0282530e-02	  -2.8466332e-01	
  -1.1235098e-01	  -4.1559100e-02	  -2.6560387e-01	
  -1.1674682e-01	  -4.2654953e-02	  -2.4428269e-01	
  -1.2035523e-01	  -4.3585166e-02	  -2.2069017e-01	
  -1.2308421e-01	  -4.4468502e-02	  -1.9479135e-01	
  -1.2485885e-01	  -4.5510197e-02	  -1.6653131e-01	
  -1.2564994e-01	  -4.6952391e-02	  -1.3586980e-01	
  -1.2550926e-01	  -4.9009312e-02	  -1.0282110e-01	
  -1.2457799e-01	  -5.1808332e-02	  -6.7473681e-02	
  -1.2306650e-01	  -5.5358153e-02	  -2.9994927e-02	
  -1.2122883e-01	  -5.9533570e-02	   9.3589164e-03	
  -1.1933269e-01	  -6.4087584e-02	   5.0237493e-02	
