Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13	Hip_Z_14	Hip_X_14	Hip_Y_14	Knee_Z_14	Knee_X_14	Knee_Y_14	Ankle_Z_14	Ankle_X_14	Ankle_Y_14	Hip_Z_15	Hip_X_15	Hip_Y_15	Knee_Z_15	Knee_X_15	Knee_Y_15	Ankle_Z_15	Ankle_X_15	Ankle_Y_15	Hip_Z_16	Hip_X_16	Hip_Y_16	Knee_Z_16	Knee_X_16	Knee_Y_16	Ankle_Z_16	Ankle_X_16	Ankle_Y_16	Hip_Z_17	Hip_X_17	Hip_Y_17	Knee_Z_17	Knee_X_17	Knee_Y_17	Ankle_Z_17	Ankle_X_17	Ankle_Y_17	Hip_Z_18	Hip_X_18	Hip_Y_18	Knee_Z_18	Knee_X_18	Knee_Y_18	Ankle_Z_18	Ankle_X_18	Ankle_Y_18	Hip_Z_19	Hip_X_19	Hip_Y_19	Knee_Z_19	Knee_X_19	Knee_Y_19	Ankle_Z_19	Ankle_X_19	Ankle_Y_19	Hip_Z_20	Hip_X_20	Hip_Y_20	Knee_Z_20	Knee_X_20	Knee_Y_20	Ankle_Z_20	Ankle_X_20	Ankle_Y_20	Hip_Z_21	Hip_X_21	Hip_Y_21	Knee_Z_21	Knee_X_21	Knee_Y_21	Ankle_Z_21	Ankle_X_21	Ankle_Y_21	Hip_Z_22	Hip_X_22	Hip_Y_22	Knee_Z_22	Knee_X_22	Knee_Y_22	Ankle_Z_22	Ankle_X_22	Ankle_Y_22
11	-26.565964	-5.138362	-3.248554	51.383158	0.921935	2.581255	-21.021906	4.426769	-0.349987	-28.109281	-3.724995	-1.629766	53.567265	1.043102	2.095794	-21.702172	2.802893	-0.159622	-25.768816	-3.084942	0.263753	52.507508	0.880793	0.112155	-21.993201	3.441221	0.921717	-25.089432	-0.975238	-2.472308	52.891778	1.201413	1.25195	-21.61518	-0.140261	-0.650411	-27.251765	-1.801141	-6.108659	52.979064	1.324198	2.325597	-21.627677	0.986095	-0.568285	-26.079936	-4.913931	-1.37927	53.222916	1.407296	1.904011	-22.710776	3.950892	0.295021	-26.518091	-3.652104	-2.655561	52.205891	0.909221	1.391337	-21.002034	3.704568	-0.7693	-27.640264	-3.666536	0.344658	52.297725	1.565014	0.088857	-19.52868	3.719349	-0.17047	-28.29482	-4.091401	-2.042764	54.801537	0.810234	1.263425	-22.6465	3.791265	-0.480684	-26.421994	-5.330487	-1.688743	52.279844	1.769648	2.390093	-20.624297	5.666194	1.385542	-27.549036	-3.420441	-0.822533	53.638197	1.195468	1.621234	-22.322652	2.630184	0.136138	-26.93775	-2.518211	-1.989243	51.769971	1.507558	1.203886	-20.082799	1.477678	-0.574966	-26.815848	-3.054914	-0.980042	52.872227	1.268516	0.815784	-21.204423	2.161556	-0.208943	-26.972551	-4.663601	-2.190363	52.771355	0.088744	2.178464	-22.001741	5.632544	0.140698	-26.631338	-5.639915	0.153185	53.019589	0.347862	0.816166	-20.872436	5.695853	1.109788	-26.02319	-3.638278	-0.060758	52.20702	0.716922	0.514	-22.801329	2.171501	0.377293	-25.469676	-3.303703	-3.809141	51.862538	0.150938	2.117826	-21.778547	3.002613	-0.763927	-25.829823	-4.99763	-0.608906	52.265451	0.592496	0.822557	-21.595299	5.283802	0.856382	-26.736645	-4.361893	-2.099939	51.533417	0.899331	2.002032	-21.30141	5.172314	1.318695	-26.427239	-2.51267	-0.58351	53.21216	0.878657	-0.318355	-21.522225	2.207559	-0.424796	-28.468697	-3.864664	-2.252675	55.257667	0.777739	0.691672	-22.277317	3.364094	0.401754	-25.489694	-4.469987	-2.611775	52.008146	0.820827	1.792684	-21.026395	4.989715	1.546436
12	-25.552313	-4.93189	-3.5567	51.779915	0.910337	3.3406	-22.460968	4.457134	0.053543	-27.061986	-3.59739	-1.786805	54.013464	1.048744	2.703291	-23.177937	2.75441	0.167715	-24.543843	-2.858189	0.182623	52.744298	0.863415	0.802955	-23.444851	3.271027	1.110761	-23.861969	-0.835703	-2.67772	53.251853	1.242218	1.986393	-23.093492	-0.140393	-0.205011	-26.163528	-1.687567	-6.208706	53.329687	1.252866	2.966106	-23.108635	1.072043	-0.13011	-24.873874	-4.684571	-1.622479	53.389818	1.427707	2.675413	-24.088969	3.835622	0.541184	-25.489376	-3.494694	-2.705288	52.74024	0.893603	1.900832	-22.558323	3.628122	-0.332457	-26.725201	-3.582334	0.522324	53.073351	1.550954	0.365902	-21.146876	3.61465	0.231042	-27.100942	-3.882622	-2.34645	54.918224	0.6566	2.113506	-23.988757	3.828918	-0.163839	-25.375147	-5.21115	-1.791987	52.792062	1.641227	2.874331	-22.181728	5.523605	1.789452	-26.403011	-3.13417	-1.233405	53.81731	1.202796	2.595304	-23.700391	2.576869	0.397285	-25.803196	-2.465211	-1.996227	52.199277	1.504382	1.692379	-21.593383	1.46952	-0.245798	-25.664992	-2.912996	-1.145391	53.185143	1.293399	1.467463	-22.67274	2.094923	0.105737	-25.929334	-4.44733	-2.53117	53.028997	-0.030459	2.969764	-23.422359	5.54672	0.581298	-25.63323	-5.603033	0.342641	53.624842	0.250099	1.102878	-22.427277	5.589785	1.558783	-24.813588	-3.439005	-0.295367	52.314173	0.71672	1.227241	-24.146851	2.102707	0.656658	-24.236492	-3.074876	-4.147509	51.932665	0.120692	3.045825	-23.127973	2.990236	-0.408049	-24.701096	-4.899744	-0.580858	52.561512	0.554194	1.299603	-23.035396	5.155087	1.267643	-25.508538	-4.092887	-2.413481	51.721993	0.774999	2.800687	-22.766972	5.067642	1.722356	-25.372716	-2.426733	-0.584411	53.635333	0.910927	0.25278	-22.990537	2.181666	-0.06042	-27.385059	-3.567666	-2.370018	55.667096	0.653665	1.386871	-23.816427	3.256998	0.699526	-24.396118	-4.209062	-2.831341	52.342158	0.616852	2.436127	-22.508457	4.893227	2.126039
13	-24.406552	-4.680968	-4.02966	51.8178	0.963647	4.338333	-23.713977	4.472711	0.344288	-25.864523	-3.392988	-2.13715	54.104937	1.133683	3.570122	-24.48157	2.68557	0.381319	-23.113791	-2.558593	-0.142761	52.589153	0.89497	1.810463	-24.691532	3.109245	1.193735	-22.493677	-0.664462	-2.961474	53.287837	1.320499	2.846901	-24.397203	-0.147413	0.123138	-24.933942	-1.595314	-6.280975	53.346379	1.206969	3.611418	-24.417259	1.143869	0.220763	-23.545504	-4.415273	-2.009496	53.253481	1.474803	3.611954	-25.296547	3.725146	0.705736	-24.280876	-3.264002	-2.979014	52.914888	0.932696	2.716381	-23.954395	3.54239	-0.000419	-25.633415	-3.368664	0.421561	53.472407	1.583619	1.016675	-22.604229	3.479126	0.523267	-25.761386	-3.615917	-2.795971	54.675954	0.587413	3.163748	-25.152044	3.865176	0.037288	-24.166645	-4.990471	-2.174544	52.865327	1.569533	3.72285	-23.531529	5.39306	2.059965	-25.123594	-2.808902	-1.765374	53.673762	1.238569	3.733679	-24.913881	2.533062	0.571579	-24.504181	-2.305544	-2.191168	52.2363	1.509901	2.441488	-22.914778	1.457122	-0.008337	-24.3605	-2.686347	-1.494548	53.141273	1.344891	2.349206	-23.96056	2.023096	0.328946	-24.74038	-4.190437	-3.017381	52.935478	-0.069548	3.966538	-24.653671	5.454786	0.86936	-24.485378	-5.474303	0.299679	53.847655	0.25085	1.723274	-23.799797	5.47467	1.838012	-23.470318	-3.144707	-0.722717	52.096297	0.761891	2.184653	-25.30134	2.029495	0.806155	-22.874072	-2.845747	-4.558107	51.703495	0.153652	4.076857	-24.313963	2.968953	-0.147697	-23.451384	-4.702059	-0.807753	52.512664	0.600994	2.103284	-24.294911	5.016017	1.532876	-24.13543	-3.776982	-2.897078	51.561364	0.711244	3.823882	-24.049823	4.965152	2.007864	-24.169037	-2.231741	-0.851016	53.697598	1.011056	1.138911	-24.279485	2.128214	0.19129	-26.144471	-3.199585	-2.627012	55.692512	0.606534	2.302656	-25.1642	3.15177	0.879912	-23.167647	-3.896551	-3.228628	52.300066	0.532254	3.352729	-23.790967	4.787984	2.51977
14	-23.149577	-4.441642	-4.543476	51.550884	1.029326	5.38922	-24.78313	4.485846	0.550227	-24.524697	-3.161297	-2.584649	53.855194	1.25067	4.558476	-25.59174	2.61178	0.497179	-21.511173	-2.234062	-0.659626	52.05982	0.941983	3.00534	-25.699713	2.961263	1.196022	-21.011515	-0.497184	-3.252883	53.043582	1.397489	3.702242	-25.527008	-0.138028	0.352522	-23.580413	-1.535986	-6.300278	53.047949	1.166788	4.197369	-25.546438	1.218185	0.492301	-22.103597	-4.144605	-2.46321	52.802479	1.508839	4.590531	-26.28414	3.634089	0.797252	-22.890422	-3.005841	-3.437748	52.703183	0.98768	3.756817	-25.148976	3.475528	0.242799	-24.363936	-3.053752	0.052627	53.46112	1.634302	2.000638	-23.865139	3.333106	0.694185	-24.300334	-3.353754	-3.283543	54.116292	0.562015	4.252683	-26.138173	3.896513	0.148659	-22.839662	-4.735731	-2.700042	52.601272	1.513077	4.746895	-24.694561	5.287708	2.236311	-23.725901	-2.498648	-2.329341	53.217192	1.261203	4.885328	-25.938785	2.50356	0.687234	-23.068926	-2.091361	-2.486322	51.9279	1.499995	3.323242	-24.045698	1.456559	0.145526	-22.918196	-2.426028	-1.93924	52.748367	1.385067	3.333937	-25.041799	1.969035	0.47306	-23.422441	-3.943815	-3.548802	52.513155	-0.071894	5.009924	-25.672578	5.372596	1.032908	-23.211016	-5.283425	0.075396	53.728673	0.296329	2.561002	-24.987297	5.365132	1.995613	-22.003974	-2.812779	-1.240976	51.567548	0.813208	3.237818	-26.236764	1.954626	0.840184	-21.390376	-2.658117	-4.967722	51.160543	0.220762	5.079772	-25.293146	2.948053	0.027091	-22.086389	-4.437989	-1.24366	52.12523	0.689282	3.131018	-25.350076	4.875866	1.675421	-22.616998	-3.477291	-3.473769	51.034786	0.676245	4.936143	-25.10921	4.872486	2.186189	-22.824813	-1.969579	-1.294219	53.405409	1.131576	2.21148	-25.366592	2.06744	0.33937	-24.768005	-2.823653	-2.934155	55.374264	0.599358	3.292633	-26.318565	3.056552	0.975782	-21.826112	-3.589966	-3.689418	51.934121	0.518134	4.367061	-24.879099	4.687663	2.762792
15	-21.799766	-4.245065	-5.011658	51.025182	1.07082	6.354208	-25.666176	4.503032	0.698172	-23.086519	-2.945822	-3.019694	53.358012	1.355466	5.5152	-26.530714	2.540945	0.552908	-19.81224	-1.930052	-1.257145	51.265138	0.984312	4.219226	-26.490969	2.818372	1.145779	-19.437382	-0.359527	-3.51588	52.554496	1.451721	4.457095	-26.478421	-0.102806	0.501815	-22.119248	-1.508725	-6.256417	52.454095	1.127979	4.686245	-26.488161	1.302742	0.685708	-20.592511	-3.897553	-2.905651	52.132278	1.511929	5.503549	-27.076117	3.560034	0.845327	-21.385197	-2.768535	-3.962127	52.218022	1.021372	4.845818	-26.17055	3.434781	0.445434	-22.975479	-2.708413	-0.445889	53.154251	1.668566	3.123897	-24.964566	3.189148	0.785611	-22.747031	-3.143303	-3.711014	53.290625	0.546894	5.236413	-26.947362	3.913221	0.194322	-21.408282	-4.500749	-3.25501	52.025738	1.436048	5.775631	-25.648265	5.207522	2.344306	-22.243651	-2.237175	-2.851057	52.50885	1.252382	5.928753	-26.77896	2.481482	0.771836	-21.526215	-1.868131	-2.807669	51.322656	1.46125	4.215475	-24.983355	1.469338	0.227891	-21.384405	-2.176919	-2.384088	52.09275	1.395298	4.290512	-25.937928	1.935956	0.565865	-22.021783	-3.741258	-4.028001	51.860484	-0.070292	5.955305	-26.507787	5.299391	1.120814	-21.833052	-5.058219	-0.266084	53.312799	0.339132	3.490599	-25.989633	5.263635	2.078332	-20.456892	-2.494036	-1.743352	50.812003	0.849008	4.244877	-26.971541	1.874172	0.792779	-19.836407	-2.521209	-5.324887	50.398664	0.296604	5.971466	-26.091861	2.931917	0.14867	-20.640795	-4.159715	-1.768714	51.491768	0.777372	4.213343	-26.228644	4.736649	1.739264	-21.009696	-3.231691	-4.043643	50.256465	0.638757	5.989317	-25.979527	4.787635	2.301784	-21.382971	-1.696476	-1.781316	52.851665	1.231056	3.295905	-26.27851	2.010887	0.42076	-23.281392	-2.487601	-3.219821	54.758288	0.60878	4.234129	-27.275619	2.969927	1.009796	-20.396213	-3.328893	-4.115041	51.299943	0.526834	5.317029	-25.782161	4.593414	2.902041
16	-20.369109	-4.102511	-5.388428	50.262562	1.078109	7.155133	-26.340562	4.524663	0.796213	-21.561642	-2.771949	-3.36731	52.615383	1.428081	6.330193	-27.250963	2.473172	0.550222	-18.051078	-1.679863	-1.860446	50.217476	1.020369	5.333773	-27.011684	2.6622	1.032142	-17.797202	-0.264543	-3.727011	51.833736	1.477666	5.052915	-27.22768	-0.044039	0.578763	-20.562378	-1.508403	-6.14498	51.572205	1.099628	5.058323	-27.220398	1.398215	0.789277	-19.024407	-3.689969	-3.287789	51.24557	1.4823	6.271878	-27.617405	3.492423	0.842649	-19.78218	-2.587018	-4.473592	51.45739	1.018607	5.86134	-26.97164	3.420265	0.615271	-21.475037	-2.378733	-0.981322	52.545744	1.665548	4.257616	-25.868764	3.045039	0.797059	-21.124308	-3.006926	-4.012687	52.2318	0.52944	6.023891	-27.55926	3.904027	0.179171	-19.90101	-4.313015	-3.753997	51.212473	1.32772	6.683597	-26.405858	5.135366	2.406815	-20.697013	-2.042057	-3.279644	51.579351	1.216705	6.785292	-27.413266	2.457381	0.827908	-19.899978	-1.665122	-3.105695	50.448756	1.392682	5.028755	-25.709236	1.487795	0.24079	-19.770501	-1.967886	-2.765752	51.163854	1.372789	5.124876	-26.601858	1.917884	0.602111	-20.548286	-3.605392	-4.382289	50.983664	-0.068278	6.693103	-27.115725	5.23068	1.134195	-20.365452	-4.817293	-0.676228	52.623084	0.355493	4.420754	-26.785798	5.167807	2.10458	-18.845201	-2.217546	-2.158179	49.830324	0.86526	5.107843	-27.446836	1.775043	0.653029	-18.229728	-2.443667	-5.588628	49.418973	0.373914	6.683361	-26.660023	2.924647	0.216076	-19.125351	-3.902037	-2.298444	50.619822	0.847138	5.227136	-26.890533	4.594732	1.721657	-19.331813	-3.065147	-4.541062	49.232614	0.591824	6.878626	-26.611404	4.709538	2.355269	-19.852143	-1.449415	-2.230247	52.033979	1.286355	4.26879	-26.976167	1.960742	0.438288	-21.703795	-2.218528	-3.441158	53.871798	0.62935	5.049212	-28.016215	2.885601	0.98506	-18.894495	-3.132318	-4.445532	50.429703	0.536542	6.095633	-26.491637	4.49912	2.963754
17	-18.879213	-4.008761	-5.657696	49.306465	1.063871	7.770002	-26.794375	4.544387	0.842705	-19.98829	-2.636524	-3.616889	51.703996	1.479119	6.987978	-27.770248	2.399885	0.498783	-16.273675	-1.481611	-2.412059	49.007708	1.058158	6.306807	-27.298731	2.474869	0.857686	-16.150988	-0.201037	-3.84982	50.918928	1.477563	5.469098	-27.762886	0.02637	0.592766	-18.936121	-1.522285	-5.972672	50.447236	1.090207	5.316586	-27.733257	1.501797	0.799263	-17.424961	-3.51524	-3.595495	50.201982	1.436583	6.888396	-27.916416	3.413192	0.784223	-18.121721	-2.464157	-4.91682	50.489405	0.994899	6.739356	-27.555244	3.418193	0.749323	-19.898919	-2.092737	-1.469954	51.707745	1.63344	5.298468	-26.590284	2.890491	0.734951	-19.458301	-2.936938	-4.168964	50.990127	0.511066	6.595066	-27.95913	3.861392	0.102788	-18.331771	-4.183308	-4.147373	50.182254	1.197576	7.39133	-26.93277	5.048797	2.413803	-19.103587	-1.914791	-3.584911	50.458735	1.172794	7.419816	-27.81566	2.421085	0.843002	-18.223502	-1.497198	-3.346266	49.360231	1.308009	5.709438	-26.217449	1.499354	0.182468	-18.113251	-1.799989	-3.0689	50.040447	1.337485	5.820824	-27.060808	1.894836	0.586288	-19.03042	-3.518998	-4.617788	49.953318	-0.060001	7.237714	-27.520489	5.160395	1.089172	-18.831709	-4.574911	-1.115092	51.705917	0.346088	5.291436	-27.361793	5.071631	2.079331	-17.204882	-1.981855	-2.470467	48.696447	0.875002	5.815773	-27.688513	1.646618	0.431124	-16.597469	-2.408659	-5.761339	48.277509	0.451169	7.227341	-27.003421	2.924816	0.236607	-17.573886	-3.67535	-2.775489	49.590635	0.899626	6.116672	-27.359741	4.443158	1.637223	-17.616613	-2.963638	-4.944409	48.030521	0.545332	7.586623	-27.015598	4.629952	2.351011	-18.267606	-1.243355	-2.607184	51.031805	1.308199	5.092312	-27.486837	1.908766	0.402436	-20.061719	-2.021911	-3.578835	52.76905	0.657707	5.697641	-28.537591	2.793256	0.90642	-17.342578	-2.995196	-4.663148	49.372797	0.54617	6.665865	-27.004498	4.396521	2.962676
18	-17.343001	-3.956698	-5.81131	48.174999	1.045982	8.19026	-26.984334	4.549561	0.820516	-18.378134	-2.542285	-3.751835	50.617763	1.521776	7.453629	-28.007282	2.301529	0.379019	-14.510617	-1.33862	-2.850838	47.649708	1.105781	7.073173	-27.280409	2.225967	0.59937	-14.566712	-0.148957	-3.845065	49.827401	1.455663	5.688327	-28.041594	0.093291	0.53696	-17.261322	-1.536242	-5.740565	49.103031	1.105503	5.458597	-27.982565	1.610053	0.701047	-15.810761	-3.364548	-3.816424	49.025714	1.385969	7.343207	-27.929528	3.303018	0.653016	-16.429242	-2.397997	-5.247828	49.336285	0.972799	7.434541	-27.873509	3.413332	0.821545	-18.265483	-1.869356	-1.858054	50.660819	1.589955	6.172078	-27.093117	2.708721	0.578603	-17.761002	-2.917394	-4.181744	49.583428	0.501118	6.954898	-28.097717	3.773748	-0.047831	-16.724733	-4.097915	-4.433535	48.983695	1.072748	7.905534	-27.222161	4.930184	2.346052	-17.483833	-1.839248	-3.764413	49.194199	1.140903	7.848139	-27.980894	2.361931	0.805293	-16.520981	-1.370851	-3.501323	48.082698	1.226081	6.221019	-26.466918	1.48827	0.033888	-16.432545	-1.677118	-3.267167	48.718681	1.303613	6.332863	-27.242719	1.84183	0.495897	-17.474164	-3.473548	-4.723315	48.762592	-0.032255	7.569785	-27.645286	5.081914	0.970858	-17.248793	-4.33893	-1.561748	50.577272	0.323545	6.067515	-27.671654	4.961599	1.988007	-15.556151	-1.789505	-2.643355	47.416253	0.894816	6.325043	-27.616471	1.465535	0.093524	-14.954988	-2.403606	-5.839626	46.994613	0.531676	7.603407	-27.078351	2.922587	0.202919	-15.999507	-3.486359	-3.15697	48.409066	0.936817	6.820077	-27.562054	4.263697	1.467168	-15.880456	-2.916839	-5.238086	46.673559	0.515362	8.099341	-27.153024	4.534016	2.273808	-16.638895	-1.096728	-2.8824	49.83757	1.303494	5.708069	-27.744248	1.836805	0.292318	-18.36981	-1.896288	-3.625814	51.47359	0.69273	6.149405	-28.80573	2.677203	0.769665	-15.753541	-2.906665	-4.763489	48.149018	0.565001	7.012665	-27.279411	4.279875	2.892599
19	-15.778476	-3.928685	-5.871568	46.916842	1.039203	8.456931	-26.910312	4.526317	0.724867	-16.754582	-2.472705	-3.813057	49.41647	1.56894	7.785797	-27.98852	2.168398	0.200219	-12.778725	-1.224881	-3.172091	46.208409	1.162953	7.66849	-26.999354	1.91714	0.273788	-13.072266	-0.091687	-3.719599	48.606513	1.425185	5.744288	-28.061895	0.138641	0.410037	-15.568451	-1.535025	-5.465443	47.605808	1.144247	5.512497	-27.963272	1.714039	0.498055	-14.199054	-3.222368	-3.958531	47.755746	1.336413	7.661511	-27.657125	3.151213	0.448898	-14.730253	-2.371212	-5.458117	48.04346	0.974188	7.956431	-27.913185	3.388994	0.810469	-16.599195	-1.705664	-2.132231	49.452323	1.554161	6.859789	-27.364148	2.484896	0.320176	-16.044423	-2.920066	-4.095557	48.054393	0.507734	7.165635	-27.969435	3.635489	-0.270932	-15.096564	-4.044136	-4.609903	47.638975	0.986407	8.238672	-27.227613	4.7606	2.166455	-15.852173	-1.802741	-3.80696	47.802573	1.138232	8.067869	-27.856781	2.262991	0.696849	-14.818713	-1.278083	-3.563941	46.673451	1.164566	6.573776	-26.454768	1.439556	-0.206755	-14.755505	-1.577921	-3.386726	47.271202	1.279676	6.70699	-27.178128	1.750239	0.338703	-15.898157	-3.442764	-4.748803	47.463091	0.020129	7.772124	-27.522195	4.991009	0.791625	-15.643593	-4.113668	-1.994201	49.29114	0.305335	6.740162	-27.713218	4.820203	1.823663	-13.918765	-1.62145	-2.706856	46.051693	0.932856	6.684699	-27.275762	1.235091	-0.342109	-13.316188	-2.410793	-5.837407	45.610249	0.618149	7.843489	-26.880554	2.902869	0.113726	-14.418917	-3.320818	-3.458727	47.133995	0.96857	7.374661	-27.520682	4.049126	1.225126	-14.135751	-2.905857	-5.43456	45.203072	0.513514	8.450073	-27.018328	4.410369	2.118455	-14.992703	-0.993217	-3.079403	48.51715	1.288464	6.158052	-27.774896	1.733911	0.116672	-16.651467	-1.8165	-3.604907	50.039687	0.735757	6.432786	-28.824137	2.52237	0.573545	-14.1456	-2.843078	-4.77534	46.802824	0.601665	7.183561	-27.304986	4.149791	2.755729
20	-14.194167	-3.91149	-5.843386	45.554276	1.050498	8.585614	-26.527344	4.458158	0.543361	-15.132499	-2.421189	-3.809662	48.111825	1.624977	7.992252	-27.643064	1.98396	-0.044366	-11.093688	-1.124195	-3.342095	44.702865	1.226974	8.075987	-26.39035	1.54212	-0.120065	-11.655575	-0.021627	-3.472051	47.270301	1.397352	5.650602	-27.775157	0.143317	0.196422	-13.882741	-1.504085	-5.162604	45.992252	1.206443	5.498415	-27.621305	1.797607	0.177907	-12.603575	-3.07285	-4.028959	46.420873	1.290236	7.868499	-27.094597	2.953048	0.174371	-13.042212	-2.364485	-5.552696	46.646639	1.006706	8.323058	-27.655184	3.328415	0.705624	-14.925109	-1.587703	-2.293003	48.119938	1.535312	7.360537	-27.378037	2.205842	-0.043474	-14.316831	-2.92614	-3.930405	46.424786	0.537145	7.255389	-27.530543	3.433451	-0.572391	-13.459759	-4.008669	-4.6928	46.185335	0.953606	8.432385	-26.945381	4.537718	1.871142	-14.221843	-1.78257	-3.750295	46.329432	1.165995	8.144877	-27.474548	2.123234	0.525903	-13.135425	-1.210438	-3.520269	45.158056	1.137265	6.765476	-26.130914	1.332011	-0.549415	-13.099963	-1.487895	-3.429916	45.712098	1.271957	6.949982	-26.799545	1.601994	0.100896	-14.309698	-3.411958	-4.70243	46.0626	0.101895	7.867451	-27.092094	4.879623	0.546394	-14.034962	-3.902379	-2.38546	47.870377	0.304721	7.28705	-27.438647	4.625927	1.57086	-12.309219	-1.467666	-2.654181	44.625342	0.99438	6.888938	-26.609322	0.951747	-0.885095	-11.693054	-2.415246	-5.764087	44.159075	0.710674	7.974556	-26.400798	2.852604	-0.03382	-12.84126	-3.17112	-3.676649	45.779713	1.000994	7.777599	-27.165239	3.78617	0.897161	-12.391737	-2.912909	-5.546887	43.653155	0.544916	8.675404	-26.597171	4.251529	1.882168	-13.345893	-0.92096	-3.19283	47.081118	1.270854	6.433104	-27.512848	1.583085	-0.142624	-14.922355	-1.758809	-3.53551	48.488305	0.790923	6.567589	-28.54469	2.309515	0.300717	-12.532593	-2.786931	-4.711892	45.351754	0.664578	7.202878	-27.021002	4.004821	2.539291
21	-12.601085	-3.888782	-5.749554	44.132675	1.076208	8.624634	-25.870246	4.346754	0.288453	-13.524862	-2.376533	-3.76489	46.748815	1.686507	8.117005	-27.012586	1.755769	-0.335669	-9.449651	-1.019255	-3.384233	43.168274	1.292216	8.34424	-25.498337	1.125555	-0.559212	-10.254054	0.058928	-3.13803	45.854976	1.381568	5.462011	-27.211038	0.107683	-0.096541	-12.22489	-1.441591	-4.852399	44.327618	1.284512	5.453607	-26.98718	1.849132	-0.239998	-11.03319	-2.904051	-4.036137	45.042658	1.25195	7.991734	-26.239855	2.710851	-0.168073	-11.376662	-2.358871	-5.54399	45.177161	1.062	8.555324	-27.088176	3.221266	0.51343	-13.270586	-1.491436	-2.349407	46.696463	1.533702	7.688769	-27.112723	1.864575	-0.506411	-12.590695	-2.920123	-3.717482	44.743637	0.589785	7.275443	-26.82166	3.174959	-0.938843	-11.82039	-3.981581	-4.689898	44.648054	0.973626	8.509209	-26.350198	4.26893	1.47464	-12.599723	-1.764087	-3.600833	44.784329	1.226506	8.098382	-26.768222	1.937039	0.285778	-11.478475	-1.148322	-3.395937	43.581647	1.141436	6.849275	-25.52683	1.165204	-0.969943	-11.468504	-1.39212	-3.422372	44.089135	1.277777	7.110476	-26.147385	1.403235	-0.197865	-12.717875	-3.371037	-4.607892	44.603262	0.20408	7.904626	-26.399497	4.749916	0.253539	-12.438213	-3.702127	-2.7169	46.368728	0.326969	7.721842	-26.884325	4.377536	1.240775	-10.730831	-1.31321	-2.513653	43.17501	1.074335	6.985278	-25.667576	0.638646	-1.509461	-10.094054	-2.406109	-5.625966	42.673305	0.809538	8.021245	-25.633722	2.767124	-0.245463	-11.27304	-3.024115	-3.829095	44.383802	1.037633	8.078084	-26.536951	3.483741	0.501517	-10.65936	-2.920164	-5.58742	42.055059	0.608757	8.81547	-25.880991	4.055732	1.568032	-11.711429	-0.853314	-3.242594	45.573129	1.25693	6.590129	-26.989266	1.390485	-0.477268	-13.196821	-1.695698	-3.443085	46.86462	0.856161	6.614093	-27.991955	2.040418	-0.046167	-10.930528	-2.720411	-4.601938	43.839211	0.750846	7.135416	-26.448914	3.846592	2.247403
