Time	Hip_Z	Hip_X	Hip_Y	Knee_Z	Knee_X	Knee_Y	Ankle_Z	Ankle_X	Ankle_Y
0	-18.146219	-3.101708	-0.62296	11.87457	1.429229	14.29825	-3.718452	3.626773	-6.464304
1	-18.582547	-3.448849	-1.00902	14.734678	1.632296	13.335488	-3.826449	5.079609	-5.031359
2	-19.122063	-3.811344	-1.714365	17.817153	1.776854	12.481588	-4.607043	6.391214	-3.438432
3	-19.704329	-4.20501	-2.708939	20.895085	1.937526	11.891051	-5.725455	7.380489	-1.846427
4	-20.239711	-4.662817	-3.800804	23.772798	2.182242	11.514347	-6.975379	7.92955	-0.417974
5	-20.622097	-5.19887	-4.718318	26.325344	2.48454	11.109438	-8.306121	8.084924	0.826269
6	-20.765162	-5.77023	-5.266285	28.486703	2.761967	10.505083	-9.700268	8.00038	1.939207
7	-20.633371	-6.281196	-5.426555	30.220512	2.951398	9.776992	-11.111691	7.831933	2.931746
8	-20.244565	-6.62887	-5.335848	31.513546	3.018738	9.138461	-12.484402	7.671521	3.794246
9	-19.650003	-6.757427	-5.180256	32.387394	2.955687	8.752547	-13.772632	7.538681	4.530549
10	-18.905812	-6.683419	-5.095797	32.900331	2.783301	8.64614	-14.946739	7.405487	5.14176
11	-18.052443	-6.473958	-5.121643	33.126867	2.535577	8.722448	-15.99569	7.231007	5.622146
12	-17.103521	-6.200646	-5.211769	33.10565	2.248179	8.833916	-16.908902	6.990563	5.964014
13	-16.055671	-5.914032	-5.280694	32.851018	1.963954	8.877658	-17.683141	6.704281	6.176416
14	-14.877041	-5.623802	-5.271178	32.33083	1.712287	8.834126	-18.301206	6.402993	6.25704
15	-13.533183	-5.31574	-5.164161	31.511818	1.519322	8.751184	-18.734294	6.114822	6.195572
16	-12.009728	-4.97375	-4.968833	30.385751	1.407035	8.711377	-18.93556	5.874143	5.974043
17	-10.321739	-4.593626	-4.701224	28.984847	1.349434	8.736971	-18.854029	5.714391	5.612865
18	-8.506943	-4.17747	-4.37329	27.376195	1.272501	8.762416	-18.463443	5.609169	5.183076
19	-6.611003	-3.725059	-3.99228	25.639634	1.1369	8.747808	-17.7723	5.445599	4.728002
20	-4.680538	-3.236298	-3.568316	23.850795	0.966929	8.745981	-16.800789	5.129208	4.235683
21	-2.764548	-2.721801	-3.121938	22.072895	0.79708	8.842346	-15.561896	4.679939	3.67851
22	-0.911513	-2.205069	-2.669748	20.349202	0.653033	9.105902	-14.058173	4.169118	3.015281
23	0.834101	-1.70989	-2.189088	18.704591	0.56337	9.581112	-12.260267	3.634181	2.178946
24	2.459147	-1.243586	-1.625103	17.13443	0.53007	10.221859	-10.159354	3.102562	1.144318
25	3.96706	-0.807852	-0.933982	15.626289	0.534012	10.943984	-7.751231	2.612076	-0.069347
26	5.361728	-0.406886	-0.097596	14.182547	0.554536	11.669457	-5.054725	2.18301	-1.422037
27	6.629546	-0.045186	0.872097	12.832296	0.581266	12.347716	-2.132656	1.797184	-2.881683
28	7.739943	0.271475	1.93287	11.620035	0.618917	12.955684	0.905697	1.400504	-4.412129
29	8.66818	0.536011	3.030869	10.596449	0.678299	13.467857	3.9169	0.934159	-5.920011
30	9.408951	0.745052	4.128299	9.823183	0.768202	13.829244	6.756408	0.383578	-7.253373
31	9.975124	0.901701	5.194683	9.362373	0.895718	13.973352	9.32537	-0.217697	-8.259887
32	10.396393	1.007865	6.148953	9.24735	1.062573	13.902963	11.601173	-0.813929	-8.828601
33	10.712335	1.051738	6.849681	9.473545	1.269448	13.751161	13.612412	-1.332366	-8.921922
34	10.94791	1.003378	7.165002	10.045967	1.543025	13.722728	15.31658	-1.689389	-8.587571
35	11.108768	0.84162	7.085482	10.967875	1.935056	13.960104	16.560186	-1.854061	-7.979712
36	11.18526	0.564047	6.67014	12.254239	2.50419	14.510863	17.189338	-1.870239	-7.271249
37	11.165017	0.197601	6.020549	13.915998	3.298091	15.342274	17.191706	-1.814608	-6.652473
38	11.04251	-0.194432	5.282693	15.9396	4.326273	16.331157	16.705322	-1.732558	-6.27863
39	10.817787	-0.544664	4.591919	18.289649	5.564294	17.307951	15.900304	-1.626983	-6.184833
40	10.488837	-0.814881	4.028475	20.924987	6.971328	18.099566	14.910991	-1.494225	-6.274957
41	10.048403	-0.990931	3.634738	23.819432	8.490046	18.538771	13.836566	-1.339224	-6.386088
42	9.488636	-1.065975	3.437745	26.964762	10.049159	18.499032	12.753249	-1.166097	-6.382381
43	8.807953	-1.03851	3.44349	30.354395	11.586881	17.949501	11.725466	-0.973436	-6.21905
44	8.010928	-0.919498	3.63435	33.969192	13.074283	16.956558	10.802349	-0.757272	-5.940188
45	7.09715	-0.732612	3.987925	37.783927	14.502075	15.605902	10.015618	-0.50517	-5.61623
46	6.070917	-0.511766	4.473917	41.760517	15.856059	13.968759	9.379789	-0.193749	-5.288368
47	4.940803	-0.284105	5.066465	45.869821	17.105855	12.075175	8.906557	0.211856	-4.95966
48	3.715543	-0.070723	5.739643	50.08468	18.216196	9.952516	8.621706	0.748913	-4.61653
49	2.413729	0.10253	6.435959	54.350699	19.17491	7.689288	8.540497	1.413943	-4.237959
50	1.056051	0.215174	7.075504	58.603933	19.989396	5.409571	8.575002	2.134875	-3.788359
51	-0.35475	0.275751	7.593972	62.801121	20.663334	3.213098	8.518917	2.807984	-3.2272
52	-1.831895	0.31768	7.959378	66.910184	21.195709	1.167621	8.219992	3.347904	-2.566838
53	-3.391741	0.376221	8.174094	70.89042	21.586123	-0.673469	7.681396	3.703793	-1.894706
54	-5.054039	0.484992	8.257226	74.69665	21.823265	-2.268818	6.968005	3.907019	-1.298829
55	-6.820186	0.675827	8.208508	78.286843	21.886053	-3.590507	6.127628	4.073231	-0.811281
56	-8.636405	0.958097	7.983561	81.6066	21.772976	-4.606874	5.203034	4.299553	-0.445297
57	-10.418441	1.28646	7.517024	84.607483	21.541434	-5.30902	4.256159	4.602002	-0.222558
58	-12.140144	1.577776	6.787197	87.280128	21.267819	-5.744942	3.341383	4.923098	-0.138288
59	-13.837426	1.759943	5.835067	89.625582	20.987021	-5.982351	2.488872	5.178115	-0.148453
60	-15.561398	1.807418	4.75975	91.649269	20.695508	-6.082175	1.710983	5.323653	-0.191058
61	-17.327094	1.745156	3.67052	93.342475	20.382407	-6.067248	1.012303	5.379137	-0.2434
62	-19.093822	1.617303	2.653002	94.678005	20.053538	-5.922921	0.383392	5.386245	-0.350401
