hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z	hip_X	hip_Y	hip_Z	knee_X	knee_Y	knee_Z	ankle_X	ankle_Y	ankle_Z
	0.418488	-4.431798	-15.681118	11.435697	24.328074	13.252372	-4.919475	-20.825839	-3.451596	-1.635629	-5.788456	-16.441334	11.265691	22.219046	15.788740	-3.992406	-20.640934	-3.656204	0.602282	-4.415618	-14.214662	10.235199	23.229044	11.457541	-6.788934	-21.169478	-4.992937	-1.126803	-6.410314	-15.596073	10.603033	23.087378	13.712865	-3.915520	-21.000815	-3.307804	-0.893386	-7.036176	-16.850562	11.042542	22.914568	14.174608	-4.971165	-22.334266	-5.148182	-0.651730	-5.802291	-15.497599	11.176617	22.755329	14.393980	-4.097921	-20.041181	-4.747044	-0.329116	-6.603838	-16.351954	11.536648	23.229779	14.826226	-4.288788	-20.340306	-3.935413	-0.006529	-5.220780	-15.888811	11.207240	23.120072	12.961467	-6.825763	-21.090495	-5.079134	-0.495992	-5.246279	-15.231441	10.432584	23.933427	11.128544	-6.948542	-22.151673	-4.213802	-0.501401	-6.145168	-15.322065	10.919633	23.023927	13.281095	-6.384563	-21.126212	-4.695413	-1.088643	-4.379732	-14.061885	9.973960	24.869045	9.493673	-8.470461	-22.018733	-4.292880	-0.767072	-5.276990	-16.260691	11.235732	24.049220	13.619886	-5.918404	-21.384028	-3.913155	-1.288480	-5.338154	-15.252077	10.964065	23.922168	13.080951	-4.506357	-21.623291	-2.993828	-0.575992	-5.771563	-16.190007	11.235275	23.159575	14.482183	-5.601031	-20.548606	-3.137389	-1.399707	-6.541389	-18.503174	11.746944	23.368279	16.445857	-1.085396	-18.967643	-1.714712	0.098063	-5.471425	-15.142844	11.119718	23.180715	12.810264	-5.559648	-19.761260	-4.165362	-1.030976	-5.331492	-16.011714	11.691861	23.074590	15.865052	-3.171615	-19.994195	-3.539157	-0.201099	-5.595787	-14.354128	10.514563	22.912579	12.648933	-6.425591	-20.650724	-4.317959	-0.191081	-6.522443	-16.031928	11.004878	22.790334	13.965442	-4.778293	-20.379467	-3.867807	-1.494089	-5.734452	-14.386002	11.607472	23.431005	15.488567	-3.940821	-19.248170	-3.724189	-1.016345	-6.007131	-16.157201	11.333795	23.643576	14.011899	-4.975002	-20.445013	-3.674381	-1.179141	-5.075913	-14.663616	10.131757	22.370660	11.994912	-5.282783	-21.099933	-4.472688	-0.327873	-4.972331	-16.494729	10.744410	23.878915	12.356156	-5.790115	-20.591553	-4.498102	-0.812262	-5.467999	-15.237918	10.736695	23.671625	12.460810	-6.633372	-21.452176	-4.560498	-0.312536	-6.309779	-17.532792	11.440154	22.262721	16.360851	-4.582936	-18.494140	-3.871728	-0.440200	-6.073446	-15.505170	10.982889	23.127609	13.174183	-6.999159	-21.533073	-4.650724	-0.885959	-5.756965	-14.654491	10.882897	22.802001	13.434349	-5.564940	-20.648332	-4.038873	-0.956235	-7.699420	-17.448195	11.551993	21.120652	17.307241	-3.008690	-18.797811	-3.538280	-0.178185	-7.332180	-14.556606	10.562345	21.222240	13.599276	-4.794443	-19.652721	-4.279552	-0.038798	-6.976962	-18.233234	11.437472	23.543572	13.813966	-5.183052	-21.535922	-4.486431	-1.242521	-5.227646	-16.001162	11.856564	24.440377	14.508490	-4.377773	-21.663930	-3.913955	-1.428390	-7.468996	-17.667241	11.147587	23.247379	14.808000	-3.607744	-20.213750	-3.566320	-1.940931	-6.713746	-14.934715	10.335564	22.320366	13.263916	-3.704466	-19.542107	-3.294393	0.258843	-6.189684	-13.724108	10.504853	22.360792	11.789017	-7.700946	-20.751584	-5.416301	-0.517381	-5.370633	-15.321710	10.760558	23.561764	12.122330	-4.727888	-20.688043	-3.387648	-1.611857	-7.441473	-16.578207	11.713372	22.844160	15.040025	-3.784055	-20.767309	-3.567487	-0.776526	-6.350862	-16.797916	11.670700	23.363212	14.986775	-3.931194	-20.474344	-2.633373	-1.775860	-6.806137	-15.609622	11.277863	22.239493	16.182007	-1.065102	-19.172131	-2.262681	-1.043178	-7.385285	-17.561162	11.035410	23.610404	13.744414	-6.190290	-21.859846	-3.254848	-0.851634	-7.370661	-15.161612	11.509987	21.570803	16.288081	-3.741359	-19.732363	-2.817979	-1.436836	-6.594811	-15.819053	10.704123	23.192184	12.505400	-6.110871	-21.405249	-4.217459	-0.916775	-5.633879	-15.733910	11.741820	23.873692	14.085468	-4.896463	-21.392167	-4.129065	-1.509386	-6.266820	-15.978696	12.563004	22.615830	18.207294	-1.086815	-19.406467	-3.250753	-0.781765	-6.840951	-17.200502	11.946428	22.358972	17.105343	-2.785960	-19.882484	-3.048824	-0.693740	-5.384080	-14.525838	10.874713	22.972469	12.030129	-8.588235	-21.797428	-4.374690	-0.568994	-4.817986	-16.149869	11.000576	23.759654	13.496633	-6.024767	-21.622128	-4.223601	-1.225566	-3.904270	-14.601552	10.977673	24.382119	12.878611	-6.798547	-22.553953	-4.470495	-1.313488	-4.599468	-16.117805	11.032125	25.854639	10.933451	-9.251060	-23.565398	-5.139953	-1.071642	-4.112246	-16.034403	11.798668	25.953311	12.019456	-5.600567	-20.016875	-4.494990	-1.119326	-6.114386	-17.381461	11.147732	23.258091	14.183807	-4.610692	-20.909805	-2.689585	-1.436020	-6.209587	-14.753330	10.282363	22.661458	13.079109	-5.311682	-19.978043	-3.787521	0.144029	-4.882027	-15.499053	10.265312	23.975537	10.595138	-8.749646	-21.161321	-4.684969	-0.732279	-5.593653	-15.175309	11.912645	23.065650	15.699896	-4.543537	-19.795102	-3.455418	-0.955146	-7.711590	-16.452035	11.411851	21.559892	15.735612	-3.110062	-19.729738	-3.000050	-1.737828	-7.117387	-16.539212	11.409857	22.719576	14.537042	-3.958419	-21.186646	-2.411298	-1.623541	-7.308505	-15.914202	11.014445	21.514272	15.038618	-5.252084	-20.244631	-4.409962	0.103214	-6.758834	-14.979413	10.238983	21.540153	13.381029	-6.436698	-20.413537	-5.490679	-0.920863	-6.190306	-15.317864	10.878138	23.340798	12.799650	-6.408449	-21.482927	-4.415529	-0.308558	-6.937909	-17.574137	11.774625	23.821664	14.925272	-5.501338	-20.716172	-3.648353	-0.263955	-5.062683	-15.056101	11.259470	24.089592	13.406040	-3.370987	-19.379225	-2.084713	-1.117050	-6.207695	-16.546540	10.987278	24.089945	13.897446	-4.563328	-20.499676	-2.611049	-0.579520	-5.587706	-15.074738	10.653729	24.425635	11.440111	-7.555661	-21.681319	-3.677524	0.201866	-4.739968	-15.417101	11.636002	23.869136	13.657825	-4.102538	-20.332956	-3.298942	-0.950080	-4.230631	-15.287553	10.306096	24.689466	10.896182	-7.955526	-22.162710	-3.191060	-1.532312	-6.357618	-17.354953	12.036213	23.419392	16.612851	-2.067857	-19.428052	-2.694713	-1.437465	-7.436257	-17.106460	12.461837	22.328065	18.839868	-2.851328	-19.735760	-4.670426	0.704739	-4.184835	-14.272456	9.926429	24.927980	9.597416	-8.863750	-22.621994	-4.324488	-0.855299	-6.464556	-16.307078	11.792796	23.870293	14.637718	-4.663388	-20.902151	-3.418095	-1.836596	-5.739188	-14.447674	11.557290	24.415535	14.470893	-3.715596	-20.201804	-3.374815	-0.163001	-6.614281	-14.926903	11.740919	22.645687	14.554173	-5.282311	-20.070962	-4.127096	-1.852656	-7.885473	-17.724202	13.485262	22.115335	20.761401	-2.455627	-18.710260	-3.682072	0.025983	-5.269828	-14.584342	11.241472	25.735843	11.169073	-9.073396	-22.248849	-4.514090	-0.759626	-6.300346	-15.967533	10.947828	24.424124	12.246564	-6.118556	-22.070455	-3.713957	-2.167553	-8.811025	-18.167041	12.666311	21.179715	20.321016	-1.571689	-18.337701	-3.636985	-0.940781	-6.482847	-16.120108	11.703149	23.197283	14.252524	-7.135775	-21.292454	-5.556888
	0.083124	-5.114584	-16.165189	12.018481	23.635524	15.644474	-2.678723	-19.819316	-3.099129	-2.059338	-6.286113	-17.236714	11.612554	20.970456	18.911425	-1.460160	-19.538797	-3.567481	0.367991	-4.920895	-14.473659	10.613422	22.663748	13.558217	-4.875439	-20.390021	-4.385973	-1.560031	-6.735546	-16.177161	11.054123	22.125960	16.249614	-1.424363	-19.931697	-2.846348	-1.223508	-7.457226	-17.398005	11.384475	21.860471	16.728907	-2.823150	-21.534750	-4.598830	-1.023557	-6.388369	-16.149893	11.611362	22.028566	17.022270	-2.161005	-19.069458	-4.295814	-0.620968	-7.281494	-17.144002	12.001166	22.370776	17.633034	-2.235976	-19.250703	-3.662496	-0.199438	-5.721842	-16.258404	11.591690	22.476298	15.221396	-4.857413	-20.198094	-4.341209	-0.794316	-5.804293	-15.677736	10.890494	23.192216	13.350273	-4.674717	-21.259841	-3.487523	-0.737008	-6.713772	-15.733771	11.372261	22.418596	15.670093	-4.531201	-20.461418	-4.164792	-1.188286	-4.979645	-14.328888	10.397522	24.214315	11.526904	-6.606644	-21.379447	-3.759767	-0.933973	-5.976476	-16.720076	11.640824	23.314733	16.099704	-3.603803	-20.238008	-3.493757	-1.689992	-5.936917	-15.897171	11.531613	23.066007	15.762695	-2.065805	-20.625273	-2.749856	-0.824201	-6.350039	-16.724234	11.559327	22.219814	17.139356	-3.192573	-19.414607	-2.928193	-1.888385	-7.259721	-19.314250	12.439086	22.528384	19.520716	1.223673	-17.780541	-2.181761	-0.102381	-5.854605	-15.415530	11.475376	22.626216	14.907431	-3.513790	-18.791577	-3.373365	-1.417991	-5.778351	-16.727586	12.212566	22.081941	18.894599	-0.857559	-18.842537	-3.516909	-0.445305	-6.184748	-14.785527	10.821790	22.209459	15.042796	-4.430628	-19.897885	-3.786330	-0.473334	-7.036958	-16.621955	11.464269	22.015788	16.678853	-2.755773	-19.511917	-3.575691	-1.811364	-6.228695	-15.016962	11.968513	22.496100	18.368740	-1.891357	-18.222967	-3.949196	-1.216400	-6.408356	-16.710100	11.711493	22.646191	16.912162	-2.666097	-19.508523	-3.247562	-1.470644	-5.452745	-15.074725	10.618795	21.682005	14.338593	-3.126770	-20.350434	-3.782456	-0.453298	-5.713607	-16.912271	11.222550	23.267770	14.802175	-3.770894	-19.735877	-3.911966	-1.081631	-5.932542	-15.548161	11.047647	22.793620	14.659045	-4.582086	-20.646750	-3.925708	-0.443747	-7.060583	-18.116874	11.794661	21.450248	19.262654	-2.644197	-17.272919	-3.922271	-0.708702	-6.580279	-15.814400	11.235682	22.222319	15.498463	-4.860747	-20.728818	-3.966814	-1.211846	-6.279275	-15.146863	11.220787	22.027083	15.861376	-3.274069	-19.711164	-3.640816	-1.310964	-8.215882	-18.233661	11.932482	20.090455	20.513147	-1.131649	-17.738444	-3.734356	-0.537623	-7.741605	-15.225878	10.980221	20.514874	16.336579	-2.918500	-19.040952	-3.935412	-0.360722	-7.452653	-18.853274	11.986139	22.748201	16.374626	-3.352125	-20.798651	-3.931029	-1.539639	-5.821175	-16.512089	12.239590	23.473152	17.017509	-2.145973	-20.538469	-3.676118	-1.726411	-8.054136	-18.361107	11.501899	21.985535	17.784950	-1.384306	-18.965660	-3.416190	-2.299757	-7.352588	-15.613836	10.728495	21.375058	15.995455	-1.459072	-18.455858	-3.109026	0.120125	-6.695304	-14.012893	10.868690	21.790740	13.978634	-6.052548	-20.080898	-4.724074	-0.852900	-5.922395	-15.804170	11.226548	22.671774	14.569265	-2.385272	-19.838867	-2.954271	-1.913123	-7.724820	-17.058152	12.076399	21.808161	17.697466	-1.553496	-19.690544	-3.446771	-1.182127	-6.959436	-17.500190	12.140594	22.310325	17.838574	-1.708780	-19.291272	-2.690511	-2.238560	-7.511168	-16.580922	11.957306	21.282597	19.434903	1.023449	-17.957413	-3.000790	-1.278176	-7.754054	-18.060681	11.429573	22.598893	16.540441	-4.090091	-21.009544	-3.008096	-1.240869	-7.833113	-16.121360	12.040326	20.643784	19.558003	-1.716244	-18.703922	-3.020602	-1.633403	-7.192586	-16.348506	11.105833	22.238868	15.168123	-3.953545	-20.458732	-3.775988	-1.182052	-6.232482	-16.269427	12.221381	22.917541	16.684435	-2.737009	-20.351534	-3.911961	-2.010570	-6.880529	-16.958937	13.175817	21.390677	21.667607	0.819033	-17.992140	-4.125259	-1.126738	-7.297514	-18.033457	12.460366	21.341600	20.405714	-0.684253	-18.836722	-3.426774	-0.838997	-6.078559	-14.939585	11.190197	22.187188	14.365440	-6.920037	-21.217054	-3.710837	-0.829406	-5.432531	-16.601765	11.410478	22.933736	15.958503	-3.589161	-20.576878	-4.021257	-1.627120	-4.400248	-14.854115	11.308421	23.370626	15.026032	-4.477295	-21.583943	-4.145677	-1.470214	-5.124451	-16.268294	11.396447	24.980617	12.913289	-7.325883	-22.734031	-4.636246	-1.231771	-4.711633	-16.373192	12.441422	25.392291	14.263413	-3.783209	-18.967816	-4.009661	-1.426782	-6.745172	-18.163227	11.518554	21.952806	17.342956	-2.151273	-19.578477	-2.595517	-1.869626	-6.837775	-15.184040	10.562170	21.644271	15.525861	-2.915055	-18.836674	-3.304904	0.081136	-5.542330	-15.637638	10.517449	23.184452	12.484194	-6.985819	-20.094379	-4.104686	-1.084245	-6.176314	-15.834842	12.416722	22.287973	18.525786	-2.403324	-18.720204	-3.452717	-1.349666	-8.176310	-17.257507	11.830468	20.441609	18.847105	-0.864562	-18.640417	-3.007726	-2.105785	-7.609269	-17.269586	11.903920	21.615870	17.486455	-1.596439	-20.054461	-2.305483	-1.846734	-7.996128	-16.579707	11.347567	20.583409	17.851778	-3.159583	-19.202547	-4.191630	-0.120219	-7.420939	-15.396525	10.616512	20.774920	15.880659	-4.766765	-19.785987	-5.113101	-1.181095	-6.672344	-15.830793	11.314005	22.467903	15.301596	-4.415063	-20.571259	-3.980621	-0.598660	-7.531788	-18.169098	12.249740	23.060951	17.620084	-3.244059	-19.685571	-3.529810	-0.628636	-5.426470	-15.440733	11.596949	23.130555	15.790769	-0.796027	-18.204335	-1.821986	-1.405512	-6.704860	-17.092225	11.368297	23.023242	16.700399	-1.806426	-19.306417	-2.468279	-0.827984	-6.003231	-15.445812	11.021316	23.580261	13.683936	-5.365790	-20.894128	-3.079445	-0.137022	-5.207679	-15.879837	12.158034	23.162034	16.145889	-1.805661	-19.370015	-3.094732	-1.211289	-4.770647	-15.584021	10.658305	23.793208	13.082222	-5.431717	-21.135687	-2.730269	-1.920103	-7.059505	-18.163044	12.592735	22.461804	19.734183	0.102936	-18.159056	-3.227487	-1.696717	-8.043353	-17.844564	12.863296	21.425592	21.854486	-0.820254	-18.588721	-4.862822	0.500647	-4.885774	-14.620774	10.546497	24.574685	11.616158	-7.099827	-22.082884	-3.680053	-1.208294	-7.010355	-16.966729	12.242101	22.830280	17.375539	-2.489747	-19.904546	-3.280150	-2.159752	-6.398490	-15.224829	12.073245	23.479441	17.369449	-1.568927	-19.005505	-3.536965	-0.484202	-7.174261	-15.482886	12.121569	21.844599	17.146337	-3.135572	-19.150969	-3.816065	-2.306973	-8.308244	-18.654449	13.990397	20.983689	24.170678	-0.797658	-17.681071	-4.391018	-0.184239	-5.594503	-14.740509	11.578356	24.784532	13.179284	-7.155750	-21.490823	-4.117772	-1.085471	-6.775406	-16.460798	11.419562	23.578363	14.747851	-3.806193	-21.236797	-3.276051	-2.505765	-9.264956	-19.162852	13.094006	20.086413	23.750774	0.237989	-17.080791	-4.273012	-1.137237	-6.909052	-16.445873	11.973269	22.136647	16.638675	-5.232356	-20.511082	-4.958586
