Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13
49	7.287186	-0.659453	-0.151244	31.941809	10.305092	18.183519	26.162796	-10.716455	-11.246503	5.901924	-0.899833	-0.94879	31.163507	9.711789	19.192398	28.752297	-10.449198	-12.540016	6.569357	0.264827	-1.000569	32.671441	9.64657	17.352773	25.4062	-12.581953	-14.628235	5.106408	-0.369955	-1.784104	34.579649	10.458548	16.994263	28.806507	-11.266632	-14.775097	6.103314	-1.062514	-0.195672	33.36668	11.072851	18.613115	25.313388	-11.141599	-11.938969	6.995793	1.083194	-0.174084	33.098853	10.026437	17.39124	27.465475	-9.799632	-11.75363	5.912404	-1.223926	-1.307275	30.585972	9.867408	20.199065	28.531386	-8.785646	-11.946999	3.784576	-0.7778	-0.340699	38.870145	10.934005	17.587842	15.375725	-6.717299	-13.697714	6.539807	0.595288	-0.620559	33.22526	9.720543	16.0055	25.159319	-9.440078	-12.572337	4.824443	0.131808	-0.502542	35.192491	11.195808	16.966854	33.738993	-10.016599	-12.06088	5.017805	0.881027	-0.23663	36.158823	11.229202	16.692211	34.88225	-11.171485	-12.296969	6.159672	-0.033749	-1.786361	26.312962	7.93899	18.136741	30.950756	-9.308369	-11.899533	6.620495	0.328524	-0.105101	22.691524	6.426455	17.96454	29.41337	-13.300545	-12.681476
50	6.532261	-0.408473	0.134663	35.325185	11.533628	17.729525	25.024224	-10.705698	-11.939438	5.075339	-0.786707	-0.875605	34.561097	10.886908	18.886953	27.65923	-10.353375	-12.571087	5.942863	0.409852	-0.79013	35.931339	10.671212	16.973035	24.413377	-12.290013	-15.170191	4.438654	-0.176224	-1.503319	37.896296	11.53556	16.627963	27.46128	-11.220108	-15.194584	5.279441	-0.824817	0.074359	36.618965	12.226597	18.261646	24.117456	-10.776364	-12.399578	6.163069	1.213671	-0.043431	36.622031	11.164529	17.034149	26.330448	-9.436887	-12.290173	5.161702	-1.042968	-1.221797	33.885739	10.937112	19.692231	27.560963	-8.566556	-12.679342	2.96835	-0.515817	-0.090034	42.293666	12.088577	17.03199	14.53991	-6.731981	-14.277851	5.843498	0.764178	-0.448775	36.567415	10.698284	15.516207	24.149877	-9.42346	-12.967277	4.073301	0.358372	-0.253798	38.379586	12.252739	16.519767	33.799359	-10.425216	-12.356426	4.199364	1.048843	-0.000944	39.519345	12.247898	16.076605	34.843868	-11.287741	-12.559912	5.434198	-0.068845	-2.068039	29.044134	8.763654	17.831265	31.192113	-9.453928	-12.010666	6.06304	0.123595	-0.617489	25.21547	7.065495	17.707958	29.275964	-13.53044	-12.929118
51	5.763217	-0.090613	0.590387	38.743082	12.781589	17.055441	23.83035	-10.534966	-12.753557	4.249116	-0.583195	-0.596816	38.079816	12.086312	18.381276	26.306546	-9.958849	-12.800685	5.277143	0.64113	-0.382261	39.266139	11.766845	16.487047	23.329527	-11.809231	-15.847833	3.768049	0.078845	-1.069704	41.256939	12.694197	16.117408	26.009929	-11.113928	-15.756635	4.438246	-0.535788	0.465065	39.920737	13.416242	17.758639	22.835629	-10.215725	-12.990286	5.32428	1.42129	0.379579	40.195961	12.354454	16.436114	25.116177	-8.890004	-13.001159	4.419087	-0.789049	-0.95359	37.267362	12.023292	18.99892	26.466539	-8.217312	-13.537212	2.165577	-0.19034	0.309283	45.704926	13.325187	16.315966	13.915389	-6.665272	-14.894754	5.141351	1.039998	-0.036559	39.98781	11.708037	14.830605	22.923275	-9.359592	-13.317709	3.299849	0.631967	0.085714	41.629326	13.308788	15.895588	33.66082	-10.849055	-12.676872	3.360542	1.278629	0.389234	42.95858	13.254665	15.240292	34.523094	-11.497646	-12.810013	4.695198	0.007537	-2.143205	31.960496	9.60065	17.38813	31.056896	-9.414443	-12.470006	5.448412	0.033737	-0.965645	28.00607	7.701242	17.370185	28.542314	-13.469688	-13.63409
52	4.954106	0.264598	1.163496	42.165366	14.034327	16.181728	22.653564	-10.207645	-13.555126	3.416077	-0.315937	-0.147583	41.660662	13.326184	17.682955	24.778083	-9.423988	-13.137899	4.545115	0.937866	0.181109	42.635656	12.93283	15.880591	22.195392	-11.297193	-16.556622	3.061841	0.371464	-0.493689	44.642316	13.923462	15.419571	24.53063	-10.946557	-16.370002	3.567672	-0.223554	0.95036	43.240356	14.637981	17.088374	21.540175	-9.520461	-13.604212	4.47253	1.672483	1.035634	43.775146	13.599235	15.616452	23.884447	-8.305257	-13.709866	3.670147	-0.489326	-0.514722	40.677891	13.150854	18.134166	25.271391	-7.842954	-14.304248	1.346074	0.186899	0.825712	49.100275	14.604694	15.426747	13.470994	-6.530097	-15.499973	4.399992	1.405246	0.55909	43.443762	12.754783	13.978551	21.599423	-9.317627	-13.643857	2.477177	0.936356	0.511763	44.927244	14.363895	15.067847	33.407306	-11.300553	-12.96975	2.473002	1.538549	0.859178	46.447669	14.258408	14.238475	34.06482	-11.747631	-12.9974	3.950547	0.184383	-2.007121	35.023947	10.455018	16.796558	30.514763	-9.294151	-13.043091	4.803275	0.05428	-1.154393	30.975192	8.358424	17.017036	27.479488	-13.125353	-14.614533
53	4.072372	0.640184	1.778457	45.57329	15.272174	15.15382	21.516381	-9.813806	-14.230005	2.549933	0.00205	0.444141	45.26579	14.60146	16.784995	23.156212	-8.871108	-13.511015	3.712035	1.290224	0.846682	46.017513	14.139879	15.131318	21.039101	-10.874465	-17.201271	2.279669	0.686308	0.204447	48.041537	15.189381	14.508626	23.063584	-10.730198	-16.935004	2.65261	0.096276	1.496537	46.556034	15.873112	16.251086	20.240317	-8.815841	-14.148373	3.595037	1.94428	1.823148	47.331962	14.888392	14.626086	22.675518	-7.802749	-14.33279	2.884851	-0.160896	0.081768	44.086448	14.330727	17.094485	23.918348	-7.604927	-14.815008	0.468462	0.616432	1.398596	52.474195	15.864805	14.390436	13.133951	-6.382297	-16.002362	3.547795	1.88374	1.241761	46.922894	13.827049	13.002447	20.33389	-9.256843	-14.006618	1.567852	1.270254	1.001158	48.261313	15.397511	14.042626	33.141723	-11.717786	-13.194658	1.508806	1.825752	1.345476	49.962619	15.235105	13.119144	33.570222	-11.986115	-13.053327	3.199793	0.442714	-1.673842	38.194424	11.333085	16.058382	29.542216	-9.207086	-13.536004	4.137081	0.174222	-1.181678	34.066577	9.069934	16.660875	26.281531	-12.544609	-15.727267
54	3.076342	1.039428	2.36307	48.966043	16.467689	14.016272	20.415845	-9.451523	-14.733574	1.606054	0.376567	1.12065	48.871232	15.87381	15.703437	21.556607	-8.320734	-13.860975	2.735716	1.703338	1.551733	49.40167	15.333276	14.230082	19.929848	-10.546577	-17.707167	1.377626	1.022588	0.982877	51.441121	16.446973	13.397158	21.641821	-10.460818	-17.371779	1.666393	0.419981	2.064463	49.858399	17.093404	15.259015	18.937977	-8.203359	-14.574781	2.665739	2.229513	2.631911	50.854773	16.193171	13.523367	21.563771	-7.378414	-14.837217	2.018745	0.193412	0.788584	47.485755	15.52923	15.882788	22.471531	-7.539275	-15.068655	-0.525665	1.119251	1.956539	55.823917	17.020532	13.247156	12.852814	-6.238667	-16.293063	2.415215	2.599619	1.867927	50.461701	14.872731	11.945626	19.216525	-9.126927	-14.3797	0.506806	1.664418	1.502917	51.623499	16.363027	12.861114	32.924683	-12.005476	-13.309922	0.439333	2.157789	1.817414	53.470004	16.142549	11.91542	33.114268	-12.15754	-12.934413	2.432936	0.76324	-1.188456	41.429485	12.246667	15.203235	28.215022	-9.206028	-13.888386	3.450851	0.365173	-1.047791	37.233296	9.875126	16.273104	25.006791	-11.900743	-16.851967
55	1.917221	1.482233	2.861018	52.348794	17.574828	12.810857	19.371673	-9.136647	-15.052795	0.517893	0.840206	1.784901	52.455002	17.083704	14.498683	20.09082	-7.760649	-14.130288	1.593328	2.183452	2.220639	52.767587	16.4325	13.20226	18.944054	-10.263755	-17.999882	0.315316	1.399012	1.763074	54.817849	17.637729	12.150812	20.304186	-10.121025	-17.636671	0.569626	0.756526	2.604711	53.144034	18.267425	14.14913	17.680677	-7.684641	-14.839026	1.643457	2.541727	3.383512	54.345428	17.454777	12.340171	20.618859	-6.969097	-15.178863	1.028376	0.592722	1.528846	50.866253	16.679486	14.543042	21.102845	-7.547964	-15.160532	-1.72217	1.753245	2.423603	59.157127	17.97409	12.040567	12.605513	-6.041076	-16.295814	0.582479	3.951995	2.249463	54.216341	15.748473	10.798254	18.280359	-8.886625	-14.685851	-0.818029	2.214621	1.938536	55.02267	17.194254	11.583277	32.786729	-12.113857	-13.261786	-0.768386	2.563741	2.271626	56.940338	16.925009	10.646171	32.764203	-12.200897	-12.646201	1.621736	1.139367	-0.615133	44.699065	13.200432	14.263182	26.692979	-9.27095	-14.134991	2.740443	0.590477	-0.758547	40.432385	10.807511	15.814686	23.635034	-11.386223	-17.900366
56	0.558999	1.994917	3.211125	55.709872	18.509843	11.605389	18.426217	-8.81625	-15.154727	-0.842485	1.494551	2.313457	56.01318	18.142415	13.241831	18.841011	-7.186239	-14.250203	0.307933	2.714273	2.776664	56.071692	17.349732	12.10898	18.111542	-9.980449	-18.024839	-0.928054	1.850644	2.452803	58.143483	18.682697	10.866443	19.091809	-9.702272	-17.701326	-0.675753	1.133571	3.057625	56.406521	19.357227	12.987146	16.529859	-7.220797	-14.891211	0.47941	2.91107	4.028792	57.806891	18.580085	11.091059	19.816181	-6.573045	-15.300554	-0.116563	1.069115	2.224667	54.205089	17.697308	13.144574	19.917521	-7.543999	-15.125797	-3.267718	2.650212	2.710529	62.508982	18.627658	10.812647	12.353055	-5.728161	-15.998016	-3.154004	7.192032	2.082743	58.682461	16.095964	9.455969	17.525175	-8.503882	-14.856136	-2.616114	3.164591	2.197882	58.517493	17.795819	10.264167	32.759847	-12.061442	-13.029008	-2.125768	3.066933	2.685482	60.3453	17.514188	9.351556	32.548456	-12.075253	-12.216401	0.701987	1.603291	-0.017895	48.00077	14.170512	13.246025	25.154104	-9.338761	-14.337084	1.996257	0.822259	-0.327566	43.632328	11.874923	15.251769	22.194457	-11.057372	-18.840668
57	-0.973336	2.58223	3.372106	59.005603	19.178923	10.487175	17.596567	-8.413991	-15.017656	-2.776094	2.628947	2.56126	59.639317	18.909168	11.958692	17.825625	-6.586747	-14.154143	-1.07624	3.246345	3.17331	59.265427	18.030962	11.006996	17.408547	-9.632881	-17.789537	-2.336459	2.401218	2.983699	61.384405	19.493374	9.639646	18.031983	-9.202269	-17.526195	-2.087134	1.595269	3.368526	59.631721	20.302965	11.845036	15.510305	-6.790419	-14.719843	-0.852044	3.361936	4.534188	61.222429	19.482152	9.820769	19.030533	-6.247512	-15.198649	-1.421665	1.634861	2.810825	57.470011	18.501055	11.762222	18.916547	-7.484563	-14.931165	-5.534387	4.16696	2.688756	66.019409	18.874725	9.568735	12.043386	-5.267771	-15.456814	-13.508737	16.988542	1.605635	65.606268	14.674894	7.48496	16.923494	-7.964964	-14.859973	-5.4171	5.137966	2.11452	62.31892	17.978108	8.907862	32.874815	-11.861282	-12.643253	-3.598398	3.653285	3.01118	63.645673	17.847595	8.097769	32.427779	-11.762805	-11.670317	-0.471371	2.282128	0.52725	51.375665	15.088637	12.138207	23.735221	-9.334821	-14.51428	1.202955	1.048477	0.215916	46.818156	13.044814	14.554698	20.769232	-10.853062	-19.652103
58	-2.615177	3.201399	3.380448	62.178084	19.551279	9.485029	16.849412	-7.874406	-14.686917	-6.143555	5.121274	2.341004	63.710777	19.155063	10.559634	16.983207	-5.939318	-13.847247	-2.54304	3.707976	3.43053	62.303487	18.46469	9.889303	16.795592	-9.105657	-17.362127	-3.870267	3.024102	3.320211	64.48725	19.997045	8.544378	17.129738	-8.59389	-17.090306	-3.647935	2.182327	3.505623	62.785659	20.997927	10.784369	14.614682	-6.355846	-14.316286	-2.336321	3.879423	4.885906	64.552501	20.125144	8.593327	18.167232	-5.989407	-14.928257	-2.859735	2.247265	3.232629	60.618877	19.041853	10.472136	18.06292	-7.316737	-14.552991	-10.010964	7.790108	2.113931	70.297766	18.409489	8.162477	11.645985	-4.628784	-14.780792	-64.993063	42.184298	23.772377	78.909082	7.344546	3.795155	16.417224	-7.294115	-14.695753	-11.489703	10.539778	1.488418	67.331546	17.101996	7.31182	33.127452	-11.467256	-12.140072	-5.140385	4.253639	3.230764	66.799152	17.910516	6.929131	32.316049	-11.250944	-11.052911	-2.254118	3.535359	0.886041	54.959399	15.819832	10.91102	22.506817	-9.200637	-14.620243	0.337048	1.273989	0.82267	49.983261	14.253791	13.712837	19.42989	-10.701893	-20.274163
59	-4.327595	3.773321	3.321362	65.171182	19.668289	8.561444	16.127563	-7.179863	-14.254514	-14.397131	12.430442	1.716167	69.600142	18.068595	8.629145	16.228956	-5.199413	-13.42231	-4.100939	4.041205	3.637305	65.165757	18.706578	8.701666	16.230459	-8.341097	-16.856688	-5.489485	3.630619	3.502128	67.411592	20.226581	7.569484	16.349882	-7.840555	-16.477314	-5.297722	2.867875	3.504124	65.822112	21.373196	9.831415	13.802422	-5.837452	-13.72704	-3.95247	4.4067	5.09598	67.749754	20.507223	7.433866	17.215046	-5.716346	-14.562085	-4.39304	2.819096	3.476982	63.6044	19.32345	9.31315	17.315442	-6.97386	-14.026297	-23.161583	18.992003	2.414074	77.354333	15.876523	6.0137	11.160324	-3.829626	-14.09999	-145.792544	38.27173	65.381262	89.848035	1.196146	0.638788	15.905009	-6.56261	-14.376676	-33.916413	26.970526	6.011421	76.3294	12.792319	4.742575	33.43449	-10.854035	-11.575061	-6.74848	4.77085	3.386383	69.776249	17.766981	5.829421	32.121936	-10.520852	-10.470442	-5.604194	6.375483	0.802053	59.147166	16.073504	9.492043	21.485665	-8.910839	-14.582514	-0.642228	1.523967	1.439216	53.125264	15.429991	12.744892	18.196839	-10.571278	-20.638865
60	-6.100039	4.20507	3.281611	67.94595	19.635352	7.650524	15.363097	-6.36573	-13.816203	-51.849971	33.586319	14.987766	80.748892	12.265389	5.098317	15.477281	-4.321349	-13.017796	-5.766682	4.208404	3.829425	67.839008	18.825045	7.432084	15.648844	-7.407197	-16.333342	-7.185524	4.126614	3.593938	70.128514	20.261242	6.649594	15.64864	-6.92817	-15.788728	-7.00519	3.56544	3.425071	68.69322	21.439872	8.97217	13.034654	-5.146366	-13.081096	-5.686638	4.859567	5.21378	70.77738	20.670498	6.310292	16.232695	-5.300967	-14.187439	-6.010493	3.270732	3.598598	66.388306	19.400919	8.253206	16.626517	-6.412368	-13.448276	-72.657164	41.567154	21.960118	89.307473	8.329838	2.461192	10.582272	-2.932969	-13.481972	105.90867	23.054915	75.506113	98.533777	-1.797372	-2.036365	15.279039	-5.838158	-13.957625	-110.220575	48.642374	44.708889	89.597096	3.01396	1.101041	33.691646	-10.030955	-11.048128	-8.449296	5.114937	3.54426	72.557643	17.538614	4.740932	31.766454	-9.56489	-10.04818	-13.645455	14.08068	0.137666	65.163172	14.993284	7.621881	20.637122	-8.480122	-14.357333	-1.79035	1.844667	2.01788	56.244666	16.503203	11.695951	17.06131	-10.449984	-20.732031
61	-7.932366	4.42581	3.309264	70.480309	19.568417	6.705521	14.501541	-5.482099	-13.442891	-131.783737	42.371263	55.409554	92.377348	4.390396	1.349938	14.659177	-3.305348	-12.726515	-7.546447	4.208746	3.969366	70.316837	18.88868	6.134271	14.965717	-6.439679	-15.799506	-8.953432	4.443786	3.639529	72.613207	20.188685	5.735657	14.958566	-5.901261	-15.090609	-8.773925	4.162277	3.322593	71.359471	21.29504	8.160534	12.28807	-4.225342	-12.51143	-7.529709	5.162955	5.301943	73.606499	20.684477	5.178021	15.276927	-4.647915	-13.86704	-7.72763	3.559201	3.663628	68.951251	19.364811	7.236026	15.943353	-5.629357	-12.9366	-158.551132	39.465585	70.987986	97.554923	1.795443	-0.185093	9.920659	-2.021934	-12.931467	166.324125	17.204305	72.269174	106.536615	-4.6104	-4.625609	14.501692	-5.120903	-13.552257	-78.564853	29.357609	76.388079	96.371459	-0.875065	-0.865648	33.792761	-9.037034	-10.67965	-10.23578	5.222092	3.744345	75.114675	17.34888	3.628516	31.189173	-8.423926	-9.860329	-42.974756	37.168429	6.901839	76.48927	9.248754	4.464012	19.881771	-7.944944	-13.975259	-3.138543	2.282963	2.501233	59.332562	17.406522	10.637363	16.024813	-10.300013	-20.575264
62	-9.806154	4.424574	3.415489	72.746972	19.540285	5.731687	13.535481	-4.553808	-13.186628	26.881028	25.892544	75.426208	99.602497	1.151197	-1.141917	13.735565	-2.218259	-12.554886	-9.431806	4.085738	4.021871	72.589111	18.943848	4.879075	14.145701	-5.522903	-15.281963	-10.78447	4.568461	3.648471	74.842635	20.081352	4.822007	14.197177	-4.840806	-14.431516	-10.601825	4.562607	3.220071	73.779564	21.072165	7.360326	11.539893	-3.098983	-12.067526	-9.463121	5.28241	5.393379	76.201267	20.621335	4.038708	14.339353	-3.757803	-13.629318	-9.554539	3.680488	3.695753	71.289084	19.306396	6.236848	15.224232	-4.659357	-12.581279	-57.921756	27.693158	75.683869	101.177443	0.906187	-1.627067	9.212394	-1.164053	-12.432872	164.523384	17.21925	71.349689	108.446227	-5.003678	-5.646404	13.613861	-4.367394	-13.275239	168.103828	19.672502	74.120042	103.927808	-3.653056	-3.160658	33.636504	-7.93614	-10.534995	-12.054984	5.086801	3.985893	77.40867	17.268463	2.513543	30.369707	-7.21045	-9.973654	-133.1086	44.48864	59.745755	87.623839	1.339365	1.432354	19.134369	-7.327096	-13.53927	-4.647704	2.840894	2.82873	62.359318	18.078656	9.644646	15.10209	-10.039743	-20.164518
63	-11.70775	4.263124	3.55492	74.716995	19.561405	4.780037	12.510997	-3.603049	-13.061773	164.748237	18.844385	72.532951	106.959641	-1.338389	-3.654616	12.713687	-1.15801	-12.458568	-11.392659	3.899781	3.999068	74.62687	18.992007	3.727849	13.215937	-4.65091	-14.84061	-12.670582	4.541421	3.614021	76.798762	19.977739	3.926061	13.312512	-3.807586	-13.873313	-12.456967	4.725761	3.133049	75.903223	20.873283	6.567855	10.747099	-1.880796	-11.76453	-11.465983	5.235169	5.455376	78.52112	20.536086	2.947484	13.387796	-2.704383	-13.486257	-11.468406	3.667329	3.704523	73.392656	19.278582	5.264037	14.450148	-3.569938	-12.4208	29.903536	27.098621	74.894293	102.527474	0.83884	-2.436252	8.500016	-0.385238	-12.001357	158.066004	22.266016	73.402661	103.566728	-2.437084	-4.955162	12.663428	-3.570295	-13.164635	162.126686	17.416793	71.612439	108.517349	-5.420492	-4.808779	33.138758	-6.81686	-10.592184	-13.883353	4.782761	4.216185	79.415491	17.289504	1.445849	29.337969	-6.061239	-10.474368	-171.802172	31.188152	75.326782	93.314882	-0.885057	-0.13522	18.33419	-6.632424	-13.158392	-6.232108	3.460962	2.969414	65.274642	18.469019	8.760827	14.291618	-9.581612	-19.476743
64	-13.670951	4.03539	3.615282	76.389541	19.596394	3.908299	11.494678	-2.671355	-13.024177	161.33629	18.002722	71.130297	109.613036	-2.081573	-4.605835	11.649632	-0.187835	-12.378271	-13.376804	3.700095	3.927979	76.377926	18.993624	2.752146	12.227646	-3.78062	-14.498589	-14.588523	4.419876	3.531542	78.458112	19.864388	3.085092	12.314627	-2.8258	-13.451366	-14.308494	4.685042	3.081558	77.690484	20.729157	5.797992	9.87358	-0.711867	-11.624452	-13.523911	5.075483	5.417732	80.53212	20.44387	1.974376	12.412884	-1.590131	-13.432294	-13.405969	3.568861	3.705379	75.227382	19.282703	4.357524	13.618538	-2.457378	-12.418661	-167.373273	36.071096	70.335551	101.251254	1.750604	-2.418539	7.808414	0.325464	-11.673091	-162.554376	35.146047	68.471108	98.380162	0.302484	-4.198125	11.670404	-2.783616	-13.162416	165.065897	19.761177	72.141108	106.66796	-4.372921	-4.931207	32.2489	-5.799935	-10.804236	-15.752239	4.432351	4.346364	81.145093	17.337745	0.480031	28.156935	-5.038068	-11.282231	150.517391	25.891547	75.924322	96.895689	-1.82403	-1.177877	17.468416	-5.865052	-12.889612	-7.842388	4.063675	2.943678	68.031243	18.597313	7.969899	13.550241	-8.900349	-18.561108
65	-15.706988	3.807825	3.536071	77.758646	19.578252	3.169888	10.532179	-1.815438	-12.992139	166.983522	21.600584	72.993694	105.735875	-0.188815	-3.413868	10.603343	0.688165	-12.261529	-15.337074	3.515136	3.812796	77.789082	18.90187	2.031253	11.235302	-2.888112	-14.212715	-16.492309	4.242973	3.407781	79.783657	19.685037	2.362142	11.258892	-1.898272	-13.136983	-16.161236	4.527635	3.049417	79.132787	20.610494	5.079352	8.927244	0.301135	-11.635055	-15.612468	4.859177	5.264385	82.20346	20.308343	1.16689	11.42182	-0.50406	-13.420147	-15.305734	3.434627	3.68766	76.748791	19.278587	3.582545	12.737277	-1.423923	-12.474854	-103.582771	40.747907	35.091804	97.922222	6.6049	-1.671313	7.151668	0.985908	-11.450875	-86.453454	43.997081	27.6861	94.530578	5.671168	-3.65214	10.66556	-2.050155	-13.192169	-20.064022	27.894622	72.966337	101.437057	-1.932698	-4.235907	30.983502	-5.018637	-11.187451	-17.655746	4.113033	4.344334	82.586889	17.335293	-0.313169	26.803782	-4.156241	-12.118503	-158.920533	28.929784	75.830163	96.802091	-1.509843	-1.421475	16.56376	-5.035555	-12.740833	-9.498246	4.583626	2.795247	70.607293	18.55815	7.211383	12.829558	-8.024353	-17.533997
66	-17.748975	3.603262	3.369913	78.778241	19.436796	2.630196	9.630587	-1.098427	-12.912707	-154.859246	32.487569	73.529846	100.277501	1.934007	-1.627856	9.592586	1.483943	-12.096264	-17.250959	3.355412	3.63884	78.831001	18.687942	1.623631	10.276486	-1.980041	-13.911662	-18.336695	4.028835	3.246643	80.736258	19.390337	1.836822	10.208257	-1.029236	-12.869942	-18.02884	4.337196	2.995993	80.237768	20.464588	4.454729	7.941589	1.098342	-11.740939	-17.696217	4.619311	5.053184	83.50714	20.066012	0.547121	10.443372	0.513992	-13.365084	-17.153486	3.310958	3.619408	77.931964	19.204097	2.998377	11.82589	-0.53941	-12.510934	-43.64611	23.622244	4.728438	91.029666	14.378319	0.206117	6.541755	1.603372	-11.311806	-32.674218	17.871964	2.858301	86.455944	14.791208	-1.877737	9.701758	-1.365364	-13.205092	-130.449638	42.314717	49.018852	98.087724	1.3512	-3.859704	29.419891	-4.551727	-11.791798	-19.546081	3.85254	4.21705	83.696838	17.232603	-0.842341	25.142456	-3.480338	-12.791612	-151.694285	43.115927	67.81621	95.569799	-0.570301	-1.529375	15.615428	-4.183415	-12.712868	-11.220721	4.963472	2.580223	72.985093	18.445909	6.425079	12.09699	-6.986473	-16.499449
67	-19.722949	3.427815	3.162435	79.393314	19.148871	2.370563	8.775887	-0.567088	-12.814207	-100.306329	48.625237	32.295194	97.791236	5.705163	-0.587247	8.620419	2.185593	-11.90631	-19.105072	3.224893	3.39815	79.496227	18.350177	1.552456	9.356278	-1.085232	-13.558882	-20.09802	3.794983	3.026776	81.291533	18.974636	1.587913	9.203454	-0.24815	-12.606044	-19.890273	4.147725	2.913921	80.999504	20.248719	3.974204	6.942422	1.652972	-11.885978	-19.746221	4.368959	4.833556	84.416844	19.675228	0.144671	9.527386	1.439505	-13.212167	-18.949597	3.224469	3.495657	78.756285	19.001028	2.65099	10.913777	0.170215	-12.5157	-27.739718	8.987386	1.764278	85.995413	18.107479	1.710651	5.972835	2.152132	-11.264837	-23.663105	7.37042	2.837005	83.198119	17.371453	-1.124823	8.82466	-0.715452	-13.183624	-60.376645	29.12295	13.522018	91.543187	9.665061	-2.54314	27.625438	-4.339494	-12.575573	-21.381102	3.664482	3.948977	84.443787	17.008198	-1.025947	23.126042	-3.024596	-13.363792	-59.020613	40.120723	11.450184	90.685651	7.256939	-0.821678	14.576082	-3.364052	-12.825612	-12.976816	5.174157	2.3775	75.126632	18.314711	5.593078	11.318489	-5.833863	-15.514476
68	-21.587293	3.298346	2.881407	79.576588	18.766	2.469391	7.956966	-0.218857	-12.763926	-38.846888	19.925151	2.539508	88.309762	14.917199	2.422799	7.697699	2.741498	-11.720725	-20.877558	3.127677	3.096423	79.786587	17.920668	1.808008	8.443037	-0.256915	-13.19543	-21.770831	3.568781	2.722874	81.447925	18.464391	1.660625	8.247143	0.399349	-12.353905	-21.698778	3.959073	2.816428	81.399306	19.955447	3.69861	5.975297	1.971932	-12.036427	-21.734138	4.117694	4.59866	84.915962	19.158548	0.007903	8.705474	2.206974	-12.997898	-20.673204	3.174347	3.331959	79.199447	18.650463	2.577114	10.028429	0.70444	-12.49144	-24.901791	4.497811	2.01149	84.092667	18.762785	2.551497	5.40481	2.56907	-11.338231	-22.346108	4.101656	3.001903	82.237549	17.831992	-0.684665	8.044615	-0.117839	-13.128978	-32.239739	11.308505	3.71358	85.637211	15.139305	-1.151002	25.647872	-4.179427	-13.399909	-23.129457	3.551932	3.52045	84.816582	16.668959	-0.831382	20.945196	-2.65066	-13.941268	-27.666458	15.467683	2.330558	83.660822	14.645334	0.426893	13.428102	-2.609308	-13.065568	-14.70588	5.230958	2.242948	76.975826	18.180433	4.751699	10.468179	-4.62257	-14.595745
