Time	Hip_Z_1	Hip_X_1	Hip_Y_1	Knee_Z_1	Knee_X_1	Knee_Y_1	Ankle_Z_1	Ankle_X_1	Ankle_Y_1	Hip_Z_2	Hip_X_2	Hip_Y_2	Knee_Z_2	Knee_X_2	Knee_Y_2	Ankle_Z_2	Ankle_X_2	Ankle_Y_2	Hip_Z_3	Hip_X_3	Hip_Y_3	Knee_Z_3	Knee_X_3	Knee_Y_3	Ankle_Z_3	Ankle_X_3	Ankle_Y_3	Hip_Z_4	Hip_X_4	Hip_Y_4	Knee_Z_4	Knee_X_4	Knee_Y_4	Ankle_Z_4	Ankle_X_4	Ankle_Y_4	Hip_Z_5	Hip_X_5	Hip_Y_5	Knee_Z_5	Knee_X_5	Knee_Y_5	Ankle_Z_5	Ankle_X_5	Ankle_Y_5	Hip_Z_6	Hip_X_6	Hip_Y_6	Knee_Z_6	Knee_X_6	Knee_Y_6	Ankle_Z_6	Ankle_X_6	Ankle_Y_6	Hip_Z_7	Hip_X_7	Hip_Y_7	Knee_Z_7	Knee_X_7	Knee_Y_7	Ankle_Z_7	Ankle_X_7	Ankle_Y_7	Hip_Z_8	Hip_X_8	Hip_Y_8	Knee_Z_8	Knee_X_8	Knee_Y_8	Ankle_Z_8	Ankle_X_8	Ankle_Y_8	Hip_Z_9	Hip_X_9	Hip_Y_9	Knee_Z_9	Knee_X_9	Knee_Y_9	Ankle_Z_9	Ankle_X_9	Ankle_Y_9	Hip_Z_10	Hip_X_10	Hip_Y_10	Knee_Z_10	Knee_X_10	Knee_Y_10	Ankle_Z_10	Ankle_X_10	Ankle_Y_10	Hip_Z_11	Hip_X_11	Hip_Y_11	Knee_Z_11	Knee_X_11	Knee_Y_11	Ankle_Z_11	Ankle_X_11	Ankle_Y_11	Hip_Z_12	Hip_X_12	Hip_Y_12	Knee_Z_12	Knee_X_12	Knee_Y_12	Ankle_Z_12	Ankle_X_12	Ankle_Y_12	Hip_Z_13	Hip_X_13	Hip_Y_13	Knee_Z_13	Knee_X_13	Knee_Y_13	Ankle_Z_13	Ankle_X_13	Ankle_Y_13
10	-25.164626	-7.014115	-5.41074	33.420207	3.042486	15.061572	-10.304436	8.088992	-5.353138	-23.809686	-5.161648	-4.970284	29.020665	2.589881	17.623948	-8.918152	7.292506	-6.865178	-23.811279	-6.346927	-4.82881	32.309503	3.199962	15.594924	-11.277839	7.155468	-7.089099	-24.49193	-5.698327	-0.862583	32.892111	3.609634	12.538488	-12.194988	6.561731	-6.031436	-22.777577	-6.456242	-1.751505	35.714277	3.673884	12.646612	-13.361487	7.677654	-5.084545	-22.475652	-5.584613	-3.71651	32.6935	3.268096	15.290019	-11.11447	7.40882	-6.578649	-26.691077	-7.286722	-6.993233	32.1082	4.410989	13.282345	-10.219877	7.449592	-3.324131	-23.113647	-5.817424	-2.226311	30.657929	3.353362	14.126212	-10.591848	5.379149	-7.142447	-23.21853	-7.507826	-3.323121	32.247504	2.248458	12.949571	-11.107732	6.732751	-6.232739	-85.968154	-45.976	24.218705	46.815981	2.856702	10.844644	-12.736713	5.127051	-6.282415	-22.180896	-4.501739	-1.106081	33.229311	3.316839	12.186606	-12.824232	5.17129	-7.439844	-24.777373	-5.941267	-3.633019	31.746187	2.444318	15.177035	-9.310403	7.395346	-6.358079	-25.081777	-3.138603	-4.396161	23.544559	1.032504	16.048035	-2.722084	3.708057	-10.577799
11	-24.702316	-7.624718	-4.459192	35.191383	2.912561	13.043238	-12.110271	7.978333	-4.380409	-24.128046	-5.88797	-4.621703	31.757065	3.025159	15.918264	-11.026848	7.05681	-5.936388	-23.193868	-6.797123	-4.184613	33.886607	2.908549	14.031145	-13.033751	7.0331	-6.236234	-23.767145	-6.136237	0.003658	34.290528	3.332098	10.811612	-13.755573	6.413033	-5.044946	-22.209053	-6.838845	-0.893706	37.305385	3.253244	10.747681	-15.083276	7.476886	-3.826903	-22.236753	-6.128767	-3.014847	34.735877	3.281982	13.585197	-12.94202	7.373702	-5.762437	-26.228541	-7.637457	-6.684263	33.473819	4.259269	12.154255	-11.773483	7.434168	-2.504584	-22.790966	-6.460098	-1.38398	32.557212	3.301803	12.25502	-12.288548	5.225943	-6.495408	-22.865188	-8.026404	-2.791212	33.959278	2.090067	11.22305	-12.782699	6.686972	-5.105326	-63.668349	-37.539726	23.229379	42.737912	3.15932	9.623277	-14.259755	5.267855	-5.344264	-21.759106	-5.128062	-0.126634	34.860751	3.229539	10.30218	-14.520788	5.092086	-6.602554	-24.568021	-6.521504	-2.920265	33.657781	2.433166	13.576648	-11.058736	7.32034	-5.542769	-25.583341	-3.852473	-4.320093	26.430565	1.299746	15.57116	-4.681057	5.357462	-9.763986
12	-23.865143	-8.074369	-3.466329	36.348916	2.561435	11.326441	-13.724889	7.951495	-3.472137	-24.010999	-6.535822	-3.816241	33.954056	3.040585	13.841438	-12.952292	6.827582	-4.928378	-22.267743	-7.070623	-3.545073	34.895148	2.453781	12.860372	-14.591135	7.022316	-5.507341	-22.810265	-6.322908	0.591043	35.142066	2.952163	9.829877	-15.132371	6.387403	-4.27443	-21.385486	-6.960236	-0.223448	38.393665	2.709632	9.615492	-16.583531	7.388812	-2.929385	-21.723508	-6.567629	-2.279953	36.235703	3.089798	12.01156	-14.572906	7.399038	-5.00678	-25.457238	-7.794595	-6.369417	34.333018	3.903935	11.342959	-13.168054	7.498744	-1.79256	-22.134157	-6.902846	-0.519347	33.899029	2.971254	10.627812	-13.830704	5.178773	-5.859277	-22.222584	-8.307404	-2.370773	35.129209	1.685658	9.921226	-14.256202	6.759866	-4.109851	-40.099089	-23.289815	15.078489	39.27474	3.103906	8.997272	-15.625699	5.463246	-4.648975	-21.061044	-5.482914	0.688433	35.960378	2.965355	8.909684	-16.029791	5.099655	-5.935699	-23.998078	-7.006004	-2.114356	35.016066	2.197128	12.043536	-12.640798	7.263511	-4.775639	-26.591331	-5.25809	-3.398184	29.089948	1.895214	14.768318	-6.536227	6.314548	-9.028238
13	-22.757155	-8.246124	-2.711306	36.982531	2.139775	10.350766	-15.156115	8.012429	-2.82318	-23.48204	-7.012328	-2.822153	35.566243	2.755714	11.920654	-14.676101	6.710131	-4.043224	-21.148052	-7.127782	-3.094395	35.435535	1.982415	12.339356	-15.952646	7.147215	-5.037547	-21.729772	-6.220869	0.755044	35.543715	2.585134	9.770896	-16.367635	6.407943	-3.842949	-20.353073	-6.835363	0.110673	39.020646	2.25599	9.492052	-17.864662	7.441249	-2.618104	-20.980794	-6.819998	-1.724106	37.236125	2.797331	10.90214	-16.004812	7.514969	-4.440827	-24.456499	-7.767435	-6.092265	34.768094	3.473437	10.962029	-14.423833	7.622988	-1.316668	-21.200684	-7.078363	0.161066	34.695456	2.469186	9.577735	-15.215466	5.219827	-5.297386	-21.325017	-8.310307	-2.207344	35.748526	1.199588	9.357	-15.55895	6.882247	-3.497307	-27.487462	-12.982084	6.076045	37.960692	2.510889	9.104264	-16.841705	5.673121	-4.244674	-20.132273	-5.506923	1.108531	36.54866	2.637353	8.325684	-17.345817	5.175431	-5.525291	-23.149441	-7.30058	-1.414358	35.877151	1.822611	10.875308	-14.052652	7.266235	-4.182925	-29.021127	-8.305831	-0.536422	31.628606	2.645245	13.382501	-8.341196	6.751894	-8.165799
14	-21.474868	-8.124732	-2.35226	37.175785	1.740297	10.23323	-16.42225	8.099509	-2.520502	-22.600327	-7.237491	-1.931386	36.601559	2.329162	10.604614	-16.210029	6.690231	-3.509987	-19.923088	-6.977343	-2.942767	35.611421	1.569579	12.518756	-17.146218	7.354039	-4.869117	-20.585182	-5.88043	0.501171	35.612609	2.26816	10.486028	-17.473127	6.421164	-3.724889	-19.187774	-6.515573	0.064562	39.269082	1.937982	10.231824	-18.950186	7.624572	-2.822854	-20.062625	-6.853829	-1.453348	37.804563	2.493286	10.434368	-17.249624	7.72311	-4.132105	-23.30268	-7.592614	-5.868309	34.868717	3.044889	10.991939	-15.554757	7.780394	-1.100133	-20.07742	-6.980829	0.491074	35.015322	1.943745	9.32465	-16.441452	5.293209	-4.971351	-20.235672	-8.065664	-2.330185	35.905672	0.777978	9.562797	-16.714902	6.987358	-3.40362	-21.979376	-8.103483	1.132082	37.445517	1.901387	9.789179	-17.929257	5.872596	-4.061989	-19.035282	-5.246256	1.080715	36.73325	2.324734	8.518627	-18.500636	5.258487	-5.365762	-22.130688	-7.347613	-1.00632	36.328729	1.412755	10.312538	-15.300623	7.324568	-3.913218	-35.813411	-15.501817	6.413799	34.37163	3.33158	11.617212	-10.054658	6.940148	-7.15662
15	-20.103664	-7.774459	-2.433834	37.021544	1.407528	10.80904	-17.530698	8.150292	-2.564841	-21.437484	-7.189923	-1.347629	37.117874	1.896229	10.128441	-17.552007	6.732366	-3.444812	-18.645819	-6.677766	-3.145677	35.489735	1.237409	13.273846	-18.189249	7.53386	-4.952422	-19.390272	-5.404252	-0.08802	35.437278	1.989217	11.61049	-18.429608	6.395872	-3.781789	-17.940431	-6.077151	-0.305098	39.204159	1.674631	11.413116	-19.860506	7.862376	-3.293304	-19.003925	-6.704648	-1.469903	38.018132	2.211482	10.574288	-18.332908	7.987466	-4.025955	-22.046456	-7.319677	-5.709767	34.709447	2.645813	11.298334	-16.576989	7.913309	-1.064964	-18.824084	-6.67625	0.401472	34.956462	1.504755	9.84891	-17.506032	5.359331	-4.942813	-19.017658	-7.655888	-2.694157	35.732635	0.469345	10.30894	-17.730909	7.076932	-3.663847	-19.289743	-5.991972	-1.167595	37.074177	1.458464	10.736062	-18.896215	6.024819	-3.957676	-17.826861	-4.80743	0.696858	36.634414	2.036966	9.205135	-19.522778	5.307629	-5.365384	-21.021743	-7.15965	-0.986477	36.457263	1.050364	10.429357	-16.3922	7.42369	-4.016828	-53.760368	-29.635297	17.079894	38.69341	3.336732	9.944249	-11.646665	7.043224	-6.049009
16	-18.685272	-7.300176	-2.893874	36.58495	1.147924	11.77369	-18.456214	8.16291	-2.903051	-20.081958	-6.915345	-1.14359	37.218282	1.538174	10.448354	-18.696131	6.815943	-3.729467	-17.342611	-6.328382	-3.646732	35.128103	0.970539	14.293079	-19.063152	7.62366	-5.146352	-18.12315	-4.904111	-0.852011	35.062842	1.722254	12.714958	-19.20518	6.285585	-3.851455	-16.626785	-5.619032	-0.851597	38.88953	1.388527	12.55323	-20.627566	8.012812	-3.757888	-17.819338	-6.44048	-1.712663	37.942714	1.945492	11.128461	-19.291224	8.226944	-4.02387	-20.704171	-6.997273	-5.619435	34.336364	2.27813	11.695892	-17.503715	7.952715	-1.123681	-17.471956	-6.269453	-0.042536	34.635101	1.152387	10.816034	-18.426141	5.38711	-5.041836	-17.703087	-7.170059	-3.235227	35.31316	0.244644	11.280054	-18.618558	7.122462	-3.980049	-17.512766	-4.894809	-2.481274	36.621639	1.107757	11.636245	-19.736088	6.081755	-3.812594	-16.5429	-4.295428	0.090749	36.315874	1.752615	10.073407	-20.40964	5.292709	-5.403916	-19.855897	-6.808661	-1.325327	36.333663	0.771077	11.089018	-17.342254	7.544982	-4.355871	-85.617709	-45.247269	21.929432	47.275962	1.788579	8.833603	-13.133434	7.078956	-4.964573
17	-17.215515	-6.799728	-3.598763	35.88964	0.938786	12.814843	-19.192462	8.133022	-3.387581	-18.621155	-6.498518	-1.286622	37.011482	1.254574	11.281142	-19.654603	6.905265	-4.095812	-16.006689	-6.006284	-4.309282	34.560189	0.740713	15.256699	-19.755165	7.598004	-5.314605	-16.751809	-4.446861	-1.631599	34.487529	1.47283	13.553076	-19.77958	6.024115	-3.87402	-15.255999	-5.204009	-1.452768	38.367468	1.106361	13.428097	-21.280118	7.951455	-4.081923	-16.529092	-6.113887	-2.110262	37.626943	1.689161	11.852382	-20.140965	8.369509	-4.049955	-19.257776	-6.655707	-5.592449	33.757136	1.935685	12.030041	-18.319437	7.869773	-1.230418	-16.044181	-5.829558	-0.729926	34.110314	0.846876	11.864028	-19.20151	5.343509	-5.091713	-16.304354	-6.690538	-3.863887	34.686221	0.052732	12.164314	-19.370432	7.060261	-4.151573	-15.986659	-4.207151	-3.409349	35.995272	0.832824	12.347742	-20.444417	6.004473	-3.656295	-15.193209	-3.796978	-0.599801	35.797628	1.468732	10.872639	-21.159726	5.15431	-5.403011	-18.632733	-6.383865	-1.916288	36.002182	0.555781	12.00708	-18.173356	7.645105	-4.696856	-112.520416	-53.00704	20.470898	58.201941	-0.892647	8.506019	-14.514318	7.061345	-4.098524
18	-15.663369	-6.333286	-4.387599	34.945801	0.764567	13.69872	-19.79104	7.998474	-3.807736	-17.106811	-6.03985	-1.669492	36.564483	1.001707	12.245445	-20.452276	6.925086	-4.343444	-14.610011	-5.749315	-4.979051	33.808806	0.538823	15.96572	-20.28942	7.407173	-5.402486	-15.265636	-4.060708	-2.305817	33.70659	1.285275	14.083224	-20.158001	5.558232	-3.902248	-13.830836	-4.852901	-2.029927	37.660603	0.896143	14.032478	-21.818553	7.646097	-4.297114	-15.153342	-5.754752	-2.604614	37.101774	1.455911	12.551317	-20.897201	8.367883	-4.087893	-17.672399	-6.291613	-5.634118	32.950948	1.608971	12.247436	-18.987834	7.678636	-1.365032	-14.562367	-5.401312	-1.533715	33.402679	0.589842	12.750676	-19.808317	5.195752	-5.0575	-14.829687	-6.26741	-4.490367	33.872775	-0.125026	12.766516	-19.950704	6.844967	-4.162254	-14.463091	-3.728518	-4.110419	35.156829	0.663319	12.844844	-21.015419	5.779769	-3.594843	-13.753743	-3.361853	-1.270322	35.069455	1.22179	11.483469	-21.780818	4.824134	-5.390445	-17.344765	-5.954084	-2.642931	35.481496	0.371717	12.896028	-18.89783	7.658895	-4.892293	-120.487376	-55.00955	21.171472	63.906467	-2.576415	8.992037	-15.760945	7.056539	-3.60135
19	-13.993766	-5.922785	-5.112851	33.768476	0.642615	14.320916	-20.301905	7.697242	-4.06499	-15.555046	-5.619548	-2.150216	35.905056	0.771921	13.053216	-21.105612	6.787879	-4.435468	-13.12492	-5.559004	-5.547148	32.895051	0.385184	16.386043	-20.680293	7.006352	-5.468029	-13.669545	-3.743984	-2.813992	32.732339	1.180438	14.353498	-20.348418	4.885201	-3.996219	-12.338858	-4.561537	-2.535599	36.77166	0.778016	14.425807	-22.198484	7.153874	-4.495753	-13.698981	-5.388054	-3.138894	36.38649	1.258199	13.108445	-21.560405	8.202366	-4.163094	-15.934592	-5.887478	-5.741476	31.908729	1.298446	12.396162	-19.493599	7.401277	-1.547917	-13.032811	-5.016144	-2.323488	32.52789	0.421573	13.378875	-20.233676	4.909272	-5.022122	-13.28771	-5.907754	-5.04675	32.896448	-0.262666	13.051035	-20.334586	6.458757	-4.130446	-12.85887	-3.368056	-4.614332	34.099617	0.595559	13.125402	-21.400944	5.414205	-3.658613	-12.191123	-2.99998	-1.858904	34.11254	1.050069	11.890143	-22.242932	4.284584	-5.448118	-15.99114	-5.556169	-3.405335	34.78025	0.217306	13.584245	-19.507983	7.530955	-4.938297	-109.801134	-51.896618	22.961649	59.752884	-1.886082	10.135518	-16.851389	7.100116	-3.449078
20	-12.192819	-5.563645	-5.684754	32.373933	0.593551	14.682673	-20.686708	7.211086	-4.213787	-13.967425	-5.266828	-2.607866	35.055974	0.606364	13.604331	-21.606657	6.439421	-4.462095	-11.540229	-5.408338	-5.973151	31.832446	0.300652	16.578061	-20.901556	6.401066	-5.607445	-11.967419	-3.471657	-3.148033	31.589792	1.113494	14.382766	-20.333772	4.058842	-4.129509	-10.76553	-4.318116	-2.94732	35.692236	0.721681	14.64724	-22.362416	6.52934	-4.719639	-12.162371	-5.037532	-3.655571	35.487832	1.093076	13.473134	-22.05992	7.889185	-4.261229	-14.054026	-5.441941	-5.88402	30.636772	1.027286	12.533932	-19.804335	7.047395	-1.825576	-11.452414	-4.688385	-2.999768	31.504337	0.368688	13.754727	-20.47594	4.458652	-5.064704	-11.685541	-5.588036	-5.492774	31.78109	-0.325742	13.085478	-20.50147	5.90795	-4.170117	-11.163662	-3.069566	-4.925097	32.836146	0.593216	13.179619	-21.4996	4.904981	-3.792711	-10.494189	-2.692941	-2.327212	32.925843	0.953131	12.094297	-22.454949	3.575159	-5.60923	-14.570029	-5.197285	-4.127933	33.909082	0.118862	14.037913	-19.983941	7.23927	-4.925022	-82.780439	-43.322141	23.392647	49.210328	0.093112	11.39451	-17.769881	7.141358	-3.472233
21	-10.270482	-5.236786	-6.077004	30.781262	0.605066	14.812337	-20.818228	6.536057	-4.329695	-12.336146	-4.965557	-2.987712	34.040075	0.534769	13.930112	-21.904635	5.877011	-4.536101	-9.8634	-5.260794	-6.249027	30.624884	0.275002	16.589522	-20.890919	5.646025	-5.842756	-10.174198	-3.209668	-3.311917	30.303757	1.033107	14.192669	-20.071062	3.160387	-4.267637	-9.109653	-4.10977	-3.254498	34.424443	0.696976	14.722144	-22.255705	5.792651	-4.980296	-10.536015	-4.71721	-4.100757	34.39619	0.958479	13.647737	-22.31537	7.414328	-4.37421	-12.059943	-4.9704	-6.014645	29.164664	0.810374	12.663974	-19.836306	6.610789	-2.192599	-9.823316	-4.412195	-3.519419	30.346267	0.406501	13.919137	-20.493517	3.859421	-5.167105	-10.032922	-5.278547	-5.806923	30.548348	-0.30113	12.962011	-20.400749	5.220789	-4.302108	-9.396208	-2.796615	-5.043222	31.403993	0.633022	13.021214	-21.228485	4.24656	-3.952577	-8.678426	-2.40953	-2.635263	31.540426	0.906049	12.083548	-22.330378	2.748712	-5.839195	-13.06958	-4.864597	-4.76337	32.878127	0.095258	14.301286	-20.292373	6.795276	-4.959557	-50.342025	-28.79423	17.096321	40.237755	1.364674	12.369964	-18.498291	7.087787	-3.502146
22	-8.247275	-4.918046	-6.282796	29.022277	0.65228	14.736203	-20.573382	5.67245	-4.460428	-10.640805	-4.688004	-3.285115	32.86464	0.530242	14.083727	-21.911511	5.134225	-4.677057	-8.115894	-5.087887	-6.356091	29.285225	0.28205	16.429642	-20.565356	4.810624	-6.132211	-8.327995	-2.927731	-3.305087	28.898771	0.941062	13.878648	-19.504799	2.258912	-4.475469	-7.386229	-3.918708	-3.445955	32.993095	0.69848	14.68567	-21.824317	4.973584	-5.292694	-8.823491	-4.421778	-4.420848	33.111476	0.864521	13.655279	-22.283223	6.730721	-4.555762	-9.988471	-4.487298	-6.087159	27.539717	0.635076	12.742621	-19.493389	6.068116	-2.617334	-8.156082	-4.164837	-3.878111	29.069517	0.485595	13.919456	-20.211022	3.167771	-5.2738	-8.345603	-4.958628	-5.974566	29.226838	-0.197322	12.75658	-19.972372	4.44359	-4.50149	-7.584764	-2.525277	-4.97367	29.861852	0.711089	12.706018	-20.585206	3.471359	-4.145259	-6.780196	-2.114735	-2.748671	30.006593	0.887951	11.875263	-21.827244	1.870394	-6.102675	-11.478554	-4.540696	-5.283543	31.69808	0.136801	14.419039	-20.378208	6.222205	-5.088061	-29.014044	-15.221249	5.951701	35.84066	1.369334	13.091898	-19.026407	6.876864	-3.491599
23	-6.154706	-4.580097	-6.278961	27.133232	0.728723	14.514719	-19.877009	4.666586	-4.665685	-8.866153	-4.415768	-3.481983	31.529628	0.548168	14.108563	-21.545305	4.253599	-4.847688	-6.327171	-4.869396	-6.271581	27.849457	0.316419	16.129666	-19.872923	3.952659	-6.469035	-6.475814	-2.602972	-3.137734	27.413108	0.86375	13.566439	-18.590668	1.406569	-4.874975	-5.621132	-3.719746	-3.507322	31.439841	0.725824	14.578385	-21.039496	4.129081	-5.666578	-7.044807	-4.129648	-4.563996	31.66067	0.832604	13.525894	-21.878425	5.86949	-4.848494	-7.880925	-3.999994	-6.058489	25.825896	0.490035	12.748315	-18.734531	5.424652	-3.131534	-6.467197	-3.917413	-4.073325	27.704138	0.579483	13.819154	-19.590115	2.442826	-5.398158	-6.646008	-4.617062	-5.989648	27.855465	-0.035272	12.525045	-19.196093	3.629194	-4.757724	-5.756906	-2.236897	-4.731516	28.264309	0.81508	12.314513	-19.607353	2.657382	-4.392158	-4.854177	-1.778755	-2.66501	28.373404	0.888038	11.553063	-20.935272	1.024021	-6.411355	-9.807818	-4.214401	-5.664141	30.394024	0.220078	14.410683	-20.179403	5.541234	-5.285323	-19.13943	-7.962624	-1.576324	33.637294	0.907213	13.548726	-19.35347	6.495892	-3.509522
24	-4.052865	-4.205543	-6.068447	25.168714	0.820669	14.250065	-18.752	3.638608	-4.985307	-7.043272	-4.13196	-3.564493	30.079401	0.580362	14.091269	-20.821297	3.305387	-5.068275	-4.524663	-4.592054	-5.992827	26.360812	0.383239	15.761647	-18.827172	3.116658	-6.885145	-4.653713	-2.22537	-2.828555	25.89012	0.810557	13.347625	-17.319496	0.647708	-5.562169	-3.845602	-3.485013	-3.420287	29.811096	0.764676	14.425656	-19.908454	3.307381	-6.098172	-5.236287	-3.816245	-4.525191	30.105099	0.85916	13.324698	-21.066727	4.959178	-5.239505	-5.786473	-3.512437	-5.901436	24.089519	0.377663	12.712102	-17.580953	4.736629	-3.777203	-4.777303	-3.642545	-4.099358	26.28986	0.683648	13.690293	-18.639696	1.73662	-5.600049	-4.960721	-4.247027	-5.85832	26.467863	0.163384	12.328516	-18.092123	2.829201	-5.099576	-3.948459	-1.914216	-4.344415	26.64915	0.918323	11.930621	-18.309895	1.883482	-4.703574	-2.959601	-1.386232	-2.413246	26.688047	0.897881	11.231362	-19.677565	0.264897	-6.78129	-8.092873	-3.880423	-5.880048	29.009758	0.327088	14.294726	-19.647801	4.789014	-5.514094	-14.410123	-4.956668	-4.83356	31.998881	0.602145	13.742824	-19.456023	5.94533	-3.608009
25	-2.003954	-3.793361	-5.671736	23.180722	0.892939	14.003374	-17.231649	2.675597	-5.417799	-5.215181	-3.822084	-3.541644	28.561684	0.626353	14.103664	-19.751476	2.371172	-5.374776	-2.729776	-4.251182	-5.53111	24.852273	0.465035	15.384694	-17.47183	2.329187	-7.385049	-2.883513	-1.799464	-2.389948	24.358265	0.778502	13.283122	-15.713385	-0.006886	-6.540904	-2.093869	-3.195749	-3.164549	28.147647	0.793314	14.230201	-18.463676	2.514229	-6.571212	-3.429818	-3.465249	-4.312993	28.492125	0.910611	13.09788	-19.863562	4.075114	-5.710742	-3.752919	-3.027445	-5.622086	22.374571	0.297041	12.695384	-16.080066	4.059948	-4.504947	-3.108825	-3.317796	-3.965699	24.861442	0.788157	13.583932	-17.375962	1.102617	-5.897704	-3.307472	-3.839202	-5.591064	25.076668	0.379496	12.230929	-16.681926	2.086502	-5.567462	-2.207467	-1.548234	-3.847994	25.041271	0.996409	11.626707	-16.693811	1.188098	-5.098182	-1.136491	-0.93531	-2.022871	24.996513	0.902306	10.985704	-18.088096	-0.401084	-7.202827	-6.374237	-3.530638	-5.916941	27.591673	0.444418	14.110121	-18.761854	4.024602	-5.7766	-11.575631	-3.697138	-6.043696	30.495591	0.505883	13.723234	-19.264086	5.23634	-3.767099
26	-0.054428	-3.346991	-5.134787	21.207111	0.916412	13.837956	-15.355664	1.809143	-5.975069	-3.412598	-3.478788	-3.418653	27.012076	0.664221	14.169137	-18.334121	1.51718	-5.765463	-0.966573	-3.845233	-4.905394	23.345527	0.533297	15.035829	-15.83833	1.599694	-7.961325	-1.181023	-1.332193	-1.832062	22.83358	0.765703	13.407203	-13.805727	-0.594117	-7.690453	-0.398863	-2.847059	-2.731789	26.478861	0.794842	13.988819	-16.738778	1.734604	-7.068126	-1.652808	-3.070133	-3.932627	26.854178	0.953028	12.865865	-18.300972	3.234883	-6.242795	-1.813218	-2.548055	-5.253912	20.69667	0.23968	12.768353	-14.276437	3.415362	-5.237023	-1.481893	-2.932735	-3.696729	23.439023	0.87438	13.523678	-15.818356	0.577992	-6.25899	-1.692027	-3.378016	-5.189369	23.674891	0.585208	12.265356	-14.951667	1.424478	-6.165342	-0.571614	-1.139924	-3.28075	23.455418	1.035402	11.460981	-14.776311	0.577083	-5.6032	0.589468	-0.42753	-1.49773	23.333748	0.886047	10.852481	-16.177058	-0.986291	-7.706411	-4.683125	-3.152024	-5.780141	26.173983	0.557563	13.904587	-17.543707	3.295518	-6.103286	-9.42874	-3.06902	-6.365178	29.010137	0.531449	13.524546	-18.688527	4.418348	-3.974142
27	1.772688	-2.865558	-4.504477	19.268035	0.883362	13.833727	-13.158997	1.045708	-6.686396	-1.656299	-3.095976	-3.174765	25.458595	0.670496	14.279212	-16.587641	0.762285	-6.233608	0.735822	-3.372459	-4.151467	21.851173	0.577878	14.774632	-13.938912	0.932511	-8.639104	0.439556	-0.824515	-1.168905	21.332513	0.770814	13.707253	-11.638901	-1.164896	-8.885491	1.21625	-2.441011	-2.14189	24.820213	0.777387	13.74738	-14.73959	0.968078	-7.622588	0.073634	-2.625695	-3.391536	25.210915	0.97598	12.65868	-16.414726	2.435349	-6.831581	0.01395	-2.077854	-4.829699	19.057423	0.194851	12.985644	-12.203133	2.805892	-5.969735	0.089798	-2.491599	-3.317916	22.026857	0.924896	13.528351	-14.001872	0.175551	-6.64596	-0.114454	-2.860727	-4.668967	22.257657	0.74862	12.405228	-12.937386	0.839817	-6.857449	0.945499	-0.694059	-2.678253	21.901438	1.029885	11.480524	-12.587991	0.055634	-6.226568	2.204317	0.126162	-0.853285	21.718008	0.845663	10.834316	-14.000806	-1.515916	-8.332935	-3.042583	-2.735495	-5.486143	24.778911	0.651638	13.707779	-16.042328	2.616353	-6.505073	-7.512931	-2.626662	-6.281455	27.533668	0.609793	13.207008	-17.755484	3.575971	-4.24624
28	3.469732	-2.349944	-3.806609	17.379644	0.793163	14.031851	-10.65934	0.388079	-7.547431	0.03561	-2.663868	-2.780377	23.918753	0.637938	14.427208	-14.546694	0.093404	-6.794927	2.348152	-2.834692	-3.311101	20.38126	0.612331	14.679894	-11.789845	0.319223	-9.458856	1.965158	-0.277516	-0.415611	19.877181	0.790583	14.135174	-9.262376	-1.755513	-10.122184	2.742666	-1.983053	-1.441334	23.171409	0.782831	13.639177	-12.450704	0.225415	-8.350848	1.7365	-2.119155	-2.702544	23.575368	0.993142	12.548326	-14.230838	1.676104	-7.531395	1.716363	-1.619093	-4.360085	17.460244	0.150718	13.359456	-9.883749	2.233168	-6.752969	1.597678	-2.006568	-2.848963	20.623395	0.930026	13.621273	-11.951056	-0.115495	-7.050615	1.41577	-2.28695	-4.026107	20.840189	0.849641	12.629087	-10.675018	0.335903	-7.645276	2.344485	-0.218542	-2.06067	20.390021	0.980474	11.70572	-10.156385	-0.36578	-6.96505	3.681998	0.716617	-0.097039	20.174655	0.78221	10.930069	-11.584546	-2.004216	-9.105023	-1.472398	-2.279846	-5.053308	23.418614	0.721148	13.540521	-14.297	1.985702	-6.971813	-5.727414	-2.238521	-5.9416	26.081297	0.709843	12.845122	-16.489264	2.774202	-4.613377
